result_row,source_page_url,id,image,name,given_name,family_name,honorific_prefix,honorific_suffix,area,group,term,gender,birth_date,start_date,end_date,email,website,twitter,facebook
24,http://www.parlament.gv.at/WWER/PAD_83140/index.shtml,PAD_83140,http://www.parlament.gv.at/WWER/PAD_83140/4386127_180.jpg,Ing. Waltraud Dietrich,Waltraud,Dietrich,Ing. ,,Wahlkreis: 6 – Steiermark,Team Stronach,25,female, 19.10.1959,2013-10-29,,waltraud.dietrich@parlament.gv.at, ,,
25,http://www.parlament.gv.at/WWER/PAD_51558/index.shtml,PAD_51558,http://www.parlament.gv.at/WWER/PAD_51558/4838939_180.jpg,Rupert Doppler,Rupert ,Doppler,,,Wahlkreis: 5 – Salzburg,ohne (none),25,male, 23.02.1958,2015-06-16,,rupert.doppler@parlament.gv.at, ,,
26,http://www.parlament.gv.at/WWER/PAD_40627/index.shtml,PAD_40627,http://www.parlament.gv.at/WWER/PAD_40627/4386427_180.jpg,Claudia Durchschlag,Claudia ,Durchschlag,,,Wahlkreis: 4A – Linz und Umgebung,ÖVP,25,female, 15.08.1958,2010-02-24,,claudia.durchschlag@parlament.gv.at, ,,
28,http://www.parlament.gv.at/WWER/PAD_36508/index.shtml,PAD_36508,http://www.parlament.gv.at/WWER/PAD_36508/4582294_384.jpg,Michael Ehmann,Michael ,Ehmann,,,Wahlkreis: 6A – Graz und Umgebung,SPÖ,25,male, 07.05.1975,2013-12-17,,michael.ehmann@parlament.gv.at, ,,
29,http://www.parlament.gv.at/WWER/PAD_83144/index.shtml,PAD_83144,http://www.parlament.gv.at/WWER/PAD_83144/4386299_180.jpg,"Asdin El Habbassi, BA",Asdin,"El Habbassi,",,BA,Bundeswahlvorschlag,ÖVP,25,male, 05.12.1986,2013-10-29,,, ,,
31,http://www.parlament.gv.at/WWER/PAD_14755/index.shtml,PAD_14755,http://www.parlament.gv.at/WWER/PAD_14755/4386828_180.jpg,Franz Leonhard Eßl,Franz Leonhard ,Eßl,,,Wahlkreis: 5C – Lungau/Pinzgau/Pongau,ÖVP,25,male, 19.07.1957,2002-12-20,,franz.essl@parlament.gv.at, ,,
32,http://www.parlament.gv.at/WWER/PAD_83298/index.shtml,PAD_83298,http://www.parlament.gv.at/WWER/PAD_83298/4582572_384.jpg,Mag. Dr. Klaus Uwe Feichtinger,Mag. Dr. Klaus Uwe ,Feichtinger,,,Wahlkreis: 6B – Oststeiermark,SPÖ,25,male, 18.11.1970,2013-12-17,,klaus-uwe.feichtinger@parlament.gv.at,http://www.klaus-feichtinger.at ,,
33,http://www.parlament.gv.at/WWER/PAD_00311/index.shtml,PAD_00311,http://www.parlament.gv.at/WWER/PAD_00311/4387369_180.jpg,Mag. Dr. Maria Theresia Fekter,Maria Theresia ,Fekter,Mag. Dr. ,,Wahlkreis: 4C – Hausruckviertel,ÖVP,25,female, 01.02.1956,2013-10-29,,maria.fekter@parlament.gv.at,http://www.parlament.gv.at ,,
35,http://www.parlament.gv.at/WWER/PAD_83141/index.shtml,PAD_83141,http://www.parlament.gv.at/WWER/PAD_83141/4385896_180.jpg,Dr. Marcus Franz,Dr. Marcus ,Franz,,,Bundeswahlvorschlag,Team Stronach,25,male, 06.03.1963,2014-01-31,2015-06-03,marcus.franz@parlament.gv.at,http://www.internist-franz.at ,,
36,http://www.parlament.gv.at/WWER/PAD_83127/index.shtml,PAD_83127,http://www.parlament.gv.at/WWER/PAD_83127/4387467_180.jpg,MMag. DDr. Hubert Fuchs,MMag. DDr. Hubert ,Fuchs,,,Wahlkreis: 9G – Wien Nord,FPÖ,25,male, 13.01.1969,2013-10-29,,hubert.fuchs@parlament.gv.at,http://www.fpoe.at ,,
37,http://www.parlament.gv.at/WWER/PAD_08209/index.shtml,PAD_08209,http://www.parlament.gv.at/WWER/PAD_08209/4387081_180.jpg,Hermann Gahr,Hermann ,Gahr,,,Wahlkreis: 7B – Innsbruck–Land,ÖVP,25,male, 15.07.1960,1999-10-29,,hermann.gahr@parlament.gv.at,http://www.gahr.at ,,
39,http://www.parlament.gv.at/WWER/PAD_51527/index.shtml,PAD_51527,http://www.parlament.gv.at/WWER/PAD_51527/4385218_180.jpg,Andrea Gessl-Ranftl,Andrea ,Gessl-Ranftl,,,Wahlkreis: 6D – Obersteiermark,SPÖ,25,female, 16.11.1964,2008-10-28,,andrea.gessl-ranftl@aon.at,http://www.andrea-gessl-ranftl.at ,,
40,http://www.parlament.gv.at/WWER/PAD_08240/index.shtml,PAD_08240,http://www.parlament.gv.at/WWER/PAD_08240/4582273_384.jpg,Dr. Eva Glawischnig-Piesczek,Eva,Glawischnig-Piesczek,Dr. ,,Wahlkreis: 9 – Wien,Grüne,25,female, 28.02.1969,1999-10-29,,eva.glawischnig@gruene.at,http://www.gruene.at http://glawischnig.at,,
41,http://www.parlament.gv.at/WWER/PAD_80479/index.shtml,PAD_80479,http://www.parlament.gv.at/WWER/PAD_80479/4582473_384.jpg,Mag. Karin Greiner,Karin ,Greiner,Mag.,,Bundeswahlvorschlag,SPÖ,25,female, 04.11.1967,2013-12-17,,, ,,
42,http://www.parlament.gv.at/WWER/PAD_12907/index.shtml,PAD_12907,http://www.parlament.gv.at/WWER/PAD_12907/5225943_180.jpg,Fritz Grillitsch,Fritz ,Grillitsch,,,Wahlkreis: 6D – Obersteiermark,ÖVP,25,male, 13.07.1959,2002-12-20,,,http://www.fritzgrillitsch.at ,,
43,http://www.parlament.gv.at/WWER/PAD_83147/index.shtml,PAD_83147,http://www.parlament.gv.at/WWER/PAD_83147/4386211_180.jpg,Ing. Mag. Werner Groiß,Ing. Mag. Werner ,Groiß,,,Wahlkreis: 3 – Niederösterreich,ÖVP,25,male, 06.12.1967,2013-10-29,,werner.groiss@parlament.gv.at, ,,
44,http://www.parlament.gv.at/WWER/PAD_14839/index.shtml,PAD_14839,http://www.parlament.gv.at/WWER/PAD_14839/4385324_180.jpg,Mag. Elisabeth Grossmann,Elisabeth ,Grossmann,Mag.,,Wahlkreis: 6 – Steiermark,SPÖ,25,female, 25.11.1968,2013-01-29,,elisabeth.grossmann@parlament.gv.at, ,,
45,http://www.parlament.gv.at/WWER/PAD_83110/index.shtml,PAD_83110,http://www.parlament.gv.at/WWER/PAD_83110/4384958_180.jpg,Marianne Gusenbauer-Jäger,Marianne ,Gusenbauer-Jäger,,,Wahlkreis: 4E – Mühlviertel,SPÖ,25,female, 14.10.1956,2013-10-29,,, ,,
47,http://www.parlament.gv.at/WWER/PAD_59767/index.shtml,PAD_59767,http://www.parlament.gv.at/WWER/PAD_59767/4444839_180.jpg,Ing. Heinz-Peter Hackl,Ing. Heinz-Peter ,Hackl,,,Wahlkreis: 4C – Hausruckviertel,FPÖ,25,male, 17.05.1954,2009-10-22,,heinz-peter.hackl@parlament.gv.at, ,,
48,http://www.parlament.gv.at/WWER/PAD_78586/index.shtml,PAD_78586,http://www.parlament.gv.at/WWER/PAD_78586/4444584_180.jpg,"Christian Hafenecker, MA",Christian,Hafenecker,,MA,Wahlkreis: 3D – Niederösterreich Mitte,FPÖ,25,male, 11.08.1980,2013-10-29,,christian.hafenecker@parlament.gv.at,http://www.hafenecker.at ,,
49,http://www.parlament.gv.at/WWER/PAD_08256/index.shtml,PAD_08256,http://www.parlament.gv.at/WWER/PAD_08256/4386149_180.jpg,Christoph Hagen,Christoph ,Hagen,,,Bundeswahlvorschlag,Team Stronach,25,male, 28.12.1968,2012-10-30,,christoph.hagen@parlament.gv.at, ,,
50,http://www.parlament.gv.at/WWER/PAD_51560/index.shtml,PAD_51560,http://www.parlament.gv.at/WWER/PAD_51560/4445156_180.jpg,Mag. Roman Haider,Mag. Roman ,Haider,,,Wahlkreis: 4 – Oberösterreich,FPÖ,25,male, 13.04.1967,2008-10-28,,roman.haider@parlament.gv.at,http://www.fpoe-parlamentsklub.at http://www.fpoe-ooe.at,,
51,http://www.parlament.gv.at/WWER/PAD_10256/index.shtml,PAD_10256,http://www.parlament.gv.at/WWER/PAD_10256/4473430_180.jpg,Elisabeth Hakel,Elisabeth ,Hakel,,,Bundeswahlvorschlag,SPÖ,25,female, 17.12.1977,2013-12-17,,elisabeth.hakel@parlament.gv.at,http://www.hakel.at http://www.initiativecreativeaustria.at,,
52,http://www.parlament.gv.at/WWER/PAD_55227/index.shtml,PAD_55227,http://www.parlament.gv.at/WWER/PAD_55227/5225905_384.jpg,Mag. Michael Hammer,Mag. Michael ,Hammer,,,Wahlkreis: 4E – Mühlviertel,ÖVP,25,male, 03.06.1977,2011-03-22,,michael.hammer@parlament.gv.at,http://www.urfahr-umgebung.oevp.at ,,
53,http://www.parlament.gv.at/WWER/PAD_83148/index.shtml,PAD_83148,http://www.parlament.gv.at/WWER/PAD_83148/5225861_180.jpg,Mag. Andreas Hanger,Mag. Andreas ,Hanger,,,Wahlkreis: 3C – Mostviertel,ÖVP,25,male, 19.06.1968,2013-10-29,,mail@andreas-hanger.at,http://www.andreas-hanger.at ,,
54,http://www.parlament.gv.at/WWER/PAD_12741/index.shtml,PAD_12741,http://www.parlament.gv.at/WWER/PAD_12741/4386616_180.jpg,Peter Haubner,Peter ,Haubner,,,Wahlkreis: 5B – Flachgau/Tennengau,ÖVP,25,male, 02.01.1960,2001-12-03,,p.haubner@wirtschaftsbund.at,http://www.peter-haubner.at ,,
55,http://www.parlament.gv.at/WWER/PAD_35515/index.shtml,PAD_35515,http://www.parlament.gv.at/WWER/PAD_35515/4387596_180.jpg,Mag. Gerald Hauser,Mag. Gerald ,Hauser,,,Wahlkreis: 7 – Tirol,FPÖ,25,male, 30.09.1961,2013-10-29,,gerald.hauser@parlament.gv.at, ,,
56,http://www.parlament.gv.at/WWER/PAD_51547/index.shtml,PAD_51547,http://www.parlament.gv.at/WWER/PAD_51547/4385362_180.jpg,Johann Hechtl,Johann ,Hechtl,,,Wahlkreis: 3 – Niederösterreich,SPÖ,25,male, 24.06.1957,2008-10-28,,johann.hechtl@parlament.gv.at,http://www.johannhechtl.spoe.at ,,
57,http://www.parlament.gv.at/WWER/PAD_05076/index.shtml,PAD_05076,http://www.parlament.gv.at/WWER/PAD_05076/4385474_180.jpg,Anton Heinzl,Anton ,Heinzl,,,Wahlkreis: 3D – Niederösterreich Mitte,SPÖ,25,male, 03.07.1953,1998-04-07,,anton.heinzl@spoe.at,http://www.bezirkstpoelten.spoe.at ,,
58,http://www.parlament.gv.at/WWER/PAD_50187/index.shtml,PAD_50187,http://www.parlament.gv.at/WWER/PAD_50187/4385131_180.jpg,Johann Hell,Johann ,Hell,,,Wahlkreis: 3 – Niederösterreich,SPÖ,25,male, 17.10.1955,2008-07-10,,johann.hell@spoe.at, ,,
60,http://www.parlament.gv.at/WWER/PAD_51562/index.shtml,PAD_51562,http://www.parlament.gv.at/WWER/PAD_51562/4444669_180.jpg,Ing. Christian Höbart,Ing. Christian ,Höbart,,,Wahlkreis: 3 – Niederösterreich,FPÖ,25,male, 09.06.1975,2008-10-28,,christian.hoebart@fpoe.at,http://www.moedling.fpoe-noe.at http://www.fpoe-noe.at,,
61,http://www.parlament.gv.at/WWER/PAD_83299/index.shtml,PAD_83299,http://www.parlament.gv.at/WWER/PAD_83299/4582361_384.jpg,Ing. Manfred Hofinger,Ing. Manfred ,Hofinger,,,Wahlkreis: 4 – Oberösterreich,ÖVP,25,male, 27.02.1970,2013-12-17,,manfred.hofinger@parlament.gv.at, ,,
62,http://www.parlament.gv.at/WWER/PAD_16234/index.shtml,PAD_16234,http://www.parlament.gv.at/WWER/PAD_16234/4386933_180.jpg,Johann Höfinger,Johann ,Höfinger,,,Wahlkreis: 3D – Niederösterreich Mitte,ÖVP,25,male, 18.07.1969,2006-10-30,,johann.hoefinger@parlament.gv.at,http://www.johann-hoefinger.at ,,
64,http://www.parlament.gv.at/WWER/PAD_14759/index.shtml,PAD_14759,http://www.parlament.gv.at/WWER/PAD_14759/4582252_384.jpg,Dr. Franz-Joseph Huainigg,Dr. Franz-Joseph ,Huainigg,,,Bundeswahlvorschlag,ÖVP,25,male, 16.06.1966,2013-12-17,,franz.huainigg@parlament.gv.at,http://www.franzhuainigg.at ,,
65,http://www.parlament.gv.at/WWER/PAD_51561/index.shtml,PAD_51561,http://www.parlament.gv.at/WWER/PAD_51561/4387889_180.jpg,Dr. Johannes Hübner,Dr. Johannes ,Hübner,,,Wahlkreis: 9E – Wien Süd–West,FPÖ,25,male, 07.10.1956,2008-10-28,,johannes.huebner@parlament.gv.at, ,,
66,http://www.parlament.gv.at/WWER/PAD_83149/index.shtml,PAD_83149,http://www.parlament.gv.at/WWER/PAD_83149/4386406_180.jpg,Brigitte Jank,Brigitte ,Jank,,,Wahlkreis: 9 – Wien,ÖVP,25,female, 19.09.1951,2013-10-29,,brigitte.jank@parlament.gv.at,http://www.brigittejank.at ,,
67,http://www.parlament.gv.at/WWER/PAD_51563/index.shtml,PAD_51563,http://www.parlament.gv.at/WWER/PAD_51563/4387659_180.jpg,Harald Jannach,Harald ,Jannach,,,Bundeswahlvorschlag,FPÖ,25,male, 27.05.1972,2008-10-28,,harald.jannach@fpoe.at, ,,
69,http://www.parlament.gv.at/WWER/PAD_02889/index.shtml,PAD_02889,http://www.parlament.gv.at/WWER/PAD_02889/4445093_180.jpg,Dr. Johannes Jarolim,Dr. Johannes ,Jarolim,,,Wahlkreis: 9C – Wien Innen–Ost,SPÖ,25,male, 27.12.1954,1997-02-11,,hannes.jarolim@parlament.gv.at,http://www.hannes-jarolim.at ,,
70,http://www.parlament.gv.at/WWER/PAD_35490/index.shtml,PAD_35490,http://www.parlament.gv.at/WWER/PAD_35490/4386742_180.jpg,Mag. Dr. Beatrix Karl,Beatrix ,Karl,Mag. Dr. ,,Wahlkreis: 6 – Steiermark,ÖVP,25,female, 10.12.1967,2013-10-29,,beatrix.karl@parlament.gv.at, ,,
71,http://www.parlament.gv.at/WWER/PAD_51564/index.shtml,PAD_51564,http://www.parlament.gv.at/WWER/PAD_51564/4444648_180.jpg,Dr. Andreas F. Karlsböck,Dr. Andreas F. ,Karlsböck,,,Wahlkreis: 9D – Wien Süd,FPÖ,25,male, 18.11.1960,2008-10-28,,andreas.karlsboeck@parlament.gv.at, ,,
72,http://www.parlament.gv.at/WWER/PAD_83129/index.shtml,PAD_83129,http://www.parlament.gv.at/WWER/PAD_83129/4387514_180.jpg,MMMag. Dr. Axel Kassegger,MMMag. Dr. Axel ,Kassegger,,,Wahlkreis: 6 – Steiermark,FPÖ,25,male, 04.01.1966,2013-10-29,,axel.kassegger@parlament.gv.at, ,,
73,http://www.parlament.gv.at/WWER/PAD_32494/index.shtml,PAD_32494,http://www.parlament.gv.at/WWER/PAD_32494/3490712_384.jpg,Wolfgang Katzian,Wolfgang ,Katzian,,,Bundeswahlvorschlag,SPÖ,25,male, 28.10.1956,2008-10-28,,wolfgang.katzian@parlament.gv.at, ,,
74,http://www.parlament.gv.at/WWER/PAD_14840/index.shtml,PAD_14840,http://www.parlament.gv.at/WWER/PAD_14840/4385790_180.jpg,Dietmar Keck,Dietmar ,Keck,,,Wahlkreis: 4A – Linz und Umgebung,SPÖ,25,male, 27.04.1957,2002-12-20,,, ,,
75,http://www.parlament.gv.at/WWER/PAD_35520/index.shtml,PAD_35520,http://www.parlament.gv.at/WWER/PAD_35520/4444860_180.jpg,Herbert Kickl,Herbert ,Kickl,,,Bundeswahlvorschlag,FPÖ,25,male, 19.10.1968,2006-10-30,,herbert.kickl@parlament.gv.at, ,,
76,http://www.parlament.gv.at/WWER/PAD_35495/index.shtml,PAD_35495,http://www.parlament.gv.at/WWER/PAD_35495/4385706_180.jpg,Franz Kirchgatterer,Franz ,Kirchgatterer,,,Wahlkreis: 4C – Hausruckviertel,SPÖ,25,male, 24.09.1953,2006-10-30,,franz.kirchgatterer@parlament.gv.at, ,,
77,http://www.parlament.gv.at/WWER/PAD_51565/index.shtml,PAD_51565,http://www.parlament.gv.at/WWER/PAD_51565/4387679_180.jpg,Anneliese Kitzmüller,Anneliese ,Kitzmüller,,,Wahlkreis: 4E – Mühlviertel,FPÖ,25,female, 03.07.1959,2008-10-28,,anneliese.kitzmueller@parlament.gv.at, ,,
78,http://www.parlament.gv.at/WWER/PAD_83112/index.shtml,PAD_83112,http://www.parlament.gv.at/WWER/PAD_83112/4385750_180.jpg,Wolfgang Knes,Wolfgang ,Knes,,,Wahlkreis: 2D – Kärnten Ost,SPÖ,25,male, 24.02.1964,2013-10-29,,wolfgang.knes@parlament.gv.at, ,,
80,http://www.parlament.gv.at/WWER/PAD_08242/index.shtml,PAD_08242,http://www.parlament.gv.at/WWER/PAD_08242/3490465_384.jpg,Mag. Werner Kogler,Mag. Werner ,Kogler,,,Wahlkreis: 6 – Steiermark,Grüne,25,male, 20.11.1961,1999-10-29,,werner.kogler@gruene.at, ,,
82,http://www.parlament.gv.at/WWER/PAD_51587/index.shtml,PAD_51587,http://www.parlament.gv.at/WWER/PAD_51587/4384700_180.jpg,Mag. Alev Korun,Alev ,Korun,Mag. ,,Wahlkreis: 9 – Wien,Grüne,25,female, 27.09.1969,2008-10-28,,alev.korun@gruene.at,http://www.gruene.at ,,
83,http://www.parlament.gv.at/WWER/PAD_14842/index.shtml,PAD_14842,http://www.parlament.gv.at/WWER/PAD_14842/4582232_384.jpg,Kai Jan Krainer,Kai Jan ,Krainer,,,Wahlkreis: 9 – Wien,SPÖ,25,male, 09.09.1968,2013-12-17,,jan.krainer@spoe.at,http://www.jan-krainer.at ,,
84,http://www.parlament.gv.at/WWER/PAD_14843/index.shtml,PAD_14843,http://www.parlament.gv.at/WWER/PAD_14843/4468385_180.jpg,Hermann Krist,Hermann ,Krist,,,Wahlkreis: 4A – Linz und Umgebung,SPÖ,25,male, 21.07.1959,2002-12-20,,,http://www.Linz-Land.spoe.at http://www.hermannkrist.at,,
87,http://www.parlament.gv.at/WWER/PAD_86603/index.shtml,PAD_86603,http://www.parlament.gv.at/WWER/PAD_86603/5814774_180.jpg,Mag. Günther Kumpitsch,Mag. Günther ,Kumpitsch,,,Wahlkreis: 6A – Graz und Umgebung,FPÖ,25,male, 07.07.1960,2015-06-16,,, ,,
88,http://www.parlament.gv.at/WWER/PAD_08178/index.shtml,PAD_08178,http://www.parlament.gv.at/WWER/PAD_08178/3491279_384.jpg,Mag. Andrea Kuntzl,Andrea ,Kuntzl,Mag. ,,Wahlkreis: 9 – Wien,SPÖ,25,female, 31.03.1958,1999-10-29,,andrea.kuntzl@spoe.at, ,,
89,http://www.parlament.gv.at/WWER/PAD_51568/index.shtml,PAD_51568,http://www.parlament.gv.at/WWER/PAD_51568/4444500_180.jpg,Christian Lausch,Christian ,Lausch,,,Wahlkreis: 3 – Niederösterreich,FPÖ,25,male, 02.12.1969,2008-10-28,,christian.lausch@parlament.gv.at,http://www.fpoe-hollabrunn.at ,,
90,http://www.parlament.gv.at/WWER/PAD_51553/index.shtml,PAD_51553,http://www.parlament.gv.at/WWER/PAD_51553/4386764_180.jpg,Mag. Josef Lettenbichler,Mag. Josef ,Lettenbichler,,,Wahlkreis: 7C – Unterland,ÖVP,25,male, 10.12.1970,2008-10-28,,josef.lettenbichler@parlament.gv.at,http://www.josef-lettenbichler.at ,,
91,http://www.parlament.gv.at/WWER/PAD_18447/index.shtml,PAD_18447,http://www.parlament.gv.at/WWER/PAD_18447/3490769_384.jpg,Dr. Ruperta Lichtenecker,Ruperta ,Lichtenecker,Dr.,,Wahlkreis: 4 – Oberösterreich,Grüne,25,female, 21.06.1965,2006-10-30,,ruperta.lichtenecker@gruene.at,http://www.ooe.gruene.at http://www.gruene.at,,
93,http://www.parlament.gv.at/WWER/PAD_51548/index.shtml,PAD_51548,http://www.parlament.gv.at/WWER/PAD_51548/4385066_180.jpg,Hermann Lipitsch,Hermann ,Lipitsch,,,Wahlkreis: 2B – Villach,SPÖ,25,male, 14.06.1960,2008-10-28,,hermann.lipitsch@parlament.gv.at, ,,
95,http://www.parlament.gv.at/WWER/PAD_15526/index.shtml,PAD_15526,http://www.parlament.gv.at/WWER/PAD_15526/4387318_180.jpg,Dr. Reinhold Lopatka,Dr. Reinhold ,Lopatka,,,Wahlkreis: 6B – Oststeiermark,ÖVP,25,male, 27.01.1960,2013-10-29,,reinhold.lopatka@oevpklub.at,http://www.lopatka.at ,,
96,http://www.parlament.gv.at/WWER/PAD_22449/index.shtml,PAD_22449,http://www.parlament.gv.at/WWER/PAD_22449/4385411_180.jpg,Angela Lueger,Angela ,Lueger,,,Wahlkreis: 9G – Wien Nord,SPÖ,25,female, 17.10.1965,2008-01-08,,angela.lueger@parlament.gv.at, ,,
97,http://www.parlament.gv.at/WWER/PAD_51579/index.shtml,PAD_51579,http://www.parlament.gv.at/WWER/PAD_51579/4385980_180.jpg,Ing. Robert Lugar,Ing. Robert ,Lugar,,,Wahlkreis: 3 – Niederösterreich,Team Stronach,25,male, 09.07.1970,2012-10-30,,robert.lugar@parlament.gv.at, ,,
98,http://www.parlament.gv.at/WWER/PAD_14844/index.shtml,PAD_14844,http://www.parlament.gv.at/WWER/PAD_14844/5225985_180.jpg,Dr. Christoph Matznetter,Dr. Christoph ,Matznetter,,,Bundeswahlvorschlag,SPÖ,25,male, 08.06.1959,2014-03-26,,christoph.matznetter@parlament.gv.at,http://www.wirtschaftsverband.at ,,
100,http://www.parlament.gv.at/WWER/PAD_35501/index.shtml,PAD_35501,http://www.parlament.gv.at/WWER/PAD_35501/4385596_180.jpg,Elmar Mayer,Elmar ,Mayer,,,Wahlkreis: 8 – Vorarlberg,SPÖ,25,male, 13.03.1953,2006-10-30,,elmar.mayer@spoe.at, ,,
103,http://www.parlament.gv.at/WWER/PAD_02853/index.shtml,PAD_02853,http://www.parlament.gv.at/WWER/PAD_02853/4384678_180.jpg,Dr. Gabriela Moser,Gabriela ,Moser,Dr. ,,Wahlkreis: 4A – Linz und Umgebung,Grüne,25,female, 28.07.1954,1997-11-03,,gabriela.moser@gruene.at, ,,
104,http://www.parlament.gv.at/WWER/PAD_35497/index.shtml,PAD_35497,http://www.parlament.gv.at/WWER/PAD_35497/4582613_384.jpg,Josef Muchitsch,Josef,Muchitsch,,,Wahlkreis: 6C – Weststeiermark,SPÖ,25,male, 21.08.1967,2006-10-30,,josef.muchitsch@parlament.gv.at,http://www.josef-muchitsch.at ,,
106,http://www.parlament.gv.at/WWER/PAD_51569/index.shtml,PAD_51569,http://www.parlament.gv.at/WWER/PAD_51569/4444711_180.jpg,Edith Mühlberghuber,Edith ,Mühlberghuber,,,Wahlkreis: 3C – Mostviertel,FPÖ,25,female, 22.10.1964,2008-10-28,,edith.muehlberghuber@parlament.gv.at, ,,
108,http://www.parlament.gv.at/WWER/PAD_08179/index.shtml,PAD_08179,http://www.parlament.gv.at/WWER/PAD_08179/3567270_384.jpg,Mag. Christine Muttonen,Christine ,Muttonen,Mag. ,,Wahlkreis: 2 – Kärnten,SPÖ,25,female, 16.07.1954,2008-12-03,,christine.muttonen@parlament.gv.at,http://www.christine-muttonen.at ,,
109,http://www.parlament.gv.at/WWER/PAD_83139/index.shtml,PAD_83139,http://www.parlament.gv.at/WWER/PAD_83139/4386042_180.jpg,Dr. Kathrin Nachbaur,Kathrin ,Nachbaur,Dr. ,,Bundeswahlvorschlag,Team Stronach,25,female, 02.04.1979,2013-10-29,2015-08-01,kathrin.nachbaur@parlament.gv.at, ,,
110,http://www.parlament.gv.at/WWER/PAD_35522/index.shtml,PAD_35522,http://www.parlament.gv.at/WWER/PAD_35522/4387828_180.jpg,Werner Neubauer,Werner,Neubauer,,,Bundeswahlvorschlag,FPÖ,25,male, 29.10.1956,2006-10-30,,werner.neubauer@fpoe.at,http://www.fpoe-parlamentsklub.at/ ,,
111,http://www.parlament.gv.at/WWER/PAD_35487/index.shtml,PAD_35487,http://www.parlament.gv.at/WWER/PAD_35487/4386958_180.jpg,Gabriel Obernosterer,Gabriel,Obernosterer,,,Wahlkreis: 2 – Kärnten,ÖVP,25,male, 13.05.1955,2006-10-30,,gabriel.obernosterer@parlament.gv.at,http://www.oevpkaernten.at ,,
112,http://www.parlament.gv.at/WWER/PAD_83300/index.shtml,PAD_83300,http://www.parlament.gv.at/WWER/PAD_83300/4582315_384.jpg,Mag. Friedrich Ofenauer,Friedrich,Ofenauer,Mag.,,Wahlkreis: 3 – Niederösterreich,ÖVP,25,male, 09.01.1973,2013-12-17,,friedrich.ofenauer@parlament.gv.at, ,,
113,http://www.parlament.gv.at/WWER/PAD_83150/index.shtml,PAD_83150,http://www.parlament.gv.at/WWER/PAD_83150/4386257_180.jpg,Andreas Ottenschläger,Andreas,Ottenschläger,,,Wahlkreis: 9 – Wien,ÖVP,25,male, 07.05.1975,2013-10-29,,andreas.ottenschlaeger@parlament.gv.at,http://www.oevp-wien.at/josefstadt ,,
114,http://www.parlament.gv.at/WWER/PAD_05375/index.shtml,PAD_05375,http://www.parlament.gv.at/WWER/PAD_05375/4385016_180.jpg,Otto Pendl,Otto,Pendl,,,Wahlkreis: 3G – Niederösterreich Süd–Ost,SPÖ,25,male, 29.10.1951,1998-09-17,,otto.pendl@parlament.gv.at, ,,
115,http://www.parlament.gv.at/WWER/PAD_83151/index.shtml,PAD_83151,http://www.parlament.gv.at/WWER/PAD_83151/4386320_180.jpg,Dipl.-Kffr. (FH) Elisabeth Pfurtscheller,Elisabeth ,Pfurtscheller,Dipl.-Kffr. (FH) ,,Wahlkreis: 7D – Oberland,ÖVP,25,female, 06.03.1964,2013-10-29,,elisabeth.pfurtscheller@parlament.gv.at, ,,
116,http://www.parlament.gv.at/WWER/PAD_01210/index.shtml,PAD_01210,http://www.parlament.gv.at/WWER/PAD_01210/3490351_384.jpg,Dr. Peter Pilz,Peter,Pilz,Dr.,,Bundeswahlvorschlag,Grüne,25,male, 22.01.1954,1999-10-29,,pilz@gruene.at,http://www.peterpilz.at ,,
118,http://www.parlament.gv.at/WWER/PAD_51549/index.shtml,PAD_51549,http://www.parlament.gv.at/WWER/PAD_51549/4385643_180.jpg,Rudolf Plessl,Rudolf,Plessl,,,Wahlkreis: 3A – Weinviertel,SPÖ,25,male, 12.01.1967,2008-10-28,,rudolf.plessl@parlament.gv.at,http://www.rudolf-plessl.at ,,
121,http://www.parlament.gv.at/WWER/PAD_30011/index.shtml,PAD_30011,http://www.parlament.gv.at/WWER/PAD_30011/4385875_180.jpg,Erwin Preiner,Erwin,Preiner,,,Wahlkreis: 1A – Burgenland Nord,SPÖ,25,male, 15.09.1962,2010-06-28,,erwin.preiner@parlament.gv.at, ,,
122,http://www.parlament.gv.at/WWER/PAD_08235/index.shtml,PAD_08235,http://www.parlament.gv.at/WWER/PAD_08235/3488352_384.jpg,Nikolaus Prinz,Nikolaus,Prinz,,,Wahlkreis: 4E – Mühlviertel,ÖVP,25,male, 25.07.1962,1999-10-29,,nikolaus.prinz@parlament.gv.at, ,,
123,http://www.parlament.gv.at/WWER/PAD_14767/index.shtml,PAD_14767,http://www.parlament.gv.at/WWER/PAD_14767/5225840_180.jpg,Johann Rädler,Johann,Rädler,,,Wahlkreis: 3E – Niederösterreich Süd,ÖVP,25,male, 13.06.1952,2002-12-20,,johann.raedler@parlament.gv.at,http://neunkirchen.vpnoe.at http://www.wiener-neustadt.vpnoe.at,,
124,http://www.parlament.gv.at/WWER/PAD_02862/index.shtml,PAD_02862,http://www.parlament.gv.at/WWER/PAD_02862/4582336_384.jpg,Dr. Erwin Rasinger,Erwin,Rasinger,Dr.,,Wahlkreis: 9E – Wien Süd–West,ÖVP,25,male, 30.07.1952,2013-12-17,,erwin.rasinger@parlament.gv.at, ,,
