id,name__en,name__gu,name__te,name__hi,name__mr,name__ne,name__sa,name__de,name__nl,name__fr,name,wikipedia__en,wikipedia__hi,gender,birth_date,given_name,original_wikiname,name__ta,wikipedia__mr,wikipedia__ta,image,website,name__nb,name__da,name__nn,name__sv,name__or,name__it,name__id,wikipedia__id,name__ru,name__es,wikipedia__ru,name__bn,wikipedia__bn,wikipedia__commons,wikipedia__es,identifier__IMDB,name__ml,wikipedia__ml,wikipedia__te,identifier__VIAF,name__pa,wikipedia__pa,wikipedia__enwikiquote,wikipedia__hiwikiquote,name__ur,name__zh,wikipedia__fr,wikipedia__sa,wikipedia__sv,wikipedia__ur,wikipedia__zh,identifier__freebase,identifier__FAST,name__pl,name__kn,wikipedia__kn,wikipedia__ne,wikipedia__pl,death_date,family_name,identifier__ISNI,identifier__BNF,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__jv,name__eu,name__ms,name__hu,name__et,name__my,name__ar,name__pt,name__eo,name__tr,name__fi,name__uk,name__be_tarask,name__tl,name__nan,name__be,name__he,name__ko,name__ja,name__vi,name__ca,name__la,name__cy,name__os,name__fa,name__bg,name__ka,name__arz,name__oc,name__el,name__yue,name__mai,wikipedia__ar,wikipedia__arz,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__ca,wikipedia__cy,wikipedia__da,wikipedia__de,wikipedia__el,wikipedia__eo,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__gu,wikipedia__he,wikipedia__hu,wikipedia__it,wikipedia__ja,wikipedia__jv,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__mai,wikipedia__ms,wikipedia__my,wikipedia__nl,wikipedia__no,wikipedia__or,wikipedia__os,wikipedia__plwikiquote,wikipedia__pt,wikipedia__ruwikinews,wikipedia__simple,wikipedia__tl,wikipedia__tr,wikipedia__uk,wikipedia__vi,wikipedia__zh_min_nan,wikipedia__zh_yue,identifier__GND,identifier__LCAuth,identifier__SUDOC,identifier__OLID,identifier__NKC,identifier__NTA,identifier__Munzinger,identifier__GTAA,name__en_ca,name__en_gb,name__as,wikipedia__as,name__de_ch,name__si,name__hif,name__gl,name__sh,name__sco,name__pnb,name__th,name__cs,name__lb,name__pt_br,name__lt,name__sr,name__bh,name__bcl,name__lv,name__yi,name__mk,name__br,name__ckb,name__xmf,name__hy,name__ks,name__uz,name__ga,name__af,wikipedia__af,wikipedia__bcl,wikipedia__bh,wikipedia__br,wikipedia__ckb,wikipedia__cs,wikipedia__cswikiquote,wikipedia__ga,wikipedia__gl,wikipedia__hif,wikipedia__hy,wikipedia__ks,wikipedia__lb,wikipedia__lt,wikipedia__lv,wikipedia__nn,wikipedia__oc,wikipedia__pnb,wikipedia__sco,wikipedia__sh,wikipedia__si,wikipedia__sr,wikipedia__tewikiquote,wikipedia__th,wikipedia__uz,wikipedia__xmf,wikipedia__yi,identifier__Britannica,twitter,identifier__AlloCine,identifier__allmovie,identifier__MusicBrainz,identifier__NNDB,identifier__CANTIC,name__ro,name__yo,name__sq,wikipedia__ro,wikipedia__yo,name__dv,name__ps,name__az,name__kk,name__mg,name__ce,wikipedia__az,wikipedia__ce,wikipedia__dv,wikipedia__kk,wikipedia__mg,wikipedia__ps,facebook,name__bho,wikipedia__bgwikiquote,name__an,name__bs,name__ceb,name__hr,name__is,name__lmo,name__nds,name__nds_nl,name__pms,name__sk,name__sl,name__vec,name__wa,name__gsw,electoral_district,identifier__CSPAN,identifier__TED,identifier__elonet,identifier__PORT,identifier__KLfG,last_seen,identifier__kinopoisk,identifier__CSFD,identifier__filmportal_de,identifier__DNF,identifier__NLA,wikipedia__tawikiquote,identifier__NUKAT,wikipedia__enwikisource,identifier__SFDb,name__sd,identifier__SCOPE,wikipedia__tcy,name__tcy,identifier__BNE,identifier__guardian_topic,wikipedia__itwikiquote,occupation,wikipedia__gom,name__gom,identifier__flickr,identifier__nyt_topic,identifier__quora,identifier__ne_se,identifier__BBC_things,wikipedia__ie,name__ie,name__ast,name__ext,wikipedia__vep,wikipedia__dty,name__dty,name__vep,identifier__BIBSYS,identifier__NSK,identifier__goodreads,wikipedia__sd,instagram,wikipedia__is,identifier__SELIBR,name__anp,identifier__EGAXA,wikipedia__azb,name__azb,identifier__NLP,wikipedia__wuu,identifier__bigenc_ru,identifier__GNC,wikipedia__an,name__wuu,wikipedia__io,wikipedia__war,name__war,name__io,identifier__discogs,wikipedia__ast,name__ace,name__min,name__su,name__map_bms,name__bug,name__bjn,name__tet,name__gor,identifier__prsindia,wikipedia__sat,name__sat,identifier__CONOR
Q16910065,Sankar Prasad Datta,શંકર પ્રસાદ દત્તા,శంకర్ ప్రసాద్ దత్త,शंकर प्रसाद दत्ता,शंकर प्रसाद दत्ता,शंकर प्रसाद दत्ता,शंकर प्रसाद दत्ता,Sankar Prasad Datta,Sankar Prasad Datta,Sankar Prasad Datta,Sankar Prasad Datta,Sankar Prasad Datta,शंकर प्रसाद दत्ता,male,1957-08-18,,,சங்கர் பிரசாத் தத்தா,,சங்கர் பிரசாத் தத்தா,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sankarprasaddatta,,,
Q16910102,Satish Kumar Gautam,સતીશ કુમાર ગૌતમ,సతీష్ కుమార్ గౌతం,सतीश कुमार गौतम,सतीश कुमार गौतम,सतीश कुमार गौतम,सतीश कुमार गौतम,Satish Kumar Gautam,Satish Kumar Gautam,Satish Kumar Gautam,Satish Kumar Gautam,Satish Kumar Gautam,सतीश कुमार गौतम,male,1972-07-01,Satish,,சதீஷ் குமார் கவுதம்,,சதீஷ் குமார் கவுதம்,,,,,,,ସତୀଶ କୁମାର ଗୌତମ,,,,,,,সতীশ কুমার গৌতম,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16910110,Sudhir Gupta,સુધીર ગુપ્તા,సుధీర్ గుప్తా,सुधीर गुप्ता,सुधीर गुप्ता,सुधीर गुप्ता,सुधीर गुप्ता,Sudhir Gupta,Sudhir Gupta,Sudhir Gupta,Sudhir Gupta,Sudhir Gupta,,male,1959-05-19,Sudhir,,,,,https://upload.wikimedia.org/wikipedia/commons/0/00/SudhirGupta.jpg,,,,,,,Sudhir Gupta,,,,,,,,,,,,,,18445455,,,,,,,,,,,,,,,,,,,,,0000 0000 4296 4984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135641756,n89204815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16910124,Jeyasingh Thiyagaraj Natterjee,જે૰ જયસિંહ થિયાગરાજ નત્તેર્જી,జే. జెయసింగ్ త్యాగరాజ్ నట్టర్జీ,जे॰ जयसिंह थियागराज नत्तेर्जी,जे॰ जयसिंह थियागराज नत्तेर्जी,जे॰ जयसिंह थियागराज नत्तेर्जी,जे॰ जयसिंह थियागराज नत्तेर्जी,Jeyasingh Thiyagaraj Natterjee,Jeyasingh Thiyagaraj Natterjee,Jeyasingh Thiyagaraj Natterjee,Jeyasingh Thiyagaraj Natterjee,Jeyasingh Thiyagaraj Natterjee,,male,1953-04-15,,,ஜெயசிங் தியாகராஜ் நாட்டர்ஜி,,ஜெயசிங் தியாகராஜ் நாட்டர்ஜி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jjeyasinghthiyagarajnatterjee,,,
Q16910135,Sakshi Maharaj,સ્વામી સચ્ચિદાનંદ હરિ સાક્ષી,సాక్షి మహారాజ్,स्वामी सच्चिदानंद हरि साक्षी,स्वामी सच्चिदानंद हरि साक्षी,स्वामी सच्चिदानंद हरि साक्षी,स्वामी सच्चिदानंद हरि साक्षी,Sakshi Maharaj,Sakshi Maharaj,Sakshi Maharaj,Sakshi Maharaj,Sakshi Maharaj,स्वामी सच्चिदानंद हरि साक्षी,male,1956-01-11,,,சாக்ஷி மஹராஜ்,,சாக்ஷி மகாராஜ்,,,,,,,,,,,,,,,,,,,സാക്ഷി മഹാരാജ്,സാക്ഷി മഹാരാജ്,,,,,Sakshi Maharaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16910137,Tapas Mandal,તાપસ મંડલ,తాపస్ మండల్,तापस मंडल,तापस मंडल,तापस मंडल,तापस मंडल,Tapas Mandal,Tapas Mandal,Tapas Mandal,Tapas Mandal,Tapas Mandal,तापस मंडल,male,1972,,,,,,,,,,,,,Tapas Mandal,,,,,,তাপস মণ্ডল,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tapasmandal,,,
Q16910150,Rodmal Nagar,રોડમલ નાગર,రోడ్మల్ నాగర్,रोडमल नागर,रोडमल नागर,रोडमल नागर,रोडमल नागर,Rodmal Nagar,Rodmal Nagar,Rodmal Nagar,Rodmal Nagar,Rodmal Nagar,,male,1960-12-15,,,,,,https://upload.wikimedia.org/wikipedia/commons/a/af/Rodmalnagar123.jpg,,,,,,,Rodmal Nagar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rodmalnagar,,,
Q16910158,Subhash Patel,સુભાષ પટેલ,సుభాష్ పటేల్,सुभाष पटेल,सुभाष पटेल,सुभाष पटेल,सुभाष पटेल,Subhash Patel,Subhash Patel,Subhash Patel,Subhash Patel,Subhash Patel,,male,,,,,,,,,,,,,,Subhash Patel,,,,,,সুভাষ পাটেল,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,subhashpatel,,,
Q16910193,Kulamani Samal,કુલમણિ સમલ,కులమణి సమల్,कुलमणि समल,कुलमणि समल,कुलमणि समल,कुलमणि समल,Kulamani Samal,Kulamani Samal,Kulamani Samal,Kulamani Samal,Kulamani Samal,कुलमणि समल,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kulamanisamal,,,
Q16910303,Prabhas Kumar Singh,પ્રભાસ કુમાર સિંહ,ప్రభాస్ కుమార్ సింగ్,प्रभास कुमार सिंह,प्रभास कुमार सिंह,प्रभास कुमार सिंह,प्रभास कुमार सिंह,Prabhas Kumar Singh,Prabhas Kumar Singh,Prabhas Kumar Singh,Prabhas Kumar Singh,Prabhas Kumar Singh,प्रभास कुमार सिंह,male,1967-09-29,,,,,,,,,,,,ପ୍ରଭାସ କୁମାର ସିଂହ,,,,,,,প্রভাস কুমার সিং,,,,,,,,,,,,,,,,,,,,,,,,,,,,Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prabhaskumarsingh,,,
Q16910446,Rabindra Kumar Jena,રબિન્દ્ર કુમાર જેના,రబీంద్ర కుమార్ జేనా,रबिन्द्र कुमार जेना,रबिन्द्र कुमार जेना,रबिन्द्र कुमार जेना,रबिन्द्र कुमार जेना,Rabindra Kumar Jena,Rabindra Kumar Jena,Rabindra Kumar Jena,Rabindra Kumar Jena,Rabindra Kumar Jena,रबिन्द्र कुमार जेना,male,,,,,,,,,,,,,ରବିନ୍ଦ୍ର କୁମାର ଜେନା,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rabindrakumarjena,,,
Q16910481,Rita Tarai,રીતા તરાઈ,రీతా తరాయీ,रीता तराई,रीता तराई,रीता तराई,रीता तराई,Rita Tarai,Rita Tarai,Rita Tarai,Rita Tarai,Rita Tarai,रीता तराई,female,,Rita,,,,,,,,,,,ରୀତା ତରାଇ,Rita Tarai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tarai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ରୀତା ତରାଇ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16910499,Sakuntala Laguri,શકુંતલા લાગુરી,శకుంతలా లాగురీ,शकुंतला लागुरी,शकुंतला लागुरी,शकुंतला लागुरी,शकुंतला लागुरी,Sakuntala Laguri,Sakuntala Laguri,Sakuntala Laguri,Sakuntala Laguri,Sakuntala Laguri,शकुंतला लागुरी,female,,,,,,,,,,,,,ଶକୁନ୍ତଳା ଲାଗୁରୀ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ଶକୁନ୍ତଳା ଲାଗୁରୀ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sakuntalalaguri,,,
Q16913677,G. Hari,હરિ જી૰,జీ. హరి,हरि जी॰,हरि जी॰,हरि जी॰,हरि जी॰,,G. Hari,G. Hari,G. Hari,G. Hari,जी॰ हरि,male,1964,G.,,ஜி. ஹரி,,ஜி. ஹரி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ghari,,,
Q16914021,B B Patil,બી૰બી૰ પાટિલ,బీ.బీ. పాటిల్,बी॰बी॰ पाटिल,बी॰बी॰ पाटिल,बी॰बी॰ पाटिल,बी॰बी॰ पाटिल,B B Patil,B. B. Patil,B B Patil,B B Patil,B. B. Patil,बी॰बी॰ पाटिल,male,1955,,,பி. பி. பாட்டீல்,,பி. பி. பாட்டீல்,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16914023,Shrirang Barne,શ્રીરંગ બરને,శ్రీరంగ్ చందు బార్నె,श्रीरंग बरने,श्रीरंग बारणे,श्रीरंग बरने,श्रीरंग बरने,Shrirang Barne,Shrirang Barne,Shrirang Barne,Shrirang Barne,Shrirang Barne,श्रीरंग बरने,male,1964,,,ஸ்ரீரங்கு சந்து,श्रीरंग बारणे,ஸ்ரீரங்கு சந்து,https://upload.wikimedia.org/wikipedia/commons/b/b9/Appa_Barne_2.JPG,,,,,,,,,,,,,,,Category:Shrirang Barne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16914030,Chandra Prakash Joshi,ચન્દ્રપ્રકાશ જોશી,చంద్రప్రకాశ్ జోషీ,चन्द्रप्रकाश जोशी,चन्द्रप्रकाश जोशी,चन्द्रप्रकाश जोशी,चन्द्रप्रकाश जोशी,Chandra Prakash Joshi,Chandra Prakash Joshi,Chandra Prakash Joshi,Chandra Prakash Joshi,Chandra Prakash Joshi,चन्द्रप्रकाश जोशी (भाजपा राजनीतिज्ञ),male,1975-11-04,Chandra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chandraprakashjoshi,,,
Q16914039,Ravindra Gaikwad,,,,रवींद्र विश्वनाथ गायकवाड,,,Ravindra Gaikwad,Ravindra Gaikwad,Ravindra Gaikwad,Ravindra Gaikwad,Ravindra Gaikwad,,male,1960,Ravindra,,ரவீந்திர விஸ்வநாத்,रवींद्र विश्वनाथ गायकवाड,ரவீந்திர விஸ்வநாத்,,,,,,,ରବିନ୍ଦ୍ର ଗାଏକ୍‌ୱାଡ଼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16914046,Hemant Godse,હેમન્ત ગોડસે,హేమంత్ తుకారామ్‍ గోడ్సే,हेमन्त गोडसे,हेमंत गोडसे,हेमन्त गोडसे,हेमन्त गोडसे,Hemant Godse,Hemant Godse,Hemant Godse,Hemant Godse,Hemant Godse,हेमन्त गोडसे,male,1970-08-03,,,ஹேமந்து துக்காராம் கோட்சே,हेमंत गोडसे,ஹேமந்து துக்காராம் கோட்சே,,,,,,,,,,,,,,হেমন্ত গডসে,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16914095,Sadashiv Lokhande,સદાશિવ લોખંડે,లోఖండే సదాశివ్ కిసాన్,सदाशिव लोखंडे,सदाशिव लोखंडे,सदाशिव लोखंडे,सदाशिव लोखंडे,Sadashiv Lokhande,Sadashiv Lokhande,Sadashiv Lokhande,Sadashiv Lokhande,Sadashiv Lokhande,सदाशिव लोखंडे,male,1966,,,சதாசிவ் கிசன்,सदाशिव किसन लोखंडे,சதாசிவ் கிசன்,,,,,,,,,,,,,,সদাশিব লোখণ্ডে,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16914118,Sumedhanand Saraswati,સુમેધાનન્દ સરસ્વતી,సుమేఢానంద్ సరస్వతీ,सुमेधानन्द सरस्वती,सुमेधानन्द सरस्वती,सुमेधानन्द सरस्वती,सुमेधानन्द सरस्वती,Sumedhanand Saraswati,Sumedhanand Saraswati,Sumedhanand Saraswati,Sumedhanand Saraswati,Sumedhanand Saraswati,सुमेधानन्द सरस्वती,male,1951-10-01,,,,,,,,,,,,,,,,,,,সুমেধানন্দ সরস্বতী,,,,,,,,,,,,,,,,,,,,,,,ಸ್ವಾಮಿ ಸುಮೇದಾನಂದ ಸರಸ್ವತೀ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sumedhanandsaraswati,,,
