id,name,sort_name,district,start_date,end_date,party,source,image,phone,email,term
jherrera,Jose Alberto Herrera,"Herrera, Jose Alberto",Santiago Del Estero,2015-12-10,2019-12-09,FRENTE CIVICO POR SANTIAGO,http://www.hcdn.gob.ar/diputados/jherrera/,,,,134
jhuss,Juan Manuel Huss,"Huss, Juan Manuel",Entre Rios,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/jhuss/,,,,134
jmartinez,JULIO CESAR MARTINEZ,"MARTINEZ, JULIO CESAR",LA RIOJA,2013-12-10,2017-12-09,UCR,http://www.hcdn.gob.ar/diputados/jmartinez/,http://www4.hcdn.gob.ar/fotos/jmartinez.jpg,4127-7100,jmartinez@diputados.gob.ar,134
jnunez,Jose Carlos Nuñez,"Nuñez, Jose Carlos",Santa Fe,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/jnunez/,,,,134
jpatino,Jose Luis Patiño,"Patiño, Jose Luis",Ciudad De Buenos Aires,2013-12-10,2017-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/jpatino/,,,,134
jpedrini,Juan Manuel Pedrini,"Pedrini, Juan Manuel",Chaco,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/jpedrini/,,,,134
jpereyra,Juan Manuel Pereyra,"Pereyra, Juan Manuel",Cordoba,2015-12-10,2019-12-09,CONCERTACION FORJA,http://www.hcdn.gob.ar/diputados/jpereyra/,,,,134
jpretto,Pedro Javier Pretto,"Pretto, Pedro Javier",Cordoba,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/jpretto/,,,,134
jraffo,Julio Raffo,"Raffo, Julio",Ciudad De Buenos Aires,2013-12-10,2017-12-09,DIALOGO Y TRABAJO,http://www.hcdn.gob.ar/diputados/jraffo/,,,,134
jriccardo,Jose Luis Riccardo,"Riccardo, Jose Luis",San Luis,2013-12-10,2017-12-09,UCR,http://www.hcdn.gob.ar/diputados/jriccardo/,,,,134
jruiza,Jose Arnaldo Ruiz Aragon,"Ruiz Aragon, Jose Arnaldo",Corrientes,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/jruiza/,,,,134
jsolanas,Julio Rodolfo Solanas,"Solanas, Julio Rodolfo",Entre Rios,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/jsolanas/,,,,134
jtaboada,Jorge Taboada,"Taboada, Jorge",Chubut,2015-12-10,2019-12-09,CHUBUT SOMOS TODOS,http://www.hcdn.gob.ar/diputados/jtaboada/,,,,134
jvgonzalez,Josefina Victoria Gonzalez,"Gonzalez, Josefina Victoria",Santa Fe,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/jvgonzalez/,,,,134
jvillalonga,Juan Carlos Villalonga,"Villalonga, Juan Carlos",Ciudad De Buenos Aires,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/jvillalonga/,,,,134
kbanfi,Karina Banfi,"Banfi, Karina",Buenos Aires,2015-12-10,2019-12-09,UCR,http://www.hcdn.gob.ar/diputados/kbanfi/,,,,134
kmolina,Karina Alejandra Molina,"Molina, Karina Alejandra",La Rioja,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/kmolina/,,,,134
lalonso,LAURA ALONSO,"ALONSO, LAURA",CIUDAD de BUENOS AIRES,2013-12-10,2017-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/lalonso/,http://www4.hcdn.gob.ar/fotos/lalonso.jpg,4127-7100,lalonso@diputados.gob.ar,134
lbardeggia,Luis Maria Bardeggia,"Bardeggia, Luis Maria",Rio Negro,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/lbardeggia/,,,,134
lbasterra,Luis Eugenio Basterra,"Basterra, Luis Eugenio",Formosa,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/lbasterra/,,,,134
lborsani,Luis Gustavo Borsani,"Borsani, Luis Gustavo",Mendoza,2015-12-10,2019-12-09,UCR,http://www.hcdn.gob.ar/diputados/lborsani/,,,,134
lcigogna,Luis Francisco Jorge Cigogna,"Cigogna, Luis Francisco Jorge",Buenos Aires,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/lcigogna/,,,,134
ldeponti,Lucila Maria De Ponti,"De Ponti, Lucila Maria",Santa Fe,2015-12-10,2019-12-09,PERONISMO PARA LA VICTORIA,http://www.hcdn.gob.ar/diputados/ldeponti/,,,,134
ldure,Lucila Beatriz Dure,"Dure, Lucila Beatriz",Formosa,2013-12-10,2017-12-09,PARTIDO SOCIALISTA,http://www.hcdn.gob.ar/diputados/ldure/,,,,134
lgervasoni,Lautaro Gervasoni,"Gervasoni, Lautaro",Entre Rios,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/lgervasoni/,,,,134
lgrosso,Leonardo Grosso,"Grosso, Leonardo",Buenos Aires,2015-12-10,2019-12-09,PERONISMO PARA LA VICTORIA,http://www.hcdn.gob.ar/diputados/lgrosso/,,,,134
lherrera,Luis Beder Herrera,"Herrera, Luis Beder",La Rioja,2015-12-10,2019-12-09,JUSTICIALISTA,http://www.hcdn.gob.ar/diputados/lherrera/,,,,134
lincicco,Lucas Ciriaco Incicco,"Incicco, Lucas Ciriaco",Santa Fe,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/lincicco/,,,,134
llaspina,Luciano Andres Laspina,"Laspina, Luciano Andres",Santa Fe,2013-12-10,2017-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/llaspina/,,,,134
llopezk,Leandro Gaston Lopez Koenig,"Lopez Koenig, Leandro Gaston",Neuquen,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/llopezk/,,,,134
llusquinos,Luis Bernardo Lusquiños,"Lusquiños, Luis Bernardo",San Luis,2013-12-10,2017-12-09,COMPROMISO FEDERAL,http://www.hcdn.gob.ar/diputados/llusquinos/,,,,134
lmartinez,Leonor Maria Martinez Villada,"Martinez Villada, Leonor Maria",Cordoba,2015-12-10,2019-12-09,COALICION CIVICA,http://www.hcdn.gob.ar/diputados/lmartinez/,,,,134
lmazure,Liliana Amalia Mazure,"Mazure, Liliana Amalia",Ciudad De Buenos Aires,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/lmazure/,,,,134
lpastori,Luis Mario Pastori,"Pastori, Luis Mario",Misiones,2013-12-10,2017-12-09,UCR,http://www.hcdn.gob.ar/diputados/lpastori/,,,,134
lpetri,Luis Alfonso Petri,"Petri, Luis Alfonso",Mendoza,2013-12-10,2017-12-09,UCR,http://www.hcdn.gob.ar/diputados/lpetri/,,,,134
ltailhade,Luis Rodolfo Tailhade,"Tailhade, Luis Rodolfo",Buenos Aires,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/ltailhade/,,,,134
lvolnovich,Luana Volnovich,"Volnovich, Luana",Buenos Aires,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/lvolnovich/,,,,134
malvarezr,Maria Cristina Alvarez Rodriguez,"Alvarez Rodriguez, Maria Cristina",Buenos Aires,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/malvarezr/,,,,134
mbarletta,Mario Domingo Barletta,"Barletta, Mario Domingo",Santa Fe,2013-12-10,2017-12-09,UCR,http://www.hcdn.gob.ar/diputados/mbarletta/,,,,134
mbazze,Miguel Angel Bazze,"Bazze, Miguel Angel",Buenos Aires,2015-12-10,2019-12-09,UCR,http://www.hcdn.gob.ar/diputados/mbazze/,,,,134
mbregman,Myriam Bregman,"Bregman, Myriam",Buenos Aires,2013-12-10,2016-12-06,PTS - FRENTE DE IZQUIERDA,http://www.hcdn.gob.ar/diputados/mbregman/,,,,134
mbrezzo,Maria Eugenia Brezzo,"Brezzo, Maria Eugenia",Cordoba,2013-12-10,2017-12-09,UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/mbrezzo/,,,,134
mbritez,Maria Cristina Britez,"Britez, Maria Cristina",Misiones,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/mbritez/,,,,134
mburgos,Maria Gabriela Burgos,"Burgos, Maria Gabriela",Jujuy,2013-12-10,2017-12-09,UCR,http://www.hcdn.gob.ar/diputados/mburgos/,,,,134
mcleri,Marcos Cleri,"Cleri, Marcos",Santa Fe,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/mcleri/,,,,134
mcloss,Maurice Fabian Closs,"Closs, Maurice Fabian",Misiones,2015-12-10,2019-12-09,FRENTE DE LA CONCORDIA MISIONERO,http://www.hcdn.gob.ar/diputados/mcloss/,,,,134
mcremer,Maria Cristina Cremer De Busti,"Cremer De Busti, Maria Cristina",Entre Rios,2013-12-10,2017-12-09,UNION POR ENTRE RIOS,http://www.hcdn.gob.ar/diputados/mcremer/,,,,134
mehcosor,Maria Azucena Ehcosor,"Ehcosor, Maria Azucena",Buenos Aires,2013-12-10,2017-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/mehcosor/,,,,134
mfiad,MARIO RAYMUNDO FIAD,"FIAD, MARIO RAYMUNDO",JUJUY,2013-12-10,2017-12-09,UCR,http://www.hcdn.gob.ar/diputados/mfiad/,http://www4.hcdn.gob.ar/fotos/mfiad.jpg,4127-7100,mfiad@diputados.gob.ar,134
mgallardo,Miriam Graciela Gallardo,"Gallardo, Miriam Graciela",Tucuman,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/mgallardo/,,,,134
mgarcia,Maria Teresa Garcia,"Garcia, Maria Teresa",Buenos Aires,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/mgarcia/,,,,134
mgill,MARTIN RODRIGO GILL,"GILL, MARTIN RODRIGO",CORDOBA,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/mgill/,http://www4.hcdn.gob.ar/fotos/mgill.jpg,4127-7100,mgill@diputados.gob.ar,134
mgomezb,Mauricio Ricardo Gomez Bull,"Gomez Bull, Mauricio Ricardo",Santa Cruz,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/mgomezb/,,,,134
mguerin,Maria Isabel Guerin,"Guerin, Maria Isabel",Buenos Aires,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/mguerin/,,,,134
mhernandez,Martin Osvaldo Hernandez,"Hernandez, Martin Osvaldo",Formosa,2015-12-10,2019-12-09,UCR,http://www.hcdn.gob.ar/diputados/mhernandez/,,,,134
mhjuarez,Manuel Humberto Juarez,"Juarez, Manuel Humberto",Santiago Del Estero,2013-12-10,2017-12-09,FRENTE CIVICO POR SANTIAGO,http://www.hcdn.gob.ar/diputados/mhjuarez/,,,,134
mjuarez,Myrian Del Valle Juarez,"Juarez, Myrian Del Valle",Catamarca,2013-12-10,2017-12-09,FRENTE CIVICO Y SOCIAL DE CATAMARCA,http://www.hcdn.gob.ar/diputados/mjuarez/,,,,134
mkirchner,Maximo Carlos Kirchner,"Kirchner, Maximo Carlos",Santa Cruz,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/mkirchner/,,,,134
mlavagna,Marco Lavagna,"Lavagna, Marco",Ciudad De Buenos Aires,2015-12-10,2019-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/mlavagna/,,,,134
mlitza,Monica Edith Litza,"Litza, Monica Edith",Buenos Aires,2013-12-10,2017-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/mlitza/,,,,134
mlopardo,Maria Paula Lopardo,"Lopardo, Maria Paula",Ciudad De Buenos Aires,2013-12-10,2017-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/mlopardo/,,,,134
mlousteau,MARTIN LOUSTEAU,"LOUSTEAU, MARTIN",CIUDAD de BUENOS AIRES,2013-12-10,2017-12-09,SUMA + UNEN,http://www.hcdn.gob.ar/diputados/mlousteau/,http://www4.hcdn.gob.ar/fotos/mlousteau.jpg,4127-7100,mlousteau@diputados.gob.ar,134
mmaquieyra,Martin Maquieyra,"Maquieyra, Martin",La Pampa,2013-12-10,2017-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/mmaquieyra/,,,,134
mmasin,Maria Lucila Masin,"Masin, Maria Lucila",Chaco,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/mmasin/,,,,134
mmendoza,Mayra Soledad Mendoza,"Mendoza, Mayra Soledad",Buenos Aires,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/mmendoza/,,,,134
mmonfort,Marcelo Alejandro Monfort,"Monfort, Marcelo Alejandro",Entre Rios,2015-12-10,2019-12-09,UCR,http://www.hcdn.gob.ar/diputados/mmonfort/,,,,134
mmorales,Mariana Elizabet Morales,"Morales, Mariana Elizabet",Santiago Del Estero,2015-12-10,2019-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/mmorales/,,,,134
mnanniv,Miguel Nanni,"Nanni, Miguel",Salta,2015-12-10,2019-12-09,UCR,http://www.hcdn.gob.ar/diputados/mnanniv/,,,,134
mnegri,Mario Raul Negri,"Negri, Mario Raul",Cordoba,2015-12-10,2019-12-09,UCR,http://www.hcdn.gob.ar/diputados/mnegri/,,,,134
mpasso,Marcela Fabiana Passo,"Passo, Marcela Fabiana",Buenos Aires,2015-12-10,2019-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/mpasso/,,,,134
mpastoriza,Mirta Ameliana Pastoriza,"Pastoriza, Mirta Ameliana",Santiago Del Estero,2015-12-10,2019-12-09,FRENTE CIVICO POR SANTIAGO,http://www.hcdn.gob.ar/diputados/mpastoriza/,,,,134
mpenalozam,Maria Florencia Peñaloza Marianetti,"Peñaloza Marianetti, Maria Florencia",San Juan,2015-12-10,2019-12-09,COMPROMISO CON SAN JUAN,http://www.hcdn.gob.ar/diputados/mpenalozam/,,,,134
mperez,Martin Alejandro Perez,"Perez, Martin Alejandro",Tierra Del Fuego,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/mperez/,,,,134
mrodriguez,Matias David Rodriguez,"Rodriguez, Matias David",Tierra Del Fuego,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/mrodriguez/,,,,134
mscarrizo,Maria Soledad Carrizo,"Carrizo, Maria Soledad",Cordoba,2013-12-10,2017-12-09,UCR,http://www.hcdn.gob.ar/diputados/mscarrizo/,,,,134
mschwindt,Maria Liliana Schwindt,"Schwindt, Maria Liliana",Buenos Aires,2013-12-10,2017-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/mschwindt/,,,,134
msemhan,Maria De Las Mercedes Semhan,"Semhan, Maria De Las Mercedes",Corrientes,2013-12-10,2017-12-09,UCR,http://www.hcdn.gob.ar/diputados/msemhan/,,,,134
msorgente,Marcelo Adolfo Sorgente,"Sorgente, Marcelo Adolfo",Ciudad De Buenos Aires,2013-12-10,2017-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/msorgente/,,,,134
msoria,Maria Emilia Soria,"Soria, Maria Emilia",Rio Negro,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/msoria/,,,,134
mstolbizer,Margarita Rosa Stolbizer,"Stolbizer, Margarita Rosa",Buenos Aires,2013-12-10,2017-12-09,GEN,http://www.hcdn.gob.ar/diputados/mstolbizer/,,,,134
mtundis,Mirta Tundis,"Tundis, Mirta",Buenos Aires,2013-12-10,2017-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/mtundis/,,,,134
mvega,Maria Clara Del Valle Vega,"Vega, Maria Clara Del Valle",La Rioja,2013-12-10,2017-12-09,UCR,http://www.hcdn.gob.ar/diputados/mvega/,,,,134
mvillarm,Maria Ines Villar Molina,"Villar Molina, Maria Ines",Neuquen,2013-12-10,2017-12-09,MOV POP NEUQUINO,http://www.hcdn.gob.ar/diputados/mvillarm/,,,,134
mwechsler,Marcelo German Wechsler,"Wechsler, Marcelo German",Ciudad De Buenos Aires,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/mwechsler/,,,,134
nabdaladem,Norma Amanda Abdala De Matarazzo,"Abdala De Matarazzo, Norma Amanda",Santiago Del Estero,2013-12-10,2017-12-09,FRENTE CIVICO POR SANTIAGO,http://www.hcdn.gob.ar/diputados/nabdaladem/,,,,134
ncarrizo,Nilda Mabel Carrizo,"Carrizo, Nilda Mabel",Tucuman,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/ncarrizo/,,,,134
ngarre,Nilda Celia Garre,"Garre, Nilda Celia",Ciudad De Buenos Aires,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/ngarre/,,,,134
ngonzalezs,Nathalia Ines Gonzalez Seligra,"Gonzalez Seligra, Nathalia Ines",Buenos Aires,2015-12-10,2019-12-09,PTS - FRENTE DE IZQUIERDA,http://www.hcdn.gob.ar/diputados/ngonzalezs/,,,,134
nmassot,Nicolas Maria Massot,"Massot, Nicolas Maria",Cordoba,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/nmassot/,,,,134
nparrilli,NANCI MARIA AGUSTINA PARRILLI,"PARRILLI, NANCI MARIA AGUSTINA",NEUQUEN,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/nparrilli/,http://www4.hcdn.gob.ar/fotos/nparrilli.jpg,4127-7100,nparrilli@diputados.gob.ar,134
npitrola,Nestor Antonio Pitrola,"Pitrola, Nestor Antonio",Buenos Aires,2015-12-10,2019-12-09,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,http://www.hcdn.gob.ar/diputados/npitrola/,,,,134
ntomassi,Nestor Nicolas Tomassi,"Tomassi, Nestor Nicolas",Catamarca,2013-12-10,2017-12-09,JUSTICIALISTA,http://www.hcdn.gob.ar/diputados/ntomassi/,,,,134
oamartinez,Oscar Anselmo Martinez,"Martinez, Oscar Anselmo",Tierra Del Fuego,2013-12-10,2017-12-09,MOVIMIENTO SOLIDARIO POPULAR,http://www.hcdn.gob.ar/diputados/oamartinez/,,,,134
omacias,Oscar Alberto Macias,"Macias, Oscar Alberto",Corrientes,2015-12-10,2019-12-09,JUSTICIALISTA,http://www.hcdn.gob.ar/diputados/omacias/,,,,134
oplaini,Francisco Omar Plaini,"Plaini, Francisco Omar",Buenos Aires,2013-12-10,2017-12-09,"CULTURA, EDUCACION Y TRABAJO",http://www.hcdn.gob.ar/diputados/oplaini/,,,,134
orista,Olga Maria Rista,"Rista, Olga Maria",Cordoba,2015-12-10,2019-12-09,UCR,http://www.hcdn.gob.ar/diputados/orista/,,,,134
oromero,Oscar Alberto Romero,"Romero, Oscar Alberto",Buenos Aires,2013-12-10,2017-12-09,JUSTICIALISTA,http://www.hcdn.gob.ar/diputados/oromero/,,,,134
overag,Orieta Cecilia Vera Gonzalez,"Vera Gonzalez, Orieta Cecilia",Catamarca,2015-12-10,2019-12-09,COALICION CIVICA,http://www.hcdn.gob.ar/diputados/overag/,,,,134
pgimenez,Patricia Viviana Gimenez,"Gimenez, Patricia Viviana",Mendoza,2013-12-10,2017-12-09,UCR,http://www.hcdn.gob.ar/diputados/pgimenez/,,,,134
pkosiner,Pablo Francisco Juan Kosiner,"Kosiner, Pablo Francisco Juan",Salta,2015-12-10,2019-12-09,JUSTICIALISTA,http://www.hcdn.gob.ar/diputados/pkosiner/,,,,134
plopez,Pablo Sebastian Lopez,"Lopez, Pablo Sebastian",Salta,2013-12-10,2017-12-09,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,http://www.hcdn.gob.ar/diputados/plopez/,,,,134
pmiranda,Pedro Ruben Miranda,"Miranda, Pedro Ruben",Mendoza,2015-12-10,2019-12-09,JUSTICIALISTA,http://www.hcdn.gob.ar/diputados/pmiranda/,,,,134
ptonelli,Pablo Gabriel Tonelli,"Tonelli, Pablo Gabriel",Ciudad De Buenos Aires,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/ptonelli/,,,,134
ptorello,Pablo Torello,"Torello, Pablo",Buenos Aires,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/ptorello/,,,,134
purroz,Paula Marcela Urroz,"Urroz, Paula Marcela",Buenos Aires,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/purroz/,,,,134
ralfonsin,Ricardo Luis Alfonsin,"Alfonsin, Ricardo Luis",Buenos Aires,2013-12-10,2017-12-09,UCR,http://www.hcdn.gob.ar/diputados/ralfonsin/,,,,134
rbernabey,Ramon Ernesto Bernabey,"Bernabey, Ramon Ernesto",Cordoba,2013-12-10,2017-12-09,BRIGADIER GENERAL JUAN BAUTISTA BUSTOS,http://www.hcdn.gob.ar/diputados/rbernabey/,,,,134
rburyaile,RICARDO BURYAILE,"BURYAILE, RICARDO",FORMOSA,2013-12-10,2017-12-09,UCR,http://www.hcdn.gob.ar/diputados/rburyaile/,http://www4.hcdn.gob.ar/fotos/rburyaile.jpg,4127-7100,rburyaile@diputados.gob.ar,134
rcarlotto,Remo Gerardo Carlotto,"Carlotto, Remo Gerardo",Buenos Aires,2013-12-10,2017-12-09,PERONISMO PARA LA VICTORIA,http://www.hcdn.gob.ar/diputados/rcarlotto/,,,,134
rgiustozzi,RUBEN DARIO GIUSTOZZI,"GIUSTOZZI, RUBEN DARIO",BUENOS AIRES,2013-12-10,2017-12-09,BLOQUE SOCIAL CRISTIANO,http://www.hcdn.gob.ar/diputados/rgiustozzi/,http://www4.hcdn.gob.ar/fotos/rgiustozzi.jpg,4127-7100,rgiustozzi@diputados.gob.ar,134
rperez,Raul Joaquin Perez,"Perez, Raul Joaquin",Buenos Aires,2015-12-10,2019-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/rperez/,,,,134
rrodriguez,Rodrigo Martin Rodriguez,"Rodriguez, Rodrigo Martin",Buenos Aires,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/rrodriguez/,,,,134
rspinozzi,Ricardo Adrian Spinozzi,"Spinozzi, Ricardo Adrian",Santa Fe,2013-12-10,2017-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/rspinozzi/,,,,134
rtovares,Ramon Alberto Tovares,"Tovares, Ramon Alberto",San Juan,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/rtovares/,,,,134
sacerenza,Samanta Maria Celeste Acerenza,"Acerenza, Samanta Maria Celeste",Buenos Aires,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/sacerenza/,,,,134
samartinez,Silvia Alejandra Martinez,"Martinez, Silvia Alejandra",Jujuy,2015-12-10,2019-12-09,UCR,http://www.hcdn.gob.ar/diputados/samartinez/,,,,134
sbermejo,Sixto Osvaldo Bermejo,"Bermejo, Sixto Osvaldo",Chubut,2013-12-10,2017-12-09,TRABAJO Y DIGNIDAD,http://www.hcdn.gob.ar/diputados/sbermejo/,,,,134
sbuil,Sergio Omar Buil,"Buil, Sergio Omar",Buenos Aires,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/sbuil/,,,,134
scastro,Sandra Daniela Castro,"Castro, Sandra Daniela",San Juan,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/scastro/,,,,134
sfrana,Silvina Patricia Frana,"Frana, Silvina Patricia",Santa Fe,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/sfrana/,,,,134
sguzman,Sandro Adrian Guzman,"Guzman, Sandro Adrian",Buenos Aires,2013-12-10,2017-12-09,FRENTE NORTE,http://www.hcdn.gob.ar/diputados/sguzman/,,,,134
shorne,Silvia Renee Horne,"Horne, Silvia Renee",Rio Negro,2015-12-10,2019-12-09,PERONISMO PARA LA VICTORIA,http://www.hcdn.gob.ar/diputados/shorne/,,,,134
shuczak,Stella Maris Huczak,"Huczak, Stella Maris",Mendoza,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/shuczak/,,,,134
sigon,Santiago Nicolas Igon,"Igon, Santiago Nicolas",Chubut,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/sigon/,,,,134
slospennato,Silvia Gabriela Lospennato,"Lospennato, Silvia Gabriela",Buenos Aires,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/slospennato/,,,,134
smartinez,Soledad Martinez,"Martinez, Soledad",Buenos Aires,2013-12-10,2017-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/smartinez/,,,,134
smassa,Sergio Tomas Massa,"Massa, Sergio Tomas",Buenos Aires,2013-12-10,2017-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,http://www.hcdn.gob.ar/diputados/smassa/,,,,134
smendoza,Sandra Marcela Mendoza,"Mendoza, Sandra Marcela",Chaco,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,http://www.hcdn.gob.ar/diputados/smendoza/,,,,134
srisko,Silvia Lucrecia Risko,"Risko, Silvia Lucrecia",Misiones,2013-12-10,2017-12-09,FRENTE DE LA CONCORDIA MISIONERO,http://www.hcdn.gob.ar/diputados/srisko/,,,,134
ssosa,Soledad Sosa,"Sosa, Soledad",Mendoza,2013-12-10,2017-12-09,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,http://www.hcdn.gob.ar/diputados/ssosa/,,,,134
stoledo,Susana Maria Toledo,"Toledo, Susana Maria",Santa Cruz,2013-12-10,2017-12-09,UCR,http://www.hcdn.gob.ar/diputados/stoledo/,,,,134
swisky,Sergio Javier Wisky,"Wisky, Sergio Javier",Rio Negro,2015-12-10,2019-12-09,UNION PRO,http://www.hcdn.gob.ar/diputados/swisky/,,,,134
sziliotto,Sergio Raul Ziliotto,"Ziliotto, Sergio Raul",La Pampa,2015-12-10,2019-12-09,JUSTICIALISTA,http://www.hcdn.gob.ar/diputados/sziliotto/,,,,134
tmadera,Teresita Madera,"Madera, Teresita",La Rioja,2013-12-10,2017-12-09,JUSTICIALISTA,http://www.hcdn.gob.ar/diputados/tmadera/,,,,134
