id,identifier__parldata,name,family_name,birth_date,honorific_prefix,email,image,source,term,party,party_id,start_date,end_date,sort_name
a016,550303f8273a39033bab36dd,Dr. Aradszki András,"","","",andras.aradszki@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303f8273a39033bab36dd/image.79.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=a016,40,KDNP,KDNP,2014-10-20,2014-10-20,
s013,550303f9273a39033bab36df,Szászfalvi László,"","","",laszlo.szaszfalvi@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303f9273a39033bab36df/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=s013,40,KDNP,KDNP,2014-05-06,,
s013,550303f9273a39033bab36df,Szászfalvi László,"","","",laszlo.szaszfalvi@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303f9273a39033bab36df/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=s013,40,KDNP,KDNP,2014-06-15,,
r315,550303f9273a39033bab36e1,Dr. Rubovszky György,"","","",gyorgy.rubovszky@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303f9273a39033bab36e1/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=r315,40,KDNP,KDNP,2014-05-06,,
l001,550303f9273a39033bab36e3,Dr. Latorcai János,"","","",janos.latorcai@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303f9273a39033bab36e3/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=l001,40,KDNP,KDNP,2014-05-06,,
h007,550303fa273a39033bab36e5,Harrach Péter,"","","",peter.harrach@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303fa273a39033bab36e5/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=h007,40,KDNP,KDNP,2014-05-06,,
k145,554a2533273a395cd19000cd,Kész Zoltán,"","","",kesz.zoltan@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/554a2533273a395cd19000cd/image.77.jpg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=k145,40,Unknown,_unknown,,,
r038,55526c1c273a391a738e26d5,Rig Lajos,"","","",rig.lajos@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/55526c1c273a391a738e26d5/image.68.jpg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=r038,40,Jobbik,Jobbik,2015-05-11,,
v050,550303bc273a39033bab34ed,Vágó Sebestyén,"","","",vago.sebestyen@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303bc273a39033bab34ed/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=v050,39,Jobbik,Jobbik,2010-05-14,2014-05-05,
s051,550303bd273a39033bab34f1,Soltész Miklós,"","","",miklos.soltesz@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303bd273a39033bab34f1/image.81.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=s051,39,KDNP,KDNP,2010-05-14,2014-05-05,
v018,550303bd273a39033bab34f3,Varju László,"","","",laszlo.varju@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303bd273a39033bab34f3/image.81.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=v018,39,MSZP,MSZP,2010-05-14,2011-10-23,
v018,550303bd273a39033bab34f3,Varju László,"","","",laszlo.varju@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303bd273a39033bab34f3/image.81.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=v018,39,MSZP,MSZP,2010-07-12,2011-10-23,
m038,550303bd273a39033bab34f5,Dr. Molnár Csaba,Molnár,"",Dr.,"",http://files.parldata.eu/hu/orszaggyules/people/550303bd273a39033bab34f5/image.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=m038,39,MSZP,MSZP,2010-05-14,2011-10-23,"Molnár, Csaba"
b022,550303be273a39033bab34f9,Balczó Zoltán,Balczó,"","","",http://files.parldata.eu/hu/orszaggyules/people/550303be273a39033bab34f9/image.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=b022,39,Jobbik,Jobbik,2010-05-14,2014-05-05,"Balczó, Zoltán"
d003,550303be273a39033bab3503,Domokos László,"","","","",http://files.parldata.eu/hu/orszaggyules/people/550303be273a39033bab3503/image.11.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=d003,39,Fidesz,Fidesz,2010-05-14,2010-07-04,
m017,550303c3273a39033bab3533,Dr. Matolcsy György,Matolcsy,"",Dr.,"",http://files.parldata.eu/hu/orszaggyules/people/550303c3273a39033bab3533/image.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=m017,39,Fidesz,Fidesz,2010-05-14,2013-03-03,"Matolcsy, György"
m020,550303c4273a39033bab3535,Dr. Mikola István,"","","","",http://files.parldata.eu/hu/orszaggyules/people/550303c4273a39033bab3535/image.15.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=m020,39,Fidesz,Fidesz,2010-05-14,2011-02-28,
j013,550303c6273a39033bab354b,Jávor Benedek,Jávor,"","","",http://files.parldata.eu/hu/orszaggyules/people/550303c6273a39033bab354b/image.jpg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=j013,39,LMP,LMP,2010-05-14,2013-02-11,"Jávor, Benedek"
j013,550303c6273a39033bab354b,Jávor Benedek,Jávor,"","","",http://files.parldata.eu/hu/orszaggyules/people/550303c6273a39033bab354b/image.jpg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=j013,39,LMP,LMP,2012-02-01,2012-11-18,"Jávor, Benedek"
p031,550303c7273a39033bab354f,Pelczné Dr. Gáll Ildikó,"","","","","",http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=p031,39,Fidesz,Fidesz,2010-05-14,2010-06-02,
u004,550303c7273a39033bab3551,Dr. Ujhelyi István,Ujhelyi,"",Dr.,"",http://files.parldata.eu/hu/orszaggyules/people/550303c7273a39033bab3551/image.jpg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=u004,39,MSZP,MSZP,2010-05-14,2014-05-05,"Ujhelyi, István"
z004,550303c8273a39033bab3559,Zsigó Róbert,"","","",robert.zsigo@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303c8273a39033bab3559/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=z004,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
z004,550303c8273a39033bab3559,Zsigó Róbert,"","","",robert.zsigo@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303c8273a39033bab3559/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=z004,39,Fidesz,Fidesz,2010-06-08,2014-05-05,
b164,550303c9273a39033bab355d,Dr. Botka László,Botka,"",Dr.,"",http://files.parldata.eu/hu/orszaggyules/people/550303c9273a39033bab355d/image.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=b164,39,MSZP,MSZP,2010-05-14,2014-05-05,"Botka, László"
r015,550303c9273a39033bab355f,Rácz Róbert,Rácz,"","","",http://files.parldata.eu/hu/orszaggyules/people/550303c9273a39033bab355f/image.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=r015,39,Fidesz,Fidesz,2010-05-14,2014-05-05,"Rácz, Róbert"
k382,550303c9273a39033bab3561,Kiss Péter,Kiss,"","","",http://files.parldata.eu/hu/orszaggyules/people/550303c9273a39033bab3561/image.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=k382,39,MSZP,MSZP,2010-05-14,2014-05-05,"Kiss, Péter"
k382,550303c9273a39033bab3561,Kiss Péter,Kiss,"","","",http://files.parldata.eu/hu/orszaggyules/people/550303c9273a39033bab3561/image.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=k382,39,MSZP,MSZP,2011-12-07,2014-05-05,"Kiss, Péter"
k382,550303c9273a39033bab3561,Kiss Péter,Kiss,"","","",http://files.parldata.eu/hu/orszaggyules/people/550303c9273a39033bab3561/image.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=k382,39,MSZP,MSZP,2010-07-12,2011-11-20,"Kiss, Péter"
n026,550303c9273a39033bab3563,Dr. Navracsics Tibor,Navracsics,"",Dr.,"",http://files.parldata.eu/hu/orszaggyules/people/550303c9273a39033bab3563/image.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=n026,39,Fidesz,Fidesz,2010-05-14,2010-06-07,"Navracsics, Tibor"
l008,550303c9273a39033bab3565,Lasztovicza Jenő,Lasztovicza,"","","",http://files.parldata.eu/hu/orszaggyules/people/550303c9273a39033bab3565/image.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=l008,39,Fidesz,Fidesz,2010-05-14,2014-05-05,"Lasztovicza, Jenő"
z008,550303ca273a39033bab3567,Dr. Zombor Gábor,"","","",gabor.zombor@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303ca273a39033bab3567/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=z008,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
v008,550303ca273a39033bab3569,Dr. Vitányi István,"","","",istvan.vitanyi@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303ca273a39033bab3569/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=v008,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
v056,550303ca273a39033bab356d,Dr. Vinnai Győző,"","","",gyozo.vinnai@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303ca273a39033bab356d/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=v056,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
v038,550303cb273a39033bab3571,Vigh László,"","","",laszlo.vigh@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cb273a39033bab3571/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=v038,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
v045,550303cb273a39033bab3573,Vargha Tamás,"","","",tamas.vargha@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cb273a39033bab3573/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=v045,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
v046,550303cb273a39033bab3575,Dr. Völner Pál,"","","",pal.volner@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cb273a39033bab3575/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=v046,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
t036,550303cb273a39033bab3579,Törő Gábor,"","","",gabor.toro@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cb273a39033bab3579/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=t036,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
v044,550303cc273a39033bab357b,Vécsey László,"","","",laszlo.vecsey@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cc273a39033bab357b/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=v044,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
v048,550303cc273a39033bab357d,Varga Gábor,"","","",gabor.varga@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cc273a39033bab357d/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=v048,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
v054,550303cc273a39033bab357f,Dr. Vas Imre,"","","",imre.vas@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cc273a39033bab357f/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=v054,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
v331,550303cc273a39033bab3581,Varga Mihály,"","","",mihaly.varga@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cc273a39033bab3581/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=v331,39,Fidesz,Fidesz,2010-05-14,2010-06-07,
t023,550303cd273a39033bab3583,Dr. Tilki Attila,"","","",attila.tilki@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cd273a39033bab3583/image.79.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=t023,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
v043,550303cd273a39033bab3585,Vantara Gyula,"","","",gyula.vantara@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cd273a39033bab3585/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=v043,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
v021,550303cd273a39033bab3587,Varga József,"","","",Jozsef.Varga@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cd273a39033bab3587/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=v021,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
n004,550303cd273a39033bab3589,V. Németh Zsolt,"","","",zsolt.vnemeth@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cd273a39033bab3589/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=n004,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
t037,550303ce273a39033bab358b,Tiffán Zsolt,"","","",zsolt.tiffan@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303ce273a39033bab358b/image.79.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=t037,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
t021,550303ce273a39033bab358d,Tasó László,"","","",laszlo.taso@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303ce273a39033bab358d/image.79.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=t021,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
t044,550303ce273a39033bab358f,Dr. Tapolczai Gergely,"","","",gergely.tapolczai@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303ce273a39033bab358f/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=t044,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
s124,550303ce273a39033bab3593,Szabó Zsolt,"","","",zsolt.szabo@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303ce273a39033bab3593/image.79.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=s124,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
t017,550303cf273a39033bab3595,Dr. Tiba István,"","","",istvan.tiba@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cf273a39033bab3595/image.79.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=t017,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
t038,550303cf273a39033bab3597,Tessely Zoltán,"","","",zoltan.tessely@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cf273a39033bab3597/image.79.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=t038,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
t002,550303cf273a39033bab3599,Tállai András,"","","",andras.tallai@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cf273a39033bab3599/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=t002,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
s054,550303cf273a39033bab359b,Szijjártó Péter,"","","",peter.szijjarto@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cf273a39033bab359b/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=s054,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
s106,550303d0273a39033bab359d,Simonka György,"","","",simonka.gyorgy@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d0273a39033bab359d/image.79.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=s106,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
r027,550303d0273a39033bab35a1,Riz Gábor,"","","",riz.gabor@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d0273a39033bab35a1/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=r027,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
r005,550303d0273a39033bab35a3,Révész Máriusz,"","","",mariusz.revesz@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d0273a39033bab35a3/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=r005,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
p032,550303d0273a39033bab35a5,Dr. Pesti Imre,"","","",imre.pesti@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d0273a39033bab35a5/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=p032,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
p009,550303d1273a39033bab35a7,Potápi Árpád János,"","","",arpad.potapi@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d1273a39033bab35a7/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=p009,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
p041,550303d1273a39033bab35a9,Pócs János,"","","",janos.pocs@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d1273a39033bab35a9/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=p041,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
n018,550303d1273a39033bab35ab,Nyitrai Zsolt,"","","",zsolt.nyitrai@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d1273a39033bab35ab/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=n018,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
n031,550303d1273a39033bab35ad,Dr. Nagy István,"","","",istvan.nagydr@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d1273a39033bab35ad/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=n031,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
s012,550303d2273a39033bab35b3,Dr. Simon Miklós,"","","",miklos.simon@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d2273a39033bab35b3/image.79.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=s012,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
m056,550303d3273a39033bab35b5,Dr. Mengyi Roland,"","","",roland.mengyi@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d3273a39033bab35b5/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=m056,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
p012,550303d3273a39033bab35b7,Dr. Pósán László,"","","",laszlo.posan@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d3273a39033bab35b7/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=p012,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
p006,550303d3273a39033bab35b9,Pogácsás Tibor,"","","",tibor.pogacsas@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d3273a39033bab35b9/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=p006,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
o320,550303d3273a39033bab35bb,Orbán Viktor,"","","",viktor.orban@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d3273a39033bab35bb/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=o320,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
m039,550303d4273a39033bab35bd,Dr. Molnár Ágnes,"","","",agnes.molnar@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d4273a39033bab35bd/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=m039,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
l016,550303d4273a39033bab35bf,Lázár János,"","","",janos.lazar@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d4273a39033bab35bf/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=l016,39,Fidesz,Fidesz,2010-05-14,2012-06-01,
k113,550303d4273a39033bab35c1,Kucsák László,"","","",laszlo.kucsak@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d4273a39033bab35c1/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=k113,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
l026,550303d4273a39033bab35c3,László Tamás,"","","",tamas.laszlo@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d4273a39033bab35c3/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=l026,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
k029,550303d4273a39033bab35c5,Kontrát Károly,"","","",karoly.kontrat@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d4273a39033bab35c5/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=k029,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
k012,550303d5273a39033bab35c7,Dr. Kerényi János,"","","",janos.kerenyi@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d5273a39033bab35c7/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=k012,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
h021,550303d5273a39033bab35c9,Hende Csaba,"","","",csaba.hende@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d5273a39033bab35c9/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=h021,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
m014,550303d5273a39033bab35cb,Manninger Jenő,"","","",Jeno.Manninger@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d5273a39033bab35cb/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=m014,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
h004,550303d6273a39033bab35cf,Halász János,"","","",janos.halasz@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d6273a39033bab35cf/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=h004,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
h042,550303d6273a39033bab35d1,Horváth István,"","","",istvan.horvath@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d6273a39033bab35d1/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=h042,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
h038,550303d6273a39033bab35d3,Hirt Ferenc,"","","",ferenc.hirt@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d6273a39033bab35d3/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=h038,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
k072,550303d6273a39033bab35d5,Kubatov Gábor,"","","",gabor.kubatov@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d6273a39033bab35d5/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=k072,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
h050,550303d6273a39033bab35d7,Dr. Hoppál Péter,"","","",peter.hoppal@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d6273a39033bab35d7/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=h050,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
h366,550303d7273a39033bab35d9,Horváth László,"","","",laszlo.horvath@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d7273a39033bab35d9/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=h366,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
h003,550303d7273a39033bab35db,Hadházy Sándor,"","","",sandor.hadhazy@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d7273a39033bab35db/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=h003,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
g048,550303d7273a39033bab35dd,Gyopáros Alpár,"","","",alpar.gyoparos@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d7273a39033bab35dd/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=g048,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
f002,550303d8273a39033bab35e1,Dr. Fazekas Sándor,"","","",sandor.fazekas@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d8273a39033bab35e1/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=f002,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
f001,550303d8273a39033bab35e3,Farkas Sándor,"","","",sandor.farkas@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d8273a39033bab35e3/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=f001,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
f006,550303d8273a39033bab35e5,Dr. Fónagy János,"","","",janos.fonagy@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d8273a39033bab35e5/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=f006,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
d030,550303d8273a39033bab35e7,Dankó Béla,"","","",bela.danko@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d8273a39033bab35e7/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=d030,39,Fidesz,Fidesz,2010-10-11,2014-05-05,
g057,550303d9273a39033bab35e9,Győrffy Balázs,"","","",balazs.gyorffy@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d9273a39033bab35e9/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=g057,39,Fidesz,Fidesz,2010-05-14,2014-05-05,
