id,name__de,name__fr,name__en,name__hu,name__nl,name__es,name__eo,name__pl,name,wikipedia__commons,wikipedia__de,wikipedia__en,wikipedia__eo,wikipedia__fr,wikipedia__hu,wikipedia__pl,image,gender,birth_date,identifier__freebase,given_name,original_wikiname,last_seen,name__br,identifier__VIAF,identifier__LCAuth,identifier__EuroparlMEP,name__la,name__uk,name__cs,name__ie,name__et,wikipedia__cs,wikipedia__et,wikipedia__huwikiquote,wikipedia__ie,wikipedia__la,wikipedia__nl,wikipedia__uk,name__ru,name__zh,wikipedia__es,wikipedia__ru,wikipedia__zh,name__lb,name__ko,name__he,name__oc,name__yo,name__it,name__gl,name__id,name__ja,name__el,name__vi,name__sh,name__sv,name__pt,name__sk,name__mn,name__sr,name__ro,name__fi,name__nn,name__da,name__ca,name__nb,name__mk,wikipedia__ca,wikipedia__da,wikipedia__el,wikipedia__fi,wikipedia__gl,wikipedia__he,wikipedia__id,wikipedia__it,wikipedia__ja,wikipedia__ko,wikipedia__lb,wikipedia__mn,wikipedia__nn,wikipedia__no,wikipedia__oc,wikipedia__pt,wikipedia__ro,wikipedia__sh,wikipedia__sk,wikipedia__sr,wikipedia__sv,wikipedia__vi,wikipedia__yo,identifier__GND,name__tr,wikipedia__tr,identifier__SUDOC,identifier__GTAA,identifier__parlement,identifier__ISNI,name__be,name__lv,name__ar,name__io,name__bg,name__hr,name__tpi,name__pt_br,name__kk,name__sco,name__en_ca,name__en_gb,name__ms,name__bn,name__fa,name__eu,wikipedia__ar,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__br,wikipedia__cswikiquote,wikipedia__enwikinews,wikipedia__eswikiquote,wikipedia__eu,wikipedia__fa,wikipedia__hr,wikipedia__io,wikipedia__itwikiquote,wikipedia__kk,wikipedia__lv,wikipedia__ms,wikipedia__plwikiquote,wikipedia__ruwikinews,wikipedia__sco,wikipedia__simple,wikipedia__tpi,identifier__BNF,family_name,website,identifier__FAST,name__cy,death_date,wikipedia__fiwikiquote,name__az,wikipedia__az,name__mg,wikipedia__mg,name__ka,wikipedia__ka,identifier__MTMT,identifier__IMDB,identifier__PORT,name__af,name__an,name__ast,name__bar,name__co,name__de_at,name__de_ch,name__frp,name__fur,name__ga,name__gd,name__gsw,name__ia,name__is,name__kg,name__li,name__lij,name__min,name__nap,name__nds,name__nds_nl,name__nrm,name__pcd,name__pms,name__rm,name__sc,name__scn,name__sl,name__sr_el,name__sw,name__vec,name__vls,name__vo,name__wa,name__wo,name__zu,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__bs,name__sr_ec,wikipedia__bs,wikipedia__skwikiquote,wikipedia__slwikiquote,identifier__Munzinger,wikipedia__scn,identifier__NSZL,identifier__Britannica,wikipedia__enwikiquote,identifier__NNDB,identifier__PACE,wikipedia__hsb,name__hsb,identifier__NKC,identifier__NTA,identifier__NUKAT,occupation,identifier__nyt_topic,wikipedia__srwikinews,facebook,wikipedia__frwikiquote,identifier__quora,name__bm,name__frc,name__jam,name__kab,name__lt,name__pap,name__prg,name__rgn,name__vmf,name__ceb,name__dsb,name__eml,name__fo,name__frr,name__fy,name__mt,name__sq,name__tl,identifier__NLP,instagram,email,identifier__google_knowledge,wikipedia__lmo,name__lmo,name__aa,name__ak,name__aln,name__ang,name__arn,name__ay,name__bcl,name__bi,name__bjn,name__brh,name__cbk_zam,name__cdo,name__ch,name__cho,name__chr,name__chy,name__cr,name__crh_latn,name__csb,name__diq,name__dtp,name__ee,name__ext,name__ff,name__fit,name__fj,name__gag,name__gn,name__got,name__ha,name__hak,name__haw,name__hif_latn,name__ho,name__ht,name__hz,name__ig,name__ik,name__ike_latn,name__ilo,name__iu,name__jbo,name__jv,name__kaa,name__ki,name__kj,name__kk_latn,name__kk_tr,name__kl,name__kr,name__krj,name__ksh,name__ku,name__lad,name__lg,name__ln,name__loz,name__ltg,name__lus,name__lzz,name__map_bms,name__mi,name__mus,name__mwl,name__na,name__nah,name__ng,name__nov,name__nso,name__nv,name__ny,name__om,name__pag,name__pam,name__pdc,name__pdt,name__pfl,name__pih,name__qu,name__qug,name__rif,name__rmy,name__rn,name__roa_tara,name__rup,name__ruq_latn,name__rw,name__sat,name__sdc,name__se,name__sei,name__sg,name__sgs,name__shi_latn,name__sli,name__sm,name__sma,name__sn,name__so,name__srn,name__st,name__stq,name__szl,name__tet,name__tg_latn,name__tk,name__tn,name__to,name__tru,name__ts,name__tt_latn,name__tum,name__ty,name__ug_latn,name__uz,name__ve,name__vep,name__vot,name__war,name__xh,name__za,name__zea,wikipedia__ga,identifier__bigenc_ru,identifier__GNC,identifier__CONOR,wikipedia__cy,wikipedia__be_x_old,wikipedia__li,wikipedia__af,name__mr,wikipedia__mr,wikipedia__hi,electoral_district,wikipedia__ast,identifier__youtube,wikipedia__bewikiquote,wikipedia__sl,identifier__NLI,wikipedia__is,name__be_tarask,name__hi,identifier__ioc_athlete,identifier__orszaggyules,identifier__BNE,wikipedia__mk,wikipedia__mzn,weblog,name__mzn
Q218882,Zoltán Balog,Zoltán Balog,Zoltán Balog,Balog Zoltán,Zoltán Balog,Zoltán Balog,Zoltán Balog,Zoltán Balog,Balog Zoltán,Category:Zoltán Balog (politician),Zoltán Balog (Politiker),Zoltán Balog (politician),Zoltán Balog,Zoltán Balog,Balog Zoltán (politikus),Zoltán Balog,"https://upload.wikimedia.org/wikipedia/commons/b/b5/Zoltán_Balog,_Unkarin_kulttuuriministeri_IMG_0596_C.JPG",male,1958-01-07,/m/0j9py0c,Zoltán,Zoltán Balog (politician),,,35173765,n97021955,,,Золтан Балог,,,,,,,,,,Золтан Балог,Золтан Балог,鲍洛格·佐尔丹,,"Балог, Золтан",鲍洛格·佐尔丹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173031315,,,,,,0000 0000 7856 611X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Balog,http://www.balogzoltan.hu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zoltán Balog,,,,,,,,,,,,,,,,,,,,,,000000002594,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,A34122734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b052,,,,,
Q21995217,,Zoltán Gőgös,Zoltán Gőgös,Gőgös Zoltán,Zoltán Gőgös,,,,Gőgös Zoltán,Category:Zoltán Gőgös,,Zoltán Gőgös,,Zoltán Gőgös,Gőgös Zoltán,,https://upload.wikimedia.org/wikipedia/commons/7/77/MSZP_Congress_July_2014-04.JPG,male,1960-05-09,,Zoltán,Zoltán Gőgös,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zoltán Gőgös,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g020,,,,,
Q21995345,,,Katalin Novák,Novák Katalin,Katalin Novák,,,,Novák Katalin,Category:Katalin Novák,,Katalin Novák,,,Novák Katalin,,https://upload.wikimedia.org/wikipedia/commons/8/8b/Novák_Katalin_(2).jpg,female,1977-09-06,,Katalin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Katalin Novák,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q22007029,,József Attila Móring,József Attila Móring,Móring József Attila,József Attila Móring,,,,Móring József Attila,,,József Attila Móring,,,Móring József Attila,,https://upload.wikimedia.org/wikipedia/commons/8/8a/Móring_József_Attila_(KDNP.hu).jpg,male,1968-10-08,,József,József Attila Móring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,József Attila Móring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m028,,,,,
Q220909,Csaba Hende,Csaba Hende,Csaba Hende,Hende Csaba,Csaba Hende,Csaba Hende,Csaba Hende,Csaba Hende,Hende Csaba,Category:Csaba Hende,Csaba Hende,Csaba Hende,Csaba Hende,Csaba Hende,Hende Csaba,Csaba Hende,https://upload.wikimedia.org/wikipedia/commons/f/f8/Hende-Csaba_Portrait.jpg,male,1960-02-05,/m/0c02409,Csaba,Csaba Hende,,,,,,,,Csaba Hende,,,Csaba Hende,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تشابا هايند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hende,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Csaba Hende,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h021,,,,,
Q23561873,Bertalan Tóth,Bertalan Tóth,Bertalan Tóth,Tóth Bertalan,Bertalan Tóth,,,Bertalan Tóth,Tóth Bertalan,,,,,Bertalan Tóth,Tóth Bertalan,Bertalan Tóth,,male,1975-11-10,,Bertalan,Tóth Bertalan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t025,,,,,
Q23561959,,László Varju,László Varju,Varju László,László Varju,,,,Varju László,,,,,László Varju,Varju László,,https://upload.wikimedia.org/wikipedia/commons/3/31/Varju_László_2013.JPG,male,1961-08-22,,László,Varju László,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,László Varju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v018,,,,,
Q249557,Ádám Steinmetz,Ádám Steinmetz,Ádám Steinmetz,Steinmetz Ádám,Ádám Steinmetz,Ádám Steinmetz,,Ádám Steinmetz,Steinmetz Ádám,,Ádám Steinmetz,Ádám Steinmetz,,Ádám Steinmetz,Steinmetz Ádám,Ádám Steinmetz,,male,1980-08-11,/m/0j25dh3,Ádám,,,,,,,,,Ádám Steinmetz,,,Ádám Steinmetz,,,,,Ádám Steinmetz,,,,,,,,,,,,Ádám Steinmetz,,,,,,Ádám Steinmetz,,Ádám Steinmetz,,,Адам Штајнмец,,,,,,Ádám Steinmetz,,,,,,,,,Ádám Steinmetz,,,,,,Ádám Steinmetz,,Ádám Steinmetz,,Ádám Steinmetz,,Адам Штајнмец,,,,,,,,,,,,,,,,Ádám Steinmetz,,,,,,,,,,,,,,,,,,,,,Ádám Steinmetz,,,,,,,,,,,,Steinmetz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ádám Steinmetz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water polo player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q252267,Richárd Hörcsik,Hörcsik Richárd,Richárd Hörcsik,Hörcsik Richárd,Richárd Hörcsik,,,,Hörcsik Richárd,,,Richárd Hörcsik,,,Hörcsik Richárd,,https://upload.wikimedia.org/wikipedia/commons/e/e4/Hörcsik_Richárd_-_2016.05.02.jpg,male,1955-12-23,,Richárd,Richárd Hörcsik,,,29063753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 4332 3601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Richárd Hörcsik,,,,,,,,,,,,,,,,,,,,,,,,,,2906,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h275,,,,,
Q264055,János Fónagy,János Fónagy,János Fónagy,Fónagy János,János Fónagy,János Fónagy,János Fónagy,,Fónagy János,Category:János Fónagy,,János Fónagy,János Fónagy,,Fónagy János (politikus),,"https://upload.wikimedia.org/wikipedia/commons/c/c3/Eredményváró_-_Bálna,_2014.04.06_(50).JPG",male,1942-07-11,,János,János Fónagy,,,121501676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 7926 3356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,János Fónagy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f006,,,,,
Q26802740,,Ákos Hadházy,Ákos Hadházy,Hadházy Ákos,Ákos Hadházy,,,,Hadházy Ákos,Category:Ákos Hadházy,,Ákos Hadházy,,Ákos Hadházy,Hadházy Ákos,,https://upload.wikimedia.org/wikipedia/commons/d/de/Ákos_Hadházy_(2017).jpg,male,1974-03-04,,Ákos,Ákos Hadházy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ákos Hadházy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,hadhazyakos,,,,,,,,,,,,,,,,,,,,,,,,/g/11cs01h323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h080,,,,https://szekszardihetkoznap.blog.hu/,
Q269131,János Latorcai,János Latorcai,János Latorcai,Latorcai János,János Latorcai,,János Latorcai,,Latorcai János,Category:János Latorcai,,János Latorcai,János Latorcai,,Latorcai János,,https://upload.wikimedia.org/wikipedia/commons/7/75/János_Latorcai_Senate_of_Poland_02.JPG,male,1944-05-09,,János,János Latorcai,,,162002862,,,,,,,,,,,,,,,,洛托爾曹伊·約翰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0001 1144 2427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,János Latorcai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l001,,,,,
Q28722039,,,Hollik István,Hollik István,,,,,Hollik István,,,,,,Hollik István,,https://upload.wikimedia.org/wikipedia/commons/1/17/Hollik_István_2016.jpg,male,1982-01-23,,István,Hollik István,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h078,,,,,
Q28722225,,Ildikó Borbély,Bangóné Borbély Ildikó,Bangóné Borbély Ildikó,,,,,Bangóné Borbély Ildikó,Category:Ildikó Borbély,,,,Ildikó Borbély,Bangóné Borbély Ildikó,,https://upload.wikimedia.org/wikipedia/commons/b/b0/Bangóné_Borbély_Ildikó.jpg,female,1972-03-29,,Ildikó,Bangóné Borbély Ildikó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ildikó Borbély,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b763,,,,,
Q28722252,,,Galambos Dénes,Galambos Dénes,,,,,Galambos Dénes,,,,,,Galambos Dénes,,https://upload.wikimedia.org/wikipedia/commons/4/4d/Galambos_Dénes.jpg,male,1957,,Dénes,Galambos Dénes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g741,,,,,
Q28722365,,Márta Demeter,Demeter Márta,Demeter Márta,,,,,Demeter Márta,Category:Márta Demeter,,,,Márta Demeter,Demeter Márta,,https://upload.wikimedia.org/wikipedia/commons/c/c1/MSZP_Congress_July_2014-08.JPG,female,1983-03-06,,Márta,Demeter Márta,,,,,,,,Márta Demeter,,,Márta Demeter,,,,,,,"Деметер, Марта",,,"Деметер, Марта",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Demeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Demeter Márta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d750,,,,,
Q28745275,Dezső Hiszékeny,Dezső Hiszékeny,Dezső Hiszékeny,Hiszékeny Dezső,Dezső Hiszékeny,Dezső Hiszékeny,,,Hiszékeny Dezső,Category:Dezső Hiszékeny,,,,Dezső Hiszékeny,Hiszékeny Dezső,,https://upload.wikimedia.org/wikipedia/commons/4/40/Hiszékeny_Dezső.jpg,male,1956-02-22,,Dezső,Hiszékeny Dezső,,,,,,,,,,Dezső Hiszékeny,,,,,,,,,,,,,,,,,,,Dezső Hiszékeny,,,,,,,,,,,Dezső Hiszékeny,,,,Dezső Hiszékeny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dezső Hiszékeny,Dezső Hiszékeny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dezső Hiszékeny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,Dezső Hiszékeny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h743,,,,,
Q29861529,,,Bóna Zoltán,Bóna Zoltán,Bóna Zoltán,,,,Bóna Zoltán,,,,,,Bóna Zoltán (politikus),,,male,1981-05-09,,Zoltán,Bóna Zoltán (politikus),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bóna Zoltán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b764,,,,,
Q30093130,,,Mihály Witzmann,Witzmann Mihály,Mihály Witzmann,,,,Witzmann Mihály,,,,,,Witzmann Mihály,,,male,1977-06-02,,Mihály,Witzmann Mihály,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w704,,,,,
