id,name__en,name__sq,name__nl,name__de,name__fr,name,wikipedia__en,wikipedia__sq,gender,birth_date,given_name,original_wikiname,name__es,name__hu,name__szl,name__uk,name__ro,name__it,name__pl,name__zh,name__ru,name__nb,name__da,name__nn,name__sv,wikipedia__de,wikipedia__it,wikipedia__pl,wikipedia__ro,wikipedia__ru,wikipedia__szl,wikipedia__uk,wikipedia__zh,identifier__VIAF,identifier__LCAuth,identifier__freebase,wikipedia__fr,name__hy,wikipedia__hy,image,name__bg,wikipedia__bg,wikipedia__da,name__vep,name__ckb,name__el,name__en_ca,name__en_gb,wikipedia__el,wikipedia__nl,wikipedia__sv,wikipedia__vep,identifier__ISNI,identifier__GND,identifier__IMDB,identifier__SUDOC,death_date,name__fi,name__tr,name__ka,name__hr,wikipedia__fi,wikipedia__hr,wikipedia__ka,wikipedia__tr,name__sh,wikipedia__sh,name__cs,wikipedia__cs,name__pt,name__oc,name__mk,name__io,wikipedia__es,wikipedia__io,wikipedia__mk,wikipedia__oc,wikipedia__pt,name__cy,name__af,name__an,name__ast,name__bar,name__br,name__bs,name__ca,name__co,name__eo,name__et,name__eu,name__fur,name__ga,name__gd,name__gl,name__gsw,name__is,name__lb,name__li,name__lij,name__lmo,name__lt,name__nap,name__nds,name__nds_nl,name__pcd,name__pms,name__rm,name__sc,name__scn,name__sco,name__sk,name__sl,name__vec,name__vls,name__wa,name__be,name__ko,name__he,name__sr,name__pt_br,name__ar,name__ty,name__ja,name__id,name__fa,name__az,name__ie,name__la,name__th,name__mr,wikipedia__ar,wikipedia__az,wikipedia__be,wikipedia__commons,wikipedia__et,wikipedia__fa,wikipedia__gl,wikipedia__he,wikipedia__hu,wikipedia__id,wikipedia__ie,wikipedia__ja,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__mr,wikipedia__no,wikipedia__sco,wikipedia__simple,wikipedia__sr,wikipedia__th,wikipedia__tl,wikipedia__ty,identifier__SBN_it,name__yo,name__lv,wikipedia__ast,wikipedia__bar,wikipedia__br,wikipedia__ca,wikipedia__cswikiquote,wikipedia__enwikiquote,wikipedia__eo,wikipedia__eu,wikipedia__ga,wikipedia__lmo,wikipedia__lv,wikipedia__nn,wikipedia__sl,wikipedia__sqwikiquote,wikipedia__yo,identifier__Munzinger,name__hi,name__sr_el,name__sr_ec,name__pa,name__mg,name__be_tarask,name__ms,wikipedia__als,wikipedia__be_x_old,wikipedia__hi,wikipedia__itwikiquote,wikipedia__mg,wikipedia__ms,wikipedia__pa,identifier__ULAN,name__tl,identifier__TED,last_seen,website,twitter,name__vi,identifier__AlloCine,identifier__allmovie,identifier__PORT,identifier__kinopoisk,facebook,identifier__filmportal_de,identifier__PACE,wikipedia__hsb,name__hsb,wikipedia__fawikiquote,occupation,identifier__google_knowledge,wikipedia__li,identifier__snac,identifier__NNDB,name__ba,wikipedia__ba,wikipedia__myv,wikipedia__ml,name__ml,name__zh_hant,name__zh_cn,identifier__Britannica,wikipedia__tg,name__tg,identifier__NKC,identifier__NLP,wikipedia__mn,name__mn,family_name,identifier__GTAA,identifier__NTA,wikipedia__uz,identifier__ne_se,identifier__bigenc_ru,wikipedia__af,wikipedia__azb,name__myv,name__azb,name__uz,honorific_suffix,identifier__FAST
Q16735644,Ilir Beqja,Ilir Beqaj,Ilir Beqaj,Ilir Beqja,Ilir Beqaj,Ilir Beqja,Ilir Beqaj,Ilir Beqaj,male,1968-02-18,Ilir,Ilir Beqja,,Ilir Beqja,,,,Ilir Beqaj,,,,,,,,,,,,,,,,,,,Ilir Beqaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ilir Beqaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16855243,Mimi Kodheli,Mimi Kodheli,Mimi Kodheli,Mimi Kodheli,Mimi Kodheli,Mimi Kodheli,Mimi Kodheli,Mimi Kodheli,female,1964-09-11,Mimi,Mimi Kodheli,,Mimi Kodheli,,Мімі Кодхелі,,Mimi Kodheli,Mimi Kodheli,,"Участник:Villarreal9/Кодели, Мими",,,,Mimi Kodheli,Mimi Kodheli,,Mimi Kodheli,,"Кодели, Мими",,Мімі Кодхелі,,,,,Mimi Kodheli,Միմի Կոդհելի,Միմի Կոդհելի,https://upload.wikimedia.org/wikipedia/commons/7/77/Mimi_Kodheli.jpg,Мими Кодели,Мими Кодели,,,,,,,,,Mimi Kodheli,,,,,,,,Mimi Kodheli,,,,,,Mimi Kodheli,,,Mimi Kodheli,Mimi Kodheli,,,,,,,,,,,,,,,,,,,,Mimi Kodheli,,,,,,,,,,,,,,,,,,,,,,,Mimi Kodheli,,,,,,מימי קודלי,Мими Кодели,,,,,,,,,,,,,,,Category:Mimi Kodheli,Mimi Kodheli,,,מימי קודלי,,,,,,,,,,,,Мими Кодели,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16976102,Selami Xhepa,Selami Xhepa,Selami Xhepa,Selami Xhepa,Selami Xhepa,Selami Xhepa,Selami Xhepa,Selami Xhepa,male,,,Selami Xhepa,,Selami Xhepa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Selami Xhepa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1713423,Shpëtim Idrizi,Shpëtim Idrizi,Shpëtim Idrizi,Shpëtim Idrizi,Shpëtim Idrizi,Shpëtim Idrizi,Shpëtim Idrizi,Shpëtim Idrizi,male,1967-07-07,,Shpëtim Idrizi,Shpëtim Idrizi,Shpëtim Idrizi,,,,,,謝珀蒂姆·伊德里齊,,,,,,Shpëtim Idrizi,,,,,,,,311733422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shpëtim Idrizi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1722312,Kastriot Islami,Kastriot Islami,Kastriot Islami,Kastriot Islami,Kastriot Islami,Kastriot Islami,Kastriot Islami,Kastriot Islami,male,1952-08-18,Kastriot,Kastriot Islami,Kastriot Islami,Kastriot Islami,,Кастріот Ісламі,,Kastriot Islami,Kastriot Islami,,"Ислами, Кастриот",Kastriot Islami,Kastriot Islami,Kastriot Islami,Kastriot Islami,Kastriot Islami,,Kastriot Islami,,"Ислами, Кастриот",,Кастріот Ісламі,,11651698,n2001041202,/m/035tzd,Kastriot Islami,,,,,,,,,,,,,,Kastriot Islami,,0000 0000 7413 3528,,,,,,Kastriot İslami,კასტრიოტ ისლამი,,,,კასტრიოტ ისლამი,Kastriot İslami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kastriot Islami,,,,,,,,,,,,,کاستریوت ایزلامی,,,,,,,,,,,کاستریوت اسلامی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physicist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1727869,Vanghel Dule,Vanghel Dule,Vanghel Dule,Vangjel Dule,Vangjel Dule,Vanghel Dule,Vangjel Dule,Vangjel Dule,male,1968-11-18,,Vangjel Dule,,,,,,,,,Вангел Дуле,,,,,Vangjel Dule,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/e8/Vangjel_Dule.jpg,,,,,,Βαγγέλης Ντούλες,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vanghel Dule,,,,,,,,,,,,,,,,,,,,,,Category:Vangjel Dule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4787,,,,politician,/g/11r7p_bt_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1877224,Lulzim Basha,Lulzim Basha,Lulzim Basha,Lulzim Basha,Lulzim Basha,Lulzim Basha,Lulzim Basha,Lulzim Basha,male,1974-06-12,,Lulzim Basha,Lulzim Basha,Lulzim Basha,,Лулзім Баша,,Lulzim Basha,Lulzim Basha,,"Баша, Лулзим",Lulzim Basha,Lulzim Basha,Lulzim Basha,Lulzim Basha,Lulzim Basha,Lulzim Basha,Lulzim Basha,,"Баша, Люльзим",,Лулзім Баша,,187305366,,/m/03g_nq5,Lulzim Basha,,,https://upload.wikimedia.org/wikipedia/commons/a/ac/Lulzim_Basha_2012.jpg,,,,Baša Lulzim,لولزيم باشا,Λουλζίμ Μπασά,Lulzim Basha,Lulzim Basha,Λουλζίμ Μπασά,Lulzim Basha,Lulzim Basha,Baša Lulzim,0000 0001 4067 6556,1015762271,,,,,,,,,,,,,,,,,,Љуљзим Баша,,,,Љуљзим Баша,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lulzim Basha,,,,,,,,,,,,,,,,,,,,,,Category:Lulzim Basha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lulzimbasha_al,,,,,,Tirana2011,,,,,,politician,,,,,,,,,,盧爾齊姆·巴沙,卢尔齐姆·巴沙,,,,,,,,,225405,,,,,,,,,,,
Q20572608,Albina Deda,Albina Deda,Albina Deda,,,Albina Deda,,Albina Deda,female,,Albina,Albina Deda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,Deda,,,,,,,,,,,,
Q20574035,Eleina Qirici,Eleina Qirici,,,,Eleina Qirici,,Eleina Qirici,female,1971-01-22,Eleina,Eleina Qirici,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20575207,Helidon Bushati,Helidon Bushati,,Helidon Bushati,,Helidon Bushati,,Helidon Bushati,male,,,Helidon Bushati,,Helidon Bushati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helidon Bushati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20575623,Keltis Kruja,Keltis Kruja,,,,Keltis Kruja,,Keltis Kruja,,,,Keltis Kruja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20577429,Oerd Bylykbashi,Oerd Bylykbashi,Oerd Bylykbashi,Oerd Bylykbashi,,Oerd Bylykbashi,,Oerd Bylykbashi,male,,,Oerd Bylykbashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20579243,,Voltana Ademi,,,,Voltana Ademi,,Voltana Ademi,female,,,Voltana Ademi,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/08/VoltanaAdemi.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Voltana Ademi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25568967,Roland Keta,Roland Keta,Roland Keta,,,Roland Keta,,Roland Keta,male,,Roland,Roland Keta,,Roland Keta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roland Keta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25568982,Kozma Dashi,Kozma Dashi,,,,Kozma Dashi,,Kozma Dashi,male,,Kozma,Kozma Dashi,,Kozma Dashi,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/0e/Kozma_Dashi.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kozma Dashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25569008,Gjovalin Bzheta,Gjovalin Bzheta,Gjovalin Bzheta,,,Gjovalin Bzheta,,Gjovalin Bzheta,male,,,Gjovalin Bzheta,,Gjovalin Bzheta,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/5d/Gjovalin_Bzheta.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gjovalin Bzheta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2832310,Aldo Bumçi,Aldo Bumçi,Aldo Bumçi,Aldo Bumçi,Aldo Bumçi,Aldo Bumçi,Aldo Bumçi,Aldo Bumçi,male,1974-06-11,Aldo,Aldo Bumçi,Aldo Bumçi,Aldo Bumçi,,Альдо Бумчі,,Aldo Bumçi,Aldo Bumçi,,"Бумчи, Альдо",,,,Aldo Bumçi,Aldo Bumçi,,Aldo Bumçi,,"Бумчи, Альдо",,Альдо Бумчі,,100502461,,/m/03c35nz,Aldo Bumçi,,,https://upload.wikimedia.org/wikipedia/commons/1/14/Aldo_Bumçi5.JPG,,,,,,,,,,,Aldo Bumçi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aldo Bumçi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30315479,Ermelinda Meksi,Ermelinda Meksi,Ermelinda Meksi,,,Ermelinda Meksi,Ermelinda Meksi,Ermelinda Meksi,female,1957-01-05,Ermelinda,Ermelinda Meksi,,Ermelinda Meksi,,,,,Ermelinda Meksi,,,,,,,,,Ermelinda Meksi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ermelinda Meksi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q316901,Edi Rama,Edi Rama,Edi Rama,Edi Rama,Edi Rama,Edi Rama,Edi Rama,Edi Rama,male,1964-07-04,Edi,Edi Rama,Edi Rama,Edi Rama,,Еді Рама,Edi Rama,Edi Rama,Edi Rama,埃迪·拉马,"Рама, Эди",Edi Rama,Edi Rama,Edi Rama,Edi Rama,Edi Rama,Edi Rama,Edi Rama,Edi Rama,"Рама, Эди",,Еді Рама,埃迪·拉马,7805687,n97122887,/m/01pkks,Edi Rama,Էդի Ռամա,Էդի Ռամա,https://upload.wikimedia.org/wikipedia/commons/a/ae/Edi_Rama2.jpg,Еди Рама,Еди Рама,Edi Rama,,,Έντι Ράμα,,,Έντι Ράμα,Edi Rama,Edi Rama,,0000 0001 2119 7533,103717714,,170691047,,Edi Rama,Edi Rama,ედი რამა,,Edi Rama,,ედი რამა,Edi Rama,Edi Rama,Edi Rama,Edi Rama,Edi Rama,Edi Rama,,Еди Рама,Edi Rama,Edi Rama,Edi Rama,Еди Рама,,Edi Rama,,Edi Rama,,Edi Rama,,Edi Rama,,Edi Rama,,Edi Rama,Edi Rama,,,,,,Edi Rama,,,,,,,,,,,,,,,Edi Rama,,Edi Rama,,,,Эдзі Рама,에디 라마,אדי רמה,Edi Rama,,إيدي راما,,エディ・ラマ,Edi Rama,ادی راما,,Edi Rama,Edi Rama,,एदी रामा,إيدي راما,,Эдзі Рама,Category:Edi Rama,Edi Rama,ادی راما,,אדי רמה,,Edi Rama,Edi Rama,,에디 라마,Edi Rama,,एदी रामा,Edi Rama,Edi Rama,Edi Rama,Edi Rama,,Edi Rama,,,,Edi Rama,Edi Rama,,Edi Rama,Edi Rama,,,Edi Rama,,,,Edi Rama,,,,,00000026295,एदि रामा,Edi Rama,Еди Рама,ਏਦਿ ਰਾਮਾ,Edi Rama,Эдзі Рама,Edi Rama,Edi Rama,Эдзі Рама,एदि रामा,Edi Rama,Edi Rama,Edi Rama,ਏਡੀ ਰਾਮਾ,500278925,Edi Rama,edi_rama,,http://edirama.al,,Edi Rama,,,,,edirama.al,,,Edi Rama,Edi Rama,ادی راما,politician,,,,,,,,,,,,biography/Edi-Rama,Эди Рама,Эди Рама,,,,Edi Rama,Rama,,,,,,Edi Rama,,,,,,
Q31965321,Klodiana Spahiu,Klodiana Spahiu,,,,Klodiana Spahiu,,Klodiana Spahiu,female,,,Klodiana Spahiu,,Klodiana Spahiu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klodiana Spahiu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31967060,Anastas Angjeli,Anastas Angjeli,,,,Anastas Angjeli,,Anastas Angjeli,male,,,Anastas Angjeli,,Anastas Angjeli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anastas Angjeli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q321753,Majlinda Bregu,Majlinda Bregu,Majlinda Bregu,Majlinda Bregu,Majlinda Bregu,Majlinda Bregu,Majlinda Bregu,Majlinda Bregu,female,1974-05-19,Majlinda,Majlinda Bregu,Majlinda Bregu,Majlinda Bregu,,Майлінда Брегу,,Majlinda Bregu,Majlinda Bregu,,"Брегу, Майлинда",,,,,Majlinda Bregu,,Majlinda Bregu,,"Брегу, Майлинда",,Майлінда Брегу,,307339828,n2015071664,/m/0g9yrb7,Majlinda Bregu,,,https://upload.wikimedia.org/wikipedia/commons/f/fe/Majlinda_Bregu_2011.jpg,,,,,,,,,,,,,0000 0004 2946 3914,112358088X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majlinda Bregu,,,,,,,,,,,,,,,,,,,,,,Category:Majlinda Bregu,,,,,,,,,,,,,,,,,,,,IT\ICCU\CFIV\261207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,Bregu,,,,,,,,,,,,
Q3299466,Genc Pollo,Genc Pollo,Genc Pollo,Genc Pollo,Genc Pollo,Genc Pollo,Genc Pollo,Genc Pollo,male,1963-04-07,Genc,Genc Pollo,Genc Pollo,Genc Pollo,,Генц Поло,,,Genc Pollo,,"Поло, Генц",,Genc Pollo,,,,,Genc Pollo,,"Поло, Генц",,Генц Поло,,230705027,,/m/0277ddd,,,,https://upload.wikimedia.org/wikipedia/commons/5/5e/Genc_Pollo.jpg,Генц Поло,Генц Поло,Genc Pollo,,,,,,,,,,0000 0003 6555 3469,1018922520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genc Pollo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3776,,,,historian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3304170,Gramoz Ruçi,Gramoz Ruçi,Gramoz Ruçi,Gramoz Ruçi,Gramoz Ruçi,Gramoz Ruçi,Gramoz Ruçi,Gramoz Ruçi,male,1951-12-06,,Gramoz Ruçi,Gramoz Ruçi,Gramoz Ruçi,,Грамоз Ручі,,Gramoz Ruçi,Gramoz Ruçi,,,Gramoz Ruçi,Gramoz Ruçi,Gramoz Ruçi,Gramoz Ruçi,Gramoz Ruçi,Gramoz Ruçi,Gramoz Ruçi,,,,Грамоз Ручі,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/a/a7/Gramoz_Ruçi_(cropped).jpg,,,,,,,,,,,Gramoz Ruçi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gramoz Ruçi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q381214,Pandeli Majko,Pandeli Majko,Pandeli Majko,Pandeli Majko,Pandeli Majko,Pandeli Majko,Pandeli Majko,Pandeli Majko,male,1967-11-15,,Pandeli majko,Pandeli Majko,Pandeli Majko,,Панделі Майко,Pandeli Majko,Pandeli Majko,Pandeli Majko,潘代利·马伊科,"Майко, Пандели",Pandeli Majko,Pandeli Majko,Pandeli Majko,Pandeli Majko,Pandeli Majko,Pandeli Majko,Pandeli Majko,Pandeli Majko,"Майко, Пандели",,Панделі Майко,潘代利·马伊科,,,/m/02wnr8,Pandeli Majko,,,https://upload.wikimedia.org/wikipedia/commons/e/e5/Defense.gov_News_Photo_050202-D-2987S-008.jpg,,,Pandeli Majko,,,,,,,,Pandeli Majko,,,,,,,Pandeli Majko,Pandeli Majko,,,Pandeli Majko,,,Pandeli Majko,,,,,Pandeli Majko,Pandeli Majko,Пандели Мајко,Pandeli Majko,Pandeli Majko,Pandeli Majko,Пандели Мајко,Pandeli Majko,Pandeli Majko,,,,,,,,Pandeli Majko,,,,,,,,,,,,,,,,,,,,,,,,,,Pandeli Majko,,,,,,,,,,,,,پاندلی ماجکو,,,,,,,,,Category:Pandeli Majko,,پاندلی ماجکو,,,,,,,,,,,,,,,,,,,,,,,,Pandeli Majko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,331/000028247,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q462441,Jozefina Topalli,Jozefina Topalli,Jozefina Topalli,Jozefina Topalli,Jozefina Topalli,Jozefina Topalli,Jozefina Topalli,Jozefina Topalli,female,1963-11-26,Jozefina,Jozefina Topalli,Jozefina Topalli,Jozefina Topalli,,Жозефіна Топаллі,,Jozefina Topalli,Jozefina Topalli,,"Топалли, Жозефина",Jozefina Topalli,Jozefina Topalli,Jozefina Topalli,Jozefina Topalli,Jozefina Topalli,Jozefina Topalli,Jozefina Topalli,,"Топали, Жозефина",,Жозефіна Топаллі,,,,/m/02qwb6r,Jozefina Topalli,Ժոզեֆինա Տոպալի,Ժոզեֆինա Տոպալի,https://upload.wikimedia.org/wikipedia/commons/9/96/Jozefina_Topalli_Senate_of_Poland.jpg,Жозефина Топали,,Jozefina Topalli,,,,,,,,Jozefina Topalli,,,,,,,Jozefina Topalli,Jozefina Topalli,ჯოზეფინა ტოპალი,Jozefina Topalli,Jozefina Topalli,Jozefina Topalli,ჯოზეფინა ტოპალი,Jozefina Topalli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jozefina Topalli,,,,Жазэфіна Тапалі,,,Жозефина Топали,,جوزيفينا توبالي,,,,ژوزفینا تاپالی,,,,,,جوزيفينا توبالي,,Жазэфіна Тапалі,Category:Jozefina Topalli,,ژوزفینا تاپالی,,,,,,,,,,,,,,Жозефина Топали,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4748,,,,politician,,,,,Жозефина Топали,Жозефина Топали,"Топали, Жозефина",,,,,,,,,,,,Topalli,,,,,,,,"Топали, Жозефина",,,,
