id,name__de,name__en,name__es,name__nl,name__fr,name__da,name__it,name__sv,name,wikipedia__commons,wikipedia__de,wikipedia__en,image,gender,occupation,birth_date,given_name,original_wikiname,name__pt,wikipedia__pt,name__ka,name__pl,name__ru,name__hu,wikipedia__es,wikipedia__fr,wikipedia__ka,wikipedia__pl,wikipedia__ru,identifier__freebase,name__cy,name__hy,wikipedia__hy,death_date,wikipedia__sv,identifier__VIAF,identifier__SUDOC,name__nb,name__nn,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SELIBR,identifier__PTBNP,identifier__NTA,identifier__FAST,name__ja,name__diq,wikipedia__it,wikipedia__ja,wikipedia__no,identifier__DBNL,name__id,name__sl,wikipedia__id,wikipedia__sl,name__zh,family_name,name__yo,name__uk,name__et,name__el,name__zh_hant,name__zh_cn,name__fa,wikipedia__el,wikipedia__et,wikipedia__fa,wikipedia__uk,wikipedia__yo,name__de_ch,name__en_ca,name__en_gb,name__pt_br,name__ast,name__vi,name__ko,wikipedia__ast,wikipedia__ko,wikipedia__simple,wikipedia__vi,name__lb,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,name__be,name__he,name__af,name__gl,name__sw,name__br,name__ar,name__sr_el,name__sr_ec,name__tr,name__fi,name__la,name__cs,name__eu,name__sr,name__ss,name__ca,name__sh,wikipedia__af,wikipedia__ar,wikipedia__be,wikipedia__br,wikipedia__ca,wikipedia__cs,wikipedia__da,wikipedia__eu,wikipedia__fi,wikipedia__gl,wikipedia__he,wikipedia__hu,wikipedia__la,wikipedia__lb,wikipedia__nl,wikipedia__ptwikiquote,wikipedia__sh,wikipedia__sr,wikipedia__ss,wikipedia__sw,wikipedia__tr,wikipedia__zh,identifier__Munzinger,identifier__GTAA,name__mg,wikipedia__mg,name__bg,wikipedia__bg,name__eo,name__vep,name__mr,wikipedia__eo,wikipedia__mr,wikipedia__vep,name__kg,wikipedia__kg,identifier__CERL,identifier__CSPAN,name__oc,identifier__google_knowledge,identifier__Britannica,name__ro,wikipedia__ro,identifier__CANTIC,identifier__britishmuseum,identifier__MusicBrainz,identifier__discogs,identifier__quora,name__ms,name__am,name__bcl,name__frp,name__io,name__az,name__hr,name__tg,name__lt,name__bn,name__sco,name__ml,name__lv,name__th,wikipedia__am,wikipedia__az,wikipedia__bcl,wikipedia__frp,wikipedia__hr,wikipedia__io,wikipedia__lt,wikipedia__lv,wikipedia__ml,wikipedia__ms,wikipedia__oc,wikipedia__sco,wikipedia__tg,wikipedia__th,identifier__NNDB,identifier__nyt_topic,identifier__snac,identifier__ne_se,wikipedia__uz,name__uz,name__sk,name__fo,name__kl,identifier__NUKAT,identifier__ioc_athlete,identifier__GNC,identifier__BIBSYS,wikipedia__mzn,wikipedia__tl,name__mzn,name__tl,wikipedia__bn,wikipedia__ht,name__ht,identifier__NKC,name__bar
Q26980154,Albina Africano,Albina Africano,Albina Africano,Albina Africano,Albina Africano,,Albina Africano,,Albina Africano,,Albina Africano,Albina Africano,,female,chemist,1945-06-03,Albina,Albina Africano,Albina Africano,,,Albina Africano,Альбина Африкано,,Albina Africano,Albina Africano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albina Africano,,,,Africano,,,,,,,,,,,,,,,,Albina Africano,Albina Africano,Albina Africano,,Albina Africano,,,Albina Africano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albina Africano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q273051,Jonas Savimbi,Jonas Malheiro Savimbi,Jonas Savimbi,Jonas Savimbi,Jonas Savimbi,Jonas Savimbi,Jonas Malheiro Savimbi,Jonas Savimbi,Jonas Malheiro Savimbi,Category:Jonas Savimbi,Jonas Savimbi,Jonas Savimbi,https://upload.wikimedia.org/wikipedia/commons/a/a1/Jonas_Savimbi.jpg,male,politician,1934-08-03,Jonas,Jonas Savimbi,Jonas Savimbi,Jonas Savimbi,ჟონას სავიმბი,Jonas Savimbi,Жонаш Савимби,Jonas Malheiro Savimbi,Jonas Savimbi,Jonas Savimbi,ჟონას სავიმბი,Jonas Savimbi,"Савимби, Жонаш",/m/01n4lw,Jonas Savimbi,,,2002-02-22,Jonas Savimbi,45100805,,Jonas Savimbi,Jonas Savimbi,0000 0000 6645 134X,118915673,n81047814,,,,072667370,71953,ジョナス・サヴィンビ,,Jonas Malheiro Savimbi,ジョナス・サヴィンビ,Jonas Savimbi,,Jonas Savimbi,Jonas Savimbi,Jonas Savimbi,,若纳斯·萨文比,,,Жонас Савімбі,,,若納斯·薩文比,若纳斯·萨文比,جوناس ساویمبی,,,جوناس ساویمبی,Жонас Савімбі,,,,,Jonas Savimbi,,Jonas Savimbi,조나스 사빔비,,조나스 사빔비,Jonas Savimbi,Jonas Savimbi,Jonas Savimbi,若纳斯·萨文比,若納斯·薩文比,若纳斯·萨文比,若納斯·薩文比,Жонаш Савімбі,ז'ונאס סאווימבי,Jonas Savimbi,Jonas Savimbi,Jonas Savimbi,Jonas Savimbi,جوناس سافيمبي,Džonas Savimbi,Џонас Савимби,Jonas Savimbi,Jonas Savimbi,Ionas Savimbi,Jonas Savimbi,Jonas Savimbi,Жонас Савимби,Jonas Savimbi,Jonas Savimbi,Jonas Savimbi,Jonas Savimbi,جوناس سافيمبي,Жонаш Савімбі,Jonas Savimbi,Jonas Savimbi,Jonas Savimbi,Jonas Savimbi,Jonas Savimbi,Jonas Savimbi,Jonas Savimbi,ז'ונאס סאווימבי,Jonas Malheiro Savimbi,Ionas Savimbi,Jonas Savimbi,Jonas Savimbi,Jonas Savimbi,Jonas Savimbi,Жонас Савимби,Jonas Savimbi,Jonas Savimbi,,若纳斯·萨文比,,149608,,,,,,,,,,,,,,,,,biography/Jonas-Savimbi,,,,,,,Jonas-Savimbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243/000112904,,,jonas-savimbi,,,,,,,,,,یونس ساویمبی,Jonas Savimbi,یونس ساویمبی,Jonas Savimbi,,,,,
Q2821497,Abel Chivukuvuku,Abel Chivukuvuku,Abel Chivukuvuku,Abel Chivukuvuku,Abel Chivukuvuku,,,Abel Chivukuvuku,Abel Chivukuvuku,,,Abel Chivukuvuku,https://upload.wikimedia.org/wikipedia/commons/a/ad/Abel_Chivukuvuku_2017.jpg,male,politician,1957-11-11,Abel,Abel Epalanga Chivukuvuku,Abel Epalanga Chivukuvuku,Abel Epalanga Chivukuvuku,,,Абель Эпаланга Чивукувуку,Abel Chivukuvuku,,Abel Chivukuvuku,,,"Шивукувуку, Абель",/m/08c017,,,,,Abel Chivukuvuku,,,,,,,,,,,,,,,,,,,,Abel Chivukuvuku,,,,,,,,,,,,,,,,,,,,Abel Epalanga Chivukuvuku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abel Chivukuvuku,,,,,,Abel Chivukuvuku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28650390,João Lourenço,João Lourenço,João Lourenço,João Lourenço,João Lourenço,João Lourenço,João Lourenço,João Lourenço,João Lourenço,Category:João Lourenço,João Lourenço,João Lourenço,https://upload.wikimedia.org/wikipedia/commons/9/94/2018-07-04_President_João_Lourenço-0555.jpg,male,politician,1954-03-05,João,João Lourenço,João Lourenço,João Lourenço,,João Lourenço,Жоау Лоуренсу,,João Lourenço (político),João Lourenço (homme politique),,João Lourenço,"Лоренсу, Жуан",,,,,,João Lourenço,,,João Lourenço,João Lourenço,,,,,,,,,ジョアン・ロウレンソ,,João Lourenço,ジョアン・ロウレンソ,João Lourenço,,João Lourenço,João Lourenço,João Lourenço,,若昂·洛倫索,,,Жуан Лоренсу,,Ζοάο Λουρένσο,,,جوئون لوورنسو,Ζοάο Λουρένσο,,جوئون لوورنسو,Жуан Лоренсу,,João Lourenço,João Lourenço,João Lourenço,João Lourenço,João Manuel Gonçalves Lourenço,João Lourenço,,João Manuel Gonçalves Lourenço,,João Lourenço,João Lourenço,,,,,,Жуан Ларэнсу,ז'ואאו לורנסו,,João Lourenço,,,جواو لورنسو,,,João Lourenço,João Lourenço,Ioannes Lourenço,João Manuel Gonçalves Lourenço,,Жоао Лоренсо,,João Manuel Gonçalves Lourenço,João Lourenço,,جواو لورنسو,Жуан Ларэнсу,,João Manuel Gonçalves Lourenço,João Lourenço,João Lourenço,,João Lourenço,João Lourenço,ז'ואאו לורנסו,,Ioannes Lourenço,,João Lourenço,,João Lourenço,Жоао Лоренсо,,,João Lourenço,若昂·洛倫索,,,,,,,,,,,,,,,,,João Lourenço,,,,,,,,,,,,,,,,João Manuel Gonçalves Lourenço,,,,,,,,,,,,,,,,,,João Lourenço,,,,,,,,,,João Manuel Gonçalves Lourenço,João Lourenço,João Lourenço,,,,,,,,,,,,,
Q301641,Manuel Hélder Vieira Dias Junior,Hélder Vieira Dias,Hélder Vieira Dias,Hélder Vieira Dias,Hélder Vieira Dias,,,,Hélder Vieira Dias,,Manuel Hélder Vieira Dias Junior,Hélder Vieira Dias,,male,politician,"",Manuel,Hélder Vieira Dias,Hélder Vieira Dias,Hélder Vieira Dias,,,"Виейра Диаш, Мануэль Элдер",Hélder Vieira Dias,,,,,"Виейра Диаш, Мануэл Элдер",,,,,,,,,,,,,,,,,,,,,,,,,,Hélder Vieira Dias,,,,,,,,,,,,,,,,,,,,,Hélder Vieira Dias,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hélder Vieira Dias,,,,,,Hélder Vieira Dias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3069456,Fernando Muteka,Fernando Faustino Muteka,Fernando Faustino Muteka,Fernando Faustino Muteka,Fernando Faustino Muteka,,,,Fernando Faustino Muteka,,Fernando Muteka,Fernando Faustino Muteka,,male,politician,"",Fernando,Fernando Faustino Muteka,,,,,,,,Fernando Faustino Muteka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q310815,Fernando da Piedade Dias dos Santos,Fernando da Piedade Dias dos Santos,Fernando da Piedade Dias dos Santos,Fernando da Piedade Dias dos Santos,Fernando da Piedade Dias dos Santos,,Fernando da Piedade Dias dos Santos,Fernando da Piedade Dias dos Santos,Fernando da Piedade Dias dos Santos,,Fernando da Piedade Dias dos Santos,Fernando da Piedade Dias dos Santos,,male,politician,1950-03-05,Fernando,Fernando da Piedade Dias dos Santos,Fernando da Piedade Dias dos Santos,Fernando da Piedade Dias dos Santos,,Fernando da Piedade Dias dos Santos,"Сантуш, Фернанду да Пьедаде Диаш душ",Fernando da Piedade Dias dos Santos,Fernando da Piedade Dias dos Santos,Fernando da Piedade Dias dos Santos,,Fernando da Piedade Dias dos Santos,"Диаш душ Сантуш, Фернанду да Пьедаде",/m/0230l_,,,,,Fernando da Piedade Dias dos Santos,,,Fernando da Piedade Dias dos Santos,,,,,,,,,,フェルナンド・ダ・ピエダデ・ディアス・ドス・サントス,,Fernando da Piedade Dias dos Santos,フェルナンド・ダ・ピエダデ・ディアス・ドス・サントス,Fernando da Piedade Dias dos Santos,,Fernando da Piedade Dias dos Santos,Fernando da Piedade Dias dos Santos,Fernando da Piedade Dias dos Santos,Fernando da Piedade Dias dos Santos,费尔南多·达·皮耶达德·迪亚斯·多斯·桑托斯,,Fernando da Piedade Dias dos Santos,Фернанду да Пієдаде Діаз душ Сантуш,,Φερνάντο ντα Πιεντάντε Ντίας ντος Σάντος,費爾南多·達·皮耶達德·迪亞斯·多斯·桑托斯,费尔南多·达·皮耶达德·迪亚斯·多斯·桑托斯,فرناندو دا پیداده دیاز دوس سانتوس,Φερνάντο ντα Πιεντάντε Ντίας ντος Σάντος,,فرناندو دا پیداده دیاز دوس سانتوس,Фернанду да Пієдаде Діас душ Сантуш,Fernando da Piedade Dias dos Santos,,,,Fernando da Piedade Dias dos Santos,Fernando da Piedade Dias dos Santos,,,Fernando da Piedade Dias dos Santos,,Fernando da Piedade Dias dos Santos,,,费尔南多·达·皮耶达德·迪亚斯·多斯·桑托斯,費爾南多·達·皮耶達德·迪亞斯·多斯·桑托斯,费尔南多·达·皮耶达德·迪亚斯·多斯·桑托斯,費爾南多·達·皮耶達德·迪亞斯·多斯·桑托斯,,פרננדו דוש סנטוש,,Fernando da Piedade Dias dos Santos,,,فرناندو دي بييدادي دياس دوس سانتوس,,,Fernando da Piedade Dias dos Santos,,,,,,,Fernando da Piedade Dias dos Santos,,,فرناندو دي بييدادي دياس دوس سانتوس,,,Fernando da Piedade Dias dos Santos,,,,,Fernando da Piedade Dias dos Santos,פרננדו דוש סנטוש,,,,Fernando da Piedade Dias dos Santos,,,,,,Fernando da Piedade Dias dos Santos,费尔南多·达·皮耶达德·迪亚斯·多斯·桑托斯,,,,,Фернанду да Пиедаде Диаш душ Сантуш,Фернанду да Пиедаде Диаш душ Сантуш,Fernando da Piedade Dias dos Santos,Santuš Fernandu da Pjedade Diaš,फर्नान्दो दा पिएदादे दिआस दोस सान्तोस,Fernando da Piedade Dias dos Santos,फर्नान्दो दा पिएदादे दिआस दोस सान्तोस,Santuš Fernandu da Pjedade Diaš,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3179735,Joaquim Pinto de Andrade,Joaquim Pinto de Andrade,,Joaquim Pinto de Andrade,Joaquim Pinto de Andrade,,,,Joaquim Pinto de Andrade,,,Joaquim Pinto de Andrade,,male,politician,1926,Joaquim,Joaquim Pinto de Andrade,Joaquim Pinto de Andrade,Joaquim Pinto de Andrade,,,,,,Joaquim Pinto de Andrade,,,,/m/03h4lyt,Joaquim Pinto de Andrade,,,2008-02-23,,161602466,,,,0000 0001 1457 6762,,no2008029073,,,,,,ジョアキム,,,,,,,Joaquim Pinto de Andrade,,,,,,,,,,,,,,,,,,,,Joaquim Pinto de Andrade,Joaquim Pinto de Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joaquim Pinto de Andrade,,,,,,Joaquim Pinto de Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3182883,Johnny Eduardo Pinnock,Johnny Eduardo Pinnock,Johnny Eduardo Pinnock,Johnny Eduardo Pinnock,Johnny Eduardo Pinnock,,Johnny Eduardo Pinnock,,Johnny Eduardo Pinnock,,,Johnny Eduardo Pinnock,,male,politician,1946-01-19,Johnny,Johnny Eduardo Pinnock,,,,,Джонни Эдуардо Пиннок,,,Johnny Eduardo Pinnock,,,"Пиннок, Джонни Эдуардо",,,,,2000-02-26,,,,,,,,,,,,,,,,,,,,,Johnny Eduardo Pinnock,,,,,,,,,,,,,,,,,,,,,Johnny Eduardo Pinnock,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnny Eduardo Pinnock,,,,,,Johnny Eduardo Pinnock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3186515,José Pedro de Morais,José Pedro de Morais,José Pedro de Morais,José Pedro de Morais,José Pedro de Morais,,,,José Pedro de Morais,,,José Pedro de Morais,,male,economist,1955-12-20,José,José Pedro de Morais,,,,,,José Pedro de Morais,,José Pedro de Morais,,,,/m/026rlcp,,,,,,,,José Pedro de Morais,,,,,,,,,,,,,,José Pedro de Morais,,José Pedro de Morais,José Pedro de Morais,José Pedro de Morais,José Pedro de Morais,,,,,,,,,,,,,,,,,,,José Pedro de Morais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3187284,João Bernardo de Miranda,João Bernardo de Miranda,,João Bernardo de Miranda,João Bernardo de Miranda,,,,João Bernardo de Miranda,,,João Bernardo de Miranda,,male,politician,1952-07-18,João,João Bernardo de Miranda,João Bernardo de Miranda,,,,,,,João Bernardo de Miranda,,,,/m/0drqyt,,,,,,21539748,,,,0000 0000 8341 5690,,,,,,,,ジョアン・ベルナルド・デ・ミランダ,,,ジョアン・ベルナルド・デ・ミランダ,,,,João Bernardo de Miranda,,João Bernardo de Miranda,,,,,,,,,,,,,,,,,,João Bernardo de Miranda,João Bernardo de Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,João Bernardo de Miranda,,,,,,João Bernardo de Miranda,,,,,,,,,,,,,,,,,,,,João Miranda,João Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3242267,Viriato Clemente da Cruz,Viriato Clemente da Cruz,Viriato da Cruz,Viriato Clemente da Cruz,,,,Viriato da Cruz,Viriato Clemente da Cruz,,,Viriato da Cruz,,male,poet,1928-03-25,,Viriato Clemente da Cruz,Viriato Clemente da Cruz,Viriato Clemente da Cruz,,,,,Viriato da Cruz,,,,,/m/02r3q73,,,,1973-06-13,Viriato da Cruz,35850567,,,,0000 0001 1054 240X,,n84054945,,,,,,ヴィリアト・ダ・クルス,,,ヴィリアト・ダ・クルス,,,,Viriato Clemente da Cruz,,,维里亚托·达克鲁兹,,,,,,維里亞托·達克魯茲,,,,,,,,,,,Viriato Clemente da Cruz,,,,,,Viriato Clemente da Cruz,,,维里亚托·达克鲁兹,維里亞托·達克魯茲,,,,,,,,,,,,,,,,,,,Viriato Clemente da Cruz,,,,,,Viriato Clemente da Cruz,,,,,,,,,,,,,,,,,维里亚托·达克鲁兹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q369895,Isaías Samakuva,Isaías Samakuva,Isaías Samakuva,Isaías Samakuva,Isaías Samakuva,,,,Isaías Samakuva,Category:Isaías Samakuva,Isaías Samakuva,Isaías Samakuva,https://upload.wikimedia.org/wikipedia/commons/9/90/Isaias_Samakuva_April_2017.jpg,male,politician,1946-07-08,Isaías,Isaías Samakuva,Isaías Samakuva,Isaías Samakuva,ისაიას სამაკუვა,Isaías Samakuva,Исайаш Самакува,Isaías Samakuva,Isaías Samakuva,Isaías Samakuva,ისაიას სამაკუვა,Isaías Samakuva,"Самакува, Исайаш",/m/05s2_9,,,,,,,,,,,,,,,,,,,,,,,,,Isaías Samakuva,,,,,,,,,,,,,,,,,,,,Isaías Samakuva,Isaías Samakuva,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isaías Samakuva,,,,,,Isaías Samakuva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biography/Isaias-Samakuva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q373591,António Paulo Kassoma,Paulo Kassoma,Paulo Kassoma,Paulo Kassoma,Paulo Kassoma,Paulo Kassoma,,Paulo Kassoma,Paulo Kassoma,,António Paulo Kassoma,Paulo Kassoma,,male,politician,1951-06-06,Paulo,Paulo Kassoma,Paulo Kassoma,Paulo Kassoma,,Paulo Kassoma,"Кассома, Паулу",Paulo Kassoma,Paulo Kassoma,Paulo Kassoma,,Paulo Kassoma,"Кассома, Паулу",/m/04n1490,,,,,Paulo Kassoma,306468738,,Paulo Kassoma,Paulo Kassoma,0000 0004 2831 2516,,,,,,,,パウロ・カソーマ,,,パウロ・カソーマ,Paulo Kassoma,,Paulo Kassoma,Paulo Kassoma,Paulo Kassoma,Paulo Kassoma,,,Paulo Kassoma,Паулу Кассома,Paulo Kassoma,Πάουλο Κασόμα,保羅·卡索馬,保罗·卡索马,پائولو کاسوما,Πάουλο Κασόμα,Paulo Kassoma,پائولو کاسوما,Паулу Кассома,Paulo Kassoma,,,,Paulo Kassoma,Paulo Kassoma,,,,,,,,保罗·卡索马,,,,,,,,,,,,,,,,,,,,Paulo Kassoma,,,,,,Paulo Kassoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3810723,João Melo,João Melo,João Melo,João Melo,João Melo,João Melo,João Melo,João Melo,João Melo,,,Anibal João Melo,,male,writer,1955-09-05,João,Anibal João Melo,João Melo,João Melo,,,,,,,,,,/m/012r5ml9,,,,,,,,João Melo,João Melo,0000 0001 2132 8222,,n89656345,,,,,,,,João Melo,,,,,João Melo,,,,,,,,,,,,,,,,,,,,João Melo,João Melo,,,,,,,,,,,,,,,,,,,,,,,,,,,,João Melo,,,,,,João Melo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3867136,Ilídio Machado,Ilídio Machado,,Ilídio Machado,Ilídio Machado,,,,Ilídio Machado,,,Ilídio Machado,,male,politician,1914-12-17,,Ilídio Machado,Ilídio Machado,Ilídio Machado,,,,,,,,,,,,,,1983-08-28,,,,,,,,,,,,,,イリディオ・マチャド,,,,,,,Ilídio Machado,,,,,,,,,,,,,,,,,,,,Ilídio Machado,Ilídio Machado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q467347,Kimpa Vita,Dona Beatriz Kimpa Vita,Kimpa Vita,Kimpa Vita,Kimpa Vita,,,Kimpa Vita,Dona Beatriz Kimpa Vita,,Kimpa Vita,Kimpa Vita,,female,politician,1684,,Kimpa Vita,Dona Beatriz Kimpa Vita,Kimpa Vita,,Kimpa Vita,,,Kimpa Vita,Kimpa Vita,,Kimpa Vita,,/m/080hp5,,,,1706-07-02,Kimpa Vita,31287782,,,,0000 0000 7859 8883,119158930,n97112740,,,,119429284,1856399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,קימפה ויטה,,,,Kimpa Vita,,,,,,,,,,,Beatriz Kimpa Vita,,,,,,Beatriz Kimpa Vita,,,,,,,,,,,,,,,,,,,,,,,,Beatriz Kimpa Vita,,,Beatriz Kimpa Vita,,,Kimpa Mvita,Kimpa Mvita,cnp00548772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4689381,Afonso Pedro Canga,Afonso Pedro Canga,Afonso Pedro Canga,Afonso Pedro Canga,Afonso Pedro Canga,,Afonso Pedro Canga,,Afonso Pedro Canga,,,Afonso Pedro Canga,,male,politician,1959-02-10,Afonso,Afonso Pedro Canga,Afonso Pedro Canga,Afonso Pedro Canga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Afonso Pedro Canga,,,,,,,,,,,,,,,,,,,,Afonso Pedro Canga,Afonso Pedro Canga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4689392,Afonso Van-Dúnem M’Binda,Afonso Van-Dunem,Afonso Van-Dunem,Afonso Van-Dunem,Afonso Van-Dunem,,,,Afonso Van-Dunem,,Afonso Van-Dúnem M’Binda,Afonso Van-Dunem,,male,politician,1941-09-07,Afonso,Afonso Van-Dunem,,,,,"Ван-Дунем, Афонсу",Afonso Van-Dunem,,,,,"Ван-Дунем, Афонсу",,Afonso Van-Dunem,,,2014-11-14,,,,,,,,,,,,,,,,,,,,,Afonso Van-Dúnem M'Binda,,Afonso Van-Dúnem M'Binda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Afonso Van-Dúnem M'Binda,,,,,,Afonso Van-Dúnem M'Binda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4694559,Aguinaldo Jaime,Aguinaldo Jaime,Aguinaldo Jaime,Aguinaldo Jaime,,,,,Aguinaldo Jaime,,Aguinaldo Jaime,Aguinaldo Jaime,,male,economist,1956,Aguinaldo,Aguinaldo Jaime,,,,,,Aguinaldo Jaime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aguinaldo Jaime,Aguinaldo Jaime,Aguinaldo Jaime,,,,,,,,,,,,,,,,,,,,Aguinaldo Jaime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4726210,Aliceres Mango,Aliceres Mango,Aliceres Mango,Aliceres Mango,Adolosi Mango Paulo Alicerces,,Aliceres Mango,,Aliceres Mango,,,Aliceres Mango,https://upload.wikimedia.org/wikipedia/commons/a/ad/Alicerces_Mango.jpg,male,politician,1953-03-24,,Adolosi Mango Paulo Alicerces,Adolosi Mango Paulo Alicerces,Adolosi Mango Paulo Alicerces,,,,,,,,,,,,,,1992-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aliceres Mango,,,,,,Alicerces Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4733786,Almerindo Jaka Jamba,Almerindo Jaka Jamba,Almerindo Jaka Jamba,Almerindo Jaka Jamba,Almerindo Jaka Jamba,,,,Almerindo Jaka Jamba,,,Almerindo Jaka Jamba,,male,politician,1949-03-21,,Almerindo Jaka Jamba,Almerindo Jaka Jamba,,,,,,,Almerindo Jaka Jamba,,,,,,,,2018-04-01,,,,,,,,,,,,,,,,,,,,,Almerindo Jaka Jamba,,,,,,,,,,,,,,,,,,,,Almerindo Jaka Jamba,Almerindo Jaka Jamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4750344,Ana Dias Lourenço,Ana Dias Lourenço,,Ana Dias Lourenço,,,,,Ana Dias Lourenço,,,Ana Dias Lourenço,,female,politician,1957-04-13,Ana,Ana Dias Lourenço,Ana Dias Lourenço,Ana Dias Lourenço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ana Dias Lourenço,,,,,,,,,,,,,,,,,,,,Ana Dias Lourenço,Ana Dias Lourenço,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
