id,birth_date,birth_place,area,area_id,email,website,image,source,name__en,sort_name__en,family_name__en,given_name__en,name__bg,sort_name__bg,family_name__bg,given_name__bg,name,start_date,end_date,party,term,identifier__parliament_bg
2711,1983-02-14,"Srednogorie, Bulgaria",СОФИЯ ОБЛАСТ,26,lalo.kirilov@parliament.bg,"",http://www.parliament.bg/images/Assembly/2711.png,http://www.parliament.bg/export.php/bg/xml/MP/2711,LALO GEORGIEV KIRILOV,KIRILOV LALO,KIRILOV,LALO,ЛАЛО ГЕОРГИЕВ КИРИЛОВ,КИРИЛОВ ЛАЛО,КИРИЛОВ,ЛАЛО,ЛАЛО ГЕОРГИЕВ КИРИЛОВ,2017-04-19,,"Parliamentary Group ""BSP for Bulgaria""",44,2711
2712,1955-08-18,"Sofia, Bulgaria",СОФИЯ ОБЛАСТ,26,albena.naydenova@parliament.bg,"",http://www.parliament.bg/images/Assembly/2712.png,http://www.parliament.bg/export.php/bg/xml/MP/2712,ALBENA VLADIMIROVA NAYDENOVA,NAYDENOVA ALBENA,NAYDENOVA,ALBENA,АЛБЕНА ВЛАДИМИРОВА НАЙДЕНОВА,НАЙДЕНОВА АЛБЕНА,НАЙДЕНОВА,АЛБЕНА,АЛБЕНА ВЛАДИМИРОВА НАЙДЕНОВА,2017-04-19,,"Parliamentary group of PP ""Volya""",44,2712
2715,1973-06-06,"Stara Zagora, Bulgaria",СТАРА ЗАГОРА,27,boris.karchev@parliament.bg,"",http://www.parliament.bg/images/Assembly/2715.png,http://www.parliament.bg/export.php/bg/xml/MP/2715,BORIS PETKOV KARCHEV,KARCHEV BORIS,KARCHEV,BORIS,БОРИС ПЕТКОВ КЪРЧЕВ,КЪРЧЕВ БОРИС,КЪРЧЕВ,БОРИС,БОРИС ПЕТКОВ КЪРЧЕВ,2017-04-19,,"Parliamentary group of PP ""GERB""",44,2715
2716,1957-06-05,",",СТАРА ЗАГОРА,27,emil.hristov@parliament.bg,"",http://www.parliament.bg/images/Assembly/2716.png,http://www.parliament.bg/export.php/bg/xml/MP/2716,EMIL MARINOV HRISTOV,HRISTOV EMIL,HRISTOV,EMIL,ЕМИЛ МАРИНОВ ХРИСТОВ,ХРИСТОВ ЕМИЛ,ХРИСТОВ,ЕМИЛ,ЕМИЛ МАРИНОВ ХРИСТОВ,2017-04-19,2017-11-23,"Parliamentary group of PP ""GERB""",44,2716
2718,1985-07-22,"Stara Zagora, Bulgaria",СТАРА ЗАГОРА,27,radostin.tanev@parliament.bg,"",http://www.parliament.bg/images/Assembly/2718.png,http://www.parliament.bg/export.php/bg/xml/MP/2718,RADOSTIN RADOSLAVOV TANEV,TANEV RADOSTIN,TANEV,RADOSTIN,РАДОСТИН РАДОСЛАВОВ ТАНЕВ,ТАНЕВ РАДОСТИН,ТАНЕВ,РАДОСТИН,РАДОСТИН РАДОСЛАВОВ ТАНЕВ,2017-04-19,,"Parliamentary group of PP ""GERB""",44,2718
2720,1965-04-15,"Kazanlak, Bulgaria",СТАРА ЗАГОРА,27,donka.simeonova@parliament.bg,"",http://www.parliament.bg/images/Assembly/2720.png,http://www.parliament.bg/export.php/bg/xml/MP/2720,DONKA DIMOVA SIMEONOVA,SIMEONOVA DONKA,SIMEONOVA,DONKA,ДОНКА ДИМОВА СИМЕОНОВА,СИМЕОНОВА ДОНКА,СИМЕОНОВА,ДОНКА,ДОНКА ДИМОВА СИМЕОНОВА,2017-04-19,,"Parliamentary Group ""BSP for Bulgaria""",44,2720
2725,1967-01-18,"Sofia, Bulgaria",ТЪРГОВИЩЕ,28,"","",http://www.parliament.bg/images/Assembly/2725.png,http://www.parliament.bg/export.php/bg/xml/MP/2725,TEMENUZHKA PETROVA PETKOVA,PETKOVA TEMENUZHKA,PETKOVA,TEMENUZHKA,ТЕМЕНУЖКА ПЕТРОВА ПЕТКОВА,ПЕТКОВА ТЕМЕНУЖКА,ПЕТКОВА,ТЕМЕНУЖКА,ТЕМЕНУЖКА ПЕТРОВА ПЕТКОВА,2017-04-19,2017-05-04,"Parliamentary group of PP ""GERB""",44,2725
2726,1983-11-04,"Dobrich, Bulgaria",СТАРА ЗАГОРА,27,krastina.taskova@parliament.bg,"",http://www.parliament.bg/images/Assembly/2726.png,http://www.parliament.bg/export.php/bg/xml/MP/2726,KRASTINA NIKOLOVA TASKOVA,TASKOVA KRASTINA,TASKOVA,KRASTINA,КРЪСТИНА НИКОЛОВА ТАСКОВА,ТАСКОВА КРЪСТИНА,ТАСКОВА,КРЪСТИНА,КРЪСТИНА НИКОЛОВА ТАСКОВА,2017-04-19,,"Parliamentary group of PP ""Volya""",44,2726
2727,1958-09-28,"Karnobat, Bulgaria",ТЪРГОВИЩЕ,28,svetla.piralkova@parliament.bg,"",http://www.parliament.bg/images/Assembly/2727.png,http://www.parliament.bg/export.php/bg/xml/MP/2727,SVETLA MARINOVA BACHVAROVA-PIRALKOVA,BACHVAROVA-PIRALKOVA SVETLA,BACHVAROVA-PIRALKOVA,SVETLA,СВЕТЛА МАРИНОВА БЪЧВАРОВА-ПИРАЛКОВА,БЪЧВАРОВА-ПИРАЛКОВА СВЕТЛА,БЪЧВАРОВА-ПИРАЛКОВА,СВЕТЛА,СВЕТЛА МАРИНОВА БЪЧВАРОВА-ПИРАЛКОВА,2017-04-19,,"Parliamentary Group ""BSP for Bulgaria""",44,2727
2728,1973-03-28,"Targovishte, Bulgaria",ТЪРГОВИЩЕ,28,taner.ali@parliament.bg,"",http://www.parliament.bg/images/Assembly/2728.png,http://www.parliament.bg/export.php/bg/xml/MP/2728,TANER MEHMED ALI,ALI TANER,ALI,TANER,ТАНЕР МЕХМЕД АЛИ,АЛИ ТАНЕР,АЛИ,ТАНЕР,ТАНЕР МЕХМЕД АЛИ,2017-04-19,," Parliamentary Group ""Movement for Rights and Freedoms""",44,2728
2729,1983-05-19,"Razlog, Bulgaria",БЛАГОЕВГРАД,1,aleksandar.matsurev@parliament.bg,"",http://www.parliament.bg/images/Assembly/2729.png,http://www.parliament.bg/export.php/bg/xml/MP/2729,ALEKSANDAR IVANOV MATSUREV,MATSUREV ALEKSANDAR,MATSUREV,ALEKSANDAR,АЛЕКСАНДЪР ИВАНОВ МАЦУРЕВ,МАЦУРЕВ АЛЕКСАНДЪР,МАЦУРЕВ,АЛЕКСАНДЪР,АЛЕКСАНДЪР ИВАНОВ МАЦУРЕВ,2017-04-19,,"Parliamentary group of PP ""GERB""",44,2729
2730,1975-07-29,"Petrich, Bulgaria",БЛАГОЕВГРАД,1,georgi.dinev@parliament.bg,"",http://www.parliament.bg/images/Assembly/2730.png,http://www.parliament.bg/export.php/bg/xml/MP/2730,GEORGI ZAPREV DINEV,DINEV GEORGI,DINEV,GEORGI,ГЕОРГИ ЗАПРЕВ ДИНЕВ,ДИНЕВ ГЕОРГИ,ДИНЕВ,ГЕОРГИ,ГЕОРГИ ЗАПРЕВ ДИНЕВ,2017-04-19,,"Parliamentary group of PP ""GERB""",44,2730
2731,1988-02-28,"Blagoevgrad, Bulgaria",БЛАГОЕВГРАД,1,stefan.apostolov@parliament.bg,"",http://www.parliament.bg/images/Assembly/2731.png,http://www.parliament.bg/export.php/bg/xml/MP/2731,STEFAN APOSTOLOV APOSTOLOV,APOSTOLOV STEFAN,APOSTOLOV,STEFAN,СТЕФАН АПОСТОЛОВ АПОСТОЛОВ,АПОСТОЛОВ СТЕФАН,АПОСТОЛОВ,СТЕФАН,СТЕФАН АПОСТОЛОВ АПОСТОЛОВ,2017-04-19,,"Parliamentary group of PP ""GERB""",44,2731
2732,1976-04-28,",",БЛАГОЕВГРАД,1,"","",http://www.parliament.bg/images/Assembly/2732.png,http://www.parliament.bg/export.php/bg/xml/MP/2732,ALEKSANDER DIMITROV MANOLEV,MANOLEV ALEKSANDER, MANOLEV,ALEKSANDER,АЛЕКСАНДЪР ДИМИТРОВ МАНОЛЕВ,МАНОЛЕВ АЛЕКСАНДЪР,МАНОЛЕВ,АЛЕКСАНДЪР,АЛЕКСАНДЪР ДИМИТРОВ МАНОЛЕВ,2017-04-19,2017-05-05,"Parliamentary group of PP ""GERB""",44,2732
2734,1942-05-20,"Sofia, Bulgaria",БЛАГОЕВГРАД,1,toma.tomov@parliament.bg,"",http://www.parliament.bg/images/Assembly/2734.png,http://www.parliament.bg/export.php/bg/xml/MP/2734,TOMA NIKOLOV TOMOV,TOMOV TOMA,TOMOV,TOMA,ТОМА НИКОЛОВ ТОМОВ,ТОМОВ ТОМА,ТОМОВ,ТОМА,ТОМА НИКОЛОВ ТОМОВ,2017-04-19,,"Parliamentary Group ""BSP for Bulgaria""",44,2734
2735,1971-12-24,"Blagoevgrad, Bulgaria",БЛАГОЕВГРАД,1,nikolay.boshkilov@parliament.bg,"",http://www.parliament.bg/images/Assembly/2735.png,http://www.parliament.bg/export.php/bg/xml/MP/2735,NIKOLAY KRASTEV BOSHKILOV,BOSHKILOV NIKOLAY,BOSHKILOV,NIKOLAY,НИКОЛАЙ КРЪСТЕВ БОШКИЛОВ,БОШКИЛОВ НИКОЛАЙ,БОШКИЛОВ,НИКОЛАЙ,НИКОЛАЙ КРЪСТЕВ БОШКИЛОВ,2017-04-19,,"Parliamentary Group ""BSP for Bulgaria""",44,2735
2736,1980-04-30,"Sofia, Bulgaria",БЛАГОЕВГРАД,1,bogdan.botsev@parliament.bg,"",http://www.parliament.bg/images/Assembly/2736.png,http://www.parliament.bg/export.php/bg/xml/MP/2736,BOGDAN EMILOV BOTSEV,BOTSEV BOGDAN,BOTSEV,BOGDAN,БОГДАН ЕМИЛОВ БОЦЕВ,БОЦЕВ БОГДАН,БОЦЕВ,БОГДАН,БОГДАН ЕМИЛОВ БОЦЕВ,2017-04-19,,"Parliamentary Group ""BSP for Bulgaria""",44,2736
2739,1973-10-26,",",БЛАГОЕВГРАД,1,elhan.kalkov@parliament.bg,"",http://www.parliament.bg/images/Assembly/2739.png,http://www.parliament.bg/export.php/bg/xml/MP/2739,ELHAN MEHMEDOV KALKOV,KALKOV ELHAN,KALKOV,ELHAN,ЕЛХАН МЕХМЕДОВ КЪЛКОВ,КЪЛКОВ ЕЛХАН,КЪЛКОВ,ЕЛХАН,ЕЛХАН МЕХМЕДОВ КЪЛКОВ,2017-04-19,," Parliamentary Group ""Movement for Rights and Freedoms""",44,2739
2741,1963-05-06,"TSarevo, Bulgaria",БУРГАС,2,diana.savateva@parliament.bg,"",http://www.parliament.bg/images/Assembly/2741.png,http://www.parliament.bg/export.php/bg/xml/MP/2741,DIANA DIMOVA SAVATEVA,SAVATEVA DIANA,SAVATEVA,DIANA,ДИАНА ДИМОВА САВАТЕВА,САВАТЕВА ДИАНА,САВАТЕВА,ДИАНА,ДИАНА ДИМОВА САВАТЕВА,2017-04-19,,"Parliamentary group of PP ""GERB""",44,2741
2742,1971-07-09,"Pomorie, Bulgaria",БУРГАС,2,asya.peeva@parliament.bg,"",http://www.parliament.bg/images/Assembly/2742.png,http://www.parliament.bg/export.php/bg/xml/MP/2742,ASYA ATANASOVA PEEVA,PEEVA ASYA,PEEVA,ASYA,АСЯ АТАНАСОВА ПЕЕВА,ПЕЕВА АСЯ,ПЕЕВА,АСЯ,АСЯ АТАНАСОВА ПЕЕВА,2017-04-19,,"Parliamentary group of PP ""GERB""",44,2742
2745,1982-08-04,"Burgas, Bulgaria",БУРГАС,2,zhecho.stankov@parliament.bg,"",http://www.parliament.bg/images/Assembly/2745.png,http://www.parliament.bg/export.php/bg/xml/MP/2745,ZHECHO DONCHEV STANKOV,STANKOV ZHECHO,STANKOV,ZHECHO,ЖЕЧО ДОНЧЕВ СТАНКОВ,СТАНКОВ ЖЕЧО,СТАНКОВ,ЖЕЧО,ЖЕЧО ДОНЧЕВ СТАНКОВ,2017-04-19,2017-05-05,"Parliamentary group of PP ""GERB""",44,2745
2747,1952-06-05,"TSarevo, Bulgaria",БУРГАС,2,dimitar.stoyanov@parliament.bg,"",http://www.parliament.bg/images/Assembly/2747.png,http://www.parliament.bg/export.php/bg/xml/MP/2747,DIMITAR STOYANOV STOYANOV,STOYANOV DIMITAR,STOYANOV,DIMITAR,ДИМИТЪР СТОЯНОВ СТОЯНОВ,СТОЯНОВ ДИМИТЪР,СТОЯНОВ,ДИМИТЪР,ДИМИТЪР СТОЯНОВ СТОЯНОВ,2017-04-19,,"Parliamentary Group ""BSP for Bulgaria""",44,2747
2748,1970-07-03,"Dobrich, Bulgaria",БУРГАС,2,yordan.apostolov@parliament.bg,"",http://www.parliament.bg/images/Assembly/2748.png,http://www.parliament.bg/export.php/bg/xml/MP/2748,YORDAN APOSTOLOV APOSTOLOV,APOSTOLOV YORDAN,APOSTOLOV,YORDAN,ЙОРДАН АПОСТОЛОВ АПОСТОЛОВ,АПОСТОЛОВ ЙОРДАН,АПОСТОЛОВ,ЙОРДАН,ЙОРДАН АПОСТОЛОВ АПОСТОЛОВ,2017-04-19,,"Parliamentary Group ""United Patriots""",44,2748
2749,1973-04-11,"Karnobat, Bulgaria",БУРГАС,2,todor.baychev@parliament.bg,"",http://www.parliament.bg/images/Assembly/2749.png,http://www.parliament.bg/export.php/bg/xml/MP/2749,TODOR BAYCHEV BAYCHEV,BAYCHEV TODOR,BAYCHEV,TODOR,ТОДОР БАЙЧЕВ БАЙЧЕВ,БАЙЧЕВ ТОДОР,БАЙЧЕВ,ТОДОР,ТОДОР БАЙЧЕВ БАЙЧЕВ,2017-04-19,,"Parliamentary Group ""BSP for Bulgaria""",44,2749
2750,1975-09-14,"Burgas, Bulgaria",БУРГАС,2,nikolay.tishev@parliament.bg,"",http://www.parliament.bg/images/Assembly/2750.png,http://www.parliament.bg/export.php/bg/xml/MP/2750,NIKOLAY ASENOV TISHEV,TISHEV NIKOLAY,TISHEV,NIKOLAY,НИКОЛАЙ АСЕНОВ ТИШЕВ,ТИШЕВ НИКОЛАЙ,ТИШЕВ,НИКОЛАЙ,НИКОЛАЙ АСЕНОВ ТИШЕВ,2017-04-19,,"Parliamentary Group ""BSP for Bulgaria""",44,2750
2753,1972-05-31,"Nesebar, Bulgaria",БУРГАС,2,angel.isaev@parliament.bg,"",http://www.parliament.bg/images/Assembly/2753.png,http://www.parliament.bg/export.php/bg/xml/MP/2753,ANGEL ILIEV ISAEV,ISAEV ANGEL,ISAEV,ANGEL,АНГЕЛ ИЛИЕВ ИСАЕВ,ИСАЕВ АНГЕЛ,ИСАЕВ,АНГЕЛ,АНГЕЛ ИЛИЕВ ИСАЕВ,2017-04-19,,Non- members of Parliamentary Groups,44,2753
2756,1961-04-07,"Veliko Tarnovo, Bulgaria",ВАРНА,3,tanya.petrova@parliament.bg,"",http://www.parliament.bg/images/Assembly/2756.png,http://www.parliament.bg/export.php/bg/xml/MP/2756,TANYA TODOROVA PETROVA,PETROVA TANYA,PETROVA,TANYA,ТАНЯ ТОДОРОВА ПЕТРОВА,ПЕТРОВА ТАНЯ,ПЕТРОВА,ТАНЯ,ТАНЯ ТОДОРОВА ПЕТРОВА,2017-04-19,,"Parliamentary group of PP ""GERB""",44,2756
2757,1972-10-23,"Varna, Bulgaria",ВАРНА,3,"","",http://www.parliament.bg/images/Assembly/2757.png,http://www.parliament.bg/export.php/bg/xml/MP/2757,STOYAN HRISTOV PASEV,PASEV STOYAN,PASEV,STOYAN,СТОЯН ХРИСТОВ ПАСЕВ,ПАСЕВ СТОЯН,ПАСЕВ,СТОЯН,СТОЯН ХРИСТОВ ПАСЕВ,2017-04-19,2017-05-05,"Parliamentary group of PP ""GERB""",44,2757
2760,1965-08-08,"Dragoevo, Bulgaria",ВАРНА,3,ivan.ivanov@parliament.bg,"",http://www.parliament.bg/images/Assembly/2760.png,http://www.parliament.bg/export.php/bg/xml/MP/2760,IVAN DIMOV IVANOV,IVANOV IVAN,IVANOV,IVAN,ИВАН ДИМОВ ИВАНОВ,ИВАНОВ ИВАН,ИВАНОВ,ИВАН,ИВАН ДИМОВ ИВАНОВ,2017-04-19,,"Parliamentary Group ""BSP for Bulgaria""",44,2760
2768,1967-07-06,"Varna, Bulgaria",ВАРНА,3,andon.donchev@parliament.bg,"",http://www.parliament.bg/images/Assembly/2768.png,http://www.parliament.bg/export.php/bg/xml/MP/2768,ANDON DIMOV DONCHEV,DONCHEV ANDON,DONCHEV,ANDON,АНДОН ДИМОВ ДОНЧЕВ,ДОНЧЕВ АНДОН,ДОНЧЕВ,АНДОН,АНДОН ДИМОВ ДОНЧЕВ,2017-04-19,,"Parliamentary group of PP ""Volya""",44,2768
2771,1985-05-30,"Dobrich, Bulgaria",ВЕЛИКО ТЪРНОВО,4,stanislava.stoyanova@parliament.bg,"",http://www.parliament.bg/images/Assembly/2771.png,http://www.parliament.bg/export.php/bg/xml/MP/2771,STANISLAVA KRASIMIROVA STOYANOVA,STOYANOVA STANISLAVA,STOYANOVA,STANISLAVA,СТАНИСЛАВА КРАСИМИРОВА СТОЯНОВА,СТОЯНОВА СТАНИСЛАВА,СТОЯНОВА,СТАНИСЛАВА,СТАНИСЛАВА КРАСИМИРОВА СТОЯНОВА,2017-04-19,,"Parliamentary group of PP ""GERB""",44,2771
2772,1977-03-23,"Svishtov, Bulgaria",ВЕЛИКО ТЪРНОВО,4,valentin.lambev@parliament.bg,"",http://www.parliament.bg/images/Assembly/2772.png,http://www.parliament.bg/export.php/bg/xml/MP/2772,VALENTIN GEORGIEV LAMBEV,LAMBEV VALENTIN,LAMBEV,VALENTIN,ВАЛЕНТИН ГЕОРГИЕВ ЛАМБЕВ,ЛАМБЕВ ВАЛЕНТИН,ЛАМБЕВ,ВАЛЕНТИН,ВАЛЕНТИН ГЕОРГИЕВ ЛАМБЕВ,2017-04-19,,"Parliamentary Group ""BSP for Bulgaria""",44,2772
2773,1990-02-11,"Gorna Oryahovitsa, Bulgaria",ВЕЛИКО ТЪРНОВО,4,yavor.bozhankov@parliament.bg,"",http://www.parliament.bg/images/Assembly/2773.png,http://www.parliament.bg/export.php/bg/xml/MP/2773,YAVOR RUMENOV BOZHANKOV,BOZHANKOV YAVOR,BOZHANKOV,YAVOR,ЯВОР РУМЕНОВ БОЖАНКОВ,БОЖАНКОВ ЯВОР,БОЖАНКОВ,ЯВОР,ЯВОР РУМЕНОВ БОЖАНКОВ,2017-04-19,,"Parliamentary Group ""BSP for Bulgaria""",44,2773
2774,1964-05-20,"Veliko Tarnovo, Bulgaria",ВЕЛИКО ТЪРНОВО,4,vessela.letcheva@parliament.bg,"",http://www.parliament.bg/images/Assembly/2774.png,http://www.parliament.bg/export.php/bg/xml/MP/2774,VESSELA NIKOLAEVA LETCHEVA,LETCHEVA VESSELA,LETCHEVA,VESSELA,ВЕСЕЛА НИКОЛАЕВА ЛЕЧЕВА,ЛЕЧЕВА ВЕСЕЛА,ЛЕЧЕВА,ВЕСЕЛА,ВЕСЕЛА НИКОЛАЕВА ЛЕЧЕВА,2017-04-19,2017-10-19,"Parliamentary Group ""BSP for Bulgaria""",44,2774
2774,1964-05-20,"Veliko Tarnovo, Bulgaria",ВЕЛИКО ТЪРНОВО,4,vessela.letcheva@parliament.bg,"",http://www.parliament.bg/images/Assembly/2774.png,http://www.parliament.bg/export.php/bg/xml/MP/2774,VESSELA NIKOLAEVA LETCHEVA,LETCHEVA VESSELA,LETCHEVA,VESSELA,ВЕСЕЛА НИКОЛАЕВА ЛЕЧЕВА,ЛЕЧЕВА ВЕСЕЛА,ЛЕЧЕВА,ВЕСЕЛА,ВЕСЕЛА НИКОЛАЕВА ЛЕЧЕВА,2017-10-19,,"Parliamentary Group ""BSP for Bulgaria""",44,2774
2776,1955-01-25,",",ВЕЛИКО ТЪРНОВО,4,simeon.simeonov@parliament.bg,"",http://www.parliament.bg/images/Assembly/2776.png,http://www.parliament.bg/export.php/bg/xml/MP/2776,SIMEON HRISTOV SIMEONOV,SIMEONOV SIMEON,SIMEONOV,SIMEON,СИМЕОН ХРИСТОВ СИМЕОНОВ,СИМЕОНОВ СИМЕОН,СИМЕОНОВ,СИМЕОН,СИМЕОН ХРИСТОВ СИМЕОНОВ,2017-04-19,," Parliamentary Group ""Movement for Rights and Freedoms""",44,2776
2778,1961-07-07,"Kriva Bara, Bulgaria",ВИДИН,5,rosen.ivanov@parliament.bg,"",http://www.parliament.bg/images/Assembly/2778.png,http://www.parliament.bg/export.php/bg/xml/MP/2778,ROSEN ZHIVKOV IVANOV,IVANOV ROSEN,IVANOV,ROSEN,РОСЕН ЖИВКОВ ИВАНОВ,ИВАНОВ РОСЕН,ИВАНОВ,РОСЕН,РОСЕН ЖИВКОВ ИВАНОВ,2017-04-19,,"Parliamentary Group ""United Patriots""",44,2778
2779,1967-04-24,"Vidin, Bulgaria",ВИДИН,5,tsvetan.topchiev@parliament.bg,"",http://www.parliament.bg/images/Assembly/2779.png,http://www.parliament.bg/export.php/bg/xml/MP/2779,TSVETAN BORISOV TOPCHIEV,TOPCHIEV TSVETAN,TOPCHIEV,TSVETAN,ЦВЕТАН БОРИСОВ ТОПЧИЕВ,ТОПЧИЕВ ЦВЕТАН,ТОПЧИЕВ,ЦВЕТАН,ЦВЕТАН БОРИСОВ ТОПЧИЕВ,2017-04-19,,"Parliamentary Group ""BSP for Bulgaria""",44,2779
2783,1953-05-19,"Gita, Bulgaria",ВРАЦА,6,ivan.genov@parliament.bg,"",http://www.parliament.bg/images/Assembly/2783.png,http://www.parliament.bg/export.php/bg/xml/MP/2783,IVAN KIROV GENOV,GENOV IVAN,GENOV,IVAN,ИВАН КИРОВ ГЕНОВ,ГЕНОВ ИВАН,ГЕНОВ,ИВАН,ИВАН КИРОВ ГЕНОВ,2017-04-19,,"Parliamentary Group ""BSP for Bulgaria""",44,2783
2784,1968-10-23,"Sofia, Bulgaria",ВРАЦА,6,nikolay.ivanov@parliament.bg,"",http://www.parliament.bg/images/Assembly/2784.png,http://www.parliament.bg/export.php/bg/xml/MP/2784,NIKOLAY GEORGIEV IVANOV,IVANOV NIKOLAY,IVANOV,NIKOLAY,НИКОЛАЙ ГЕОРГИЕВ ИВАНОВ,ИВАНОВ НИКОЛАЙ,ИВАНОВ,НИКОЛАЙ,НИКОЛАЙ ГЕОРГИЕВ ИВАНОВ,2017-04-19,,"Parliamentary Group ""BSP for Bulgaria""",44,2784
2788,1970-12-06,"Veliko Tarnovo, Bulgaria",ГАБРОВО,7,nikolay.sirakov@parliament.bg,"",http://www.parliament.bg/images/Assembly/2788.png,http://www.parliament.bg/export.php/bg/xml/MP/2788,NIKOLAY TSVETANOV SIRAKOV,SIRAKOV NIKOLAY,SIRAKOV,NIKOLAY,НИКОЛАЙ ЦВЕТАНОВ СИРАКОВ,СИРАКОВ НИКОЛАЙ,СИРАКОВ,НИКОЛАЙ,НИКОЛАЙ ЦВЕТАНОВ СИРАКОВ,2017-04-19,,"Parliamentary group of PP ""GERB""",44,2788
2790,1972-04-04,"Stara Zagora, Bulgaria",ГАБРОВО,7,boris.borisov@parliament.bg,"",http://www.parliament.bg/images/Assembly/2790.png,http://www.parliament.bg/export.php/bg/xml/MP/2790,BORIS VANGELOV BORISOV,BORISOV BORIS,BORISOV,BORIS,БОРИС ВАНГЕЛОВ БОРИСОВ,БОРИСОВ БОРИС,БОРИСОВ,БОРИС,БОРИС ВАНГЕЛОВ БОРИСОВ,2017-04-19,,"Parliamentary Group ""United Patriots""",44,2790
2793,1978-08-09,"Dobrich, Bulgaria",ДОБРИЧ,8,daniel.yordanov@parliament.bg,"",http://www.parliament.bg/images/Assembly/2793.png,http://www.parliament.bg/export.php/bg/xml/MP/2793,DANIEL PETKOV YORDANOV,YORDANOV DANIEL,YORDANOV,DANIEL,ДАНИЕЛ ПЕТКОВ ЙОРДАНОВ,ЙОРДАНОВ ДАНИЕЛ,ЙОРДАНОВ,ДАНИЕЛ,ДАНИЕЛ ПЕТКОВ ЙОРДАНОВ,2017-04-19,,"Parliamentary Group ""BSP for Bulgaria""",44,2793
2795,1975-07-28,"Dobrich, Bulgaria",ДОБРИЧ,8,yordan.yordanov@parliament.bg,"",http://www.parliament.bg/images/Assembly/2795.png,http://www.parliament.bg/export.php/bg/xml/MP/2795,YORDAN ILIEV YORDANOV,YORDANOV YORDAN,YORDANOV,YORDAN,ЙОРДАН ИЛИЕВ ЙОРДАНОВ,ЙОРДАНОВ ЙОРДАН,ЙОРДАНОВ,ЙОРДАН,ЙОРДАН ИЛИЕВ ЙОРДАНОВ,2017-04-19,,"Parliamentary Group ""United Patriots""",44,2795
2799,1977-07-11,"Stara Zagora, Bulgaria",КЪРДЖАЛИ,9,aleksandar.simov@parliament.bg,"",http://www.parliament.bg/images/Assembly/2799.png,http://www.parliament.bg/export.php/bg/xml/MP/2799,ALEKSANDAR TIHOMIROV SIMOV,SIMOV ALEKSANDAR,SIMOV,ALEKSANDAR,АЛЕКСАНДЪР ТИХОМИРОВ СИМОВ,СИМОВ АЛЕКСАНДЪР,СИМОВ,АЛЕКСАНДЪР,АЛЕКСАНДЪР ТИХОМИРОВ СИМОВ,2017-04-19,,"Parliamentary Group ""BSP for Bulgaria""",44,2799
2800,1973-04-17,",",КЪРДЖАЛИ,9,erol.mehmed@parliament.bg,"",http://www.parliament.bg/images/Assembly/2800.png,http://www.parliament.bg/export.php/bg/xml/MP/2800,EROL OSMAN MEHMED,MEHMED EROL,MEHMED,EROL,ЕРОЛ ОСМАН МЕХМЕД,МЕХМЕД ЕРОЛ,МЕХМЕД,ЕРОЛ,ЕРОЛ ОСМАН МЕХМЕД,2017-04-19,," Parliamentary Group ""Movement for Rights and Freedoms""",44,2800
2801,1969-11-24,"Kardzhali, Bulgaria",КЪРДЖАЛИ,9,adlen.shevked@parliament.bg,"",http://www.parliament.bg/images/Assembly/2801.png,http://www.parliament.bg/export.php/bg/xml/MP/2801,ADLEN SHUKRI SHEVKED,SHEVKED ADLEN,SHEVKED,ADLEN,АДЛЕН ШУКРИ ШЕВКЕД,ШЕВКЕД АДЛЕН,ШЕВКЕД,АДЛЕН,АДЛЕН ШУКРИ ШЕВКЕД,2017-04-19,," Parliamentary Group ""Movement for Rights and Freedoms""",44,2801
2804,1971-12-17,"Bobov dol, Bulgaria",КЮСТЕНДИЛ,10,ivaylo.konstantinov@parliament.bg,"",http://www.parliament.bg/images/Assembly/2804.png,http://www.parliament.bg/export.php/bg/xml/MP/2804,IVAYLO LUBENOV KONSTANTINOV,KONSTANTINOV IVAYLO,KONSTANTINOV,IVAYLO,ИВАЙЛО ЛЮБЕНОВ КОНСТАНТИНОВ,КОНСТАНТИНОВ ИВАЙЛО,КОНСТАНТИНОВ,ИВАЙЛО,ИВАЙЛО ЛЮБЕНОВ КОНСТАНТИНОВ,2017-04-19,2017-12-20,"Parliamentary group of PP ""GERB""",44,2804
2807,1968-05-03,"Sofia, Bulgaria",МОНТАНА,12,atanas.kostadinov@parliament.bg,"",http://www.parliament.bg/images/Assembly/2807.png,http://www.parliament.bg/export.php/bg/xml/MP/2807,ATANAS PETROV KOSTADINOV,KOSTADINOV ATANAS,KOSTADINOV,ATANAS,АТАНАС ПЕТРОВ КОСТАДИНОВ,КОСТАДИНОВ АТАНАС,КОСТАДИНОВ,АТАНАС,АТАНАС ПЕТРОВ КОСТАДИНОВ,2017-04-19,,"Parliamentary Group ""BSP for Bulgaria""",44,2807
2808,1974-11-13,"Montana, Bulgaria",МОНТАНА,12,irena.dimova@parliament.bg,"",http://www.parliament.bg/images/Assembly/2808.png,http://www.parliament.bg/export.php/bg/xml/MP/2808,IRENA METODIEVA DIMOVA,DIMOVA IRENA,DIMOVA,IRENA,ИРЕНА МЕТОДИЕВА ДИМОВА,ДИМОВА ИРЕНА,ДИМОВА,ИРЕНА,ИРЕНА МЕТОДИЕВА ДИМОВА,2017-04-19,,"Parliamentary group of PP ""GERB""",44,2808
