id,name,fullname,party,party_id,district,phone,legislaturas,image,email,term,source
5830302,CARLOS GOMES,ANTONIO CARLOS GOMES DA SILVA,PRB,PRB,RS,(61) 3215-5285 -  3215-2285,15/19,http://www.camara.gov.br/internet/deputado/bandep/178962.jpg,dep.carlosgomes@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830302
5830622,CARLOS HENRIQUE GAGUIM,CARLOS HENRIQUE AMORIM,PMB,PMB,TO,(61) 3215-5222 -  3215-2222,15/19,http://www.camara.gov.br/internet/deputado/bandep/178993.jpg,dep.carloshenriquegaguim@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830622
5830639,CARLOS MANATO,CARLOS HUMBERTO MANNATO,SD,SD,ES,(61) 3215-5313 -  3215-2313,03/07 07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/74163.jpg,dep.carlosmanato@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830639
5830595,CARLOS MARUN,CARLOS EDUARDO XAVIER MARUN,PMDB,PMDB,MS,(61) 3215-5372 -  3215-2372,15/19,http://www.camara.gov.br/internet/deputado/bandep/178900.jpg,dep.carlosmarun@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830595
5830719,CARLOS MELLES,CARLOS DO CARMO ANDRADE MELLES,DEM,DEM,MG,(61) 3215-5243 -  3215-2243,95/99 99/03 03/07 07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/74651.jpg,dep.carlosmelles@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830719
5830711,CARLOS SAMPAIO,CARLOS HENRIQUE FOCESI SAMPAIO,PSDB,PSDB,SP,(61) 3215-5207 -  3215-2207,03/07 07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/74262.jpg,dep.carlossampaio@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830711
5830561,CARLOS ZARATTINI,CARLOS ALBERTO ROLIM ZARATTINI,PT,PT,SP,(61) 3215-5808 -  3215-2808,07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/141398.jpg,dep.carloszarattini@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830561
5830630,CARMEN ZANOTTO,CARMEN EMÍLIA BONFÁ ZANOTTO,PPS,PPS,SC,(61) 3215-5240 -  3215-2240,11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/164360.jpg,dep.carmenzanotto@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830630
5830585,CÉLIO SILVEIRA,CELIO ANTONIO DA SILVEIRA,PSDB,PSDB,GO,(61) 3215-5565 -  3215-2565,15/19,http://www.camara.gov.br/internet/deputado/bandep/178876.jpg,dep.celiosilveira@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830585
5830828,CELSO JACOB,CELSO ALENCAR RAMOS JACOB,PMDB,PMDB,RJ,(61) 3215-5917 -  3215-2917,11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/73568.jpg,dep.celsojacob@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830828
5830413,CELSO MALDANER,CELSO MALDANER,PMDB,PMDB,SC,(61) 3215-5311 -  3215-2311,07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/141405.jpg,dep.celsomaldaner@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830413
5830790,CELSO RUSSOMANNO,CELSO UBIRAJARA RUSSOMANNO,PRB,PRB,SP,(61) 3215-5960 -  3215-2960,95/99 99/03 03/07 07/11 15/19,http://www.camara.gov.br/internet/deputado/bandep/73441.jpg,dep.celsorussomanno@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830790
5830525,CÉSAR HALUM,CESAR HANNA HALUM,PRB,PRB,TO,(61) 3215-5422 -  3215-2422,11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/160576.jpg,dep.cesarhalum@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830525
5830698,CÉSAR MESSIAS,CARLOS CESAR CORREIA DE MESSIAS,PSB,PSB,AC,(61) 3215-5956 -  3215-2956,15/19,http://www.camara.gov.br/internet/deputado/bandep/178838.jpg,dep.cesarmessias@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830698
5830653,CHICO ALENCAR,FRANCISCO RODRIGUES DE ALENCAR FILHO,PSOL,PSOL,RJ,(61) 3215-5848 -  3215-2848,03/07 07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/74171.jpg,dep.chicoalencar@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830653
5830298,CHICO D'ANGELO,FRANCISCO JOSÉ D'ANGELO PINTO,PT,PT,RJ,(61) 3215-5542 -  3215-2542,07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/141439.jpg,dep.chicodangelo@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830298
5830690,CHICO LOPES,FRANCISCO LOPES DA SILVA,PCdoB,PCdoB,CE,(61) 3215-5310 -  3215-2310,07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/141440.jpg,dep.chicolopes@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830690
5830531,CHRISTIANE DE SOUZA YARED,CHRISTIANE DE SOUZA YARED,PTN,PTN,PR,(61) 3215-5201 -  3215-2201,15/19,http://www.camara.gov.br/internet/deputado/bandep/178928.jpg,dep.christianedesouzayared@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830531
5830797,CÍCERO ALMEIDA,JOSÉ CÍCERO SOARES DE ALMEIDA,PSD,PSD,AL,(61) 3215-5760 -  3215-2760,15/19,http://www.camara.gov.br/internet/deputado/bandep/178841.jpg,dep.ciceroalmeida@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830797
5830658,CLARISSA GAROTINHO,CLARISSA BARROS ASSED MATHEUS DE OLIVEIRA,PR,PR,RJ,(61) 3215-5714 -  3215-2714,15/19,http://www.camara.gov.br/internet/deputado/bandep/178939.jpg,dep.clarissagarotinho@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830658
5830679,CLAUDIO CAJADO,CLÁUDIO CAJADO SAMPAIO,DEM,DEM,BA,(61) 3215-5630 -  3215-2630,95/99 99/03 03/07 07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/74537.jpg,dep.claudiocajado@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830679
5830455,CLEBER VERDE,CLEBER VERDE CORDEIRO MENDES,PRB,PRB,MA,(61) 3215-5710 -  3215-2710,07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/141408.jpg,dep.cleberverde@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830455
5830629,CONCEIÇÃO SAMPAIO,MARIA DA CONCEICAO SAMPAIO MOURA,PP,PP,AM,(61) 3215-5515 -  3215-2515,15/19,http://www.camara.gov.br/internet/deputado/bandep/178848.jpg,dep.conceicaosampaio@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830629
5830523,COVATTI FILHO,LUIS ANTONIO FRANCISCATTO COVATTI,PP,PP,RS,(61) 3215-5228 -  3215-2228,15/19,http://www.camara.gov.br/internet/deputado/bandep/178963.jpg,dep.covattifilho@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830523
5830347,CRISTIANE BRASIL,CRISTIANE BRASIL FRANCISCO,PTB,PTB,RJ,(61) 3215-5644 -  3215-2644,15/19,http://www.camara.gov.br/internet/deputado/bandep/93472.jpg,dep.cristianebrasil@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830347
5830399,DAGOBERTO,DAGOBERTO NOGUEIRA FILHO,PDT,PDT,MS,(61) 3215-5654 -  3215-2654,07/11 15/19,http://www.camara.gov.br/internet/deputado/bandep/141411.jpg,dep.dagoberto@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830399
5830673,DAMIÃO FELICIANO,DAMIÃO FELICIANO DA SILVA,PDT,PDT,PB,(61) 3215-5938 -  3215-2938,99/03 03/07 07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/74467.jpg,dep.damiaofeliciano@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830673
5830705,DÂMINA PEREIRA,DAMINA DE CARVALHO PEREIRA,PMB,PMB,MG,(61) 3215-5434 -  3215-2434,15/19,http://www.camara.gov.br/internet/deputado/bandep/178892.jpg,dep.daminapereira@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830705
5830345,DANIEL ALMEIDA,DANIEL GOMES DE ALMEIDA,PCdoB,PCdoB,BA,(61) 3215-5317 -  3215-2317,03/07 07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/74060.jpg,dep.danielalmeida@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830345
5830748,DANIEL COELHO,DANIEL PIRES COELHO,PSDB,PSDB,PE,(61) 3215-5813 -  3215-2813,15/19,http://www.camara.gov.br/internet/deputado/bandep/178916.jpg,dep.danielcoelho@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830748
5830692,DANIEL VILELA,DANIEL ELIAS CARVALHO VILELA,PMDB,PMDB,GO,(61) 3215-5471 -  3215-2471,15/19,http://www.camara.gov.br/internet/deputado/bandep/144523.jpg,dep.danielvilela@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830692
5830390,DANILO FORTE,FRANCISCO DANILO BASTOS FORTE,PSB,PSB,CE,(61) 3215-5384 -  3215-2384,11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/62881.jpg,dep.daniloforte@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830390
5830726,DANRLEI DE DEUS HINTERHOLZ,DANRLEI DE DEUS HINTERHOLZ,PSD,PSD,RS,(61) 3215-5566 -  3215-2566,11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/160552.jpg,dep.danrleidedeushinterholz@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830726
5830385,DARCÍSIO PERONDI,DARCÍSIO PAULO PERONDI,PMDB,PMDB,RS,(61) 3215-5518 -  3215-2518,95/99 99/03 03/07 07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/73891.jpg,dep.darcisioperondi@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830385
5830808,DAVIDSON MAGALHÃES,DAVIDSON DE MAGALHÃES SANTOS,PCdoB,PCdoB,BA,(61) 3215-5826 -  3215-2826,15/19,http://www.camara.gov.br/internet/deputado/bandep/101309.jpg,dep.davidsonmagalhaes@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830808
5830313,DÉCIO LIMA,DÉCIO NERY DE LIMA,PT,PT,SC,(61) 3215-5218 -  3215-2218,07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/141413.jpg,dep.deciolima@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830313
5830498,DELEGADO ÉDER MAURO,EDER MAURO CARDOSO BARRA,PSD,PSD,PA,(61) 32155586 -  32152586,15/19,http://www.camara.gov.br/internet/deputado/bandep/178908.jpg,dep.delegadoedermauro@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830498
5830363,DELEGADO EDSON MOREIRA,EDSON MOREIRA DA SILVA,PTN,PTN,MG,(61) 3215-5933 -  3215-2933,15/19,http://www.camara.gov.br/internet/deputado/bandep/178893.jpg,dep.delegadoedsonmoreira@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830363
5830350,DELEGADO WALDIR,WALDIR SOARES DE OLIVEIRA,PSDB,PSDB,GO,(61) 3215-5645 -  3215-2645,11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/164359.jpg,dep.delegadowaldir@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830350
5830547,DIEGO ANDRADE,DIEGO LEONARDO DE ANDRADE CARVALHO,PSD,PSD,MG,(61) 3215-5307 -  3215-2307,11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/160588.jpg,dep.diegoandrade@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830547
5830672,DIEGO GARCIA,DIEGO ALEXSANDER GONCALO PAULA GARCIA,PHS,PHS,PR,(61) 3215-5745 -  3215-2745,15/19,http://www.camara.gov.br/internet/deputado/bandep/178929.jpg,dep.diegogarcia@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830672
5830651,DILCEU SPERAFICO,DILCEU JOÃO SPERAFICO,PP,PP,PR,(61) 3215-5746 -  3215-2746,95/99 99/03 03/07 07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/73768.jpg,dep.dilceusperafico@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830651
5830297,DIMAS FABIANO,DIMAS FABIANO TOLEDO JÚNIOR,PP,PP,MG,(61) 3215-5325 -  3215-2325,11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/160599.jpg,dep.dimasfabiano@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830297
5830652,DOMINGOS NETO,DOMINGOS GOMES DE AGUIAR NETO,PMB,PMB,CE,(61) 3215-5546 -  3215-2546,11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/143632.jpg,dep.domingosneto@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830652
5830599,DOMINGOS SÁVIO,DOMINGOS SÁVIO CAMPOS RESENDE,PSDB,PSDB,MG,(61) 3215-5345 -  3215-2345,11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/160758.jpg,dep.domingossavio@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830599
5830429,DR. JOÃO,JOAO FERREIRA NETO,PR,PR,RJ,(61) 3215-5911 -  3215-2911,15/19,http://www.camara.gov.br/internet/deputado/bandep/178940.jpg,dep.dr.joao@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830429
5830309,DR. JORGE SILVA,JORGE SILVA,PROS,PROS,ES,(61) 3215-5227 -  3215-2227,11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/160643.jpg,dep.dr.jorgesilva@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830309
5830623,DR. SINVAL MALHEIROS,SINVAL MALHEIROS PINTO JÚNIOR,PMB,PMB,SP,(61) 3215-5520 -  3215-2520,11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/178830.jpg,dep.dr.sinvalmalheiros@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830623
5830311,DULCE MIRANDA,DULCE FERREIRA PAGANI MIRANDA,PMDB,PMDB,TO,(61) 3215-5530 -  3215-2530,15/19,http://www.camara.gov.br/internet/deputado/bandep/178994.jpg,dep.dulcemiranda@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830311
5830510,EDINHO ARAÚJO,EDSON EDINHO COELHO ARAÚJO,PMDB,PMDB,SP,(61) 3215-5418 -  3215-2418,95/99 99/03 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/73447.jpg,dep.edinhoaraujo@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830510
5830818,EDINHO BEZ,EDSON BEZ DE OLIVEIRA,PMDB,PMDB,SC,(61) 3215-5703 -  3215-2703,95/99 99/03 03/07 07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/73793.jpg,dep.edinhobez@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830818
5830686,EDIO LOPES,ÉDIO VIEIRA LOPES,PMDB,PMDB,RR,(61) 3215-5408 -  3215-2408,07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/141417.jpg,dep.ediolopes@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830686
5830508,EDMAR ARRUDA,EDMAR DE SOUZA ARRUDA,PSC,PSC,PR,(61) 3215-5962 -  3215-2962,11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/160578.jpg,dep.edmararruda@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830508
5830604,EDMILSON RODRIGUES,EDMILSON BRITO RODRIGUES,PSOL,PSOL,PA,(61) 3215-5301 -  3215-2301,15/19,http://www.camara.gov.br/internet/deputado/bandep/134812.jpg,dep.edmilsonrodrigues@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830604
5830588,EDUARDO BARBOSA,EDUARDO LUIZ BARROS BARBOSA,PSDB,PSDB,MG,(61) 3215-1540 -  3215-2540,95/99 99/03 03/07 07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/74655.jpg,dep.eduardobarbosa@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830588
5830315,EDUARDO BOLSONARO,EDUARDO NANTES BOLSONARO,PSC,PSC,SP,(61) 3215-5481 -  3215-2481,15/19,http://www.camara.gov.br/internet/deputado/bandep/92346.jpg,dep.eduardobolsonaro@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830315
5830533,EDUARDO CUNHA,EDUARDO COSENTINO DA CUNHA,PMDB,PMDB,RJ,(61) 3215-5510 -  3215-2510,03/07 07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/74173.jpg,dep.eduardocunha@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830533
5830529,EDUARDO CURY,EDUARDO PEDROSA CURY,PSDB,PSDB,SP,(61) 3215-5368 -  3215-2368,15/19,http://www.camara.gov.br/internet/deputado/bandep/178977.jpg,dep.eduardocury@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830529
5830517,EDUARDO DA FONTE,EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA,PP,PP,PE,(61) 3215-5628 -  3215-2628,07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/141421.jpg,dep.eduardodafonte@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830517
5830519,EFRAIM FILHO,EFRAIM DE ARAÚJO MORAIS FILHO,DEM,DEM,PB,(61) 3215-5744 -  3215-2744,07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/141422.jpg,dep.efraimfilho@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830519
5830325,ELCIONE BARBALHO,ELCIONE THEREZINHA ZAHLUTH BARBALHO,PMDB,PMDB,PA,(61) 3215-5919 -  3215-2919,95/99 99/03 07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/74075.jpg,dep.elcionebarbalho@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830325
5830750,ELI CORRÊA FILHO,ADRIANO ELI CORRÊA,DEM,DEM,SP,(61) 3215-5850 -  3215-2850,11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/160532.jpg,dep.elicorreafilho@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830750
5830829,ELIZEU DIONIZIO,ELIZEU DIONIZIO SOUZA  DA SILVA,PSDB,PSDB,MS,(61) 3215-5531 -  3215-2531,15/19,http://www.camara.gov.br/internet/deputado/bandep/181316.jpg,dep.elizeudionizio@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830829
5830448,ELIZIANE GAMA,ELIZIANE PEREIRA GAMA FERREIRA,REDE,REDE,MA,(61) 3215-5205 -  3215-2205,15/19,http://www.camara.gov.br/internet/deputado/bandep/178883.jpg,dep.elizianegama@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830448
5830666,ELMAR NASCIMENTO,ELMAR JOSE VIEIRA NASCIMENTO,DEM,DEM,BA,(61) 3215-5935 -  3215-2935,15/19,http://www.camara.gov.br/internet/deputado/bandep/178854.jpg,dep.elmarnascimento@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830666
5830348,ENIO VERRI,ENIO JOSÉ VERRI,PT,PT,PR,(61) 3215-5472 -  3215-2472,15/19,http://www.camara.gov.br/internet/deputado/bandep/132504.jpg,dep.enioverri@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830348
5830715,ERIKA KOKAY,ÉRIKA JUCÁ KOKAY,PT,PT,DF,(61) 3215-5203 -  3215-2203,11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/160575.jpg,dep.erikakokay@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830715
5830292,ERIVELTON SANTANA,ERIVELTON LIMA SANTANA,PSC,PSC,BA,(61) 3215-5756 -  3215-2756,11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/99654.jpg,dep.eriveltonsantana@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830292
5830677,EROS BIONDINI,EROS FERREIRA BIONDINI,PTB,PTB,MG,(61) 3215-5321 -  3215-2321,11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/160640.jpg,dep.erosbiondini@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830677
5830346,ESPERIDIÃO AMIN,ESPERIDIÃO AMIN HELOU FILHO,PP,PP,SC,(61) 3215-5252 -  3215-2252,79/83 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/160649.jpg,dep.esperidiaoamin@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830346
5830535,EVAIR DE MELO,EVAIR VIEIRA DE MELO,PV,PV,ES,(61) 3215-5443 -  3215-2443,15/19,http://www.camara.gov.br/internet/deputado/bandep/178871.jpg,dep.evairdemelo@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830535
5830649,EVANDRO GUSSI,EVANDRO HERRERA BERTONE GUSSI,PV,PV,SP,(61) 3215-5433 -  3215-2433,15/19,http://www.camara.gov.br/internet/deputado/bandep/178828.jpg,dep.evandrogussi@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830649
5830516,EVANDRO ROMAN,EVANDRO ROGERIO ROMAN,PSD,PSD,PR,(61) 3215-5303 -  3215-2303,15/19,http://www.camara.gov.br/internet/deputado/bandep/178930.jpg,dep.evandroroman@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830516
5830550,EXPEDITO NETTO,EXPEDITO GONCALVES FERREIRA NETTO,SD,SD,RO,(61) 3215-5943 -  3215-2943,15/19,http://www.camara.gov.br/internet/deputado/bandep/178953.jpg,dep.expeditonetto@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830550
5830745,EZEQUIEL FONSECA,EZEQUIEL ANGELO FONSECA,PP,PP,MT,(61) 3215-5658 -  3215-2658,15/19,http://www.camara.gov.br/internet/deputado/bandep/178904.jpg,dep.ezequielfonseca@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830745
5830349,FÁBIO FARIA,FÁBIO SALUSTINO MESQUITA DE FARIA,PSD,PSD,RN,(61) 3215-5706 -  3215-2706,07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/141428.jpg,dep.fabiofaria@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830349
5830459,FABIO GARCIA,FABIO PAULINO GARCIA,PSB,PSB,MT,(61) 3215-5278 -  3215-2278,15/19,http://www.camara.gov.br/internet/deputado/bandep/178905.jpg,dep.fabiogarcia@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830459
5830569,FÁBIO MITIDIERI,FABIO CRUZ MITIDIERI,PSD,PSD,SE,(61) 3215-5286 -  3215-2286,15/19,http://www.camara.gov.br/internet/deputado/bandep/178969.jpg,dep.fabiomitidieri@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830569
5830552,FÁBIO RAMALHO,FÁBIO AUGUSTO RAMALHO DOS SANTOS,PMB,PMB,MG,(61) 3215-5452 -  3215-2452,07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/141427.jpg,dep.fabioramalho@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830552
5830680,FABIO REIS,FABIO DE ALMEIDA REIS,PMDB,PMDB,SE,(61) 3215-5456 -  3215-2456,11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/171623.jpg,dep.fabioreis@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830680
5830415,FÁBIO SOUSA,FABIO FERNANDES DE SOUSA,PSDB,PSDB,GO,(61) 3215-5271 -  3215-2271,15/19,http://www.camara.gov.br/internet/deputado/bandep/178877.jpg,dep.fabiosousa@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830415
5830338,FAUSTO PINATO,FAUSTO RUY PINATO,PRB,PRB,SP,(61) 3215-5562 -  3215-2562,15/19,http://www.camara.gov.br/internet/deputado/bandep/66828.jpg,dep.faustopinato@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830338
5830600,FELIPE BORNIER,FELIPE LEONE BORNIER DE OLIVEIRA,PSD,PSD,RJ,(61) 3215-5216 -  3215-2216,07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/141430.jpg,dep.felipebornier@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830600
5830330,FELIPE MAIA,FELIPE CATALÃO MAIA,DEM,DEM,RN,(61) 3215-5528 -  3215-2528,07/11 11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/141429.jpg,dep.felipemaia@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830330
5830443,FÉLIX MENDONÇA JÚNIOR,FELIX DE ALMEIDA MENDONÇA JÚNIOR,PDT,PDT,BA,(61) 3215-5912 -  3215-2912,11/15 15/19,http://www.camara.gov.br/internet/deputado/bandep/160666.jpg,dep.felixmendoncajunior@camara.leg.br,55,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830443
