id,name,fullname,phone,image,email,source
5830645,ALFREDO KAEFER,JACOB ALFREDO STOFFELS KAEFER,(61) 3215-5818 - 3215-2818,http://www.camara.gov.br/internet/deputado/bandep/141454.jpg,dep.alfredokaefer@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830645
5830647,AFONSO HAMM,JOSÉ ALFONSO EBERT HAMM,(61) 3215-5604 - 3215-2604,http://www.camara.gov.br/internet/deputado/bandep/136811.jpg,dep.afonsohamm@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830647
5830650,ANDRÉ ABDON,ANDRE DOS SANTOS ABDON,(61) 3215-5831 - 3215-2831,http://www.camara.gov.br/internet/deputado/bandep/178831.jpg,dep.andreabdon@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830650
5830652,DOMINGOS NETO,DOMINGOS GOMES DE AGUIAR NETO,(61) 3215-5546 - 3215-2546,http://www.camara.gov.br/internet/deputado/bandep/143632.jpg,dep.domingosneto@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830652
5830653,CHICO ALENCAR,FRANCISCO RODRIGUES DE ALENCAR FILHO,(61) 3215-5848 - 3215-2848,http://www.camara.gov.br/internet/deputado/bandep/74171.jpg,dep.chicoalencar@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830653
5830655,BOHN GASS,ELVINO JOSÉ BOHN GASS,(61) 3215-5469 - 3215-2469,http://www.camara.gov.br/internet/deputado/bandep/160538.jpg,dep.bohngass@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830655
5830658,CLARISSA GAROTINHO,CLARISSA BARROS ASSED MATHEUS DE OLIVEIRA,(61) 3215-5714 - 3215-2714,http://www.camara.gov.br/internet/deputado/bandep/178939.jpg,dep.clarissagarotinho@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830658
5830660,BENEDITA DA SILVA,BENEDITA SOUZA DA SILVA SAMPAIO,(61) 3215-5330 - 3215-2330,http://www.camara.gov.br/internet/deputado/bandep/73701.jpg,dep.beneditadasilva@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830660
5830665,BRUNA FURLAN,BRUNA DIAS FURLAN,(61) 3215-5836 - 3215-2836,http://www.camara.gov.br/internet/deputado/bandep/160589.jpg,dep.brunafurlan@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830665
5830666,ELMAR NASCIMENTO,ELMAR JOSE VIEIRA NASCIMENTO,(61) 3215-5935 - 3215-2935,http://www.camara.gov.br/internet/deputado/bandep/178854.jpg,dep.elmarnascimento@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830666
5830672,DIEGO GARCIA,DIEGO ALEXSANDER GONCALO PAULA GARCIA,(61) 3215-5745 - 3215-2745,http://www.camara.gov.br/internet/deputado/bandep/178929.jpg,dep.diegogarcia@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830672
5830673,DAMIÃO FELICIANO,DAMIÃO FELICIANO DA SILVA,(61) 3215-5938 - 3215-2938,http://www.camara.gov.br/internet/deputado/bandep/74467.jpg,dep.damiaofeliciano@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830673
5830677,EROS BIONDINI,EROS FERREIRA BIONDINI,(61) 3215-5321 - 3215-2321,http://www.camara.gov.br/internet/deputado/bandep/160640.jpg,dep.erosbiondini@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830677
5830679,CLAUDIO CAJADO,CLÁUDIO CAJADO SAMPAIO,(61) 3215-5630 - 3215-2630,http://www.camara.gov.br/internet/deputado/bandep/74537.jpg,dep.claudiocajado@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830679
5830685,BETO ROSADO,CARLOS ALBERTO DE SOUSA ROSADO SEGUNDO,(61) 3215-5840 - 3215-2840,http://www.camara.gov.br/internet/deputado/bandep/178948.jpg,dep.betorosado@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830685
5830686,EDIO LOPES,ÉDIO VIEIRA LOPES,(61) 3215-5408 - 3215-2408,http://www.camara.gov.br/internet/deputado/bandep/141417.jpg,dep.ediolopes@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830686
5830689,ALCEU MOREIRA,ALCEU MOREIRA DA SILVA,(61) 3215-5238 - 3215-2238,http://www.camara.gov.br/internet/deputado/bandep/160559.jpg,dep.alceumoreira@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830689
5830690,CHICO LOPES,FRANCISCO LOPES DA SILVA,(61) 3215-5310 - 3215-2310,http://www.camara.gov.br/internet/deputado/bandep/141440.jpg,dep.chicolopes@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830690
5830692,DANIEL VILELA,DANIEL ELIAS CARVALHO VILELA,(61) 3215-5471 - 3215-2471,http://www.camara.gov.br/internet/deputado/bandep/144523.jpg,dep.danielvilela@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830692
5830695,BRUNNY,BRUNIELE FERREIRA GOMES,(61) 3215-5260 - 3215-2260,http://www.camara.gov.br/internet/deputado/bandep/178999.jpg,dep.brunny@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830695
5830698,CÉSAR MESSIAS,CARLOS CESAR CORREIA DE MESSIAS,(61) 3215-5956 - 3215-2956,http://www.camara.gov.br/internet/deputado/bandep/178838.jpg,dep.cesarmessias@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830698
5830702,ANTONIO IMBASSAHY,ANTONIO JOSÉ IMBASSAHY DA SILVA,(61) 3215-5810 - 3215-2810,http://www.camara.gov.br/internet/deputado/bandep/160530.jpg,dep.antonioimbassahy@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830702
5830705,DÂMINA PEREIRA,DAMINA DE CARVALHO PEREIRA,(61) 3215-5434 - 3215-2434,http://www.camara.gov.br/internet/deputado/bandep/178892.jpg,dep.daminapereira@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830705
5830711,CARLOS SAMPAIO,CARLOS HENRIQUE FOCESI SAMPAIO,(61) 3215-5207 - 3215-2207,http://www.camara.gov.br/internet/deputado/bandep/74262.jpg,dep.carlossampaio@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830711
5830714,BETO FARO,JOSÉ ROBERTO OLIVEIRA FARO,(61) 3215-5723 - 3215-2723,http://www.camara.gov.br/internet/deputado/bandep/141335.jpg,dep.betofaro@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830714
5830715,ERIKA KOKAY,ÉRIKA JUCÁ KOKAY,(61) 3215-5203 - 3215-2203,http://www.camara.gov.br/internet/deputado/bandep/160575.jpg,dep.erikakokay@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830715
5830719,CARLOS MELLES,CARLOS DO CARMO ANDRADE MELLES,(61) 3215-5243 - 3215-2243,http://www.camara.gov.br/internet/deputado/bandep/74651.jpg,dep.carlosmelles@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830719
5830726,DANRLEI DE DEUS HINTERHOLZ,DANRLEI DE DEUS HINTERHOLZ,(61) 3215-5566 - 3215-2566,http://www.camara.gov.br/internet/deputado/bandep/160552.jpg,dep.danrleidedeushinterholz@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830726
5830741,BENITO GAMA,BENITO DA GAMA SANTOS,(61) 3215-5414 - 3215-2414,http://www.camara.gov.br/internet/deputado/bandep/74535.jpg,dep.benitogama@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830741
5830744,ARNALDO JORDY,ARNALDO JORDY FIGUEIREDO,(61) 3215-5506 - 3215-2506,http://www.camara.gov.br/internet/deputado/bandep/160602.jpg,dep.arnaldojordy@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830744
5830747,ALEXANDRE SERFIOTIS,ALEXANDRE AUGUSTUS SERFIOTIS,(61) 3215-5554 - 3215-2554,http://www.camara.gov.br/internet/deputado/bandep/178833.jpg,dep.alexandreserfiotis@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830747
5830748,DANIEL COELHO,DANIEL PIRES COELHO,(61) 3215-5813 - 3215-2813,http://www.camara.gov.br/internet/deputado/bandep/178916.jpg,dep.danielcoelho@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830748
5830750,ELI CORRÊA FILHO,ADRIANO ELI CORRÊA,(61) 3215-5850 - 3215-2850,http://www.camara.gov.br/internet/deputado/bandep/160532.jpg,dep.elicorreafilho@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830750
5830755,BONIFÁCIO DE ANDRADA,BONIFÁCIO JOSÉ TAMM DE ANDRADA,(61) 3215-5208 - 3215-2208,http://www.camara.gov.br/internet/deputado/bandep/74650.jpg,dep.bonifaciodeandrada@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830755
5830756,ABEL MESQUITA JR.,ABEL SALVADOR MESQUITA JUNIOR,(61) 3215-5248 - 3215-2248,http://www.camara.gov.br/internet/deputado/bandep/178957.jpg,dep.abelmesquitajr@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830756
5830757,CABO DACIOLO,BENEVENUTO DACIOLO FONSECA DOS SANTOS,(61) 3215-5803 - 3215-2803,http://www.camara.gov.br/internet/deputado/bandep/178938.jpg,dep.cabodaciolo@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830757
5830761,ARLINDO CHINAGLIA,ARLINDO CHIGNALIA JUNIOR,(61) 3215-5966 - 3215-5966,http://www.camara.gov.br/internet/deputado/bandep/73433.jpg,dep.arlindochinaglia@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830761
5830768,ANDRÉ FUFUCA,ANDRE LUIZ CARVALHO RIBEIRO,(61) 3215-5945 - 3215-2945,http://www.camara.gov.br/internet/deputado/bandep/178882.jpg,dep.andrefufuca@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830768
5830769,BENJAMIN MARANHÃO,BENJAMIN GOMES MARANHÃO NETO,(61) 3215-5458 - 3215-2458,http://www.camara.gov.br/internet/deputado/bandep/74040.jpg,dep.benjaminmaranhao@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830769
5830771,ALFREDO NASCIMENTO,ALFREDO PEREIRA DO NASCIMENTO,(61) 3215-5401 - 3215-2401,http://www.camara.gov.br/internet/deputado/bandep/178846.jpg,dep.alfredonascimento@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830771
5830773,CABO SABINO,FLAVIO ALVES SABINO,(61) 3215-5617 - 3215-2617,http://www.camara.gov.br/internet/deputado/bandep/178865.jpg,dep.cabosabino@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830773
5830779,ANA PERUGINI,ANA LUCIA LIPPAUS PERUGINI,(61) 3215-5436 - 3215-2436,http://www.camara.gov.br/internet/deputado/bandep/178973.jpg,dep.anaperugini@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830779
5830788,ARTHUR OLIVEIRA MAIA,ARTHUR DE OLIVEIRA MAIA DA SILVA,(61) 3215-5830 - 3215-2830,http://www.camara.gov.br/internet/deputado/bandep/160600.jpg,dep.arthuroliveiramaia@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830788
5830790,CELSO RUSSOMANNO,CELSO UBIRAJARA RUSSOMANNO,(61) 3215-5960 - 3215-2960,http://www.camara.gov.br/internet/deputado/bandep/73441.jpg,dep.celsorussomanno@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830790
5830791,CARLOS BEZERRA,CARLOS GOMES BEZERRA,(61) 3215-5815 - 3215-2815,http://www.camara.gov.br/internet/deputado/bandep/141401.jpg,dep.carlosbezerra@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830791
5830793,AROLDE DE OLIVEIRA,AROLDE DE OLIVEIRA,(61) 3215-5917 - 3215-2917,http://www.camara.gov.br/internet/deputado/bandep/74833.jpg,dep.aroldedeoliveira@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830793
5830796,BILAC PINTO,OLAVO BILAC PINTO NETO,(61) 3215-5806 - 3215-2806,http://www.camara.gov.br/internet/deputado/bandep/141513.jpg,dep.bilacpinto@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830796
5830797,CÍCERO ALMEIDA,JOSÉ CÍCERO SOARES DE ALMEIDA,(61) 3215-5760 - 3215-2760,http://www.camara.gov.br/internet/deputado/bandep/178841.jpg,dep.ciceroalmeida@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830797
5830799,ANDRE MOURA,ANDRÉ LUIS DANTAS FERREIRA,(61) 3215-5846 - 3215-2846,http://www.camara.gov.br/internet/deputado/bandep/160543.jpg,dep.andremoura@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830799
5830802,ANTONIO CARLOS MENDES THAME,ANTONIO CARLOS DE MENDES THAME,(61) 3215-5626 - 3215-2626,http://www.camara.gov.br/internet/deputado/bandep/73584.jpg,dep.antoniocarlosmendesthame@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830802
5830811,AUGUSTO COUTINHO,AUGUSTO RODRIGUES COUTINHO DE MELO,(61) 3215-5373 - 3215-2373,http://www.camara.gov.br/internet/deputado/bandep/160665.jpg,dep.augustocoutinho@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830811
5830828,CELSO JACOB,CELSO ALENCAR RAMOS JACOB,(61) 3215-5382 - 3215-2382,http://www.camara.gov.br/internet/deputado/bandep/73568.jpg,dep.celsojacob@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830828
5830829,ELIZEU DIONIZIO,ELIZEU DIONIZIO SOUZA DA SILVA,(61) 3215-5531 - 3215-2531,http://www.camara.gov.br/internet/deputado/bandep/181316.jpg,dep.elizeudionizio@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830829
5830886,CAJAR NARDES,CAJAR ONESIMO RIBEIRO NARDES,(61) 3215-5379 - 3215-2379,http://www.camara.gov.br/internet/deputado/bandep/194261.jpg,dep.cajarnardes@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830886
5830902,ANDRÉ AMARAL,ANDRÉ AUGUSTO CASTRO DO AMARAL FILHO,(61) 3215-5276 - 3215-2276,http://www.camara.gov.br/internet/deputado/bandep/195143.jpg,dep.andreamaral@camara.leg.br,http://www.camara.gov.br/internet/deputado/Dep_Detalhe.asp?id=5830902
