id,name__bg,name__pt,name__en,name__de,name__nb,name__da,name__nn,name__sv,name,wikipedia__bg,wikipedia__pt,gender,given_name,original_wikiname,name__es,name__nl,name__fr,wikipedia__commons,wikipedia__en,wikipedia__es,birth_date,identifier__freebase,image,name__it,name__pt_br,wikipedia__de,wikipedia__fr,name__tw,name__la,name__war,wikipedia__it,wikipedia__la,wikipedia__tw,wikipedia__war,identifier__VIAF,name__he,name__yue,wikipedia__he,wikipedia__zh_yue,website,family_name,identifier__BNF,identifier__SUDOC,identifier__FAST,name__eo,wikipedia__eo,name__pl,wikipedia__pl,wikipedia__sv,wikipedia__ptwikiquote,identifier__LCAuth,name__ru,name__yo,wikipedia__ru,wikipedia__yo,name__fa,wikipedia__fa,name__ca,name__gl,name__ja,name__fi,name__cs,wikipedia__cs,wikipedia__fi,wikipedia__ja,wikipedia__no,name__eml,name__lmo,wikipedia__eml,wikipedia__gl,wikipedia__lmo,identifier__IMDB,identifier__MusicBrainz,name__sw,wikipedia__nl,wikipedia__simple,wikipedia__sw,identifier__ISNI,identifier__GND,identifier__allmovie,name__el,name__hu,last_seen,name__ko,twitter,instagram,name__sco,wikipedia__sco,wikipedia__eowikiquote,second_surname,name__zh,name__ro,name__id,name__lt,name__ar,wikipedia__ar,wikipedia__ca,wikipedia__id,wikipedia__lt,wikipedia__ro,name__cy,death_date,name__mwl,wikipedia__mwl,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__qu,name__be,name__lv,name__bn,name__vi,name__sk,name__mn,name__sr_el,name__sr_ec,name__tr,name__th,name__uk,name__sl,name__sgs,name__ka,name__az,name__hr,name__sr,name__br,name__mg,name__sh,name__io,name__de_ch,name__en_ca,name__en_gb,name__hy,name__ms,wikipedia__az,wikipedia__bat_smg,wikipedia__be,wikipedia__bn,wikipedia__br,wikipedia__cswikiquote,wikipedia__da,wikipedia__el,wikipedia__enwikiquote,wikipedia__eswikiquote,wikipedia__hr,wikipedia__hu,wikipedia__hy,wikipedia__io,wikipedia__itwikiquote,wikipedia__ka,wikipedia__ko,wikipedia__lv,wikipedia__mg,wikipedia__mn,wikipedia__ms,wikipedia__nn,wikipedia__plwikiquote,wikipedia__qu,wikipedia__sh,wikipedia__sk,wikipedia__sl,wikipedia__slwikiquote,wikipedia__sr,wikipedia__th,wikipedia__tr,wikipedia__uk,wikipedia__vi,wikipedia__zh,facebook,name__af,name__an,name__ast,name__bar,name__bm,name__co,name__de_at,name__et,name__eu,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__ia,name__ie,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__min,name__nap,name__nds,name__nds_nl,name__nrm,name__oc,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__scn,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,identifier__BNE,identifier__filmportal_de,identifier__OLID,identifier__AlloCine,identifier__elonet,identifier__PORT,identifier__kinopoisk,identifier__CSFD,identifier__DNF,identifier__NNDB,wikipedia__hywikiquote,occupation,wikipedia__et,name__is,identifier__quora,identifier__google_knowledge,identifier__songkick,wikipedia__mk,name__mk,identifier__PTBNP,name__ace,name__tg,wikipedia__tg,wikipedia__azb,identifier__FIFA,identifier__youtube,name__azb,identifier__bigenc_ru,wikipedia__ast,identifier__Britannica,identifier__GNC,name__ne,name__mai,name__bho,identifier__NTA,identifier__GTAA,name__kk,wikipedia__kk,wikipedia__zh_min_nan,wikipedia__eu,wikipedia__ga,name__nan,identifier__NLP,name__hi,name__mi,wikipedia__wuu,wikipedia__is,wikipedia__ur,name__wuu,name__ur,wikipedia__ruwikinews,wikipedia__haw,name__bi,name__haw,name__yi,wikipedia__bi,wikipedia__diq,wikipedia__frp,wikipedia__ie,wikipedia__uz,wikipedia__yi,name__diq,name__uz,name__be_tarask,wikipedia__af,wikipedia__als,wikipedia__bjn,wikipedia__cy,wikipedia__gn,wikipedia__oc,wikipedia__roa_rup,wikipedia__rw,wikipedia__tt,wikipedia__ceb,wikipedia__ia,name__bjn,name__ceb,name__gn,name__ht,name__rup,name__rw,name__tk,name__tt,wikipedia__ht,wikipedia__tk,wikipedia__be_x_old,wikipedia__bewikiquote,wikipedia__ha,pseudonym,wikipedia__an,wikipedia__vec,wikipedia__bs,wikipedia__cbk_zam,wikipedia__lad,wikipedia__lb,wikipedia__pap,wikipedia__ay,wikipedia__bcl,wikipedia__hsb,wikipedia__ty,name__hsb,wikipedia__ace,wikipedia__na,wikipedia__ak,wikipedia__co,name__ha,name__ty,name__ak,name__cbk_zam,name__na,name__ay,name__bcl,name__lad,wikipedia__ba,identifier__guardian_topic,name__ba,identifier__BBC_things,identifier__flickr,wikipedia__scn
Q19705878,,Dionilso Mateus Marcon,Dionilso Mateus Marcon,,,,,,Dionilso Mateus Marcon,,Dionilso Marcon,male,,Dionilso Mateus Marcon,,Dionilso Mateus Marcon,,,,,1964-09-21,,https://upload.wikimedia.org/wikipedia/commons/1/1b/Marcon_em_setembro_de_2015.jpg,,Dionilso Mateus Marcon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dionilso Mateus Marcon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19706588,,Elvino Bohn Gass,Elvino Bohn Gass,,,,,,Elvino Bohn Gass,,Bohn Gass,male,,Elvino Bohn Gass,,Elvino Bohn Gass,,,,,1962-02-05,,https://upload.wikimedia.org/wikipedia/commons/c/c3/Bohn_Gass.png,,Elvino Bohn Gass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elvino Bohn Gass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bohngass13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19706689,,Enio Bacci,Enio Bacci,,,,,,Enio Bacci,,Enio Bacci,male,,Enio Egon Bergmann Bacci,,Enio Bacci,,,,,1958-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enio Bacci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19707926,,Evandro Gussi,Evandro Gussi,,,,,,Evandro Gussi,,Evandro Gussi,male,,Evandro Gussi,,Evandro Gussi,,Category:Evandro Gussi,,,1980-09-11,,https://upload.wikimedia.org/wikipedia/commons/6/62/Evandro_Gussi_em_maio_de_2017.jpg,,Evandro Gussi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evandrogussi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evandro Gussi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evandro.gussi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19708125,,Fausto Pinato,Fausto Pinato,,,,,,Fausto Pinato,,Fausto Pinato,male,,Fausto Pinato,,Fausto Pinato,,Category:Fausto Pinato,,,1977-06-01,,https://upload.wikimedia.org/wikipedia/commons/6/6d/Fausto_Pinato_em_novembro_de_2015.jpg,,Fausto Pinato,,,,,,,,,,,,,,,http://faustopinato.com.br/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faustopinato10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fausto Pinato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faustopinato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19708356,,Flávio Augusto da Silva,Flávio Augusto da Silva,,,,,,Flávio Augusto da Silva,,Flavinho (político),male,Flávio,Flávio Augusto da Silva (político),,Flávio Augusto da Silva,,Category:Flavinho (politician),,,1971-11-13,,https://upload.wikimedia.org/wikipedia/commons/0/0d/Flávio_Augusto_da_Silva.jpg,,Flávio Augusto da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flávio Augusto da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OficialFlavinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19708978,,Giovani Feltes,Giovani Feltes,,,,,,Giovani Feltes,,Giovani Feltes,male,,Giovani Feltes,,Giovani Feltes,,,,,1957-04-10,,,,Giovani Feltes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giovani Feltes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19709290,,Heitor Schuch,Heitor Schuch,,,,,,Heitor Schuch,,Heitor Schuch,male,,Heitor Schuch,,Heitor Schuch,,,,,1962-03-25,,https://upload.wikimedia.org/wikipedia/commons/e/ee/Heitor_Schuch_em_fevereiro_de_2015.jpg,,Heitor Schuch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heitor Schuch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19709389,,Herculano Passos,Herculano Passos,,,,,,Herculano Passos,,Herculano Passos,male,,Herculano Passos,,Herculano Passos,,,,,1956-08-04,,https://upload.wikimedia.org/wikipedia/commons/c/cd/Deputado_Herculano_Passos.jpg,,Herculano Passos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,herculanopassos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herculano Passos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HerculanoPassosJr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19710150,,Jerônimo Goergen,Jerônimo Goergen,,,,,,Jerônimo Goergen,,Jerônimo Goergen,male,,Jerônimo Goergen,,Jerônimo Goergen,,Category:Jerônimo Goergen,,,1976-01-20,,https://upload.wikimedia.org/wikipedia/commons/d/d2/Jerônimo_Goergen.jpg,,Jerônimo Goergen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jerônimo Goergen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19710199,,João Paulo Kleinübing,João Paulo Kleinübing,,,,,,João Paulo Kleinübing,,João Paulo Kleinübing,male,João,João Paulo Kleinübing,,João Paulo Kleinübing,,,,,1972-12-19,,https://upload.wikimedia.org/wikipedia/commons/1/1f/João_Paulo_Kleinübing_em_abril_de_2016.jpg,,João Paulo Kleinübing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,João Paulo Kleinübing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19710243,,Jorge Tadeu Mudalen,Jorge Tadeu Mudalen,Jorge Tadeu Mudalen,,Jorge Tadeu Mudalen,,Jorge Tadeu Mudalen,Jorge Tadeu Mudalen,,Jorge Tadeu Mudalen,male,Jorge,Jorge Tadeu Mudalen,,Jorge Tadeu Mudalen,Jorge Tadeu Mudalen,Category:Jorge Tadeu Mudalen,,,1955-01-03,,https://upload.wikimedia.org/wikipedia/commons/b/bc/Jorge_Tadeu_em_setembro_de_2015.jpg,,Jorge Tadeu Mudalen,,,,,,,,,,,,,,,http://www.jorgetadeumudalen.com/,,,,,,,Jorge Tadeu Mudalen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jtadeumudalen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jorge Tadeu Mudalen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,civil engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19710274,,José Augusto Rosa,José Augusto Rosa,,,,,,José Augusto Rosa,,Capitão Augusto,male,José,Capitão Augusto,,José Augusto Rosa,José Augusto Rosa,Category:Capitão Augusto,,,1966-10-04,,https://upload.wikimedia.org/wikipedia/commons/0/0e/Capitão_Augusto.jpg,,José Augusto Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,capitao_augusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Augusto Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,capitaoaugustooficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19710329,,José Luiz Stedile,José Luiz Stedile,,,,,,José Luiz Stedile,,José Luiz Stédile,male,José Luiz,José Luiz Stedile,,José Luiz Stedile,José Luiz Stedile,,,,1957-08-11,,https://upload.wikimedia.org/wikipedia/commons/c/c1/José_Luiz_Stédile_em_fevereiro_de_2016.jpg,,José Luiz Stedile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Luiz Stedile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19944687,,Cabo Daciolo,Cabo Daciolo,Cabo Daciolo,,Cabo Daciolo,,Cabo Daciolo,Cabo Daciolo,,Cabo Daciolo,male,,Cabo Daciolo,Cabo Daciolo,Cabo Daciolo,Cabo Daciolo,Category:Cabo Daciolo,Cabo Daciolo,Cabo Daciolo,1976-03-30,,https://upload.wikimedia.org/wikipedia/commons/e/e1/Deputados_cabo_Daciolo_(PSOL-RJ)_e_Marcos_Reategui_(PSC-AP)_participam_do_programa_Brasil_em_Debate_(cropped).jpg,,Cabo Daciolo,,,,,,,,,,,,,,,http://www.daciolo.com/,,,,,,,Cabo Daciolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabo Daciolo,,,,,,,,,CaboDaciolo,cabodaciolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabo Daciolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,depudadocabodaciolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,firefighter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19944807,,Cristiane Brasil,Cristiane Brasil,Cristiane Brasil,,Cristiane Brasil,,Cristiane Brasil,Cristiane Brasil,,Cristiane Brasil,female,Cristiane,Cristiane Brasil,,Cristiane Brasil,Cristiane Brasil,Category:Cristiane Brasil,Cristiane Brasil,,1973-12-21,,https://upload.wikimedia.org/wikipedia/commons/c/c0/Plenário_do_Congresso_(20885253871).jpg,,Cristiane Brasil,,Cristiane Brasil,,,,,,,,,,,,,,,,,,,,Cristiane Brasil,,,Cristiane Brasil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dep_crisbrasil,deputadacristianebrasil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cristiane Brasil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cristiane.brasil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20045578,,Alan Rick Miranda,Alan Rick Miranda,Alan Rick Miranda,,,,,Alan Rick Miranda,,Alan Rick Miranda,male,Alan,Alan Rick Miranda,,Alan Rick Miranda,,Category:Alan Rick Miranda,,,1976-10-23,,https://upload.wikimedia.org/wikipedia/commons/8/85/Sessão_Solene_em_homenagem_à_criação_do_Estado_de_Israel_(27172378501).jpg,,Alan Rick Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alan Rick Miranda,,,,,,,,,,,,Alan Rick Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20045586,,Alexandre Baldy,Alexandre Baldy,,,,,,Alexandre Baldy,,Alexandre Baldy,male,Alexandre,Alexandre Baldy,,Alexandre Baldy,,,Alexandre Baldy,,1980-07-21,,https://upload.wikimedia.org/wikipedia/commons/d/d8/Alexandre_Baldy.jpg,,Alexandre Baldy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexandre Baldy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alexandrebaldyoficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20045623,,Armando Vergílio,Armando Vergílio,,,,,,Armando Vergílio,,Armando Vergílio,male,Armando,Armando Vergílio,,Armando Vergílio,,,,,1965-08-03,,,,Armando Vergílio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armando Vergílio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20045648,,Bebeto Galvão,Bebeto Galvão,,,,,,Bebeto Galvão,,Bebeto Galvão,male,,Bebeto Galvão,,Bebeto Galvão,,,,,1962-06-19,,,,Bebeto Galvão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20045666,,Cabuçu Borges,Cabuçu Borges,,,,,,Cabuçu Borges,,Cabuçu Borges,male,,Cabuçu Borges,,Cabuçu Borges,,,,,1964-03-06,,https://upload.wikimedia.org/wikipedia/commons/9/98/Cabuçu.jpg,,Cabuçu Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabuçu Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20045716,,Delegado Waldir,Delegado Waldir,,,,,,Delegado Waldir,,Delegado Waldir,male,Waldir,Delegado Waldir,,Delegado Waldir,,,,,1962-12-28,,,,Delegado Waldir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delegado Waldir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delegado.waldir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20045723,,Diego Alexsander Garcia,Diego Alexsander Garcia,,,,,,Diego Alexsander Garcia,,Diego Alexsander Garcia,male,Diego,Diego Alexsander Garcia,,Diego Alexsander Garcia,,,,,1984-10-10,,https://upload.wikimedia.org/wikipedia/commons/6/6f/Diego_Garcia_em_setembro_de_2015.jpg,,Diego Alexsander Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diego Alexsander Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
