id,gender,date_of_birth,date_of_death,title,legal_name,national_identity,family_name,given_name,additional_name,honorific_prefix,honorific_suffix,email,image,image_source,summary,biography
93,male,1965-07-22,"","",ASHAFA GBENGA,"","","","","","","",http://www.shineyoureye.org/media_root/images/ashafa-gbenga,http://www.nassnig.org/nass/admin/images/s072.jpg,"Legistlative Interest(s): NA

",""
94,male,1966-12-31,"","",ASITA HONOURABLE,"","","","","","","",http://www.shineyoureye.org/media_root/images/asita-honourable,http://www.nassnig.org/nass2/admin/images/hr311.jpg,"Legistlative Interest(s): Rural Development and Social Order

",""
90,male,1959-07-08,"","",Arthur Okowa Ifeanyi,"","","","","","","",http://www.shineyoureye.org/media_root/images/Delta_-_Ifeanyi_Okowa.jpg,http://www.dna-nigeria.com/wp-content/uploads/2014/08/ife-okowa4.jpg,"Legistlative Interest(s): NA

",""
108,Male,1961-12-28,"","",Bagudu Abubakar Atiku,"","","","","","","",http://www.shineyoureye.org/media_root/images/Kebbi_-_Atiku_Bagudu.jpg,http://nggovernorsforum.com/wp-content/uploads/2015/06/Kebbi-ATIKU-BAGUDU.jpg,"",""
109,"",1972-12-03,"","",BAMIDELE AYODELE FAPARUSI,"","","","","","","",http://www.shineyoureye.org/media_root/images/bamidele-ayodele-faparusi,http://www.nassnig.org/nass2/admin/images/hr111.jpg,"",""
95,"",1970-10-06,"","",ATIKU SHAMAKI,"","","","","","","",http://www.shineyoureye.org/media_root/images/atiku-shamaki,http://www.nassnig.org/nass2/admin/images/hr256.jpg,"",""
96,"",1964-12-20,"","",AUWALU DAHIRU SALE,"","","","","","","",http://www.shineyoureye.org/media_root/images/auwalu-dahiru-sale,http://www.nassnig.org/nass2/admin/images/hr049.jpg,"",""
97,Male,1963-06-01,"","",AWULU EZEKIEL ADAJI,"","","","","","","",http://www.shineyoureye.org/media_root/images/awulu-ezekiel-adaji,http://www.nassnig.org/nass2/admin/images/AWULU%20EZEKIEL%20ADAJI.jpg,"",""
187,male,1966-02-02,"","",GARBA BABAYO GAMAWA,"","","","","","","",http://www.shineyoureye.org/media_root/images/garba-babayo-gamawa,http://www.nassnig.org/nass/admin/images/s015.jpg,"Target Achievement(s): Provision of basic social infrastructure, security of lives and properties of the citizenry

Legistlative Interest(s): Agriculture, education, health, economic empowerment

",""
99,"",1956-07-17,"","",AYO AKINYELURE PATRICK,"","","","","","","",http://www.shineyoureye.org/media_root/images/ayo-akinyelure-patrick,http://www.nassnig.org/nass/admin/images/s084.jpg,"Target Achievement(s): - Promoter & Proprietor of Allover Central Polytechnic, Ota
- Successful Audit & Accountancy Practice

Legistlative Interest(s): Entreprenureship Development; Reducation of Poverty at all levels; Education & Power Stability in Nigeria; Community Development

Awards & Honours: Fellow of the Institute of Chartered Accountants of Nigeria,
Fellow of the Institute of Taxation of Nigeria
Fellow of the Institute of Public Administration of Nigeria
Fellow of the Institute of Payroll Administration of Nigeria
Doctorate Degree in Public Administration

",""
352,"",1965-10-10,"","",OGUNNISI MICHAEL ABAYOMI,"","","","","","","",http://www.shineyoureye.org/media_root/images/ogunnisi-michael-abayomi,http://www.nassnig.org/nass2/admin/images/hr231.jpg,"Legistlative Interest(s): PUBLIC ACCOUNTS

",""
100,"",1971-04-26,"","",AYODEJI LABIB JAKANDE,"","","","","","","",http://www.shineyoureye.org/media_root/images/ayodeji-labib-jakande,http://www.nassnig.org/nass2/admin/images/hr243.jpg,"Target Achievement(s): Very Successive Representation Of My Constituency & The Country As a
Whole

Legistlative Interest(s): MDGs Achievement, Youth Empowerment

",""
188,Male,1960-10-03,"","",GARBA DATTI MUHAMMAD,"","","","","","","",http://www.shineyoureye.org/media_root/images/garba-datti-muhammad,http://www.nassnig.org/nass2/admin/images/hr163.jpg,"",""
105,Male,1977-06-26,"","",BABALE BASHIR,"","","","","","","",http://www.shineyoureye.org/media_root/images/babale-bashir,http://www.nassnig.org/nass2/admin/images/hr189.jpg,"Target Achievement(s): To enable Nigerian populace to have asses toeducation, boast food security, provition
of portable drinking water and health care delivery, end poverty

Legistlative Interest(s): Agriculture, Education, Water, poverty Eradition, Health and Security

",""
106,"",1959-12-12,"","",BABATUNDE OLABODE OGUNOLA,"","","","","","","",http://www.shineyoureye.org/media_root/images/babatunde-olabode-ogunola,http://www.nassnig.org/nass2/admin/images/hr263.jpg,"",""
189,male,1964-06-16,"","",GARBA MUSA GULMA,"","","","","","","",http://www.shineyoureye.org/media_root/images/garba-musa-gulma,http://www.nassnig.org/nass2/admin/images/hr200.jpg,"Target Achievement(s): To see that justice is done by protecting the interest of constituency, state and Nigeria at large.

Legistlative Interest(s): Rural Infrastructure, Roads, Water Supply, Health,Education

",""
107,Male,1965-01-11,"","",BADAMASI AYUBA,"","","","","","","",http://www.shineyoureye.org/media_root/images/badamasi-ayuba,http://www.nassnig.org/nass2/admin/images/scan.jpg,"Target Achievement(s): To Improve the Standard of Living and Lives of the Common Man and Uphold Peace and Stability in the Country

Legistlative Interest(s): All Areas

Awards & Honours: Nil

",""
110,male,1960-02-13,"","",BARATA AHMED HASSAN,"","","","","","","",http://www.shineyoureye.org/media_root/images/barata-ahmed-hassa,http://www.nassnig.org/nass/admin/images/s005.jpg,"Target Achievement(s): Make Nigeria Investment Friendly through Legislation

Legistlative Interest(s): 1. Laws-Making
2. Over South

Awards & Honours: 1 Legislator of the year by ACLD
1. Outstanding Legislative Friendly Senator (North-East)

",""
111,male,1961-06-22,"","",BARINADA MPIGI,"","","","","","","",http://www.shineyoureye.org/media_root/images/barinada-mpigi,http://www.nassnig.org/nass2/admin/images/hr316.jpg,"",""
190,male,1952-06-16,"","",GAYA KABIRU IBRAHIM,"","","","","","","",http://www.shineyoureye.org/media_root/images/gaya-kabiru-ibrahim,http://www.nassnig.org/nass/admin/images/s058.jpg,"Target Achievement(s): -  Provision of employment for constituents
-  Construction of bridges, drainage systems, scholarship, irrigation water
projects, construction of classrooms, solar power bore-holes,skill acquisition
projects, provision of transportation for peasant villages etc

Legistlative Interest(s): Agriculture, Education, Power

Awards & Honours: -  PhD  (Honoris Causa) University Of Science And Applied Management,Portonovo,Rep. Of Benin.
-  Distinguished Senate of the year - 2007 by A.B.U Zaria
-  Meritorious Cert. for good governanve - 1993 by Nigerians in U.S.A
-  Meritorious Service Award - 1996 by NYMN, presented by C.GS Oladipo Diyay

",""
112,"",1960-04-12,"","",BASHIR ADAMU,"","","","","","","",http://www.shineyoureye.org/media_root/images/bashir-adamu,http://www.nassnig.org/nass2/admin/images/ADAMU%20Bashir.jpg,"Target Achievement(s): To improve the economic and educational standards of my constituents and Nigeria at large.

Legistlative Interest(s): Education, Agriculture, Health and Water Resources

",""
114,male,1973-04-17,"","",BAWA SHEHU USMAN,"","","","","","","",http://www.shineyoureye.org/media_root/images/bawa-shehu-usma,http://www.nassnig.org/nass2/admin/images/hr152.jpg,"",""
353,female,1971-12-24,"","",OJAKOVO OBORO OMAVOWAN EVELYN,"","","","","","","",http://www.shineyoureye.org/media_root/images/ojakovo-omavowan-evely,http://www.nassnig.org/nass2/admin/images/OJATAKOVOI%20OMAVOWAN%20EVELYN.jpg,"Target Achievement(s): To influence Projects to My Constituency
1. Health Centres
2. Primary School Buildings
3. Construction of Water Projects
4.Building of Markets
5. Youth & Women Empowerment
Electricity Supply

Legistlative Interest(s): Youth Empowerment & Capacity Building For my Constituent

Awards & Honours: Best Local Government Chairman 2007

",""
191,male,1956-03-03,"","",NDOMA-EGBA VICTOR,"","","","","","","",http://www.shineyoureye.org/media_root/images/gba-victor-ndoma,http://www.nassnig.org/nass/admin/images/s026.jpg,"Target Achievement(s): Economic Matters, Proper Representation

Legistlative Interest(s): Economic Matters and Foreign Affairs

Awards & Honours: Cross River State Honour Award, Kwame Nkrumah Leadership Award

",""
192,Male,1948-09-04,"","",GEMADE BARNABAS ANDYAR IYORHER,"","","","","","","",http://www.shineyoureye.org/media_root/images/gemade-barnabas-andyar-iyorher,http://www.nassnig.org/nass/admin/images/s019.jpg,"Target Achievement(s): 1.Securing mass employment in the senatorial zone through siting of industries and tertiary institutions
2.Establishment of a tertiary hospital in the zone

Legistlative Interest(s): job creation, security,healthcare services

Awards & Honours: 1.Doctor of science causa university of agriculture markudi 2002
2.Doctor of science causa university of calabar 1996
3.Natonal productivity merit award 1993
4Coren merit award 2000
5.Member order of the federal republic (OFR)

",""
193,"",1949-07-29,"","",GIBSON KAUDA NATHANIEL,"","","","","","","",http://www.shineyoureye.org/media_root/images/gibson-kauda-nathaniel,http://www.nassnig.org/nass2/admin/images/7_4.jpg,"Target Achievement(s): Infrastructure Growth in my Constituency

Legistlative Interest(s): Education, Agriculture, Health Matters

Awards & Honours: Leadership Ward - Youth Organization of Nigeria

",""
354,male,1961-03-27,"","",OJUDU BABAFEMI,"","","","","","","",http://www.shineyoureye.org/media_root/images/ojudu-babafemi,http://www.nassnig.org/nass/admin/images/s038.jpg,"Legislative Interest(s): NA

",""
194,male,1952-08-08,"","",NGIGE CHRIS NWABUEZE,"","","","","","","",http://www.shineyoureye.org/media_root/images/gige-chris-nwabuez,http://www.nassnig.org/nass/admin/images/s010.jpg,"Legistlative Interest(s): NA

",""
195,male,1953-01-01,"","",GOBIR IBRAHIM ABDULLAHI,"","","","","","","",http://www.shineyoureye.org/media_root/images/gobir-ibrahim-abdullahi,http://www.nassnig.org/nass/admin/images/s098.jpg,"Legistlative Interest(s): NA

",""
355,"",1961-08-26,"","",OKWURU CHUKWUEMEKA TOBIAS,"","","","","","","",http://www.shineyoureye.org/media_root/images/okwuru-chukwuemeka-tobias,http://www.nassnig.org/nass2/admin/images/hr097.jpg,"Target Achievement(s): The Achievement Of MGDs Within The Shortest Posssible Time, & the
Attainment Of Vision 20 - 20 -  20  With The Relevant Rural Development
Index.

Legistlative Interest(s): Empowerment Of Youth & The Rural Women; & Development Of Rural Committees & Villages In Nigeria.

Awards & Honours: Ikemba I Of Ezza Nation; Fellow, Inst. Of Corporate Administration - FICA;
Certificate Of Award For Legislative Excellence From Nigerian Rotary Club
Int. Dinstrct 9140.; Award For Philantropism & Public Administration From
Inst. Of Professional Administration In Africa.

",""
197,male,1952-10-10,"","",GOJE MOHAMMED DANJUMA,"","","","","","","",http://www.shineyoureye.org/media_root/images/goje-mohammed-danjuma,http://www.nassnig.org/nass/admin/images/s044.jpg,"Legistlative Interest(s): Anything that will brings development and peace to Nigeria

Awards & Honours: -  Six Doctrate Hononary Degrees for sixUniversities
-  More than 40 other awards in various fields and from various institutions
and organizations

",""
356,"",1966-01-22,"","",OLABIYI JULIUS OYEKOLA,"","","","","","","",http://www.shineyoureye.org/media_root/images/olabiyi-julius-oyekola,http://www.nassnig.org/nass2/admin/images/Hon_olabiyi%20oyekola.jpg,"Legistlative Interest(s): Appropriation, Marine & Land Transportation, Banking & Currency, Internal Affairs, Agriculture, Water Resources

",""
357,"",1957-01-20,"","",OLAJUMOKE OKOYA-THOMAS,"","","","","","","",http://www.shineyoureye.org/media_root/images/olajumoke-okoya-thomas,http://www.nassnig.org/nass2/admin/images/hr235.jpg,"Legistlative Interest(s): SOCIAL DEVELOPMENT OF WOMEN AND CHILDREN

",""
135,male,1965-03-18,"","",CHRISCATO IKECHUKWU AMEKE,"","","","","","","",http://www.shineyoureye.org/media_root/images/chriscato-ikechukwu-ameke,http://www.nassnig.org/nass2/admin/images/hr027.jpg,"Target Achievement(s): To bring the dividends of democracy to my constituency

Legistlative Interest(s): Mainly Laws for good governance

Awards & Honours: Fellow African Business School (FABS)
Member Institute of Fraud Examiners (MIFE)
Honorary Chieftancy Title (Nwalupuo Aku of Aguleri)

",""
115,"",1972-06-15,"","",BELLO KAOJE A,"","","","","","","",http://www.shineyoureye.org/media_root/images/bello-kaoje-a,http://www.nassnig.org/nass2/admin/images/KAOJE%20Bello.jpg,"Target Achievement(s): Bringing Democracy Dividends To My Constituents & Given Them Better
Sense Of Belonging.

Legistlative Interest(s): Propergation/Sponsorship Of Peoples Oriented Bills, Ensuring Effeciency Of Government Egencies & Minitries

Awards & Honours: Managing Director Godiya Miyetti Ltd (GML)
Operation Manager GML

",""
116,male,1962-02-28,"","",BELLO MARADUN MUTAWALLE,"","","","","","","",http://www.shineyoureye.org/media_root/images/bello-maradun-mutawalle,http://www.nassnig.org/nass2/admin/images/Mutawale.jpg,"Target Achievement(s): To bring to realization the yearnings for growth and development of my constituency

Legistlative Interest(s): To legislate very meaningfully for the development of my country

",""
117,Female,1967-12-08,"","",BENI LAR,"","","","","","","",http://www.shineyoureye.org/media_root/images/beni-lar,http://www.nassnig.org/nass2/admin/images/hr308.jpg,"Target Achievement(s): Strengthen due process, implementation of budget to accelerate development, improve education delivery.

Legistlative Interest(s): Bugdet implementtation, due process, education, health

",""
136,"",1968-12-24,"","",CHRIS EMEKA IFEANYI AZUBOGU,"","","","","","","",http://www.shineyoureye.org/media_root/images/chris-emeka-ifeanyi-azubogu,http://www.nassnig.org/nass2/admin/images/CHRIS%20EMEKA%20IFEANYI%20AZUBOGU.jpg,"",""
118,male,1950-03-26,"","",BENJAMIN ITYOKUMBA ABOHO,"","","","","","","",http://www.shineyoureye.org/media_root/images/benjamin-ityokumba-ab,http://www.nassnig.org/nass2/admin/images/BENJAMIN%20ITYOKUMBA%20ABOHO%20(2).jpg,"Target Achievement(s): Ensuring Rural development

Legistlative Interest(s): Social work, National Security, Poverty Alleviation, other matter of development

Awards & Honours: FSS
DSS
PSC

",""
119,male,1965-09-27,"","",BEN NNEBEDUMCHUKWU NWANKWO,"","","","","","","",http://www.shineyoureye.org/media_root/images/ben-nnebedumchukwu-nwankw,http://www.nassnig.org/nass2/admin/images/hr037.jpg,"",""
358,"",1961-03-02,"","",OLAYEMI SIKIRU BUSARI,"","","","","","","",http://www.shineyoureye.org/media_root/images/olayemi-sikiru-busari,http://www.nassnig.org/nass2/admin/images/hr290.jpg,"",""
120,"",1964-04-28,"","",BETHEL NNAEMEKA AMADI,"","","","","","","",http://www.shineyoureye.org/media_root/images/bethel-nnaemeka-amadi,http://www.nassnig.org/nass2/admin/images/hr139.jpg,"Target Achievement(s): Legislations that would improve the quality of education and healthcare delivery.And also assist the police and the judiciary in law enforcement and the provision of security for lives and properties of our citizens.

Legistlative Interest(s): Education,Health,and Law enforcement.

",""
137,"",1966-08-10,"","",CHRISTINA DEMNENGE ALAAGA,"","","","","","","",http://www.shineyoureye.org/media_root/images/christina-demnenge-alaaga,http://www.nassnig.org/nass2/admin/images/CHRISTINA%20DEMNENGE%20ALAAGA.jpg,"",""
121,female,1962-02-19,"","",BETTY JOCELYNE OKAGUA-APIAFI,"","","","","","","",http://www.shineyoureye.org/media_root/images/betty-jocelyne-okagua-apiafi,http://www.nassnig.org/nass2/admin/images/9_3.jpg,"Target Achievement(s): Educational Uplifts of Constituents, Building Skilled Capacity and Provision of Infrastructure.

Legistlative Interest(s): Educational Developments, Women Rights, Economic Empowerments

",""
122,"",1976-11-26,"","",BILIYAMINU SHINKAFI YUSUF,"","","","","","","",http://www.shineyoureye.org/media_root/images/biliyaminu-shinkafi-yusuf,http://www.nassnig.org/nass2/admin/images/3_17.jpg,"Target Achievement(s): TO ATTRACT VERY STRONG FEDERAL GOVT. PRESENCE IN MY CONSTITUENCY AND STATE

Legistlative Interest(s): LAW MAKING TO FOSTER NATIONAL DEVELOPMENT

",""
123,female,1971-04-01,"","",BINTA MAIGARI BELLO,"","","","","","","",http://www.shineyoureye.org/media_root/images/binta-maigari-bell,http://www.nassnig.org/nass2/admin/images/hr128.jpg,"Target Achievement(s): TO PASS A LAW THAT WILL ADVANCE THE COURSE OF WOMEN IN NIGERIA

Legistlative Interest(s): TO WORK COLLECTIVELY TOWARD PROVIDING GOOD HEALTH SERVICES

Awards & Honours: 1.HON.DOCTORATE DEGREE BY ATLANTIC INTERNATIONAL UNIVERSITY OKIJA CAMPUS
2.BEST COMMISSIONER OF WOMEN AFFAIRS.

",""
198,"",1958-01-01,"","",GONI BUKAR LAWA,"","","","","","","",http://www.shineyoureye.org/media_root/images/goni-bukar-lawa,http://www.nassnig.org/nass2/admin/images/hr341.jpg,"Target Achievement(s): Improvement in the health sector.

Legistlative Interest(s): Health, Rural Development and Education.

Awards & Honours: WHO Award

",""
124,Male,1969-03-30,"","",BITRUS B. KAZE,"","","","","","","",http://www.shineyoureye.org/media_root/images/bitrus-b-kaze,http://www.nassnig.org/nass2/admin/images/hr303.jpg,"Target Achievement(s): Peace and reconciliation in my constituency, water supply, rural access and
empowerment of my constituents

Legistlative Interest(s): Foreigne Affairs, Mines and Power, Works

",""
142,Male,1967-07-15,"","",CHUKWUDI JONES VICTOR ONYERERI,"","","","","","","",http://www.shineyoureye.org/media_root/images/chukwudi-jones-victor-onyereri,http://www.nassnig.org/nass2/admin/images/hr134.jpg,"Target Achievement(s): PEOPLE CENTERED LEGISLATION AND EXECUTION OF CONSTITUENT PROJECTS THAT WILL MAKE MEANINGFUL AND POSITIVE IMPACT IN THE LIVES OF MY IMMEDIATE CONSTITUENTS AND THE COUNTRY IN GENERAL

Legistlative Interest(s): LAW MAKING FOR GOOD GOVERNANCE

Awards & Honours: 1. AMBASSADOR OF GOOD WILL TO THE STATE OF ARKANSAS BY BILL CLINTON
2. OUTSTANDING MERIT AWARD (ROTARY INTERNATIONAL CLUB OF ENUGU)

",""
125,Female,1968-01-16,"","",BLESSING IBIBA NSIEGBE,"","","","","","","",http://www.shineyoureye.org/media_root/images/blessing-ibiba-nsiegbe,http://www.nassnig.org/nass2/admin/images/5_8.jpg,"",""
126,"",2011-07-04,"","",BOLUWAJI KUNLE,"","","","","","","",http://www.shineyoureye.org/media_root/images/boluwaji-kunle,http://www.nassnig.org/nass/admin/images/s085.jpg,"Legistlative Interest(s): NA

",""
127,Male,1949-04-23,"","",BOROFFICE ROBERT AJAYI,"","","","","","","",http://www.shineyoureye.org/media_root/images/boroffice-robert-ajayi,http://www.nassnig.org/nass/admin/images/s083.jpg,"Target Achievement(s): - Fiscal Federalism
- More funding for Science & Technology
- Youth Empowerment

Legistlative Interest(s): NA

Awards & Honours: Officer of The Order Of Niger (OON)

",""
145,male,1939-01-11,2015-04-19,"",CHUKWUMERIJE UCHE,"","","","","","","",http://www.shineyoureye.org/media_root/images/chukwumerije-uche,http://www.nassnig.org/nass/admin/images/s003.jpg,"
He was first elected to the Senate in 2003 to represent Abia North. He had served as minister of information in the military regime of General Ibrahim Babangida. He was also as minister of information in the interim national government of Ernest Shonekan. He was member of the Progressive Peoples Alliance (PPA) when he joined the Senate in 2003. He later moved to the All Progressives Grand Alliance (APGA) and then the PDP.


Target Achievement(s): Dignity of Senate within the framework of constitutional democracy, Niger

Legistlative Interest(s): Social Welfare and Infrastructural Development

Awards & Honours: Political & Cultural

",""
128,male,1965-03-10,"","",BRIGHT TAMUNO GOGO,"","","","","","","",http://www.shineyoureye.org/media_root/images/bright-tamuno-gog,http://www.nassnig.org/nass2/admin/images/GOGO%20Bright%20Tamuno.jpg,"",""
129,male,1964-07-28,"","",BUKUYOLA TAOFEEK BURAIMO,"","","","","","","",http://www.shineyoureye.org/media_root/images/bukuyola-taofeek-buraim,http://www.nassnig.org/nass2/admin/images/hr269.jpg,"Target Achievement(s): Youth Development, Women Empowerment, Resource Control,
Communication Improvement

Legistlative Interest(s): Communication Information Technology, Oil & Gas

",""
130,Male,1962-12-15,"","",BWACHA EMMANUEL,"","","","","","","",http://www.shineyoureye.org/media_root/images/bwacha-emmanuel,http://www.nassnig.org/nass/admin/images/s102.jpg,"Legistlative Interest(s): NA

",""
146,"",1946-06-29,"","",CYRIL EGWUATU,"","","","","","","",http://www.shineyoureye.org/media_root/images/cyril-egwuatu,http://www.nassnig.org/nass2/admin/images/CYRIL%20EGWUATU.jpg,"Target Achievement(s): Effective representation of my constitunecy

Legistlative Interest(s): Making good laws that will beenfit the poor masses of Nigeria

Awards & Honours: MIET, London

",""
131,Male,1977-06-15,"","",CHANCHANGI RUFAI AHMED,"","","","","","","",http://www.shineyoureye.org/media_root/images/chanchangi-rufai-ahmed,http://www.nassnig.org/nass2/admin/images/hr164.jpg,"Target Achievement(s): Youth development & empowerment through vocational skills, sports & education

Legistlative Interest(s): Transport, Aviation, Federal Character Commission, MDG, FCT

",""
132,male,1956-09-29,"","",CHARLES C. ODEDO,"","","","","","","",http://www.shineyoureye.org/media_root/images/charles-c-oded,http://www.nassnig.org/nass2/admin/images/CHARLES%20C.%20ODEDO.jpg,"Target Achievement(s): MDG Goals in Education especially

Legistlative Interest(s): MDG Privatization, Housing, Defence and Power

",""
199,male,1948-10-10,"","",GUMBA ADAMU IBRAHIM,"","","","","","","",http://www.shineyoureye.org/media_root/images/gumba-adamu-ibrahim,http://www.nassnig.org/nass/admin/images/s014.jpg,"Target Achievement(s): To achieve impressive progress in legislative duties by the end of the life of the 7th
Senate in 2015

Legistlative Interest(s): GOOD GOVERNANCE IN NIGERIA

Awards & Honours: -  N.Y.S.C CHAIRMAN'S AWARD,KANO 1977
-  FELLOW NIGERIA INSTITUTE OF
MANAGEMENT,KUYAMBANA OF BAUCHI.

",""
133,male,1951-03-13,"","",CHINENYE FERDINARD IKE,"","","","","","","",http://www.shineyoureye.org/media_root/images/chinenye-ferdinard-ike,http://www.nassnig.org/nass2/admin/images/hr004.jpg,"Target Achievement(s): Growth of Stable Democracy, Reduction of Poverty Level and Youth Empowerment.

Legistlative Interest(s): Industrialisation, Youth Empowerment,Health and Education.

",""
147,male,1952-12-06,"","",DAHIRU UMARU,"","","","","","","",http://www.shineyoureye.org/media_root/images/dahiru-umaru,http://www.nassnig.org/nass/admin/images/s100.jpg,"Target Achievement(s): Stability of the country and improvement of welfare of the people

Legistlative Interest(s): Social Justice, Improving the Welfare of the people

",""
134,"",1974-02-08,"","",CHIZOR LAMBERT OBIDIGWE,"","","","","","","",http://www.shineyoureye.org/media_root/images/chizor-lambert-obidigwe,http://www.nassnig.org/nass2/admin/images/CHIZOR%20LAMBERT%20OBIDIGWE.jpg,"",""
139,"",1966-11-11,"","",CHRISTOPHER SUNDAY ETA,"","","","","","","",http://www.shineyoureye.org/media_root/images/christopher-sunday-eta,http://www.nassnig.org/nass2/admin/images/CHRISTOPHER%20SUNDAY%20ETA.jpg,"Target Achievement(s): Develop Social Safety Net of the Nigeria State.

Legistlative Interest(s): Enviromental Matters, Infrastructure All Matters or Development Issues

",""
141,"",1954-12-13,"","",CHUDI PATRICK UWAZURIKE,"","","","","","","",http://www.shineyoureye.org/media_root/images/chudi-patrick-uwazurike,http://www.nassnig.org/nass2/admin/images/rsz_scanpicture.jpg,"Target Achievement(s): Lower Unemployment, Skills Acquisition, 
states right (Imo),Women and Youth Empowerment;
2012 Appropriation Act Budget implementation; skills acquisition programs for my Constituency; Effective social security system tackling Unemployment and Job Creation; 
culture as instrument of national unity

Legistlative Interest(s): Comprehensive social security system;  effective infrastructure delivery for creature comforts - roads, electricity, water, healthcare, schools, security;  proactive poverty alleviation; coordinated national policy implementation strategies;  the coming of the African Union Common Market; robust pan-Africanist foreign policy;  deepening consociational, all-inclusive democracy for Nigeria as a federal state.

Awards & Honours: Founder, African profiles USA & Globe, 1991;
Conveyor, Ford Foundation Conference on Nigeria 4th Republic, 2001;
Member, African Union Peer Review Commission Mission To Kenya, 2005;
Snr Fellow, Institute for Research on The African Union, 2000-2008;
Chronologically, a few selected honours:
1975: US Embassy John F. Kennedy essay contest Scholarship for Nsukka 1977 landslide victory (98%) in student union Presidency election
1978: Led UNN on successful but bloodless Ali-must-go protests
1978: 1st prize, Nigerian independence anniversary essay competition, nbc ikoyi
1980: Among best youth corper prize winners, Minna, Niger State
1991: Play, the flycatcher's identity makes it to off Broadway, Times Square, USA
1994 Co-Chairman, Lincoln University Conference on ZIK & Panafricanism
2000: hosted ford foundation-sponsored conference on Nigerian Constitution
2005 snr Fellow, Iradac-Cuny; Member,
2009: ""Another Nigeria is Possible"" Launched at the Yar'Adua Centre, Abuja,
2010: Honoured with Chieftaincy title, 'mbazuigwe 1 of umunakanu-owerre
2011: Wins landslide election to the Federal House of reps for Okigwe South
 2012: PROPOSED MEMBER, GOVERNING COUNCIL, National Legislative Institute, NILS

",""
101,female,1962-11-10,"","",AYO HULAYAT OMIDIRAN,"","","","","","","",http://www.shineyoureye.org/media_root/images/APC_-_Ayo_Omidiran.jpg,http://nigeriacamera.net/wp-content/uploads/2015/08/ayo-omidiran.jpg,"Target Achievement(s): An Improvement On The Standard Of Living & General WellBeing Of
Nigerians Everywhere.

Legistlative Interest(s): Human Development

Awards & Honours: various Sports Awards

",""
143,male,1965-10-17,"","",CHUKWUEMEKA EMMANUEL NWOGBO,"","","","","","","",http://www.shineyoureye.org/media_root/images/chukwuemeka-emmanuel-nwogb,http://www.nassnig.org/nass2/admin/images/hr032.jpg,"",""
200,"",1964-10-18,"","",GWANI LUCAS GIDE,"","","","","","","",http://www.shineyoureye.org/media_root/images/gwani-lucas-gide,http://www.nassnig.org/nass2/admin/images/hr165.jpg,"",""
144,male,1965-03-24,"","",CHUKWUEMEKA NKEM IHEDIOHA,"","","","","","","",http://www.shineyoureye.org/media_root/images/chukwuemeka-nkem-ihedioha,http://www.nassnig.org/nass2/admin/images/Ihedioha%20emeka_2.jpg,"Target Achievement(s): Facilitate the passage of laws in the land.

Legistlative Interest(s): Capacity building,general law making and enhancement of national stability through patriotic/dedicated service to  the nation

Awards & Honours: KNIGHT OF SAINT CHRISTOPHER (KSC)
MEMBER, CHARTERED INSTITUTE OF SHIPPING OF NIGERIA
DECORATED WITH SEVERAL CHIEFTAINCY TITLES

",""
148,"",1970-12-31,"","",DAKUKU ADOL PETERSIDE,"","","","","","","",http://www.shineyoureye.org/media_root/images/dakuku-adol-peterside,http://www.nassnig.org/nass2/admin/images/hr315.jpg,"Target Achievement(s): Niger Delta Infrastructure Fund, Bill To Regulate Construction Industry,
Constitutional Amendment, Bills To Support Good Governance/Transparency

Legistlative Interest(s): Niger Delta Matters, Infrastructure, Education, Good Governance/transparency issues, Youth Empowerment & Environmental Issues.

Awards & Honours: Amaopusenibo

",""
359,male,1959-12-19,"","",SOLOMON GANIYU OLANREWAJU,"","","","","","","",http://www.shineyoureye.org/media_root/images/olomon-ganiyu-olanrewaju,http://www.nassnig.org/nass/admin/images/s073.jpg,"Target Achievement(s): Hope To Give Qualitative Representation To My Constituency, My State And The Country In General.

Legistlative Interest(s): Poverty Alleviation and Education

",""
149,"",1972-05-09,"","",DANGALADIMA UMAR SANI,"","","","","","","",http://www.shineyoureye.org/media_root/images/dangaladima-umar-sani,http://www.nassnig.org/nass2/admin/images/hr346.jpg,"Target Achievement(s): TO PROVIDE COMMENDABLE REPRESENTATION OF MY PEOPLE

Legistlative Interest(s): ENSURE DEVELOPMENT OF DEMOCRACY IN NIGERIA

",""
201,"",1960-04-14,"","",GWARZO BELLO HAYATU,"","","","","","","",http://www.shineyoureye.org/media_root/images/gwarzo-bello-hayatu,http://www.nassnig.org/nass/admin/images/s057.jpg,"Target Achievement(s): Betterment of Standard of Living of Primary Constituency and Nigerians at Large

Legistlative Interest(s): Rural Development, Poverty Eradication and Education

Awards & Honours: Numerous

",""
150,"",1958-11-23,"","",DANIEL AKPAN EFFIONG,"","","","","","","",http://www.shineyoureye.org/media_root/images/daniel-akpan-effiong,http://www.nassnig.org/nass2/admin/images/hr019.jpg,"Target Achievement(s): To develop the constituency youth development, Women empowerment

Legistlative Interest(s): Public Account Committee

Awards & Honours: Lion Club

",""
151,male,1962-05-29,"","",DANIEL EFFIONG ASUQUO,"","","","","","","",http://www.shineyoureye.org/media_root/images/daniel-effiong-asuou,http://www.nassnig.org/nass2/admin/images/hr077.jpg,"",""
