id,name,image,given_name,family_name,sort_name,birth_date,gender,identifier__bioguide,identifier__thomas,identifier__lis,identifier__govtrack,identifier__opensecrets,identifier__votesmart,identifier__fec,identifier__cspan,identifier__wikipedia,identifier__house_history,identifier__ballotpedia,identifier__maplight,identifier__washington_post,identifier__icpsr,identifier__wikidata,house,start_date,state,district,party,homepage,address,phone,fax,area_id,term,end_date,identifier__bioguide_previous,identifier__google_entity_id
C000127,Maria Cantwell,https://theunitedstates.io/images/congress/original/C000127.jpg,Maria,Cantwell,"Cantwell, Maria",1958-10-13,female,C000127,00172,S275,300018,N00007836,27122,S8WA00194,26137,Maria Cantwell,10608,Maria Cantwell,544,,39310,Q22250,sen,2009-01-06,WA,,Democrat,http://cantwell.senate.gov,311 HART SENATE OFFICE BUILDING WASHINGTON DC 20510,202-224-3441,202-228-0514,ocd-division/country:us/state:wa,111,2011-01-03,,kg:/m/01x68t
C000127,Maria Cantwell,https://theunitedstates.io/images/congress/original/C000127.jpg,Maria,Cantwell,"Cantwell, Maria",1958-10-13,female,C000127,00172,S275,300018,N00007836,27122,S8WA00194,26137,Maria Cantwell,10608,Maria Cantwell,544,,39310,Q22250,sen,2011-01-06,WA,,Democrat,http://cantwell.senate.gov,311 HART SENATE OFFICE BUILDING WASHINGTON DC 20510,202-224-3441,202-228-0514,ocd-division/country:us/state:wa,112,2013-01-03,,kg:/m/01x68t
C000127,Maria Cantwell,https://theunitedstates.io/images/congress/original/C000127.jpg,Maria,Cantwell,"Cantwell, Maria",1958-10-13,female,C000127,00172,S275,300018,N00007836,27122,S8WA00194,26137,Maria Cantwell,10608,Maria Cantwell,544,,39310,Q22250,sen,2013-01-06,WA,,Democrat,https://www.cantwell.senate.gov,511 Hart Senate Office Building Washington DC 20510,202-224-3441,202-228-0514,ocd-division/country:us/state:wa,113,2015-01-03,,kg:/m/01x68t
C000127,Maria Cantwell,https://theunitedstates.io/images/congress/original/C000127.jpg,Maria,Cantwell,"Cantwell, Maria",1958-10-13,female,C000127,00172,S275,300018,N00007836,27122,S8WA00194,26137,Maria Cantwell,10608,Maria Cantwell,544,,39310,Q22250,sen,2015-01-06,WA,,Democrat,https://www.cantwell.senate.gov,511 Hart Senate Office Building Washington DC 20510,202-224-3441,202-228-0514,ocd-division/country:us/state:wa,114,2017-01-03,,kg:/m/01x68t
C000127,Maria Cantwell,https://theunitedstates.io/images/congress/original/C000127.jpg,Maria,Cantwell,"Cantwell, Maria",1958-10-13,female,C000127,00172,S275,300018,N00007836,27122,S8WA00194,26137,Maria Cantwell,10608,Maria Cantwell,544,,39310,Q22250,sen,2017-01-03,WA,,Democrat,https://www.cantwell.senate.gov,511 Hart Senate Office Building Washington DC 20510,202-224-3441,202-228-0514,ocd-division/country:us/state:wa,115,"",,kg:/m/01x68t
C000141,Benjamin L. Cardin,https://theunitedstates.io/images/congress/original/C000141.jpg,Benjamin,Cardin,"Cardin, Benjamin",1943-10-05,male,C000141,00174,S308,400064,N00001955,26888,H6MD03177,4004,Ben Cardin,10629,Ben Cardin,182,,15408,Q723295,sen,2007-01-06,MD,,Democrat,http://cardin.senate.gov/,509 HART SENATE OFFICE BUILDING WASHINGTON DC 20510,202-224-4524,202-224-1651,ocd-division/country:us/state:md,110,2009-01-03,,kg:/m/025k3k
C000141,Benjamin L. Cardin,https://theunitedstates.io/images/congress/original/C000141.jpg,Benjamin,Cardin,"Cardin, Benjamin",1943-10-05,male,C000141,00174,S308,400064,N00001955,26888,H6MD03177,4004,Ben Cardin,10629,Ben Cardin,182,,15408,Q723295,sen,2009-01-06,MD,,Democrat,http://cardin.senate.gov/,509 HART SENATE OFFICE BUILDING WASHINGTON DC 20510,202-224-4524,202-224-1651,ocd-division/country:us/state:md,111,2011-01-03,,kg:/m/025k3k
C000141,Benjamin L. Cardin,https://theunitedstates.io/images/congress/original/C000141.jpg,Benjamin,Cardin,"Cardin, Benjamin",1943-10-05,male,C000141,00174,S308,400064,N00001955,26888,H6MD03177,4004,Ben Cardin,10629,Ben Cardin,182,,15408,Q723295,sen,2011-01-06,MD,,Democrat,http://cardin.senate.gov/,509 HART SENATE OFFICE BUILDING WASHINGTON DC 20510,202-224-4524,202-224-1651,ocd-division/country:us/state:md,112,2013-01-03,,kg:/m/025k3k
C000141,Benjamin L. Cardin,https://theunitedstates.io/images/congress/original/C000141.jpg,Benjamin,Cardin,"Cardin, Benjamin",1943-10-05,male,C000141,00174,S308,400064,N00001955,26888,H6MD03177,4004,Ben Cardin,10629,Ben Cardin,182,,15408,Q723295,sen,2013-01-06,MD,,Democrat,https://www.cardin.senate.gov,509 Hart Senate Office Building Washington DC 20510,202-224-4524,202-224-1651,ocd-division/country:us/state:md,113,2015-01-03,,kg:/m/025k3k
C000141,Benjamin L. Cardin,https://theunitedstates.io/images/congress/original/C000141.jpg,Benjamin,Cardin,"Cardin, Benjamin",1943-10-05,male,C000141,00174,S308,400064,N00001955,26888,H6MD03177,4004,Ben Cardin,10629,Ben Cardin,182,,15408,Q723295,sen,2015-01-06,MD,,Democrat,https://www.cardin.senate.gov,509 Hart Senate Office Building Washington DC 20510,202-224-4524,202-224-1651,ocd-division/country:us/state:md,114,2017-01-03,,kg:/m/025k3k
C000141,Benjamin L. Cardin,https://theunitedstates.io/images/congress/original/C000141.jpg,Benjamin,Cardin,"Cardin, Benjamin",1943-10-05,male,C000141,00174,S308,400064,N00001955,26888,H6MD03177,4004,Ben Cardin,10629,Ben Cardin,182,,15408,Q723295,sen,2017-01-03,MD,,Democrat,https://www.cardin.senate.gov,509 Hart Senate Office Building Washington DC 20510,202-224-4524,202-224-1651,ocd-division/country:us/state:md,115,"",,kg:/m/025k3k
C000174,Thomas R. Carper,https://theunitedstates.io/images/congress/original/C000174.jpg,Thomas,Carper,"Carper, Thomas",1947-01-23,male,C000174,00179,S277,300019,N00012508,22421,S8DE00079,663,Tom Carper,10671,Tom Carper,545,,15015,Q457432,sen,2001-01-06,DE,,Democrat,http://carper.senate.gov,,,,ocd-division/country:us/state:de,107,2003-01-03,,kg:/m/01xw7t
C000174,Thomas R. Carper,https://theunitedstates.io/images/congress/original/C000174.jpg,Thomas,Carper,"Carper, Thomas",1947-01-23,male,C000174,00179,S277,300019,N00012508,22421,S8DE00079,663,Tom Carper,10671,Tom Carper,545,,15015,Q457432,sen,2003-01-06,DE,,Democrat,http://carper.senate.gov,,,,ocd-division/country:us/state:de,108,2005-01-03,,kg:/m/01xw7t
C000174,Thomas R. Carper,https://theunitedstates.io/images/congress/original/C000174.jpg,Thomas,Carper,"Carper, Thomas",1947-01-23,male,C000174,00179,S277,300019,N00012508,22421,S8DE00079,663,Tom Carper,10671,Tom Carper,545,,15015,Q457432,sen,2005-01-06,DE,,Democrat,http://carper.senate.gov,,,,ocd-division/country:us/state:de,109,2007-01-03,,kg:/m/01xw7t
C000174,Thomas R. Carper,https://theunitedstates.io/images/congress/original/C000174.jpg,Thomas,Carper,"Carper, Thomas",1947-01-23,male,C000174,00179,S277,300019,N00012508,22421,S8DE00079,663,Tom Carper,10671,Tom Carper,545,,15015,Q457432,sen,2007-01-06,DE,,Democrat,http://carper.senate.gov,513 HART SENATE OFFICE BUILDING WASHINGTON DC 20510,202-224-2441,202-228-2190,ocd-division/country:us/state:de,110,2009-01-03,,kg:/m/01xw7t
C000174,Thomas R. Carper,https://theunitedstates.io/images/congress/original/C000174.jpg,Thomas,Carper,"Carper, Thomas",1947-01-23,male,C000174,00179,S277,300019,N00012508,22421,S8DE00079,663,Tom Carper,10671,Tom Carper,545,,15015,Q457432,sen,2009-01-06,DE,,Democrat,http://carper.senate.gov,513 HART SENATE OFFICE BUILDING WASHINGTON DC 20510,202-224-2441,202-228-2190,ocd-division/country:us/state:de,111,2011-01-03,,kg:/m/01xw7t
C000174,Thomas R. Carper,https://theunitedstates.io/images/congress/original/C000174.jpg,Thomas,Carper,"Carper, Thomas",1947-01-23,male,C000174,00179,S277,300019,N00012508,22421,S8DE00079,663,Tom Carper,10671,Tom Carper,545,,15015,Q457432,sen,2011-01-06,DE,,Democrat,http://carper.senate.gov,513 HART SENATE OFFICE BUILDING WASHINGTON DC 20510,202-224-2441,202-228-2190,ocd-division/country:us/state:de,112,2013-01-03,,kg:/m/01xw7t
C000174,Thomas R. Carper,https://theunitedstates.io/images/congress/original/C000174.jpg,Thomas,Carper,"Carper, Thomas",1947-01-23,male,C000174,00179,S277,300019,N00012508,22421,S8DE00079,663,Tom Carper,10671,Tom Carper,545,,15015,Q457432,sen,2013-01-06,DE,,Democrat,https://www.carper.senate.gov/public,513 Hart Senate Office Building Washington DC 20510,202-224-2441,202-228-2190,ocd-division/country:us/state:de,113,2015-01-03,,kg:/m/01xw7t
C000174,Thomas R. Carper,https://theunitedstates.io/images/congress/original/C000174.jpg,Thomas,Carper,"Carper, Thomas",1947-01-23,male,C000174,00179,S277,300019,N00012508,22421,S8DE00079,663,Tom Carper,10671,Tom Carper,545,,15015,Q457432,sen,2015-01-06,DE,,Democrat,https://www.carper.senate.gov/public,513 Hart Senate Office Building Washington DC 20510,202-224-2441,202-228-2190,ocd-division/country:us/state:de,114,2017-01-03,,kg:/m/01xw7t
C000174,Thomas R. Carper,https://theunitedstates.io/images/congress/original/C000174.jpg,Thomas,Carper,"Carper, Thomas",1947-01-23,male,C000174,00179,S277,300019,N00012508,22421,S8DE00079,663,Tom Carper,10671,Tom Carper,545,,15015,Q457432,sen,2017-01-03,DE,,Democrat,https://www.carper.senate.gov/public,513 Hart Senate Office Building Washington DC 20510,202-224-2441,202-228-2190,ocd-division/country:us/state:de,115,"",,kg:/m/01xw7t
C000269,John Chafee,https://theunitedstates.io/images/congress/original/C000269.jpg,John,Chafee,"Chafee, John",1922-10-22,male,C000269,01303,S116,402412,,,,,John Chafee,,,,,14500,Q887338,sen,1987-01-06,RI,,Republican,,,,,ocd-division/country:us/state:ri,100,1989-01-03,,kg:/m/03x00c
C000269,John Chafee,https://theunitedstates.io/images/congress/original/C000269.jpg,John,Chafee,"Chafee, John",1922-10-22,male,C000269,01303,S116,402412,,,,,John Chafee,,,,,14500,Q887338,sen,1989-01-06,RI,,Republican,,,,,ocd-division/country:us/state:ri,101,1991-01-03,,kg:/m/03x00c
C000269,John Chafee,https://theunitedstates.io/images/congress/original/C000269.jpg,John,Chafee,"Chafee, John",1922-10-22,male,C000269,01303,S116,402412,,,,,John Chafee,,,,,14500,Q887338,sen,1991-01-06,RI,,Republican,,,,,ocd-division/country:us/state:ri,102,1993-01-03,,kg:/m/03x00c
C000269,John Chafee,https://theunitedstates.io/images/congress/original/C000269.jpg,John,Chafee,"Chafee, John",1922-10-22,male,C000269,01303,S116,402412,,,,,John Chafee,,,,,14500,Q887338,sen,1993-01-06,RI,,Republican,,,,,ocd-division/country:us/state:ri,103,1995-01-03,,kg:/m/03x00c
C000269,John Chafee,https://theunitedstates.io/images/congress/original/C000269.jpg,John,Chafee,"Chafee, John",1922-10-22,male,C000269,01303,S116,402412,,,,,John Chafee,,,,,14500,Q887338,sen,1995-01-06,RI,,Republican,,,,,ocd-division/country:us/state:ri,104,1997-01-03,,kg:/m/03x00c
C000269,John Chafee,https://theunitedstates.io/images/congress/original/C000269.jpg,John,Chafee,"Chafee, John",1922-10-22,male,C000269,01303,S116,402412,,,,,John Chafee,,,,,14500,Q887338,sen,1997-01-06,RI,,Republican,,,,,ocd-division/country:us/state:ri,105,1999-01-03,,kg:/m/03x00c
C000269,John Chafee,https://theunitedstates.io/images/congress/original/C000269.jpg,John,Chafee,"Chafee, John",1922-10-22,male,C000269,01303,S116,402412,,,,,John Chafee,,,,,14500,Q887338,sen,1999-01-06,RI,,Republican,,,,,ocd-division/country:us/state:ri,106,1999-10-24,,kg:/m/03x00c
C000269,John Chafee,https://theunitedstates.io/images/congress/original/C000269.jpg,John,Chafee,"Chafee, John",1922-10-22,male,C000269,01303,S116,402412,,,,,John Chafee,,,,,14500,Q887338,sen,1981-01-06,RI,,Republican,,,,,ocd-division/country:us/state:ri,97,1983-01-03,,kg:/m/03x00c
C000269,John Chafee,https://theunitedstates.io/images/congress/original/C000269.jpg,John,Chafee,"Chafee, John",1922-10-22,male,C000269,01303,S116,402412,,,,,John Chafee,,,,,14500,Q887338,sen,1983-01-03,RI,,Republican,,,,,ocd-division/country:us/state:ri,98,1983-01-06,,kg:/m/03x00c
C000269,John Chafee,https://theunitedstates.io/images/congress/original/C000269.jpg,John,Chafee,"Chafee, John",1922-10-22,male,C000269,01303,S116,402412,,,,,John Chafee,,,,,14500,Q887338,sen,1985-01-06,RI,,Republican,,,,,ocd-division/country:us/state:ri,99,1987-01-03,,kg:/m/03x00c
C000286,Saxby Chambliss,https://theunitedstates.io/images/congress/original/C000286.jpg,Saxby,Chambliss,"Chambliss, Saxby",1943-11-10,male,C000286,00188,S290,300021,N00002685,22029,S2GA00118,36571,Saxby Chambliss,10813,Saxby Chambliss,547,,29512,Q734330,sen,2003-01-07,GA,,Republican,http://chambliss.senate.gov,,,,ocd-division/country:us/state:ga,108,2005-01-03,,kg:/m/01xcms
C000286,Saxby Chambliss,https://theunitedstates.io/images/congress/original/C000286.jpg,Saxby,Chambliss,"Chambliss, Saxby",1943-11-10,male,C000286,00188,S290,300021,N00002685,22029,S2GA00118,36571,Saxby Chambliss,10813,Saxby Chambliss,547,,29512,Q734330,sen,2005-01-06,GA,,Republican,http://chambliss.senate.gov,,,,ocd-division/country:us/state:ga,109,2007-01-03,,kg:/m/01xcms
C000286,Saxby Chambliss,https://theunitedstates.io/images/congress/original/C000286.jpg,Saxby,Chambliss,"Chambliss, Saxby",1943-11-10,male,C000286,00188,S290,300021,N00002685,22029,S2GA00118,36571,Saxby Chambliss,10813,Saxby Chambliss,547,,29512,Q734330,sen,2007-01-06,GA,,Republican,http://chambliss.senate.gov,,,,ocd-division/country:us/state:ga,110,2009-01-03,,kg:/m/01xcms
C000286,Saxby Chambliss,https://theunitedstates.io/images/congress/original/C000286.jpg,Saxby,Chambliss,"Chambliss, Saxby",1943-11-10,male,C000286,00188,S290,300021,N00002685,22029,S2GA00118,36571,Saxby Chambliss,10813,Saxby Chambliss,547,,29512,Q734330,sen,2009-01-06,GA,,Republican,http://www.chambliss.senate.gov,416 Russell Senate Office Building Washington DC 20510,202-224-3521,202-224-0103,ocd-division/country:us/state:ga,111,2011-01-03,,kg:/m/01xcms
C000286,Saxby Chambliss,https://theunitedstates.io/images/congress/original/C000286.jpg,Saxby,Chambliss,"Chambliss, Saxby",1943-11-10,male,C000286,00188,S290,300021,N00002685,22029,S2GA00118,36571,Saxby Chambliss,10813,Saxby Chambliss,547,,29512,Q734330,sen,2011-01-06,GA,,Republican,http://www.chambliss.senate.gov,416 Russell Senate Office Building Washington DC 20510,202-224-3521,202-224-0103,ocd-division/country:us/state:ga,112,2013-01-03,,kg:/m/01xcms
C000286,Saxby Chambliss,https://theunitedstates.io/images/congress/original/C000286.jpg,Saxby,Chambliss,"Chambliss, Saxby",1943-11-10,male,C000286,00188,S290,300021,N00002685,22029,S2GA00118,36571,Saxby Chambliss,10813,Saxby Chambliss,547,,29512,Q734330,sen,2013-01-06,GA,,Republican,http://www.chambliss.senate.gov,416 Russell Senate Office Building Washington DC 20510,202-224-3521,202-224-0103,ocd-division/country:us/state:ga,113,2015-01-03,,kg:/m/01xcms
C000356,"Lawton Chiles, Jr.",https://theunitedstates.io/images/congress/original/C000356.jpg,Lawton,Chiles,"Chiles, Lawton",1930-04-03,male,C000356,01304,,402495,,,,,Lawton Chiles,,,,,13101,Q744098,sen,1987-01-06,FL,,Democrat,,,,,ocd-division/country:us/state:fl,100,1989-01-03,,kg:/m/027165
C000356,"Lawton Chiles, Jr.",https://theunitedstates.io/images/congress/original/C000356.jpg,Lawton,Chiles,"Chiles, Lawton",1930-04-03,male,C000356,01304,,402495,,,,,Lawton Chiles,,,,,13101,Q744098,sen,1981-01-06,FL,,Democrat,,,,,ocd-division/country:us/state:fl,97,1983-01-03,,kg:/m/027165
C000356,"Lawton Chiles, Jr.",https://theunitedstates.io/images/congress/original/C000356.jpg,Lawton,Chiles,"Chiles, Lawton",1930-04-03,male,C000356,01304,,402495,,,,,Lawton Chiles,,,,,13101,Q744098,sen,1983-01-03,FL,,Democrat,,,,,ocd-division/country:us/state:fl,98,1983-01-06,,kg:/m/027165
C000356,"Lawton Chiles, Jr.",https://theunitedstates.io/images/congress/original/C000356.jpg,Lawton,Chiles,"Chiles, Lawton",1930-04-03,male,C000356,01304,,402495,,,,,Lawton Chiles,,,,,13101,Q744098,sen,1985-01-06,FL,,Democrat,,,,,ocd-division/country:us/state:fl,99,1987-01-03,,kg:/m/027165
C000542,Daniel Coats,https://theunitedstates.io/images/congress/original/C000542.jpg,Daniel,Coats,"Coats, Daniel",1943-05-16,male,C000542,00209,S212,402675,N00003845,53291,S0IN00053,6080,Dan Coats,11126,Dan Coats,1407,,14806,Q632321,sen,1989-01-06,IN,,Republican,,,,,ocd-division/country:us/state:in,101,1991-01-03,,kg:/m/0jl26
C000542,Daniel Coats,https://theunitedstates.io/images/congress/original/C000542.jpg,Daniel,Coats,"Coats, Daniel",1943-05-16,male,C000542,00209,S212,402675,N00003845,53291,S0IN00053,6080,Dan Coats,11126,Dan Coats,1407,,14806,Q632321,sen,1991-01-06,IN,,Republican,,,,,ocd-division/country:us/state:in,102,1993-01-03,,kg:/m/0jl26
C000542,Daniel Coats,https://theunitedstates.io/images/congress/original/C000542.jpg,Daniel,Coats,"Coats, Daniel",1943-05-16,male,C000542,00209,S212,402675,N00003845,53291,S0IN00053,6080,Dan Coats,11126,Dan Coats,1407,,14806,Q632321,sen,1993-01-06,IN,,Republican,,,,,ocd-division/country:us/state:in,103,1995-01-03,,kg:/m/0jl26
C000542,Daniel Coats,https://theunitedstates.io/images/congress/original/C000542.jpg,Daniel,Coats,"Coats, Daniel",1943-05-16,male,C000542,00209,S212,402675,N00003845,53291,S0IN00053,6080,Dan Coats,11126,Dan Coats,1407,,14806,Q632321,sen,1995-01-06,IN,,Republican,,,,,ocd-division/country:us/state:in,104,1997-01-03,,kg:/m/0jl26
C000542,Daniel Coats,https://theunitedstates.io/images/congress/original/C000542.jpg,Daniel,Coats,"Coats, Daniel",1943-05-16,male,C000542,00209,S212,402675,N00003845,53291,S0IN00053,6080,Dan Coats,11126,Dan Coats,1407,,14806,Q632321,sen,1997-01-06,IN,,Republican,,,,,ocd-division/country:us/state:in,105,1999-01-03,,kg:/m/0jl26
C000542,Daniel Coats,https://theunitedstates.io/images/congress/original/C000542.jpg,Daniel,Coats,"Coats, Daniel",1943-05-16,male,C000542,00209,S212,402675,N00003845,53291,S0IN00053,6080,Dan Coats,11126,Dan Coats,1407,,14806,Q632321,sen,2011-01-06,IN,,Republican,http://www.coats.senate.gov,493 Russell Senate Office Building Washington DC 20510,202-224-5623,202-228-1820,ocd-division/country:us/state:in,112,2013-01-03,,kg:/m/0jl26
C000542,Daniel Coats,https://theunitedstates.io/images/congress/original/C000542.jpg,Daniel,Coats,"Coats, Daniel",1943-05-16,male,C000542,00209,S212,402675,N00003845,53291,S0IN00053,6080,Dan Coats,11126,Dan Coats,1407,,14806,Q632321,sen,2013-01-06,IN,,Republican,http://www.coats.senate.gov,493 Russell Senate Office Building Washington DC 20510,202-224-5623,202-228-1820,ocd-division/country:us/state:in,113,2015-01-03,,kg:/m/0jl26
C000542,Daniel Coats,https://theunitedstates.io/images/congress/original/C000542.jpg,Daniel,Coats,"Coats, Daniel",1943-05-16,male,C000542,00209,S212,402675,N00003845,53291,S0IN00053,6080,Dan Coats,11126,Dan Coats,1407,,14806,Q632321,sen,2015-01-06,IN,,Republican,http://www.coats.senate.gov,493 Russell Senate Office Building Washington DC 20510,202-224-5623,202-228-1820,ocd-division/country:us/state:in,114,2017-01-03,,kg:/m/0jl26
C000560,Tom Coburn,https://theunitedstates.io/images/congress/original/C000560.jpg,Thomas,Coburn,"Coburn, Thomas",1948-03-14,male,C000560,00212,S301,400576,N00005601,22085,S4OK00174,36751,Tom Coburn,11151,Tom Coburn,623,,29555,Q509093,sen,2005-01-06,OK,,Republican,http://coburn.senate.gov,,,,ocd-division/country:us/state:ok,109,2007-01-03,,kg:/m/03wnjr
C000560,Tom Coburn,https://theunitedstates.io/images/congress/original/C000560.jpg,Thomas,Coburn,"Coburn, Thomas",1948-03-14,male,C000560,00212,S301,400576,N00005601,22085,S4OK00174,36751,Tom Coburn,11151,Tom Coburn,623,,29555,Q509093,sen,2007-01-06,OK,,Republican,http://coburn.senate.gov,,,,ocd-division/country:us/state:ok,110,2009-01-03,,kg:/m/03wnjr
C000560,Tom Coburn,https://theunitedstates.io/images/congress/original/C000560.jpg,Thomas,Coburn,"Coburn, Thomas",1948-03-14,male,C000560,00212,S301,400576,N00005601,22085,S4OK00174,36751,Tom Coburn,11151,Tom Coburn,623,,29555,Q509093,sen,2009-01-06,OK,,Republican,http://coburn.senate.gov,,,,ocd-division/country:us/state:ok,111,2011-01-03,,kg:/m/03wnjr
C000560,Tom Coburn,https://theunitedstates.io/images/congress/original/C000560.jpg,Thomas,Coburn,"Coburn, Thomas",1948-03-14,male,C000560,00212,S301,400576,N00005601,22085,S4OK00174,36751,Tom Coburn,11151,Tom Coburn,623,,29555,Q509093,sen,2011-01-06,OK,,Republican,http://www.coburn.senate.gov,172 Russell Senate Office Building Washington DC 20510,202-224-5754,202-224-6008,ocd-division/country:us/state:ok,112,2013-01-03,,kg:/m/03wnjr
C000560,Tom Coburn,https://theunitedstates.io/images/congress/original/C000560.jpg,Thomas,Coburn,"Coburn, Thomas",1948-03-14,male,C000560,00212,S301,400576,N00005601,22085,S4OK00174,36751,Tom Coburn,11151,Tom Coburn,623,,29555,Q509093,sen,2013-01-06,OK,,Republican,http://www.coburn.senate.gov,172 Russell Senate Office Building Washington DC 20510,202-224-5754,202-224-6008,ocd-division/country:us/state:ok,113,2015-01-03,,kg:/m/03wnjr
C000567,Thad Cochran,https://theunitedstates.io/images/congress/original/C000567.jpg,Thad,Cochran,"Cochran, Thad",1937-12-07,male,C000567,00213,S136,300023,N00003328,53312,S8MS00055,1200,Thad Cochran,11160,Thad Cochran,549,,14009,Q723896,sen,1987-01-06,MS,,Republican,,,,,ocd-division/country:us/state:ms,100,1989-01-03,,kg:/m/01fmcd
C000567,Thad Cochran,https://theunitedstates.io/images/congress/original/C000567.jpg,Thad,Cochran,"Cochran, Thad",1937-12-07,male,C000567,00213,S136,300023,N00003328,53312,S8MS00055,1200,Thad Cochran,11160,Thad Cochran,549,,14009,Q723896,sen,1989-01-06,MS,,Republican,,,,,ocd-division/country:us/state:ms,101,1991-01-03,,kg:/m/01fmcd
C000567,Thad Cochran,https://theunitedstates.io/images/congress/original/C000567.jpg,Thad,Cochran,"Cochran, Thad",1937-12-07,male,C000567,00213,S136,300023,N00003328,53312,S8MS00055,1200,Thad Cochran,11160,Thad Cochran,549,,14009,Q723896,sen,1991-01-06,MS,,Republican,,,,,ocd-division/country:us/state:ms,102,1993-01-03,,kg:/m/01fmcd
C000567,Thad Cochran,https://theunitedstates.io/images/congress/original/C000567.jpg,Thad,Cochran,"Cochran, Thad",1937-12-07,male,C000567,00213,S136,300023,N00003328,53312,S8MS00055,1200,Thad Cochran,11160,Thad Cochran,549,,14009,Q723896,sen,1993-01-06,MS,,Republican,,,,,ocd-division/country:us/state:ms,103,1995-01-03,,kg:/m/01fmcd
C000567,Thad Cochran,https://theunitedstates.io/images/congress/original/C000567.jpg,Thad,Cochran,"Cochran, Thad",1937-12-07,male,C000567,00213,S136,300023,N00003328,53312,S8MS00055,1200,Thad Cochran,11160,Thad Cochran,549,,14009,Q723896,sen,1995-01-06,MS,,Republican,,,,,ocd-division/country:us/state:ms,104,1997-01-03,,kg:/m/01fmcd
C000567,Thad Cochran,https://theunitedstates.io/images/congress/original/C000567.jpg,Thad,Cochran,"Cochran, Thad",1937-12-07,male,C000567,00213,S136,300023,N00003328,53312,S8MS00055,1200,Thad Cochran,11160,Thad Cochran,549,,14009,Q723896,sen,1997-01-07,MS,,Republican,,,,,ocd-division/country:us/state:ms,105,1999-01-03,,kg:/m/01fmcd
C000567,Thad Cochran,https://theunitedstates.io/images/congress/original/C000567.jpg,Thad,Cochran,"Cochran, Thad",1937-12-07,male,C000567,00213,S136,300023,N00003328,53312,S8MS00055,1200,Thad Cochran,11160,Thad Cochran,549,,14009,Q723896,sen,1999-01-06,MS,,Republican,,,,,ocd-division/country:us/state:ms,106,2001-01-03,,kg:/m/01fmcd
C000567,Thad Cochran,https://theunitedstates.io/images/congress/original/C000567.jpg,Thad,Cochran,"Cochran, Thad",1937-12-07,male,C000567,00213,S136,300023,N00003328,53312,S8MS00055,1200,Thad Cochran,11160,Thad Cochran,549,,14009,Q723896,sen,2001-01-06,MS,,Republican,,,,,ocd-division/country:us/state:ms,107,2003-01-03,,kg:/m/01fmcd
C000567,Thad Cochran,https://theunitedstates.io/images/congress/original/C000567.jpg,Thad,Cochran,"Cochran, Thad",1937-12-07,male,C000567,00213,S136,300023,N00003328,53312,S8MS00055,1200,Thad Cochran,11160,Thad Cochran,549,,14009,Q723896,sen,2003-01-07,MS,,Republican,http://cochran.senate.gov,,,,ocd-division/country:us/state:ms,108,2005-01-03,,kg:/m/01fmcd
C000567,Thad Cochran,https://theunitedstates.io/images/congress/original/C000567.jpg,Thad,Cochran,"Cochran, Thad",1937-12-07,male,C000567,00213,S136,300023,N00003328,53312,S8MS00055,1200,Thad Cochran,11160,Thad Cochran,549,,14009,Q723896,sen,2005-01-06,MS,,Republican,http://cochran.senate.gov,,,,ocd-division/country:us/state:ms,109,2007-01-03,,kg:/m/01fmcd
C000567,Thad Cochran,https://theunitedstates.io/images/congress/original/C000567.jpg,Thad,Cochran,"Cochran, Thad",1937-12-07,male,C000567,00213,S136,300023,N00003328,53312,S8MS00055,1200,Thad Cochran,11160,Thad Cochran,549,,14009,Q723896,sen,2007-01-06,MS,,Republican,http://cochran.senate.gov,,,,ocd-division/country:us/state:ms,110,2009-01-03,,kg:/m/01fmcd
C000567,Thad Cochran,https://theunitedstates.io/images/congress/original/C000567.jpg,Thad,Cochran,"Cochran, Thad",1937-12-07,male,C000567,00213,S136,300023,N00003328,53312,S8MS00055,1200,Thad Cochran,11160,Thad Cochran,549,,14009,Q723896,sen,2009-01-06,MS,,Republican,http://www.cochran.senate.gov,113 Dirksen Senate Office Building Washington DC 20510,202-224-5054,202-224-9450,ocd-division/country:us/state:ms,111,2011-01-03,,kg:/m/01fmcd
C000567,Thad Cochran,https://theunitedstates.io/images/congress/original/C000567.jpg,Thad,Cochran,"Cochran, Thad",1937-12-07,male,C000567,00213,S136,300023,N00003328,53312,S8MS00055,1200,Thad Cochran,11160,Thad Cochran,549,,14009,Q723896,sen,2011-01-06,MS,,Republican,http://www.cochran.senate.gov,113 Dirksen Senate Office Building Washington DC 20510,202-224-5054,202-224-9450,ocd-division/country:us/state:ms,112,2013-01-03,,kg:/m/01fmcd
C000567,Thad Cochran,https://theunitedstates.io/images/congress/original/C000567.jpg,Thad,Cochran,"Cochran, Thad",1937-12-07,male,C000567,00213,S136,300023,N00003328,53312,S8MS00055,1200,Thad Cochran,11160,Thad Cochran,549,,14009,Q723896,sen,2013-01-06,MS,,Republican,http://www.cochran.senate.gov,113 Dirksen Senate Office Building Washington DC 20510,202-224-5054,202-224-9450,ocd-division/country:us/state:ms,113,2015-01-03,,kg:/m/01fmcd
