id,twitter,facebook,facebook_id,youtube_id,twitter_id,youtube,instagram,instagram_id
H000324,RepHastingsFL,95696782238,,UCaXXiR3YjMuPIlIGRGNnm8A,2433737761,RepAlceeHastings,,
H000338,SenOrrinHatch,senatororrinhatch,,UCQUPyPV_SR435OsPiFNIWPQ,262756641,SenatorOrrinHatch,,
H000636,USRepRHinojosa,CongressmanRubenHinojosa,402891225161,UCUsbGRi-OlpTxoucZiQ2xCg,239905257,RepRubenHinojosa,,
H000874,WhipHoyer,WhipHoyer,,UCvxgqX65cdhHNjJn64cgY9g,22012091,LeaderHoyer,repstenyhoyer,51616645
H001034,RepMikeHonda,RepMikeHonda,15675385380,UC_WqGAzksPJbvjkhlK08xcw,16583468,RepMikeHonda,repmikehonda,1243895733
H001036,RepHensarling,RepHensarling,,UCjZWXpz6wypzbL8nK0JNEvg,18566912,repjebhensarling,,
H001038,RepBrianHiggins,RepBrianHiggins,,UCSGbv85HaaYYOrPGePtxwag,33576489,CongressmanHiggins,repbrianhiggins,
H001041,SenDeanHeller,SenDeanHeller,,UCTS6f940sIirkO6ICyx4ksw,266133081,SenDeanHeller,,
H001042,MazieHirono,senatorhirono,,UCcoKhxad156flzPYJ8JMFOA,92186819,CongresswomanHirono,maziehirono,304094084
H001045,GreggHarper,GreggHarper,,UC9UIowW9bhstVTiMX8znppQ,23712174,congressmanharper,,
H001046,MartinHeinrich,MartinHeinrich,,UCBxh8IK5sMxY0Ln_0G2NYcg,1099199839,SenMartinHeinrich,senatormartinheinrich,285288987
H001047,JAHimes,CongressmanJimHimes,,UCCeB6czh6nhCHxOMCk_V4yA,31611298,congressmanhimes,,
H001048,Rep_Hunter,DuncanHunter,,UCV9GfB1e4RILcqb_zXYCDSA,1305596696,CongressmanHunter,,
H001050,RepHanabusa,RepColleenHanabusa,,,235373000,,,
H001051,RepRichardHanna,reprichardhanna,172284859480630,UCgfFot8WPIupNxdo8psDbdQ,236899846,reprichardhanna,,
H001052,RepAndyHarrisMD,AndyHarrisMD,,UCvUuV7FiJfJi1yux4qozgMg,960962340,RepAndyHarris,,
H001053,RepHartzler,Congresswoman.Hartzler,,UCAvttUz6qBVEJiFt7p_MZxw,237763317,repvickyhartzler,rephartzler,787899303
H001055,RepJoeHeck,RepJoeHeck,155211751194624,UC0VvLD0dio-Z8OH_bniqsJA,222286905,repjoeheck,,
H001056,HerreraBeutler,herrerabeutler,,UCJEgiA9clfx0amrQUj0aBTQ,242926427,RepHerreraBeutler,,
H001057,CongHuelskamp,congressmanhuelskamp,,UCMMv3kTB9MRVHg8BfgKx6KQ,233761277,congressmanhuelskamp,,
H001058,RepHuizenga,RepHuizenga,,UCQPlLLiMnysMmeJ5qUSSjQg,233949261,RepHuizenga,RepHuizenga,
H001059,RepHultgren,RepHultgren,,UCJ6Gvza8hdNmUfoaJEN8dbg,237814920,rephultgren,,
H001060,RepRobertHurt,RepRobertHurt,120068161395562,UCPk3cMrcjfgR9LgQkEuCo7Q,234837632,RepRobertHurt,,
H001061,SenJohnHoeven,SenatorJohnHoeven,,UC1kQIC2Q_Fq9_NRqdb6eHiw,382791093,senatorjohnhoevennd,senjohnhoeven,1237544252
H001063,Rep_JaniceHahn,RepJaniceHahn,256471267712118,UC884guRd5AyTQ9y_GuZ7s9Q,339852137,RepJaniceHahn,,
H001064,RepDennyHeck,CongressmanDennyHeck,,UCU89cl5_yhHzo-oTHiEyaRg,1068499286,RepDennyHeck,,
H001065,RepHolding,CongressmanGeorgeHolding,,UCx6IgBfJmIhXSXymnPr78hw,1058460818,repholding,repholding,
H001067,RepRichHudson,RepRichHudson,,UC9Q1qCvnQR7rHERjTjJl5Pg,935033864,RepRichHudson,,
H001068,RepHuffman,RepHuffman,,UCJU6SP1ppp1ZhSiqZLiFgDA,1071102246,rephuffman,rephuffman,
H001069,SenatorHeitkamp,SenatorHeidiHeitkamp,,UCsIiu6s5KJ_VYzpT_b1Jh4g,1061029050,senatorheidiheitkamp,senatorheitkamp,1146260729
H001070,RepHardy,RepCresentHardy,320612381469421,UCc8E6NWCdgrXjBVI2NNPYdA,2964222544,RepHardy,,
H001071,congressmanhice,CongressmanJodyHice,,UCzUMsS8DusN2QLpgweFthgQ,2975091705,,,
H001072,RepFrenchHill,RepFrenchHill,,UCT8uWroJtkwSsCJlVg0IKvQ,2953974395,,repfrenchhill,
H001073,hurdonthehill,HurdOnTheHill,,UCjWcn2lgGCZbwPs6lKxlziQ,2963445730,,hurdonthehill,
H001074,reptrey,reptrey,,UCTgS8a_zLg8HpUnk5WXY5ag,811986281177772032,,,
H001075,SenKamalaHarris,SenatorKamalaHarris,,,,,,
H001076,Senatorhassan,SenatorHassan,,,946549322,,,
H001077,RepClayHiggins,CongressmanClayHiggins,,,843636970538618880,,,
I000024,InhofePress,jiminhofe,,UCk3W3ilX8vGG-300qzNpG7w,20546536,jiminhofepressoffice,,
I000055,SenatorIsakson,,,UCO80zDwuLZHtGr-KOfl_XCQ,78403308,SenatorIsakson,senatorisakson,
I000056,DarrellIssa,darrellissa,,UCIGKQn89GEpNJ6fDhXGauyw,22509548,repdarrellissa,,
I000057,RepSteveIsrael,RepSteveIsrael,,UCmhEExgsUcylb_QjqEYfsHg,20002401,repsteveisrael,,
J000032,JacksonLeeTX18,CongresswomanSheilaJacksonLee,,UCi_S-mOZaEco2Zb9guf_8Iw,80612021,TX18SJL,,
J000126,RepEBJ,CongresswomanEBJtx30,,UCVKp8BtjW708H4eXJJQgUYw,168502762,RepEddieBJohnson,,
J000174,SamsPressShop,RepSamJohnson,,UCmzL7gzMX6-bgS9HNt8a8TA,249288197,RepSamJohnson,samjohnsontx03,
J000255,RepWalterJones,15083070102,,UCZdvBD1F5FXAQyJFD2aTiWA,26778110,RepWalterJones,repwalterbjones,
J000288,RepHankJohnson,115356957005,,UCqMici9I7nz_i-PN7eSYjwQ,24745957,RepHankJohnson,rephankjohnson,
J000289,Jim_Jordan,repjimjordan,,UCPFBhS00ivPV585GlnNlyqA,18166778,RepJimJordan,,
J000290,RepLynnJenkins,replynnjenkins,,UCBW06VosGJtZ_wCyGKET5KQ,19658173,RepLynnJenkins,replynnjenkins,
J000292,RepBillJohnson,RepBillJohnson,,UCtF08Ay71haDRoJosRN2P_Q,211530910,RepBillJohnson,repbilljohnson,763495818
J000293,SenRonJohnson,senronjohnson,,UCG9XyTVtOAs7VX_q_QVHoaw,233737858,SenatorRonJohnson,senronjohnson,
J000294,RepJeffries,RepHakeemJeffries,,UCYVmbsjoNbQ4j-PCQIYgpWQ,467823431,,,
J000295,RepDaveJoyce,RepDaveJoyce,,UCTu9xz2VYk-jtQv0TVsLyYA,976969338,repdavejoyce,repdavejoyce,360743678
J000296,USRepDavidJolly,repdavidjolly,712496765463007,UCmZt80RWeJF6F-cBw7zjP0g,2482022082,,,
J000297,RepEvanJenkins,RepEvanJenkins,,UCSy2mmlbZCv0p07KOw8-m7Q,2953713339,,RepEvanJenkins,
J000298,RepJayapal,RepJayapal,,UCmyD0_-2Oowkfwc_Raghclw,815733290955112448,,repjayapal,
J000299,RepMikeJohnson,RepMikeJohnson,,UCzqBEpeIaDEfvAtsA53Fx2Q,827279765287559171,,RepMikeJohnson,
K000009,RepMarcyKaptur,RepresentativeMarcyKaptur,,UCIJUNf22o09nO02oQPLKQ6w,581141508,USRepMarcyKaptur,repmarcykaptur,
K000188,RepRonKind,repronkind,,UC0_BilariURHwSHf9baGykg,112740986,RepRonKind,,
K000210,RepPeteKing,,,UCbyQC19DsAq01oDBfZn_diw,18277655,RepPeterKing,,
K000360,SenatorKirk,SenatorKirk,116381528428230,UCJ-pgDYehtW_7VdKtNuv7EA,211588974,SenatorKirk,senatorkirk,413493239
K000362,SteveKingIA,stevekingia,,UCvdJ--cxsVyght3ZDise0mw,48117116,stevekingia,,
K000363,RepJohnKline,repjohnkline,770135879667732,UCq-OxgMJUAZEGBT8q2JT9NQ,76350004,repjohnkline,,
K000367,,,,UCvdeJsDsV51tFb_hVqvtYGA,,senatorklobuchar,,
K000368,RepKirkpatrick,RepKirkpatrick,152493768236405,UCBaTLi-KBQ9SW3R0setKu0g,1090002997,repannkirkpatrick,,
K000375,USRepKeating,Congressman.Keating,,UC7KPV4xdxO2dms9vl6tETmg,232992031,RepBillKeating,,
K000376,MikeKellyPA,191056827594903,,UCoz6u3ooQxoijsWvhoQ0D-A,935368364,repmikekelly,,
K000378,RepKinzinger,RepKinzinger,,UCjDHxyjndxxhjuPWyEBc7UA,219429281,RepAdamKinzinger,,
K000379,RepJoeKennedy,301936109927957,,UCgfHlaGqxD8p-2V_YlNIqrA,1055907624,,repkennedy,1328567154
K000380,RepDanKildee,RepDanKildee,,UC_KpQ-n3IT5dL5ul21XA9Yw,1045110018,RepDanKildee,repdankildee,582887115
K000381,RepDerekKilmer,derek.kilmer,,,1058917562,,,
K000382,RepAnnieKuster,CongresswomanAnnieKuster,,UCYAD_Eti2b5gXSicbgPsBYA,1058717720,RepKuster,,
K000383,SenAngusKing,SenatorAngusSKingJr,,UCpp6lGvrmt0XU_lnD4Ak0gA,1068481578,SenatorAngusKing,,
K000384,SenKaineOffice,SenatorKaine,,UC27LgTZlUnBQoNEQFZdn9LA,1267940407,SenatorTimKaine,,
K000385,RepRobinKelly,reprobinkelly,,UCLhcNPX2nNQLNzwKW0nEykg,1339931490,,,
K000386,RepJohnKatko,RepJohnKatko,,,2966765501,,,
K000387,SteveKnight25,RepresentativeSteveKnight,,UCNfnbtkP6hGUq1TLFQ3fD5Q,2974648323,,repsteveknight,
K000388,reptrentkelly,reptrentkelly,,UCtDrz-8tdg4ZgOAQHToSWaQ,3317799825,,reptrentkelly,
K000389,RepRoKhanna,RepRoKhanna,,UCr4KOYv1o1oEQhy1jhhm3pQ,816298918468259841,,reprokhanna,
K000390,RepKihuen,RepKihuen,,,816282029276938240,,RepKihuen,
K000391,congressmanraja,congressmanraja,,,814179031956488192,,congressmanraja,
K000392,repdavidkustoff,RepDavidKustoff,,UCK6U4plOKKMrCjv_h59spGQ,816012124505931780,,repdavidkustoff,
K000393,SenJohnKennedy,JohnKennedyLouisiana,,,816683274076614656,,,
L000174,SenatorLeahy,SenatorPatrickLeahy,,UC46QHVobf7FO-tWehsRoDog,242836537,SenatorPatrickLeahy,senatorleahy,
L000263,RepSandyLevin,RepSandyLevin,,UCkVlSO4vhgPTgWYzY29Z7Gg,25781141,mi12yes,,
L000287,RepJohnLewis,RepJohnLewis,,UC_jpkZzdyGhTBGBZ3UTNwjA,29450962,repjohnlewis,RepJohnLewis,
L000397,RepZoeLofgren,zoelofgren,,UCOaQ79adORFcaTuJZoIFuZQ,267938462,RepZoeLofgren,,
L000480,NitaLowey,RepLowey,,UCkmeBYqhbomcWNNWzQCqcbg,221792092,nitalowey,nitalowey,
L000491,RepFrankLucas,RepFrankLucas,,UCdYZbKY8pkWAThqwC3fdVMg,242772524,RepFrankLucas,,
L000551,RepBarbaraLee,RepBarbaraLee,,UCnRgK2MXAQOUau0JXqseeNA,248735463,RepLee,repbarbaralee,1415801245
L000554,RepLoBiondo,FrankLoBiondo,,UCXBUOE1MAEUMNIg67sivY9Q,241207373,USRepFrankLoBiondo,repfranklobiondo,
L000557,RepJohnLarson,RepJohnLarson,,UCGPsvFF-9WfpdRSCcCrPLiQ,50452197,RepJohnLarson,RepJohnBLarson,
L000559,JimLangevin,CongressmanJimLangevin,,UCQ1sth-7umw1k-fSVqdfRTg,18909919,jimlangevin,,
L000560,RepRickLarsen,RepRickLarsen,,UCMv7LsJtiyO4AJcbRux5CxQ,404132211,congressmanlarsen,repricklarsen,
L000562,RepStephenLynch,repstephenlynch,,UCxL4zG0YWqC5XTO4af_FOgw,310310133,RepLynch,repstephenlynch,
L000563,RepLipinski,repdanlipinski,,UC4-dyxzIODTMk1-12QPEpoQ,1009269193,lipinski03,,
L000564,RepDLamborn,CongressmanDougLamborn,,UCaYsGYMniq4nwBBMKFIwsow,584012853,CongressmanLamborn,,
L000565,DaveLoebsack,DaveLoebsack,,UC0biZWEJAKHctxbmXfXJnOg,510516465,congressmanloebsack,,
L000566,BobLatta,boblatta,,UCVSBVHoWu-eWnBBQaMKZ_sQ,15394954,CongressmanBobLatta,boblatta,26367713
L000567,RepLanceNJ7,CongressmanLance,,UCASO5iqjLfU4jo8xKKZIq8g,613725908,CongressmanLance,,
L000569,RepBlainePress,BlaineLuetkemeyer,,UCifiiQclKbBBrkSbCnN6REg,1849261916,BLuetkemeyer,,
L000570,RepBenRayLujan,RepBenRayLujan,,UCcO5AmF8HuJo4d0awEbst7Q,19318314,Repbenraylujan,repbenraylujan,1409819789
L000571,CynthiaLummis,152754318103332,152754318103332,UCUHix8UBq4Ha3LnKPxTtlJw,22831059,CynthiaLummis,,
L000573,Raul_Labrador,raul.r.labrador,,UC1KKgNc0j8CoAGnWEJfhxJA,246341769,RepLabrador,,
L000575,SenatorLankford,SenatorLankford,,UCz8T6sK5fEycyWmVz6Vpe5Q,225921757,SenatorLankford,senatorlankford,1552251018
L000576,USRepLong,Rep.Billy.Long,,UCLQcbyxpHXXAsUJckscQY8g,1444015610,MOdistrict7,,
L000577,SenMikeLee,senatormikelee,,UCplVxs_j_sLAt0fkplXcl4A,88784440,senatormikelee,senmikelee,391361701
L000578,RepLaMalfa,RepLaMalfa,,UCUzz1XDn862fxirervSB2Yw,1069124515,RepLaMalfa,repdouglamalfa,
L000579,RepLowenthal,RepLowenthal,,UC-GgROtn5Hxm1H9a6qvy_Wg,1055730738,RepLowenthal,,
L000580,RepLujanGrisham,RepLujanGrisham,,UCS_N-wEnUBEbVYCD-CXpNjw,1061385474,RepLujanGrisham,replujangrisham,379143191
L000581,RepLawrence,395759603917487,,UCf0USy9GNigkB8O9sS1dodw,2863006655,,repbrendalawrence,
L000582,RepTedLieu,RepTedLieu,,UC9qcJxTqfDNBnVul1IojlFg,3044993235,,RepTedLieu,
L000583,RepLoudermilk,reploudermilk,,UC2Kfw8fjca8k3w3KpzL5tNg,2914163523,,RepLoudermilk,
L000584,repmialove,repmialove,,UCqHVv1qerDPYaH9NbyWyxtg,2976598347,,,
L000585,RepLaHood,replahood,,UCVRbtFwaBGcixZIkygtalRw,3686482216,,,
L000586,RepAlLawsonJr,RepAlLawsonJr,,,818472418620608512,,,
L000587,RepJasonLewis,RepJasonLewis,,,816047090849746945,,,
M000087,RepMaloney,RepCarolynMaloney,,,258900199,carolynbmaloney,,
M000133,SenMarkey,EdJMarkey,,UCT1ujew5yQy2uMhGrjiKHoA,21406834,RepMarkey,,
M000303,SenJohnMcCain,johnmccain,,UC9IJssXDUaKHzwx6gW4wEoA,19394188,SenatorJohnMcCain,senjohnmccain,44979810
M000312,RepMcGovern,RepJimMcGovern,,UCpiUqp2ZF64tXqgR_EQo27g,242426145,repjimmcgovern,,
M000355,McConnellPress,mitchmcconnell,,,339822881,,mcconnellpress,
M000404,RepJimMcDermott,CongressmanJimMcDermott,246418928093,UCaghNJXAOo8VgJMKANvN1dg,132201224,RepJimMcDermott,,
M000639,SenatorMenendez,senatormenendez,,UC0PV0K9Z5a9p3D5917KF5fw,18695134,SenatorMenendezNJ,senatormenendez,433044338
M000689,,JohnMica,,UCz0LX75a5nOW-JzZ0OYQLgQ,,RepJohnMica,,
M000702,SenatorBarb,SenatorMikulski,142890125771427,UCaR3dD8SdaLMM432QSM5wmw,132278386,senatormikulski,,
M000934,JerryMoran,jerrymoran,,UC1oRxeUPam6-53wPBZ3N02A,18632666,senatorjerrymoran,senjerrymoran,298271065
M001111,PattyMurray,,,UCb8jq3TvQ3AzKsexhWfFLoA,293131808,SenatorPattyMurray,senpattymurray,426137845
M001137,GregoryMeeks,gregorymeeksny05,,UCljJnwgQS6Z6-NypDyqKJZQ,22812754,gwmeeks,repgregorymeeks,
M001143,BettyMcCollum04,repbettymccollum,,,516880804,,,
M001144,,RepJeffMiller,66367876671,UCBigiVfkWLGze4x95dQLqoA,,RepJeffMiller,,
M001150,CandiceMiller,CongresswomanCandiceMiller,210401648605,UCbILX1A8Hj3LiB_g8eZplGg,15281676,candicemi10,repcandicemiller,360018120
M001151,RepTimMurphy,reptimmurphy,,UCmMrDji88FxLeqgin2ehA9A,117777832,TimMurphyPA18,,
M001153,LisaMurkowski,SenLisaMurkowski,,UCaigku16AErqvD0wRuwGb9A,18061669,senatormurkowski,senlisamurkowski,
M001156,PatrickMcHenry,CongressmanMcHenry,,UCY3PTRhkSH-eoltxPVZKD-w,27676828,CongressmanMcHenry,reppatrickmchenry,353406473
M001157,RepMcCaul,michaeltmccaul,,UCRw6sGE0PH7_FCeTT3PQRaA,26424123,MichaelTMcCaul,congressman_mccaul,
M001158,RepKenMarchant,RepKennyMarchant,,UCQpnTMp5TdTRWEes8cjIfyQ,23976316,RepKennyMarchant,,
M001159,CathyMcMorris,mcmorrisrodgers,,UCRp0lwIxAhq2Ia9_YgRWUkg,17976923,mcmorrisrodgers,cathymcmorris,
M001160,RepGwenMoore,GwenSMoore,,UCCs9o1XaSsCsqNpO0iO0_Ew,22669526,RepGwenMoore,,
M001163,DorisMatsui,doris.matsui,,UCSqqxVkvskHq3cY2MCbTZsw,38254095,RepDorisMatsui,,
M001165,GOPLeader,CongressmanKevinMcCarthy,,UCdJUZUFSLJRlUpE-91-6DsA,19739126,repkevinmccarthy,RepKevinMcCarthy,
M001166,RepMcNerney,jerrymcnerney,,UClUOx6F8GKshxGBUBLkisug,385429543,RepJerryMcNerney,,
M001169,senmurphyoffice,chrismurphyct,,UCbcEa40PIFpLpdDe06n3F3Q,2853793517,senchrismurphy,,
M001170,McCaskillOffice,senatormccaskill,,UCnarZ9jmNhI-eDcEPBwqMFw,57065141,SenatorMcCaskill,clairecmc,182810702
M001176,SenJeffMerkley,jeffmerkley,,UCRoXttCJhMnLVCxCaa6VnNQ,29201047,SenatorJeffMerkley,senjeffmerkley,501463589
M001177,RepMcClintock,81125319109,,UCMh04KC4LfIzKoXh2Xws_pw,50152441,McClintockCA04,,
M001179,RepTomMarino,CongressmanMarino,,UCL8AvZKY5KuPk0T7G0jv7HA,240363117,RepMarino,reptommarino,1395145806
M001180,RepMcKinley,RepMcKinley,,UCt7BWx4b8ubXa-PneAu103g,240427862,RepDavidMcKinley,,
M001181,RepMeehan,CongressmanPatrickMeehan,,UCfOy3eW-KIg4aI3w_azyY6g,248850174,repmeehan,,
M001182,RepMickMulvaney,MulvaneySC5,188649667827713,UC9G3WmNenRi-g1zlDMIj4vQ,240385577,RepMickMulvaney,,
M001183,Sen_JoeManchin,JoeManchinIII,,UCGyPK_ye2ptpzQgOjKIn7ag,234374703,SenatorJoeManchin,,
M001184,RepThomasMassie,RepThomasMassie,,UCpmXOtvvXC3GE8o9VxYNK7g,975200486,repthomasmassie,,
M001185,RepSeanMaloney,RepSeanMaloney,,UCNiVzzf4Vz-vCMPBcnjGuXQ,1072467470,,,
M001187,RepMarkMeadows,Repmarkmeadows,,UCu1unBO6gQdCz3qok5LPFGQ,963480595,RepMarkMeadows,repmarkmeadows,
M001188,RepGraceMeng,repgracemeng,,UCHg516zJKbIBtXFAJ0nu3XQ,1051127714,,,
M001189,RepLukeMesser,RepLukeMesser,,UC9NKMvZuY2koTf1iVurxicw,1045853744,RepLukeMesser,,
M001190,RepMullin,RepMullin,,UCLQlm-cbGbJj9baZC6oFsag,1060370282,,,
M001191,RepMurphyFL,CongressmanPatrickMurphy,317735028342371,UCcsbPwHksrcVLP5TZH0qkAQ,1128781184,RepPatrickMurphyFL,PatrickMurphyFL,
M001193,RepTomMacArthur,CongressmanTomMacArthur,,UCLD7s-g8XgSd_wvuUWATKkQ,2962994194,,reptmac,
M001194,RepMoolenaar,RepMoolenaar,,UCnMvVN4a8roZu4crE0UW2DA,2696643955,,RepMoolenaar,
M001195,RepAlexMooney,CongressmanAlexMooney,,UCw9CGkF4Re3areluI43TGyA,2964526557,,repalexmooney,
M001196,teammoulton,CongressmanSethMoulton,,UC5w5qn7nj5Ljy69LTV7a_fQ,3091316093,,repmoulton,
M001197,RepMcSally,RepMcSally,,UCfHMG2Db0TJ_RatSBHuH8NA,2964949642,,repmcsally,
M001198,RepMarshall,rogermarshallmd,,,752364246218862592,,,
M001199,repbrianmast,repbrianmast,,,814103950404239360,repbrianmast,,
M001200,RepMcEachin,RepMcEachin,,UCMoPYHuZ3fZho0ZixZCfiFg,816181091673448448,,repmceachin,
M001201,RepPaulMitchell,reppaulmitchell,,UCisQXodHJRZDaLtFMq_TzWg,811632636598910976,,reppaulmitchell,
M001202,RepStephMurphy,RepStephMurphy,,,796183515998068736,RepStephMurphy,RepStephMurphy,
N000002,RepJerryNadler,CongressmanNadler,,UCQKj0qU1e7o2f5ftSh-c9aQ,40302336,congressmannadler,,
N000015,RepRichardNeal,reprichardneal,,UCZVtTydu0-MSK6G12GaKA4g,442824717,RepRichardENeal,,
N000032,SenBillNelson,,,UC1Iir7_h98mI9-hHzrDJWpw,20597460,senbillnelson,,
N000127,USRepRickNolan,UsRepRickNolan,,UCmGkPQXVR8GzVAPXN54AoXg,1055685948,USRepRickNolan,,
N000147,EleanorNorton,CongresswomanNorton,,UChRrAXUGylfxJjbquC6aUjQ,23600262,EleanorHNorton,,
N000179,GraceNapolitano,RepGraceNapolitano,,UCPWjmiAIR04oQ8QMoOWcDtA,161411080,RepGraceNapolitano,,
N000181,RepDevinNunes,,,UCtbArL6CmOfFqgmpuRjLp3w,344972339,RepDevinNunes,,
N000182,RandyNeugebauer,rep.randy.neugebauer,64137294987,UCvuzExkN-z7cnMDPXZCpoLQ,34340464,RandyNeugebauer,,
N000184,RepKristiNoem,,,UCZPzuVONjRwo5TsrKzbYRVA,235251868,RepKristiNoem,repkristinoem,
N000185,RepRichNugent,RepRichNugent,183541871674897,UClfwQJ4E_qLsALsI-O5rx3Q,236479311,RepRichNugent,,
N000186,RepAlanNunnelee,CongressmanNunnelee,144919278895639,UCuyNflJZI6chuUKE-IKoK0A,240376522,congressmannunnelee,,
N000188,DonaldNorcross,DonaldNorcrossNJ,,UC7kXK_PyDiOT8YrdP0jYZHw,3122099613,,donald_norcross,
N000189,RepNewhouse,RepNewhouse,,UCllbsv_aoIaPS6W3aSonZlw,2930635215,,,
O000168,RepPeteOlson,Rep.PeteOlson,,,20053279,,reppeteolson,
O000170,RepBetoORourke,betoorourketx16,,UClxfjz6tgqTbwYwQNy0VURg,1134292500,betoorourketx16,,
O000171,repohalleran,repohalleran,,,808416682972770304,,repohalleran,
P000034,FrankPallone,repfrankpallone,,UCN0_wn9hs1LI3UKkji2PP2A,31801993,repfrankpallone,repfrankpallone,
P000096,BillPascrell,pascrell,,UCIy1Ru8oA14aRjpq6L3i-EQ,74508260,RepPascrell,,
P000197,NancyPelosi,NancyPelosi,,UCxPeEcH0xaCK9nBK98EFhDg,15764644,nancypelosi,,
P000373,RepJoePitts,94156528752,94156528752,UCSFHCnw0q2uDf2gj8TfN3Vg,198526130,congressmanjoepitts,,
P000449,SenRobPortman,senrobportman,,UCwunkd8Zs-yAWKQwnwBp7ew,18915145,SenRobPortman,senrobportman,370356159
P000523,RepDavidEPrice,RepDavidEPrice,,UCtX7bSXBLF9ge-Q955n5Vqw,155669457,RepDavidPrice,,
P000588,RepStevePearce,RepStevePearce,,UCaT7jt_M86sDK50eaaVsFvQ,235271965,NMStevePearce,,
P000591,RepTomPrice,reptomprice,172032960420,UCFdG6NwEceyorspUdEduBUg,6577802,RepTomPrice,,
P000592,JudgeTedPoe,106631626049851,,UCGdNUkVP16hOyL-fUDV1Knw,74198348,CongressmanTedPoe,judgetedpoe,438265816
P000593,RepPerlmutter,RepPerlmutter,,UCJXuMAzxngpEvDdvlE6wS5g,20552026,RepPerlmutter,,
P000594,RepErikPaulsen,CongressmanErikPaulsen,,UC1IOW4Wqox-6gmZbjjGvzLg,17513304,reperikpaulsen,,
P000595,SenGaryPeters,SenGaryPeters,,UC7LYNbnKSK2VZqQ98YROWHQ,236511574,RepGaryPeters,sengarypeters,1640246681
P000596,PedroPierluisi,pedropierluisi,55139978107,UCl4cArGMdko-kRB_7Bay6iA,34972633,PierluisiCongress,,
P000597,ChelliePingree,ChelliePingree,,UCLKaWFM7I84WcreDRhhhkVg,14984637,congresswomanpingree,,
P000598,RepJaredPolis,jaredpolis,,UCJJ1Ye0mOzqZh1_GErFUISw,463132556,JaredPolis31275,repjaredpolis,
P000599,CongBillPosey,bill.posey15,,UCoUwUkDpe1ZYd6tiaZfiMuA,25086658,CongressmanPosey,,
P000601,CongPalazzo,stevenpalazzo,,UCtPOy2vRbN2nD8dQPSOTXeA,299883942,CongressmanPalazzo,,
P000602,RepMikePompeo,CongressmanPompeo,101965369880683,UCHxVnNpdjh6jqutY91ufgUw,244268646,congressmanpompeo,,
P000603,,SenatorRandPaul,,UCeM9I-20oWUs8daIIpsNHoQ,,SenatorRandPaul,senatorrandpaul,541357095
P000604,RepDonaldPayne,DonaldPayneJr,,UCTG_SeYsOgbngjv1Donyu0w,1155335864,,repdonaldpaynejr,
P000605,RepScottPerry,repscottperry,,UCzgrU5PT_HHRgf5hXPen4dQ,18773159,RepScottPerry,repscottperry,519463466
P000606,RepPittenger,congressmanpittenger,,UCPr1MiyBx6K6wH3zgMWFtMQ,950328072,CongressmanPittenger,,
P000607,RepMarkPocan,repmarkpocan,,UCz5b47WER_u3dUGV_Zi70dQ,1206227149,repmarkpocan,repmarkpocan,1422301608
P000608,RepScottPeters,RepScottPeters,,UCQK77QJxW7Xr-S3zqeMd-0g,1135486501,,repscottpeters,
P000609,USRepGaryPalmer,CongressmanGaryPalmer,,UCYZfP-cNIvlJY3AcAc9OPpQ,2861616083,,usrepgarypalmer,1551536636
P000610,staceyplaskett,repstaceyplaskett,,UC3V7biFZHDFHDFZy6cCSZUA,2724095695,,,
P000611,RepPoliquin,RepPoliquin,,UCFk3paQ30PAME40YgJkuH4Q,2932617195,,,
P000612,sendavidperdue,SenatorDavidPerdue,,UCXHsrkPP4TAm0s0qB1C31Lw,2863210809,,sendavidperdue,1650058430
P000613,RepJimmyPanetta,RepJimmyPanetta,,UCmw-aERG51C96edMDPN7fXQ,796736612554117120,,repjimmypanetta,
Q000023,RepMikeQuigley,repmikequigley,,UCDP13XegdoZ4bxYHxM34yAA,56864092,RepMikeQuigley,repmikequigley,1403659583
R000053,CBRangel,CBRangel,7390589055,UCZwRwdLDW7ksC5tZV1_VUyQ,21312077,RepRangel,,
R000122,SenJackReed,SenJackReed,,UCT_aFVtsjxPwWKfO-PW_hPw,486694111,SenatorReed,,
R000146,SenatorReid,SenatorReid,360249323990357,UCxWLwXTG6_qs8K-68mCySRA,16789970,SenatorReid,,
R000307,SenPatRoberts,SenPatRoberts,,UCRpswvC8LgxzE9AYSFpqUgw,75364211,SenPatRoberts,,
R000395,RepHalRogers,CongressmanHalRogers,,UChVFKLZkRoHQDhp4zNvEezQ,550401754,RepHalRogers,,
R000409,reprohrabacher,RepRohrabacher,,UCFr7qO61vGJyyBJ7B_gB1_Q,831483464,RepDanaRohrabacher,,
R000435,RosLehtinen,iroslehtinen,,UCf6XrWGZHjC7KgRd9JCAuBA,14275291,IleanaRosLehtinen,,
R000486,RepRoybalAllard,RepRoybalAllard,,UC_T_RXWeJ-smmpjdNLOaMcg,479872233,RepRoybalAllard,RepRoybalAllard,
R000487,RepEdRoyce,EdRoyce,,UC9DUiRouRl6Rz6PEvQ4jRPw,246769138,RepEdRoyce,,
R000515,RepBobbyRush,congressmanbobbyrush,,UCbWqxBnS_w_uFTdQAL0YH5g,305216911,CongressmanRush,,
R000570,SpeakerRyan,speakerryan,,UC8nMpZAuz-gitzb2icE15Qw,18916432,reppaulryan,SpeakerRyan,
