id,name__it,name__fr,name__en,name__de,name,wikipedia__it,image,gender,birth_date,given_name,identifier__italian_cod,original_wikiname,wikipedia__itwikiquote,identifier__VIAF,identifier__SBN_it,name__nb,name__da,name__nn,name__sv,name__nl,family_name,name__pl,name__es,name__hu,wikipedia__en,wikipedia__fr,wikipedia__pl,identifier__freebase,identifier__openpolis,wikipedia__commons,name__ro,wikipedia__ro,identifier__EuroparlMEP,name__la,wikipedia__de,wikipedia__la,identifier__ISNI,identifier__LCAuth,identifier__BNF,identifier__SUDOC,name__eo,name__fi,website,twitter,facebook,name__ar,wikipedia__ar,name__scn,wikipedia__scn,name__ca,name__cs,name__et,name__hr,name__lt,name__pt,name__sk,name__sl,wikipedia__nl,name__ru,name__fa,name__el,wikipedia__ca,wikipedia__es,wikipedia__fa,wikipedia__ru,identifier__GND,instagram,name__lmo,wikipedia__lmo,identifier__IMDB,name__uk,wikipedia__eo,wikipedia__uk,identifier__GTAA,wikipedia__pt,name__vec,wikipedia__vec,name__oc,name__tw,name__cy,name__ga,name__eu,name__az,name__id,name__eml,name__pms,name__de_ch,name__en_ca,name__en_gb,name__ext,name__is,name__lb,name__pt_br,name__sq,name__sco,name__co,name__an,name__io,name__ay,name__gl,name__ie,name__nds_nl,name__tr,name__tl,name__lij,name__nap,name__rm,name__pcd,name__mwl,name__wa,name__ast,name__lad,name__fy,name__fo,name__gsw,name__roa_tara,name__cbk_zam,name__sc,name__diq,name__war,name__br,name__lv,name__ja,name__ko,name__zh,wikipedia__als,wikipedia__an,wikipedia__ast,wikipedia__ay,wikipedia__az,wikipedia__br,wikipedia__cbk_zam,wikipedia__co,wikipedia__cy,wikipedia__diq,wikipedia__eml,wikipedia__eu,wikipedia__ext,wikipedia__fi,wikipedia__fo,wikipedia__fy,wikipedia__ga,wikipedia__gl,wikipedia__id,wikipedia__ie,wikipedia__io,wikipedia__is,wikipedia__ja,wikipedia__ko,wikipedia__lad,wikipedia__lb,wikipedia__lij,wikipedia__lv,wikipedia__mwl,wikipedia__nap,wikipedia__nds_nl,wikipedia__no,wikipedia__oc,wikipedia__pcd,wikipedia__pms,wikipedia__roa_tara,wikipedia__sco,wikipedia__sc,wikipedia__sq,wikipedia__sv,wikipedia__tl,wikipedia__tr,wikipedia__tw,wikipedia__war,wikipedia__wa,wikipedia__zh,wikipedia__da,wikipedia__sl,identifier__Munzinger,wikipedia__el,identifier__BNE,identifier__NTA,identifier__BAV,identifier__NUKAT,name__be,name__he,name__ml,name__mr,name__vi,name__bg,name__nds,name__sr,name__lo,name__sh,wikipedia__be,wikipedia__bg,wikipedia__cs,wikipedia__et,wikipedia__he,wikipedia__hu,wikipedia__itwikinews,wikipedia__lo,wikipedia__lt,wikipedia__ml,wikipedia__mr,wikipedia__nds,wikipedia__plwikiquote,wikipedia__ruwikinews,wikipedia__sh,wikipedia__simple,wikipedia__sk,wikipedia__sr,wikipedia__vi,identifier__NLA,identifier__NKC,identifier__CANTIC,identifier__parlement,identifier__FAST,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__hy,wikipedia__hy,name__ckb,name__ka,name__nan,wikipedia__ckb,wikipedia__enwikiquote,wikipedia__ka,wikipedia__zh_min_nan,identifier__Britannica,name__mk,wikipedia__mk,wikipedia__nn,name__be_tarask,wikipedia__be_x_old,wikipedia__cawikiquote,wikipedia__fiwikiquote,wikipedia__frwikiquote,wikipedia__ptwikiquote,wikipedia__slwikiquote,identifier__AlloCine,identifier__allmovie,wikipedia__itwikisource,wikipedia__dewikiquote,wikipedia__hr,identifier__NLAtrove,name__af,name__bs,name__ceb,wikipedia__cswikiquote,identifier__youtube,identifier__PORT,identifier__kinopoisk,identifier__CSFD,identifier__treccani,wikipedia__frwikinews,name__ia,name__nov,name__mt,name__vro,wikipedia__fiu_vro,wikipedia__ia,wikipedia__mt,wikipedia__nov,electoral_district,identifier__dialnet,identifier__NLI,identifier__google_plus,death_date,identifier__PACE,email,linkedin,identifier__britishmuseum,identifier__google_knowledge,name__bar,name__de_at,name__egl,name__frp,name__fur,name__gd,name__kg,name__li,name__mg,name__min,name__ms,name__nrm,name__sr_el,name__sw,name__vls,name__vo,name__wo,name__zu,name__bm,name__frc,name__jam,name__kab,name__pap,name__prg,name__rgn,name__vmf,occupation,identifier__GNC,identifier__flickr,name__ace,name__jv,name__su,wikipedia__bewikiquote,wikipedia__th,name__th,name__hsb,name__dsb,name__pfl,name__frr,name__xmf,wikipedia__xmf,identifier__quora,wikipedia__azb,name__azb,name__or,wikipedia__my,name__my,name__tt,identifier__ioc_athlete,wikipedia__bn,wikipedia__ukwikiquote,name__bn,identifier__PTBNP,identifier__BIBSYS,wikipedia__am,name__am,identifier__NDL,identifier__NLP,name__als,identifier__bigenc_ru,wikipedia__li,wikipedia__uz,wikipedia__jv,name__uz,name__lfn,wikipedia__af,identifier__NSK,noble_title,identifier__CONOR,name__ur
Q17403952,Federico Massa,Federico Massa,Federico Massa,Federico Massa,Federico Massa,Federico Massa,,male,1956-06-29,Federico,306723,Federico Massa,,,,,,,,Federico Massa,,,,,,,,,721561,,,,,,,,,,,,,,http://www.camera.it/leg17/29?tipoAttivita=&tipoVisAtt=&tipoPersona=&shadow_deputato=306723&idLegislatura=17,,,,,,,,,,,,,,Federico Massa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17404343,Lorenzo Becattini,Lorenzo Becattini,Lorenzo Becattini,Lorenzo Becattini,Lorenzo Becattini,Lorenzo Becattini,,male,1955-11-09,Lorenzo,306721,Lorenzo Becattini,,,,,,,,Lorenzo Becattini,,,,,,,,,721559,,,,,,,,,,,,,,http://www.camera.it/leg17/29?tipoAttivita=&tipoVisAtt=&tipoPersona=&shadow_deputato=306721&idLegislatura=17,,,,,,,,,,,,,,Lorenzo Becattini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17406685,Emiliano Minnucci,Emiliano Minnucci,Emiliano Minnucci,Emiliano Minnucci,Emiliano Minnucci,Emiliano Minnucci,https://upload.wikimedia.org/wikipedia/commons/1/1b/Emiliano_Minnucci.jpg,male,1974-08-10,Emiliano,306683,Emiliano Minnucci,,,,,,,,Emiliano Minnucci,,,,,,,,,124341,Category:Emiliano Minnucci,,,,,,,,,,,,,http://www.camera.it/leg17/29?tipoAttivita=&tipoVisAtt=&tipoPersona=&shadow_deputato=306683&idLegislatura=17,,,,,,,,,,,,,,Emiliano Minnucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17414412,Giuseppe Romanini,Giuseppe Romanini,Giuseppe Romanini,Giuseppe Romanini,Giuseppe Romanini,Giuseppe Romanini,,male,1957-02-25,Giuseppe,306685,Giuseppe Romanini,,,,,,,,Giuseppe Romanini,,,,,,,,,85079,,,,,,,,,,,,,,http://www.camera.it/leg17/29?shadow_deputato=306685&idLegislatura=17,,,,,,,,,,,,,,Giuseppe Romanini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17438822,Nicola Ciracì,Nicola Ciracì,Nicola Ciracì,Nicola Ciracì,Nicola Ciracì,Nicola Ciracì,,male,1969-08-25,Nicola,306681,Nicola Ciracì,,,,,,,,Nicola Ciracì,,,,,,,,,6524,,,,,,,,,,,,,,http://www.camera.it/leg17/29?tipoAttivita=&tipoVisAtt=&tipoPersona=&shadow_deputato=306681&idLegislatura=17,,,,,,,,,,,,,,Nicola Ciracì,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q181794,Daniela Santanchè,Daniela Santanchè,Daniela Santanché,Daniela Santanchè,Daniela Santanchè,Daniela Santanchè,https://upload.wikimedia.org/wikipedia/commons/4/45/Daniela_Santanchè_daticamera.jpg,female,1961-04-07,Daniela,300639,Daniela Santanchè,Daniela Santanchè,48977353,,Daniela Santanchè,Daniela Santanchè,Daniela Santanchè,Daniela Santanchè,Daniela Santanchè,,Daniela Santanchè,Daniela Santanchè,Daniela Santanchè,Daniela Santanchè,Daniela Santanché,Daniela Santanchè,,444,Category:Daniela Santanchè,Daniela Santanchè,,,,Daniela Santanchè,,0000 0000 5390 7301,no2006028248,,110528212,,Daniela Santanchè,,DSantanche,,دانييلا سانتانشي,دانييلا سانتانشي,,,Daniela Santanchè,Daniela Santanchè,,,,Daniela Santanchè,Daniela Santanchè,Daniela Santanchè,,Даниела Сантанке,,,,Daniela Santanchè,,"Сантанке, Даниела",,,,,,,,,,,,,Daniela Santanchè,,,,Daniela Santanchè,,Daniela Santanchè,,,Daniela Santanchè,Daniela Santanchè,Daniela Santanchè,,,,Daniela Santanchè,,Daniela Santanchè,,,,,Daniela Santanchè,,,,Daniela Santanchè,,,,,,,Daniela Santanchè,,,,,,,,,Daniela Santanchè,,,,,丹妮拉·桑坦切,,,Daniela Santanchè,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Categoria:Daniela Santanchè,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daniela Santanchè,,,,,,,,,,,,,,,,,,,,,,,,,,,Daniela Santanchè,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104767075,
Q1876572,Luisa Gnecchi,Luisa Gnecchi,Luisa Gnecchi,Luisa Gnecchi,Luisa Gnecchi,Luisa Gnecchi,https://upload.wikimedia.org/wikipedia/commons/1/13/Luisa_Gnecchi_-_Trento_2013.JPG,female,1953-06-04,Luisa,302862,Luisa Gnecchi,,,,Luisa Gnecchi,Luisa Gnecchi,Luisa Gnecchi,Luisa Gnecchi,Luisa Gnecchi,,Luisa Gnecchi,Luisa Gnecchi,,,,,,6442,Category:Luisa Gnecchi,Luisa Gnecchi,,,,Luisa Gnecchi,,,,,,,Luisa Gnecchi,,,,,,,,Luisa Gnecchi,Luisa Gnecchi,,,,Luisa Gnecchi,Luisa Gnecchi,Luisa Gnecchi,,,,,,,,,,,,,,,,,,,,,Luisa Gnecchi,,,,Luisa Gnecchi,,Luisa Gnecchi,,,Luisa Gnecchi,Luisa Gnecchi,Luisa Gnecchi,,,,Luisa Gnecchi,,Luisa Gnecchi,,,,,Luisa Gnecchi,,,,Luisa Gnecchi,,,,,,,,,,,,,,,,Luisa Gnecchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luisa Gnecchi,,,,,,,,,,,,,,,,,,,,,,,,,,,Luisa Gnecchi,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1880844,Mario Catania,Mario Catania,Mario Catania,Mario Catania,Mario Catania,Mario Catania,https://upload.wikimedia.org/wikipedia/commons/c/ce/Mario_catania.jpg,male,1952-03-05,Mario,305005,Mario Catania,,,,Mario Catania,Mario Catania,Mario Catania,Mario Catania,Mario Catania,Catania,Mario Catania,Mario Catania,Mario Catania,Mario Catania,Mario Catania,Mario Catania,/m/0hnbl4k,618125,Category:Mario Catania,Mario Catania,,,,Mario Catania,,,,,,,Mario Catania,http://www.mariocatania.eu/,,,,,,,Mario Catania,Mario Catania,,,,Mario Catania,Mario Catania,Mario Catania,Mario Catania,"Катания, Марио",,,,,,"Катания, Марио",,,,,,,,,,,,,Mario Catania,,,,Mario Catania,,Mario Catania,,,Mario Catania,Mario Catania,Mario Catania,,,,Mario Catania,,Mario Catania,,,,,Mario Catania,,,,Mario Catania,,,,,,,,,,,,,,,,Mario Catania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mario Catania,,,,,,,,,,,,,,,,,,,,,,,,,,,Mario Catania,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19279914,Gianluca Fusilli,Gianluca Fusilli,Gianluca Fusilli,,Gianluca Fusilli,Gianluca Fusilli,,male,1969-09-18,Gianluca,306781,Gianluca Fusilli,,,,,,,,Gianluca Fusilli,Fusilli,,,,,,,,384779,,,,,,,,,,,,,,http://www.camera.it/leg17/browse/29?tipoAttivita=&tipoVisAtt=&tipoPersona=&shadow_deputato=306781&idLegislatura=17,fusilligianluca,gianluca.fusilli,,,,,,,,,,,,Gianluca Fusilli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1930012,Michaela Biancofiore,Michaela Biancofiore,Michaela Biancofiore,Michaela Biancofiore,Michaela Biancofiore,Michaela Biancofiore,https://upload.wikimedia.org/wikipedia/commons/f/f4/Michaela_Biancofiore_daticamera.jpg,female,1970-12-28,Michaela,302124,Michaela Biancofiore,Michaela Biancofiore,309852412,,Michaela Biancofiore,Michaela Biancofiore,Michaela Biancofiore,Michaela Biancofiore,Michaela Biancofiore,,Michaela Biancofiore,Michaela Biancofiore,Michaela Biancofiore,Michaela Biancofiore,Michaela Biancofiore,,,215,Category:Michaela Biancofiore,Michaela Biancofiore,,,,Michaela Biancofiore,,0000 0004 3623 0473,no2014096858,,,,Michaela Biancofiore,,BiancofioreMiky,,,,,,Michaela Biancofiore,Michaela Biancofiore,,,,Michaela Biancofiore,Michaela Biancofiore,Michaela Biancofiore,,,,,,,,,1058119869,,,,,,,,,,,,Michaela Biancofiore,,,,Michaela Biancofiore,,Michaela Biancofiore,,,Michaela Biancofiore,Michaela Biancofiore,Michaela Biancofiore,,,,Michaela Biancofiore,,Michaela Biancofiore,,,,,Michaela Biancofiore,,,,Michaela Biancofiore,,,,,,,,,,,,,,,,Michaela Biancofiore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michaela Biancofiore,,,,,,,,,,,,,,,,,,,,,,,,,,,Michaela Biancofiore,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19361754,Marco Bergonzi,Marco Bergonzi,Marco Bergonzi,,Marco Bergonzi,Marco Bergonzi,,male,1963-10-15,Marcus,306821,Marco Bergonzi,,,,,,,,Marco Bergonzi,Bergonzi,,,,,,,,501411,,,,,,,,,,,,,,http://www.camera.it/leg17/browse/29?tipoAttivita=&tipoVisAtt=&tipoPersona=&shadow_deputato=306821&idLegislatura=17,MarcoBergonzi,,,,,,,,,,,,,Marco Bergonzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19361763,Paola Boldrini,Paola Boldrini,Paola Boldrini,,Paola Boldrini,Paola Boldrini,https://upload.wikimedia.org/wikipedia/commons/6/61/Paola_Boldrini_datisenato_2018.jpg,female,1960-08-08,Paola,306841,Paola Boldrini,,,,,,,,Paola Boldrini,,,,,,,,,753399,,,,,,,,,,,,,,,boldrini_paola,paola.boldrini.52,,,,,,,,,,,,Paola Boldrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19663201,Yoram Gutgeld,Yoram Gutgeld,Yoram Gutgeld,Yoram Gutgeld,Yoram Gutgeld,Yoram Gutgeld,https://upload.wikimedia.org/wikipedia/commons/5/57/Yoram_Gutgeld_daticamera.jpg,male,1959-12-14,Yoram,306079,Yoram Gutgeld,,,,,,,,Yoram Gutgeld,,,,,Yoram Gutgeld,,,,686744,Category:Yoram Gutgeld,,,,,Yoram Gutgeld,,,,,,,,,yoramgutgeld,,,,,,,,,,,,,Yoram Gutgeld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2053904,Gianfranco Rotondi,Gianfranco Rotondi,Gianfranco Rotondi,Gianfranco Rotondi,Gianfranco Rotondi,Gianfranco Rotondi,https://upload.wikimedia.org/wikipedia/commons/6/65/Gianfranco_Rotondi.jpg,male,1960-07-25,Gianfranco,38560,Gianfranco Rotondi,Gianfranco Rotondi,90359591,IT\ICCU\SBNV\017998,Gianfranco Rotondi,Gianfranco Rotondi,Gianfranco Rotondi,Gianfranco Rotondi,Gianfranco Rotondi,Rotondi,Gianfranco Rotondi,Gianfranco Rotondi,Gianfranco Rotondi,Gianfranco Rotondi,Gianfranco Rotondi,Gianfranco Rotondi,/m/0cf_jq,1708,Category:Gianfranco Rotondi,Gianfranco Rotondi,,,,,,0000 0000 6200 0277,,,084624248,,Gianfranco Rotondi,,,,,,,,Gianfranco Rotondi,Gianfranco Rotondi,,,,Gianfranco Rotondi,Gianfranco Rotondi,Gianfranco Rotondi,Gianfranco Rotondi,,,,,,,,,,,,,,,,,,,,Gianfranco Rotondi,,,,Gianfranco Rotondi,,Gianfranco Rotondi,,,Gianfranco Rotondi,Gianfranco Rotondi,Gianfranco Rotondi,,,,Gianfranco Rotondi,,Gianfranco Rotondi,,,,,Gianfranco Rotondi,,,,Gianfranco Rotondi,,,,,,,,,,,,,,,,Gianfranco Rotondi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gianfranco Rotondi,,,,,,,,,,,,,,,,,,,,,,,,,,,Gianfranco Rotondi,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21076763,Maurizio Baradello,Maurizio Baradello,Maurizio Baradello,,Maurizio Baradello,Maurizio Baradello,,male,1960-08-25,Maurizio,306921,Maurizio Baradello,,,,,,,,Maurizio Baradello,,,,,,,,,685905,,,,,,,,,,,,,,http://www.camera.it/leg17/29?tipoAttivita=&tipoVisAtt=&tipoPersona=&shadow_deputato=306921&idLegislatura=17,,,,,,,,,,,,,,Maurizio Baradello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21578717,Beatrice Brignone,Beatrice Brignone,Beatrice Brignone,,Beatrice Brignone,Beatrice Brignone,https://upload.wikimedia.org/wikipedia/commons/4/4c/Beatrice_Brignone_daticamera.jpg,female,1978-01-31,Beatrice,306881,Beatrice Brignone,,,,,,,,Beatrice Brignone,,,Beatrice Brignone,Beatrice Brignone,,Beatrice Brignone,,,687661,Category:Beatrice Brignone,,,,,,,,,,,,,,beabri,beatrice.brignone.3,,,,,,,,,,,,Beatrice Brignone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2246893,Pia Locatelli,Pia Locatelli,Pia Elda Locatelli,Pia Elda Locatelli,Pia Locatelli,Pia Locatelli,https://upload.wikimedia.org/wikipedia/commons/7/77/Pia_Elda_Locatelli_daticamera.jpg,female,1949-08-13,Pia,306210,Pia Locatelli,,,,Pia Locatelli,Pia Locatelli,Pia Locatelli,Pia Locatelli,Pia Locatelli,,Pia Elda Locatelli,Pia Locatelli,Pia Locatelli,Pia Locatelli,Pia Locatelli,Pia Locatelli,/m/05xvfn,686315,Category:Pia Locatelli,Pia Elda Locatelli,Pia Locatelli,28976,,,,,,,,,,http://www.pialocatelli.it,,,,,,,,,,,,,,Pia Locatelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
