end_date,election_list,id,birth_date,start_date,name,source,group,area,gender,term,email,area_id,image
2013-11-18,IL POPOLO DELLA LIBERTA',302786,1975-10-10,"",DE GIROLAMO Nunzia,http://www.camera.it/leg17/29?shadow_deputato=302786&idpersona=302786&idlegislatura=17,IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,CAMPANIA 2,female,17,DEGIROLAMO_N@CAMERA.IT,XX,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/786/original_d302786.jpg
2015-09-22,IL POPOLO DELLA LIBERTA',302786,1975-10-10,2013-11-18,DE GIROLAMO Nunzia,http://www.camera.it/leg17/29?shadow_deputato=302786&idpersona=302786&idlegislatura=17,AREA POPOLARE (NCD-UDC),CAMPANIA 2,female,17,DEGIROLAMO_N@CAMERA.IT,XX,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/786/original_d302786.jpg
"",IL POPOLO DELLA LIBERTA',302786,1975-10-10,2015-09-22,DE GIROLAMO Nunzia,http://www.camera.it/leg17/29?shadow_deputato=302786&idpersona=302786&idlegislatura=17,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,CAMPANIA 2,female,17,DEGIROLAMO_N@CAMERA.IT,XX,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/786/original_d302786.jpg
2013-11-18,IL POPOLO DELLA LIBERTA',302787,1958-06-29,"",PISO Vincenzo,http://www.camera.it/leg17/29?shadow_deputato=302787&idpersona=302787&idlegislatura=17,IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,LAZIO 2,male,17,PISO_V@CAMERA.IT,XVI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/787/original_d302787.jpg
2015-11-23,IL POPOLO DELLA LIBERTA',302787,1958-06-29,2013-11-18,PISO Vincenzo,http://www.camera.it/leg17/29?shadow_deputato=302787&idpersona=302787&idlegislatura=17,AREA POPOLARE (NCD-UDC),LAZIO 2,male,17,PISO_V@CAMERA.IT,XVI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/787/original_d302787.jpg
2015-12-01,IL POPOLO DELLA LIBERTA',302787,1958-06-29,2015-11-23,PISO Vincenzo,http://www.camera.it/leg17/29?shadow_deputato=302787&idpersona=302787&idlegislatura=17,MISTO - non iscritto ad alcuna componente politica,LAZIO 2,male,17,PISO_V@CAMERA.IT,XVI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/787/original_d302787.jpg
"",IL POPOLO DELLA LIBERTA',302787,1958-06-29,2015-12-01,PISO Vincenzo,http://www.camera.it/leg17/29?shadow_deputato=302787&idpersona=302787&idlegislatura=17,MISTO - USEI (UNIONE SUDAMERICANA EMIGRATI ITALIANI),LAZIO 2,male,17,PISO_V@CAMERA.IT,XVI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/787/original_d302787.jpg
"",PARTITO DEMOCRATICO,302789,1980-09-05,"",MADIA Maria Anna,http://www.camera.it/leg17/29?shadow_deputato=302789&idpersona=302789&idlegislatura=17,PARTITO DEMOCRATICO,LAZIO 1,female,17,MADIA_M@CAMERA.IT,XV,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/789/original_d302789.jpg
2014-06-25,PARTITO DEMOCRATICO,302790,1962-08-12,"",GASBARRA Enrico,http://www.camera.it/leg17/29?shadow_deputato=302790&idpersona=302790&idlegislatura=17,PARTITO DEMOCRATICO,LAZIO 1,male,17,"",XV,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/790/original_d302790.jpg
"",PARTITO DEMOCRATICO,302791,1963-03-29,"",ARGENTIN Ileana,http://www.camera.it/leg17/29?shadow_deputato=302791&idpersona=302791&idlegislatura=17,PARTITO DEMOCRATICO,LAZIO 1,female,17,ARGENTIN_I@CAMERA.IT,XV,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/791/original_d302791.jpg
"",PARTITO DEMOCRATICO,302792,1951-08-09,"",CARELLA Renzo,http://www.camera.it/leg17/29?shadow_deputato=302792&idpersona=302792&idlegislatura=17,PARTITO DEMOCRATICO,LAZIO 1,male,17,CARELLA_R@CAMERA.IT,XV,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/792/original_d302792.jpg
"",PARTITO DEMOCRATICO,302794,1963-11-16,"",MORASSUT Roberto,http://www.camera.it/leg17/29?shadow_deputato=302794&idpersona=302794&idlegislatura=17,PARTITO DEMOCRATICO,LAZIO 1,male,17,MORASSUT_R@CAMERA.IT,XV,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/794/original_d302794.jpg
"",PARTITO DEMOCRATICO,302796,1948-02-01,"",COSCIA Maria,http://www.camera.it/leg17/29?shadow_deputato=302796&idpersona=302796&idlegislatura=17,PARTITO DEMOCRATICO,LAZIO 1,female,17,COSCIA_M@CAMERA.IT,XV,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/796/original_d302796.jpg
2014-06-25,PARTITO DEMOCRATICO,302809,1981-05-10,"",PICIERNO Pina,http://www.camera.it/leg17/29?shadow_deputato=302809&idpersona=302809&idlegislatura=17,PARTITO DEMOCRATICO,CAMPANIA 2,female,17,"",XX,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/809/original_d302809.jpg
2015-05-04,PARTITO DEMOCRATICO,302811,1967-02-23,"",VACCARO Guglielmo,http://www.camera.it/leg17/29?shadow_deputato=302811&idpersona=302811&idlegislatura=17,PARTITO DEMOCRATICO,CAMPANIA 1,male,17,VACCARO_G@CAMERA.IT,XIX,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/811/original_d302811.jpg
2015-11-30,PARTITO DEMOCRATICO,302811,1967-02-23,2015-05-04,VACCARO Guglielmo,http://www.camera.it/leg17/29?shadow_deputato=302811&idpersona=302811&idlegislatura=17,MISTO - non iscritto ad alcuna componente politica,CAMPANIA 1,male,17,VACCARO_G@CAMERA.IT,XIX,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/811/original_d302811.jpg
"",PARTITO DEMOCRATICO,302811,1967-02-23,2015-11-30,VACCARO Guglielmo,http://www.camera.it/leg17/29?shadow_deputato=302811&idpersona=302811&idlegislatura=17,MISTO - USEI (UNIONE SUDAMERICANA EMIGRATI ITALIANI),CAMPANIA 1,male,17,VACCARO_G@CAMERA.IT,XIX,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/811/original_d302811.jpg
"",PARTITO DEMOCRATICO,302812,1952-11-11,"",BOSSA Luisa,http://www.camera.it/leg17/29?shadow_deputato=302812&idpersona=302812&idlegislatura=17,PARTITO DEMOCRATICO,CAMPANIA 1,female,17,BOSSA_L@CAMERA.IT,XIX,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/812/original_d302812.jpg
2015-07-29,PARTITO DEMOCRATICO,302817,1957-11-18,"",BONAVITACOLA Fulvio,http://www.camera.it/leg17/29?shadow_deputato=302817&idpersona=302817&idlegislatura=17,PARTITO DEMOCRATICO,CAMPANIA 2,male,17,"",XX,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/817/original_d302817.jpg
2015-03-26,LEGA NORD,302822,1975-09-23,"",BRAGANTINI Matteo,http://www.camera.it/leg17/29?shadow_deputato=302822&idpersona=302822&idlegislatura=17,LEGA NORD E AUTONOMIE,VENETO 1,male,17,BRAGANTINI_M@CAMERA.IT,VII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/822/original_d302822.jpg
"",LEGA NORD,302822,1975-09-23,2015-03-26,BRAGANTINI Matteo,http://www.camera.it/leg17/29?shadow_deputato=302822&idpersona=302822&idlegislatura=17,MISTO - non iscritto ad alcuna componente politica,VENETO 1,male,17,BRAGANTINI_M@CAMERA.IT,VII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/822/original_d302822.jpg
"",PARTITO DEMOCRATICO,302830,1948-01-16,"",MIOTTO Anna Margherita,http://www.camera.it/leg17/29?shadow_deputato=302830&idpersona=302830&idlegislatura=17,PARTITO DEMOCRATICO,VENETO 1,female,17,MIOTTO_A@CAMERA.IT,VII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/830/original_d302830.jpg
2014-10-30,PARTITO DEMOCRATICO,302831,1973-06-16,"",MOGHERINI Federica,http://www.camera.it/leg17/29?shadow_deputato=302831&idpersona=302831&idlegislatura=17,PARTITO DEMOCRATICO,EMILIA-ROMAGNA,female,17,"",XI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/831/original_d302831.jpg
"",PARTITO DEMOCRATICO,302832,1958-05-23,"",DAL MORO Gian Pietro,http://www.camera.it/leg17/29?shadow_deputato=302832&idpersona=302832&idlegislatura=17,PARTITO DEMOCRATICO,VENETO 1,male,17,DALMORO_G@CAMERA.IT,VII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/832/original_d302832.jpg
"",PARTITO DEMOCRATICO,302833,1971-09-30,"",SBROLLINI Daniela,http://www.camera.it/leg17/29?shadow_deputato=302833&idpersona=302833&idlegislatura=17,PARTITO DEMOCRATICO,VENETO 1,female,17,SBROLLINI_D@CAMERA.IT,VII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/833/original_d302833.jpg
2014-06-25,LEGA NORD,302834,1966-05-15,"",BUONANNO Gianluca,http://www.camera.it/leg17/29?shadow_deputato=302834&idpersona=302834&idlegislatura=17,LEGA NORD E AUTONOMIE,PIEMONTE 2,male,17,"",II,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/834/original_d302834.jpg
"",LEGA NORD,302835,1973-04-05,2014-06-25,SIMONETTI Roberto,http://www.camera.it/leg17/29?shadow_deputato=302835&idpersona=302835&idlegislatura=17,LEGA NORD E AUTONOMIE - LEGA DEI POPOLI - NOI CON SALVINI,PIEMONTE 2,male,17,SIMONETTI_R@CAMERA.IT,II,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/835/original_d302835.jpg
"",IL POPOLO DELLA LIBERTA',302837,1957-01-11,2014-06-25,NIZZI Settimo,http://www.camera.it/leg17/29?shadow_deputato=302837&idpersona=302837&idlegislatura=17,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,SARDEGNA,male,17,NIZZI_S@CAMERA.IT,XXVI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/837/original_d302837.jpg
"",IL POPOLO DELLA LIBERTA',302838,1967-10-26,"",BRAMBILLA Michela Vittoria,http://www.camera.it/leg17/29?shadow_deputato=302838&idpersona=302838&idlegislatura=17,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,EMILIA-ROMAGNA,female,17,BRAMBILLA_M@CAMERA.IT,XI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/838/original_d302838.jpg
"",PARTITO DEMOCRATICO,302840,1960-11-23,"",PES Caterina,http://www.camera.it/leg17/29?shadow_deputato=302840&idpersona=302840&idlegislatura=17,PARTITO DEMOCRATICO,SARDEGNA,female,17,PES_C@CAMERA.IT,XXVI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/840/original_d302840.jpg
"",PARTITO DEMOCRATICO,302845,1954-12-09,"",MARROCU Siro,http://www.camera.it/leg17/29?shadow_deputato=302845&idpersona=302845&idlegislatura=17,PARTITO DEMOCRATICO,SARDEGNA,male,17,MARROCU_S@CAMERA.IT,XXVI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/845/original_d302845.jpg
"",PARTITO DEMOCRATICO,302850,1956-05-16,"",ZAMPA Sandra,http://www.camera.it/leg17/29?shadow_deputato=302850&idpersona=302850&idlegislatura=17,PARTITO DEMOCRATICO,EMILIA-ROMAGNA,female,17,ZAMPA_S@CAMERA.IT,XI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/850/original_d302850.jpg
"",PARTITO DEMOCRATICO,302852,1958-05-04,"",BRATTI Alessandro,http://www.camera.it/leg17/29?shadow_deputato=302852&idpersona=302852&idlegislatura=17,PARTITO DEMOCRATICO,EMILIA-ROMAGNA,male,17,BRATTI_A@CAMERA.IT,XI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/852/original_d302852.jpg
"",PARTITO DEMOCRATICO,302854,1962-09-14,"",BENAMATI Gianluca,http://www.camera.it/leg17/29?shadow_deputato=302854&idpersona=302854&idlegislatura=17,PARTITO DEMOCRATICO,PIEMONTE 2,male,17,BENAMATI_G@CAMERA.IT,II,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/854/original_d302854.jpg
"",PARTITO DEMOCRATICO,302856,1973-09-01,"",DE MICHELI Paola,http://www.camera.it/leg17/29?shadow_deputato=302856&idpersona=302856&idlegislatura=17,PARTITO DEMOCRATICO,EMILIA-ROMAGNA,female,17,DEMICHELI_P@CAMERA.IT,XI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/856/original_d302856.jpg
"",PARTITO DEMOCRATICO,302857,1949-06-29,"",BARETTA Pier Paolo,http://www.camera.it/leg17/29?shadow_deputato=302857&idpersona=302857&idlegislatura=17,PARTITO DEMOCRATICO,VENETO 2,male,17,BARETTA_P@CAMERA.IT,VIII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/857/original_d302857.jpg
"",PARTITO DEMOCRATICO,302858,1955-01-25,"",MURER Delia,http://www.camera.it/leg17/29?shadow_deputato=302858&idpersona=302858&idlegislatura=17,PARTITO DEMOCRATICO,VENETO 2,female,17,MURER_D@CAMERA.IT,VIII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/858/original_d302858.jpg
"",PARTITO DEMOCRATICO,302860,1953-07-05,"",FONTANELLI Paolo,http://www.camera.it/leg17/29?shadow_deputato=302860&idpersona=302860&idlegislatura=17,PARTITO DEMOCRATICO,TOSCANA,male,17,FONTANELLI_P@CAMERA.IT,XII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/860/original_d302860.jpg
"",PARTITO DEMOCRATICO,302862,1953-06-04,"",GNECCHI Marialuisa,http://www.camera.it/leg17/29?shadow_deputato=302862&idpersona=302862&idlegislatura=17,PARTITO DEMOCRATICO,TRENTINO-ALTO ADIGE,female,17,GNECCHI_M@CAMERA.IT,VI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/862/original_d302862.jpg
"",PARTITO DEMOCRATICO,302863,1965-03-19,"",SANI Luca,http://www.camera.it/leg17/29?shadow_deputato=302863&idpersona=302863&idlegislatura=17,PARTITO DEMOCRATICO,TOSCANA,male,17,SANI_L@CAMERA.IT,XII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/863/original_d302863.jpg
"",IL POPOLO DELLA LIBERTA',302867,1967-10-24,"",BERGAMINI Deborah,http://www.camera.it/leg17/29?shadow_deputato=302867&idpersona=302867&idlegislatura=17,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,EMILIA-ROMAGNA,female,17,BERGAMINI_D@CAMERA.IT,XI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/867/original_d302867.jpg
2015-09-23,IL POPOLO DELLA LIBERTA',302868,1968-02-25,"",PARISI Massimo,http://www.camera.it/leg17/29?shadow_deputato=302868&idpersona=302868&idlegislatura=17,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,TOSCANA,male,17,PARISI_MASSIMO@CAMERA.IT,XII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/868/original_d302868.jpg
2015-09-24,IL POPOLO DELLA LIBERTA',302868,1968-02-25,2015-09-23,PARISI Massimo,http://www.camera.it/leg17/29?shadow_deputato=302868&idpersona=302868&idlegislatura=17,MISTO - non iscritto ad alcuna componente politica,TOSCANA,male,17,PARISI_MASSIMO@CAMERA.IT,XII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/868/original_d302868.jpg
"",IL POPOLO DELLA LIBERTA',302868,1968-02-25,2015-09-24,PARISI Massimo,http://www.camera.it/leg17/29?shadow_deputato=302868&idpersona=302868&idlegislatura=17,MISTO - ALLEANZA LIBERALPOPOLARE AUTONOMIE ALA-MAIE-MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO,TOSCANA,male,17,PARISI_MASSIMO@CAMERA.IT,XII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/868/original_d302868.jpg
2015-11-19,IL POPOLO DELLA LIBERTA',302870,1946-07-22,"",BIANCONI Maurizio,http://www.camera.it/leg17/29?shadow_deputato=302870&idpersona=302870&idlegislatura=17,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,TOSCANA,male,17,BIANCONI_M@CAMERA.IT,XII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/870/original_d302870.jpg
"",IL POPOLO DELLA LIBERTA',302870,1946-07-22,2015-11-19,BIANCONI Maurizio,http://www.camera.it/leg17/29?shadow_deputato=302870&idpersona=302870&idlegislatura=17,MISTO - CONSERVATORI E RIFORMISTI,TOSCANA,male,17,BIANCONI_M@CAMERA.IT,XII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/870/original_d302870.jpg
2015-09-23,IL POPOLO DELLA LIBERTA',302871,1965-05-21,"",FAENZI Monica,http://www.camera.it/leg17/29?shadow_deputato=302871&idpersona=302871&idlegislatura=17,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,TOSCANA,female,17,FAENZI_M@CAMERA.IT,XII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/871/original_d302871.jpg
2015-09-24,IL POPOLO DELLA LIBERTA',302871,1965-05-21,2015-09-23,FAENZI Monica,http://www.camera.it/leg17/29?shadow_deputato=302871&idpersona=302871&idlegislatura=17,MISTO - non iscritto ad alcuna componente politica,TOSCANA,female,17,FAENZI_M@CAMERA.IT,XII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/871/original_d302871.jpg
"",IL POPOLO DELLA LIBERTA',302871,1965-05-21,2015-09-24,FAENZI Monica,http://www.camera.it/leg17/29?shadow_deputato=302871&idpersona=302871&idlegislatura=17,MISTO - ALLEANZA LIBERALPOPOLARE AUTONOMIE ALA-MAIE-MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO,TOSCANA,female,17,FAENZI_M@CAMERA.IT,XII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/871/original_d302871.jpg
"",PARTITO DEMOCRATICO,302873,1958-08-22,"",AGOSTINI Luciano,http://www.camera.it/leg17/29?shadow_deputato=302873&idpersona=302873&idlegislatura=17,PARTITO DEMOCRATICO,MARCHE,male,17,AGOSTINI_L@CAMERA.IT,XIV,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/873/original_d302873.jpg
"",IL POPOLO DELLA LIBERTA',302875,1950-05-26,"",BRUNETTA Renato,http://www.camera.it/leg17/29?shadow_deputato=302875&idpersona=302875&idlegislatura=17,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,VENETO 2,male,17,R.BRUNETTA@CAMERA.IT,VIII,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/875/original_d302875.jpg
"",PARTITO DEMOCRATICO,302880,1963-08-25,"",MARTINO Pierdomenico,http://www.camera.it/leg17/29?shadow_deputato=302880&idpersona=302880&idlegislatura=17,PARTITO DEMOCRATICO,LAZIO 2,male,17,MARTINO_PIERDOMENICO@CAMERA.IT,XVI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/880/original_d302880.jpg
"",PARTITO DEMOCRATICO,302881,1982-02-04,"",CARDINALE Daniela,http://www.camera.it/leg17/29?shadow_deputato=302881&idpersona=302881&idlegislatura=17,PARTITO DEMOCRATICO,SICILIA 1,female,17,CARDINALE_DANIELA@CAMERA.IT,XXIV,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/881/original_d302881.jpg
"",IL POPOLO DELLA LIBERTA',302882,1977-06-06,"",SAVINO Elvira,http://www.camera.it/leg17/29?shadow_deputato=302882&idpersona=302882&idlegislatura=17,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,PUGLIA,female,17,SAVINO_E@CAMERA.IT,XXI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/882/original_d302882.jpg
2015-11-19,IL POPOLO DELLA LIBERTA',302883,1966-06-13,"",DISTASO Antonio,http://www.camera.it/leg17/29?shadow_deputato=302883&idpersona=302883&idlegislatura=17,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,PUGLIA,male,17,DISTASO_A@CAMERA.IT,XXI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/883/original_d302883.jpg
"",IL POPOLO DELLA LIBERTA',302883,1966-06-13,2015-11-19,DISTASO Antonio,http://www.camera.it/leg17/29?shadow_deputato=302883&idpersona=302883&idlegislatura=17,MISTO - CONSERVATORI E RIFORMISTI,PUGLIA,male,17,DISTASO_A@CAMERA.IT,XXI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/883/original_d302883.jpg
"",IL POPOLO DELLA LIBERTA',302886,1955-04-27,"",SISTO Francesco Paolo,http://www.camera.it/leg17/29?shadow_deputato=302886&idpersona=302886&idlegislatura=17,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,PUGLIA,male,17,SISTO_F@CAMERA.IT,XXI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/886/original_d302886.jpg
2013-12-10,UNIONE DI CENTRO,302887,1952-04-10,"",CERA Angelo,http://www.camera.it/leg17/29?shadow_deputato=302887&idpersona=302887&idlegislatura=17,SCELTA CIVICA PER L'ITALIA,PUGLIA,male,17,CERA_A@CAMERA.IT,XXI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/887/original_d302887.jpg
2014-12-16,UNIONE DI CENTRO,302887,1952-04-10,2013-12-10,CERA Angelo,http://www.camera.it/leg17/29?shadow_deputato=302887&idpersona=302887&idlegislatura=17,PER L'ITALIA - CENTRO DEMOCRATICO,PUGLIA,male,17,CERA_A@CAMERA.IT,XXI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/887/original_d302887.jpg
"",UNIONE DI CENTRO,302887,1952-04-10,2014-12-16,CERA Angelo,http://www.camera.it/leg17/29?shadow_deputato=302887&idpersona=302887&idlegislatura=17,AREA POPOLARE (NCD-UDC),PUGLIA,male,17,CERA_A@CAMERA.IT,XXI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/887/original_d302887.jpg
2013-11-18,IL POPOLO DELLA LIBERTA',302889,1957-05-02,"",MISURACA Dore,http://www.camera.it/leg17/29?shadow_deputato=302889&idpersona=302889&idlegislatura=17,IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,SICILIA 1,male,17,MISURACADORE@CAMERA.IT,XXIV,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/889/original_d302889.jpg
"",IL POPOLO DELLA LIBERTA',302889,1957-05-02,2013-11-18,MISURACA Dore,http://www.camera.it/leg17/29?shadow_deputato=302889&idpersona=302889&idlegislatura=17,AREA POPOLARE (NCD-UDC),SICILIA 1,male,17,MISURACADORE@CAMERA.IT,XXIV,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/889/original_d302889.jpg
"",PARTITO DEMOCRATICO,302891,1970-07-01,"",LOSACCO Alberto,http://www.camera.it/leg17/29?shadow_deputato=302891&idpersona=302891&idlegislatura=17,PARTITO DEMOCRATICO,PUGLIA,male,17,LOSACCO_A@CAMERA.IT,XXI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/891/original_d302891.jpg
"",PARTITO DEMOCRATICO,302892,1968-03-18,"",BOCCIA Francesco,http://www.camera.it/leg17/29?shadow_deputato=302892&idpersona=302892&idlegislatura=17,PARTITO DEMOCRATICO,PUGLIA,male,17,BOCCIA_F@CAMERA.IT,XXI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/892/original_d302892.jpg
"",PARTITO DEMOCRATICO,302897,1967-06-16,"",GINEFRA Dario,http://www.camera.it/leg17/29?shadow_deputato=302897&idpersona=302897&idlegislatura=17,PARTITO DEMOCRATICO,PUGLIA,male,17,GINEFRA_D@CAMERA.IT,XXI,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/897/original_d302897.jpg
"",PARTITO DEMOCRATICO,302899,1966-07-23,"",GARAVINI Laura,http://www.camera.it/leg17/29?shadow_deputato=302899&idpersona=302899&idlegislatura=17,PARTITO DEMOCRATICO,EUROPA,female,17,GARAVINI_L@CAMERA.IT,A,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/899/original_d302899.jpg
"",PARTITO DEMOCRATICO,302902,1963-11-05,"",PORTA Fabio,http://www.camera.it/leg17/29?shadow_deputato=302902&idpersona=302902&idlegislatura=17,PARTITO DEMOCRATICO,AMERICA MERIDIONALE,male,17,PORTA_F@CAMERA.IT,B,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/902/original_d302902.jpg
2013-11-18,IL POPOLO DELLA LIBERTA',302913,1978-02-05,"",MINARDO Antonino,http://www.camera.it/leg17/29?shadow_deputato=302913&idpersona=302913&idlegislatura=17,IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,SICILIA 2,male,17,MINARDO_ANTONINO@CAMERA.IT,XXV,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/913/original_d302913.jpg
"",IL POPOLO DELLA LIBERTA',302913,1978-02-05,2013-11-18,MINARDO Antonino,http://www.camera.it/leg17/29?shadow_deputato=302913&idpersona=302913&idlegislatura=17,AREA POPOLARE (NCD-UDC),SICILIA 2,male,17,MINARDO_ANTONINO@CAMERA.IT,XXV,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/913/original_d302913.jpg
