name,email,image,term,group,group_id,start_date,end_date
Anthon Frederiksen,antuut@inatsisartut.gl,http://www.ina.gl/media/personfiler/234539/2010.09.17%20Start%20EM%202010%2000946.jpg,12,Partii Naleraq,partii_naleraq,2014-11-28,""
Aqqaluaq B. Egede,aqeg@nanoq.gl,http://www.ina.gl/media/personfiler/234438/2010.09.17%20Start%20EM%202010%2000886.jpg,12,Inuit Ataqatigiit,inuit_ataqatigiit,2014-11-28,""
Bendt B. Kristiansen,bebk@inatsisartut.gl,http://www.ina.gl/media/2527697/bendt-b-kristiansen-201611-23084.jpg,12,Inuit Ataqatigiit,inuit_ataqatigiit,2016-10-31,""
Debora Kleist,debkl@inatsisartut.gl,http://www.ina.gl/media/personfiler/234518/2010.09.17%20Start%20EM%202010%2000895.jpg,12,Inuit Ataqatigiit,inuit_ataqatigiit,2016-09-16,""
Doris Jakobsen,doja@nanoq.gl,http://www.ina.gl/media/personfiler/293877/untitled-5.jpg,12,Siumut,siumut,2014-11-28,""
Hans Aronsen,haro@inatsisartut.gl,http://www.ina.gl/media/personfiler/234453/2010.09.17%20Start%20EM%202010%2000900.jpg,12,Inuit Ataqatigiit,inuit_ataqatigiit,2015-11-03,""
Hans Enoksen,hans@inatsisartut.gl,http://www.ina.gl/media/personfiler/298458/untitled-6.jpg,12,Partii Naleraq,partii_naleraq,2014-11-28,""
Henrik Fleischer,hefl@inatsisartut.gl,http://www.ina.gl/media/2527699/henrik-fleischer-201611-23067.jpg,12,Partii Naleraq,partii_naleraq,2016-10-31,""
Iddimanngiiu Bianco,idjb@inatsisartut.gl,http://www.ina.gl/media/personfiler/2461401/Iddimanngiiu%20Bianco%202014.12%20-%2015527.jpg,12,Inuit Ataqatigiit,inuit_ataqatigiit,2014-11-28,""
Ineqi Kielsen,ineqi@inatsisartut.gl,http://www.ina.gl/media/personfiler/2461245/Ineqi%20Kielsen%202014.12%20-%2015542.jpg,12,Siumut,siumut,2014-11-28,""
Jens Immanuelsen,jeim@inatsisartut.gl,http://www.ina.gl/media/personfiler/402739/Jens%20Immanuelsen%20-%2003714.jpg,12,Siumut,siumut,2014-11-28,""
Jens-Erik Kirkegaard,jenserik@inatsisartut.gl,http://www.ina.gl/media/personfiler/761460/Jens_Erik_Kirkegaard.jpg,12,Siumut,siumut,2014-11-28,2017-01-29
Jens-Erik Kirkegaard,jenserik@inatsisartut.gl,http://www.ina.gl/media/personfiler/761460/Jens_Erik_Kirkegaard.jpg,12,Siumut,siumut,2017-04-24,""
Jess Svane,jess@inatsisartut.gl,http://www.ina.gl/media/personfiler/2461089/Jess%20Svane%202014.12%20-%2015524.jpg,12,Siumut,siumut,2014-11-28,""
Juliane Henningsen,,http://www.ina.gl/media/personfiler/234488/2010.09.17%20Start%20EM%202010%2000898.jpg,12,Inuit Ataqatigiit,inuit_ataqatigiit,2014-11-28,2015-11-02
Justus Hansen,justus@inatsisartut.gl,http://www.ina.gl/media/personfiler/234516/2010.09.17%20Start%20EM%202010%2000888.jpg,12,Demokraatit,demokraatit,2014-11-28,""
Kalistat Lund,kalistat@inatsisartut.gl,http://www.ina.gl/media/personfiler/719177/Kalistat%20Lund%20-%2007662.jpg,12,Inuit Ataqatigiit,inuit_ataqatigiit,2014-11-28,2017-04-23
Karl-Kristian Kruse,kkkr@inatsisartut.gl,http://www.ina.gl/media/personfiler/719211/Karl-Kristian%20Kruse%20-%2007672.jpg,12,Siumut,siumut,2014-11-28,""
Kelly Berthelsen,KELBE@inatsisartut.gl,http://www.ina.gl/media/personfiler/2896344/Kelly%20Berthelsen%202016.09%20-%2022263.jpg,12,Inuit Ataqatigiit,inuit_ataqatigiit,2016-09-16,""
Kim Kielsen,kim@nanoq.gl,http://www.ina.gl/media/personfiler/234524/2010.09.17%20Start%20EM%202010%2000953.jpg,12,Siumut,siumut,2014-11-28,""
Knud Kristiansen,knkri@inatsisartut.gl,http://www.ina.gl/media/personfiler/234532/2010.09.17%20Start%20EM%202010%2000916.jpg,12,Atassut,atassut,2014-11-28,2017-01-29
Knud Kristiansen,knkri@inatsisartut.gl,http://www.ina.gl/media/personfiler/234532/2010.09.17%20Start%20EM%202010%2000916.jpg,12,Loesgaenger,loesgaenger,2017-01-30,2017-02-22
Knud Kristiansen,knkri@inatsisartut.gl,http://www.ina.gl/media/personfiler/234532/2010.09.17%20Start%20EM%202010%2000916.jpg,12,Siumut,siumut,2017-02-23,""
Lars-Emil Johansen,larsemil@inatsisartut.gl,http://www.ina.gl/media/personfiler/753863/Lars-Emil%20Johansen%20-%2007533.jpg,12,Siumut,siumut,2014-11-28,""
Laura Táunâjik,laura@inatsisartut.gl,http://www.ina.gl/media/personfiler/2461193/Laura%20Taunajik%202014.12%20-%2015533.jpg,12,Siumut,siumut,2014-11-28,""
Mala Høy Kuko,makh@inatsisartut.gl,http://www.ina.gl/media/personfiler/2478643/Mala.jpg,12,Atassut,atassut,2014-11-28,""
Martha Lund Olsen,malo@inatsisartut.gl,http://www.ina.gl/media/personfiler/759167/Martha_Lund_Olsen.bmp,12,Siumut,siumut,2014-11-28,""
Michael Rosing,michael@inatsisartut.gl,http://www.ina.gl/media/personfiler/530703/Michael%20Rosing%20-%2001220.jpg,12,Demokraatit,demokraatit,2014-11-28,""
Mimi Karlsen,mimi@inatsisartut.gl,http://www.ina.gl/media/personfiler/234447/2010.09.17%20Start%20EM%202010%2000909.jpg,12,Inuit Ataqatigiit,inuit_ataqatigiit,2014-11-28,""
Múte Bourup Egede,mueg@nanoq.gl,http://www.ina.gl/media/personfiler/2688374/M%C3%BAte%20Bourup%20Egede%20-%2018582.jpg,12,Inuit Ataqatigiit,inuit_ataqatigiit,2014-11-28,""
Naaja H. Nathanielsen,,http://www.ina.gl/media/personfiler/234421/2010.09.17%20Start%20EM%202010%2000941.jpg,12,Inuit Ataqatigiit,inuit_ataqatigiit,2014-11-28,2015-11-02
Naaja H. Nathanielsen,,http://www.ina.gl/media/personfiler/234421/2010.09.17%20Start%20EM%202010%2000941.jpg,12,Loesgaenger,loesgaenger,2015-11-03,2016-05-22
Nikolaj Jeremiassen,nije@inatsisartut.gl,http://www.ina.gl/media/personfiler/719823/Nikolaj%20Jeremiassen%20-%2007666.jpg,12,Siumut,siumut,2014-11-28,""
Nivi Olsen,niol@inatsisartut.gl,http://www.ina.gl/media/personfiler/2482814/Nivi.jpg,12,Demokraatit,demokraatit,2014-11-28,""
Paninguak' M. Kruse,pamk@inatsisartut.gl,,12,Atassut,atassut,2014-11-28,2015-11-02
Per Rosing-Petersen,perrp@inatsisartut.gl,http://www.ina.gl/media/personfiler/2461609/Per%20Rosing%20Petersen%202014.12%20-%2015506.jpg,12,Loesgaenger,loesgaenger,2016-05-23,2017-02-22
Per Rosing-Petersen,perrp@inatsisartut.gl,http://www.ina.gl/media/personfiler/2461609/Per%20Rosing%20Petersen%202014.12%20-%2015506.jpg,12,Partii Naleraq,partii_naleraq,2014-11-28,2016-05-22
Per Rosing-Petersen,perrp@inatsisartut.gl,http://www.ina.gl/media/personfiler/2461609/Per%20Rosing%20Petersen%202014.12%20-%2015506.jpg,12,Partii Naleraq,partii_naleraq,2017-02-23,""
Peter Olsen,ppol@inatsisartut.gl,http://www.ina.gl/media/personfiler/2462571/Peter%20Olsen%202014.12%20-%2015521.jpg,12,Inuit Ataqatigiit,inuit_ataqatigiit,2014-11-28,""
Poul Hansen,phan@inatsisartut.gl,http://www.ina.gl/media/personfiler/2677096/Poul%20Hansen%20-%2018580.jpg,12,Demokraatit,demokraatit,2015-11-03,2016-10-30
Randi Vestergaard Evaldsen,rave@inatsisartut.gl,http://www.ina.gl/media/personfiler/2462756/Randi%20Vestergaard%20Evaldsen%202014.12%20-%2015505.jpg,12,Demokraatit,demokraatit,2014-11-28,""
Sara Olsvig,saro@nanoq.gl,http://www.ina.gl/media/personfiler/720255/Sara%20Olsvig%20-%2007669.jpg,12,Inuit Ataqatigiit,inuit_ataqatigiit,2014-11-28,""
Siverth Karl Heilmann,,http://www.ina.gl/media/personfiler/234533/2010.09.17%20Start%20EM%202010%2000891.jpg,12,Atassut,atassut,2015-11-03,2016-10-30
Steen Lynge,steen@inatsisartut.gl,http://www.ina.gl/media/personfiler/762180/Steen_Lynge.jpg,12,Atassut,atassut,2014-11-28,2016-10-30
Suka K. Frederiksen,sufr@nanoq.gl,http://www.ina.gl/media/personfiler/2461297/Suka%20K.%20Frederiksen%202014.12%20-%2015510.jpg,12,Siumut,siumut,2014-11-28,""
Tillie Martinussen,tillie@inatsisartut.gl,http://www.ina.gl/media/personfiler/2461141/Tillie%20Martinussen%202014.12%20-%2015498.jpg,12,Demokraatit,demokraatit,2014-11-28,2016-10-30
Villy Olsvig,viols@inatsisartut.gl,http://www.ina.gl/media/2527700/villy-olsvig-201611-23063.jpg,12,Inuit Ataqatigiit,inuit_ataqatigiit,2016-10-31,""
Vivian Motzfeldt,vivian@inatsisartut.gl,http://www.ina.gl/media/personfiler/2461037/Vivian%20Motzfeldt%202014.12%20-%2015515.jpg,12,Siumut,siumut,2014-11-28,""
Agathe Fontain,agathe@inatsisartut.gl,http://www.ina.gl/media/2527783/agathe.jpg,11,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Aleqa Hammond,,http://www.ina.gl/media/personfiler/760992/Aleqa_Hammond.jpg,11,Siumut,siumut,"",""
Anders Olsen,anols@inatsisartut.gl,http://www.ina.gl/media/personfiler/293529/untitled-4.jpg,11,Siumut,siumut,"",""
Andreas Uldum,,http://www.ina.gl/media/personfiler/234534/2010.09.17%20Start%20EM%202010%2000892.jpg,11,Demokraatiit,demokraatiit,"",""
Ane Hansen,aneh@inatsisartut.gl,http://www.ina.gl/media/personfiler/234538/2010.09.17%20Start%20EM%202010%2000903.jpg,11,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Aqqaluaq B. Egede,aqeg@nanoq.gl,http://www.ina.gl/media/personfiler/234438/2010.09.17%20Start%20EM%202010%2000886.jpg,11,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Astrid Fleischer Rex,,http://www.ina.gl/media/personfiler/234413/2010.09.17%20Start%20EM%202010%2000912.jpg,11,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Doris Jakobsen,doja@nanoq.gl,http://www.ina.gl/media/personfiler/293877/untitled-5.jpg,11,Siumut,siumut,"",""
Evelyn Frederiksen,,http://www.ina.gl/media/personfiler/753489/Evelyn%20Frederiksen%20-%2007654.jpg,11,Siumut,siumut,"",""
Finn Karlsen,,http://www.ina.gl/media/personfiler/234423/2010.09.17%20Start%20EM%202010%2000928.jpg,11,Siumut,siumut,"",""
Hans Aronsen,haro@inatsisartut.gl,http://www.ina.gl/media/personfiler/234453/2010.09.17%20Start%20EM%202010%2000900.jpg,11,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Hans Enoksen,hans@inatsisartut.gl,http://www.ina.gl/media/personfiler/298458/untitled-6.jpg,11,Partii Naleraq,partii_naleraq,"",""
Harald Bianco,,http://www.ina.gl/media/personfiler/234500/2010.09.17%20Start%20EM%202010%2000904.jpg,11,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Jens Immanuelsen,jeim@inatsisartut.gl,http://www.ina.gl/media/personfiler/402739/Jens%20Immanuelsen%20-%2003714.jpg,11,Siumut,siumut,"",""
Jens-Erik Kirkegaard,jenserik@inatsisartut.gl,http://www.ina.gl/media/personfiler/761460/Jens_Erik_Kirkegaard.jpg,11,Siumut,siumut,"",""
Juliane Henningsen,,http://www.ina.gl/media/personfiler/234488/2010.09.17%20Start%20EM%202010%2000898.jpg,11,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Kalistat Lund,kalistat@inatsisartut.gl,http://www.ina.gl/media/personfiler/719177/Kalistat%20Lund%20-%2007662.jpg,11,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Karl Lyberth,,http://www.ina.gl/media/personfiler/762432/Karl_Lyberth.jpg,11,Siumut,siumut,"",""
Karl-Kristian Kruse,kkkr@inatsisartut.gl,http://www.ina.gl/media/personfiler/719211/Karl-Kristian%20Kruse%20-%2007672.jpg,11,Siumut,siumut,"",""
Kim Kielsen,kim@nanoq.gl,http://www.ina.gl/media/personfiler/234524/2010.09.17%20Start%20EM%202010%2000953.jpg,11,Siumut,siumut,"",""
Kristian Jeremiassen,,http://www.ina.gl/media/personfiler/234527/2010.09.17%20Start%20EM%202010%2000926.jpg,11,Siumut,siumut,"",""
Lars Mathæussen,,http://www.ina.gl/media/personfiler/752555/Lars%20Mathaeussen%20-%2007657.jpg,11,Siumut,siumut,"",""
Lars-Emil Johansen,larsemil@inatsisartut.gl,http://www.ina.gl/media/personfiler/753863/Lars-Emil%20Johansen%20-%2007533.jpg,11,Siumut,siumut,"",""
Michael Rosing,michael@inatsisartut.gl,http://www.ina.gl/media/personfiler/530703/Michael%20Rosing%20-%2001220.jpg,11,Demokraatiit,demokraatiit,"",""
Mimi Karlsen,mimi@inatsisartut.gl,http://www.ina.gl/media/personfiler/234447/2010.09.17%20Start%20EM%202010%2000909.jpg,11,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Naaja H. Nathanielsen,,http://www.ina.gl/media/personfiler/234421/2010.09.17%20Start%20EM%202010%2000941.jpg,11,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Nikolaj Jeremiassen,nije@inatsisartut.gl,http://www.ina.gl/media/personfiler/719823/Nikolaj%20Jeremiassen%20-%2007666.jpg,11,Siumut,siumut,"",""
Per Berthelsen,,http://www.ina.gl/media/personfiler/234529/2010.09.17%20Start%20EM%202010%2000930.jpg,11,Siumut,siumut,"",""
Randi Broberg,,http://www.ina.gl/media/personfiler/720187/Randi%20Broberg%20-%2007671.jpg,11,Partii Inuit,partii_inuit,"",""
Ruth Heilmann,,http://www.ina.gl/media/2528205/ruth.jpg,11,Siumut,siumut,"",""
Sara Olsvig,saro@nanoq.gl,http://www.ina.gl/media/personfiler/720255/Sara%20Olsvig%20-%2007669.jpg,11,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Siverth Karl Heilmann,,http://www.ina.gl/media/personfiler/234533/2010.09.17%20Start%20EM%202010%2000891.jpg,11,Atassut,atassut,"",""
Vittus Qujaukitsoq,viqu@nanoq.gl,http://www.ina.gl/media/personfiler/762216/Vittus_Qujaukitsoq.jpg,11,Siumut,siumut,"",""
Agathe Fontain,agathe@inatsisartut.gl,http://www.ina.gl/media/2527783/agathe.jpg,10,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Akitsinnguaq Olsen,,http://www.ina.gl/media/personfiler/234911/2010.09.17%20Start%20EM%202010%2000924.jpg,10,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Aleqa Hammond,,http://www.ina.gl/media/personfiler/760992/Aleqa_Hammond.jpg,10,Siumut,siumut,"",""
Anders Olsen,anols@inatsisartut.gl,http://www.ina.gl/media/personfiler/293529/untitled-4.jpg,10,Siumut,siumut,"",""
Andreas Uldum,,http://www.ina.gl/media/personfiler/234534/2010.09.17%20Start%20EM%202010%2000892.jpg,10,Demokraatit,demokraatit,"",""
Ane Hansen,aneh@inatsisartut.gl,http://www.ina.gl/media/personfiler/234538/2010.09.17%20Start%20EM%202010%2000903.jpg,10,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Anthon Frederiksen,antuut@inatsisartut.gl,http://www.ina.gl/media/personfiler/234539/2010.09.17%20Start%20EM%202010%2000946.jpg,10,Kattusseqatigiit Partiiat,kattusseqatigiit_partiiat,"",""
Aqqaluaq B. Egede,aqeg@nanoq.gl,http://www.ina.gl/media/personfiler/234438/2010.09.17%20Start%20EM%202010%2000886.jpg,10,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Astrid Fleischer Rex,,http://www.ina.gl/media/personfiler/234413/2010.09.17%20Start%20EM%202010%2000912.jpg,10,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Debora Kleist,debkl@inatsisartut.gl,http://www.ina.gl/media/personfiler/234518/2010.09.17%20Start%20EM%202010%2000895.jpg,10,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Doris Jakobsen,doja@nanoq.gl,http://www.ina.gl/media/personfiler/293877/untitled-5.jpg,10,Siumut,siumut,"",""
Finn Karlsen,,http://www.ina.gl/media/personfiler/234423/2010.09.17%20Start%20EM%202010%2000928.jpg,10,Siumut,siumut,"",""
Hans Aronsen,haro@inatsisartut.gl,http://www.ina.gl/media/personfiler/234453/2010.09.17%20Start%20EM%202010%2000900.jpg,10,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Hans Enoksen,hans@inatsisartut.gl,http://www.ina.gl/media/personfiler/298458/untitled-6.jpg,10,Siumut,siumut,"",""
Harald Bianco,,http://www.ina.gl/media/personfiler/234500/2010.09.17%20Start%20EM%202010%2000904.jpg,10,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Isak Hammond,,http://www.ina.gl/media/personfiler/236890/2010.09.17%20Start%20EM%202010%2000920.jpg,10,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Jane Petersen,japet@inatsisartut.gl,http://www.ina.gl/media/personfiler/234494/2010.09.17%20Start%20EM%202010%2000883.jpg,10,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Jens B. Frederiksen,,http://www.ina.gl/media/personfiler/234540/2010.09.17%20Start%20EM%202010%2000943.jpg,10,Demokraatit,demokraatit,"",""
Josef Motzfeldt,,http://www.ina.gl/media/2528209/20161026-josef-motzfeldt-22853.jpg,10,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Juliane Henningsen,,http://www.ina.gl/media/personfiler/234488/2010.09.17%20Start%20EM%202010%2000898.jpg,10,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Justus Hansen,justus@inatsisartut.gl,http://www.ina.gl/media/personfiler/234516/2010.09.17%20Start%20EM%202010%2000888.jpg,10,Demokraatit,demokraatit,"",""
Jørgen-Ole Nyboe Nielsen,,http://www.ina.gl/media/personfiler/532984/Joergen-Ole%20N%20Nielsen%20-%2001214.jpg,10,Demokraatit,demokraatit,"",""
Kaali Olsen,,http://www.ina.gl/media/personfiler/234463/2010.09.17%20Start%20EM%202010%2000950.jpg,10,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Karl Lyberth,,http://www.ina.gl/media/personfiler/762432/Karl_Lyberth.jpg,10,Siumut,siumut,"",""
Kim Kielsen,kim@nanoq.gl,http://www.ina.gl/media/personfiler/234524/2010.09.17%20Start%20EM%202010%2000953.jpg,10,Siumut,siumut,"",""
Knud Kristiansen,knkri@inatsisartut.gl,http://www.ina.gl/media/personfiler/234532/2010.09.17%20Start%20EM%202010%2000916.jpg,10,Atassut,atassut,"",""
Kristian Jeremiassen,,http://www.ina.gl/media/personfiler/234527/2010.09.17%20Start%20EM%202010%2000926.jpg,10,Siumut,siumut,"",""
Kuupik Vandersee Kleist,,http://www.ina.gl/media/2529952/kuupik_kleist.jpg,10,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Maliina Abelsen,maab@inatsisartut.gl,http://www.ina.gl/media/personfiler/234542/2010.09.17%20Start%20EM%202010%2000908.jpg,10,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Malik Berthelsen,,http://www.ina.gl/media/personfiler/234526/2010.09.17%20Start%20EM%202010%2000932.jpg,10,Siumut,siumut,"",""
Mimi Karlsen,mimi@inatsisartut.gl,http://www.ina.gl/media/personfiler/234447/2010.09.17%20Start%20EM%202010%2000909.jpg,10,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Naaja H. Nathanielsen,,http://www.ina.gl/media/personfiler/234421/2010.09.17%20Start%20EM%202010%2000941.jpg,10,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Olga P. Berthelsen,,http://www.ina.gl/media/personfiler/302742/untitled.jpg,10,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Palle Christiansen,,http://www.ina.gl/media/personfiler/234434/2010.09.17%20Start%20EM%202010%2000913.jpg,10,Demokraatit,demokraatit,"",""
Per Berthelsen,,http://www.ina.gl/media/personfiler/234529/2010.09.17%20Start%20EM%202010%2000930.jpg,10,Siumut,siumut,"",""
Ruth Heilmann,,http://www.ina.gl/media/2528205/ruth.jpg,10,Siumut,siumut,"",""
Siverth Karl Heilmann,,http://www.ina.gl/media/personfiler/234533/2010.09.17%20Start%20EM%202010%2000891.jpg,10,Atassut,atassut,"",""
Storm Ludvigsen,,http://www.ina.gl/media/personfiler/302824/untitled-3.jpg,10,Inuit Ataqatigiit,inuit_ataqatigiit,"",""
Aage Hammeken,,http://www.ina.gl/media/2528152/aage_hammeken.jpg,1,Siumut,siumut,"",""
Anders Andreassen,,http://www.ina.gl/media/2528151/anders_andreassen1.jpg,1,Siumut,siumut,"",""
Anguteraq Davidsen,,http://www.ina.gl/media/2528157/anguteeraq_davidsen.jpg,1,Atassut,atassut,"",""
Bendt Frederiksen,,http://www.ina.gl/media/2528159/bendt_frederiksen.jpg,1,Siumut,siumut,"",""
Frederik Rosback,,,1,Siumut,siumut,"",""
Hendrik Nielsen,,,1,Siumut,siumut,"",""
Jakob Sivertsen,,http://www.ina.gl/media/2529944/jakob_sivertsen.jpg,1,Atassut,atassut,"",""
Jonathan Motzfeldt,,http://www.ina.gl/media/2528170/jonathan-motzfeldt-2.jpg,1,Siumut,siumut,"",""
Konrad Steenholdt,,http://www.ina.gl/media/2529950/konrad_steenholdt.jpg,1,Atassut,atassut,"",""
Lars Chemnitz,,http://www.ina.gl/media/2528173/lars-chemnitz.jpg,1,Atassut,atassut,"",""
Lars Godtfredsen,,http://www.ina.gl/media/2528175/lars_godtfredsen.jpg,1,Atassut,atassut,"",""
Lars-Emil Johansen,larsemil@inatsisartut.gl,http://www.ina.gl/media/personfiler/753863/Lars-Emil%20Johansen%20-%2007533.jpg,1,Siumut,siumut,"",""
Moses Olsen,,,1,Siumut,siumut,"",""
Niels Carlo Heilmann,,http://www.ina.gl/media/2528176/niels_carlo_heilmann.jpg,1,Atassut,atassut,"",""
Niels Nielsen,,,1,Siumut,siumut,"",""
Otto Steenholdt,,http://www.ina.gl/media/2529958/otto_steenholdt.jpg,1,Atassut,atassut,"",""
Pavia Nielsen,,http://www.ina.gl/media/2529961/pavia_nielsen.jpg,1,Siumut,siumut,"",""
Peter Ostermann,,http://www.ina.gl/media/2529964/peter_ostermann.jpg,1,Atassut,atassut,"",""
Preben Lange,,http://www.ina.gl/media/2528180/preben_lange.jpg,1,Siumut,siumut,"",""
Sofus Joelsen,,http://www.ina.gl/media/2528181/sofus_joelsen.jpg,1,Siumut,siumut,"",""
Thue Christiansen,,,1,Siumut,siumut,"",""
