id,name__is,name__en,name__fr,name,wikipedia__commons,wikipedia__is,image,gender,birth_date,given_name,original_wikiname,name__eo,name__de,name__nl,name__nb,name__es,name__ja,name__hu,wikipedia__de,wikipedia__en,wikipedia__eo,wikipedia__ja,wikipedia__no,identifier__VIAF,identifier__GND,identifier__freebase,name__en_gb,wikipedia__iswikiquote,name__ru,name__pt,name__la,name__sv,name__it,name__pl,name__be,name__zh,name__da,name__nn,name__he,wikipedia__be,wikipedia__da,wikipedia__es,wikipedia__fr,wikipedia__he,wikipedia__it,wikipedia__la,wikipedia__nl,wikipedia__pl,wikipedia__pt,wikipedia__ru,wikipedia__sv,wikipedia__zh,identifier__LCAuth,wikipedia__iswikisource,identifier__ISNI,identifier__BNF,identifier__SUDOC,death_date,identifier__OLID,identifier__SELIBR,identifier__CERL,identifier__FAST,identifier__IMDB,identifier__allmovie,identifier__SFDb,identifier__DNF,identifier__britishmuseum,name__ca,name__de_ch,name__el,name__en_ca,name__cs,name__et,name__lb,name__pt_br,name__uk,name__fi,name__oc,name__sr,name__tr,name__mk,name__ie,name__ko,wikipedia__ca,wikipedia__cs,wikipedia__el,wikipedia__et,wikipedia__fi,wikipedia__hu,wikipedia__ie,wikipedia__ko,wikipedia__lb,wikipedia__oc,wikipedia__simple,wikipedia__sr,wikipedia__tr,wikipedia__uk,website,identifier__NTA,family_name,identifier__moviemeter,name__lt,wikipedia__lt,identifier__Gutenberg,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__gl,name__id,name__ga,name__ar,name__ro,name__io,name__tl,name__sk,name__fo,name__vo,name__br,name__cy,wikipedia__ar,wikipedia__br,wikipedia__fo,wikipedia__ga,wikipedia__gl,wikipedia__id,wikipedia__io,wikipedia__nn,wikipedia__ro,wikipedia__tl,wikipedia__vo,identifier__NUKAT,name__mr,wikipedia__mr,name__bg,name__fa,wikipedia__bg,wikipedia__cy,wikipedia__fa,identifier__Munzinger,name__ka,name__gv,name__kk,wikipedia__gv,wikipedia__ka,wikipedia__kk,identifier__NPG,name__fy,wikipedia__fy,identifier__GTAA,name__bs,name__uz,name__ms,name__hr,name__nan,name__nah,name__yo,name__lv,name__vi,name__sh,name__sco,wikipedia__bs,wikipedia__hr,wikipedia__lv,wikipedia__mk,wikipedia__ms,wikipedia__nah,wikipedia__sco,wikipedia__sh,wikipedia__sk,wikipedia__uz,wikipedia__vi,wikipedia__yo,wikipedia__zh_min_nan,name__sl,wikipedia__cswikiquote,wikipedia__sl,twitter,name__be_tarask,wikipedia__be_x_old,name__eu,wikipedia__eu,identifier__MGP,name__gd,name__ce,name__hi,name__nds,name__lmo,name__yue,wikipedia__ce,wikipedia__gd,wikipedia__hi,wikipedia__lmo,wikipedia__nds,wikipedia__plwikiquote,wikipedia__zh_yue,name__vmf,wikipedia__ruwikinews,name__af,name__an,name__ast,name__bar,name__bm,name__co,name__de_at,name__frc,name__frp,name__fur,name__gsw,name__ia,name__jam,name__kab,name__kg,name__li,name__lij,name__mg,name__min,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__scn,name__sr_el,name__sw,name__vec,name__vls,name__wa,name__wo,name__zu,facebook,identifier__NNDB,wikipedia__af,name__se,identifier__kinopoisk,identifier__PACE,wikipedia__bar,identifier__Britannica,name__ceb,name__dsb,name__eml,name__frr,name__hsb,name__mt,name__sq,occupation,identifier__parlement,name__kl,identifier__bigenc_ru,identifier__ne_se,identifier__google_knowledge,wikipedia__trwikinews,identifier__CONOR,identifier__quora,name__hy,wikipedia__ast,identifier__BIBSYS,name__ace,identifier__BAV,name__tt,wikipedia__tt,identifier__NLP,identifier__LNB,identifier__NDL,name__no,email,identifier__BNE,name__ml,wikipedia__ml,name__lfn,identifier__NLAtrove,name__aa,name__ak,name__aln,name__ang,name__arn,name__ay,name__az,name__bcl,name__bi,name__bjn,name__brh,name__cbk_zam,name__cdo,name__ch,name__cho,name__chr,name__chy,name__cr,name__crh_latn,name__csb,name__diq,name__dtp,name__ee,name__ext,name__ff,name__fit,name__fj,name__gag,name__gn,name__got,name__ha,name__hak,name__haw,name__hif_latn,name__ho,name__ht,name__hz,name__ig,name__ik,name__ike_latn,name__ilo,name__iu,name__jbo,name__jv,name__kaa,name__ki,name__kj,name__kk_latn,name__kk_tr,name__kr,name__krj,name__ksh,name__ku,name__lad,name__lg,name__ln,name__loz,name__ltg,name__lus,name__lzz,name__map_bms,name__mi,name__mus,name__mwl,name__na,name__ng,name__nov,name__nso,name__nv,name__ny,name__om,name__pag,name__pam,name__pdc,name__pdt,name__pfl,name__pih,name__qu,name__qug,name__rif,name__rmy,name__rn,name__roa_tara,name__rup,name__ruq_latn,name__rw,name__sat,name__sdc,name__sei,name__sg,name__sgs,name__shi_latn,name__sli,name__sm,name__sma,name__sn,name__so,name__srn,name__st,name__stq,name__szl,name__tet,name__tg_latn,name__tk,name__tn,name__to,name__tpi,name__tru,name__ts,name__tt_latn,name__tum,name__ty,name__ug_latn,name__ve,name__vep,name__vot,name__war,name__xh,name__za,name__zea,wikipedia__qu,name__hif,name__ike_cans,name__kk_kz,name__ruq,name__shi,name__tokipona,wikipedia__dawikisource,identifier__nlg,identifier__NKC
Q3480682,Sighvatur Kristinn Björgvinsson,Sighvatur Kristinn Björgvinsson,Sighvatur Kristinn Björgvinsson,Sighvatur Kristinn Björgvinsson,,Sighvatur Björgvinsson,,male,1942-01-23,Sighvatur,Sighvatur Björgvinsson,Sighvatur Björgvinsson,Sighvatur Kristinn Björgvinsson,Sighvatur Kristinn Björgvinsson,,,,,,Sighvatur Kristinn Björgvinsson,Sighvatur Björgvinsson,,,,,,,,,,,,,Sighvatur Björgvinsson,,,,,,,,,,,,,,Sighvatur Björgvinsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sighvatur Kristinn Björgvinsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3481103,Willum Þór Þórsson,Willum Þór Þórsson,Willum Þór Þórsson,Willum Þór Þórsson,,Willum Þór Þórsson,https://upload.wikimedia.org/wikipedia/commons/8/8c/Willum_Þór_Þórsson.jpg,male,1963-03-17,Willum,Willum Þór Þórsson,,Willum Þór Þórsson,Willum Þór Þórsson,Willum Þór Þórsson,Willum Þór Þórsson,,Willum Þór Þórsson,Willum Þór Þórsson,Willum Þór Þórsson,,,,,,,,,,,,Willum Þór Þórsson,Willum Þór Þórsson,,,,Willum Þór Þórsson,Willum Þór Þórsson,,,,,,,Willum Þór Þórsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Willum Þór Þórsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,association football player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3481185,Sverrir Hermannsson,Sverrir Hermannsson,Sverrir Hermannsson,Sverrir Hermannsson,,Sverrir Hermannsson,,male,1930-02-26,Sverrir,Sverrir Hermannsson,Sverrir Hermannsson,Sverrir Hermannsson,Sverrir Hermannsson,,,,,,Sverrir Hermannsson,Sverrir Hermannsson,,,61138777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no96032594,,0000 0000 4171 3470,,,2018-03-12,,,,1428686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sverrir Hermannsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3481195,Halldór Blöndal,Halldór Blöndal,Halldór Blöndal,Halldór Blöndal,,Halldór Blöndal,,male,1938-08-24,Halldór,Halldór Blöndal,Halldór Blöndal,Halldór Blöndal,Halldór Blöndal,,Halldór Blöndal,,Halldór Blöndal,,Halldór Blöndal,Halldór Blöndal,,,308698158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no2014050652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Halldór Blöndal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3482241,Friðrik Sophusson,Friðrik Klemenz Sophusson,Friðrik Klemenz Sophusson,Friðrik Klemenz Sophusson,,Friðrik Sophusson,,male,1943-10-18,Friðrik,Friðrik Sophusson,Friðrik Sophusson,Friðrik Klemenz Sophusson,Friðrik Klemenz Sophusson,,Friðrik Klemenz Sophusson,,Friðrik Klemenz Sophusson,,Friðrik Klemenz Sophusson,Friðrik Sophusson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friðrik Klemenz Sophusson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3482246,Gylfi Þ. Gíslason,Gylfi Þorsteinsson Gíslason,Gylfi Þorsteinsson Gíslason,Gylfi Þorsteinsson Gíslason,,Gylfi Þ. Gíslason,https://upload.wikimedia.org/wikipedia/commons/b/bf/Gylfi_Gíslason_1958_(cropped).jpg,male,1917-02-07,Gylfi,Gylfi Þ. Gíslason,Gylfi Þ. Gíslason,Gylfi Þorsteinsson Gíslason,Gylfi Þorsteinsson Gíslason,,Gylfi Þorsteinsson Gíslason,,Gylfi Þorsteinsson Gíslason,,Gylfi Þorsteinsson Gíslason,Gylfi Þ. Gíslason,,,68997062,170908623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 5511 0101,12314115f,032033966,2004-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gylfi Þorsteinsson Gíslason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gylfi Þorsteinsson Gíslason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3482253,Tómas Árnason,Tómas Árnason,Tómas Árnason,Tómas Árnason,,Tómas Árnason,,male,1923-07-21,Tómas,Tómas Árnason,Tómas Árnason,Tómas Árnason,Tómas Árnason,,Tómas Árnason,,Tómas Árnason,,Tómas Árnason,Tómas Árnason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tómas Árnason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tómas Árnason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3482624,Pálmi Jónsson,Pálmi Jónsson,Pálmi Jónsson,Pálmi Jónsson,,Pálmi Jónsson,,male,1929-11-11,Pálmi,Pálmi Jónsson,Pálmi Jónsson,Pálmi Jónsson,Pálmi Jónsson,,,,,,Pálmi Jónsson (Minister of Agriculture),Pálmi Jónsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pálmi Jónsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3482631,Hjörleifur Guttormsson,Hjörleifur Guttormsson,Hjörleifur Guttormsson,Hjörleifur Guttormsson,,Hjörleifur Guttormsson,,male,1935-10-31,Hjörleifur,Hjörleifur Guttormsson,Hjörleifur Guttormsson,Hjörleifur Guttormsson,Hjörleifur Guttormsson,,,,,,Hjörleifur Guttormsson,Hjörleifur Guttormsson,,,231561174,1020954876,,,,,,,,,,,,,,,,,,,,,,,,,,,,n98011195,,0000 0003 6577 7091,,180675990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hjörleifur Guttormsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q358173,Steingrímur Hermannsson,Steingrímur Hermannsson,Steingrímur Hermannsson,Steingrímur Hermannsson,,Steingrímur Hermannsson,,male,1928-06-22,Steingrímur,Steingrímur Hermannsson,Steingrímur Hermannsson,Steingrímur Hermannsson,Steingrímur Hermannsson,Steingrímur Hermannsson,Steingrímur Hermannsson,ステイングリムル・ヘルマンソン,Steingrímur Hermannsson,Steingrímur Hermannsson,Steingrímur Hermannsson,Steingrímur Hermannsson,ステイングリムル・ヘルマンソン,Steingrímur Hermannsson,221346988,,/m/03lrtj,,,Стейнгримур Херманнссон,Steingrímur Hermannsson,Steingrímur Hermannsson,Steingrímur Hermannsson,Steingrímur Hermannsson,Steingrímur Hermannsson,Стэйнгрымур Хермансан,斯坦格里姆·赫尔曼松,Steingrímur Hermannsson,Steingrímur Hermannsson,סטינגרימור הרמנסון,Стэйнгрымур Хермансан,Steingrímur Hermannsson,Steingrímur Hermannsson,Steingrímur Hermannsson,סטינגרימור הרמנסון,Steingrímur Hermannsson,Steingrímur Hermanni filius,Steingrímur Hermannsson,Steingrímur Hermannsson,Steingrímur Hermannsson,Стейнгримюр Херманнссон,Steingrímur Hermannsson,斯坦格里姆·赫尔曼松,n00100072,,,,,2010-02-01,,,,1735429,,,,,,,,,,,,Steingrímur Hermannsson,,Стейнгрімюр Херманнссон,Steingrímur Hermannsson,,,Steingrímur Hermannsson,,,스테잉리뮈르 헤르만손,,,,,Steingrímur Hermannsson,,,스테잉리뮈르 헤르만손,Steingrímur Hermannsson,,,,Steingrímur Hermannsson,Стейнгрімюр Херманнссон,,,Hermannsson,,,,,,,,,,,Steingrímur Hermannsson,,,,,,,,,,,Steingrímur Hermannsson,,,,,,,,,,,,,,,,استاینگریمور هرمانسون,,,استاینگریمور هرمانسون,,,,,,,,,,,109086,,,,,,,,,,,,,,,,,,,,,,,,,Steingrímur Hermannsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,steingrimur-hermannsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q378310,Tryggvi Þór Herbertsson,Tryggvi Þór Herbertsson,Tryggvi Þór Herbertsson,Tryggvi Þór Herbertsson,,Tryggvi Þór Herbertsson,,male,1963-01-17,Tryggvi,Tryggvi Þór Herbertsson,,Tryggvi Þór Herbertsson,Tryggvi Þór Herbertsson,,Tryggvi Þór Herbertsson,,Tryggvi Þór Herbertsson,Tryggvi Þór Herbertsson,Tryggvi Þór Herbertsson,,,,17160388,124089658,,,,,,,,,,,,,,,,,,,,,,,,,,,,nr2002031596,,0000 0000 5247 3310,,136693687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154649341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tryggvi Þór Herbertsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3962335,Grímur Thomsen,Grímur Thomsen,Grímur Thomsen,Grímur Thomsen,,Grímur Thomsen,https://upload.wikimedia.org/wikipedia/commons/d/d3/Grímur_Thomsen_-_Commons.jpg,male,1820-05-15,Grímur,Grímur Thomsen,,Grímur Thomsen,Grímur Thomsen,,Grímur Thomsen,,Grímur Thomsen,Grímur Thomsen,Grímur Thomsen,,,,27190999,104311320,,,,,,,Grímur Thomsen,,Grimur Thomsen,,,,,,,,,,,,,,Grímur Thomsen,,,Grímur Thomsen,,n91072125,Höfundur:Grímur Thomsen,0000 0000 8106 0224,127227443,055796265,1896-11-27,OL5010121A,57623,cnp00366237,289076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grímur Thomsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biography/Grimur-Thomsen,,,,,,,,politician,,,,grimur-thomsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q42666551,Inga Sæland,Inga Sæland,,Inga Sæland,,Inga Sæland,,female,1930-08-03,Inga,Inga Sæland,,Inga Sæland,,,,,,Inga Sæland,Inga Sæland,,,,,,,Inga Sæland,,,,,,,,,,Inga Sæland,,,,Inga Sæland,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inga Sæland,,Inga Sæland,,,,,,Inga Sæland,,,,,,,,,,,Inga Sæland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inga Sæland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4269093,Smári McCarthy,Smári McCarthy,Smári McCarthy,Smári McCarthy,Category:Smári McCarthy,Smári McCarthy,https://upload.wikimedia.org/wikipedia/commons/5/53/Smari_McCarthy2012.jpg,male,1984-02-07,Smári,Smári McCarthy,,Smári McCarthy,Smári McCarthy,,Smári McCarthy,スマウリ・マッカーシー,,Smári McCarthy,Smári McCarthy,,,,317176496,,,,,,,,,,,,,,,,,,Smári McCarthy,Smári McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://smarimccarthy.is/,391791354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smári McCarthy,,,smarimc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,author,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q437932,Siv Friðleifsdóttir,Siv Friðleifsdóttir,Siv Friðleifsdóttir,Siv Friðleifsdóttir,Category:Siv Friðleifsdóttir,Siv Friðleifsdóttir,"https://upload.wikimedia.org/wikipedia/commons/3/31/Siv_Fridleifsdottir,_Miljo-_og_nordisk_samarbejdsminister,_deltar_pa_mote_om_vastnorden,_sessionen_i_Oslo_2003.jpg",female,1962-08-10,Siv,Siv Friðleifsdóttir,Siv Friðleifsdóttir,Siv Friðleifsdóttir,Siv Friðleifsdóttir,,Siv Friðleifsdóttir,シヴ・フリードライフスドッティル,Siv Friðleifsdóttir,Siv Friðleifsdóttir,Siv Friðleifsdóttir,Siv Friðleifsdóttir,シヴ・フリードライフスドッティル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Siv Friðleifsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5443,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q437989,Oddný G. Harðardóttir,Oddný Guðbjörg Harðardóttir,Oddný Harðardóttir,Oddný Guðbjörg Harðardóttir,,Oddný G. Harðardóttir,,female,1957-04-09,Oddný,Oddný G. Harðardóttir,,Oddný G. Harðardóttir,Oddný Guðbjörg Harðardóttir,,Oddný Guðbjörg Harðardóttir,,Oddný Guðbjörg Harðardóttir,Oddný G. Harðardóttir,Oddný G. Harðardóttir,,,,,,/m/0jww1v1,Oddný Guðbjörg Harðardóttir,,,,,,,Oddný G. Harðardóttir,,奧尼·古布耶爾格·哈達多蒂爾,Oddný G. Harðardóttir,,,,Oddný G. Harðardóttir,,Oddný Harðardóttir,,,,,Oddný G. Harðardóttir,,,,,,,,,,,,,,,,,,,,,,,Oddný Guðbjörg Harðardóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oddný Guðbjörg Harðardóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
