id,name,name__ru,name__kk,name__pl,name__en,name__nl,name__de,wikipedia__de,wikipedia__kk,wikipedia__pl,wikipedia__ru,gender,birth_date,occupation,original_wikiname,death_date,name__fr,name__uz,name__uk,wikipedia__uk,wikipedia__uz,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__NUKAT,identifier__ISNI,identifier__NTA,image,family_name,name__sv,name__nb,name__nn,wikipedia__sv,name__ja,name__kk_arab,name__kk_cyrl,name__kk_latn,name__es,wikipedia__en,wikipedia__ja,identifier__freebase,name__ky,name__tr,name__az,wikipedia__az,wikipedia__fr,wikipedia__ky,wikipedia__tr,identifier__FAST,given_name,identifier__LNB,name__ar,wikipedia__ar,name__fi,wikipedia__fi,website,twitter,name__pt,name__sk,name__tg_latn,name__it,name__cs,name__bg,name__kk_cn,name__kk_tr,name__kk_kz,name__tg,name__fa,name__ms,name__hu,name__mg,name__ps,name__cv,wikipedia__bg,wikipedia__commons,wikipedia__cs,wikipedia__cv,wikipedia__fa,wikipedia__hu,wikipedia__it,wikipedia__mg,wikipedia__ms,wikipedia__nl,wikipedia__ps,wikipedia__pt,wikipedia__sk,wikipedia__tg,name__cy,name__et,wikipedia__es,wikipedia__et,name__el,name__en_ca,name__en_gb,wikipedia__el,identifier__google_knowledge,identifier__BIBSYS,name__ro,name__hy,name__be,name__eu,name__zh,name__sq,name__zh_hant,name__zh_cn,name__ml,name__hr,wikipedia__be,wikipedia__hr,wikipedia__hy,wikipedia__ml,wikipedia__ro,wikipedia__ruwikiquote,wikipedia__sq,wikipedia__zh,name__zh_hans
Q16435637,Гүлнар Мұстақымқызы Ықсанова,,Гүлнар Мұстақымқызы Ықсанова,,,,,,Гүлнар Мұстақымқызы Ықсанова,,,female,1954-04-24,economist,Гүлнар Мұстақымқызы Ықсанова,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16435865,Оразалы Сәбден,"Сабден, Оразалы Сабденович",Оразалы Сәбден,,,,,,Оразалы Сәбден,,"Сабден, Оразалы Сабденович",male,1947-05-20,economist,"Сабден, Оразалы Сабденович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16436547,Қайролла Жеткізгенұлы Ережепов,,Қайролла Жеткізгенұлы Ережепов,,,,,,Қайролла Жеткізгенұлы Ережепов,,,male,1947,,Қайролла Жеткізгенұлы Ережепов,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16437720,Виктор Павлович Рогалев,,Виктор Павлович Рогалев,,,,,,Виктор Павлович Рогалев,,,male,1957,scientist,Виктор Павлович Рогалев,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16708640,Сағынбек Тоқабайұлы Тұрсынов,"Турсунов, Сагинбек Токабаевич",Сағынбек Тоқабайұлы Тұрсынов,,,,,,Сағынбек Тоқабайұлы Тұрсынов,,"Турсунов, Сагинбек Токабаевич",male,1946-07-05,scientist,"Турсунов, Сагинбек Токабаевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17489784,Азат Тұрлыбекұлы Перуашев,"Перуашев, Азат Турлыбекулы",Азат Тұрлыбекұлы Перуашев,Azat Peruaszew,Azat Peruashev,,,,,Azat Peruaszew,"Перуашев, Азат Турлыбекулы",male,1967-09-08,politician,"Перуашев, Азат Турлыбекулы",,Azat Peruashev,,,,,,,,,,,,,,,,,,,,,,Azat Peruashev,,,,,,,,,,,,,,,,,,,,,,Azat Peruashev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1856100,Қанат Бекмырзаұлы Саудабаев,"Саудабаев, Канат Бекмурзаевич",Қанат Бекмырзаұлы Саудабаев,,Kanat Saudabayev,Kanat Saudabayev,Qanat Saudabajew,Qanat Saudabajew,Қанат Бекмырзаұлы Саудабаев,,"Саудабаев, Канат Бекмурзаевич",male,1946-07-18,diplomat,Қанат Бекмырзаұлы Саудабаев,,Kanat Saudabayev,,Саудабаєв Канат Бекмурзайович,Саудабаєв Канат Бекмурзайович,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/82/Kanat_Saudabayev.jpg,,,Qanat Sawdabajev,Qanat Sawdabajev,,カナート・サウダバエフ,قانات بەكمىرزاۇلى ساۋدابايەۆ,Қанат Бекмырзаұлы Саудабаев,Qanat Bekmırzaulı Sawdabayev,Kanat Saudabayev,Kanat Saudabayev,カナート・サウダバエフ,/m/0g4cxk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1967799,Жармахан Айтбайұлы Тұяқбай,Жармахан Айтбаевич Туякбай,Жармахан Айтбайұлы Тұяқбай,Żarmachan Tujakbaj,Jarmakhan Tuyakbay,Jarmakhan Tuyakbay,Scharmachan Tujaqbai,Scharmachan Tujaqbai,Жармахан Айтбайұлы Тұяқбай,Żarmachan Tujakbaj,"Туякбай, Жармахан Айтбайулы",male,1947-11-22,politician,Жармахан Айтбайұлы Тұяқбай,,Jarmakhan Tuyakbay,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/fe/Zharmakhan_Tuyakbay.jpg,,,,,,,,,,Jarmakhan Tuyakbay,Zharmakhan Tuyakbay,,/m/0db5px,,,,,,,,,,,,,,,,,Jarmakhan Tuyakbay,,,,,,,,,,,,,,,,,,,,,,,,,,,Jarmakhan Tuyakbay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19742624,"Ергалиев, Талгат Файзуллиевич","Ергалиев, Талгат Файзуллиевич",,,,,,,,,"Ергалиев, Талгат Файзуллиевич",male,1966-07-15,businessperson,"Ергалиев, Талгат Файзуллиевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ergalievt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1995708,Булат Мукишевич Абилов,Булат Мукишевич Абилов,,,Bulat Abilov,Bulat Abilov,Bulat Abilow,,,,"Абилов, Булат Мукишевич",male,1957-09-15,politician,"Абилов, Булат Мукишевич",,Boulat Abilov,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/fe/Abilov_Bulat_Mukishevich.JPG,,,,,,,,,,Bulat Abilov,Bulat Abilov,,/m/05l1c6,,Bulat Abilov,,,Boulat Abilov,,Bulat Abilov,,,,بولات أبيلوف,بولات أبيلوف,,,,,,,,,,,,,,,,,Bulat Abilov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20482521,Абзал Жұмашұлы Ералиев,"Ералиев, Абзал Жумашович",Абзал Жұмашұлы Ералиев,,Abzal Jeralijev,,,,Абзал Жұмашұлы Ералиев,,"Ералиев, Абзал Жумашович",male,1960-03-28,politician,"Ералиев, Абзал Жумашович",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/9/9c/Абзал.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,Abzal Jeralijev,Abzal Jeralijev,http://www.abzal.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20482626,Айқын Ойратұлы,,Айқын Ойратұлы,,,,,,Айқын Ойратұлы,,,,1972-11-28,,Айқын Ойратұлы,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20482759,Светлана Хайдарқызы Кадралиева,,Светлана Хайдарқызы Кадралиева,,,,,,Светлана Хайдарқызы Кадралиева,,,female,1955,,Светлана Хайдарқызы Кадралиева,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Svetlana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20482890,Анатолий Павлович Маковский,,Анатолий Павлович Маковский,,,,,,Анатолий Павлович Маковский,,,male,1955,,Анатолий Павлович Маковский,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20483003,Арман Төлешұлы,,Арман Төлешұлы,,,,,,Арман Төлешұлы,,,male,1967,,Арман Төлешұлы,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20483074,Кенжин Төлеш Әукебайұлы,,Кенжин Төлеш Әукебайұлы,,,,,,Кенжин Төлеш Әукебайұлы,,,,1946,,Кенжин Төлеш Әукебайұлы,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20483126,Ким Роман Ухенович,,Ким Роман Ухенович,,,,,,Ким Роман Ухенович,,,male,1955,,Ким Роман Ухенович,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20483162,Талғат Файзуллаұлы Ерғалиев,,Талғат Файзуллаұлы Ерғалиев,,,,,,Талғат Файзуллаұлы Ерғалиев,,,male,1966,,Талғат Файзуллаұлы Ерғалиев,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20483250,Кузьмин Николай Алексеевич,,Кузьмин Николай Алексеевич,,,,,,Николай Алексеевич Кузьмин,,,male,1956,,Николай Алексеевич Кузьмин,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20483331,Бақытбек Смағұл,"Смагулов, Бахытбек Смагулович",Бақытбек Смағұл,,,,,,Бақытбек Смағұл,,"Смагулов, Бахытбек Смагулович",male,1960-02-06,,"Смагулов, Бахытбек Смагулович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20483345,Николай Николаевич Логутов,,Николай Николаевич Логутов,,,,,,Николай Николаевич Логутов,,,male,1950,,Николай Николаевич Логутов,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20483383,Ерген Николайұлы Дошаев,,Ерген Николайұлы Дошаев,,,,,,Ерген Николайұлы Дошаев,,,male,1958,politician,Ерген Николайұлы Дошаев,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20483428,Бердіоңғар Тәңірберген Маратұлы,,Бердіоңғар Тәңірберген Маратұлы,,,,,,Бердіоңғар Тәңірберген Маратұлы,,,,1976,,Бердіоңғар Тәңірберген Маратұлы,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20483433,Нұрлан Әбдіжапарұлы Жазылбеков,,Нұрлан Әбдіжапарұлы Жазылбеков,,,,,,Нұрлан Әбдіжапарұлы Жазылбеков,,,male,1956,,Нұрлан Әбдіжапарұлы Жазылбеков,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20483728,Қазыбекова Меруерт Айтқажықызы,,Қазыбекова Меруерт Айтқажықызы,,,,,,Қазыбекова Меруерт Айтқажықызы,,,female,1961,,Қазыбекова Меруерт Айтқажықызы,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20483749,Қарақен Құралай Әнуарқызы,,Қарақен Құралай Әнуарқызы,,,,,,Құралай Әнуарқызы Қарақен,,,,1958,,Құралай Әнуарқызы Қарақен,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21655115,Тоқтарбай Қадамбаев,Токтарбай Кадамбаев,Тоқтарбай Қадамбаев,,,,,,Тоқтарбай Қадамбаев,,"Кадамбаев, Токтарбай Кадамбаевич",male,1944-07-13,politician,"Кадамбаев, Токтарбай Кадамбаевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q22918642,"Дуйсекеев, Амангельды Дуйсекеевич","Дуйсекеев, Амангельды Дуйсекеевич",,,,,,,,,"Дуйсекеев, Амангельды Дуйсекеевич",male,1942-10-15,surgeon,"Дуйсекеев, Амангельды Дуйсекеевич",2015-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q23655982,Сәкен Егінбайұлы Жылқайдаров,"Жылкайдаров, Сакен Егинбаевич",Сәкен Егінбайұлы Жылқайдаров,,,,,,Сәкен Егінбайұлы Жылқайдаров,,"Жылкайдаров, Сакен Егинбаевич",male,1956,politician,Сәкен Егінбайұлы Жылқайдаров,2015-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24010756,Жақып Қажманұлы Асанов,"Асанов, Жакип Кажманович",Жақып Қажманұлы Асанов,Żakyp Asanow,Żakyp Asanow,Żakyp Asanow,Schaqyp Assanow,Schaqyp Assanow,Жақып Қажманұлы Асанов,Żakyp Asanow,"Асанов, Жакип Кажманович",male,1963-08-17,politician,Жақып Қажманұлы Асанов,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24351870,"Тшанов, Амалбек Козыбакович","Тшанов, Амалбек Козыбакович",,,,,Amalbek Tschanow,Amalbek Tschanow,,,"Тшанов, Амалбек Козыбакович",male,1943-04-04,civil servant,"Тшанов, Амалбек Козыбакович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2450518,Мұхтар Шаханов,"Шаханов, Мухтар",Мұхтар Шаханов,,Mukhtar Shakhanov,Mukhtar Shakhanov,,,Мұхтар Шаханов,,"Шаханов, Мухтар",male,1942-07-02,diplomat,"Шаханов, Мухтар",,Moukhtar Chakhanov,,,,,5215379,,no89005000,,0000 0000 7845 4644,,https://upload.wikimedia.org/wikipedia/commons/a/aa/Muhtar_Shaxan_Kazak_poet.jpg,,,Muxtar Sjaxanov,Muxtar Sjaxanov,,ムフタル・シャハノフ,مۇحتار شاحانوۆ,Мұхтар Шаханов,Muxtar Şaxanov,Mukhtar Shakhanov,Mukhtar Shakhanov,,/m/027jdz6,Шаханов,Muhtar Şahanov,Muxtar Şaxanov,Muxtar Şaxanov,Moukhtar Chakhanov,Мухтар Шаханов,Muhtar Şahanov,249144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24956198,Список депутатов Мажилиса Парламента Казахстана VI созыва,Список депутатов Мажилиса Парламента Казахстана VI созыва,,,,,,,,,Список депутатов Мажилиса Парламента Казахстана VI созыва,,,,Список депутатов Мажилиса Парламента Казахстана VI созыва,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25489708,Қадырова Зәуре Жүсіпқызы,"Кадырова, Зауре Жусуповна",Қадырова Зәуре Жүсіпқызы,,Kadyrova Zaure Zhussupovna,,,,Қадырова Зәуре Жүсіпқызы,,"Кадырова, Зауре Жусуповна",female,1940-11-23,academic,"Кадырова, Зауре Жусуповна",,,,,,,,,,,,,,,,,,,,,,,,Zaure Zhussupovna Kadyrova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25512945,Қаратай Тұрысов,"Турысов, Каратай",Қаратай Тұрысов,,,,,,Қаратай Тұрысов,,"Турысов, Каратай Турысович",male,1934-02-02,civil servant,"Турысов, Каратай Турысович",2004-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28494861,Серик Абдрахманович Абдрахманов,Серик Абдрахманович Абдрахманов,,,,,,,,,"Абдрахманов, Серик Абдрахманович",male,1951-05-08,,"Абдрахманов, Серик Абдрахманович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28664542,"Джилкишиев, Нурлан Абжаппарович","Джилкишиев, Нурлан Абжаппарович",,,,,,,,,"Джилкишиев, Нурлан Абжаппарович",,,,"Джилкишиев, Нурлан Абжаппарович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28872897,Алдияр Али-Аскарович Тусупов,Алдияр Али-Аскарович Тусупов,,,,,,,,,"Тусупов, Алдияр Али-Аскарович",male,1947-09-09,,"Тусупов, Алдияр Али-Аскарович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31194464,Михаил Васильевич Трошихин,,Михаил Васильевич Трошихин,,,,,,Михаил Васильевич Трошихин,,,male,1949,,Михаил Васильевич Трошихин,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3719139,Нұрлан Зайроллаұлы Нығматулин,"Нигматулин, Нурлан Зайруллаевич",Нұрлан Зайроллаұлы Нығматулин,Nurłan Nygmatulin,Nurlan Nigmatulin,,Nurlan Nigmatulin,Nurlan Nyghmatulin,Нұрлан Зайроллаұлы Нығматулин,Nurłan Nygmatulin,"Нигматулин, Нурлан Зайруллаевич",male,1962-08-31,politician,Нұрлан Зайроллаұлы Нығматулин,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/8a/Нигматулин_Нурлан_Зайруллаевич.jpg,,,Nurlan Nyğmatwlïn,Nurlan Nyğmatwlïn,,,نۇرلان زايروللاۇلى نىعماتۋلىين,Нұрлан Зайроллаұлы Нығматулин,Nurlan Zaýrollaulı Nığmatwlïn,Nurlan Nigmatulin,Nurlan Nigmatulin,,,,,,,,,,,Nurlan,,,,,,http://www.parlam.kz/ru/blogs/NigmatulinN,,,,,,,,,,,,,,,,,,,Category:Nurlan Nigmatulin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q376532,Дариға Нұрсұлтанқызы Назарбаева,Дарига Нурсултановна Назарбаева,Дариға Нұрсұлтанқызы Назарбаева,Dariga Nazarbajewa,Dariga Nazarbayeva,Dariga Nazarbayeva,Darigha Nasarbajewa,Darigha Nasarbajewa,Дариға Нұрсұлтанқызы Назарбаева,Dariga Nazarbajewa,"Назарбаева, Дарига Нурсултановна",female,1963-05-07,politician,"Назарбаева, Дарига Нурсултановна",,Dariga Nazarbaïeva,,Назарбаєва Дарига Нурсултанівна,Назарбаєва Дарига Нурсултанівна,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/c8/Dariga_Nazarbayeva.jpg,,,Darïğa Nazarbajeva,Darïğa Nazarbajeva,,ダリガ・ナザルバエフ,,,,Dariga Nazarbayeva,Dariga Nazarbayeva,ダリガ・ナザルバエフ,/m/04ltf2,,,Dariğa Nazarbayeva,Dariğa Nazarbayeva,Dariga Nazarbaïeva,,,,Dariga,,داريغا نزارباييفا,داريغا نزارباييفا,Dariga Nazarbajeva,Dariga Nazarbajeva,http://www.dariga.kz/,,Dariga Nazarbayeva,,,,Dariga Nazarbajevová,,,,,,,,Dariga Nurszultankizi Nazarbajeva,,,,,Category:Dariga Nazarbayeva,,,,Dariga Nurszultankizi Nazarbajeva,,,,,,Dariga Nazarbayeva,,,,Dariga Nazarbajeva,,Dariga Nazarbajeva,Νταρίγκα Ναζαρμπάγεβα,,,Νταρίγκα Ναζαρμπάγιεβα,,,Dariga Nazarbaeva,Դարիգա Նազարբաևա,Дарыга Нурсултанаўна Назарбаева,Dariga Nazarbayeva,达莉佳·纳扎尔巴耶娃,Dariga Nazarbayeva,達麗加·納扎爾巴耶娃,达丽加·纳扎尔巴耶娃,ദരിഗ നസർബയേവ,Dariga Nazarbajeva,Дарыга Нурсултанаўна Назарбаева,Dariga Nazarbajeva,Դարիգա Նազարբաևա,ദരിഗ നസർബയേവ,Dariga Nazarbaeva,Дарига Нурсултановна Назарбаева,Dariga Nazarbayeva,达莉佳·纳扎尔巴耶娃,
Q4054459,Әбділдин Жабайхан Мүбәрәкұлы,"Абдильдин, Жабайхан Мубаракович",Әбділдин Жабайхан Мүбәрәкұлы,,,,,,Жабайхан Мүбәрәкұлы Әбділдин,,"Абдильдин, Жабайхан Мубаракович",male,1933-02-16,scientist,Жабайхан Мүбәрәкұлы Әбділдин,,,,,,,84351339,160536480,n80160013,n95007742,0000 0001 1936 980X,129480053,,,,,,,,,,,,,,,,,,,,,,65223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4054687,Мұрат Абдуламитұлы Әбенов,"Абенов, Мурат Абдуламитович",Мұрат Абдуламитұлы Әбенов,,,,,,Мұрат Абдуламитұлы Әбенов,,"Абенов, Мурат Абдуламитович",male,1965-08-20,politician,"Абенов, Мурат Абдуламитович",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/b/b3/Murat_Abenov_at_TWC.JPG,,,Murat Äbenov,Murat Äbenov,,,,,,,,,,,,,,,,,,,,,,,,http://abenov.com/,MuratAbenov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4062371,Әлімжанов Бекен Өкенұлы,Алимжанов Бекен Окенович,Әлімжанов Бекен Өкенұлы,,,,,,Бекен Өкенұлы Әлімжанов,,"Алимжанов, Бекен Окенович",male,1947-03-24,scientist,"Алимжанов, Бекен Окенович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4073101,Жамбыл Аужанұлы Ахметбеков,"Ахметбеков, Жамбыл Аужанович",Жамбыл Аужанұлы Ахметбеков,,Schambyl Achmetbekow,,Schambyl Achmetbekow,Schambyl Achmetbekow,Жамбыл Аужанұлы Ахметбеков,,"Ахметбеков, Жамбыл Аужанович",male,1961-02-11,politician,"Ахметбеков, Жамбыл Аужанович",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/ff/Zhambyl_Akhmetbekov_2011.jpg,,,,,,,,,,,,,,,Jambıl Ahmetbekov,,,,,Jambıl Ahmetbekov,,,,,,,,http://my.mail.ru/mail/auganovic1960/?from_commercial=18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4073463,Нұрғали Сәдуақасұлы Әшім,"Ашим, Нургали Садуакасович",Нұрғали Сәдуақасұлы Әшім,,,,Nurghali Äschim,Nurghali Äschim,Нұрғали Сәдуақасұлы Әшім,,"Ашим, Нургали Садуакасович",male,1959-10-10,economist,"Ашим, Нургали Садуакасович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4076608,Зағипа Яхияқызы Бәлиева,"Балиева, Загипа Яхяновна",Зағипа Яхияқызы Бәлиева,,Zagipa Baliyeva,Zagipa Baliyeva,Saghipa Balijewa,Saghipa Balijewa,Зағипа Яхияқызы Бәлиева,,"Балиева, Загипа Яхяновна",female,1958-10-03,politician,"Балиева, Загипа Яхяновна",,,,,,,,,,,,,,,,,,,,,,,Zagipa Baliyeva,Zagipa Baliyeva,,,,,,,,,,,,,,,Zagipa Balijeva,Zagipa Balijeva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4080465,Мейрам Мұхаметрақымұлы Бегентаев,"Бегентаев, Мейрам Мухаметрахимович",Мейрам Мұхаметрақымұлы Бегентаев,,,,,,Мейрам Мұхаметрақымұлы Бегентаев,,"Бегентаев, Мейрам Мухаметрахимович",male,1974-05-01,economist,Мейрам Мұхаметрақымұлы Бегентаев,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Մեյրամ Բեգենտաև,,,,,,,,,,,,,,,,,
Q4081303,Асхат Сақибеденұлы Бекенов,"Бекенов, Асхат Сакибеденович",Асхат Сақибеденұлы Бекенов,,,,,,Асхат Сақибеденұлы Бекенов,,"Бекенов, Асхат Сакибеденович",male,1965-03-26,engineer,"Бекенов, Асхат Сакибеденович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
