id,name__la,name__de,name__cs,name__pl,name__fr,name__en,name__fi,name__it,name__nl,name__es,name__hu,name__nb,name__da,name__nn,name__sv,name__ar,name,wikipedia__ar,wikipedia__cs,wikipedia__de,wikipedia__en,wikipedia__fi,wikipedia__fr,wikipedia__hu,wikipedia__it,wikipedia__la,wikipedia__pl,image,gender,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__SUDOC,birth_date,identifier__freebase,identifier__NKC,given_name,identifier__NTA,identifier__Munzinger,identifier__FAST,original_wikiname,name__af,name__an,name__ast,name__bar,name__br,name__bs,name__ca,name__co,name__cy,name__eo,name__et,name__eu,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__is,name__lb,name__li,name__lij,name__lmo,name__lt,name__nap,name__nds,name__nds_nl,name__pcd,name__pms,name__pt,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sl,name__sq,name__tr,name__vec,name__vls,name__wa,wikipedia__cswikiquote,wikipedia__commons,name__hsb,wikipedia__hsb,wikipedia__sk,name__ru,wikipedia__ro,wikipedia__ru,identifier__EuroparlMEP,identifier__PACE,name__he,name__be,name__sr,name__uk,name__ja,name__bg,name__zh,name__oc,name__be_tarask,name__vi,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__dewikiquote,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__he,wikipedia__ja,wikipedia__nl,wikipedia__no,wikipedia__plwikiquote,wikipedia__pt,wikipedia__ruwikinews,wikipedia__sl,wikipedia__sr,wikipedia__sv,wikipedia__tr,wikipedia__uk,wikipedia__vi,wikipedia__zh,noble_title,identifier__BNF,identifier__NDL,website,death_date,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__ko,name__yo,name__id,name__el,name__sh,name__sr_el,name__sr_ec,name__io,name__lv,name__mg,name__fa,wikipedia__ast,wikipedia__ca,wikipedia__cy,wikipedia__da,wikipedia__el,wikipedia__fa,wikipedia__gl,wikipedia__hr,wikipedia__id,wikipedia__io,wikipedia__ko,wikipedia__lb,wikipedia__lv,wikipedia__mg,wikipedia__nn,wikipedia__oc,wikipedia__sco,wikipedia__sh,wikipedia__yo,identifier__NNDB,name__de_ch,name__en_ca,name__en_gb,identifier__NLP,wikipedia__enwikiquote,wikipedia__itwikiquote,identifier__parlement,name__eml,name__fo,name__frr,name__min,name__pt_br,family_name,wikipedia__als,wikipedia__simple,identifier__MusicBrainz,wikipedia__bs,twitter,facebook,name__ie,wikipedia__ie,identifier__IMDB,identifier__CSFD,identifier__AlloCine,identifier__allmovie,identifier__SFDb,identifier__PORT,identifier__kinopoisk,identifier__filmportal_de,name__szl,name__rue,wikipedia__eu,wikipedia__rue,wikipedia__szl,name__ur,name__ka,name__ms,name__pam,name__ps,name__tl,name__hy,name__az,name__mr,wikipedia__az,wikipedia__cswikisource,wikipedia__gd,wikipedia__hy,wikipedia__ka,wikipedia__lt,wikipedia__mr,wikipedia__ms,wikipedia__pam,wikipedia__ps,wikipedia__tl,wikipedia__ur,identifier__GTAA,identifier__CSPAN,identifier__NUKAT,name__qu,name__uz,name__yi,name__mn,name__nov,name__ilo,name__dsb,name__jv,name__kk,wikipedia__dsb,wikipedia__eowikiquote,wikipedia__ilo,wikipedia__jv,wikipedia__kk,wikipedia__lmo,wikipedia__ltwikiquote,wikipedia__mn,wikipedia__nov,wikipedia__qu,wikipedia__sq,wikipedia__uz,wikipedia__yi,identifier__NLA,identifier__BNE,identifier__CANTIC,identifier__Britannica,identifier__goodreads,wikipedia__skwikiquote,name__vo,wikipedia__vo,identifier__elonet,name__ml,wikipedia__ml,identifier__NLI,wikipedia__ga,identifier__GNC,identifier__discogs,occupation,identifier__wikitree,wikipedia__br,identifier__ORCID,wikipedia__zh_yue,name__yue,name__tt,identifier__quora,identifier__persee,name__ext,name__bm,name__de_at,name__frc,name__frp,name__ia,name__jam,name__kab,name__kg,name__nrm,name__pap,name__prg,name__rgn,name__sw,name__vmf,name__wo,name__zu,identifier__songkick,name__mk,identifier__BAV,identifier__BIBSYS,wikipedia__th,identifier__bigenc_ru,name__kl,name__th,identifier__ne_se,wikipedia__tt,weblog,wikipedia__ta,name__ta,identifier__LAC,name__lfn,wikipedia__af,name__fit,identifier__ioc_athlete,linkedin,identifier__CONOR,wikipedia__mk
Q12026281,,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,,Josef Krejčí,,Josef Krejčí (politik ODS),,,,,,,,,,male,,,,,,1947-03-07,,,Josef,,,,Josef Krejčí (politik ODS),Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,Josef Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12026291,,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,,Josef Krupík,,Josef Krupík,,,,,,,,,,male,,,,,,1942-10-07,,,Josef,,,,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,Josef Krupík,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12026301,,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,,Josef Kubiš,,Josef Kubiš,,,,,,,,,,male,,,,,,1943-10-14,,,Josef,,,,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,Josef Kubiš,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12026321,,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,,Josef Křížek,,Josef Křížek,,,,,,,,,,male,,,,,,1938-08-24,,,Josef,,,,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,Josef Křížek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12026366,,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,,Josef Mandík,,Josef Mandík,,,,,,,,,,male,,,,,,1945-12-04,,,Josef,,,,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,Josef Mandík,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12026400,,,Josef Mikuta,,Josef Mikuta,Josef Mikuta,,,Josef Mikuta,,,,,,,,Josef Mikuta,,Josef Mikuta,,,,,,,,,,male,,,,,,1956-05-04,,,Josef,,,,Josef Mikuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Josef Mikuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12026407,,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,,Josef Molín,,Josef Molín,,,,,,,,,,male,,,,,,1945-07-16,,,Josef,,,,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,Josef Molín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pedagogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12026421,,,Josef Nekl,,Josef Nekl,Josef Nekl,,,Josef Nekl,,,,,,,,Josef Nekl,,Josef Nekl,,,,,,,,,,male,,,,,,1953-05-28,,,Josef,,,,Josef Nekl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Josef Nekl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12026431,,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,,Josef Novotný,,Josef Novotný (hejtman),,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/61/Novotny_josef_2015.jpg,male,,,,,,1952-12-14,,,Josef,,,,Josef Novotný (hejtman),Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,,,,,,Йосеф Новотны,,,,,,Ёзеф Новатны,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pedagogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12026433,,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,,Josef Novotný,,Josef Novotný (politik),,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/a/a4/Josef_Novotný.jpg,male,,,,,,1952-02-25,,,Josef,,,,Josef Novotný (politik),Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,Josef Novotný,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Josef Novotný,,,,,,
Q12026480,,,Josef Pavela,,Josef Pavela,Josef Pavela,,,Josef Pavela,,,,,,,,Josef Pavela,,Josef Pavela,,,,,,,,,,male,,,,,,1933-06-02,,,Josef,,,,Josef Pavela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Josef Pavela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pavela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12026515,,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,,Josef Poláček,,Josef Poláček (politik),,,,,,,,,,male,,,,,,1948-08-13,,,Josef,,,,Josef Poláček (politik),Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,Josef Poláček,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12026611,,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,,Josef Smýkal,,Josef Smýkal,,,,,,,,,,male,,100875743,,,,1954-11-07,,,Josef,,,,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,Josef Smýkal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12026652,,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,,Josef Tancoš,,Josef Tancoš,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/e9/Josef_Tancoš.jpg,male,,,,,,1966-12-31,,,Josef,,,,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,Josef Tancoš,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12026688,,,Josef Ullmann,,Josef Ullmann,Josef Ullmann,,,Josef Ullmann,,,,,,,,Josef Ullmann,,Josef Ullmann,,,,,,,,,,male,,,,,,1944-03-27,,,Josef,,,,Josef Ullmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Josef Ullmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ullmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12026699,,,Josef Valenta,,Josef Valenta,Josef Valenta,,,Josef Valenta,,,,,,,,Josef Valenta,,Josef Valenta,,,,,,,,,,male,,,,,,1951-06-05,,,Josef,,,,Josef Valenta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Josef Valenta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valenta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12026713,,,Josef Vejvoda,,Josef Vejvoda,Josef Vejvoda,,,Josef Vejvoda,,,,,,,,Josef Vejvoda,,Josef Vejvoda (politik),,,,,,,,,,male,,,,,,1935-08-10,,,Josef,,,,Josef Vejvoda (politik),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Josef Vejvoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vejvoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12026738,,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,,Josef Vondruška,,Josef Vondruška,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/5d/Josef_Vondruška_(2010).jpg,male,,293949046,,,,1948-02-12,,,Josef,,,,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,Josef Vondruška,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
