id,identifier__psp,identifier__parldata,name,sort_name,family_name,given_name,honorific_prefix,birth_date,death_date,gender,term,party,party_id,start_date,end_date
296,296,296,Josef Borák,"Borák, Josef",Borák,Josef,Ing.,1957-09-23,"",male,2,Poslanecký klub Křesťanské a demokratické unie - Československá strany lidové,41,1996-06-06,1998-06-19
297,297,297,Vilém Holáň,"Holáň, Vilém",Holáň,Vilém,RNDr.,1938-09-23,"",male,4,Poslanecký klub Křesťanské a demokratické unie - Československé strany lidové,49,2002-06-15,2002-06-20
297,297,297,Vilém Holáň,"Holáň, Vilém",Holáň,Vilém,RNDr.,1938-09-23,"",male,4,Poslanecký klub Křesťanské a demokratické unie-Československé strany lidové,597,2002-06-19,2006-06-15
297,297,297,Vilém Holáň,"Holáň, Vilém",Holáň,Vilém,RNDr.,1938-09-23,"",male,3,Poslanecký klub Křesťanské a demokratické unie - Československé strany lidové,49,1998-06-25,2002-06-20
297,297,297,Vilém Holáň,"Holáň, Vilém",Holáň,Vilém,RNDr.,1938-09-23,"",male,3,Poslanecký klub Křesťanské a demokratické unie-Československé strany lidové,597,2002-06-19,2002-06-20
297,297,297,Vilém Holáň,"Holáň, Vilém",Holáň,Vilém,RNDr.,1938-09-23,"",male,2,Poslanecký klub Křesťanské a demokratické unie - Československá strany lidové,41,1996-06-06,1998-06-19
298,298,298,Pavla Jurková,"Jurková, Pavla",Jurková,Pavla,JUDr.,1949-06-08,"",female,2,Poslanecký klub Křesťanské a demokratické unie - Československá strany lidové,41,1996-06-06,1996-12-17
299,299,299,Josef Lux,"Lux, Josef",Lux,Josef,Ing.,1956-02-01,1999-11-22,male,3,Poslanecký klub Křesťanské a demokratické unie - Československé strany lidové,49,1998-06-25,1999-11-22
299,299,299,Josef Lux,"Lux, Josef",Lux,Josef,Ing.,1956-02-01,1999-11-22,male,2,Poslanecký klub Křesťanské a demokratické unie - Československá strany lidové,41,1996-06-06,1998-06-19
3,3,3,Josef Bejček,"Bejček, Josef",Bejček,Josef,"",1935-03-03,"",male,1,Poslanecký klub Občanské demokratické strany,15,1992-06-06,1996-06-06
30,30,30,Josef Effenberger,"Effenberger, Josef",Effenberger,Josef,Ing.,1934-11-20,"",male,1,Poslanecký klub Občanské demokratické aliance,14,1992-06-06,1996-06-06
300,300,300,Jaroslav Orel,"Orel, Jaroslav",Orel,Jaroslav,Mgr.,1951-12-21,"",male,2,Poslanecký klub Křesťanské a demokratické unie - Československá strany lidové,41,1996-06-06,1998-06-19
301,301,301,Michaela Šojdrová,"Šojdrová, Michaela",Šojdrová,Michaela,Ing.,1963-10-28,"",female,5,Poslanecký klub Křesťanské a demokratické unie-Československé strany lidové,597,2006-06-03,2006-06-15
301,301,301,Michaela Šojdrová,"Šojdrová, Michaela",Šojdrová,Michaela,Ing.,1963-10-28,"",female,5,Poslanecký klub Křesťanské a demokratické unie-Československé strany lidové,751,2006-06-16,2010-06-03
301,301,301,Michaela Šojdrová,"Šojdrová, Michaela",Šojdrová,Michaela,Ing.,1963-10-28,"",female,4,Poslanecký klub Křesťanské a demokratické unie - Československé strany lidové,49,2002-06-15,2002-06-20
301,301,301,Michaela Šojdrová,"Šojdrová, Michaela",Šojdrová,Michaela,Ing.,1963-10-28,"",female,4,Poslanecký klub Křesťanské a demokratické unie-Československé strany lidové,597,2002-06-19,2006-06-15
301,301,301,Michaela Šojdrová,"Šojdrová, Michaela",Šojdrová,Michaela,Ing.,1963-10-28,"",female,3,Poslanecký klub Křesťanské a demokratické unie - Československé strany lidové,49,1998-06-25,2002-06-20
301,301,301,Michaela Šojdrová,"Šojdrová, Michaela",Šojdrová,Michaela,Ing.,1963-10-28,"",female,3,Poslanecký klub Křesťanské a demokratické unie-Československé strany lidové,597,2002-06-19,2002-06-20
301,301,301,Michaela Šojdrová,"Šojdrová, Michaela",Šojdrová,Michaela,Ing.,1963-10-28,"",female,2,Poslanecký klub Křesťanské a demokratické unie - Československá strany lidové,41,1996-06-06,1998-06-19
302,302,302,Jaromír Talíř,"Talíř, Jaromír",Talíř,Jaromír,Ing.,1950-08-09,"",male,4,Poslanecký klub Křesťanské a demokratické unie - Československé strany lidové,49,2002-06-15,2002-06-20
302,302,302,Jaromír Talíř,"Talíř, Jaromír",Talíř,Jaromír,Ing.,1950-08-09,"",male,4,Poslanecký klub Křesťanské a demokratické unie-Československé strany lidové,597,2002-06-19,2006-06-15
302,302,302,Jaromír Talíř,"Talíř, Jaromír",Talíř,Jaromír,Ing.,1950-08-09,"",male,4,Poslanecký klub Věci veřejné,867,2002-10-11,2006-06-15
302,302,302,Jaromír Talíř,"Talíř, Jaromír",Talíř,Jaromír,Ing.,1950-08-09,"",male,3,Poslanecký klub Křesťanské a demokratické unie - Československé strany lidové,49,1998-06-25,2002-06-20
302,302,302,Jaromír Talíř,"Talíř, Jaromír",Talíř,Jaromír,Ing.,1950-08-09,"",male,3,Poslanecký klub Křesťanské a demokratické unie-Československé strany lidové,597,2002-06-19,2002-06-20
302,302,302,Jaromír Talíř,"Talíř, Jaromír",Talíř,Jaromír,Ing.,1950-08-09,"",male,2,Poslanecký klub Křesťanské a demokratické unie - Československá strany lidové,41,1996-06-06,1998-06-19
303,303,303,Vojtěch Filip,"Filip, Vojtěch",Filip,Vojtěch,JUDr.,1955-01-13,"",male,7,Poslanecký klub Komunistické strany Čech a Moravy,1109,2013-10-27,
303,303,303,Vojtěch Filip,"Filip, Vojtěch",Filip,Vojtěch,JUDr.,1955-01-13,"",male,6,Poslanecký klub Komunistické strany Čech a Moravy,752,2010-05-29,2010-06-03
303,303,303,Vojtěch Filip,"Filip, Vojtěch",Filip,Vojtěch,JUDr.,1955-01-13,"",male,6,Poslanecký klub Komunistické strany Čech a Moravy,866,2010-06-02,2013-08-28
303,303,303,Vojtěch Filip,"Filip, Vojtěch",Filip,Vojtěch,JUDr.,1955-01-13,"",male,5,Poslanecký klub Komunistické strany Čech a Moravy,596,2006-06-03,2006-06-15
303,303,303,Vojtěch Filip,"Filip, Vojtěch",Filip,Vojtěch,JUDr.,1955-01-13,"",male,5,Poslanecký klub Komunistické strany Čech a Moravy,752,2006-06-08,2010-06-03
303,303,303,Vojtěch Filip,"Filip, Vojtěch",Filip,Vojtěch,JUDr.,1955-01-13,"",male,5,Poslanecký klub Komunistické strany Čech a Moravy,866,2010-06-02,2010-06-03
303,303,303,Vojtěch Filip,"Filip, Vojtěch",Filip,Vojtěch,JUDr.,1955-01-13,"",male,4,Poslanecký klub Komunistické strany Čech a Moravy,50,2002-06-15,2002-06-20
303,303,303,Vojtěch Filip,"Filip, Vojtěch",Filip,Vojtěch,JUDr.,1955-01-13,"",male,4,Poslanecký klub Komunistické strany Čech a Moravy,596,2002-06-19,2006-06-15
303,303,303,Vojtěch Filip,"Filip, Vojtěch",Filip,Vojtěch,JUDr.,1955-01-13,"",male,4,Poslanecký klub Komunistické strany Čech a Moravy,752,2006-06-08,2006-06-15
303,303,303,Vojtěch Filip,"Filip, Vojtěch",Filip,Vojtěch,JUDr.,1955-01-13,"",male,3,Poslanecký klub Komunistické strany Čech a Moravy,50,1998-06-23,2002-06-20
303,303,303,Vojtěch Filip,"Filip, Vojtěch",Filip,Vojtěch,JUDr.,1955-01-13,"",male,3,Poslanecký klub Komunistické strany Čech a Moravy,596,2002-06-19,2002-06-20
303,303,303,Vojtěch Filip,"Filip, Vojtěch",Filip,Vojtěch,JUDr.,1955-01-13,"",male,2,Poslanecký klub Komunistické strany Čech a Moravy,42,1996-06-03,1998-06-19
304,304,304,Jaroslav Gongol,"Gongol, Jaroslav",Gongol,Jaroslav,Ing.,1937-03-23,"",male,4,Poslanecký klub Komunistické strany Čech a Moravy,50,2002-06-15,2002-06-20
304,304,304,Jaroslav Gongol,"Gongol, Jaroslav",Gongol,Jaroslav,Ing.,1937-03-23,"",male,4,Poslanecký klub Komunistické strany Čech a Moravy,596,2002-06-19,2006-06-15
304,304,304,Jaroslav Gongol,"Gongol, Jaroslav",Gongol,Jaroslav,Ing.,1937-03-23,"",male,3,Poslanecký klub Komunistické strany Čech a Moravy,50,1998-06-23,2002-06-20
304,304,304,Jaroslav Gongol,"Gongol, Jaroslav",Gongol,Jaroslav,Ing.,1937-03-23,"",male,3,Poslanecký klub Komunistické strany Čech a Moravy,596,2002-06-19,2002-06-20
304,304,304,Jaroslav Gongol,"Gongol, Jaroslav",Gongol,Jaroslav,Ing.,1937-03-23,"",male,2,Poslanecký klub Komunistické strany Čech a Moravy,42,1996-06-03,1998-06-19
305,305,305,Miroslav Grebeníček,"Grebeníček, Miroslav",Grebeníček,Miroslav,doc. PhDr.,1947-03-21,"",male,7,Poslanecký klub Komunistické strany Čech a Moravy,1109,2013-10-27,
305,305,305,Miroslav Grebeníček,"Grebeníček, Miroslav",Grebeníček,Miroslav,doc. PhDr.,1947-03-21,"",male,6,Poslanecký klub Komunistické strany Čech a Moravy,752,2010-05-29,2010-06-03
305,305,305,Miroslav Grebeníček,"Grebeníček, Miroslav",Grebeníček,Miroslav,doc. PhDr.,1947-03-21,"",male,6,Poslanecký klub Komunistické strany Čech a Moravy,866,2010-06-02,2013-08-28
305,305,305,Miroslav Grebeníček,"Grebeníček, Miroslav",Grebeníček,Miroslav,doc. PhDr.,1947-03-21,"",male,5,Poslanecký klub Komunistické strany Čech a Moravy,596,2006-06-03,2006-06-15
305,305,305,Miroslav Grebeníček,"Grebeníček, Miroslav",Grebeníček,Miroslav,doc. PhDr.,1947-03-21,"",male,5,Poslanecký klub Komunistické strany Čech a Moravy,752,2006-06-08,2010-06-03
305,305,305,Miroslav Grebeníček,"Grebeníček, Miroslav",Grebeníček,Miroslav,doc. PhDr.,1947-03-21,"",male,5,Poslanecký klub Komunistické strany Čech a Moravy,866,2010-06-02,2010-06-03
305,305,305,Miroslav Grebeníček,"Grebeníček, Miroslav",Grebeníček,Miroslav,doc. PhDr.,1947-03-21,"",male,4,Poslanecký klub Komunistické strany Čech a Moravy,50,2002-06-15,2002-06-20
305,305,305,Miroslav Grebeníček,"Grebeníček, Miroslav",Grebeníček,Miroslav,doc. PhDr.,1947-03-21,"",male,4,Poslanecký klub Komunistické strany Čech a Moravy,596,2002-06-19,2006-06-15
305,305,305,Miroslav Grebeníček,"Grebeníček, Miroslav",Grebeníček,Miroslav,doc. PhDr.,1947-03-21,"",male,4,Poslanecký klub Komunistické strany Čech a Moravy,752,2006-06-08,2006-06-15
305,305,305,Miroslav Grebeníček,"Grebeníček, Miroslav",Grebeníček,Miroslav,doc. PhDr.,1947-03-21,"",male,3,Poslanecký klub Komunistické strany Čech a Moravy,50,1998-06-23,2002-06-20
305,305,305,Miroslav Grebeníček,"Grebeníček, Miroslav",Grebeníček,Miroslav,doc. PhDr.,1947-03-21,"",male,3,Poslanecký klub Komunistické strany Čech a Moravy,596,2002-06-19,2002-06-20
305,305,305,Miroslav Grebeníček,"Grebeníček, Miroslav",Grebeníček,Miroslav,doc. PhDr.,1947-03-21,"",male,2,Poslanecký klub Komunistické strany Čech a Moravy,42,1996-06-03,1998-06-19
306,306,306,Josef Houzák,"Houzák, Josef",Houzák,Josef,"",1943-11-08,2002-09-19,male,4,Poslanecký klub Komunistické strany Čech a Moravy,50,2002-06-15,2002-06-20
306,306,306,Josef Houzák,"Houzák, Josef",Houzák,Josef,"",1943-11-08,2002-09-19,male,4,Poslanecký klub Komunistické strany Čech a Moravy,596,2002-06-19,2002-09-18
306,306,306,Josef Houzák,"Houzák, Josef",Houzák,Josef,"",1943-11-08,2002-09-19,male,3,Poslanecký klub Komunistické strany Čech a Moravy,50,1998-06-23,2002-06-20
306,306,306,Josef Houzák,"Houzák, Josef",Houzák,Josef,"",1943-11-08,2002-09-19,male,3,Poslanecký klub Komunistické strany Čech a Moravy,596,2002-06-19,2002-06-20
306,306,306,Josef Houzák,"Houzák, Josef",Houzák,Josef,"",1943-11-08,2002-09-19,male,2,Poslanecký klub Komunistické strany Čech a Moravy,42,1996-06-03,1998-06-19
307,307,307,Taťána Jirousová,"Jirousová, Taťána",Jirousová,Taťána,MUDr.,1954-02-11,"",female,3,Poslanecký klub Komunistické strany Čech a Moravy,50,1998-06-23,2002-06-20
307,307,307,Taťána Jirousová,"Jirousová, Taťána",Jirousová,Taťána,MUDr.,1954-02-11,"",female,2,Poslanecký klub Komunistické strany Čech a Moravy,42,1996-06-03,1998-06-19
308,308,308,Zdeněk Klanica,"Klanica, Zdeněk",Klanica,Zdeněk,Doc.PhDr.,1938-11-28,"",male,3,Poslanecký klub Komunistické strany Čech a Moravy,50,1998-06-23,2002-06-20
308,308,308,Zdeněk Klanica,"Klanica, Zdeněk",Klanica,Zdeněk,Doc.PhDr.,1938-11-28,"",male,2,Poslanecký klub Komunistické strany Čech a Moravy,42,1996-06-03,1998-06-19
309,309,309,Pavel Kováčik,"Kováčik, Pavel",Kováčik,Pavel,Ing.,1955-07-02,"",male,7,Poslanecký klub Komunistické strany Čech a Moravy,1109,2013-10-27,
309,309,309,Pavel Kováčik,"Kováčik, Pavel",Kováčik,Pavel,Ing.,1955-07-02,"",male,6,Poslanecký klub Komunistické strany Čech a Moravy,752,2010-05-29,2010-06-03
309,309,309,Pavel Kováčik,"Kováčik, Pavel",Kováčik,Pavel,Ing.,1955-07-02,"",male,6,Poslanecký klub Komunistické strany Čech a Moravy,866,2010-06-02,2013-08-28
309,309,309,Pavel Kováčik,"Kováčik, Pavel",Kováčik,Pavel,Ing.,1955-07-02,"",male,5,Poslanecký klub Komunistické strany Čech a Moravy,596,2006-06-03,2006-06-15
309,309,309,Pavel Kováčik,"Kováčik, Pavel",Kováčik,Pavel,Ing.,1955-07-02,"",male,5,Poslanecký klub Komunistické strany Čech a Moravy,752,2006-06-08,2010-06-03
309,309,309,Pavel Kováčik,"Kováčik, Pavel",Kováčik,Pavel,Ing.,1955-07-02,"",male,5,Poslanecký klub Komunistické strany Čech a Moravy,866,2010-06-02,2010-06-03
309,309,309,Pavel Kováčik,"Kováčik, Pavel",Kováčik,Pavel,Ing.,1955-07-02,"",male,4,Poslanecký klub Komunistické strany Čech a Moravy,50,2002-06-15,2002-06-20
309,309,309,Pavel Kováčik,"Kováčik, Pavel",Kováčik,Pavel,Ing.,1955-07-02,"",male,4,Poslanecký klub Komunistické strany Čech a Moravy,596,2002-06-19,2006-06-15
309,309,309,Pavel Kováčik,"Kováčik, Pavel",Kováčik,Pavel,Ing.,1955-07-02,"",male,4,Poslanecký klub Komunistické strany Čech a Moravy,752,2006-06-08,2006-06-15
309,309,309,Pavel Kováčik,"Kováčik, Pavel",Kováčik,Pavel,Ing.,1955-07-02,"",male,3,Poslanecký klub Komunistické strany Čech a Moravy,50,1998-06-23,2002-06-20
309,309,309,Pavel Kováčik,"Kováčik, Pavel",Kováčik,Pavel,Ing.,1955-07-02,"",male,3,Poslanecký klub Komunistické strany Čech a Moravy,596,2002-06-19,2002-06-20
309,309,309,Pavel Kováčik,"Kováčik, Pavel",Kováčik,Pavel,Ing.,1955-07-02,"",male,2,Poslanecký klub Komunistické strany Čech a Moravy,42,1996-06-03,1998-06-19
31,31,31,Václav Exner,"Exner, Václav",Exner,Václav,RNDr.,1942-09-20,"",male,5,Poslanecký klub Komunistické strany Čech a Moravy,596,2006-06-03,2006-06-15
31,31,31,Václav Exner,"Exner, Václav",Exner,Václav,RNDr.,1942-09-20,"",male,5,Poslanecký klub Komunistické strany Čech a Moravy,752,2006-06-08,2010-06-03
31,31,31,Václav Exner,"Exner, Václav",Exner,Václav,RNDr.,1942-09-20,"",male,4,Poslanecký klub Komunistické strany Čech a Moravy,50,2002-06-15,2002-06-20
31,31,31,Václav Exner,"Exner, Václav",Exner,Václav,RNDr.,1942-09-20,"",male,4,Poslanecký klub Komunistické strany Čech a Moravy,596,2002-06-19,2006-06-15
31,31,31,Václav Exner,"Exner, Václav",Exner,Václav,RNDr.,1942-09-20,"",male,4,Poslanecký klub Komunistické strany Čech a Moravy,752,2006-06-08,2006-06-15
31,31,31,Václav Exner,"Exner, Václav",Exner,Václav,RNDr.,1942-09-20,"",male,3,Poslanecký klub Komunistické strany Čech a Moravy,50,1998-06-23,2002-06-20
31,31,31,Václav Exner,"Exner, Václav",Exner,Václav,RNDr.,1942-09-20,"",male,3,Poslanecký klub Komunistické strany Čech a Moravy,596,2002-06-19,2002-06-20
31,31,31,Václav Exner,"Exner, Václav",Exner,Václav,RNDr.,1942-09-20,"",male,2,Poslanecký klub Komunistické strany Čech a Moravy,9,1996-06-01,1996-06-06
31,31,31,Václav Exner,"Exner, Václav",Exner,Václav,RNDr.,1942-09-20,"",male,2,Poslanecký klub Komunistické strany Čech a Moravy,42,1996-06-03,1998-06-19
31,31,31,Václav Exner,"Exner, Václav",Exner,Václav,RNDr.,1942-09-20,"",male,1,Poslanecký klub Komunistické strany Čech a Moravy,9,1994-01-19,1996-06-06
31,31,31,Václav Exner,"Exner, Václav",Exner,Václav,RNDr.,1942-09-20,"",male,1,Poslanecký klub Levého bloku,10,1992-06-06,1994-01-18
31,31,31,Václav Exner,"Exner, Václav",Exner,Václav,RNDr.,1942-09-20,"",male,1,Poslanecký klub Komunistické strany Čech a Moravy,42,1996-06-03,1996-06-06
310,310,310,Jiří Maštálka,"Maštálka, Jiří",Maštálka,Jiří,MUDr.,1956-01-03,"",male,4,Poslanecký klub Komunistické strany Čech a Moravy,50,2002-06-15,2002-06-20
310,310,310,Jiří Maštálka,"Maštálka, Jiří",Maštálka,Jiří,MUDr.,1956-01-03,"",male,4,Poslanecký klub Komunistické strany Čech a Moravy,596,2002-06-19,2004-07-20
310,310,310,Jiří Maštálka,"Maštálka, Jiří",Maštálka,Jiří,MUDr.,1956-01-03,"",male,3,Poslanecký klub Komunistické strany Čech a Moravy,50,1998-06-23,2002-06-20
310,310,310,Jiří Maštálka,"Maštálka, Jiří",Maštálka,Jiří,MUDr.,1956-01-03,"",male,3,Poslanecký klub Komunistické strany Čech a Moravy,596,2002-06-19,2002-06-20
310,310,310,Jiří Maštálka,"Maštálka, Jiří",Maštálka,Jiří,MUDr.,1956-01-03,"",male,2,Poslanecký klub Komunistické strany Čech a Moravy,42,1996-06-03,1998-06-19
311,311,311,Miloslav Ransdorf,"Ransdorf, Miloslav",Ransdorf,Miloslav,PhDr.,1953-02-15,2016-01-22,male,4,Poslanecký klub Komunistické strany Čech a Moravy,50,2002-06-15,2002-06-20
311,311,311,Miloslav Ransdorf,"Ransdorf, Miloslav",Ransdorf,Miloslav,PhDr.,1953-02-15,2016-01-22,male,4,Poslanecký klub Komunistické strany Čech a Moravy,596,2002-06-19,2004-07-20
311,311,311,Miloslav Ransdorf,"Ransdorf, Miloslav",Ransdorf,Miloslav,PhDr.,1953-02-15,2016-01-22,male,3,Poslanecký klub Komunistické strany Čech a Moravy,50,1998-06-23,2002-06-20
311,311,311,Miloslav Ransdorf,"Ransdorf, Miloslav",Ransdorf,Miloslav,PhDr.,1953-02-15,2016-01-22,male,3,Poslanecký klub Komunistické strany Čech a Moravy,596,2002-06-19,2002-06-20
311,311,311,Miloslav Ransdorf,"Ransdorf, Miloslav",Ransdorf,Miloslav,PhDr.,1953-02-15,2016-01-22,male,2,Poslanecký klub Komunistické strany Čech a Moravy,42,1996-06-03,1998-06-19
312,312,312,Zuzka Bebarová Rujbrová,"Bebarová Rujbrová, Zuzka",Bebarová Rujbrová,Zuzka,JUDr.,1951-01-13,"",female,7,Poslanecký klub Komunistické strany Čech a Moravy,1109,2013-10-27,
312,312,312,Zuzka Bebarová Rujbrová,"Bebarová Rujbrová, Zuzka",Bebarová Rujbrová,Zuzka,JUDr.,1951-01-13,"",female,6,Poslanecký klub Komunistické strany Čech a Moravy,866,2010-06-02,2013-08-28
312,312,312,Zuzka Bebarová Rujbrová,"Bebarová Rujbrová, Zuzka",Bebarová Rujbrová,Zuzka,JUDr.,1951-01-13,"",female,6,Poslanecký klub Křesťanské a demokratické unie-Československé strany lidové,1110,2010-05-29,2010-06-03
312,312,312,Zuzka Bebarová Rujbrová,"Bebarová Rujbrová, Zuzka",Bebarová Rujbrová,Zuzka,JUDr.,1951-01-13,"",female,5,Poslanecký klub Komunistické strany Čech a Moravy,596,2006-06-03,2006-06-15
312,312,312,Zuzka Bebarová Rujbrová,"Bebarová Rujbrová, Zuzka",Bebarová Rujbrová,Zuzka,JUDr.,1951-01-13,"",female,5,Poslanecký klub Komunistické strany Čech a Moravy,752,2006-06-08,2010-06-03
312,312,312,Zuzka Bebarová Rujbrová,"Bebarová Rujbrová, Zuzka",Bebarová Rujbrová,Zuzka,JUDr.,1951-01-13,"",female,5,Poslanecký klub Komunistické strany Čech a Moravy,866,2010-06-02,2010-06-03
312,312,312,Zuzka Bebarová Rujbrová,"Bebarová Rujbrová, Zuzka",Bebarová Rujbrová,Zuzka,JUDr.,1951-01-13,"",female,5,Poslanecký klub Křesťanské a demokratické unie-Československé strany lidové,1110,2006-09-13,2010-06-03
312,312,312,Zuzka Bebarová Rujbrová,"Bebarová Rujbrová, Zuzka",Bebarová Rujbrová,Zuzka,JUDr.,1951-01-13,"",female,4,Poslanecký klub Komunistické strany Čech a Moravy,50,2002-06-15,2002-06-20
312,312,312,Zuzka Bebarová Rujbrová,"Bebarová Rujbrová, Zuzka",Bebarová Rujbrová,Zuzka,JUDr.,1951-01-13,"",female,4,Poslanecký klub Komunistické strany Čech a Moravy,596,2002-06-19,2006-06-15
312,312,312,Zuzka Bebarová Rujbrová,"Bebarová Rujbrová, Zuzka",Bebarová Rujbrová,Zuzka,JUDr.,1951-01-13,"",female,4,Poslanecký klub Komunistické strany Čech a Moravy,752,2006-06-08,2006-06-15
312,312,312,Zuzka Bebarová Rujbrová,"Bebarová Rujbrová, Zuzka",Bebarová Rujbrová,Zuzka,JUDr.,1951-01-13,"",female,3,Poslanecký klub Komunistické strany Čech a Moravy,50,1998-06-23,2002-06-20
312,312,312,Zuzka Bebarová Rujbrová,"Bebarová Rujbrová, Zuzka",Bebarová Rujbrová,Zuzka,JUDr.,1951-01-13,"",female,3,Poslanecký klub Komunistické strany Čech a Moravy,596,2002-06-19,2002-06-20
312,312,312,Zuzka Bebarová Rujbrová,"Bebarová Rujbrová, Zuzka",Bebarová Rujbrová,Zuzka,JUDr.,1951-01-13,"",female,2,Poslanecký klub Komunistické strany Čech a Moravy,42,1996-06-03,1998-06-19
313,313,313,Alena Svobodová,"Svobodová, Alena",Svobodová,Alena,Doc.PhDr.,1948-01-04,"",female,3,Poslanecký klub Komunistické strany Čech a Moravy,50,1998-06-23,2002-06-20
313,313,313,Alena Svobodová,"Svobodová, Alena",Svobodová,Alena,Doc.PhDr.,1948-01-04,"",female,2,Poslanecký klub Komunistické strany Čech a Moravy,42,1996-06-03,1998-06-19
314,314,314,Petr Šimůnek,"Šimůnek, Petr",Šimůnek,Petr,"",1965-02-17,"",male,2,Poslanecký klub Komunistické strany Čech a Moravy,42,1996-06-03,1998-06-19
315,315,315,Hana Škorpilová,"Škorpilová, Hana",Škorpilová,Hana,RSDr.,1940-11-05,"",female,2,Poslanecký klub Komunistické strany Čech a Moravy,42,1996-06-03,1998-06-19
316,316,316,Miroslav Vacek,"Vacek, Miroslav",Vacek,Miroslav,Ing.genpor,1935-08-29,"",male,2,Poslanecký klub Komunistické strany Čech a Moravy,42,1996-06-03,1998-06-19
317,317,317,Karel Vymětal,"Vymětal, Karel",Vymětal,Karel,Ing.,1944-11-18,"",male,4,Poslanecký klub Komunistické strany Čech a Moravy,50,2002-06-15,2002-06-20
317,317,317,Karel Vymětal,"Vymětal, Karel",Vymětal,Karel,Ing.,1944-11-18,"",male,4,Poslanecký klub Komunistické strany Čech a Moravy,596,2002-06-19,2006-06-15
317,317,317,Karel Vymětal,"Vymětal, Karel",Vymětal,Karel,Ing.,1944-11-18,"",male,3,Poslanecký klub Komunistické strany Čech a Moravy,50,1998-06-23,2002-06-20
317,317,317,Karel Vymětal,"Vymětal, Karel",Vymětal,Karel,Ing.,1944-11-18,"",male,3,Poslanecký klub Komunistické strany Čech a Moravy,596,2002-06-19,2002-06-20
317,317,317,Karel Vymětal,"Vymětal, Karel",Vymětal,Karel,Ing.,1944-11-18,"",male,2,Poslanecký klub Komunistické strany Čech a Moravy,42,1996-06-03,1998-06-19
318,318,318,Vlasta Hrůzová,"Hrůzová, Vlasta",Hrůzová,Vlasta,"",1944-03-06,"",female,2,Sdružení pro republiku - Republikánská strana Československa,46,1996-06-06,1998-06-19
319,319,319,Zdeněk Krampera,"Krampera, Zdeněk",Krampera,Zdeněk,"",1952-05-04,"",male,2,Sdružení pro republiku - Republikánská strana Československa,46,1996-06-06,1998-06-19
32,32,32,Jiří Faifr,"Faifr, Jiří",Faifr,Jiří,Ing.,1962-10-12,"",male,1,Poslanecký klub Českomoravské unie středu,2,1995-05-10,1996-06-06
32,32,32,Jiří Faifr,"Faifr, Jiří",Faifr,Jiří,Ing.,1962-10-12,"",male,1,Poslanecký klub České strany sociálně demokratické,3,1992-06-06,1995-05-09
320,320,320,Josef Krejsa,"Krejsa, Josef",Krejsa,Josef,"",1946-08-30,"",male,2,Sdružení pro republiku - Republikánská strana Československa,46,1996-06-06,1998-06-19
321,321,321,Pavel Maixner,"Maixner, Pavel",Maixner,Pavel,"",1962-11-23,"",male,2,Sdružení pro republiku - Republikánská strana Československa,46,1996-06-06,1998-06-19
322,322,322,Jindřich Nehera,"Nehera, Jindřich",Nehera,Jindřich,"",1949-07-11,"",male,2,Sdružení pro republiku - Republikánská strana Československa,46,1996-06-06,1998-06-19
323,323,323,Radomíra Nývltová,"Nývltová, Radomíra",Nývltová,Radomíra,"",1968-12-19,"",female,2,Sdružení pro republiku - Republikánská strana Československa,46,1996-06-06,1998-06-19
324,324,324,Jana Pešková,"Pešková, Jana",Pešková,Jana,"",1950-12-04,"",female,2,Sdružení pro republiku - Republikánská strana Československa,46,1996-06-06,1998-06-19
325,325,325,Laura Rajsiglová,"Rajsiglová, Laura",Rajsiglová,Laura,"",1972-06-10,"",female,2,Sdružení pro republiku - Republikánská strana Československa,46,1996-06-06,1998-06-19
326,326,326,Miroslav Sládek,"Sládek, Miroslav",Sládek,Miroslav,PhDr.,1950-10-24,"",male,2,Sdružení pro republiku - Republikánská strana Československa,46,1996-06-06,1998-06-19
327,327,327,Martin Smetana,"Smetana, Martin",Smetana,Martin,Ing.,1969-06-15,"",male,2,Sdružení pro republiku - Republikánská strana Československa,46,1996-06-06,1998-06-19
328,328,328,Rudolf Šmucr,"Šmucr, Rudolf",Šmucr,Rudolf,"",1950-04-28,"",male,2,Sdružení pro republiku - Republikánská strana Československa,46,1996-06-06,1998-06-19
329,329,329,Oldřich Vrcha,"Vrcha, Oldřich",Vrcha,Oldřich,"",1943-12-20,"",male,2,Sdružení pro republiku - Republikánská strana Československa,46,1996-06-06,1998-06-19
33,33,33,Ota Fejfar,"Fejfar, Ota",Fejfar,Ota,"",1960-06-05,"",male,1,Poslanecký klub Občanské demokratické strany,15,1992-06-06,1996-06-06
330,330,330,Petr Vrzáň,"Vrzáň, Petr",Vrzáň,Petr,Ing.,1966-12-02,"",male,2,Sdružení pro republiku - Republikánská strana Československa,46,1996-06-06,1998-06-19
331,331,331,Petr Zajíc,"Zajíc, Petr",Zajíc,Petr,Ing.,1972-05-24,"",male,2,Sdružení pro republiku - Republikánská strana Československa,46,1996-06-06,1998-06-19
332,332,332,Blanka Zajícová,"Zajícová, Blanka",Zajícová,Blanka,MUDr.,1971-03-17,"",female,2,Sdružení pro republiku - Republikánská strana Československa,46,1996-06-06,1998-06-19
333,333,333,Jan Grůza,"Grůza, Jan",Grůza,Jan,Ing.,1957-11-03,"",male,5,Poslanecký klub Křesťanské a demokratické unie-Československé strany lidové,597,2006-06-03,2006-06-15
