id,name__en,name,name__be,name__ru,name__pl,image,gender,birth_date,identifier__freebase,given_name,identifier__IIAF,family_name,wikipedia__en,wikipedia__be,wikipedia__ru,wikipedia__pl,name__pt,name__fr,name__fi,name__uk,name__it,name__be_tarask,name__et,name__de,name__ja,name__sv,name__nl,name__es,name__nb,wikipedia__be_x_old,wikipedia__de,wikipedia__et,wikipedia__fi,wikipedia__fr,wikipedia__it,wikipedia__ja,wikipedia__nl,wikipedia__no,wikipedia__pt,wikipedia__sv,wikipedia__uk,wikipedia__plwikiquote,name__af,name__an,name__ast,name__bar,name__br,name__bs,name__ca,name__co,name__cs,name__cy,name__da,name__eo,name__eu,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__hu,name__is,name__lb,name__li,name__lij,name__lmo,name__lt,name__nap,name__nds,name__nds_nl,name__nn,name__pcd,name__pms,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sl,name__sq,name__tr,name__vec,name__vls,name__wa,original_wikiname,last_seen,name__ar,wikipedia__ar,name__kana,name__ko,wikipedia__ko,occupation,wikipedia__commons,wikipedia__es,wikipedia__bewikiquote,identifier__VIAF,name__zh,name__sr,wikipedia__hu,wikipedia__sr,website,facebook,identifier__ioc_athlete
Q26897684,,Зінаіда Міхайлаўна Мандроўская,Зінаіда Міхайлаўна Мандроўская,,,,female,1954-10-25,,,,,,Зінаіда Міхайлаўна Мандроўская,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Зінаіда Міхайлаўна Мандроўская,,,,,,,,,,,,,,,,,,
Q26897688,,Валянцін Станіслававіч Мілашэўскі,Валянцін Станіслававіч Мілашэўскі,,,,male,1960-10-05,,,,,,Валянцін Станіслававіч Мілашэўскі,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Валянцін Станіслававіч Мілашэўскі,,,,,,,,,,,,,,,,,,
Q26897689,,Людміла Сцяпанаўна Міхалькова,Людміла Сцяпанаўна Міхалькова,,,,female,1956-08-21,,,,,,Людміла Сцяпанаўна Міхалькова,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Людміла Сцяпанаўна Міхалькова,,,,,,,,,,,,,,,,,,
Q26897690,,Васіль Кандрацьевіч Міхно,Васіль Кандрацьевіч Міхно,,,,male,1955-09-27,,,,,,Васіль Кандрацьевіч Міхно,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Васіль Кандрацьевіч Міхно,,,,,,,,,,,,,,,,,,
Q26897691,,Жанна Мікалаеўна Мішур,Жанна Мікалаеўна Мішур,,,,female,1962-03-24,,,,,,Жанна Мікалаеўна Мішур,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Жанна Мікалаеўна Мішур,,,,,,,,,,,,,,,,,,
Q26897692,,Леанід Паўлавіч Мажэйка,Леанід Паўлавіч Мажэйка,,,,male,1954-03-18,,,,,,Леанід Паўлавіч Мажэйка,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Леанід Паўлавіч Мажэйка,,,,,,,,,,,,,,,,,,
Q26897706,,Мечыслаў Віктаравіч Морхат,Мечыслаў Віктаравіч Морхат,,,,male,1958-08-25,,,,,,Мечыслаў Віктаравіч Морхат,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Мечыслаў Віктаравіч Морхат,,,,,,,,,,,,,,,,,,
Q26897707,,Ілья Аляксандравіч Мурашка,Ілья Аляксандравіч Мурашка,,,,male,1981-06-17,,,,,,Ілья Аляксандравіч Мурашка,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ілья Аляксандравіч Мурашка,,,,,,,,,,,,,,,,,,
Q26897709,,Андрэй Мікалаевіч Наумовіч,Андрэй Мікалаевіч Наумовіч,,,,male,1963-07-07,,,,,,Андрэй Мікалаевіч Наумовіч,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Андрэй Мікалаевіч Наумовіч,,,,,,,,,,,,,,,,,,
Q26897710,,Ала Аляксандраўна Навумчык,Ала Аляксандраўна Навумчык,,,,female,1960-12-24,,,,,,Ала Аляксандраўна Навумчык,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ала Аляксандраўна Навумчык,,,,,,,,,,,,,,,,,,
Q26897711,,Аксана Уладзіміраўна Няхайчык,Аксана Уладзіміраўна Няхайчык,,,,female,1967-01-08,,,,,,Аксана Уладзіміраўна Няхайчык,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Аксана Уладзіміраўна Няхайчык,,,,,,,,,,,,,,,,,,
Q26897712,,Генадзь Уладзіміравіч Пальчык,Генадзь Уладзіміравіч Пальчык,,,,male,1962-05-17,,,,,,Генадзь Уладзіміравіч Пальчык,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Генадзь Уладзіміравіч Пальчык,,,,,,,,,,,,,,,,,,
Q26897713,,Васіль Парфёнавіч Папко,Васіль Парфёнавіч Папко,,,,male,1958-02-19,,,,,,Васіль Парфёнавіч Папко,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Васіль Парфёнавіч Папко,,,,,,,,,,,,,,,,,,
Q26897714,,Мікалай Рыгоравіч Плаксіцкі,Мікалай Рыгоравіч Плаксіцкі,,,,male,1955-07-07,,,,,,Мікалай Рыгоравіч Плаксіцкі,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Мікалай Рыгоравіч Плаксіцкі,,,,,,,,,,,,,,,,,,
Q26897715,,Аляксандр Іванавіч Паляйчук,Аляксандр Іванавіч Паляйчук,,,,male,1955-07-15,,,,,,Аляксандр Іванавіч Паляйчук,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Аляксандр Іванавіч Паляйчук,,,,,,,,,,,,,,,,,,
Q26897716,,Вольга Сяргееўна Паліціка,Вольга Сяргееўна Паліціка,,,,female,1971-06-06,,,,,,Вольга Сяргееўна Паліціка,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Вольга Сяргееўна Паліціка,,,,,,,,,,,,,,,,,,
Q26897718,,Аляксандр Андрэевіч Папкоў,Аляксандр Андрэевіч Папкоў,,Alaksandr Papkou,,male,1948-01-02,,Alyaksandr,,,,Аляксандр Андрэевіч Папкоў,,Alaksandr Papkou,,,,,,,,,,,Alexander Popkov,Alexander Popkov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Аляксандр Андрэевіч Папкоў,,,,,,,politician,,Alexander Popkov,,,,,,,,,
Q26897719,,Міхаіл Іосіфавіч Пачынак,Міхаіл Іосіфавіч Пачынак,,,,male,1951-12-27,,,,,,Міхаіл Іосіфавіч Пачынак,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Міхаіл Іосіфавіч Пачынак,,,,,,,,,,,,,,,,,,
Q26897721,,Уладзімір Іванавіч Пузырэўскі,Уладзімір Іванавіч Пузырэўскі,,,,male,1955-11-24,,,,,,Уладзімір Іванавіч Пузырэўскі,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Уладзімір Іванавіч Пузырэўскі,,,,,,,,,,,,,,,,,,
Q26897722,,Віктар Уладзіміравіч Русак,Віктар Уладзіміравіч Русак,,,,male,1955-05-04,,,,,,Віктар Уладзіміравіч Русак,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Віктар Уладзіміравіч Русак,,,,,,,,,,,,,,,,,,
Q26897724,,Міхаіл Фёдаравіч Савановіч,Міхаіл Фёдаравіч Савановіч,,,,male,1955-11-07,,,,,,Міхаіл Фёдаравіч Савановіч,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Міхаіл Фёдаравіч Савановіч,,,,,,,,,,,,,,,,,,
Q26897726,,Аляксандр Іванавіч Сягоднік,Аляксандр Іванавіч Сягоднік,,,,male,1956-06-30,,,,,,Аляксандр Іванавіч Сягоднік,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Аляксандр Іванавіч Сягоднік,,,,,,,,,,,,,,,,,,
Q26897728,,Эдуард Аляксандравіч Сенькевіч,Эдуард Аляксандравіч Сенькевіч,,,,male,1952-04-15,,,,,,Эдуард Аляксандравіч Сенькевіч,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Эдуард Аляксандравіч Сенькевіч,,,,,,,,,,,,,,,,,,
Q26897729,,Ала Мікалаеўна Сопікава,Ала Мікалаеўна Сопікава,,,,female,1963-01-24,,,,,,Ала Мікалаеўна Сопікава,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ала Мікалаеўна Сопікава,,,,,,,,,,,,,,,,,,
Q26897730,,Ігар Станіслававіч Станкевіч,Ігар Станіслававіч Станкевіч,,,,male,1967-08-30,,,,,,Ігар Станіслававіч Станкевіч,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ігар Станіслававіч Станкевіч,,,,,,,,,,,,,,,,,,
Q26897731,,Аляксандр Пятровіч Удодаў,Аляксандр Пятровіч Удодаў,,,,male,1952-12-19,,,,,,Аляксандр Пятровіч Удодаў,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Аляксандр Пятровіч Удодаў,,,,,,,,,,,,,,,,,,
Q26897732,,Сяргей Іосіфавіч Ушкевіч,Сяргей Іосіфавіч Ушкевіч,,,,male,1956-05-24,,,,,,Сяргей Іосіфавіч Ушкевіч,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Сяргей Іосіфавіч Ушкевіч,,,,,,,,,,,,,,,,,,
Q26897734,,Віктар Дзмітрыевіч Фесак,Віктар Дзмітрыевіч Фесак,,,,male,1956-07-25,,,,,,Віктар Дзмітрыевіч Фесак,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Віктар Дзмітрыевіч Фесак,,,,,,,,,,,,,,,,,,
Q26897735,,Галіна Васільеўна Філіповіч,Галіна Васільеўна Філіповіч,,,,female,1966-11-12,,,,,,Галіна Васільеўна Філіповіч,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Галіна Васільеўна Філіповіч,,,,,,,,,,,,,,,,,,
Q26897736,,Дзмітрый Іванавіч Харытончык,Дзмітрый Іванавіч Харытончык,,,,male,1975-09-02,,,,,,Дзмітрый Іванавіч Харытончык,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Дзмітрый Іванавіч Харытончык,,,,,,,,,,,,,,,,,,
Q26897737,,Аляксандр Уладзіміравіч Цацоха,Аляксандр Уладзіміравіч Цацоха,,,,male,1956-01-19,,,,,,Аляксандр Уладзіміравіч Цацоха,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Аляксандр Уладзіміравіч Цацоха,,,,,,,,,,,,,,,,,,
Q26897738,,Уладзіслаў Станіслававіч Цыдзік,Уладзіслаў Станіслававіч Цыдзік,,,,male,1953-11-11,,,,,,Уладзіслаў Станіслававіч Цыдзік,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Уладзіслаў Станіслававіч Цыдзік,,,,,,,,,,,,,,,,,,
Q26897739,,Святлана Уладзіславаўна Чэкан,Святлана Уладзіславаўна Чэкан,,,,female,1966-05-15,,,,,,Святлана Уладзіславаўна Чэкан,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Святлана Уладзіславаўна Чэкан,,,,,,,,,,,,,,,,,,
Q26897740,,Уладзімір Алегавіч Чаравач,Уладзімір Алегавіч Чаравач,,,,male,1959-01-11,,,,,,Уладзімір Алегавіч Чаравач,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Уладзімір Алегавіч Чаравач,,,,,,,,,,,,,,,,,,
Q26897741,,Алена Уладзіміраўна Шамаль,Алена Уладзіміраўна Шамаль,,,,female,1973-05-08,,,,,,Алена Уладзіміраўна Шамаль,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Алена Уладзіміраўна Шамаль,,,,,,,,,,,,,,,,,,
Q26897742,,Дзмітрый Яўгенавіч Шаўцоў,Дзмітрый Яўгенавіч Шаўцоў,,,,male,1973-11-03,,,,,,Дзмітрый Яўгенавіч Шаўцоў,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Дзмітрый Яўгенавіч Шаўцоў,,,,,,,,,,,,,,,,,,
Q26897743,,Пётр Генрыхавіч Шыкшнян,Пётр Генрыхавіч Шыкшнян,,,,male,1955-01-18,,,,,,Пётр Генрыхавіч Шыкшнян,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Пётр Генрыхавіч Шыкшнян,,,,,,,,,,,,,,,,,,
Q26897744,,Уладзімір Уладзіміравіч Шыцько,Уладзімір Уладзіміравіч Шыцько,,,,male,1954-08-20,,,,,,Уладзімір Уладзіміравіч Шыцько,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Уладзімір Уладзіміравіч Шыцько,,,,,,,,,,,,,,,,,,
Q26897745,,Уладзіслаў Аляксандравіч Шчэпаў,Уладзіслаў Аляксандравіч Шчэпаў,,,,male,1976-08-23,,,,,,Уладзіслаў Аляксандравіч Шчэпаў,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Уладзіслаў Аляксандравіч Шчэпаў,,,,,,,,,,,,,,,,,,
Q26897746,,Віктар Уладзіміравіч Шчэцька,Віктар Уладзіміравіч Шчэцька,,,,male,1955-09-18,,,,,,Віктар Уладзіміравіч Шчэцька,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Віктар Уладзіміравіч Шчэцька,,,,,,,,,,,,,,,,,,
Q26897747,,Аляксандр Іванавіч Юркевіч,Аляксандр Іванавіч Юркевіч,,,,male,1954-04-21,,,,,,Аляксандр Іванавіч Юркевіч,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Аляксандр Іванавіч Юркевіч,,,,,,,,,,,,,,,,,,
Q26897748,,Мікалай Мяфодзьевіч Язубец,Мікалай Мяфодзьевіч Язубец,,,,male,1955-06-04,,,,,,Мікалай Мяфодзьевіч Язубец,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Мікалай Мяфодзьевіч Язубец,,,,,,,,,,,,,,,,,,
Q26897749,,Генадзь Паўлавіч Грыцкевіч,Генадзь Паўлавіч Грыцкевіч,,,,male,1954-04-22,,,,,,Генадзь Паўлавіч Грыцкевіч,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Генадзь Паўлавіч Грыцкевіч,,,,,,,,,,,,,,,,,,
Q26897750,,Наталля Васільеўна Гуйвік,Наталля Васільеўна Гуйвік,,,,female,1962-10-01,,,,,,Наталля Васільеўна Гуйвік,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Наталля Васільеўна Гуйвік,,,,,,,,,,,,,,,,,,
Q26897751,,Алена Іванаўна Астапюк,Алена Іванаўна Астапюк,,,,female,1970-01-30,,,,,,Алена Іванаўна Астапюк,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Алена Іванаўна Астапюк,,,,,,,,,,,,,,,,,,
Q26897752,,Ганна Анатолеўна Канапацкая,Ганна Анатолеўна Канапацкая,"Канопацкая, Анна Анатольевна",,https://upload.wikimedia.org/wikipedia/commons/c/c1/Anna_Kanopatskaya.jpg,female,1979-10-29,,,,,,Ганна Анатолеўна Канапацкая,"Канопацкая, Анна Анатольевна",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ганна Анатолеўна Канапацкая,,,,,,,jurist,,,,,,,,,,anna.kanopatskaya,
Q26897753,,Вольга Мікалаеўна Папко,Вольга Мікалаеўна Папко,,,,female,1976-07-24,,,,,,Вольга Мікалаеўна Папко,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Вольга Мікалаеўна Папко,,,,,,,,,,,,,,,,,,
Q27919177,,Віталь Рыгоравіч Місявец,Віталь Рыгоравіч Місявец,,,,,,,,,,,Віталь Рыгоравіч Місявец,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Віталь Рыгоравіч Місявец,,,,,,,,,,,,,,,,,,
Q31031142,,Яўгеній Буніслававіч Адаменка,Яўгеній Буніслававіч Адаменка,,,,,,,,,,,Яўгеній Буніслававіч Адаменка,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Яўгеній Буніслававіч Адаменка,,,,,,,,,,,,,,,,,,
Q31031143,,Пётр Аляксеевіч Атрошчанка,Пётр Аляксеевіч Атрошчанка,,,,,,,,,,,Пётр Аляксеевіч Атрошчанка,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Пётр Аляксеевіч Атрошчанка,,,,,,,,,,,,,,,,,,
Q31031145,,Аляксандр Сяргеевіч Бабаловіч,Аляксандр Сяргеевіч Бабаловіч,,,,,,,,,,,Аляксандр Сяргеевіч Бабаловіч,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Аляксандр Сяргеевіч Бабаловіч,,,,,,,,,,,,,,,,,,
Q31031151,,Васілій Міхайлавіч Баранік,Васілій Міхайлавіч Баранік,,,,,,,,,,,Васілій Міхайлавіч Баранік,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Васілій Міхайлавіч Баранік,,,,,,,,,,,,,,,,,,
Q31031157,,Сяргей Валянцінавіч Бобрыкаў,Сяргей Валянцінавіч Бобрыкаў,,,,,,,,,,,Сяргей Валянцінавіч Бобрыкаў,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Сяргей Валянцінавіч Бобрыкаў,,,,,,,,,,,,,,,,,,
Q31031161,,Леанід Рыгоравіч Брыч,Леанід Рыгоравіч Брыч,,,,,,,,,,,Леанід Рыгоравіч Брыч,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Леанід Рыгоравіч Брыч,,,,,,,,,,,,,,,,,,
Q31031166,,Пётр Андрэевіч Вабішчэвіч,Пётр Андрэевіч Вабішчэвіч,,,,,,,,,,,Пётр Андрэевіч Вабішчэвіч,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Пётр Андрэевіч Вабішчэвіч,,,,,,,,,,,,,,,,,,
Q31031171,,Мікалай Андрэевіч Васількоў,Мікалай Андрэевіч Васількоў,,,,,,,,,,,Мікалай Андрэевіч Васількоў,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Мікалай Андрэевіч Васількоў,,,,,,,,,,,,,,,,,,
Q31031175,,Віталій Эдуардавіч Власевіч,Віталій Эдуардавіч Власевіч,,,,,,,,,,,Віталій Эдуардавіч Власевіч,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Віталій Эдуардавіч Власевіч,,,,,,,,,,,,,,,,,,
Q31031181,Oksana Gajduk,Oksana Gajduk,Аксана Вячаславаўна Гайдук,,,,female,1974-02-06,,,,,,Аксана Вячаславаўна Гайдук,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Аксана Вячаславаўна Гайдук,,,,,,,politician,,,,,,,,,,,
Q31031186,,Дзмітрый Дзмітрыевіч Гобараў,Дзмітрый Дзмітрыевіч Гобараў,,,,,,,,,,,Дзмітрый Дзмітрыевіч Гобараў,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Дзмітрый Дзмітрыевіч Гобараў,,,,,,,,,,,,,,,,,,
Q31031192,,Дзмітрый Міхайлавіч Гурскі,Дзмітрый Міхайлавіч Гурскі,,,,,,,,,,,Дзмітрый Міхайлавіч Гурскі,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Дзмітрый Міхайлавіч Гурскі,,,,,,,,,,,,,,,,,,
Q31031199,,Тамара Сяргееўна Далгашэй,Тамара Сяргееўна Далгашэй,,,,,,,,,,,Тамара Сяргееўна Далгашэй,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Тамара Сяргееўна Далгашэй,,,,,,,,,,,,,,,,,,
Q31031202,,Анатолій Міхайлавіч Дашко,Анатолій Міхайлавіч Дашко,,,,,,,,,,,Анатолій Міхайлавіч Дашко,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Анатолій Міхайлавіч Дашко,,,,,,,,,,,,,,,,,,
Q31031207,,Васілій Мікалаевіч Дземідовіч,Васілій Мікалаевіч Дземідовіч,,,,,,,,,,,Васілій Мікалаевіч Дземідовіч,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Васілій Мікалаевіч Дземідовіч,,,,,,,,,,,,,,,,,,
Q31031211,,Вячаслаў Іванавіч Дзьячэнка,Вячаслаў Іванавіч Дзьячэнка,,,,,,,,,,,Вячаслаў Іванавіч Дзьячэнка,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Вячаслаў Іванавіч Дзьячэнка,,,,,,,,,,,,,,,,,,
Q31031213,,Павел Леанідавіч Ждановіч,Павел Леанідавіч Ждановіч,,,,,,,,,,,Павел Леанідавіч Ждановіч,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Павел Леанідавіч Ждановіч,,,,,,,,,,,,,,,,,,
Q31031214,,Наталія Пятроўна Жыбуль,Наталія Пятроўна Жыбуль,,,,,,,,,,,Наталія Пятроўна Жыбуль,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Наталія Пятроўна Жыбуль,,,,,,,,,,,,,,,,,,
Q31031219,,Дзмітрый Васільевіч Заблоцкі,Дзмітрый Васільевіч Заблоцкі,,,,,,,,,,,Дзмітрый Васільевіч Заблоцкі,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Дзмітрый Васільевіч Заблоцкі,,,,,,,,,,,,,,,,,,
Q31031224,,Сяргей Мікалаевіч Занько,Сяргей Мікалаевіч Занько,,,,,,,,,,,Сяргей Мікалаевіч Занько,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Сяргей Мікалаевіч Занько,,,,,,,,,,,,,,,,,,
Q31031225,,Сяргей Рычардавіч Зямчонак,Сяргей Рычардавіч Зямчонак,,,,,,,,,,,Сяргей Рычардавіч Зямчонак,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Сяргей Рычардавіч Зямчонак,,,,,,,,,,,,,,,,,,
Q31031232,,Адам Дзмітрыевіч Кавалька,Адам Дзмітрыевіч Кавалька,,,,,,,,,,,Адам Дзмітрыевіч Кавалька,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Адам Дзмітрыевіч Кавалька,,,,,,,,,,,,,,,,,,
