id,name__az,name,name__en,gender,birth_date,given_name,identifier__PACE,identifier__VIAF,image,identifier__freebase,website,identifier__LCAuth,death_date,wikipedia__az,wikipedia__en,name__ru,name__hy,name__pl,wikipedia__commons,wikipedia__ru,name__fr,name__it,name__de,name__tr,name__es,name__nl,wikipedia__azwikiquote,wikipedia__tr,name__cs,name__fa,name__id,name__ka,name__ms,name__sv,name__zh,name__be,wikipedia__be,wikipedia__cs,wikipedia__fa,wikipedia__fr,wikipedia__hy,wikipedia__id,wikipedia__it,wikipedia__ka,wikipedia__ms,wikipedia__pl,wikipedia__sv,wikipedia__zh,name__ro,wikipedia__de,wikipedia__ro,name__ca,name__oc,name__en_gb,wikipedia__azwikibooks,wikipedia__es,name__uk,wikipedia__uk,wikipedia__gag,name__gag,original_wikiname,identifier__BNF,identifier__SUDOC,identifier__ISNI,identifier__NUKAT,identifier__LNB,identifier__FAST,name__hu,last_seen,name__da,name__fo,name__is,name__kl,name__nb,name__nn,name__ja,name__eu,name__tg,identifier__google_knowledge,name__ko,wikipedia__ko,occupation,facebook,name__el,name__he,wikipedia__ruwikinews,wikipedia__tg,wikipedia__pt,wikipedia__vi,name__pt,wikipedia__he,name__sk,name__vi,wikipedia__sk,wikipedia__uz,name__en_ca,wikipedia__el,name__uz,name__ar,wikipedia__ar,wikipedia__bg,name__bg,family_name,identifier__GND,identifier__SELIBR,name__ba,name__lb,wikipedia__ba,wikipedia__mk,wikipedia__myv,identifier__NTA,name__mk,name__myv
Q16372072,Nəsib Məhəməliyev,Nəsib Məhəməliyev,,,1961-02-11,,,,,,,,,Nəsib Məhəməliyev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nəsib Məhəməliyev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16372868,Rafiq Məmmədhəsənov,Rafiq Məmmədhəsənov,,male,1945-09-26,,,,,,,,,Rafiq Məmmədhəsənov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rafiq Məmmədhəsənov,,,,,,,,,,,,,,,,,,,,,scientist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16373861,Sahib Alıyev,Sahib Alıyev,,male,1964-08-24,,,,,,,,,Sahib Alıyev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sahib Alıyev,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16373886,Sahibə Qafarova,Sahibə Qafarova,,female,,,,,,,,,,Sahibə Qafarova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sahibə Qafarova,,,,,,,,,,,,,,,,,,,,,scientist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16374240,Siyavuş Novruzov,Siyavuş Novruzov,,male,1969-02-17,,,,https://upload.wikimedia.org/wikipedia/commons/d/d4/YAP_icra_katibinin_müavini_Siyavuş_Novruzov.jpg,,,,,Siyavuş Novruzov,,,,,Category:Siyavuş Novruzov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Siyavuş Novruzov,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16374527,Sədaqət Vəliyeva,Sədaqət Vəliyeva,,female,1954-12-23,,,,https://upload.wikimedia.org/wikipedia/commons/c/c4/Sədaqət_Vəliyeva.jpg,,,,,Sədaqət Vəliyeva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sədaqət Vəliyeva,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16374817,Tahir Kərimli,Tahir Kərimli,,male,1956-03-05,,,,,,,,,Tahir Kərimli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tahir Kərimli,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16374822,Tahir Rzayev,Tahir Rzayev,,male,1950,,,,,,,,,Tahir Rzayev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tahir Rzayev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16376573,Zahid Oruc,Zahid Oruc,Zahid Oruc,male,1972-02-01,,,,https://upload.wikimedia.org/wikipedia/commons/4/45/Zahid_Oruc2.jpg,,,,,Zahid Oruc,,,,,Category:Zahid Oruc,,Zahid Oruc,Zahid Oruc,,,,Zahid Oruc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zahid Oruc,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16377052,Çingiz Əsədullayev,Çingiz Əsədullayev,,male,1960,,,,,,,,,Çingiz Əsədullayev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Çingiz Əsədullayev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16377500,İlyas İsmayılov,İlyas İsmayılov,,male,1938-03-20,,,,,,,,,İlyas İsmayılov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,İlyas İsmayılov,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16377939,Şahin İsmayilov,Şahin İsmayilov,Şahin İsmayilov,male,1986-02-07,,,,,,,,,Şahin İsmayilov,,,,,,,,,Şahin İsmayilov,Şahin İsmayilov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Şahin İsmayilov,,,,,,,Şahin İsmayilov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16378622,Əhməd Vəliyev,Əhməd Vəliyev,,male,1946-11-29,,,,https://upload.wikimedia.org/wikipedia/commons/4/4c/Ahmed_veliyev.jpg,,,,,Əhməd Vəliyev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Əhməd Vəliyev,,,,,,,,,,,,,,,,,,,,,scientist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16378771,Əli Hüseynli,Əli Hüseynli,,male,1968,,,,,,,,,Əli Hüseynli,,,,,Category:Əli Hüseynli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Əli Hüseynli,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16416293,Rüfət Quliyev,Rüfət Quliyev,Rüfət Quliyev,male,1963-05-06,,,,https://upload.wikimedia.org/wikipedia/commons/7/7d/Rufet_Quliyev.png,,,,,Rüfət Quliyev,Rufet Quliyev,"Гулиев, Руфат Атакиши оглу",,,Category:Rüfət Quliyev,"Гулиев, Руфат Атакиши оглу",,Rüfət Quliyev,,,,Rüfət Quliyev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rüfət Quliyev,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,Guliyev,,,,,,,,,,
Q18427673,Elman Nəsirov,Elman Nəsirov,,male,1968-04-30,,,,,,,,,Elman Nəsirli,,Эльман Насиров,,,,"Насиров, Эльман Худам оглы",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elman Nəsirov,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19713062,Aqiyə Naxçıvanlı,Aqiyə Naxçıvanlı,,female,1950-03-11,,,,,,,,,Aqiyə Naxçıvanlı,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aqiyə Naxçıvanlı,,,,,,,,,,,,,,,,,,,,,scientist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19713074,Arif Əşrəfov,Arif Əşrəfov,,male,,,,,https://upload.wikimedia.org/wikipedia/commons/8/8f/Arif_Ashrafov_portret.jpg,,,,,Arif Əşrəfov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arif Əşrəfov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19713195,Ayaz Orucov,Ayaz Orucov,,male,,,,,,,,,,Ayaz Orucov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ayaz Orucov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19713275,Azər Badamov,Azər Badamov,,male,,,,,,,,,,Azər Badamov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azər Badamov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19713418,Ağalar Vəliyev,Ağalar Vəliyev,,male,1957-07-23,,,,,,,,,Ağalar Vəliyev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ağalar Vəliyev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19713709,Cavanşir Feyziyev,Cavanşir Feyziyev,,male,,,,,,,,,,Cavanşir Feyziyev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cavanşir Feyziyev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19713943,Elxan Süleymanov,Elxan Süleymanov,,male,1940,,,,,,,,,Elxan Süleymanov (siyasətçi),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elxan Süleymanov (siyasətçi),,,0000 0003 8215 3248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19713963,Etibar Hüseynov,Etibar Hüseynov,,male,,,,,,,,,,Etibar Hüseynov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Etibar Hüseynov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19714448,Kamilə Əliyeva,Kamilə Əliyeva,,female,,,,,,,,,,Kamilə Əliyeva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kamilə Əliyeva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19714647,Leyla Abdullayeva,Leyla Abdullayeva,,female,,,,,,,,,,Leyla Abdullayeva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leyla Abdullayeva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19714684,Mahir Aslanov,Mahir Aslanov,,male,,,,,,,,,,Mahir Aslanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mahir Aslanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19714703,Malik Həsənov,Malik Həsənov,Malik Hasanov,male,,Malik,,,,,,,,Malik Həsənov,,,,,,,,,,,,Malik Hasanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malik Həsənov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19715053,Nəriman Əliyev,Nəriman Əliyev,Nariman Aliyev,male,,Nariman,,,,,,,,Nəriman Əliyev (siyasətçi),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nəriman Əliyev (millət vəkili),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19715204,Qalib Salahzadə,Qalib Salahzadə,,male,,,,,,,,,,Qalib Salahzadə,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qalib Salahzadə,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19715482,Rauf Əliyev,Rauf Əliyev,,male,1956,,,,,,,,,Rauf Əliyev (siyasətçi),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rauf Əliyev (millət vəkili),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19715508,Rövşən Rzayev,Rövşən Rzayev,Rövşən Rzayev,male,1962,,,,,,,,,Rövşən Rzayev (siyasətçi),,,,,,,,,,,,Rövşən Rzayev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rövşən Rzayev (millət vəkili),,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19715525,Sabir Hacıyev,Sabir Hacıyev,,male,1954,,,,,,,,,Sabir Hacıyev (siyasətçi),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sabir Hacıyev (millət vəkili),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19715616,Sevinc Hüseynova,Sevinc Hüseynova,,female,,,,,,,,,,Sevinc Hüseynova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sevinc Hüseynova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19716272,Çingiz Qənizadə,Çingiz Qənizadə,,male,,,,,,,,,,Çingiz Qənizadə,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Çingiz Qənizadə,,,,,,,,,,,,,,,,,,,,,scientist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19716382,İlham Məmmədov,İlham Məmmədov,,male,,,,,,,,,,İlham Məmmədov (siyasətçi),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,İlham Məmmədov (millət vəkili),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19716385,İlham Əliyev,İlham Əliyev,,male,1967,,,,,,,,,İlham Əliyev (deputat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,İlham Əliyev (millət vəkili),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19716722,Əsabil Qasımov,Əsabil Qasımov,,male,,,,,,,,,,Əsabil Qasımov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Əsabil Qasımov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19838096,Hacı Salayev,Hacı Salayev,Hacı Salayev,male,1968-06-28,,,,https://upload.wikimedia.org/wikipedia/commons/b/bc/HaciSalayev.jpg,,,,,Hacı Salayev,,,,,Category:Hacı Salayev,,,,,,,Hacı Salayev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hacı Salayev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1995614,Rövnəq Abdullayev,Rövnəq Abdullayev,Rovnag Abdullayev,male,1965-04-03,,,,"https://upload.wikimedia.org/wikipedia/commons/4/46/Дмитрий_Медведев_и_Ильхам_Алиев,_23.01.2012_-_03.jpeg",,,,,Rövnəq Abdullayev,Rovnag Abdullayev,"Абдуллаев, Ровнаг Ибрагим оглы",,,Category:Rövnəq Abdullayev,"Абдуллаев, Ровнаг Ибрагим оглы",Rovnag Abdullayev,Rovnag Abdullayev,Rövnəq Abdullayev,Rövnag Abdullayev,Rovnag Abdullayev,Rovnag Abdullayev,,Rövnag Abdullayev,,رووناگ عبدالله‌یف,,,,,,,,,روونگ عبدالله‌یف,,,,,,,,,,Rovnag Abdullayev,Rövnəq Abdullayev,Rovnag Abdullayev,,,,,,,,,,Rövnəq Abdullayev,,,,,,,,,,,,,,,,,,,,,businessperson,,Ρόβναγκ Αμπντουλάγιεφ,,,,,,,,,,,,,,,,,,,Abdullayev,,,,,,,,,,
Q2047294,Aydın Mirzəzadə,Aydın Mirzəzadə,Aydin Mirzazade,male,1957-07-02,Aydin,,24032692,,,,n2006080489,,Aydın Mirzəzadə,Aydin Mirzazade,"Мирзазаде, Айдын",,,Category:Aydın Mirzəzadə,"Мирзазаде, Айдын",Aydin Mirzazade,,Aydin Mirzazade,Aydın Mirzazade,Aydin Mirzazade,Aydin Mirzazade,Aydın Mirzəzadə,Aydın Mirzazade,,,,,,,艾登·米爾扎扎傑,,,,,,,,,,,,,,,,,,,,,,,,,,Aydın Mirzəzadə,,,0000 0000 4042 8221,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20556703,Aslan Cəfərov,Aslan Cəfərov,,male,,,,,,,,,,Aslan Cəfərov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aslan Cəfərov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20560414,Mahir Abbaszadə,Mahir Abbaszadə,,male,1975-10-27,,,,https://upload.wikimedia.org/wikipedia/commons/2/22/Mahir_Abbaszadə.jpg,,,,,Mahir Abbaszadə,,,,,Category:Mahir Abbaszadə,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mahir Abbaszadə,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q23304292,Tahir Mirkişili,Tahir Mirkişili,Tahir Mirkişili,male,1977-06-07,Tahir,,,https://upload.wikimedia.org/wikipedia/commons/4/47/Tahir_Mirkişili.jpg,,,,,Tahir Mirkişili,,,,,Category:Tahir Mirkişili,,Tahir Mirkişili,,,,,Tahir Mirkişili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tahir Mirkişili,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q23683183,Anar Umudov,Anar Umudov,,male,1983-06-09,,,,,,,,,Anar Umudov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anar Umudov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24698931,Vüsal Hüseynov,Vüsal Hüseynov,Vüsal Hüseynov,male,,,,,,,,,,Vüsal Hüseynov,Vusal Huseynov,,,,,,,,,,,Vüsal Hüseynov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vüsal Hüseynov,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2507445,Zeynəb Xanlarova,Zeynəb Xanlarova,Zeynab Khanlarova,female,1936-12-28,,,4495836,https://upload.wikimedia.org/wikipedia/commons/7/7e/Ilhama_Guliyeva_and_Zeynab_Khanlarova_(cropped).jpg,/m/06zjqk7,,no91029329,,Zeynəb Xanlarova,Zeynab Khanlarova,Зейнаб Яхъя кызы Ханларова,Զեյնաբ Խանլարովա,Zeynəb Xanlarova,,"Ханларова, Зейнаб Яхья кызы",Zeynab Khanlarova,,,Zeyneb Hanlarova,Zeynab Khanlarova,Zeynab Khanlarova,Zeynəb Xanlarova,Zeyneb Hanlarova,Zejnab Chanlarova,زینب خانلاروا,,ზეინაბ ხანლაროვა,,,,,,Zejnab Chanlarova,زینب خانلاروا,,Զեյնաբ Խանլարովա,,,ზეინაბ ხანლაროვა,,Zeynəb Xanlarova,,,,,,,,Zeynab Khanlarova,,,Зейнаб Ханралова,Зейнаб Ханралова,,,Zeynəb Xanlarova,,,0000 0000 5040 5402,,,,,,,,,,,,ゼイナプ・ハンラロヴァ,,,,,,singer,,Ζεϊνάμπ Χανλάροβα,,,,,,,,,,,,Zeynab Khanlarova,Ζεϊνάμπ Χανλάροβα,,,,Зейнаб Ханларова,Зейнаб Ханларова,,,,Ханларова Зәйнәп Яхъя ҡыҙы,,Ханларова Зәйнәп Яхъя ҡыҙы,Зејнаб Ханларова,"Ханларова, Зейнаб Яхья кызы",,Зејнаб Ханларова,"Ханларова, Зейнаб Яхья кызы"
Q25546742,Azərbaycan Respublikası Milli Məclisinin deputatlarının siyahısı,Azərbaycan Respublikası Milli Məclisinin deputatlarının siyahısı,,,,,,,,,,,,Azərbaycan Respublikası Milli Məclisinin V çağırış deputatlarının siyahısı,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azərbaycan Respublikası Milli Məclisinin V çağırış deputatlarının siyahısı,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28527525,Dilarə Cəbrayılova,Dilarə Cəbrayılova,,female,1971,,,,,,,,,Dilarə Cəbrayılova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dilarə Cəbrayılova,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28527824,Aydın Hüseynov,Aydın Hüseynov,Aydın Hüseynov,male,,Aydin,,,,,,,,Aydın Hüseynov,,,,,,,,,,,,Aydın Hüseynov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aydın Hüseynov,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28527842,Eldəniz Səlimov,Eldəniz Səlimov,Eldəniz Səlimov,male,,,,,,,,,,Eldəniz Səlimov,,,,,,,,,,,,Eldəniz Səlimov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eldəniz Səlimov,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28527849,Elçin Quliyev,Elçin Quliyev,Elçin Quliyev,male,,,,,,,,,,Elçin Quliyev (siyasətçi),,,,,,,,,,,,Elçin Quliyev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elçin Quliyev (deputat),,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28527851,Elşad Həsənov,Elşad Həsənov,Elşad Həsənov,male,,,,,,,,,,Elşad Həsənov,,,,,,,,,,,,Elşad Həsənov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elşad Həsənov,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28527854,Elşən Musayev,Elşən Musayev,Elşən Musayev,male,,,,,,,,,,Elşən Musayev,,,,,,,,,,,,Elşən Musayev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elşən Musayev,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28527858,Kamaləddin Qafarov,Kamaləddin Qafarov,Kamaləddin Qafarov,male,,,,,,,,,,Kamaləddin Qafarov,,,,,,,,,,,,Kamaləddin Qafarov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kamaləddin Qafarov,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28527860,Kamran Bayramov,Kamran Bayramov,Kamran Bayramov,male,1979-11-10,Kamran,,,,,,,,Kamran Bayramov,,,,,,,,,,,,Kamran Bayramov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kamran Bayramov,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28527862,Kamran Nəbizadə,Kamran Nəbizadə,Kamran Nəbizadə,male,,Kamran,,,,,,,,Kamran Nəbizadə,,,,,,,,,,,,Kamran Nəbizadə,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kamran Nəbizadə,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28527864,Mirzəcan Xəlilov,Mirzəcan Xəlilov,Mirzəcan Xəlilov,male,,,,,,,,,,Mirzəcan Xəlilov,,,,,,,,,,,,Mirzəcan Xəlilov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mirzəcan Xəlilov,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28527865,Müslüm Məmmədov,Müslüm Məmmədov,Müslüm Məmmədov,male,,,,,,,,,,Müslüm Məmmədov (siyasətçi),,,,,,,,,,,,Müslüm Məmmədov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Müslüm Məmmədov (siyasətçi),,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28527868,Pərvin Kərimzadə,Pərvin Kərimzadə,Pərvin Kərimzadə,,,,,,,,,,,Pərvin Kərimzadə,,,,,,,,,,,,Pərvin Kərimzadə,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pərvin Kərimzadə,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28527870,Sona Əliyeva,Sona Əliyeva,Sona Əliyeva,female,,Sona,,,,,,,,Sona Əliyeva (siyasətçi),,,,,,,,,,,,Sona Əliyeva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sona Əliyeva (deputat),,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28527872,Ülviyyə Ağayeva,Ülviyyə Ağayeva,Ülviyyə Ağayeva,female,,,,,,,,,,Ülviyyə Ağayeva,,,,,,,,,,,,Ülviyyə Ağayeva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ülviyyə Ağayeva,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4054391,Aqil Abbas,Aqil Abbas,Agil Abbas,male,1953-04-01,,,305040090,,/m/0zrrwtq,,no2013076235,,Aqil Abbas,Agil Abbas,"Аббасов, Агиль Магомед оглы",,,Category:Aqil Abbas,"Аббасов, Агиль Магомед оглы",Agil Abbas,,Agil Abbas,,Agil Abbas,Agil Abbas,Aqil Abbas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aqil Abbas,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,Abbasov,,,,,,,,,,
Q4054393,Aydın Abbasov,Aydın Abbasov,Aydin Abbasov,male,1976-08-26,Aydin,5689,,https://upload.wikimedia.org/wikipedia/commons/1/17/Aydın_Abbasov.jpg,,,,,Aydın Abbasov,,"Аббасов, Айдын Аббас оглы",,,,"Аббасов, Айдын Аббас оглы",Aydin Abbasov,Aydin Abbasov,Aydin Abbasow,,,Aydin Abbasov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aydın Abbasov,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,Abbasov,,,,,,,,,,
