id,name__en,name__ca,name__es,name__fr,name__nl,name__sco,name__de,name__tr,name__hu,name,wikipedia__ca,wikipedia__en,wikipedia__fr,wikipedia__tr,image,gender,birth_date,original_wikiname,name__oc,name__it,name__nb,name__da,name__nn,name__sv,name__mg,wikipedia__mg,wikipedia__oc,wikipedia__sco,given_name,name__ru,family_name,wikipedia__ru,identifier__VIAF,website,twitter,wikipedia__commons,death_date,name__zh,wikipedia__enwikiquote,wikipedia__zh,wikipedia__de,name__ja,wikipedia__enwikisource,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pl,name__ang,name__he,name__ko,name__mi,name__ms,name__gl,name__et,name__id,name__bn,name__el,name__ar,name__pt,name__eo,name__sr_el,name__sr_ec,name__fi,name__cy,name__cs,name__sgs,name__mr,name__fa,name__io,name__rm,name__az,name__hr,name__lt,name__tpi,name__eu,name__sr,name__vi,name__be,name__uk,name__ast,name__ne,name__ml,wikipedia__ang,wikipedia__ar,wikipedia__ast,wikipedia__az,wikipedia__bat_smg,wikipedia__be,wikipedia__bn,wikipedia__cs,wikipedia__cy,wikipedia__da,wikipedia__el,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__gl,wikipedia__he,wikipedia__hr,wikipedia__id,wikipedia__io,wikipedia__it,wikipedia__ja,wikipedia__ko,wikipedia__lt,wikipedia__mi,wikipedia__ml,wikipedia__mr,wikipedia__ms,wikipedia__nl,wikipedia__nn,wikipedia__no,wikipedia__pl,wikipedia__pt,wikipedia__simple,wikipedia__sr,wikipedia__sv,wikipedia__tpi,wikipedia__uk,wikipedia__vi,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__SUDOC,identifier__IMDB,honorific_prefix,identifier__freebase,identifier__NKC,identifier__NNDB,identifier__Munzinger,identifier__FAST,facebook,identifier__NLAtrove,identifier__BNF,identifier__NDL,identifier__NTA,name__yue,wikipedia__zh_yue,name__af,name__an,name__bar,name__bm,name__br,name__co,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__ia,name__ie,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lv,name__min,name__nap,name__nds,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__ro,name__sc,name__scn,name__sk,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,identifier__ULAN,name__qu,name__sm,name__uz,name__ta,name__mk,name__yo,name__sh,name__wuu,name__la,name__hi,name__th,name__hif,wikipedia__enwikinews,wikipedia__ga,wikipedia__hif,wikipedia__hi,wikipedia__hu,wikipedia__la,wikipedia__lb,wikipedia__lv,wikipedia__mk,wikipedia__qu,wikipedia__ro,wikipedia__ruwikinews,wikipedia__sh,wikipedia__sm,wikipedia__ta,wikipedia__th,wikipedia__uz,wikipedia__wuu,wikipedia__yo,identifier__OpenPlaques,name__tl,wikipedia__tl,identifier__CANTIC,name__sl,wikipedia__sl,name__bg,wikipedia__bgwikiquote,identifier__MusicBrainz,identifier__senate_nl,wikipedia__plwikiquote,identifier__discogs,identifier__Britannica,identifier__wikitree,occupation,wikipedia__fawikiquote,wikipedia__ptwikiquote,identifier__nlg,identifier__NLA,wikipedia__sq,name__hy,wikipedia__hy,name__sq,wikipedia__azb,name__azb,name__as,name__bs,name__ceb,name__de_formal,name__dsb,name__eml,name__fo,name__frr,name__fy,name__hsb,name__is,name__mt,name__nl_informal,name__se,name__ht,name__jv,name__su,name__ay,wikipedia__br,wikipedia__kk,identifier__snac,name__kk,wikipedia__eowikinews,identifier__quora,wikipedia__sk,name__or,name__ext,wikipedia__ie,identifier__BIBSYS,identifier__NUKAT,instagram,wikipedia__kn,name__ace,name__kn,identifier__SELIBR,identifier__LNB,identifier__GNC,wikipedia__zh_min_nan,wikipedia__is,wikipedia__te,name__te,wikipedia__ka,name__nan,name__ka,identifier__GTAA,name__aa,name__bcl,name__bi,name__cdo,name__ch,name__cho,name__chy,name__cr,name__crh_latn,name__csb,name__cu,name__diq,name__ff,name__fj,name__gn,name__got,name__gv,name__hak,name__haw,name__hif_latn,name__ho,name__hz,name__ig,name__ik,name__ike_latn,name__ilo,name__jbo,name__kaa,name__ki,name__kj,name__kk_latn,name__kl,name__kr,name__ksh,name__ku_latn,name__kw,name__lad,name__lg,name__lmo,name__ln,name__lo,name__ltg,name__map_bms,name__mh,name__mo,name__mus,name__mwl,name__my,name__na,name__nah,name__nov,name__nso,name__nv,name__om,name__pag,name__pam,name__pdc,name__pih,name__rmy,name__rn,name__ruq_latn,name__rw,name__sg,name__shi_latn,name__sn,name__so,name__srn,name__ss,name__st,name__stq,name__szl,name__tet,name__tg_latn,name__tk,name__tn,name__to,name__ts,name__tt,name__tt_latn,name__tum,name__tw,name__ty,name__ug_latn,name__ve,name__vep,name__war,name__xh,name__za,name__zea,wikipedia__bg,identifier__OLID
Q18167135,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,,Shane Reti,,,,male,1963-06-05,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,,,,Shane,,,,,,DrShaneRetiMP,,,,,,,,,,,,,,,Shane Reti,Shane Reti,,,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,,,,Shane Reti,Shane Reti,,,Shane Reti,Shane Reti,Shane Reti,,,,Shane Reti,Shane Reti,,Shane Reti,Shane Reti,Shane Reti,Shane Reti,,Shane Reti,,,Shane Reti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,,Shane Reti,,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,,Shane Reti,Shane Reti,Shane Reti,Shane Reti,,Shane Reti,Shane Reti,Shane Reti,,,Shane Reti,Shane Reti,,Shane Reti,,,Shane Reti,,,,,,,,,,,,,,,,,,,,,Shane Reti,,,Shane Reti,,,,,,,,,,politician,,,,,,,,Shane Reti,,,Shane Reti,Shane Reti,Shane Reti,,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,,,,,,,,,Shane Reti,,,,,,Shane Reti,,,,,,,,,,,,,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,Shane Reti,,
Q18167139,James Shaw,,,James Shaw,James Shaw,,James Shaw,,,James Shaw,,James Shaw (New Zealand politician),James Shaw (homme politique),,https://upload.wikimedia.org/wikipedia/commons/6/61/James_Shaw_Aro_candidates_meeting_crop.JPG,male,1973-05-06,James Shaw (New Zealand politician),,,,,,,,,,,James,Джеймс Шоу,Shaw,,,,,Category:James Shaw (New Zealand politician),,詹姆斯·肖,,詹姆斯·肖,"James Shaw (Politiker, 1973)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James Shaw,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18167393,Fletcher Tabuteau,,,Fletcher Tabuteau,,,Fletcher Tabuteau,,,Fletcher Tabuteau,,Fletcher Tabuteau,Fletcher Tabuteau,,,male,1974,Fletcher Tabuteau,,Fletcher Tabuteau,,,,,,,,,Fletcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fletcher Tabuteau,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18167636,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,,Adrian Rurawhe,,,https://upload.wikimedia.org/wikipedia/commons/d/d2/Adrian_Rurawhe_2017.jpg,male,1960,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,,,,Adrian,,,,,,,Category:Adrian Rurawhe,,,,,,,,,,,,,,Adrian Rurawhe,,,,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,,,,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,,,,Adrian Rurawhe,Adrian Rurawhe,,Adrian Rurawhe,Adrian Rurawhe,,Adrian Rurawhe,,Adrian Rurawhe,,,Adrian Rurawhe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,Adrian Rurawhe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18167638,Jenny Salesa,,,,,,Jenny Salesa,,,Jenny Salesa,,Jenny Salesa,,,"https://upload.wikimedia.org/wikipedia/commons/7/71/Jenny_Salesa,_2016.jpg",female,,Jenny Salesa,,,,,,,,,,,Jenny,,,,,,,Category:Jenny Salesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jenny Salesa,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18167642,Alastair Scott,,,Alastair Scott,,,Alastair Scott,,,Alastair Scott,,Alastair Scott (politician),,,,male,1965-09-18,Alastair Scott (politician),,,,,,,,,,,Alastair,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alastair Scott,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18167648,Stuart Smith,,,,,,Stuart Smith,,,Stuart Smith,,Stuart Smith (politician),,,,male,,Stuart Smith (politician),,,,,,,,,,,Stuart,Стюарт Смит,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ستيوارت سميث,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18330896,Mahesh Bindra,,,,,,Mahesh Bindra,,,Mahesh Bindra,,Mahesh Bindra,,,,male,,,,Mahesh Bindra,,,,,,,,,Mahesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,মহেশ বিন্দ্রা,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19875535,Ria Bond,,,,Ria Bond,,,,,Ria Bond,,Ria Bond,,,,female,1976,,,,,,,,,,,,,,Bond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20983272,Marama Davidson,,Marama Davidson,,Marama Davidson,,Marama Davidson,,,Marama Davidson,,Marama Davidson,,,https://upload.wikimedia.org/wikipedia/commons/6/69/Marama_Davidson.jpg,female,1974,Marama Davidson,,,,,,,,,,,,,Davidson,,,,,Category:Marama Davidson,,,,,Marama Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marama Davidson,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q26845632,Barry Coates,,Barry Coates,,Barry Coates,,,,,Barry Coates,,Barry Coates,,,https://upload.wikimedia.org/wikipedia/commons/b/b1/Barry_Coates.jpg,male,1956-10-18,,,,,,,,,,,,Barry,,Coates,,,,,Category:Barry Coates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27825309,Paul Eagle,,,,Paul Eagle,,,,,Paul Eagle,,Paul Eagle,,,https://upload.wikimedia.org/wikipedia/commons/a/a4/Paul_Eagle.jpg,male,1972-01-10,Paul Eagle,,,,,,,,,,,Paul,,,,,http://www.pauleagle.co.nz,,Category:Paul Eagle,,,,,,,,,,,,,,,,,,Paul Eagle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paul Eagle,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27950864,Michael Wood,,,,Michael Wood,,,,,Michael Wood,,Michael Wood (New Zealand politician),,,"https://upload.wikimedia.org/wikipedia/commons/7/7f/Michael_Wood,_2006.jpg",male,1980-05-10,Michael Wood (New Zealand politician),,,,,,,,,,,Michael,,Wood,,248330277,,,Category:Michael Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0003 6967 4743,,no2012054921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Wood,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28137192,Chlöe Swarbrick,,,,Chlöe Swarbrick,,,,,Chlöe Swarbrick,,Chlöe Swarbrick,,,https://upload.wikimedia.org/wikipedia/commons/8/80/Chlöe_Swarbrick.jpg,female,1994-06-26,Chlöe Swarbrick,,,,,,,,,,,,,,,,https://chloeswarbrick.co.nz/,,Category:Chlöe Swarbrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295784974090482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chlöe Swarbrick,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28600237,Greg O'Connor,,Greg O'Connor,,Greg O'Connor,,,,,Greg O'Connor,,Greg O'Connor (politician),,,https://upload.wikimedia.org/wikipedia/commons/c/cc/Greg_O'Connor_(crop).jpg,male,1958-05-12,Greg O'Connor (politician),,,,,,,,,,,Greg,,O'Connor,,,,,Category:Greg O'Connor (politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,police officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28839760,Lawrence Yule,,,,Lawrence Yule,,,,,Lawrence Yule,,Lawrence Yule,,,https://upload.wikimedia.org/wikipedia/commons/4/48/Lawrence_Yule.jpg,male,,Lawrence Yule,,,,,,,,,,,Lawrence,,,,,,LawrenceYuleMP,Category:Lawrence Yule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3456546,David Shearer,David Shearer,David Shearer,David Shearer,David Shearer,,David Shearer,,David Shearer,David Shearer,David Shearer,David Shearer,,,https://upload.wikimedia.org/wikipedia/commons/1/1a/David_Shearer.jpg,male,1957-07-28,David Shearer,,,,,,,,,,,David,,,,61037575,,,Category:David Shearer,,戴維·希勒,,,,デビッド・シアラー,,,,,,,,David Shearer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,デビッド・シアラー,,,,,,,,,,David Shearer,,,,,,,,0000 0001 1445 7253,173173934,nb98051707,,,,/m/0640d1d,,,,,,,,,162393229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Shearer,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n2004068572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3527980,Rino Tirikatene,Rino Tirikatene,,Rino Tirikatene,Rino Tirikatene,,Rino Tirikatene,,,Rino Tirikatene,Rino Tirikatene,Rino Tirikatene,,,"https://upload.wikimedia.org/wikipedia/commons/4/49/Rino_Tirikatene,_2011.jpg",male,1972,Rino Tirikatene,,,,,,,,,,,Rino,,,,,,,Category:Rino Tirikatene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rino Tirikatene,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
