id,name,name__en,name__de,name__fr,wikipedia__en,gender,birth_date,given_name,original_wikiname,name__es,name__nl,name__ja,wikipedia__de,occupation,name__lb,name__zh,name__tum,name__pl,name__ko,name__he,name__oc,name__yo,name__ms,name__et,name__id,name__ny,name__ml,name__br,name__vi,name__el,name__ar,name__sv,name__pt,name__eo,name__ru,name__sr,name__tr,name__ca,name__fi,name__la,name__os,name__io,name__mr,name__ka,name__nb,name__uk,name__fa,name__nn,name__da,name__be,name__it,name__sco,name__cs,name__kk,name__hu,wikipedia__ar,wikipedia__ast,wikipedia__be,wikipedia__br,wikipedia__ca,wikipedia__cs,wikipedia__da,wikipedia__el,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__fr,wikipedia__he,wikipedia__id,wikipedia__io,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__kk,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__ml,wikipedia__mr,wikipedia__ms,wikipedia__nl,wikipedia__nn,wikipedia__no,wikipedia__ny,wikipedia__oc,wikipedia__os,wikipedia__pl,wikipedia__pt,wikipedia__ru,wikipedia__sco,wikipedia__sr,wikipedia__sv,wikipedia__tr,wikipedia__tum,wikipedia__uk,wikipedia__vi,wikipedia__yo,wikipedia__zh,image,identifier__freebase,family_name,identifier__VIAF,identifier__ISNI,identifier__LCAuth,identifier__Britannica,name__ast,twitter,death_date,wikipedia__zh_yue,name__yue,instagram,facebook,identifier__IMDB,wikipedia__commons,name__bar,name__sl,name__zh_hant,name__zh_hans,name__pt_br
Q45780638,Enock Luka,Enock Luka,,,,male,,,,Enock Luka,Enock Luka,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enock Luka,,,,,,,,,,Enock Luka,,,
Q45780661,Enoss Chitatanga,Enoss Chitatanga,,,,male,,,,Enoss Chitatanga,Enoss Chitatanga,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enoss Chitatanga,,,,,,,,,,Enoss Chitatanga,,,
Q45780678,Ernest Yahaya,Ernest Yahaya,,,,male,,Ernest,,Ernest Yahaya,Ernest Yahaya,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yahaya,,,,,Ernest Yahaya,,,,,,,,,,Ernest Yahaya,,,
Q45780692,Esther Jolobala,Esther Jolobala,,,,female,,Esther,,Esther Jolobala,Esther Jolobala,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Esther Jolobala,,,,,,,,,,Esther Jolobala,,,
Q45780707,Esther Mcheka-Chilenje,Esther Mcheka-Chilenje,,,,female,,Esther,,Esther Mcheka-Chilenje,Esther Mcheka-Chilenje,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Esther Mcheka-Chilenje,,,,,,,,,,Esther Mcheka-Chilenje,,,
Q45780722,Everson Makowa-Mwale,Everson Makowa-Mwale,,,,male,,Everson,,Everson Makowa-Mwale,Everson Makowa-Mwale,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Everson Makowa-Mwale,,,,,,,,,,Everson Makowa-Mwale,,,
Q45780744,Everton Chimulirenji,Everton Chimulirenji,,,,male,,Everton,,Everton Chimulirenji,Everton Chimulirenji,,,politician,,,,,,,,,,,,Ngoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Everton Chimulirenji,,,,,,,,,,Everton Chimulirenji,,,
Q45780763,Ezekiel Ching'oma,Ezekiel Ching'oma,,,,male,,Ezekiel,,Ezekiel Ching'oma,Ezekiel Ching'oma,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ezekiel Ching'oma,,,,,,,,,,Ezekiel Ching'oma,,,
Q45780788,Felix Jumbe,Felix Jumbe,,,,male,,Felix,,Felix Jumbe,Felix Jumbe,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Felix Jumbe,,,,,,,,,,Felix Jumbe,,,
Q45780812,Felton Mulli,Felton Mulli,,,,male,,,,Felton Mulli,Felton Mulli,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Felton Mulli,,,,,,,,,,Felton Mulli,,,
Q45780836,Filipo Chinkhondo,Filipo Chinkhondo,,,,male,,,,Filipo Chinkhondo,Filipo Chinkhondo,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filipo Chinkhondo,,,,,,,,,,Filipo Chinkhondo,,,
Q45780880,Francis Phiri,Francis Phiri,,,,male,,Francis,,Francis Phiri,Francis Phiri,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phiri,,,,,Francis Phiri,,,,,,,,,,Francis Phiri,,,
Q45780901,Francis Billiati,Francis Billiati,,,,male,,Francis,,Francis Billiati,Francis Billiati,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Francis Billiati,,,,,,,,,,Francis Billiati,,,
Q45780924,Frank Mapondo,Frank Mapondo,,,,male,,Frank,,Frank Mapondo,Frank Mapondo,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frank Mapondo,,,,,,,,,,Frank Mapondo,,,
Q45780944,Frank Mphande,Frank Mphande,,,,male,,Frank,,Frank Mphande,Frank Mphande,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frank Mphande,,,,,,,,,,Frank Mphande,,,
Q45780971,Frank Mwenifumbo,Frank Mwenifumbo,,,,male,,Frank,,Frank Mwenifumbo,Frank Mwenifumbo,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frank Mwenifumbo,,,,,,,,,,Frank Mwenifumbo,,,
Q45780997,Gabu Khamisa,Gabu Khamisa,,,,male,,,,Gabu Khamisa,Gabu Khamisa,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabu Khamisa,,,,,,,,,,Gabu Khamisa,,,
Q45781016,Geoffrey Chiwondo,Geoffrey Chiwondo,,,,male,,Geoffrey,,Geoffrey Chiwondo,Geoffrey Chiwondo,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geoffrey Chiwondo,,,,,,,,,,Geoffrey Chiwondo,,,
Q45781040,George Kamwanja,George Kamwanja,,,,male,,George,,George Kamwanja,George Kamwanja,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George Kamwanja,,,,,,,,,,George Kamwanja,,,
Q45781060,Godfrey Mnkhondya,Godfrey Mnkhondya,,,,male,,Godfrey,,Godfrey Mnkhondya,Godfrey Mnkhondya,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Godfrey Mnkhondya,,,,,,,,,,Godfrey Mnkhondya,,,
Q45781080,Godwin Kanjere,Godwin Kanjere,,,,male,,Godwin,,Godwin Kanjere,Godwin Kanjere,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Godwin Kanjere,,,,,,,,,,Godwin Kanjere,,,
Q45781099,Grant Ndecha,Grant Ndecha,,,,male,,Grant,,Grant Ndecha,Grant Ndecha,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grant Ndecha,,,,,,,,,,Grant Ndecha,,,
Q45781124,Grelzedar Jeffrey,Grelzedar Jeffrey,,,,female,,,,Grelzedar Jeffrey,Grelzedar Jeffrey,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grelzedar Jeffrey,,,,,,,,,,Grelzedar Jeffrey,,,
Q45781150,Harry Mkandawire,Harry Mkandawire,,,,male,,Harry,,Harry Mkandawire,Harry Mkandawire,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mkandawire,,,,,Harry Mkandawire,,,,,,,,,,Harry Mkandawire,,,
Q45781169,Harry Chipeni,Harry Chipeni,,,,male,,Harry,,Harry Chipeni,Harry Chipeni,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harry Chipeni,,,,,,,,,,Harry Chipeni,,,
Q45781189,Henry Shaba,Henry Shaba,,,,male,,Henry,,Henry Shaba,Henry Shaba,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shaba,,,,,Henry Shaba,,,,,,,,,,Henry Shaba,,,
Q45781210,Horace Chipuwa,Horace Chipuwa,,,,male,,Horace,,Horace Chipuwa,Horace Chipuwa,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Horace Chipuwa,,,,,,,,,,Horace Chipuwa,,,
Q45781228,Idi Kalosi,Idi Kalosi,,,,male,,,,Idi Kalosi,Idi Kalosi,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Idi Kalosi,,,,,,,,,,Idi Kalosi,,,
Q45781249,Ilyas Karim,Ilyas Karim,,,,male,,Ilyas,,Ilyas Karim,Ilyas Karim,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karim,,,,,Ilyas Karim,,,,,,,,,,Ilyas Karim,,,
Q45781265,Jacob Hara,Jacob Hara,,,,male,,Jacob,,Jacob Hara,Jacob Hara,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacob Hara,,,,,,,,,,Jacob Hara,,,
Q45781283,Jacqueline Kouwenhoven,Jacqueline Kouwenhoven,,,,female,1959,Jacqueline,,Jacqueline Kouwenhoven,Jacqueline Kouwenhoven,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacqueline Kouwenhoven,,,,,,,,,,Jacqueline Kouwenhoven,,,
Q45781300,James Kamwambi,James Kamwambi,,,,male,,James,,James Kamwambi,James Kamwambi,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James Kamwambi,,,,,,,,,,James Kamwambi,,,
Q45781321,James Munthali,James Munthali,,,,male,,James,,James Munthali,James Munthali,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James Munthali,,,,,,,,,,James Munthali,,,
Q45781339,Jappie Mhango,Jappie Mhango,,,,male,,,,Jappie Mhango,Jappie Mhango,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jappie Mhango,,,,,,,,,,Jappie Mhango,,,
Q45781358,Jephter Mwale,Jephter Mwale,,,,male,,,,Jephter Mwale,Jephter Mwale,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jephter Mwale,,,,,,,,,,Jephter Mwale,,,
Q45781379,John Chikalimba,John Chikalimba,,,,male,,John,,John Chikalimba,John Chikalimba,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Chikalimba,,,,,,,,,,John Chikalimba,,,
Q45781398,Joseph Mwanamvekha,Joseph Mwanamvekha,,,,male,,Joseph,,Joseph Mwanamvekha,Joseph Mwanamvekha,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Mwanamvekha,,,,,,,,,,Joseph Mwanamvekha,,,
Q45781413,Joseph Njobvuyalema,Joseph Njobvuyalema,,,,male,,Joseph,,Joseph Njobvuyalema,Joseph Njobvuyalema,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Njobvuyalema,,,,,,,,,,Joseph Njobvuyalema,,,
Q45781438,Juliana Lunguzi,Juliana Lunguzi,,,,female,,Juliana,,Juliana Lunguzi,Juliana Lunguzi,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juliana Lunguzi,JulianaLunguzi,,,,,,,,,Juliana Lunguzi,,,
Q45781461,Justin Majawa,Justin Majawa,,,,male,,Justin,,Justin Majawa,Justin Majawa,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Justin Majawa,,,,,,,,,,Justin Majawa,,,
Q45781481,Kamlepo Kalua,Kamlepo Kalua,,,,male,,,,Kamlepo Kalua,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kamlepo Kalua,,,,,,,,,,Kamlepo Kalua,,,
Q45781496,Kassim Liguluwe,Kassim Liguluwe,,,,male,,Kassim,,Kassim Liguluwe,Kassim Liguluwe,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kassim Liguluwe,,,,,,,,,,Kassim Liguluwe,,,
Q45781515,Kayo Zimchetera,Kayo Zimchetera,,,,male,,,,Kayo Zimchetera,Kayo Zimchetera,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kayo Zimchetera,,,,,,,,,,Kayo Zimchetera,,,
Q45781532,Kennedy Maluwa,Kennedy Maluwa,,,,male,,,,Kennedy Maluwa,Kennedy Maluwa,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kennedy Maluwa,,,,,,,,,,Kennedy Maluwa,,,
Q45781556,Kennedy Kachingwe,Kennedy Kachingwe,,,,male,,,,Kennedy Kachingwe,Kennedy Kachingwe,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kennedy Kachingwe,,,,,,,,,,Kennedy Kachingwe,,,
Q45781572,Khumbize Chiponda,Khumbize Chiponda,,,,female,,,,Khumbize Chiponda,Khumbize Chiponda,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khumbize Chiponda,,,,,,,,,,Khumbize Chiponda,,,
Q45781588,Langton Kamwendo,Langton Kamwendo,,,,male,,,,Langton Kamwendo,Langton Kamwendo,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Langton Kamwendo,,,,,,,,,,Langton Kamwendo,,,
Q45781611,Leonard Njikho,Leonard Njikho,,,,male,,Leonard,,Leonard Njikho,Leonard Njikho,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leonard Njikho,,,,,,,,,,Leonard Njikho,,,
Q45781626,Lingison Belekanyama,Lingison Belekanyama,,,,male,,,,Lingison Belekanyama,Lingison Belekanyama,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lingison Belekanyama,,,,,,,,,,Lingison Belekanyama,,,
Q45781650,Lloyd Malola,Lloyd Malola,,,,male,,Lloyd,,Lloyd Malola,Lloyd Malola,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lloyd Malola,,,,,,,,,,Lloyd Malola,,,
Q45781675,Lyana Tambala,Lyana Tambala,,,,female,,,,Lyana Tambala,Lyana Tambala,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lyana Tambala,,,,,,,,,,Lyana Tambala,,,
Q45781700,Mac Salijeni,Mac Salijeni,,,,male,,Mac,,Mac Salijeni,Mac Salijeni,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mac Salijeni,,,,,,,,,,Mac Salijeni,,,
Q45781716,Madalitso Kazombo,Madalitso Kazombo,,,,male,,,,Madalitso Kazombo,Madalitso Kazombo,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Madalitso Kazombo,,,,,,,,,,Madalitso Kazombo,,,
Q45781733,Mahomed Osman,Mahomed Osman,,,,male,,,,Mahomed Osman,Mahomed Osman,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mahomed Osman,,,,,,,,,,Mahomed Osman,,,
Q45781753,Malani Mtonga,Malani Mtonga,,,,male,,,,Malani Mtonga,Malani Mtonga,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malani Mtonga,,,,,,,,,,Malani Mtonga,,,
Q45781774,Maquenda Chunga,Maquenda Chunga,,,,male,,,,Maquenda Chunga,Maquenda Chunga,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maquenda Chunga,,,,,,,,,,Maquenda Chunga,,,
Q45781791,Mark Botomani,Mark Botomani,,,,male,,Mark,,Mark Botomani,Mark Botomani,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Botomani,,,,,,,,,,Mark Botomani,,,
Q45781810,Marko Ching'onga,Marko Ching'onga,,,,male,,Marko,,Marko Ching'onga,Marko Ching'onga,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marko Ching'onga,,,,,,,,,,Marko Ching'onga,,,
Q45781830,Martha Lunji,Martha Lunji,,,,female,,Martha,,Martha Lunji,Martha Lunji,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martha Lunji,,,,,,,,,,Martha Lunji,,,
Q45781850,Mary Mpanga,Mary Mpanga,,,,female,,Mary,,Mary Mpanga,Mary Mpanga,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mary Mpanga,,,,,,,,,,Mary Mpanga,,,
Q45781872,Mary Khembo,Mary Khembo,,,,female,,Mary,,Mary Khembo,Mary Khembo,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mary Khembo,,,,,,,,,,Mary Khembo,,,
Q45781893,Mary Navicha,Mary Navicha,,,,female,,Mary,,Mary Navicha,Mary Navicha,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mary Navicha,,,,,,,,,,Mary Navicha,,,
Q45781912,Maxwell Thyolera,Maxwell Thyolera,,,,male,,Maxwell,,Maxwell Thyolera,Maxwell Thyolera,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maxwell Thyolera,,,,,,,,,,Maxwell Thyolera,,,
Q45781929,Mussa Kapichira,Mussa Kapichira,,,,male,,Mussa,,Mussa Kapichira,Mussa Kapichira,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mussa Kapichira,,,,,,,,,,Mussa Kapichira,,,
Q45781951,Mwai Kamuyambeni,Mwai Kamuyambeni,,,,male,,,,Mwai Kamuyambeni,Mwai Kamuyambeni,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mwai Kamuyambeni,,,,,,,,,,Mwai Kamuyambeni,,,
Q45781963,Naomi Kilekwa,Naomi Kilekwa,,,,female,,Naomi,,Naomi Kilekwa,Naomi Kilekwa,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Naomi Kilekwa,,,,,,,,,,Naomi Kilekwa,,,
Q45781980,Noah Chimpeni,Noah Chimpeni,,,,male,,Noah,,Noah Chimpeni,Noah Chimpeni,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noah Chimpeni,,,,,,,,,,Noah Chimpeni,,,
Q45782004,Noel Masangwi,Noel Masangwi,,,,male,,,,Noel Masangwi,Noel Masangwi,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noel Masangwi,,,,,,,,,,Noel Masangwi,,,
Q45782025,Olipa Chimangeni,Olipa Chimangeni,,,,female,,,,Olipa Chimangeni,Olipa Chimangeni,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olipa Chimangeni,,,,,,,,,,Olipa Chimangeni,,,
Q45782054,Olipa Chiluba,Olipa Chiluba,,,,female,,,,Olipa Chiluba,Olipa Chiluba,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olipa Chiluba,,,,,,,,,,Olipa Chiluba,,,
