id,name__fi,name__en,name,wikipedia__fi,gender,given_name,identifier__eduskunta,original_wikiname,name__ru,name__fr,name__sv,name__pl,name__nl,name__es,name__nb,name__da,name__nn,wikipedia__en,wikipedia__fr,wikipedia__pl,wikipedia__ru,wikipedia__sv,image,birth_date,identifier__freebase,name__it,name__de,name__et,wikipedia__et,name__sco,name__ja,wikipedia__commons,wikipedia__de,wikipedia__ja,website,identifier__EuroparlMEP,identifier__valtioneuvostosta,name__lt,name__ca,name__uk,name__id,wikipedia__ca,wikipedia__es,wikipedia__id,wikipedia__lt,wikipedia__uk,identifier__VIAF,name__tr,wikipedia__tr,wikipedia__fiwikiquote,identifier__kansallisbiografia,identifier__IMDB,identifier__MusicBrainz,identifier__discogs,family_name,twitter,wikipedia__sco,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pt,name__eo,name__cs,name__fa,name__bg,name__zh,name__sk,wikipedia__bg,wikipedia__cs,wikipedia__da,wikipedia__enwikiquote,wikipedia__eo,wikipedia__fa,wikipedia__it,wikipedia__nn,wikipedia__no,wikipedia__pt,wikipedia__sk,wikipedia__zh,identifier__LCAuth,name__sr_el,name__sr_ec,name__sr,wikipedia__sr,identifier__IIAF,name__ro,name__gsw,wikipedia__ro,identifier__ISNI,identifier__SUDOC,identifier__BNF,name__lv,wikipedia__lv,wikipedia__nl,name__he,name__be,name__hy,name__sl,name__sh,name__az,name__hr,wikipedia__az,wikipedia__be,wikipedia__he,wikipedia__hr,wikipedia__hy,wikipedia__sh,wikipedia__sl,name__hu,name__sq,name__el,name__ga,name__be_tarask,name__mg,wikipedia__be_x_old,wikipedia__cswikiquote,wikipedia__el,wikipedia__ga,wikipedia__hu,wikipedia__mg,wikipedia__plwikiquote,wikipedia__sq,identifier__GND,identifier__Munzinger,identifier__GTAA,identifier__parlement,electoral_district,name__uz,name__ar,name__eu,name__lmo,name__la,name__de_ch,name__en_ca,name__en_gb,name__pt_br,name__io,name__lb,name__ie,wikipedia__ar,wikipedia__ie,wikipedia__io,wikipedia__itwikiquote,wikipedia__la,wikipedia__lb,wikipedia__simple,wikipedia__uz,identifier__SELIBR,identifier__NTA,identifier__BIBSYS,facebook,name__oc,name__ko,wikipedia__ko,instagram,name__arz,name__yo,name__ms,name__gl,name__vi,name__se,wikipedia__arz,wikipedia__gl,wikipedia__ms,wikipedia__oc,wikipedia__se,wikipedia__vi,wikipedia__yo,name__nan,wikipedia__zh_min_nan,name__so,wikipedia__so,name__cy,name__os,name__is,wikipedia__cy,wikipedia__is,wikipedia__lmo,wikipedia__os,identifier__AlloCine,identifier__allmovie,identifier__SFDb,name__sw,name__vep,name__nds,wikipedia__eu,wikipedia__nds,wikipedia__sw,wikipedia__vep,death_date,name__fo,name__fy,name__br,name__th,name__ilo,name__ka,name__mr,wikipedia__br,wikipedia__fo,wikipedia__ilo,wikipedia__ka,wikipedia__mr,wikipedia__th,wikipedia__ukwikiquote,wikipedia__fy,name__gd,name__ang,name__tl,name__kk,name__mn,name__vro,name__gv,name__nov,wikipedia__ang,wikipedia__fiu_vro,wikipedia__gd,wikipedia__gv,wikipedia__kk,wikipedia__mn,wikipedia__nov,wikipedia__ruwikinews,wikipedia__tl,identifier__NNDB,name__bs,wikipedia__bswikiquote,identifier__ULAN,name__ku_arab,name__ku_latn,name__ku,wikipedia__ku,identifier__OLID,identifier__FAST,identifier__Britannica,identifier__moviemeter,identifier__elonet,identifier__PORT,last_seen,noble_title,identifier__SCOPE,identifier__kinopoisk,identifier__CSFD,identifier__DNF,identifier__filmportal_de,identifier__senate_nl,wikipedia__svwikiquote,identifier__PACE,wikipedia__hsb,name__co,name__ty,name__hsb,identifier__wikitree,identifier__google_knowledge,linkedin,married_name,identifier__NKC,identifier__NUKAT,occupation,name__af,name__an,name__ast,name__bar,name__bm,name__de_at,name__frc,name__frp,name__fur,name__ia,name__jam,name__kab,name__kg,name__li,name__lij,name__min,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__scn,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,wikipedia__enwikinews,name__qu,wikipedia__qu,identifier__ne_se,name__tt,identifier__snac,pseudonym,wikipedia__srwikinews,name__ext,identifier__NLI,identifier__BNE,identifier__BAV,name__sje,name__sma,name__smj,identifier__ioc_athlete,wikipedia__ast,identifier__NDL,name__ace,identifier__N6I,identifier__LNB,identifier__NLP,wikipedia__tt,wikipedia__bewikiquote,name__kl,name__fit,name__lfn,identifier__GNC,identifier__youtube,name__bn,email,name__aa,name__ak,name__aln,name__arn,name__ay,name__bcl,name__bi,name__bjn,name__brh,name__cbk_zam,name__cdo,name__ceb,name__ch,name__cho,name__chr,name__chy,name__cr,name__crh_latn,name__csb,name__diq,name__dsb,name__dtp,name__ee,name__eml,name__ff,name__fj,name__frr,name__gag,name__gn,name__got,name__ha,name__hak,name__haw,name__hif_latn,name__ho,name__ht,name__hz,name__ig,name__ik,name__ike_latn,name__iu,name__jbo,name__jv,name__kaa,name__ki,name__kj,name__kk_latn,name__kk_tr,name__kr,name__krj,name__ksh,name__lad,name__lg,name__ln,name__loz,name__ltg,name__lus,name__lzz,name__map_bms,name__mi,name__mt,name__mus,name__mwl,name__na,name__nah,name__ng,name__nso,name__nv,name__ny,name__om,name__pag,name__pam,name__pdc,name__pdt,name__pfl,name__pih,name__qug,name__rif,name__rmy,name__rn,name__roa_tara,name__rup,name__ruq_latn,name__rw,name__sat,name__sdc,name__sei,name__sg,name__sgs,name__shi_latn,name__sli,name__sm,name__sn,name__srn,name__st,name__stq,name__szl,name__tet,name__tg_latn,name__tk,name__tn,name__to,name__tpi,name__tru,name__ts,name__tt_latn,name__tum,name__ug_latn,name__ve,name__vot,name__war,name__xh,name__za,name__zea,identifier__bigenc_ru,wikipedia__enwikisource,honorific_suffix,identifier__CONOR,identifier__CiNii,identifier__NLA,wikipedia__wuu,name__wuu
Q16991041,Marja-Liisa Tykkyläinen,Marja-Liisa Tykkyläinen,Marja-Liisa Tykkyläinen,Marja-Liisa Tykkyläinen,female,Marja-Liisa,283,Marja-Liisa Tykkyläinen,,Marja-Liisa Tykkyläinen,,,Marja-Liisa Tykkyläinen,,,,,,,,,,,1945,,,,,,,,,,,,,,,Marja-Liisa Tykkyläinen,,,,,,,,,,,,,,,,Tykkyläinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marja-Liisa Tykkyläinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Marja-Liisa Tykkyläinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16991061,Pauli Uitto,Pauli Uitto,Pauli Uitto,Pauli Uitto,male,Pauli,290,Pauli Uitto,,Pauli Uitto,,,Pauli Uitto,Pauli Uitto,,,,,,,,,,1932-04-29,,Pauli Uitto,,,,,,,,,,,,,Pauli Uitto,,,,,,,,,,,,,,,,Uitto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pauli Uitto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Pauli Uitto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16991064,Tuulikki Ukkola,Tuulikki Ukkola,Tuulikki Ukkola,Tuulikki Ukkola,female,Tuulikki,389,Tuulikki Ukkola,,Tuulikki Ukkola,Tuulikki Ukkola,,Tuulikki Ukkola,Tuulikki Ukkola,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/44/Tuulikki_Ukkola.jpg,1943-11-28,,,Tuulikki Ukkola,,,,,,,,,,,,Tuulikki Ukkola,,,,,,,,,,,Tuulikki Ukkola,,,,,Ukkola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tuulikki Ukkola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,politician,,,Tuulikki Ukkola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16991079,Kari Urpilainen,Kari Urpilainen,Kari Urpilainen,Kari Urpilainen,male,Kari,297,Kari Urpilainen,,Kari Urpilainen,,,Kari Urpilainen,Kari Urpilainen,,,,Kari Urpilainen,,,,,,1951-05-08,,,,,,,,,,,,,,,Kari Urpilainen,,,,,,,,,,,,,,,,Urpilainen,,,卡里·乌尔皮莱宁,卡里·烏爾皮萊寧,,卡里·乌尔皮莱宁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kari Urpilainen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Kari Urpilainen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16991103,Raija Vahasalo,Raija Vahasalo,Raija Vahasalo,Raija Vahasalo,female,Raija,605,Raija Vahasalo,,Raija Vahasalo,,,Raija Vahasalo,Raija Vahasalo,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/b/b6/RaijaVahasalo.jpg,1961-03-10,,,,,,,,,,,,,,,Raija Vahasalo,,,,,,,,,,,,,,,,Vahasalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raija Vahasalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Raija Vahasalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16991141,Sakari Valli,Sakari Valli,Sakari Valli,Sakari Valli,male,Sakari,281,Sakari Valli,,Sakari Valli,,,Sakari Valli,Sakari Valli,,,,,,,,,,1936-05-11,,,Sakari Valli,,,,,,,,,,,,Sakari Valli,,,,,,,,,,,,,,,,Valli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sakari Valli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Sakari Valli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16991153,Pirkko Valtonen,Pirkko Valtonen,Pirkko Valtonen,Pirkko Valtonen,female,Pirkko,910195,Pirkko Valtonen,,Pirkko Valtonen,,,Pirkko Valtonen,Pirkko Valtonen,,,,,,,,,,1931-08-04,,,,,,,,,,,,,,,Pirkko Valtonen,,,,,,,,,,,,,,,,Valtonen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pirkko Valtonen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pirkko Valtonen,,,,,,,,,,,,,,,,,2014-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Pirkko Valtonen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16991193,Marjatta Vehkaoja,Marjatta Vehkaoja,Marjatta Vehkaoja,Marjatta Vehkaoja,female,Marjatta,418,Marjatta Vehkaoja,,Marjatta Vehkaoja,,,Marjatta Vehkaoja,Marjatta Vehkaoja,,,,,,,,,,1945-05-09,,,,,,,,,,,,,,,Marjatta Vehkaoja,,,,,,,,,,,,,,,,Vehkaoja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marjatta Vehkaoja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Marjatta Vehkaoja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16991264,Pekka Viljanen,Pekka Viljanen,Pekka Viljanen,Pekka Viljanen (poliitikko),male,Pekka,415,Pekka Viljanen (poliitikko),,Pekka Viljanen,,,Pekka Viljanen,Pekka Viljanen,,,,Pekka Viljanen,,,,,,1945-03-11,,,,,,,,,,,,,,,Pekka Viljanen,,,,,,,,,,,,,,,,Viljanen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pekka Viljanen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Pekka Viljanen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16991272,Väinö Vilponiemi,Väinö Vilponiemi,Väinö Vilponiemi,Väinö Vilponiemi,male,Väinö,910197,Väinö Vilponiemi,,Väinö Vilponiemi,,,Väinö Vilponiemi,,,,,,,,,,,1925-11-03,,,,,,,,,,,,,,,Väinö Vilponiemi,,,,,,,,,,,,,,,,Vilponiemi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Väinö Vilponiemi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Väinö Vilponiemi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16991324,Markku Vuorensola,Markku Vuorensola,Markku Vuorensola,Markku Vuorensola,male,Markku,369,Markku Vuorensola,,Markku Vuorensola,,,Markku Vuorensola,Markku Vuorensola,,,,,,,,,,1948,,,,,,,,,,,,,,,Markku Vuorensola,,,,,,,,,,,,,,,,Vuorensola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Markku Vuorensola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Markku Vuorensola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16991335,Raimo Vuoristo,Raimo Vuoristo,Raimo Vuoristo,Raimo Vuoristo,male,Raimo,296,Raimo Vuoristo,,Raimo Vuoristo,,,Raimo Vuoristo,Raimo Vuoristo,,,,,,,,,,1943-03-01,,,,,,,,,,,,,,,Raimo Vuoristo,,,,,,,,,,,,,,,,Vuoristo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raimo Vuoristo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Raimo Vuoristo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16991368,Marjatta Väänänen,Marjatta Väänänen,Marjatta Väänänen,Marjatta Väänänen,female,Marjatta,271,Marjatta Väänänen,,Marjatta Väänänen,Marjatta Väänänen,,Marjatta Väänänen,,,,,,,,,Marjatta Väänänen,https://upload.wikimedia.org/wikipedia/commons/6/6b/Marjatta-Vaananen-1972.jpg,1923-08-09,,,,,,,,,,,,,54,,Marjatta Väänänen,,,,,,,,38723737,,,,3998,,,,Väänänen,,,,,,,,,,,,,,,,,,,,,,,,,,,,n2001083922,,,,,,,,,0000 0000 3828 7984,,,,,,,,,Marjatta Väänänen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Marjatta Väänänen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16999975,Pertti Mäki-Hakola,Pertti Mäki-Hakola,Pertti Mäki-Hakola,Pertti Mäki-Hakola,male,Pertti,584,Pertti Mäki-Hakola,,Pertti Mäki-Hakola,,,Pertti Mäki-Hakola,,,,,,,,,,,1951-07-11,,,,,,,,,,,,,,,Pertti Mäki-Hakola,,,,,,,,,,,,,,,,Mäki-Hakola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pertti Mäki-Hakola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Pertti Mäki-Hakola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16999977,Mika Raatikainen,Mika Raatikainen,Mika Raatikainen,Mika Raatikainen,male,Mika,1275,Mika Raatikainen,,Mika Raatikainen,Mika Raatikainen,,Mika Raatikainen,Mika Raatikainen,,,,Mika Raatikainen,,,,Mika Raatikainen,,1961-11-07,/m/0134m9lt,,,,,,,,,,,,,,Mika Raatikainen,,,,,,,,,,,,,,,,Raatikainen,PeruSmika2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mika Raatikainen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Mika Raatikainen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1711532,Juha Sipilä,Juha Sipilä,Juha Sipilä,Juha Sipilä,male,Juha,1108,Juha Sipilä,Юха Сипиля,Juha Sipilä,Juha Sipilä,Juha Sipilä,Juha Sipilä,Juha Sipilä,Juha Sipilä,Juha Sipilä,Juha Sipilä,Juha Sipilä,Juha Sipilä,Juha Sipilä,"Сипиля, Юха",Juha Sipilä,https://upload.wikimedia.org/wikipedia/commons/a/a0/Juha_Sipilä.jpg,1961-04-25,/m/0j_59yj,Juha Sipilä,Juha Sipilä,Juha Sipilä,Juha Sipilä,Juha Sipilä,ユハ・シピラ,Category:Juha Sipilä,Juha Sipilä,ユハ・シピラ,http://www.juhasi.fi/,,,,Juha Sipilä,Юха Сіпіля,Juha Sipilä,,Juha Sipilä,Juha Sipilä,,Юга Сіпіля,,Juha Sipilä,Juha Sipilä,Juha Sipilä,,,,,Sipilä,juhasipila,Juha Sipilä,,尤哈·西皮萊,,尤哈·西皮莱,,,Juha Sipilä,,Juha Sipilä,یوها سیپیلا,Юха Сипиля,尤哈・席比拉,,Юха Сипиля,Juha Sipilä,Juha Sipilä,Juha Sipilä,,یوها سیپیلا,Juha Sipilä,Juha Sipilä,Juha Sipilä,Juha Sipilä,,尤哈·西比莱,n2017006505,,,,,,Juha Sipilä,,,,,,Juha Sipile,Juha Sipile,Juha Sipilä,יוהה סיפילה,Юха Сіпіля,Յուհա Սիպիլյա,Juha Sipilä,,,,,Юха Сіпіля,יוהה סיפילה,,,,,Juha Sipilä,,Γιούχα Σίπιλα,,,,,,Γιούχα Σίπιλα,,Juha Sipilä,,,,,,,,,Juha Sipilä,يوها سيبيلا,,,Juha Sipilä,,,,,,Juha Sipilä,Juha Sipilä,يوها سيبيلا,Juha Sipilä,,Juha Sipilä,Juha Sipilä,Juha Sipilä,,Juha Sipilä,,,,juhasi.fi,,유하 시필레,유하 시필래,,,,,,Juha Sipilä,,,,,,,Juha Sipilä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biography/Juha-Sipila,,,,,,,,,,,,,,Juha Sipilä,,,Juha Sipilä,,,,,,,politician,,,Juha Sipilä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,juha-sipilä,Юһа Сипилә,,,,,,,,,,,,,,,,,,Юһа Сипилә,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
