id,name__es,name__nl,name__en,name__fr,name__hu,name,wikipedia__es,gender,occupation,birth_date,given_name,original_wikiname,name__ru,name__de,name__cy,wikipedia__en,wikipedia__ru,death_date,name__diq,name__yo,name__pl,name__nb,name__da,name__nn,name__sv,name__ja,wikipedia__de,wikipedia__fr,wikipedia__pl,wikipedia__yo,image,identifier__freebase,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__eu,name__he,name__ko,name__ms,name__it,name__id,name__bn,name__vi,name__ar,name__pt,name__eo,name__sr_el,name__sr_ec,name__tr,name__ca,name__fi,name__uk,name__be_tarask,name__cs,name__bg,name__fa,name__io,name__mr,name__ka,name__hr,name__lt,name__be,name__kk,name__sr,name__zh,name__is,name__az,name__lv,name__sco,name__ro,wikipedia__ar,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__ca,wikipedia__cs,wikipedia__da,wikipedia__eo,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__he,wikipedia__hr,wikipedia__id,wikipedia__io,wikipedia__is,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__kk,wikipedia__ko,wikipedia__lt,wikipedia__lv,wikipedia__mr,wikipedia__ms,wikipedia__nl,wikipedia__nn,wikipedia__no,wikipedia__plwikiquote,wikipedia__pt,wikipedia__ro,wikipedia__sco,wikipedia__simple,wikipedia__sr,wikipedia__sv,wikipedia__tr,wikipedia__uk,wikipedia__vi,wikipedia__zh,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__NDL,identifier__NNDB,identifier__GTAA,identifier__FAST,wikipedia__eswikisource,identifier__OLID,identifier__nlg,name__mg,wikipedia__mg,name__ml,name__se,name__el,name__et,name__oc,name__lb,name__la,wikipedia__commons,wikipedia__el,wikipedia__et,wikipedia__la,wikipedia__lb,wikipedia__ml,wikipedia__oc,wikipedia__se,website,twitter,facebook,identifier__quora,name__nds,identifier__GNC,identifier__snac,name__gl,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__ia,name__ie,name__jam,name__kab,name__kg,name__li,name__lij,name__min,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__sc,name__scn,name__sk,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,wikipedia__eswikiquote,identifier__BNE,second_surname,family_name,wikipedia__gd,name__sl,wikipedia__gl,wikipedia__sl,identifier__Britannica,name__qu,wikipedia__qu,identifier__IMDB,identifier__MusicBrainz,identifier__NKC,identifier__AlloCine,identifier__CANTIC,identifier__discogs,identifier__allmovie,identifier__SFDb,identifier__PORT,identifier__SCOPE,identifier__kinopoisk,identifier__CSFD,identifier__DNF,wikipedia__an,identifier__bigenc_ru,name__ay,wikipedia__ay,wikipedia__ruwikinews,name__hy,wikipedia__cy,wikipedia__hy,wikipedia__ku,wikipedia__sh,identifier__Munzinger,wikipedia__zh_min_nan,name__ku,name__sh,name__nan,wikipedia__sq,name__sq
Q5939155,José Daniel Crespo,José Daniel Crespo,José Daniel Crespo,José Daniel Crespo,,José Daniel Crespo,José Daniel Crespo,male,writer,1890-08-02,José,José Daniel Crespo,,,,,,1958-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5942565,José María Alemán,José María Alemán,José María Alemán,José María Alemán,,José María Alemán,José María Alemán,male,writer,1830-03-17,José,José María Alemán,,José María Alemán,,,,1887-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66237518,,,,,,,,,Autor:José María Alemán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5997556,Mariano Arosemena,Mariano Arosemena,Mariano Arosemena,Mariano Arosemena,,Mariano Arosemena,Mariano Arosemena,male,writer,1794-07-26,Mariano,Mariano Arosemena,,,,,,1868-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15947854,,no2001051678,,,,,,465211,Autor:Mariano Arosemena,OL1685665A,111238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6005897,Mateo Iturralde,Mateo Iturralde,Mateo Iturralde,Mateo Iturralde,,Mateo Iturralde,Mateo Iturralde,male,lawyer,1821-09-21,Mateo,Mateo Iturralde,,,,,,1895-07-22,,,,,,,,,,,,,,,,,,,,,,,,,Mateo Iturralde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q603836,Arnulfo Arias Madrid,Arnulfo Arias,Arnulfo Arias,Arnulfo Arias,Arnulfo Arias Madrid,Arnulfo Arias,Arnulfo Arias Madrid,male,politician,1901-08-15,Arnulfo,Arnulfo Arias Madrid,"Ариас Мадрид, Арнульфо",Arnulfo Arias,,Arnulfo Arias,"Ариас Мадрид, Арнульфо",1988-08-10,Arnulfo Arias,Arnulfo Arias,Arnulfo Arias Madrid,Arnulfo Arias Madrid,Arnulfo Arias Madrid,Arnulfo Arias Madrid,Arnulfo Arias Madrid,アルヌルフォ・アリアス,Arnulfo Arias,Arnulfo Arias,Arnulfo Arias Madrid,Arnulfo Arias,,/m/01hmm6,,,,,,,,,,,Arnulfo Arias,,,,أرنولفو آرياس,Arnulfo Arias Madrid,Arnulfo Arias,,,,,Arnulfo Arias,,,,,,Arnulfo Arias Madrid,,არნულფო არიასი,,,,,Арнулфо Аријас,阿努尔福·阿里亚斯·马德里,,,Arnulfo Arjass,,,أرنولفو آرياس,,,,,,,,,Arnulfo Arias,,,Arnulfo Arias,,,,Arnulfo Arias Madrid,,Arnulfo Arias (politico),,არნულფო არიასი,,,,Arnulfo Arjass,,,,,,Arnulfo Arias Madrid,Arnulfo Arias Madrid,,,,Арнулфо Аријас,,,,,阿努尔福·阿里亚斯·马德里,,11172075,1057205982,n81095884,123747845,,,,,78095,,,,,,,,,,,,,,,,,,,,,,arnulfoariasm,,,,,w6304jpv,,,Arnulfo Arias Madrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arnulfo Arias Madrid,1828090,,,,,,,,,,,,,,,
Q6082916,Porfirio Meléndez,Porfirio Meléndez,Porfirio Meléndez,Porfirio Meléndez,Porfirio Meléndez,Porfirio Meléndez,Porfirio Meléndez,male,politician,1854,Porfiriusz,Porfirio Meléndez,,,,,,1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6291513,,,José Antonio Sossa,José Antonio Sossa,,José Antonio Sossa,,male,,,José,José Antonio Sossa,,José Antonio Sossa,,José Antonio Sossa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6299350,Juan Carlos Navarro,Juan Carlos Navarro,Juan Carlos Navarro,Juan Carlos Navarro,Juan Carlos Navarro,Juan Carlos Navarro,Juan Carlos Navarro (político),male,politician,1961-10-19,Juan,Juan Carlos Navarro (político),,Juan Carlos Navarro,,Juan Carlos Navarro (politician),,,,,Juan Carlos Navarro,,,,,,,,Juan Carlos Navarro (polityk),,https://upload.wikimedia.org/wikipedia/commons/e/e8/JuanCarlosNavarro-Panama.PNG,,,,,,,,,,,,Juan Carlos Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juan Carlos Navarro (politico),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6309384,Julio Linares,Julio Linares,Julio Linares,Julio Linares,,Julio Linares,Julio Linares,male,lawyer,1930-08-07,Julio,Julio Linares,,Julio Linares,,Julio Linares,,1993-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0001 1560 6054,14850991,,n84001738,12372496v,032756887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6318463,Justo Arosemena Quesada,Justo Arosemena,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena,male,writer,1817-08-09,Justo,Justo Arosemena,Хусто Аросемена,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,"Аросемена, Хусто",1896-02-23,,,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,,,,,,"https://upload.wikimedia.org/wikipedia/commons/e/e4/Arosemena,Justo.jpg",,,,,,,,Justo Arosemena Quesada,,,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,,Justo Arosemena Quesada,,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,,,Justo Arosemena Quesada,,,Justo Arosemena Quesada,,,Justo Arosemena Quesada,Justo Arosemena Quesada,,,,,,,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0001 0907 2893,61609275,,n82270666,122866267,031700616,,,,107005,,OL436974A,,Justo Arosemena Quesada,,,,,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,,,,,,,,,,,,,,Justo Arosemena Quesada,,,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena Quesada,Justo Arosemena,XX1197381,Quesada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q665630,Arístides Royo,Aristides Royo,Aristides Royo,Aristides Royo,Arístides Royo,Aristides Royo,Arístides Royo,male,politician,1940-08-14,Aristides,Arístides Royo,,Aristides Royo,,Aristides Royo,,,Aristides Royo,Aristides Royo,Aristides Royo,Aristides Royo,,,,アリスティデス・ロヨ,Aristides Royo,Aristides Royo Sanchez,Aristides Royo,Aristides Royo,https://upload.wikimedia.org/wikipedia/commons/a/a1/Aristides_Royo_(6713987733)_(cropped).jpg,/m/06rx0b,,,,,,,Arístides Royo,,,,,,,,أريستيدس رويو,,,,,,,,,,,,,,,,,,,,,,,,,,,أريستيدس رويو,,,,,,,,,,Arístides Royo,,,,,,,,,,,,,,,,,,,Aristides Royo,,,,,,,,,,,,,266521676,,n80090359,,069433844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6752558,Manuel Espinosa Batista,,Manuel Espinosa Batista,Manuel Espinosa Batista,,Manuel Espinosa Batista,Manuel Espinosa Batista,male,,1857-09-12,Manuel,Manuel Espinosa Batista,"Эспиноса, Мануэль",Manuel Espinosa Batista,,Manuel Espinosa Batista,"Эспиноса, Мануэль",1919-11-27,,,,,,,,マヌエル・エスピノサ・バティスタ,,,,,https://upload.wikimedia.org/wikipedia/commons/f/f7/Manuel_Espinosa_Batista.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6989958,Nele Kantule,Nele Kantule,Nele Kantule,Nele Kantule,,Nele Kantule,Nele Kantule,male,revolutionary,1868,Nele,Nele Kantule,,Nele Kantule,,Nele Kantule,,1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30635311,,,,180745883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7159791,Pedro Miguel González,Pedro Miguel González Pinzón,Pedro Miguel González Pinzón,Pedro Miguel González Pinzón,Pedro Miguel González,Pedro Miguel González Pinzón,Pedro Miguel González,male,politician,1965-01-01,Pedro,Pedro Miguel González,,Pedro Miguel González Pinzón,,Pedro Miguel González Pinzón,,,,,,,,,,,,,,,,,,,,,,,,,,,Pedro Miguel González Pinzón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q721719,Rodolfo Chiari,Rodolfo Chiari,Rodolfo Chiari,Rodolfo Chiari,Rodolfo Chiari,Rodolfo Chiari,Rodolfo Chiari,male,politician,1869-11-15,Rodolfo,Rodolfo Chiari,"Чиари, Родольфо",Rodolfo Chiari,,Rodolfo Chiari,"Чиари, Родольфо",1937-08-16,Rodolfo Chiari,Rodolfo Chiari,Rodolfo Chiari,Rodolfo Chiari,Rodolfo Chiari,Rodolfo Chiari,Rodolfo Chiari,ロドルフォ・チアリ,Rodolfo Chiari,Rodolfo Chiari,Rodolfo Chiari,Rodolfo Chiari,https://upload.wikimedia.org/wikipedia/commons/6/6d/Rodolfo_Chiari.jpg,/m/06rymx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7289863,Ramón Pereira P.,,Ramon Pereira P.,Ramón Pereira P.,,Ramon Pereira P.,Ramón Pereira P.,male,,1918-12-15,Ramón,Ramón Pereira P.,,,Ramon Pereira P.,Ramon Pereira P.,,2013-08-12,,,,Ramón Pereira P.,Ramón Pereira P.,Ramón Pereira P.,Ramón Pereira P.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7412008,Samuel Lewis Galindo,Samuel Lewis Galindo,Samuel Lewis Galindo,Samuel Lewis Galindo,Samuel Lewis Galindo,Samuel Lewis Galindo,Samuel Lewis Galindo,male,businessperson,1927-06-04,Samuel,Samuel Lewis Galindo,,Samuel Lewis Galindo,,Samuel Lewis Galindo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28410893,,n82027702,,,,,,1802394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7820432,,Tomás Altamirano Mantovani,Tomás Altamirano Mantovani,Tomás Altamirano Mantovani,,Tomás Altamirano Mantovani,,male,politician,,Tomás,Tomás Altamirano Mantovani,,,,Tomás Altamirano Mantovani,,2009-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8346581,Clara González de Behringer,Clara González,Clara González,Clara González de Behringer,,Clara González,Clara González de Behringer,female,lawyer,1900-09-11,Clara,Clara González,,Clara González,,Clara González,,1991-02-11,,,,,,,,,,Clara González,,,,,,,,,,,,,,,,,ক্লারা গঞ্জালেজ,,,,Clara González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ক্লারা গঞ্জালেজ,,,,Clara González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 6662 9507,54453909,,,15511781x,,,,,,,,,,,,,,,Clara González,,,,,,,,,Clara González,,,,,,,,w68f4d5h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Կլարա Գոնսալես,,Կլարա Գոնսալես,,,,,,,,Clara González,Clara González
Q878804,Manuel Solís Palma,Manuel Solís Palma,Manuel Solís Palma,Manuel Solís Palma,Manuel Solís Palma,Manuel Solís Palma,Manuel Solís Palma,male,politician,1917-12-03,Manuel,Manuel Solís Palma,"Солис, Мануэль",Manuel Solís Palma,Manuel Solís Palma,Manuel Solís Palma,"Солис, Мануэль",2009-11-06,,Manuel Solís Palma,Manuel Solís Palma,Manuel Solís Palma,Manuel Solís Palma,Manuel Solís Palma,Manuel Solís Palma,マヌエル・ソリス,Manuel Solís Palma,Manuel Solís Palma,Manuel Solís Palma,Manuel Solís Palma,,/m/06rqyd,,,,,,,,,,,,,,,مانويل سوليس بالما,,,,,,,,,,,,,Manuel Solís Palma,,,,,,,,,,,,,,مانويل سوليس بالما,,,,,,,,,,,,,,,,Manuel Solís Palma,,,マヌエル・ソリス,,,,,,,,Manuel Solís Palma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Μανουέλ Σολίς,,,,,,Μανουέλ Σολίς,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manuel Solís Palma,,,,,,,,biography/Manuel-Solis-Palma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q887699,Ernesto Pérez Balladares,Ernesto Pérez Balladares,Ernesto Pérez Balladares,Ernesto Pérez Balladares,Ernesto Pérez Balladares,Ernesto Pérez Balladares,Ernesto Pérez Balladares,male,politician,1946-06-29,Ernesto,Ernesto Pérez Balladares,,Ernesto Pérez Balladares,,Ernesto Pérez Balladares,,,,Ernesto Pérez Balladares,Ernesto Pérez Balladares,,,,,エルネスト・ペレス・バラダレス,Ernesto Pérez Balladares,Ernesto Pérez-Balladares,Ernesto Pérez Balladares,Ernesto Pérez Balladares,,/m/061vtb,,,,,,,,,에르네스토 페레스바야다레스,,Ernesto Pérez Balladares,,,,إرنستو بيريث باياداريس,Ernesto Pérez Balladares,,,,,,Ernesto Pérez Balladares,,,,,,Ernesto Pérez Balladares,अर्नेस्टो पेरेझ बॅलादारेस,,,,,,,埃斯内托·佩雷斯·巴利亚达雷斯,,,,,,إرنستو بيريث باياداريس,,,,,,,,,,,,Ernesto Pérez Balladares,,,,Ernesto Pérez Balladares,,Ernesto Pérez Balladares,,,,에르네스토 페레스바야다레스,,,अर्नेस्टो पेरेझ बॅलादारेस,,,,,,Ernesto Pérez Balladares,,,,,,,,,埃斯内托·佩雷斯·巴利亚达雷斯,,23889614,,n97105811,,,,,,399102,,,,,,,,,,Ernesto Pérez Balladares,,,,,,,,,Ernesto Pérez Balladares,,http://www.perezballadares.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q888903,Ricardo de la Espriella,Ricardo de la Espriella,Ricardo de la Espriella,Ricardo de la Espriella,Ricardo de la Espriella,Ricardo de la Espriella,Ricardo de la Espriella,male,politician,1934-09-05,Ricardo,Ricardo de la Espriella,,Ricardo de la Espriella Toral,,Ricardo de la Espriella,,,Ricardo de la Espriella,Ricardo de la Espriella,,,,,,リカルド・デ・ラ・エスプリエラ,Ricardo de la Espriella Toral,Ricardo de la Espriella,,Ricardo de la Espriella,https://upload.wikimedia.org/wikipedia/commons/2/2d/De-la-espriella-crop.jpg,/m/06rw_7,,,,,,,,,,,,,,,ريكاردو دي لا إسبرييا,,,,,,,,,,,,,,,,,,,,,,,,,,,ريكاردو دي لا إسبرييا,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9069105,Richard Fifer,Richard Fifer Carles,Richard Fifer Carles,Richard Fifer Carles,,Richard Fifer Carles,Richard Fifer,male,,1957-01-23,Richard,Richard Fifer,,Richard Fifer Carles,,Richard Fifer Carles,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/33/Richard_fifer.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
