id,name__en,name__km,name__es,name__nl,name__de,name__fr,name,wikipedia__en,wikipedia__km,gender,birth_date,original_wikiname,name__it,given_name,name__zh,name__th,name__vi,name__fi,name__ja,wikipedia__de,wikipedia__fi,wikipedia__fr,wikipedia__it,wikipedia__ja,wikipedia__simple,wikipedia__th,wikipedia__vi,wikipedia__zh,image,identifier__VIAF,identifier__LCAuth,death_date,identifier__freebase,name__pt,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pl,name__he,name__ru,name__ko,name__sv,name__nb,name__fa,name__be,name__tr,wikipedia__be,wikipedia__es,wikipedia__fa,wikipedia__he,wikipedia__ko,wikipedia__no,wikipedia__pl,wikipedia__pt,wikipedia__ru,wikipedia__sv,wikipedia__tr,name__ca,name__oc,name__qu,name__yo,name__ms,name__gl,name__id,name__br,name__el,name__sh,name__is,name__sr,name__sco,name__da,name__eu,name__et,name__ar,name__la,wikipedia__ar,wikipedia__br,wikipedia__da,wikipedia__el,wikipedia__et,wikipedia__eu,wikipedia__gl,wikipedia__id,wikipedia__is,wikipedia__la,wikipedia__ms,wikipedia__nl,wikipedia__oc,wikipedia__qu,wikipedia__sco,wikipedia__sh,wikipedia__sr,wikipedia__yo,identifier__ISNI,identifier__GND,identifier__SUDOC,identifier__NNDB,identifier__Munzinger,wikipedia__commons,wikipedia__bn,wikipedia__tl,name__bn,name__tl,name__cy,website,identifier__FAST,name__hu,last_seen,wikipedia__plwikiquote,wikipedia__cs,name__cs,facebook,identifier__Britannica,family_name,occupation,name__bar,identifier__snac,identifier__quora,name__uk,wikipedia__uk,wikipedia__mn,name__mn,identifier__bigenc_ru,name__ka,wikipedia__ka,wikipedia__war,identifier__NTA,name__pt_br,name__war,identifier__GTAA,wikipedia__wuu,name__hi,wikipedia__hi,wikipedia__mzn,identifier__BNF,name__fo,name__kl,name__nn,wikipedia__ca,name__mzn,name__wuu,wikipedia__ast,wikipedia__ceb,name__ast,name__ceb,name__en_ca,name__en_gb,name__ur,wikipedia__ur,name__sl,identifier__NKC
Q5069253,Cham Prasidh,ចម ប្រសិទ្ធ,Cham Prasidh,Cham Prasidh,Cham Prasidh,Cham Prasidh,Cham Prasidh,Cham Prasidh,ចម ប្រសិទ្ធ,male,1951-05-14,Cham Prasidh,,,占蒲拉西,,,,,,,,,,,,,占蒲拉西,https://upload.wikimedia.org/wikipedia/commons/3/36/Cham_Prasith_UNIDO.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cham Prasidh,,,,,,,Huang,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5070292,Chan Cheng,,,Chan Cheng,Chan Cheng,Chan Cheng,Chan Cheng,Chan Cheng,,male,,Chan Cheng,Chan Cheng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5070358,Chan Sarun,ច័ន្ទ សារុន,,Chan Sarun,Chan Sarun,Chan Sarun,Chan Sarun,Chan Sarun,,male,1951-08-13,Chan Sarun,Chan Sarun,,曾仕伦,,,,,,,,,,,,,曾仕伦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chan Sarun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,Chan Sarun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5088596,Chay Saing Yun,,,Chay Saing Yun,Chay Saing Yun,Chay Saing Yun,Chay Saing Yun,Chay Saing Yun,,male,,,,Chay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5088784,Chea Poch,,,Chea Poch,Chea Poch,Chea Poch,Chea Poch,Chea Poch,,male,1974-01-02,Chea Poch,Chea Poch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5088785,Chea Soth,,,Chea Soth,Chea Soth,Chea Soth,Chea Soth,Chea Soth,,male,1928-03-03,,Chea Soth,,,,,,,,,,,,,,,,,,,2012-01-21,,,,,,,,,,,Чеа Сот,,,,,,,,,,,,,,,Чеа Сот,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5088824,Cheam Channy,,Cheam Channy,Cheam Channy,Cheam Channy,Cheam Channy,Cheam Channy,Cheam Channy,,male,1961-02-15,Cheam Channy,,,,,,,,,,Cheam Channy,,,,,,,,,,2018-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cheam Channy,Cheam Channy,,,,
Q5088833,Cheam Yeab,,,Cheam Yeab,Cheam Yeab,Cheam Yeab,Cheam Yeab,Cheam Yeab,,male,1946-10-22,Cheam Yeab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5094764,Chhan Saphan,,,Chhan Saphan,Chhan Saphan,Chhan Saphan,Chhan Saphan,Chhan Saphan,,male,,,Chhan Saphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5094851,Chhay Tan,,,Chhay Tan,Chhay Tan,Chhay Tan,Chhay Tan,Chhay Tan,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5094884,Chhim Siek Leng,,,Chhim Siek Leng,Chhim Siek Leng,Chhim Siek Leng,Chhim Siek Leng,Chhim Siek Leng,,male,,,,Chhim,秦锡龙,,,,,,,,,,,,,秦锡龙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5094928,Chhor Leang Huot,,,Chhor Leang Huot,Chhor Leang Huot,Chhor Leang Huot,Chhor Leang Huot,Chhor Leang Huot,,male,,,Chhor Leang Huot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5099470,Chin Bun Sean,,,Chin Bun Sean,Chin Bun Sean,Chin Bun Sean,Chin Bun Sean,Chin Bun Sean,,male,,,Chin Bun Sean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5105630,Chrea Sochenda,,,Chrea Sochenda,Chrea Sochenda,Chrea Sochenda,Chrea Sochenda,Chrea Sochenda,,male,,,Chrea Sochenda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5313264,Dul Koeun,,,Dul Koeun,Dul Koeun,Dul Koeun,Dul Koeun,Dul Koeun,,male,,Dul Koeun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5315890,Duong Vanna,,,Duong Vanna,Duong Vanna,Duong Vanna,Duong Vanna,Duong Vanna,,female,,Duong Vanna,Duong Vanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5350238,Ek Sam Ol,,,Ek Sam Ol,Ek Sam Ol,Ek Sam Ol,Ek Sam Ol,Ek Sam Ol,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q536071,Choulong Somora,,Choulong Somora,Tioulong Saumura,Tioulong Saumura,Tioulong Saumura,Choulong Somora,Tioulong Saumura,,female,1950-07-09,Tioulong Saumura,,,朱隆·苏玛拉,,,,,Tioulong Saumura,,Tioulong Saumura,,,,,,朱隆·苏玛拉,https://upload.wikimedia.org/wikipedia/commons/9/9a/Tioulong_Saumura.jpg,,,,/m/047qch_,,,,,,,,,,Тиулонг Саумура,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Choulong Somora,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5377367,Eng Chhai Eang,,,Eng Chhai Eang,Eng Chhai Eang,Eng Chhai Eang,Eng Chhai Eang,Eng Chhai Eang,,male,1965-11-10,Eng Chhai Eang,Eng Chhai Eang,,杨才英,,,,,,,,,,,,,杨才英,https://upload.wikimedia.org/wikipedia/commons/5/52/Eng_Chhai_Eang.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54362350,Veng Sakhon,,,Veng Sakhon,,,Veng Sakhon,Veng Sakhon,,,1960-08-05,Veng Sakhon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q56222650,Ing Kuntha Phavi,,,Ing Kuntha Phavi,,,Ing Kuntha Phavi,Ing Kuntha Phavi,,female,1960-07-16,Ing Kuntha Phavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q56223136,Say Sam Al,,,Say Sam Al,,,Say Sam Al,Say Sam Al,,,1980-05-15,Say Sam Al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q56223552,Suos Yara,,,Suos Yara,,,Suos Yara,Suos Yara,,male,,,,Yara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suos,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q56255440,Mam Bunheng,,,Mam Bunheng,,,Mam Bunheng,Mam Bunheng,,,1949-04-13,Mam Bunheng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,civil servant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q56600221,Chea Sophara,,,Chea Sophara,,,Chea Sophara,Chea Sophara,,,1953-03-20,Chea Sophara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5710857,Hem Khorn,,,Hem Khorn,Hem Khorn,Hem Khorn,Hem Khorn,Hem Khorn,,male,,Hem Khorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5764812,Him Chhem,,,Him Chhem,Him Chhem,Him Chhem,Him Chhem,Him Chhem,,male,,,Him Chhem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q57788,Hun Sen,ហ៊ុន សែkhmer,Hun Sen,Hun Sen,Hun Sen,Hun Sen,Hun Sen,Hun Sen,ហ៊ុន សែន,male,1952-08-05,Hun Sen,Hun Sen,,洪森,สมเด็จอัครมหาเสนาบดีเดโช ฮุน เซน,Hun Sen,Hun Sen,フン・セン,Hun Sen,Hun Sen,Hun Sen,Hun Sen,フン・セン,Hun Sen,สมเด็จอัครมหาเสนาบดีเดโช ฮุน เซน,Hun Sen,洪森,https://upload.wikimedia.org/wikipedia/commons/a/ac/Hun_Sen_(2016)_cropped.jpg,81813603,nr99033779,,/m/0230wx,Hun Sen,,,,,,,Hun Sen,הון סן,Хун Сен,훈 센,Hun Sen,Hun Sen,هون سن,,Hun Sen,,Hun Sen,هون سن,הון סן,훈 센,Hun Sen,Hun Sen,Hun Sen,Хун Сен,Hun Sen,Hun Sen,Hun Sen,Hun Sen,Hun Sen,Hun Sen,Hun Sen,Hun Sen,Hun Sen,Hun Sen,Χουν Σεν,Hun Sen,Hun Sen,Хун Сен,Hun Sen,Hun Sen,Hun Sen,Hun Sen,هون سين,Hun Sen,هون سين,Hun Sen,Hun Sen,Χουν Σεν,Hun Sen,Hun Sen,Hun Sen,Hun Sen,Hun Sen,Hun Sen,Hun Sen,Hun Sen,Hun Sen,Hun Sen,Hun Sen,Hun Sen,Хун Сен,Hun Sen,0000 0001 0992 9666,137649045,08339866X,060/000111724,00000016660,Category:Hun Sen,হুন সেন,Hun Sen,হুন সেন,Hun Sen,,http://www.samdechhunsen.gov.kh/,440195,,,Hun Sen,Hun Sen,Hun Sen,,biography/Hun-Sen,,diplomat,,w6kh3j75,Hun-Sen,Гун Сен,Гун Сен,Хун Сен,Хун Сен,,,,Hun Sen,216923220,Hun Sen,Hun Sen,111603,洪森,हुन सेन,हुन सेन,هون سن,,,,,,هون سن,洪森,,Hun Sen,,Hun Sen,,,ہون سین,ہون سین,,js20060331005
Q58287,Hor Namhong,ហោ ណាំហុង,Hor Namhong,Hor Namhong,Hor Namhong,Hor Namhong,Hor Namhong,Hor Namhong,ហោ ណាំហុង,male,1935-11-15,Hor Namhong,,,何南豐,ฮอ นำฮง,,,ホール・ナムホン,Hor Namhong,,Hor Namhong,,,,ฮอ นำฮง,,何南豐,https://upload.wikimedia.org/wikipedia/commons/e/e5/Hor_Namhong_crop.jpg,171503695,,,/m/03kwdn,,,,,,,,,הור נאמהונג,Хор Намхонг,호르 남홍,,,,,,,,,,,,,,Хор Намхонг,,,Hor Namhong,Hor Namhong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0001 2054 9752,,,,,Category:Hor Namhong,,,,,,,,,,,,,,,,diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5874181,Ho Vann,,,Ho Vann,Ho Vann,Ho Vann,Ho Vann,Ho Vann,,male,1947-09-20,Ho Vann,Ho Vann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5895678,Hong Sun Huot,,,Hong Sun Huot,Hong Sun Huot,Hong Sun Huot,Hong Sun Huot,Hong Sun Huot,,male,,,Hong Sun Huot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5909563,Kimsour Phirith,,Kimsour Phirith,Kimsour Phirith,Kimsour Phirith,Kimsour Phirith,Kimsour Phirith,Kimsour Phirith,,male,"",Kimsour Phirith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kimsour Phirith,,,,,,,,,,,,,,Kimsour Phirith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kimsour Phirith,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5935452,Hul Savorn,,,Hul Savorn,Hul Savorn,Hul Savorn,Hul Savorn,Hul Savorn,,male,,,Hul Savorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6001780,Im Chhun Lim,,,Im Chhun Lim,Im Chhun Lim,Im Chhun Lim,Im Chhun Lim,Im Chhun Lim,,male,,,Im Chhun Lim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6001836,Im Sothy,,,Im Sothy,Im Sothy,Im Sothy,Im Sothy,Im Sothy,,male,1947-05-24,Im Sothy,,,,,,,,,,,,,,,,,,,,2017-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q601348,Dien Del,,,Dien Del,Dien Del,Dien Del,Dien Del,Dien Del,,male,1932-05-15,,,,,เดียน เดล,Dien Del,,,,,,,,,เดียน เดล,Dien Del,,https://upload.wikimedia.org/wikipedia/commons/2/22/Dien_Del.jpg,,,2013,/m/09g6bt1,,,丁代爾,,丁代尔,,,,,Дьен Дель,,,,,,,,,,,,,,,Дьен Дель,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dien Del,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6382070,Kea Sahorn,,,Kea Sahorn,Kea Sahorn,Kea Sahorn,Kea Sahorn,Kea Sahorn,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6382284,Keat Chhon,គាត ឈន់,,Keat Chhon,Keat Chhon,Keat Chhon,Keat Chhon,Keat Chhon,គាត ឈន់,male,1934-08-11,Keat Chhon,,,吉春,,,,,,,,,,Keat Chhon,,,吉春,https://upload.wikimedia.org/wikipedia/commons/6/62/Keat_Chhon.jpg,190707051,nr99034558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0001 3939 5482,,094609373,,,,,,,,,,440466,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6393000,Keo Remy,,,Keo Remy,Keo Remy,Keo Remy,Keo Remy,Keo Remy,,male,1963-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6393002,Keo Saphal,,,,Keo Saphal,Keo Saphal,Keo Saphal,Keo Saphal (Siem Reap politician),,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6393003,Keo Saphal,,,Keo Saphal,Keo Saphal,Keo Saphal,Keo Saphal,Keo Saphal (Takeo politician),,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6393268,Ker Sonarorth,,,Ke Sovannaroth,Ker Sonarorth,Ker Sonarorth,Ker Sonarorth,Ke Sovannaroth,,female,1962-09-12,Ke Sovannaroth,,,,,,,,,,Ke Sovannaroth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6401227,Khek Vandy,,,Khek Vandy,Khek Vandy,Khek Vandy,Khek Vandy,Khek Vandy,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6402973,Khun Haing,,,Khun Haing,Khun Haing,Khun Haing,Khun Haing,Khun Haing,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6403463,Khy Taing Lim,,,Khy Taing Lim,Khy Taing Lim,Khy Taing Lim,Khy Taing Lim,Khy Taing Lim,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6405308,Kieng Vang,,,Kieng Vang,Kieng Vang,Kieng Vang,Kieng Vang,Kieng Vang,,male,,Kieng Vang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6445279,Kuoy Bun Reun,,,Kuoy Bun Reun,Kuoy Bun Reun,Kuoy Bun Reun,Kuoy Bun Reun,Kuoy Bunroeun,,male,1967-02-12,Kuoy Bunroeun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q656817,Sam Rainsy,សម រង្ស៊ី,Sam Rainsy,Sam Rainsy,Sam Rainsy,Sam Rainsy,Sam Rainsy,Sam Rainsy,សម រង្ស៊ី,male,1949-03-10,,Sam Rainsy,Rainsy,桑蘭西,สม รังสี,Sam Rainsy,Sam Rainsy,サム・ランシー,Sam Rainsy,Sam Rainsy,Sam Rainsy,Sam Rainsy,サム・ランシー,,สม รังสี,Sam Rainsy,桑蘭西,https://upload.wikimedia.org/wikipedia/commons/a/af/Sam_Rainsy.jpg,29374209,nr00029076,,/m/054x_9,,,,,,,,Sam Rainsy,,Сам Раинси,삼 랭시,,,,,,,Sam Rainsy,,,,,Sam Rainsy,,Сам Рейнгси,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 5111 3153,1044841850,12412688X,,,,,,,,,,453253,Sam Rainsy,,,,,rainsy.sam.5,biography/Sam-Rainsy,,politician,,,,,,,,,,,,328578576,,,144480,,,,,157842336,,,,,,,,,,,,,,,,jo2014827912
Q6581557,Norodom Vichara,,Norodom Vichara,Norodom Vichara,Norodom Vichara,Norodom Vichara,Norodom Vichara,Norodom Vichara,,female,1946-08-17,,,,,พระองค์เจ้านโรดม วิชรา,,,,,,,,,,พระองค์เจ้านโรดม วิชรา,,,,,,2013-07-28,,,,,,,,,,,,,,,,,,,Norodom Vichara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Norodom Vichara,,,Norodom Vichara,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6707001,Ly Kim Leang,,,Ly Kim Leang,Ly Kim Leang,Ly Kim Leang,Ly Kim Leang,Ly Kim Leang,,female,,Ly Kim Leang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
