id,name,birth_date,email,group,group_id,area,term,start_date,start_reason,end_date,end_reason,image,phone,source,gender,given_name,identifier__imdb,identifier__musicbrainz,identifier__europarlmep,identifier__viaf,identifier__lcauth,identifier__gnd,identifier__discogs,name__et,name__en,identifier__freebase,wikipedia__et,wikipedia__en,identifier__isni,twitter
7b6823ed-96f9-462b-b931-3dd4faceb09e,Vilja Savisaar-Toomast,1962-08-15,Vilja.Savisaar-Toomast@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa",13,2015-04-09,Substitute member for Kristen Michal,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/c2cc09cd-00f5-40cb-9fe6-625dd49c45a0.jpg,6316572,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/7b6823ed-96f9-462b-b931-3dd4faceb09e/Vilja-Savisaar-Toomast,female,Vilja,,,97308,36195482,n97030169,,,Vilja Savisaar-Toomast,Vilja Savisaar-Toomast,/m/02z3kwj,Vilja Savisaar-Toomast,Vilja Savisaar-Toomast,0000 0000 3325 7567,
906f1a0a-0000-4a96-866c-b30f2b6adc49,Toomas Kivimägi,1963-02-16,Toomas.Kivimagi@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Pärnumaa,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/13a21e10-bb72-4b12-a7d9-ca65e4db8e14.jpg,6316432,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/906f1a0a-0000-4a96-866c-b30f2b6adc49/Toomas-Kivim%C3%A4gi,male,Toomas,,,,,,,,Toomas Kivimägi,,,Toomas Kivimägi,"",,
13fe7449-a3ec-4e2e-86aa-256d8ce8475c,Jaanus Marrandi,1963-03-23,Jaanus.Marrandi@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Järva- ja Viljandimaa,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/f3efcbe8-7469-453b-bad1-3fa9a069fab5.jpg,6316573,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/13fe7449-a3ec-4e2e-86aa-256d8ce8475c/Jaanus-Marrandi,male,,,,,,,,,Jaanus Marrandi,,,Jaanus Marrandi,"",,
e6c4032b-6803-4a5e-b857-f181c1a81685,Artur Talvik,1964-06-13,Artur.Talvik@riigikogu.ee,Eesti Vabaerakonna fraktsioon,EVA,Harju- ja Raplamaa,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/0d489730-c1ff-44f1-b9e4-f4b45de88e41.jpg,6316636,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/e6c4032b-6803-4a5e-b857-f181c1a81685/Artur-Talvik,male,Artur,,,,,,,,Artur Talvik,,,Artur Talvik,"",,
88e36468-1e0f-4b6f-9872-1c7025d2f66b,Laine Randjärv,1964-07-30,Laine.Randjarv@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Harju- ja Raplamaa,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/db3a8e50-e1c6-4f0b-9625-ba28b758ddfe.jpg,6316480,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/88e36468-1e0f-4b6f-9872-1c7025d2f66b/Laine-Randj%C3%A4rv,female,,,,,300033728,,,,Laine Randjärv,Laine Randjärv,/m/027b77_,Laine Randjärv,Laine Randjärv,,
23161df7-bc1b-442e-b4cd-2d1f37627658,Helir-Valdor Seeder,1964-09-07,Helir-Valdor.Seeder@riigikogu.ee,Isamaa ja Res Publica Liidu fraktsioon,IRL,Järva- ja Viljandimaa,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/d31f89ff-fd09-42b0-9f84-1000a77242a5.jpg,6316311,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/23161df7-bc1b-442e-b4cd-2d1f37627658/Helir-Valdor-Seeder,male,,,,,,,,,Helir-Valdor Seeder,Helir-Valdor Seeder,/m/02qh5cs,Helir-Valdor Seeder,Helir-Valdor Seeder,,
85b88dbc-3406-44a0-9aff-49394fd4e9a2,Marko Pomerants,1964-09-24,Marko.Pomerants@riigikogu.ee,Isamaa ja Res Publica Liidu fraktsioon,IRL,Lääne-Virumaa,13,,,2015-04-08,Became Minister of the Environment,https://upload.wikimedia.org/wikipedia/commons/c/cd/IRL_Marko_Pomerants.jpg,,,male,Marko,,,,,,,,Marko Pomerants,Marko Pomerants,/m/02vyr60,Marko Pomerants,Marko Pomerants,,
5650dddf-f2ca-4b94-8888-e7482808f81b,Aivar Sõerd,1964-11-22,Aivar.Soerd@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Harju- ja Raplamaa,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/78d2bb0c-ab46-4996-8991-9fbc1265bd95.jpg,6316598,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/5650dddf-f2ca-4b94-8888-e7482808f81b/Aivar-S%C3%B5erd,male,Aivar,,,,,,,,Aivar Sõerd,,,Aivar Sõerd,"",,
56240b7a-f393-479e-8fa4-8267be56d125,Ivari Padar,1965-03-12,Ivari.Padar@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,"Võru-, Valga- ja Põlvamaa ",13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/a14d5bcb-626c-4d15-9181-b74fdb3646d5.jpg,6316500,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/56240b7a-f393-479e-8fa4-8267be56d125/Ivari-Padar,male,,,,97025,,,,,Ivari Padar,Ivari Padar,/m/02qh5nc,Ivari Padar,Ivari Padar,,
410c0030-7bcd-4977-85c2-27af3439770f,Mati Raidma,1965-04-07,Mati.Raidma@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Jõgeva- ja Tartumaa,13,2015-04-09,Substitute member for Urmas Kruuse,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/55b2953a-a101-409a-8d45-b95ab8acff9e.jpg,6316660,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/410c0030-7bcd-4977-85c2-27af3439770f/Mati-Raidma,male,,,,,,,,,Mati Raidma,,,Mati Raidma,"",,
4a332fbb-be05-4cb2-b6a0-5916eb40fe89,Urmas Kruuse,1965-07-14,Urmas.Kruuse@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Jõgeva- ja Tartumaa,13,,,2015-04-08,Became Minister of Rural Affairs,,,,,,,,,,,,,,,,,,,
31eee189-0019-469f-8469-7da564bf1af9,Kalle Laanet,1965-09-25,Kalle.Laanet@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,"Hiiu-, Lääne- ja Saaremaa ",13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/b962a720-0f68-4121-99d7-9e8db216e98c.jpg,6316615,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/31eee189-0019-469f-8469-7da564bf1af9/Kalle-Laanet,male,Kalle,,,,,,,,Kalle Laanet,,,Kalle Laanet,"",,
09500870-255e-416d-8eda-f80e9929adda,Jüri Jaanson,1965-10-14,Jyri.Jaanson@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Pärnumaa,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/5d13eec1-c71d-4223-941e-af6a46744ac8.jpg,6316568,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/09500870-255e-416d-8eda-f80e9929adda/J%C3%BCri-Jaanson,male,Jüri,,,,,,,,Jüri Jaanson,Jüri Jaanson,/m/0cj5yg,Jüri Jaanson,Jüri Jaanson,,
315ea785-8f59-40e5-a158-3de8b908572f,Maris Lauri,1966-01-01,Maris.Lauri@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Tallinna Mustamäe ja Nõmme linnaosa,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/bf4f8f84-c1aa-42ad-bd28-42d7c7071ad8.jpg,6316654,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/315ea785-8f59-40e5-a158-3de8b908572f/Maris-Lauri,female,Maris,,,,,,,,Maris Lauri,Maris Lauri,,Maris Lauri,Maris Lauri,,
bd171edb-9d99-483e-acc1-dfca5d6deb18,Juhan Parts,1966-08-27,Juhan.Parts@riigikogu.ee,Isamaa ja Res Publica Liidu fraktsioon,IRL,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/807692ee-7cd9-43a3-83ba-7e85e15616e6.jpg,6316648,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/bd171edb-9d99-483e-acc1-dfca5d6deb18/Juhan-Parts,male,,,,,,,,,Juhan Parts,Juhan Parts,/m/01y41c,Juhan Parts,Juhan Parts,,
c79c2162-d406-445a-91bb-4c4f9556efb2,Terje Trei,1967-05-01,Terje.Trei@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Jõgeva- ja Tartumaa,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/7e2e38a5-2caa-4f5f-89c3-2952f7f722f3.jpg,6316620,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/c79c2162-d406-445a-91bb-4c4f9556efb2/Terje-Trei,male,Terje,,,,,,,,Terje Trei,,,Terje Trei,"",,
b2226516-4cd4-4471-b93b-696c40b7a9e2,Eerik-Niiles Kross,1967-09-08,Eerik-Niiles.Kross@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Tallinna Mustamäe ja Nõmme linnaosa,13,2015-03-27,Substitute member for Urmas Paet,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/b9c88800-2798-4f61-bf08-d5ce0210c04e.jpg,6316688,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/b2226516-4cd4-4471-b93b-696c40b7a9e2/Eerik-Niiles-Kross,male,,,,,,,,,Eerik-Niiles Kross,Eerik-Niiles Kross,/m/0j44z92,Eerik-Niiles Kross,Eerik-Niiles Kross,,
40521bc5-281e-4d9b-a56d-f99be029ecaf,Mihkel Raud,1969-01-18,Mihkel.Raud@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Tartu linn,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/ef73ede4-c12e-4074-b121-060357de353e.jpg,6316676,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/40521bc5-281e-4d9b-a56d-f99be029ecaf/Mihkel-Raud,male,Mihkel,nm0712034,77527304-bd31-4f7a-aef1-6108297df112,,,,,528634,Mihkel Raud,Mihkel Raud,,Mihkel Raud,Mihkel Raud,,mihkelraud
a137f382-44af-44b6-8ce7-1bfe7cc23007,Imre Sooäär,1969-03-13,Imre.Sooaar@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa",13,2015-04-09,Substitute member for Keit Pentus-Rosimannus,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/650709f4-801c-414c-b551-9eccdb2e8fd6.jpg,6316614,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/a137f382-44af-44b6-8ce7-1bfe7cc23007/Imre-Soo%C3%A4%C3%A4r,male,Imre,,376e1701-503f-4273-9689-33ecc835a977,,,,,,Imre Sooäär,,,Imre Sooäär,"",,
d29b95db-3b4d-43de-802d-652c32199211,Andres Anvelt,1969-09-30,Andres.Anvelt@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/baf804c0-943c-4c42-932e-3cd1151caf9f.jpg,6316603,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/d29b95db-3b4d-43de-802d-652c32199211/Andres-Anvelt,male,Andres,,,,,,,,Andres Anvelt,Andres Anvelt,,Andres Anvelt,"",,
58be6531-1f4b-4b0b-9c21-92566a40ae8b,Marko Mihkelson,1969-11-30,Marko.Mihkelson@riigikogu.ee,Isamaa ja Res Publica Liidu fraktsioon,IRL,Harju- ja Raplamaa,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/910a0506-1f9e-455f-905b-0ee4dd479133.jpg,6316472,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/58be6531-1f4b-4b0b-9c21-92566a40ae8b/Marko-Mihkelson,male,Marko,,,,,,,,Marko Mihkelson,Marko Mihkelson,,Marko Mihkelson,"",,
49d964ea-2e35-4075-913e-18587fcb64cc,Meelis Mälberg,1970-04-26,Meelis.Malberg@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,"Võru-, Valga- ja Põlvamaa",13,2015-04-09,Substitute member for Hanno Pevkur,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/5a3d034f-931b-4ddc-a57b-503fb1ec0e5c.jpg,6316447,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/49d964ea-2e35-4075-913e-18587fcb64cc/Meelis-M%C3%A4lberg,male,Meelis,,,,,,,,Meelis Mälberg,,,Meelis Mälberg,"",,
ef97dd2d-40d0-4d80-866d-4ef6e71995f1,Madis Milling,1970-11-24,Madis.Milling@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Harju- ja Raplamaa,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/057582db-7efe-44e4-a3a2-9630937c15cd.jpg,6316467,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/ef97dd2d-40d0-4d80-866d-4ef6e71995f1/Madis-Milling,male,Madis,,8a8dc177-7ec2-46d2-98c8-eddd6c20aa52,,,,,,Madis Milling,Madis Milling,,Madis Milling,"",,
b9feb51b-6b6c-4ca0-b6c2-de0d0fd89aa8,Hannes Hanso,1971-10-06,Hannes.Hanso@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,"Hiiu-, Lääne- ja Saaremaa ",13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/28404704-50f4-4dae-8c90-e23982aaf43f.jpg,6316460,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/b9feb51b-6b6c-4ca0-b6c2-de0d0fd89aa8/Hannes-Hanso,male,Hannes,,,,,,,,Hannes Hanso,Hannes Hanso,,Hannes Hanso,"",,
fdeb3c21-d9cf-46e9-8173-3fb22cd872ba,Andre Sepp,1971-10-25,Andre.Sepp@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Harju- ja Raplamaa,13,2015-04-09,Substitute member for Taavi Rõivas,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/85a9876e-ff12-44f7-8469-97d2bb201559.jpg,6316582,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/fdeb3c21-d9cf-46e9-8173-3fb22cd872ba/Andre-Sepp,male,Andre,,,,,,,,Andre Sepp,,,Andre Sepp,"",,
5ea230e2-5d34-46e1-9e4c-3966903f6b15,Monika Haukanõmm,1972-05-22,Monika.Haukanomm@riigikogu.ee,Eesti Vabaerakonna fraktsioon,EVA,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/cef49172-dfa1-4188-a2f1-8e540e8cb1ac.jpg,6316609,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/5ea230e2-5d34-46e1-9e4c-3966903f6b15/Monika-Haukan%C3%B5mm,,,,,,,,,,Monika Haukanõmm,,,Monika Haukanõmm,"",,
c91bc287-d95b-4d95-aded-f7a142c1e599,Urve Palo,1972-07-10,Urve.Palo@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Harju- ja Raplamaa,13,,,2015-04-08,Became Minister of Entrepreneurship,https://upload.wikimedia.org/wikipedia/commons/0/04/SDE_Urve_Palo.jpg,,,female,Urve,,,,,,,,Urve Palo,Urve Palo,/m/02qh65x,Urve Palo,Urve Palo,,
58378026-b797-4bf2-89fc-31a73d9219b3,Indrek Saar,1973-02-20,Indrek.Saar@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Lääne-Virumaa,13,,,2015-04-08,Became Minister of Culture,,,,male,,,,,,,,,Indrek Saar,Indrek Saar,,Indrek Saar,Indrek Saar,,
8719c4cd-291e-4216-b3e1-8b5a0d7902fb,Sven Mikser,1973-11-08,Sven.Mikser@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Harju- ja Raplamaa,13,,,2015-04-08,Became Minister of Defence,https://upload.wikimedia.org/wikipedia/commons/4/48/Mikser_sven.jpg,,,male,Sven,,,,,,,,Sven Mikser,Sven Mikser,/m/0j_4zbm,Sven Mikser,Sven Mikser,,
e796fa83-54c6-4aa2-a05a-166f331508fa,Ken-Marti Vaher,1974-09-05,Ken-Marti.Vaher@riigikogu.ee,Isamaa ja Res Publica Liidu fraktsioon,IRL,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa ",13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/172bef1c-d145-4bc8-82ad-1211f6bc0ec8.jpg,6316595,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/e796fa83-54c6-4aa2-a05a-166f331508fa/Ken-Marti-Vaher,male,,,,,232728716,,1021288675,,Ken-Marti Vaher,Ken-Marti Vaher,/m/05pd5d,Ken-Marti Vaher,Ken-Marti Vaher,,
e8df7efa-a72a-495c-a485-7ff8c0a177d8,Lauri Laasi,1974-09-12,Lauri.Laasi@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa ",13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/36866ca8-3653-41bd-892a-97466de86445.jpg,6316478,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/e8df7efa-a72a-495c-a485-7ff8c0a177d8/Lauri-Laasi,male,,,,,,,,,Lauri Laasi,,,Lauri Laasi,"",,
46fa9a7c-7055-444f-8c55-ea640d1d95d6,Kalvi Kõva,1974-11-16,Kalvi.Kova@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,"Võru-, Valga- ja Põlvamaa ",13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/81bb7cc5-afc7-4788-a981-0f187ae26167.jpg,6316574,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/46fa9a7c-7055-444f-8c55-ea640d1d95d6/Kalvi-K%C3%B5va,,,,,,,,,,Kalvi Kõva,,,Kalvi Kõva,"",,
74f8df6d-6f4d-410b-8b45-bf58922cf421,Mailis Reps,1975-01-13,Mailis.Reps@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,Järva- ja Viljandimaa,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/1916c9e0-af6d-4c3f-b37b-efafbb357f45.jpg,6316628,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/74f8df6d-6f4d-410b-8b45-bf58922cf421/Mailis-Reps,female,,,,,,,,,Mailis Reps,Mailis Reps,/m/09919l,Mailis Reps,Mailis Reps,,
cb6b45a7-5dcb-4a3b-bb18-2b79fe3278ae,Heidy Purga,1975-03-18,Heidy.Purga@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa ",13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/9e43157d-3020-4843-a18b-63d1cf52afa5.jpg,6316656,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/cb6b45a7-5dcb-4a3b-bb18-2b79fe3278ae/Heidy-Purga,female,Heidy,,a66cd5fb-106d-4ee1-b572-ec5fe554f8b8,,,,,,Heidy Purga,,,Heidy Purga,"",,
a78027e5-2480-49f2-a340-ee88daf92d53,Urmas Reinsalu,1975-06-22,Urmas.Reinsalu@riigikogu.ee,Isamaa ja Res Publica Liidu fraktsioon,IRL,Tallinna Mustamäe ja Nõmme linnaosa,13,,,2015-04-08,Became Minister of Justice,https://upload.wikimedia.org/wikipedia/commons/c/c9/IRL_Urmas_Reinsalu.jpg,,,male,Urmas,,,,,,,,Urmas Reinsalu,Urmas Reinsalu,/m/0n4bmt_,Urmas Reinsalu,Urmas Reinsalu,,
84bf9004-a454-44c9-8696-5337c74ff486,Kristen Michal,1975-07-02,Kristen.Michal@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa ",13,,,2015-04-08,Became Minister of Economic Affairs and Infrastructure,,,,male,Kristen,,,,,,,,Kristen Michal,Kristen Michal,/m/0n496x4,Kristen Michal,Kristen Michal,,
e87a03b8-08cf-4b88-8a28-f26da1d65e30,Keit Pentus-Rosimannus,1976-03-03,Keit.Pentus-Rosimannus@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",13,,,2015-04-08,Became Minister of Foreign Affairs,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/default-user.jpg,6316562,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/e87a03b8-08cf-4b88-8a28-f26da1d65e30/Keit-Pentus-Rosimannus,female,,,,,,,,,Keit Pentus-Rosimannus,Keit Pentus-Rosimannus,/m/05f99hv,Keit Pentus-Rosimannus,Keit Pentus-Rosimannus,,
e87a03b8-08cf-4b88-8a28-f26da1d65e30,Keit Pentus-Rosimannus,1976-03-03,Keit.Pentus-Rosimannus@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa",13,2015-07-16,No longer a minister of the cabinet,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/default-user.jpg,6316562,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/e87a03b8-08cf-4b88-8a28-f26da1d65e30/Keit-Pentus-Rosimannus,female,,,,,,,,,Keit Pentus-Rosimannus,Keit Pentus-Rosimannus,/m/05f99hv,Keit Pentus-Rosimannus,Keit Pentus-Rosimannus,,
98008392-64a2-4429-8a41-fb051823e402,Martin Helme,1976-04-24,Martin.Helme@riigikogu.ee,Eesti Konservatiivse Rahvaerakonna fraktsioon,EKRE,Tallinna Mustamäe ja Nõmme linnaosa,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/4965f643-031a-4730-96f2-7c51bcdef7db.jpg,6316349,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/98008392-64a2-4429-8a41-fb051823e402/Martin-Helme,male,Martin,,,,,,,,Martin Helme,Martin Helme,,Martin Helme,"",,
059a2370-53f7-480c-9700-8d33d0496560,Tanel Talve,1976-08-13,Tanel.Talve@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Jõgeva- ja Tartumaa,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/f5ff4404-62f5-4780-9168-ad24b473dc6a.jpg,6316566,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/059a2370-53f7-480c-9700-8d33d0496560/Tanel-Talve,male,,,,,,,,,Tanel Talve,,,Tanel Talve,"",,
124415a9-7640-4ec6-aa07-fc402b67af56,Anne Sulling,1976-10-12,Anne.Sulling@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Tartu linn,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/a796a6c1-30a2-4270-9087-797a0d2a973c.jpg,6316468,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/124415a9-7640-4ec6-aa07-fc402b67af56/Anne-Sulling,female,Anne,,,,,,,,Anne Sulling,Anne Sulling,,Anne Sulling,Anne Sulling,,
382d928f-8fa4-422b-9538-043ff3033b65,Kadri Simson,1977-01-22,Kadri.Simson@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,Pärnumaa,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/e79146eb-4045-4527-be60-6762a5aeffc3.jpg,6316683,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/382d928f-8fa4-422b-9538-043ff3033b65/Kadri-Simson,male,,,,,,,,,Kadri Simson,,,Kadri Simson,"",,
94351dfe-449e-48db-9396-06cf204ce22e,Jaanus Karilaid,1977-02-01,Jaanus.Karilaid@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,"Hiiu-, Lääne- ja Saaremaa",13,2015-04-27,Substitute member for Kalev Kallo,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/a61b3520-5549-4eac-870e-678a6853515c.jpg,6316647,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/94351dfe-449e-48db-9396-06cf204ce22e/Jaanus-Karilaid,,,,,,,,,,Jaanus Karilaid,,,Jaanus Karilaid,"",,
cf42a56a-b91a-4a51-913b-a489305326a2,Hanno Pevkur,1977-04-02,Hanno.Pevkur@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,"Võru-, Valga- ja Põlvamaa ",13,,,2015-04-08,Became Minister of the Interior,,,,,,,,,,,,,,,,,,,
db788688-d7a6-4af8-8cee-3004adb948f5,Margus Tsahkna,1977-04-13,Margus.Tsahkna@riigikogu.ee,Isamaa ja Res Publica Liidu fraktsioon,IRL,Tartu linn,13,,,2015-04-08,Became Minister of Social Protection,https://upload.wikimedia.org/wikipedia/commons/5/58/IRL_Margus_Tsahkna.jpg,,,male,,,,,,,,,Margus Tsahkna,Margus Tsahkna,/m/0t_ccjr,Margus Tsahkna,Margus Tsahkna,,
8940964b-6bfd-482d-a4f5-53f2cccb149d,Priit Sibul,1977-12-31,Priit.Sibul@riigikogu.ee,Isamaa ja Res Publica Liidu fraktsioon,IRL,"Võru-, Valga- ja Põlvamaa ",13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/e8b7a970-9782-40d0-be4b-4daf47fc31da.jpg,6316557,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/8940964b-6bfd-482d-a4f5-53f2cccb149d/Priit-Sibul,male,Priit,,,,,,,,Priit Sibul,,,Priit Sibul,"",,
18360e3e-b776-4fa1-a361-5d9c287a89a7,Erki Savisaar,1978-06-16,Erki.Savisaar@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,Tallinna Mustamäe ja Nõmme linnaosa,13,,,,,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/361e6b8b-7398-4dc6-909a-186de379ddee.jpg,6316693,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/18360e3e-b776-4fa1-a361-5d9c287a89a7/Erki-Savisaar,,,,,,,,,,Erki Savisaar,,,Erki Savisaar,"",,
