id,name__fr,name,wikipedia__fr,name__en,wikipedia__en,gender,birth_date,given_name,identifier__VIAF,identifier__SUDOC,identifier__freebase,image,name__nb,name__da,name__nn,name__sv,name__de,name__et,name__gl,name__ja,name__pl,name__nl,name__es,name__it,wikipedia__de,wikipedia__et,wikipedia__gl,wikipedia__it,wikipedia__ja,wikipedia__pl,identifier__BNF,family_name,original_wikiname,name__lb,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__eu,name__oc,name__br,name__am,name__ar,name__pt,name__eo,name__ru,name__sr_el,name__sr_ec,name__tr,name__mk,name__fi,name__uk,name__be_tarask,name__io,name__hr,name__vec,name__arz,name__ko,name__be,name__he,name__yo,name__id,name__wo,name__hi,name__ht,name__sk,name__ro,name__ca,name__la,name__sl,name__war,name__cs,name__bg,name__km,name__ka,name__lt,name__fa,name__cy,name__en_ca,name__en_gb,name__pt_br,name__sr,name__zh,name__de_ch,name__el,name__qu,name__pa,name__mg,name__mr,name__az,name__kk,name__sh,name__lv,name__ne,name__vi,name__sco,name__ast,wikipedia__am,wikipedia__ar,wikipedia__arz,wikipedia__ast,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__br,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__cy,wikipedia__da,wikipedia__dewikiquote,wikipedia__el,wikipedia__eo,wikipedia__es,wikipedia__eswikiquote,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__glwikiquote,wikipedia__he,wikipedia__hi,wikipedia__hr,wikipedia__ht,wikipedia__id,wikipedia__io,wikipedia__itwikiquote,wikipedia__ka,wikipedia__kk,wikipedia__km,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__lt,wikipedia__lv,wikipedia__mg,wikipedia__mk,wikipedia__mr,wikipedia__nl,wikipedia__no,wikipedia__oc,wikipedia__pa,wikipedia__plwikiquote,wikipedia__pt,wikipedia__qu,wikipedia__ro,wikipedia__ru,wikipedia__sco,wikipedia__sh,wikipedia__sk,wikipedia__sl,wikipedia__sr,wikipedia__sv,wikipedia__tr,wikipedia__uk,wikipedia__vec,wikipedia__vi,wikipedia__war,wikipedia__wo,wikipedia__yo,wikipedia__zh,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__NDL,identifier__MusicBrainz,death_date,identifier__OLID,identifier__NKC,identifier__SELIBR,identifier__BNE,identifier__NTA,identifier__sycomore,identifier__CANTIC,identifier__Britannica,identifier__senatDOTfr,identifier__FAST,identifier__Munzinger,identifier__NLA,name__pms,wikipedia__pms,identifier__GNC,name__nds,name__hu,identifier__KLfG,identifier__CTHS,last_seen,wikipedia__ln,identifier__PACE,name__ln,identifier__NNDB,occupation,identifier__nlg,wikipedia__sw,name__sw,identifier__snac,identifier__persee,identifier__GTAA,name__li,name__gsw,wikipedia__hrwikiquote,wikipedia__mwl,wikipedia__simple,name__mwl,wikipedia__kbp,wikipedia__hu,name__kbp,identifier__dialnet,identifier__BIBSYS,identifier__discogs,identifier__PTBNP,identifier__bigenc_ru,identifier__CONOR,identifier__IMDB,identifier__AlloCine,identifier__allmovie,identifier__CSFD,identifier__kinopoisk,name__hy,identifier__ne_se,identifier__NLAtrove,wikipedia__th,name__th
Q2962096,Cheikh Bamba Dièye,Cheikh Bamba Dièye,Cheikh Bamba Dièye,Cheikh Bamba Dièye,Cheikh Bamba Dièye,male,1965-11-12,,,,,https://upload.wikimedia.org/wikipedia/commons/6/61/AssisesNationalesSénégal47.jpg,Cheikh Bamba Dièye,Cheikh Bamba Dièye,Cheikh Bamba Dièye,Cheikh Bamba Dièye,Cheikh Bamba Dièye,,,,Cheikh Bamba Dièye,Cheikh Bamba Dièye,,Cheikh Bamba Dièye,,,,Cheikh Bamba Dièye,,,,,,,,,,,,,,,,,,,,Шейх Бамба Дийе,,,,,,,,,,,,,,,,,,,,,,,,Cheikh Bamba Dièye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Cheikh Bamba Dièye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2962114,Cheikh Sadibou Fall,Cheikh Sadibou Fall,Cheikh Sadibou Fall,Cheikh Sadibou Fall,,male,1950-08-28,,,,,,Cheikh Sadibou Fall,Cheikh Sadibou Fall,Cheikh Sadibou Fall,Cheikh Sadibou Fall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cheikh Sadibou Fall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3026328,Diaraf Diouf,Diaraf Diouf,Diaraf Diouf,Diaraf Diouf,,male,1925-02-04,,,,,,Diaraf Diouf,Diaraf Diouf,Diaraf Diouf,Diaraf Diouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diaraf Diouf,,,,,,,,,,,,,,,,,,Diaraf Diouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diaraf Diouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-05-16,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3032921,Djibo Leyti Kâ,Djibo Leyti Kâ,Djibo Leyti Kâ,Djibo Leyti Kâ,Djibo Leyti Kâ,male,1948-02-21,Djibo,,,,,Djibo Leyti Kâ,Djibo Leyti Kâ,Djibo Leyti Kâ,Djibo Leyti Kâ,Djibo Leyti Kâ,,,,,Djibo Leyti Kâ,,,Djibo Leyti Kâ,,,,,,,,,,,,,,,,,,,,,,,,,,Djibo Leyti Kâ,,,,,,,,,,,,,,,,,,,,,Djibo Leyti Kâ,,,,,,,,,,,,,吉布·萊蒂·卡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Djibo Leyti Kâ,,,,,,,,,,,,,2017-09-14,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3037889,Doudou Wade,Doudou Wade,Doudou Wade,Doudou Wade,,male,1932,,,,,https://upload.wikimedia.org/wikipedia/commons/b/b8/Doudou_Wade.jpg,Doudou Wade,Doudou Wade,Doudou Wade,Doudou Wade,,,,,,,,,,,,,,,,Wade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Doudou Wade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3050868,Elhadji Diouf,Elhadji Diouf,Elhadji Diouf,Elhadji Diouf,,male,1959-05-21,,,,,,Elhadji Diouf,Elhadji Diouf,Elhadji Diouf,Elhadji Diouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elhadji Diouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q308367,Abdoul Aziz Ndaw,Abdoul Aziz Ndaw,Abdoul Aziz Ndaw,Abdoul Aziz Ndao,,male,1922-05-31,Abdoul,,,,,Abdoul Aziz Ndaw,Abdoul Aziz Ndaw,Abdoul Aziz Ndaw,Abdoul Aziz Ndaw,Abdoul Aziz Ndao,,Abdoul Aziz Ndao,,,Abdoul Aziz Ndaw,,,Abdoul Aziz Ndao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdoul Aziz Ndao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-02-12,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3103530,Georges Tendeng,Georges Tendeng,Georges Tendeng,Georges Tendeng,,male,1943,Georges,,,,,Georges Tendeng,Georges Tendeng,Georges Tendeng,Georges Tendeng,,,,,,Georges Tendeng,,Georges Tendeng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Georges Tendeng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3125323,Habib Sy,Habib Sy,Habib Sy,Habib Sy,Habib Sy,male,"",Habib,,,,,Habib Sy,Habib Sy,Habib Sy,Habib Sy,Habib Sy,,,,,Habib Sy,Habib Sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Habib Sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Habib Sy,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3158206,Jacques Baudin,Jacques Baudin,Jacques Baudin,Jacques Baudin,Jacques Baudin,male,1939-08-14,Jacques,,,/m/0fphbfk,,Jacques Baudin,Jacques Baudin,Jacques Baudin,Jacques Baudin,Jacques Baudin,,,,Jacques Baudin,Jacques Baudin,Jacques Baudin,,,,,,,,,Baudin,,,,,,,,,,,,,,,,,,,Jacques Baudin,,,,,,,,,,,,,,,,,,,,,Jacques Baudin,,,,,,,,,,,,,雅克·波丹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacques Baudin,,,,,,,,,,,,,2018-11-25,,,,,,,,,,,,,,,,,Jacques Baudin,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3182467,John Sleight,John Sleight,John Sleight,John Sleight,,male,,John,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Sleight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3196025,Khalifa Sall,Khalifa Sall,Khalifa Sall,Khalifa Sall,,male,1956-01-01,Khalifa,,,,https://upload.wikimedia.org/wikipedia/commons/0/00/Khalifa_Sall.jpg,Khalifa Sall,Khalifa Sall,Khalifa Sall,Khalifa Sall,,,,,,,,,,,,,,,,Sall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khalifa Sall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3217062,Landing Savané,Landing Savané,Landing Savané,Landing Savané,Landing Savané,male,1945-01-10,,59103629,,,,Landing Savané,Landing Savané,Landing Savané,Landing Savané,Landing Savané,,,,,Landing Savané,,Landing Savané,,,,Landing Savané,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Landing Savané,,,,,,,,,,,,,薩瓦尼,,,,,Landing Savané,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Landing Savané,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 2534 7079,,n85026269,,,,,,,,07394663X,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3276099,Madior Diouf,Madior Diouf,Madior Diouf,Madior Diouf,,male,1939,,36938702,,,https://upload.wikimedia.org/wikipedia/commons/e/eb/Professeur_Madior_Diouf.jpg,Madior Diouf,Madior Diouf,Madior Diouf,Madior Diouf,,,,,,,,Madior Diouf,,,,Madior Diouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Madior Diouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Madior Diouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 8372 7213,141909579,n90699869,,,,,,,,108873633,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,90758462,,,,,,,,,,,,,,
Q3276586,Magatte Lô,Magatte Lô,Magatte Lô,Magatte Lô,,male,1925,,41858202,,,,Magatte Lô,Magatte Lô,Magatte Lô,Magatte Lô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magatte Lô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 2490 7775,,n85242184,,,,,,,,081772203,,,,,179911,,,,,,,,,,,,,,,politician,,,,,,126784,,,,,,,,,,,,,,,,,,,,,,,,,
Q3284840,Mamadou Lamine Diallo,Mamadou Lamine Diallo,Mamadou Lamine Diallo,Mamadou Lamine Diallo,,male,1959,Mamadou,29628759,,,,,,,,,,,,,,,Mamadou Lamine Diallo,,,,,,,,,Mamadou Lamine Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mamadou Lamine Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 0180 7149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3284870,Mamadou Seck,Mamadou Seck,Mamadou Seck (homme politique),Mamadou Seck,Mamadou Seck (politician),male,1947-08-05,Mamadou,,,,https://upload.wikimedia.org/wikipedia/commons/0/08/Aaseck.jpg,Mamadou Seck,Mamadou Seck,Mamadou Seck,Mamadou Seck,Mamadou Seck,,,,,Mamadou Seck,,,,,,,,,,Seck,Mamadou Seck (homme politique),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mamadou Seck,,,,,,,,,Mamadou Seck,Mamadou Seck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mamadou Seck,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3303502,Mbaye Ndiaye,Mbaye Ndiaye,Mbaye Ndiaye,Mbaye Ndiaye,Mbaye Ndiaye,male,,,,,,https://upload.wikimedia.org/wikipedia/commons/a/a7/Mbaye_Ndiaye.jpg,Mbaye Ndiaye,Mbaye Ndiaye,Mbaye Ndiaye,Mbaye Ndiaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mbaye Ndiaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Mbaye Ndiaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3303505,Mbaye Jacques Diop,Mbaye Jacques Diop,Mbaye Jacques Diop,Mbaye-Jacques Diop,Mbaye-Jacques Diop,male,1936-01-15,,302940868,,,https://upload.wikimedia.org/wikipedia/commons/4/40/Maitre_Mbaye_jacques_diop_m.jpg,Mbaye Jacques Diop,Mbaye Jacques Diop,Mbaye Jacques Diop,Mbaye Jacques Diop,Mbaye-Jacques Diop,,,,,Mbaye-Jacques Diop,,,,,,,,,,Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mbaye-Jacques Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Mbaye Jacques Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0004 0942 1530,1035571331,n2013207124,,,2016-09-11,,,,,364239816,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3326366,Moustapha Mamba Guirassy,Moustapha Mamba Guirassy,Moustapha Mamba Guirassy,Moustapha Mamba Guirassy,,male,1965-02-12,Moustapha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moustapha Mamba Guirassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3348544,Obèye Diop,Obèye Diop,Obèye Diop,Obèye Diop,,male,1922,,,,,,,,,,,,,,,,,Obèye Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Obèye Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-11-27,,,,,,,,,,,,,,,,,Obèye Diop,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,Օբեե Դիոպ,,,,
Q3358301,Oumar Khassimou Dia,Oumar Khassimou Dia,Oumar Khassimou Dia,Oumar Khassimou Dia,,male,1940-07-08,Oumar,,,,,Oumar Khassimou Dia,Oumar Khassimou Dia,Oumar Khassimou Dia,Oumar Khassimou Dia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oumar Khassimou Dia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3358513,Ousmane Ngom,Ousmane Ngom,Ousmane Ngom,Ousmane Ngom,Ousmane Ngom,male,1955-05-18,,,,,https://upload.wikimedia.org/wikipedia/commons/3/3b/Ousmane_ngom.jpg,Ousmane Ngom,Ousmane Ngom,Ousmane Ngom,Ousmane Ngom,Ousmane Ngom,,,,,Ousmane Ngom,Ousmane Ngom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ousmane Ngom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Ousmane Ngom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ousmane Ngom,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3358520,Ousmane Tanor Dieng,Ousmane Tanor Dieng,Ousmane Tanor Dieng,Ousmane Tanor Dieng,Ousmane Tanor Dieng,male,1947-01-02,,,,,https://upload.wikimedia.org/wikipedia/commons/1/14/Tanor_Dieng.JPG,Ousmane Tanor Dieng,Ousmane Tanor Dieng,Ousmane Tanor Dieng,Ousmane Tanor Dieng,Ousmane Tanor Dieng,,Ousmane Tanor Dieng,,,Ousmane Tanor Dieng,Ousmane Tanor Dieng,Ousmane Tanor Dieng,,,Ousmane Tanor Dieng,Ousmane Tanor Dieng,,,,,Ousmane Tanor Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ousmane Tanor Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Ousmane Tanor Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ousmane Tanor Dieng,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3362782,Pape Diop,Pape Diop,Pape Diop,Pape Diop,Pape Diop,male,1954,Pape,,,,https://upload.wikimedia.org/wikipedia/commons/7/7a/Pape_diop_m.jpg,Pape Diop,Pape Diop,Pape Diop,Pape Diop,Pape Diop,,,パップ・ジョップ,,Pape Diop,Pape Diop,,,,,,パップ・ジョップ,,,,Pape Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,파페 디우프,,,,,,,,,,,,Pape Diop,,,,,,,,,,,,,狄歐普,,,,,,,,,,,,,,,,,,,,,,,,,Category:Pape Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pape Diop,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3395969,Robert Sagna,Robert Sagna,Robert Sagna,Robert Sagna,Robert Sagna,male,1939-04-17,Robert,,,,https://upload.wikimedia.org/wikipedia/commons/b/bb/Robert_Sagna-2009.jpg,Robert Sagna,Robert Sagna,Robert Sagna,Robert Sagna,Robert Sagna,,Robert Sagna,,,Robert Sagna,,,,,Robert Sagna,,,,,Sagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Sagna,,,,,,,,,,,,,,,,,,Robert Sagna,,,,,,,,,,,,,,,,,,,,Category:Robert Sagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Sagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3514537,Talla Sylla,Talla Sylla,Talla Sylla,Talla Sylla,Talla Sylla,male,1966-01-21,,,,,https://upload.wikimedia.org/wikipedia/commons/c/c4/Talla_Sylla_3.jpg,,,,,Talla Sylla,,,,,Talla Sylla,Talla Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Talla Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Talla Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Talla Sylla,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3524092,Thierno Bâ,Thierno Bâ,Thierno Bâ,Thierno Bâ,,male,1926-10-15,Thierno,22152384,,,https://upload.wikimedia.org/wikipedia/commons/f/f8/Thierno_Ba.png,Thierno Bâ,Thierno Bâ,Thierno Bâ,Thierno Bâ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thierno Bâ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 2256 553X,,n83235671,,,2010-03-07,,,,,238294242,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3524093,Thierno Diop,Thierno Diop,Thierno Diop,Thierno Diop,,male,1930-03-30,Thierno,,,,,Thierno Diop,Thierno Diop,Thierno Diop,Thierno Diop,,,,,,,,Thierno Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thierno Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-09-13,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3572777,Youba Sambou,Youba Sambou,Youba Sambou,Youba Sambou,Youba Sambou,male,1944,,,,,,Youba Sambou,Youba Sambou,Youba Sambou,Youba Sambou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Youba Sambou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3572967,Youssou Diagne,Youssou Diagne,Youssou Diagne,Youssou Diagne,Youssou Diagne,male,1938-08-29,,,,,,Youssou Diagne,Youssou Diagne,Youssou Diagne,Youssou Diagne,,,,,,,,,,,,,,,,,,,狄亚尼,狄亞尼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Youssou Diagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Youssou Diagne,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3579816,Édouard Diatta,Édouard Diatta,Édouard Diatta,Édouard Diatta,,male,1913,Édouard,,,,,,,,,,,,,,,,,,,,,,,,Diatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Édouard Diatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1971-05-09,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q41694165,,Mata Sy Diallo,,Mata Sy Diallo,Mata Sy Diallo,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
