id,name__en,name,wikipedia__en,gender,original_wikiname,name__de,name__nl,name__fr,name__es,name__hu,wikipedia__de,image,birth_date,given_name,name__nb,name__da,name__nn,name__sv,name__sco,wikipedia__sco,name__fa,name__ru,family_name,identifier__ISNI,identifier__VIAF,name__zh_hant,name__zh_cn,name__ja,wikipedia__es,identifier__GND,identifier__LCAuth,identifier__SUDOC,identifier__hansard,wikipedia__commons,name__ro,wikipedia__fr,wikipedia__gd,identifier__freebase,identifier__FAST,name__pl,name__gd,name__cy,name__zh,name__id,name__br,name__he,name__la,name__mk,name__el,name__ca,name__eu,name__az,name__oc,name__fi,name__uk,name__ie,name__is,name__it,name__pt,name__yue,name__bar,name__fy,name__ko,name__eo,name__tr,name__ka,wikipedia__az,wikipedia__bar,wikipedia__br,wikipedia__ca,wikipedia__cy,wikipedia__da,wikipedia__el,wikipedia__eo,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__fy,wikipedia__he,wikipedia__hu,wikipedia__id,wikipedia__ie,wikipedia__is,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__nl,wikipedia__no,wikipedia__oc,wikipedia__pl,wikipedia__plwikiquote,wikipedia__pt,wikipedia__ru,wikipedia__simple,wikipedia__sv,wikipedia__tr,wikipedia__uk,wikipedia__zh_yue,wikipedia__zh,twitter,identifier__parliamentDOTuk,identifier__publicwhip,identifier__TWFY,identifier__bbc_democracy_live,facebook,death_date,name__fo,name__kl,website,identifier__IIAF,noble_title,name__en_gb,name__af,name__an,name__cs,name__gl,name__sh,name__bg,name__be,name__be_tarask,name__vi,name__ar,name__mg,wikipedia__af,wikipedia__an,wikipedia__ar,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__cawikiquote,wikipedia__cs,wikipedia__enwikiquote,wikipedia__eowikinews,wikipedia__gl,wikipedia__mg,wikipedia__sh,wikipedia__vi,identifier__Munzinger,identifier__GNC,identifier__GTAA,name__ga,wikipedia__ga,name__nds,name__en_ca,name__de_ch,identifier__current_hansard,identifier__EuroparlMEP,wikipedia__ro,identifier__BNF,identifier__NTA,identifier__Oxforddnb,identifier__NPG,identifier__CANTIC,identifier__N6I,name__io,name__qu,wikipedia__io,wikipedia__qu,identifier__Britannica,identifier__NLA,identifier__SELIBR,identifier__NUKAT,identifier__journalisted,name__sr_el,name__sr_ec,name__sr,wikipedia__sr,wikipedia__et,name__et,name__ast,name__bm,name__co,name__de_at,name__frc,name__frp,name__fur,name__gsw,name__hr,name__ia,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__sc,name__scn,name__sk,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,name__zh_hk,identifier__NNDB,name__zh_hans,name__zh_mo,name__zh_my,name__zh_sg,name__zh_tw,identifier__guardian_topic,wikipedia__enwikinews,occupation,identifier__wikitree,identifier__ne_se,name__ty,identifier__quora,identifier__snac,wikipedia__eml,name__eml,identifier__BBC_things,name__or,name__ext,identifier__google_knowledge,identifier__PACE,wikipedia__bewikiquote,name__sl,name__hy,identifier__BIBSYS,identifier__national_archives,honorific_prefix,wikipedia__nlwikinews,wikipedia__ms,identifier__LNB,wikipedia__enwikisource,wikipedia__te,identifier__rush,wikipedia__azb,name__te,name__kn,honorific_suffix,identifier__CONOR,identifier__BNE,name__azb,identifier__NLI,identifier__NLAtrove,wikipedia__ast,name__bn,identifier__NKC,identifier__parliamentid,identifier__ukparliamentid,identifier__democracyclub,wikipedia__ruwikinews
Q1418528,Fiona McLeod,Fiona McLeod,Fiona McLeod,female,Fiona McLeod,Fiona McLeod,Fiona McLeod,Fiona McLeod,Fiona McLeod,Fiona McLeod,Fiona McLeod,https://upload.wikimedia.org/wikipedia/commons/9/97/FionaMcLeodMSP20110507.JPG,1957-12-03,Fiona,Fiona McLeod,Fiona McLeod,Fiona McLeod,Fiona McLeod,,,,,McLeod,,,,,,,,,,,,,,,/m/0cbmx8,,,,,,,,,,,,Fiona McLeod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FionaMcLeodMSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fiona McLeod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Fiona McLeod,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1421398,Iain Gray,Iain Gray,Iain Gray,male,Iain Gray,Iain Gray,Iain Gray,Iain Gray,Iain Gray,Iain Gray,Iain Gray,https://upload.wikimedia.org/wikipedia/commons/a/a0/IainGrayMSP20110510.JPG,1957-06-07,Iain,,,,,,,,,Gray,,,,,,,,,,,,,,Iain Gray,/m/0bkq26,,,Iain Gray,,,,,,,,,Iain Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iain Gray,,,,,,IainGrayMSP,,,,,,,,,http://www.iaingray.org.uk/,,,,,,,,,,,,,لاين غراي,,,,لاين غراي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iain Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Iain Gray,,,,,,,,,,,,,,,,,,,,,,,,,9150,
Q1436381,Mike Rumbles,Mike Rumbles,Mike Rumbles,male,Mike Rumbles,Mike Rumbles,Mike Rumbles,Mike Rumbles,Mike Rumbles,Mike Rumbles,Mike Rumbles,https://upload.wikimedia.org/wikipedia/commons/f/f2/Mike_Rumbles.jpg,1956-06-10,Mike,,,,,Mike Rumbles,Mike Rumbles,,,,,,,,,,,,,,,,,Mìcheal Rumbles,/m/06374v,,,Mìcheal Rumbles,,,,,,,,,Mike Rumbles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mike Rumbles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Mike Rumbles,,,,,,,,,,,,,,,,,,,,,,,,,8243,
Q1439561,Gordon Jackson,Gordon Jackson,Gordon Jackson (politician),male,Gordon Jackson (politician),Gordon Jackson,Gordon Jackson,Gordon Jackson,Gordon Jackson,Gordon Jackson,Gordon Jackson (Politiker),https://upload.wikimedia.org/wikipedia/commons/2/2a/GJ_losing.JPG,1948-08-05,Gordon,,,,,,,گوردون جکسون,Гордон Джексон,Jackson,,,戈登·傑克遜,戈登·杰克逊,,,,,,,,,,,/m/05cwg1,,,,,,,,,,,,Gordon Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,غوردون جاكسون,,,,غوردون جاكسون,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gordon Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,戈登·杰克逊,,,,,,,politician,,,,,,,,,,,,,,Gordon Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1440785,Ian Welsh,Ian Welsh,Ian Welsh,male,Ian Welsh,Ian Welsh,Ian Welsh,Ian Welsh,Ian Welsh,Ian Welsh,Ian Welsh,,1953-11-23,Ian,Ian Welsh,Ian Welsh,Ian Welsh,Ian Welsh,,,,,,,,,,,,,,,,,,,,/m/06hfh3,,,,,,,,,,,,Ian Welsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,يان ويلزي,,,,يان ويلزي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ian Welsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Ian Welsh,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1443752,Frank McAveety,Frank McAveety,Frank McAveety,male,Frank McAveety,Frank McAveety,Frank McAveety,Frank McAveety,Frank McAveety,Frank McAveety,Frank McAveety,https://upload.wikimedia.org/wikipedia/commons/0/00/Frank_McAveety_MSP.jpg,1962-07-27,Frank,Frank McAveety,Frank McAveety,Frank McAveety,Frank McAveety,,,,,,,,,,,,,,,,,,,,/m/05qwz9,,,,,,,,,,,,Frank McAveety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frank McAveety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Frank McAveety,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1486950,Lloyd Quinan,Lloyd Quinan,Lloyd Quinan,male,Lloyd Quinan,Lloyd Quinan,Lloyd Quinan,Lloyd Quinan,Lloyd Quinan,Lloyd Quinan,Lloyd Quinan,,1957,Lloyd,Lloyd Quinan,Lloyd Quinan,Lloyd Quinan,Lloyd Quinan,,,,,,,,,,,,,,,,,,,,/m/02_4xz,,,,,,,,,,,,Lloyd Quinan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lloyd Quinan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Lloyd Quinan,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1490268,Richard Lochhead,Richard Lochhead,Richard Lochhead,male,Richard Lochhead,Richard Lochhead,Richard Lochhead,Richard Lochhead,Richard Lochhead,Richard Lochhead,Richard Lochhead,https://upload.wikimedia.org/wikipedia/commons/8/80/RichardLochhead_MSP.jpg,1969-05-24,Richard,,,,,Richard Lochhead,Richard Lochhead,,,Lochhead,,,,,,,,,,,Category:Richard Lochhead,,,Ridseard Lochhead,/m/02p8rb,,,Ridseard Lochhead,,理查德·洛赫希德,,,,,,,Richard Lochhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RichardLochhead,,,,,,,,,http://www.richardlochhead.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Richard Lochhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Richard Lochhead,,,,,,,,,,,,,,,,,,,,,,,,,8860,
Q1495635,John Finnie,John Finnie,John Finnie,male,John Finnie,John Finnie,John Finnie,John Finnie,John Finnie,John Finnie,John Finnie,https://upload.wikimedia.org/wikipedia/commons/3/3c/JohnFinnie261012.jpg,1956-12-31,John,,,,,John Finnie,John Finnie,,,,,,,,,,,,,,,,,Iain Finnie,/m/0gtx3rk,,,Iain Finnie,,,,,,,,,John Finnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JohnFinnieHI,,,,,,,,,https://johnfinnie.scot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Finnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,John Finnie,,,,,,,,,,,,,,,,,,,,,,,,,3510,
Q1515752,Alex Neil,Alex Neil,Alex Neil (politician),male,Alex Neil (politician),Alex Neil,Alex Neil,Alex Neil,Alex Neil,Alex Neil,Alex Neil (Politiker),"https://upload.wikimedia.org/wikipedia/commons/c/cd/Alex_Neil,_Minister_for_Housing_and_Communities_(2).jpg",1951-08-22,Alex,,,,,Alex Neil,Alex Neil (politeecian),الکس نیل,Алекс Нил,Neil,,,亞歷克斯·內爾,亚历克斯·内尔,,,,,,,Category:Alex Neil MSP,,,Ailig Neil,/m/01j9yl,,,Ailig Neil,,,,,,,,,Alex Neil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlexNeilSNP,,,,,,,,,,,,,,,,,,,,,,أليكس نيل,,,,أليكس نيل,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex Neil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,亚历克斯·内尔,,,,,,,politician,,,,,,,,,,,,,,Alex Neil,,,,,,,,,,,,,,,,,,,,,,,,,7511,
Q1519985,James Kelly,James Kelly,James Kelly (Scottish politician),male,James Kelly (Scottish politician),James Kelly,James Kelly,James Kelly,James Kelly,James Kelly,"James Kelly (Politiker, 1963)",https://upload.wikimedia.org/wikipedia/commons/c/cd/JamesKellyMSPPortrait.jpg,1963-10-23,James,,,,,,,جیمز کلی,Джеймс Келли,Kelly,,8726197,,,ジェイムズ・ケリー,,,n82046729,,,,,,James Kelly,/m/02r5bc2,89991,,James Kelly,,,,,,,,,James Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JamesKellyLab,,,,,,,,,,,,,,,,,,,,,,جيمس كيلي,,,,جيمس كيلي (سياسي),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,James Kelly,,,,,,,,,,,,,,,,,,,,,,,,,7643,
Q1538053,Gordon MacDonald,Gordon MacDonald,Gordon MacDonald (Scottish politician),male,Gordon MacDonald (Scottish politician),Gordon MacDonald,Gordon MacDonald,Gordon MacDonald,Gordon MacDonald,Gordon MacDonald,"Gordon MacDonald (Politiker, 1960)",https://upload.wikimedia.org/wikipedia/commons/c/c4/GordonMacDonaldMSP20120529.jpg,1960-01-02,Gordon,,,,,Gordon MacDonald,Gordon MacDonald (Scots politeecian),,Гордон МакДональд,,0000 0000 7443 8321,105194266,,,ゴードン・マクドナルド,,,,,,,,,Gòrdan Dòmhnallach,/m/0gmgmzl,,,Gòrdan Dòmhnallach,,,,,,,,,Gordon MacDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GMacdonaldMSP,,,,,,,,,,,,,,,,,,,,,,غوردون ماكدونالد,,,,غوردون ماكدونالد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gordon MacDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Gordon MacDonald,,,,,,,,,,,,,,,,,,,,,,,,,8210,
Q1557330,Neil Bibby,Neil Bibby,Neil Bibby,male,Neil Bibby,Neil Bibby,Neil Bibby,Neil Bibby,Neil Bibby,Neil Bibby,Neil Bibby,https://upload.wikimedia.org/wikipedia/commons/3/31/Neil_Bibby.JPG,1983-09-06,Neil,,,,,Neil Bibby,Neil Bibby,,,,,,,,,,,,,,,,,Neil Bibby,/m/0gtw6f7,,,Neil Bibby,,,,,,,,,Neil Bibby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NeilBibby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neil Bibby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Neil Bibby,,,,,,,,,,,,,,,,,,,,,,,,,7492,
Q1612012,Joe FitzPatrick,Joe FitzPatrick,Joe FitzPatrick,male,Joe FitzPatrick,Joe FitzPatrick,Joe FitzPatrick,Joe FitzPatrick,Joe FitzPatrick,Joe FitzPatrick,Joe FitzPatrick,https://upload.wikimedia.org/wikipedia/commons/e/ed/JoeFitzPatrickMSP20110511.JPG,1967-04-01,Joe,,,,,Joe FitzPatrick,Joe FitzPatrick,,,,,,,,,,,,,,Category:Joe FitzPatrick,,Joe FitzPatrick,Joe FitzPatrick,/m/02qz5d2,,,Joe Fitzpatrick,Joe Fitzpatrick,喬·菲茲派翠克,,,,,,,Joe FitzPatrick,,,,,,,,,,,,,,,,,,,,,Joe Fitzpatrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JoeFitzSNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joe FitzPatrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Joe FitzPatrick,,,,,,,,,,,,,,,,,,,,,,,,,9145,
Q16191157,Alex Rowley,Alex Rowley,Alex Rowley,male,Alex Rowley,Alex Rowley,,Alex Rowley,Alex Rowley,Alex Rowley,Alex Rowley,https://upload.wikimedia.org/wikipedia/commons/2/27/Scottish_Labour_candidate_for_Cowdenbeath_signs_the_pledge_(cropped).jpg,1963-11-30,Alex,,,,,,,,,,,,,,,,,,,,,,,Alex Rowley,,,,Alex Rowley,,,,,,,,,Alex Rowley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex_RowleyMSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex Rowley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Alex Rowley,,,,,,,,,,,,,,,,,,,,,,,,,7558,
Q16213334,Andrew Wilson,Andrew Wilson,Andrew Wilson (economist),male,Andrew Wilson (economist),Andrew Wilson,Andrew Wilson,Andrew Wilson,Andrew Wilson,Andrew Wilson,Andrew Wilson (Politiker),,1970,Andrew,,,,,,,,Эндрю Уилсон,Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أندرو ويلسون,,,,أندرو ويلسون (سياسي),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,banker,,,,,,,,,,,,,,Andrew Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16250806,Jeane Freeman,Jeane Freeman,Jeane Freeman,female,Jeane Freeman,Jeane Freeman,Jeane Freeman,Jeane Freeman,Jeane Freeman,,,https://upload.wikimedia.org/wikipedia/commons/e/e8/JeaneFreemanMSP.jpg,1953,Jeane,,,,,Jeane Freeman,Jeane Freeman,,,Freeman,,,,,,,,,,,Category:Jeane Freeman,,,Jeane Freeman,,,,Jeane Freeman,,珍妮·弗里曼,,,,,,,Jeane Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JeaneF1MSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeane Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Jeane Freeman,,,,,,,,,,,,,,,,,,,,,,,,,9111,
Q1655380,Iain Smith,Iain Smith,Iain Smith (Scottish politician),male,Iain Smith (Scottish politician),Iain Smith,Iain Smith,Iain Smith,Iain Smith,Iain Smith,Iain Smith (Politiker),https://upload.wikimedia.org/wikipedia/commons/d/d6/Iain_smith.jpg,1960-05-01,Iain,,,,,,,,Иэн Смит,Smith,,,,,,,,,,,Category:Iain Smith,,,,/m/01_npv,,,,,,,,,,,,Iain Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.iainsmith.org/,,,,,,,,,,,,,لاين سميث,,,,لاين سميث,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iain Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Iain Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1669774,Alasdair Morrison,Alasdair Morrison,Alasdair Morrison (politician),male,Alasdair Morrison (politician),Alasdair Morrison,Alasdair Morrison,Alasdair Morrison,Alasdair Morrison,Alasdair Morrison,Alasdair Morrison,,1968-11-18,Alasdair,,,,,,,,,Morrison,,,,,,,,,,,,,,,/m/056hjs,,,,,,,,,,,,Alasdair Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alasdair Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Alasdair Morrison,,,,,,,,,,,,,,,,,,,,,,,,,5498,
Q1672546,Irene McGugan,Irene McGugan,Irene McGugan,female,Irene McGugan,Irene McGugan,Irene McGugan,Irene McGugan,Irene McGugan,Irene McGugan,Irene McGugan,,1952,Irene,Irene McGugan,Irene McGugan,Irene McGugan,Irene McGugan,,,,,McGugan,,,,,,,,,,,,,,,/m/0blhm6,,,,,,,,,,,,Irene McGugan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irene McGugan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Irene McGugan,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1672558,Irene Oldfather,Irene Oldfather,Irene Oldfather,female,Irene Oldfather,Irene Oldfather,Irene Oldfather,Irene Oldfather,Irene Oldfather,Irene Oldfather,Irene Oldfather,,1954,Irene,,,,,,,,,Oldfather,,,,,,,,,,,,,,,/m/0bkkpv,,,,,,,,,,,,Irene Oldfather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irene Oldfather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Irene Oldfather,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1680794,Jamie McGrigor,Jamie McGrigor,Jamie McGrigor,male,Jamie McGrigor,"James McGrigor, 6. Baronet",Jamie McGrigor,Jamie McGrigor,Jamie McGrigor,Jamie McGrigor,"James McGrigor, 6. Baronet",https://upload.wikimedia.org/wikipedia/commons/3/39/JamieMcGrigorMSP20110509.JPG,1949-10-19,James,,,,,,,,,,,,,,,,,,,,,,,,/m/0b1751,,,,,,,,,,,,Jamie McGrigor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,baronet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamie McGrigor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Jamie McGrigor,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1681399,Jamie Hepburn,Jamie Hepburn,Jamie Hepburn,male,Jamie Hepburn,Jamie Hepburn,Jamie Hepburn,Jamie Hepburn,Jamie Hepburn,Jamie Hepburn,Jamie Hepburn,https://upload.wikimedia.org/wikipedia/commons/1/14/JamieHepburnMSP20110511.JPG,1979-05-21,Jamie,,,,,Jamie Hepburn,Jamie Hepburn,,,Hepburn,,,,,,,,,,,Category:Jamie Hepburn,,,Jamie Hepburn,/m/02r4wvw,,,Jamie Hepburn,,傑米·赫本,,,,,,,Jamie Hepburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jamiehepburn,,,,,,,,,http://jamiehepburn.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamie Hepburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,Jamie Hepburn,,,,,,,,,,,,,,,,,,,,,,,,,9125,
Q1681420,Jamie Stone,Jamie Stone,Jamie Stone (politician),male,Jamie Stone (politician),Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,https://upload.wikimedia.org/wikipedia/commons/9/96/Official_portrait_of_Jamie_Stone_crop_2.jpg,1954-06-16,Jamie,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone (Scots politeecian),,,Stone,,,,,ジェイミー・ストーン,,,,,,,Jamie Stone,,,/m/05fgcj,,Jamie Stone,Jamie Stone,Jamie Stone,傑米·史東,Jamie Stone,Jamie Stone,,,,,Jamie Stone,Jamie Stone,,Jamie Stone,Jamie Stone,,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,,Jamie Stone,,,Jamie Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JamieHWStone,commons/jamie-stone/4612,,,,,,,,,,,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,,,,,Jamie Stone,جيمي ستون,Jamie Stone,,,جيمي ستون,,,,,,,,,,,,,,,Jamie Stone,,Jamie Stone,Jamie Stone,Jamie Stone,,,,,,,,,,Jamie Stone,,,,,,,,,Jamie Stone,,,,,Jamie Stone,Jamie Stone,,Jamie Stone,Jamie Stone,,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,,,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,,,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,,Jamie Stone,Jamie Stone,,Jamie Stone,,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,,Jamie Stone,Jamie Stone,Jamie Stone,Jamie Stone,,,,,,,,,,politician,,,,,,,,,,,,,,Jamie Stone,,,,,,,,,,,,,,,,,,,,,,,,iqJbTPtY,8632,
