id,name,state,area,area_id,wikipedia,wikipedia__en,group_id,group,term,source,coalition,coalition_id,name__en,image,gender,identifier__isni,identifier__viaf,identifier__gnd,identifier__lcauth,identifier__sudoc,birth_date,death_date,identifier__freebase,given_name,identifier__nta,identifier__oxforddnb,identifier__munzinger,family_name,identifier__musicbrainz,identifier__nla,identifier__nndb,identifier__npg,identifier__cantic,identifier__fifa,website,identifier__bnf
musa_hitam,Musa Hitam,Johore,"Labis, Johore",P114-4,http://en.wikipedia.org/wiki/Musa_Hitam,Musa Hitam,UMNO,United Malays National Organisation,4,,Barisan Nasional,BN,Musa Hitam,,male,0000 0000 6737 1253,91802211,,,,1934-04-18,,/m/03fss6,,,,,,,,,,,,,
mustapha_harun,Mustapha Harun,Sabah,"Marudu, Sabah",P115-4,http://en.wikipedia.org/wiki/Mustapha_Harun,Mustapha Harun,USNO,United Sabah National Organisation,4,,Barisan Nasional,BN,Mustapha bin Harun,https://upload.wikimedia.org/wikipedia/commons/8/8c/Putatan_Sabah_TamanMemorialTunDatuMustapha-04.jpg,male,,67710944,,,,1918-07-31,1995-01-02,/m/0fj2sx,Mustapha,,,,,,,,,,,,
madina_unggut,Madina Unggut,Sabah,"Bandau, Sabah",P116-4,,,USNO,United Sabah National Organisation,4,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
mohamed_said_keruak,Mohamed Said Keruak,Sabah,"Kota Belud, Sabah",P117-4,,,USNO,United Sabah National Organisation,4,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
ajad_oyung,Ajad Oyung,Sabah,"Labuk-Sugut, Sabah",P118-4,,,USNO,United Sabah National Organisation,4,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
buja_gumbilai,Buja Gumbilai,Sabah,"Tuaran, Sabah",P119-4,,,USNO,United Sabah National Organisation,4,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
abdul_ghani_gilong,Abdul Ghani Gilong,Sabah,"Kinabalu, Sabah",P120-4,,,USNO,United Sabah National Organisation,4,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
peter_lo_sui_yin,Peter Lo Sui Yin,Sabah,"Gaya, Sabah",P121-4,http://en.wikipedia.org/wiki/Peter_Lo_Sui_Yin,Peter Lo Sui Yin,SCA,Sabah Chinese Association,4,,Barisan Nasional,BN,Peter Lo Sui Yin,,male,,,,,,1923-05-19,,,Peter,,,,,,,,,,,,
james_stephen_tibok,James Stephen Tibok,Sabah,"Penampang, Sabah",P122-4,,,USNO,United Sabah National Organisation,4,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
peter_lim_pui_ho,Peter Lim Pui Ho,Sabah,"Sandakan, Sabah",P123-4,,,SCA,Sabah Chinese Association,4,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
pengiran_ahmad_pengiran_indar,Pengiran Ahmad Pengiran Indar,Sabah,"Kinabatangan, Sabah",P124-4,,,USNO,United Sabah National Organisation,4,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
aliuddin_mohd._tahir,Aliuddin Mohd. Tahir,Sabah,"Kimanis, Sabah",P125-4,,,USNO,United Sabah National Organisation,4,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
mohammad_taufeck_asneh,Mohammad Taufeck Asneh,Sabah,"Hilir Padas, Sabah",P126-4,,,USNO,United Sabah National Organisation,4,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
harris_salleh,Harris Salleh,Sabah,"Keningau, Sabah",P127-4,http://en.wikipedia.org/wiki/Harris_Salleh,Harris Salleh,BERJAYA,Sabah People's United Front,4,,Barisan Nasional,BN,Harris Salleh,,male,,79406983,119003562,,,1930-11-04,,/m/02p_zfr,Harris,,,,,,,,,,,,
mohd._salleh_abdullah,Mohd. Salleh Abdullah,Sabah,"Silam, Sabah",P128-4,,,USNO,United Sabah National Organisation,4,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
abdul_rashid_jais,Abdul Rashid Jais,Sabah,"Ulu Padas, Sabah",P129-4,,,USNO,United Sabah National Organisation,4,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
alex_pang_sui_chee,Alex Pang Sui Chee,Sabah,"Tawau, Sabah",P130-4,,,SCA,Sabah Chinese Association,4,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
patrick_uren,Patrick Uren,Sarawak,"Bau-Lundu, Sarawak",P131-4,,,SNAP,Sarawak National Party,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
ong_kee_hui,Ong Kee Hui,Sarawak,"Bandar Kuching, Sarawak",P132-4,http://en.wikipedia.org/wiki/Ong_Kee_Hui,Ong Kee Hui,SUPP,Sarawak United Peoples' Party,4,,Barisan Nasional,BN,Ong Kee Hui,,male,,50464770,,,,1914-01-01,2000-01-01,,,,,,Wang,,,,,,,,
sulaiman_daud,Sulaiman Daud,Sarawak,"Santubong, Sarawak",P133-4,http://en.wikipedia.org/wiki/Sulaiman_Daud,Sulaiman Daud,PBB,Parti Pesaka Bumiputera Bersatu,4,,Barisan Nasional,BN,Sulaiman Daud,,male,,,,,,1933-03-04,2010-03-23,/m/0bh831w,,,,,,,,,,,,,
abdul_taib_mahmud,Abdul Taib Mahmud,Sarawak,"Samarahan, Sarawak",P134-4,http://en.wikipedia.org/wiki/Abdul_Taib_Mahmud,Abdul Taib Mahmud,PBB,Parti Pesaka Bumiputera Bersatu,4,,Barisan Nasional,BN,Abdul Taib Mahmud,,male,,63112319,,,,1936-05-21,,/m/07m4ry,Abdul,,,,,,,,,,,,
stephen_yong_kuet_tze,Stephen Yong Kuet Tze,Sarawak,"Padawan, Sarawak",P135-4,http://en.wikipedia.org/wiki/Stephen_Yong_Kuet_Tze,Stephen Yong Kuet Tze,SUPP,Sarawak United Peoples' Party,4,,Barisan Nasional,BN,Stephen Yong Kuet Tze,,male,,,,,,1921-01-01,2001-01-01,,Stephen,,,,,,,,,,,,
richard_dampeng_laki,Richard Dampeng Laki,Sarawak,"Serian, Sarawak",P136-4,,,SUPP,Sarawak United Peoples' Party,4,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
hadadak_d._pasauk,Hadadak D. Pasauk,Sarawak,"Simunjan, Sarawak",P137-4,,,PBB,Parti Pesaka Bumiputera Bersatu,4,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
edwin_tangkun,Edwin Tangkun,Sarawak,"Batang Lupar, Sarawak",P138-4,,,SNAP,Sarawak National Party,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
jonathan_narwin_jinggong,Jonathan Narwin Jinggong,Sarawak,"Lubok Antu, Sarawak",P139-4,,,SNAP,Sarawak National Party,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
wairy_leben_kato,Wairy Leben Kato,Sarawak,"Betong, Sarawak",P140-4,,,PBB,Parti Pesaka Bumiputera Bersatu,4,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
edmund_langgu_saga,Edmund Langgu Saga,Sarawak,"Saratok, Sarawak",P141-4,,,SNAP,Sarawak National Party,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
chieng_tiong_kai,Chieng Tiong Kai,Sarawak,"Sarikei, Sarawak",P142-4,,,SUPP,Sarawak United Peoples' Party,4,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
abdul_rahman_ya'kub,Abdul Rahman Ya'kub,Sarawak,"Payang, Sarawak",P143-4,http://en.wikipedia.org/wiki/Abdul_Rahman_Ya%27kub,Abdul Rahman Ya'kub,PBB,Parti Pesaka Bumiputera Bersatu,4,,Barisan Nasional,BN,Abdul Rahman Ya'kub,,male,,72674530,,n79098656,,1928-01-03,2015-01-09,,Abdul,,,,,,,,,,,,
wee_ho_soon,Wee Ho Soon,Sarawak,"Bandar Sibu, Sarawak",P144-4,,,SUPP,Sarawak United Peoples' Party,4,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
jawan_empaling,Jawan Empaling,Sarawak,"Rajang, Sarawak",P145-4,,,SUPP,Sarawak United Peoples' Party,4,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
latip_idris,Latip Idris,Sarawak,"Mukah, Sarawak",P146-4,,,PBB,Parti Pesaka Bumiputera Bersatu,4,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
thomas_salang_siden,Thomas Salang Siden,Sarawak,"Julau, Sarawak",P147-4,,,SNAP,Sarawak National Party,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
leo_moggie_irok,Leo Moggie Irok,Sarawak,"Kanowit, Sarawak",P148-4,,,SNAP,Sarawak National Party,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
abit_angkin,Abit Angkin,Sarawak,"Kapit, Sarawak",P149-4,,,PBB,Parti Pesaka Bumiputera Bersatu,4,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
sibat_miyut_tagong,Sibat Miyut Tagong,Sarawak,"Ulu Rajang, Sarawak",P150-4,,,SNAP,Sarawak National Party,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
ting_ling_kiew,Ting Ling Kiew,Sarawak,"Bintulu, Sarawak",P151-4,,,SNAP,Sarawak National Party,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
yang_siew_siang,Yang Siew Siang,Sarawak,"Miri-Subis, Sarawak",P152-4,,,SUPP,Sarawak United Peoples' Party,4,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
luhat_wan,Luhat Wan,Sarawak,"Baram, Sarawak",P153-4,,,SNAP,Sarawak National Party,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
racha_umong,Racha Umong,Sarawak,"Limbang-Lawas, Sarawak",P154-4,,,PBB,Parti Pesaka Bumiputera Bersatu,4,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
shaari_jusoh,Shaari Jusoh,Perlis,"Kangar, Perlis",P001-5,,,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
syed_hassan_syed_mohamed,Syed Hassan Syed Mohamed,Perlis,"Arau, Perlis",P002-5,,,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
sanusi_junid,Sanusi Junid,Kedah,"Jerlun-Langkawi, Kedah",P003-5,,,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
mahathir_mohamad,Mahathir Mohamad,Kedah,"Kubang Pasu, Kedah",P004-5,http://en.wikipedia.org/wiki/Mahathir_Mohamad,Mahathir Mohamad,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,Mahathir Mohamad,https://upload.wikimedia.org/wikipedia/commons/c/c0/Mahathir_Mohamad_addressing_the_United_Nations_General_Assembly_(September_25_2003).jpg,male,,98026483,118930060,n81054017,92036813.0,1925-07-10,,/m/01lydh,,,,,,5ef869f6-d103-4aa0-a0f6-575017e10696,,,,,,,
syed_ahmad_syed_mahmud_shahabuddin,Syed Ahmad Syed Mahmud Shahabuddin,Kedah,"Padang Terap, Kedah",P005-5,http://en.wikipedia.org/wiki/Syed_Ahmad_Syed_Mahmud_Shahabuddin,Syed Ahmad Syed Mahmud Shahabuddin,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,Syed Ahmad Syed Mahmud Shahabuddin,,male,,,,,,1925-05-04,2008-07-07,/m/04f6fbg,,,,,,,,,,,,,
senu_abdul_rahman,Senu Abdul Rahman,Kedah,"Kuala Kedah, Kedah",P006-5,http://en.wikipedia.org/wiki/Senu_Abdul_Rahman,Senu Abdul Rahman,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,Senu Abdul Rahman,,male,,72529680,,,,1919-01-01,1995-01-01,,,,,,,,,,,,,,
oo_gin_sun,Oo Gin Sun,Kedah,"Alor Setar, Kedah",P007-5,,,MCA,Malaysian Chinese Association,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
abu_bakar_umar,Abu Bakar Umar,Kedah,"Kota Setar, Kedah",P008-5,,,PAS,Pan-Malaysian Islamic Party,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
hashim_endut,Hashim Endut,Kedah,"Ulu Muda, Kedah",P009-5,,,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
mohd._nakhaei_ahmad,Mohd. Nakhaei Ahmad,Kedah,"Baling, Kedah",P010-5,,,PAS,Pan-Malaysian Islamic Party,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
ismail_arshad,Ismail Arshad,Kedah,"Jerai, Kedah",P011-5,,,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
khir_johari,Khir Johari,Kedah,"Kuala Muda, Kedah",P012-5,http://en.wikipedia.org/wiki/Khir_Johari,Khir Johari,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,Khir Johari,,male,,,,,,1923-01-29,2006-11-19,,Mohamed,,,,,,,,,,,,
wan_zainab_m._a._bakar,Wan Zainab M. A. Bakar,Kedah,"Sungei Patani, Kedah",P013-5,,,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
lim_kiam_hoon,Lim Kiam Hoon,Kedah,"Padang Serai, Kedah",P014-5,,,MCA,Malaysian Chinese Association,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
abdul_kadir_sheikh_fadzir,Abdul Kadir Sheikh Fadzir,Kedah,"Kulim-Bandar Bahru, Kedah",P015-5,,,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
tengku_noor_asiah_tengku_ahmad,Tengku Noor Asiah Tengku Ahmad,Kelantan,"Tumpat, Kelantan",P016-5,,,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
nik_abdul_aziz_nik_mat,Nik Abdul Aziz Nik Mat,Kelantan,"Pengkalan Chepa, Kelantan",P017-5,http://en.wikipedia.org/wiki/Nik_Abdul_Aziz_Nik_Mat,Nik Abdul Aziz Nik Mat,PAS,Pan-Malaysian Islamic Party,5,,,,Nik Abdul Aziz Nik Mat,https://upload.wikimedia.org/wikipedia/commons/9/90/Nik_Aziz_Kelantan.jpg,male,0000 0001 0822 8956,6092102,132354276,n80031623,,1931-01-10,2015-02-12,/m/03hwpy,Nik,108455890,,,,,41699164,,,,,,
abdul_rahman_daud,Abdul Rahman Daud,Kelantan,"Pasir Mas, Kelantan",P018-5,,,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
tengku_ahmad_rithauddeen_tengku_ismail,Tengku Ahmad Rithauddeen Tengku Ismail,Kelantan,"Kota Bharu, Kelantan",P019-5,,,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
mohd._zain_abdullah,Mohd. Zain Abdullah,Kelantan,"Bachok, Kelantan",P020-5,,,PAS,Pan-Malaysian Islamic Party,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibrahim_muhammad,Ibrahim Muhammad,Kelantan,"Rantau Panjang, Kelantan",P021-5,,,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
mohamed_ali_(malaysia),Mohamed Ali,Kelantan,"Nilam Puri, Kelantan",P022-5,,,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
hussein_mahmood,Hussein Mahmood,Kelantan,"Tanah Merah, Kelantan",P023-5,,,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
mohd._kassim_ahmad,Mohd. Kassim Ahmad,Kelantan,"Machang, Kelantan",P024-5,,,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
wan_mohd._najib_wan_mohamad,Wan Mohd. Najib Wan Mohamad,Kelantan,"Pasir Puteh, Kelantan",P025-5,,,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
nik_hussein_wan_abdul_rahman,Nik Hussein Wan Abdul Rahman,Kelantan,"Kuala Krai, Kelantan",P026-5,,,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
tengku_razaleigh_hamzah,Tengku Razaleigh Hamzah,Kelantan,"Ulu Kelantan, Kelantan",P027-5,http://en.wikipedia.org/wiki/Tengku_Razaleigh_Hamzah,Tengku Razaleigh Hamzah,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,Tengku Razaleigh Hamzah,,male,,25979961,,,,1937-04-13,,,,,,,,,,,,,,,
zakaria_abdul_rahman,Zakaria Abdul Rahman,Trengganu,"Besut, Trengganu",P028-5,,,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
abdullah_abdul_rahman,Abdullah Abdul Rahman,Trengganu,"Ulu Nerus, Trengganu",P029-5,,,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
alias_md._ali,Alias Md. Ali,Trengganu,"Ulu Trengganu, Trengganu",P030-5,,,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
nik_hassan_abdul_rahman,Nik Hassan Abdul Rahman,Trengganu,"Kuala Nerus, Trengganu",P031-5,,,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
abdul_manan_othman,Abdul Manan Othman,Trengganu,"Kuala Trengganu, Trengganu",P032-5,,,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
awang_abdul_jabar,Awang Abdul Jabar,Trengganu,"Dungun, Trengganu",P033-5,,,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
ismail_said,Ismail Said,Trengganu,"Kemaman, Trengganu",P034-5,,,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
abdullah_ahmad_badawi,Abdullah Ahmad Badawi,Penang,"Kepala Batas, Penang",P035-5,http://en.wikipedia.org/wiki/Abdullah_Ahmad_Badawi,Abdullah Ahmad Badawi,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,Abdullah Ahmad Badawi,https://upload.wikimedia.org/wikipedia/commons/5/53/Abdullah_Badawi_2004.jpg,male,0000 0001 1497 5050,119263608,130656097,n89120654,,1939-11-26,,/m/01yynm,Abdullah,84588527.0,,24209.0,,,,,,,,,
ling_liong_sik,Ling Liong Sik,Penang,"Mata Kuching, Penang",P036-5,http://en.wikipedia.org/wiki/Ling_Liong_Sik,Ling Liong Sik,MCA,Malaysian Chinese Association,5,,Barisan Nasional,BN,Ling Liong Sik,,male,,,,,,1943-09-18,,,,,,,,,,,,,,,
zabidi_ali,Zabidi Ali,Penang,"Permatang Pauh, Penang",P037-5,,,PAS,Pan-Malaysian Islamic Party,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
seow_hun_khim,Seow Hun Khim,Penang,"Bukit Mertajam, Penang",P038-5,,,DAP,Democratic Action Party,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
goh_cheng_teik,Goh Cheng Teik,Penang,"Nibong Tebal, Penang",P039-5,,,Gerakan,Parti Gerakan Rakyat Malaysia,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
shamsuri_md._salleh,Shamsuri Md. Salleh,Penang,"Balik Pulau, Penang",P040-5,,,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
peter_paul_dason,Peter Paul Dason,Penang,"Bukit Bendera, Penang",P041-5,,,DAP,Democratic Action Party,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
wong_hoong_keat,Wong Hoong Keat,Penang,"Tanjong, Penang",P042-5,,,DAP,Democratic Action Party,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
karpal_singh,Karpal Singh,Penang,"Jelutong, Penang",P043-5,http://en.wikipedia.org/wiki/Karpal_Singh,Karpal Singh,DAP,Democratic Action Party,5,,,,Karpal Singh,https://upload.wikimedia.org/wikipedia/commons/2/2e/Karpal_Singh.jpg,male,,22062728,,,,1940-06-28,2014-04-17,/m/03tszj,,,,,,,,,,,,http://www.karpalsingh.net/,
tajol_rosli_mohd_ghazali,Tajol Rosli Mohd Ghazali,Perak,"Gerik, Perak",P044-5,http://en.wikipedia.org/wiki/Tajol_Rosli_Mohd_Ghazali,Tajol Rosli Mohd Ghazali,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,Tajol Rosli Mohd Ghazali,,male,,,,,,1944-11-06,,,Mohd,,,,,,,,,,,,
kamaruddin_mohamed_isa,Kamaruddin Mohamed Isa,Perak,"Larut, Perak",P045-5,,,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
idris_abdul_rauf,Idris Abdul Rauf,Perak,"Parit Buntar, Perak",P046-5,,,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
ramli_omar,Ramli Omar,Perak,"Bagan Serai, Perak",P047-5,,,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
samy_vellu,Samy Vellu,Perak,"Sungei Siput, Perak",P048-5,http://en.wikipedia.org/wiki/Samy_Vellu,Samy Vellu,MIC,Malaysian Indian Congress,5,,Barisan Nasional,BN,Samy Vellu,,male,,58180735,,,,1936-03-08,,/m/04ccwx,Samy,,,,,,,,,,,,
paul_leong_khee_seong,Paul Leong Khee Seong,Perak,"Taiping, Perak",P049-5,,,Gerakan,Parti Gerakan Rakyat Malaysia,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
hashim_ghazali,Hashim Ghazali,Perak,"Matang, Perak",P050-5,,,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
umar_ismail,Umar Ismail,Perak,"Padang Rengas, Perak",P051-5,,,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
yong_fatimah_mohd._razali,Yong Fatimah Mohd. Razali,Perak,"Kuala Kangsar, Perak",P052-5,,,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
yang_choong_fu,Yang Choong Fu,Perak,"Kinta, Perak",P053-5,,,MCA,Malaysian Chinese Association,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
lim_cho_hock,Lim Cho Hock,Perak,"Ipoh, Perak",P054-5,,,DAP,Democratic Action Party,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
p._patto,P. Patto,Perak,"Menglembu, Perak",P055-5,,,DAP,Democratic Action Party,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
ting_chek_ming,Ting Chek Ming,Perak,"Bruas, Perak",P056-5,,,DAP,Democratic Action Party,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
mohd._bakri_abdul_rais,Mohd. Bakri Abdul Rais,Perak,"Parit, Perak",P057-5,,,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
chian_heng_kai,Chian Heng Kai,Perak,"Batu Gajah, Perak",P058-5,,,DAP,Democratic Action Party,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
azharul_abidin_abdul_rahim,Azharul Abidin Abdul Rahim,Perak,"Batang Padang, Perak",P059-5,,,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
richard_ho_ung_hun,Richard Ho Ung Hun,Perak,"Lumut, Perak",P060-5,http://en.wikipedia.org/wiki/Richard_Ho_Ung_Hun,Richard Ho Ung Hun,MCA,Malaysian Chinese Association,5,,Barisan Nasional,BN,Richard Ho Ung Hun,,male,,,,,,1927-01-20,2008-02-04,,Richard,,,,,,,,,,,,
kamaluddin_maamor,Kamaluddin Maamor,Perak,"Hilir Perak, Perak",P061-5,,,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
au_how_cheong,Au How Cheong,Perak,"Telok Anson, Perak",P062-5,,,Gerakan,Parti Gerakan Rakyat Malaysia,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
mak_hon_kam,Mak Hon Kam,Perak,"Tanjong Malim, Perak",P063-5,,,MCA,Malaysian Chinese Association,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
hassan_adli_arshad,Hassan Adli Arshad,Perak,"Bagan Datok, Perak",P064-5,,,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
ghazali_shafie,Ghazali Shafie,Pahang,"Lipis, Pahang",P065-5,http://en.wikipedia.org/wiki/Ghazali_Shafie,Ghazali Shafie,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,Ghazali Shafie,https://upload.wikimedia.org/wikipedia/commons/9/94/Ghazali_Shafie_(crop).jpg,male,,193683750,170036081,,,1922-03-22,2010-01-24,/m/0b6lvn9,,,,,,,,,,,,,
shariff_ahmad,Shariff Ahmad,Pahang,"Jerantut, Pahang",P066-5,,,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
mohd_ali_m._shariff,Mohd Ali M. Shariff,Pahang,"Kuantan, Pahang",P067-5,,,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
tan_koon_swan,Tan Koon Swan,Pahang,"Raub, Pahang",P068-5,http://en.wikipedia.org/wiki/Tan_Koon_Swan,Tan Koon Swan,MCA,Malaysian Chinese Association,5,,Barisan Nasional,BN,Tan Koon Swan,,male,,,,,,1940-09-24,,,Tan,,,,,,,,,,,,
hishamuddin_yahaya,Hishamuddin Yahaya,Pahang,"Maran, Pahang",P069-5,,,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
chan_siang_sun,Chan Siang Sun,Pahang,"Bentong, Pahang",P070-5,,,MCA,Malaysian Chinese Association,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
najib_razak,Najib Razak,Pahang,"Pekan, Pahang",P071-5,http://en.wikipedia.org/wiki/Najib_Razak,Najib Razak,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,Najib Razak,https://upload.wikimedia.org/wikipedia/commons/7/70/Dato_Sri_Mohd_Najib_Tun_Razak.JPG,male,,103418701,140115854,n84183609,,1953-07-23,,/m/02lb6k,Mohd,,,27931.0,,,,,,,,,
hamzah_abu_samah,Hamzah Abu Samah,Pahang,"Temerloh, Pahang",P072-5,http://en.wikipedia.org/wiki/Hamzah_Abu_Samah,Hamzah Abu Samah,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,Hamzah Abu Samah,,male,,,,,,1924-01-05,2012-09-04,/m/0gmdd3l,,,,,,,,,,,,,
jamaluddin_suhaimi,Jamaluddin Suhaimi,Selangor,"Sabak Bernam, Selangor",P073-5,,,UMNO,United Malays National Organisation,5,,Barisan Nasional,BN,,,,,,,,,,,,,,,,,,,,,,,,
