id,name,sort_name,position,party,party_id,image,term,source,email
651,Roman Boțan,Boțan Roman,"",Fracțiunea Partidului Liberal,10,http://www.parlament.md/LinkClick.aspx?fileticket=wST7SaEt4dI%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/651/language/en-US/Default.aspx,
652,Alina Zotea,Zotea Alina,"",Fracțiunea Partidului Liberal,10,http://www.parlament.md/LinkClick.aspx?fileticket=nFzlAZVhvk4%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/652/language/en-US/Default.aspx,
653,Artur Gutium,Gutium Artur,"",Fracțiunea Partidului Liberal,10,http://www.parlament.md/LinkClick.aspx?fileticket=4IUsbN3E5r0%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/653/language/en-US/Default.aspx,
654,Corneliu Dudnic,Dudnic Corneliu,"",Fracțiunea Partidului Democrat din Moldova,9,http://www.parlament.md/LinkClick.aspx?fileticket=TorpUa5Ay3M%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/654/language/en-US/Default.aspx,
655,Elena Bacalu,Bacalu Elena,"",Fracțiunea Partidului Democrat din Moldova,9,http://www.parlament.md/LinkClick.aspx?fileticket=u7uad9l37aM%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/655/language/en-US/Default.aspx,
66,Oleg Sîrbu,Sîrbu Oleg,"",Fracțiunea Partidului Democrat din Moldova,9,http://www.parlament.md/LinkClick.aspx?fileticket=tNSJDKH37Ds%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/66/language/en-US/Default.aspx,Oleg.Sirbu@parlament.md
668,Adrian Lebedinschi,Lebedinschi Adrian,"",Fracțiunea Partidului Socialiștilor din Republica Moldova,12,http://www.parlament.md/LinkClick.aspx?fileticket=m00oBW14Q68%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/668/language/en-US/Default.aspx,
669,Iurie Cazacu,Cazacu Iurie,"",Fracțiunea Partidului Democrat din Moldova,9,http://www.parlament.md/LinkClick.aspx?fileticket=T%2fdD3BTt37g%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/669/language/en-US/Default.aspx,
67,Oxana Domenti,Domenti Oxana,"",Fracțiunea Partidului Comuniștilor din Republica Moldova,8,http://www.parlament.md/LinkClick.aspx?fileticket=ANJ5g32jEkg%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/67/language/en-US/Default.aspx,
674,Valerian Bejan,Bejan Valerian,"",Fracțiunea Partidului Liberal,10,http://www.parlament.md/LinkClick.aspx?fileticket=242TbwAkNcA%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/674/language/en-US/Default.aspx,
683,Valentina Rotaru,Rotaru Valentina,"",Fracțiunea Partidului Democrat din Moldova,9,http://www.parlament.md/LinkClick.aspx?fileticket=aWu5jPgKe%2fc%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/683/language/en-US/Default.aspx,
684,Serghei Chiseliov,Chiseliov Serghei,"",Fracțiunea Partidului Democrat din Moldova,9,http://www.parlament.md/LinkClick.aspx?fileticket=aWu5jPgKe%2fc%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/684/language/en-US/Default.aspx,
687,Oleg Ogor,Ogor Oleg,"",Fracțiunea Partidului Liberal,10,http://www.parlament.md/LinkClick.aspx?fileticket=VF02D4UzggY%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/687/language/en-US/Default.aspx,
69,Petru Porcescu,Porcescu Petru,"",Fracțiunea Partidului Democrat din Moldova,9,http://www.parlament.md/LinkClick.aspx?fileticket=L38GR6GUVhU%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/69/language/en-US/Default.aspx,
699,Irina Mîzdrenco,Mîzdrenco Irina,"",Fracțiunea Partidului Socialiștilor din Republica Moldova,12,http://www.parlament.md/LinkClick.aspx?fileticket=zbpzGgcGVgQ%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/699/language/en-US/Default.aspx,
700,Barbăroșie Alexandru,Alexandru Barbăroșie,"",Fracțiunea Partidului Liberal Democrat din Moldova,11,http://www.parlament.md/LinkClick.aspx?fileticket=aWu5jPgKe%2fc%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/700/language/en-US/Default.aspx,
701,Eugen Bodarev,Bodarev Eugen,"",Fracțiunea Partidului Liberal Democrat din Moldova,11,http://www.parlament.md/LinkClick.aspx?fileticket=aWu5jPgKe%2fc%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/701/language/en-US/Default.aspx,
702,Iurie Chiorescu,Chiorescu Iurie,"",Fracțiunea Partidului Liberal Democrat din Moldova,11,http://www.parlament.md/LinkClick.aspx?fileticket=aWu5jPgKe%2fc%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/702/language/en-US/Default.aspx,
703,Nicolae Olaru,Olaru Nicolae,"",Fracțiunea Partidului Liberal Democrat din Moldova,11,http://www.parlament.md/LinkClick.aspx?fileticket=aWu5jPgKe%2fc%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/703/language/en-US/Default.aspx,
78,Tudor Deliu,Deliu Tudor,"",Fracțiunea Partidului Liberal Democrat din Moldova,11,http://www.parlament.md/LinkClick.aspx?fileticket=2FSaujMwbGg%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/78/language/en-US/Default.aspx,Tudor.Deliu@parlament.md
84,Valentina Stratan,Stratan Valentina,"",Fracțiunea Partidului Democrat din Moldova,9,http://www.parlament.md/LinkClick.aspx?fileticket=P5S8XqPvMI8%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/84/language/en-US/Default.aspx,Valentina.Stratan@parlament.md
85,Valeriu Ghileţchi,Ghileţchi Valeriu,"",Free fraction deputies,-1,http://www.parlament.md/LinkClick.aspx?fileticket=n5txEeRxaNQ%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/85/language/en-US/Default.aspx,Valeriu.Ghiletchi@parlament.md
95,Veaceslav Untila,Untila Veaceslav,"",Free fraction deputies,-1,http://www.parlament.md/LinkClick.aspx?fileticket=opgMbbc8Uu8%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/95/language/en-US/Default.aspx,
97,Victor Mîndru,Mîndru Victor,"",Fracțiunea Partidului Democrat din Moldova,9,http://www.parlament.md/LinkClick.aspx?fileticket=qX4PDHMI%2fWI%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/97/language/en-US/Default.aspx,Victor.Mindru@parlament.md
99,Violeta Ivanov,Ivanov Violeta,"",Fracțiunea Partidului Democrat din Moldova,9,http://www.parlament.md/LinkClick.aspx?fileticket=5P9VhEnH3yA%3d&tabid=87&mid=476&language=en-US,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/99/language/en-US/Default.aspx,Svetlana.Stepanov@parlament.md
