id,name__fr,name__en,name__ro,name,wikipedia__ro,gender,birth_date,given_name,name__nl,name__de,name__it,wikipedia__en,name__ru,name__mo,wikipedia__ru,wikipedia__commons,name__es,name__uk,wikipedia__fr,wikipedia__uk,death_date,name__pl,wikipedia__pl,image,identifier__freebase,name__az,name__tr,wikipedia__az,wikipedia__de,wikipedia__nl,wikipedia__tr,name__et,name__sv,name__cs,name__lmo,name__de_ch,name__en_ca,name__en_gb,name__lb,name__oc,name__ca,name__hu,name__fi,name__he,name__sr,name__la,name__sk,name__nb,name__da,name__nn,name__zh,name__mk,wikipedia__cs,wikipedia__da,wikipedia__es,wikipedia__et,wikipedia__fi,wikipedia__he,wikipedia__hu,wikipedia__it,wikipedia__la,wikipedia__lb,wikipedia__lmo,wikipedia__sr,wikipedia__sv,wikipedia__zh,name__el,wikipedia__el,identifier__ISNI,identifier__VIAF,identifier__NTA,name__pt,wikipedia__pt,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__gd,name__be,name__ko,name__gl,name__id,name__ja,name__sh,name__eo,name__sr_el,name__sr_ec,name__be_tarask,name__cy,name__bg,name__io,name__ka,name__lt,name__jv,name__eu,name__ar,name__lv,name__sco,wikipedia__ar,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__ca,wikipedia__cy,wikipedia__eo,wikipedia__eu,wikipedia__gd,wikipedia__gl,wikipedia__id,wikipedia__io,wikipedia__ja,wikipedia__jv,wikipedia__ka,wikipedia__ko,wikipedia__lt,wikipedia__lv,wikipedia__mo,wikipedia__nn,wikipedia__no,wikipedia__oc,wikipedia__sco,wikipedia__sh,identifier__GND,identifier__LCAuth,identifier__SUDOC,name__pt_br,name__yo,name__vi,name__is,wikipedia__is,wikipedia__plwikiquote,wikipedia__vi,wikipedia__yo,identifier__BNF,wikipedia__nds,name__nds,original_wikiname,wikipedia__fa,name__fa,identifier__Britannica,name__ady,identifier__FAST,last_seen,wikipedia__hy,name__hy,facebook,identifier__PACE,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__de_at,name__frc,name__frp,name__fur,name__ga,name__gsw,name__hr,name__ia,name__ie,name__jam,name__kab,name__kg,name__li,name__lij,name__mg,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__scn,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,occupation,wikipedia__gag,name__gag,name__xmf,wikipedia__ruwikinews,wikipedia__xmf,name__tt,wikipedia__tt,website,name__sl,name__ceb,wikipedia__uz,twitter,name__uz
Q19916913,,,Bogdan Țîrdea,Bogdan Țîrdea,Bogdan Țîrdea,male,1974-07-23,,Bogdan Țîrdea,,,,"Цырдя, Богдан",,"Цырдя, Богдан",,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/9/9f/BogdanTirdea.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bogdat Țîrdea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historian,,,,,,,,,,,,,
Q19918170,,,Vlad Batrîncea,Vlad Batrîncea,Vlad Batrîncea,male,1981-03-31,,Vlad Batrîncea,,,,"Батрынча, Владимир Николаевич",,"Батрынча, Влад Николаевич",,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/1a/Vlad_Batrîncea_(02-06-2015).png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vlad Batrîncea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q19918374,,,Eduard Smirnov,Eduard Smirnov,Eduard Smirnov,male,1939-09-17,,Eduard Smirnov,,,,"Смирнов, Эдуард Павлович",,"Смирнов, Эдуард Павлович",,,Едуард Смірнов,,Едуард Смірнов,,,,https://upload.wikimedia.org/wikipedia/commons/8/80/Eduard_Smirnov_(2014-12-29).png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eduard Smirnov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q20429568,,Vasile Bîtca,Vasile Bîtca,Vasile Bîtca,Vasile Bîtca,male,1971-12-01,,Vasile Bîtca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vasile Bîtca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q20429648,,,Vadim Pistrinciuc,Vadim Pistrinciuc,Vadim Pistrinciuc,male,1981-02-24,,Vadim Pistrinciuc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vadim Pistrinciuc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q20430935,Iurie Chirinciuc,Iurie Chirinciuc,Iurie Chirinciuc,Iurie Chirinciuc,Iurie Chirinciuc,male,1961-05-29,,Iurie Chirinciuc,Iurie Chirinciuc,Iurie Chirinciuc,Iurie Chirinciuc,,,,,Iurie Chirinciuc,,,,,Iurie Chirinciuc,,,,,Iurie Chirinciuc,,,,,Iurie Chirinciuc,Iurie Chirinciuc,Iurie Chirinciuc,,Iurie Chirinciuc,Iurie Chirinciuc,Iurie Chirinciuc,Iurie Chirinciuc,Iurie Chirinciuc,Iurie Chirinciuc,,Iurie Chirinciuc,,,,Iurie Chirinciuc,Iurie Chirinciuc,Iurie Chirinciuc,Iurie Chirinciuc,,,,,,,,,,,,,,,,,,,,,,Iurie Chirinciuc,,,,,,,,Iurie Chirinciuc,,,Iurie Chirinciuc,Iurie Chirinciuc,,,,Iurie Chirinciuc,,,Iurie Chirinciuc,,Iurie Chirinciuc,,,,Iurie Chirinciuc,,,Iurie Chirinciuc,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iurie Chirinciuc,,Iurie Chirinciuc,Iurie Chirinciuc,,,,,,,Iurie Chirinciuc,Iurie Chirinciuc,,,,,,,,,,,Iurie Chirinciuc,Iurie Chirinciuc,Iurie Chirinciuc,Iurie Chirinciuc,,Iurie Chirinciuc,Iurie Chirinciuc,Iurie Chirinciuc,,Iurie Chirinciuc,Iurie Chirinciuc,Iurie Chirinciuc,Iurie Chirinciuc,Iurie Chirinciuc,Iurie Chirinciuc,Iurie Chirinciuc,,,Iurie Chirinciuc,Iurie Chirinciuc,Iurie Chirinciuc,Iurie Chirinciuc,Iurie Chirinciuc,Iurie Chirinciuc,Iurie Chirinciuc,Iurie Chirinciuc,Iurie Chirinciuc,,Iurie Chirinciuc,Iurie Chirinciuc,,,Iurie Chirinciuc,Iurie Chirinciuc,Iurie Chirinciuc,Iurie Chirinciuc,Iurie Chirinciuc,Iurie Chirinciuc,,Iurie Chirinciuc,Iurie Chirinciuc,Iurie Chirinciuc,Iurie Chirinciuc,economist,,,,,,,,,Iurie Chirinciuc,Iurie Chirinciuc,,,
Q20431298,,Marina Radvan,Marina Radvan,Marina Radvan,Marina Radvan,female,1991,,Marina Radvan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marina Radvan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20431743,Oleg Reidman,Oleg Reidman,Oleg Reidman,Oleg Reidman,Oleg Reidman,male,1952-05-21,Oleg,Oleg Reidman,Oleg Reidman,Oleg Reidman,,,,,,Oleg Reidman,,,,,Oleg Reidman,,https://upload.wikimedia.org/wikipedia/commons/9/9d/Oleg_Reidman.png,,,Oleg Reidman,,,,,Oleg Reidman,Oleg Reidman,Oleg Reidman,,Oleg Reidman,Oleg Reidman,Oleg Reidman,Oleg Reidman,Oleg Reidman,Oleg Reidman,,Oleg Reidman,,,,Oleg Reidman,Oleg Reidman,Oleg Reidman,Oleg Reidman,,,,,,,,,,,,,,,,,,,,,,Oleg Reidman,,,,,,,,Oleg Reidman,,,Oleg Reidman,Oleg Reidman,,,,Oleg Reidman,,,Oleg Reidman,,Oleg Reidman,,,,Oleg Reidman,,,Oleg Reidman,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oleg Reidman,,Oleg Reidman,Oleg Reidman,,,,,,,Oleg Reidman,Oleg Reidman,,,,,,,,,,,Oleg Reidman,Oleg Reidman,Oleg Reidman,Oleg Reidman,,Oleg Reidman,Oleg Reidman,Oleg Reidman,,Oleg Reidman,Oleg Reidman,Oleg Reidman,Oleg Reidman,Oleg Reidman,Oleg Reidman,Oleg Reidman,,,Oleg Reidman,Oleg Reidman,Oleg Reidman,Oleg Reidman,Oleg Reidman,Oleg Reidman,Oleg Reidman,Oleg Reidman,Oleg Reidman,,Oleg Reidman,Oleg Reidman,,,Oleg Reidman,Oleg Reidman,Oleg Reidman,Oleg Reidman,Oleg Reidman,Oleg Reidman,,Oleg Reidman,Oleg Reidman,Oleg Reidman,Oleg Reidman,politician,,,,,,,,,Oleg Reidman,Oleg Reidman,,,
Q20431851,,Oleg Balan,Oleg Balan,Oleg Balan,Oleg Balan,male,1969-11-27,Oleg,Oleg Balan,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/6c/Oleg_Balan_(2015).png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oleg Balan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q20432903,Oxana Domenti,Oxana Domenti,Oxana Domenti,Oxana Domenti,Oxana Domenti,female,1972-04-12,,Oxana Domenti,,Oxana Domenti,,,,,,Oxana Domenti,,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/f4/Oxana_Domenti_(2014-02-20).png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oxana Domenti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,
Q20813693,,Alina Zotea,Alina Zotea,Alina Zotea,Alina Zotea,female,1986-12-08,Alina,Alina Zotea,,,Alina Zotea,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/ef/Alina_Zotea_deputat.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alina Zotea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,model,,,,,,,,,,,,,
Q20821018,Vladimir Golovatiuc,Vladimir Golovatiuc,Vladimir Golovatiuc,Vladimir Golovatiuc,Vladimir Golovatiuc,male,1962-06-07,Vladimir,Vladimir Golovatiuc,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/f9/Vladimir_Golovatiuc_(2015-05-14).png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vladimir Golovatiuc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q20821030,Lidia Lupu,Lidia Lupu,Lidia Lupu,Lidia Lupu,Lidia Lupu,female,1953,Lidia,Lidia Lupu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lidia Lupu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q20821033,Vasile Bolea,Stelian Stoica,Stelian Stoica,Stelian Stoica,Vasile Bolea,male,1982,,Stelian Stoica,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/b/b7/Vasile_Bolea_(2015-01-24).png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vasile Bolea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q20828398,Iurie Dîrda,Iurie Dîrda,Iurie Dîrda,Iurie Dîrda,Iurie Dîrda,male,1971,Iurie,Iurie Dîrda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iurie Dîrda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q20891267,Alexandr Bannicov,Alexandr Bannicov,Alexandr Bannicov,Alexandr Bannicov,Alexandr Bannicov,male,1962-03-12,Alexandr,Alexandr Bannicov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexandr Bannicov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q20891855,Elena Hrenova,Elena Hrenova,Elena Hrenova,Elena Hrenova,Elena Hrenova,female,1950,Elena,Elena Hrenova,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d1/Elena_Hrenova_(2015-01-19).png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elena Hrenova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q20891868,Aliona Goța,Aliona Goța,Aliona Goța,Aliona Goța,Aliona Goța,female,1970,,Aliona Goța,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aliona Goța,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q21469785,Ștefan Creangă,Ștefan Creangă,Ștefan Creangă,Ștefan Creangă,Ștefan Creangă,male,1973-05-16,Ștefan,Ștefan Creangă,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d6/Ștefan_Creangă_(2015-08-12).png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ștefan Creangă,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q21746689,Lilian Carp,,Lilian Carp,Lilian Carp,Lilian Carp,male,1978-10-12,,Lilian Carp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lilian Carp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q21746702,Raisa Apolschii,Raisa Apolschii,Raisa Apolschii,Raisa Apolschii,Raisa Apolschii,female,1964-02-23,,Raisa Apolschii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raisa Apolschii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q21746710,Constantin Botnari,,Constantin Botnari,Constantin Botnari,Constantin Botnari,male,1966,,Constantin Botnari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Constantin Botnari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q21746717,Alla Dolință,Alla Dolință,Alla Dolință,Alla Dolință,Alla Dolință,female,1969-04-25,,Alla Dolință,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alla Dolință,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q21746725,Corneliu Furculiță,,Corneliu Furculiță,Corneliu Furculiță,Corneliu Furculiță,male,1969-06-30,,Corneliu Furculiță,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corneliu Furculiță,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q21746735,Fiodor Gagauz,,Fiodor Gagauz,Fiodor Gagauz,Fiodor Gagauz,male,1958-10-23,,Fiodor Gagauz,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/1e/Fiodor_Gagauz_(2013-04-11).png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fiodor Gagauz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q21746752,Anatolie Gorilă,Anatolie Gorilă,Anatolie Gorilă,Anatolie Gorilă,Anatolie Gorilă,male,1960-09-21,Anatolie,Anatolie Gorilă,Anatolie Gorilă,Anatolie Gorilă,,,,,,Anatolie Gorilă,,,,,Anatolie Gorilă,,,,,Anatolie Gorilă,,,,,Anatolie Gorilă,Anatolie Gorilă,Anatolie Gorilă,,Anatolie Gorilă,Anatolie Gorilă,Anatolie Gorilă,Anatolie Gorilă,Anatolie Gorilă,Anatolie Gorilă,,Anatolie Gorilă,,,,Anatolie Gorilă,Anatolie Gorilă,Anatolie Gorilă,Anatolie Gorilă,,,,,,,,,,,,,,,,,,,,,,Anatolie Gorilă,,,,,,,,Anatolie Gorilă,,,Anatolie Gorilă,Anatolie Gorilă,,,,Anatolie Gorilă,,,Anatolie Gorilă,,Anatolie Gorilă,,,,Anatolie Gorilă,,,Anatolie Gorilă,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anatolie Gorilă,,Anatolie Gorilă,Anatolie Gorilă,,,,,,,Anatolie Gorilă,Anatolie Gorilă,,,,,,,,,,,Anatolie Gorilă,Anatolie Gorilă,Anatolie Gorilă,Anatolie Gorilă,,Anatolie Gorilă,Anatolie Gorilă,Anatolie Gorilă,,Anatolie Gorilă,Anatolie Gorilă,Anatolie Gorilă,Anatolie Gorilă,Anatolie Gorilă,Anatolie Gorilă,Anatolie Gorilă,,,Anatolie Gorilă,Anatolie Gorilă,Anatolie Gorilă,Anatolie Gorilă,Anatolie Gorilă,Anatolie Gorilă,Anatolie Gorilă,Anatolie Gorilă,Anatolie Gorilă,,Anatolie Gorilă,Anatolie Gorilă,,,Anatolie Gorilă,Anatolie Gorilă,Anatolie Gorilă,Anatolie Gorilă,Anatolie Gorilă,Anatolie Gorilă,,Anatolie Gorilă,Anatolie Gorilă,Anatolie Gorilă,Anatolie Gorilă,politician,,,,,,,,,Anatolie Gorilă,Anatolie Gorilă,,,
Q21746905,,,Octavian Grama,Octavian Grama,Octavian Grama,male,1971-12-15,,Octavian Grama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Octavian Grama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Octavian Grama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21746906,,Veronica Herța,Veronica Herța,Veronica Herța,Veronica Herța,female,1979-05-16,Veronica,Veronica Herța,Veronica Herța,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/fe/Veronica_Herța_(2015-09-08).png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veronica Herța,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q21746908,Mihaela Iacob,Mihaela Iacob,Mihaela Iacob,Mihaela Iacob,Mihaela Iacob,female,1979-05-16,,Mihaela Iacob,Mihaela Iacob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mihaela Iacob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q21746909,Anatolie Labuneț,Anatolie Labuneț,Anatolie Labuneț,Anatolie Labuneț,Anatolie Labuneț,male,1956-09-06,Anatolie,Anatolie Labuneț,Anatolie Labuneț,Anatolie Labuneț,,,,,,Anatolie Labuneț,,,,,Anatolie Labuneț,,,,,Anatolie Labuneț,,,,,Anatolie Labuneț,Anatolie Labuneț,Anatolie Labuneț,,Anatolie Labuneț,Anatolie Labuneț,Anatolie Labuneț,Anatolie Labuneț,Anatolie Labuneț,Anatolie Labuneț,,Anatolie Labuneț,,,,Anatolie Labuneț,Anatolie Labuneț,Anatolie Labuneț,Anatolie Labuneț,,,,,,,,,,,,,,,,,,,,,,Anatolie Labuneț,,,,,,,,Anatolie Labuneț,,,Anatolie Labuneț,Anatolie Labuneț,,,,Anatolie Labuneț,,,Anatolie Labuneț,,Anatolie Labuneț,,,,Anatolie Labuneț,,,Anatolie Labuneț,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anatolie Labuneț,,Anatolie Labuneț,Anatolie Labuneț,,,,,,,Anatolie Labuneț,Anatolie Labuneț,,,,,,,,,,,Anatolie Labuneț,Anatolie Labuneț,Anatolie Labuneț,Anatolie Labuneț,,Anatolie Labuneț,Anatolie Labuneț,Anatolie Labuneț,,Anatolie Labuneț,Anatolie Labuneț,Anatolie Labuneț,Anatolie Labuneț,Anatolie Labuneț,Anatolie Labuneț,Anatolie Labuneț,,,Anatolie Labuneț,Anatolie Labuneț,Anatolie Labuneț,Anatolie Labuneț,Anatolie Labuneț,Anatolie Labuneț,Anatolie Labuneț,Anatolie Labuneț,Anatolie Labuneț,,Anatolie Labuneț,Anatolie Labuneț,,,Anatolie Labuneț,Anatolie Labuneț,Anatolie Labuneț,Anatolie Labuneț,Anatolie Labuneț,Anatolie Labuneț,,Anatolie Labuneț,Anatolie Labuneț,Anatolie Labuneț,Anatolie Labuneț,politician,,,,,,,,,Anatolie Labuneț,Anatolie Labuneț,,,
Q21746910,Adrian Lebedinschi,Adrian Lebedinschi,Adrian Lebedinschi,Adrian Lebedinschi,Adrian Lebedinschi,male,1976-08-12,Adrian,Adrian Lebedinschi,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/6b/Adrian_Lebedinschi_(2015-11-24).png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adrian Lebedinschi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
Q21746911,Oleg Lipskii,,Oleg Lipskii,Oleg Lipskii,Oleg Lipskii,male,1960-10-22,Oleg,Oleg Lipskii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oleg Lipskii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,
