id,name,position,party,term,source,email,image,sort_name,party_id
64,Oleg Reidman,"",Fracțiunea Partidului Comuniștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/64/language/en-US/Default.aspx,Oleg.Reidman@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=aQaajrVMUDw%3d&tabid=87&mid=476&language=en-US,Reidman Oleg,8
322,Artur Reşetnicov,"",Free fraction deputies,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/322/language/en-US/Default.aspx,Artur.Resetnicov@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=hp6gte%2bULQ0%3d&tabid=87&mid=476&language=en-US,Reşetnicov Artur,-1
566,Victor Roşca,"",Fracțiunea Partidului Liberal Democrat din Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/566/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=XztM8113HA8%3d&tabid=87&mid=476&language=en-US,Roşca Victor,11
568,Oleg Savva,"",Fracțiunea Partidului Socialiștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/568/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=7fduJ%2faNXvY%3d&tabid=87&mid=476&language=en-US,Savva Oleg,12
323,Serghei Sîrbu,"",Fracțiunea Partidului Democrat din Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/323/language/en-US/Default.aspx,Serghei.Sirbu@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=8hBuWiakeHk%3d&tabid=87&mid=476&language=en-US,Sîrbu Serghei,9
66,Oleg Sîrbu,"",Fracțiunea Partidului Democrat din Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/66/language/en-US/Default.aspx,Oleg.Sirbu@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=tNSJDKH37Ds%3d&tabid=87&mid=476&language=en-US,Sîrbu Oleg,9
570,Eduard Smirnov,"",Fracțiunea Partidului Socialiștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/570/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=SWiVJr0hhNI%3d&tabid=87&mid=476&language=en-US,Smirnov Eduard,12
571,Victor Sorocean,"",Fracțiunea Partidului Socialiștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/571/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=V55jxyd5t%2bQ%3d&tabid=87&mid=476&language=en-US,Sorocean Victor,12
572,Mihaela Spatari,"",Fracțiunea Partidului Liberal Democrat din Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/572/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=aWu5jPgKe%2fc%3d&tabid=87&mid=476&language=en-US,Spatari Mihaela,11
325,Sergiu Stati,"",Free fraction deputies,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/325/language/en-US/Default.aspx,Sergiu.Stati@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=1vFVfmRYKbY%3d&tabid=87&mid=476&language=en-US,Stati Sergiu,-1
326,Petru Ştirbate,"",Free fraction deputies,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/326/language/en-US/Default.aspx,Petru.Stirbate@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=iAq8v2uFNdM%3d&tabid=87&mid=476&language=en-US,Ştirbate Petru,-1
84,Valentina Stratan,"",Fracțiunea Partidului Democrat din Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/84/language/en-US/Default.aspx,Valentina.Stratan@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=P5S8XqPvMI8%3d&tabid=87&mid=476&language=en-US,Stratan Valentina,9
36,Inna Şupac,"",Fracțiunea Partidului Comuniștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/36/language/en-US/Default.aspx,Inna.Supac@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=7OVlFYnWjZo%3d&tabid=87&mid=476&language=en-US,Şupac Inna,8
46,Iurie Ţap,"",Fracțiunea Partidului Liberal Democrat din Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/46/language/en-US/Default.aspx,Iurie.Tap@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=ZEq6u99riTA%3d&tabid=87&mid=476&language=en-US,Ţap Iurie,11
574,Bogdat Ţîrdea,"",Fracțiunea Partidului Socialiștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/574/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=INwxtCLWH2s%3d&tabid=87&mid=476&language=en-US,Ţîrdea Bogdat,12
102,Vladimir Ţurcan,"",Fracțiunea Partidului Socialiștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/102/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=MDJHauII1tA%3d&tabid=87&mid=476&language=en-US,Ţurcan Vladimir,12
573,Constantin Ţuţu,"",Fracțiunea Partidului Democrat din Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/573/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=NZreOcIB%2fNA%3d&tabid=87&mid=476&language=en-US,Ţuţu Constantin,9
95,Veaceslav Untila,"",Fracțiunea Partidului Liberal,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/95/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=opgMbbc8Uu8%3d&tabid=87&mid=476&language=en-US,Untila Veaceslav,10
103,Vladimir Vitiuc,Deputy Chairman of the Parliament,Free fraction deputies,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/103/language/en-US/Default.aspx,Vladimir.Vitiuc@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=RsgE%2fxIb8tw%3d&tabid=87&mid=476&language=en-US,Vitiuc Vladimir,-1
650,Ștefan Vlas,"",Fracțiunea Partidului Liberal,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/650/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=scxqChw%2bLPw%3d&tabid=87&mid=476&language=en-US,Vlas Ștefan,10
104,Vladimir Voronin,"",Fracțiunea Partidului Comuniștilor din Republica Moldova,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/104/language/en-US/Default.aspx,Vladimir.Voronin@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=mS2Q8%2fKWWic%3d&tabid=87&mid=476&language=en-US,Voronin Vladimir,8
35,Igor Vremea,"",Free fraction deputies,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/35/language/en-US/Default.aspx,Igor.Vremea@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=%2bAwq8G%2bnKy0%3d&tabid=87&mid=476&language=en-US,Vremea Igor,-1
15,Anatolie Zagorodnîi,"",Free fraction deputies,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/15/language/en-US/Default.aspx,Anatolie.Zagorodnii@parlament.md,http://www.parlament.md/LinkClick.aspx?fileticket=qiFaZVblok8%3d&tabid=87&mid=476&language=en-US,Zagorodnîi Anatolie,-1
652,Alina Zotea,"",Fracțiunea Partidului Liberal,2014,http://www.parlament.md/StructuraParlamentului/Deputies/tabid/87/Id/652/language/en-US/Default.aspx,,http://www.parlament.md/LinkClick.aspx?fileticket=nFzlAZVhvk4%3d&tabid=87&mid=476&language=en-US,Zotea Alina,10
