id,name,sort_name,family_name,given_name,birth_date,death_date,image,source
43d98498-4000-43e4-b468-5f79352823ad,"Denise, B.A., M.A., M.Ed. SAVOIE","SAVOIE, Denise, B.A., M.A., M.Ed.",SAVOIE,"Denise, B.A., M.A., M.Ed.",1943-11-21,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=7c56b050-ca5d-48ea-b590-6d5121d4fa60,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43d98498-4000-43e4-b468-5f79352823ad&Language=E
43e39949-6902-4d38-a760-fb83c0132de4,"The Hon. Dr. Gary, P.C., D.C., F.C.C.S.S. GOODYEAR","GOODYEAR, The Hon. Dr. Gary, P.C., D.C., F.C.C.S.S.",GOODYEAR,"The Hon. Dr. Gary, P.C., D.C., F.C.C.S.S.",1958-03-10,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=112e28bb-83b9-4598-a784-bb5d0e300be9,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=43e39949-6902-4d38-a760-fb83c0132de4&Language=E
46dccbed-4370-40f0-975f-d08fe1688aa2,"The Hon. Peter Gordon, P.C., Q.C., B.A., LL.B. MACKAY","MACKAY, The Hon. Peter Gordon, P.C., Q.C., B.A., LL.B.",MACKAY,"The Hon. Peter Gordon, P.C., Q.C., B.A., LL.B.",1965-09-27,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=74e5c3f9-bd79-44f3-9f86-8eb4ccdbaa4a,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=46dccbed-4370-40f0-975f-d08fe1688aa2&Language=E
46ec15a8-d1e1-411b-bf4b-1eabdc793245,Tyrone BENSKIN,"BENSKIN, Tyrone",BENSKIN,Tyrone,1958-12-29,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=40962237-565b-4cc7-acf2-1c8f2f130411,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=46ec15a8-d1e1-411b-bf4b-1eabdc793245&Language=E
474155a0-d5ce-4780-9881-898c2502398d,Joe PRESTON,"PRESTON, Joe",PRESTON,Joe,1955-06-14,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=97d83ba9-94c4-4a76-97d5-74f6938c19c0,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=474155a0-d5ce-4780-9881-898c2502398d&Language=E
4ac38ab4-c480-4dde-8f12-a80ff2b4f215,Pat MARTIN,"MARTIN, Pat",MARTIN,Pat,1955-12-13,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=81fa6602-044b-4f80-a348-7c9b15c4cae9,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=4ac38ab4-c480-4dde-8f12-a80ff2b4f215&Language=E
4cb0ba6b-f142-4b9d-921b-e1ee27d48e24,"The Hon. Ronald, P.C. CANNAN","CANNAN, The Hon. Ronald, P.C.",CANNAN,"The Hon. Ronald, P.C.",1961-05-08,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=1b9dadfc-2eaa-4c75-bccb-915329f42a53,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=4cb0ba6b-f142-4b9d-921b-e1ee27d48e24&Language=E
4f75a958-c69f-4762-a668-856a7ee16207,"Raymond, B.A. CÔTÉ","CÔTÉ, Raymond, B.A.",CÔTÉ,"Raymond, B.A.",1967-01-10,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=a21806b2-a592-49cf-9dd4-5c31dbce6923,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=4f75a958-c69f-4762-a668-856a7ee16207&Language=E
51262463-8287-4bde-8e32-bb4f2302e2a2,"The Hon. Tim, P.C. UPPAL","UPPAL, The Hon. Tim, P.C.",UPPAL,"The Hon. Tim, P.C.",1974-11-17,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=71b7d438-f5fd-475f-ba28-979fdd5107ea,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=51262463-8287-4bde-8e32-bb4f2302e2a2&Language=E
517ac333-2711-4b22-890b-b76a13a05b12,"The Hon. Ed, P.C., B.A. HOLDER","HOLDER, The Hon. Ed, P.C., B.A.",HOLDER,"The Hon. Ed, P.C., B.A.",1954-07-14,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=f01ad838-498f-452f-8f79-7f1f7203c6f1,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=517ac333-2711-4b22-890b-b76a13a05b12&Language=E
539f6336-3cba-46b5-947e-ed9aca45a932,François PILON,"PILON, François",PILON,François,1958-08-25,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=b4250886-149d-4cf0-afea-d51baf1e269e,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=539f6336-3cba-46b5-947e-ed9aca45a932&Language=E
5447e155-ea58-4c9e-b7bc-b712c698691a,"Olivia, B.A. (Hons.) CHOW","CHOW, Olivia, B.A. (Hons.)",CHOW,"Olivia, B.A. (Hons.)",1957-03-24,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=8b6aac0a-1045-41ed-84db-20a15b6c75e0,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=5447e155-ea58-4c9e-b7bc-b712c698691a&Language=E
548690b8-3ef5-4bfa-b1ad-bb32de4dfaa1,"Brent, Q.C., B.A., LL.B. RATHGEBER","RATHGEBER, Brent, Q.C., B.A., LL.B.",RATHGEBER,"Brent, Q.C., B.A., LL.B.",1964-07-24,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=d462a2ee-0b4d-4bc2-aab3-5de3c46abcb6,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=548690b8-3ef5-4bfa-b1ad-bb32de4dfaa1&Language=E
548690b8-3ef5-4bfa-b1ad-bb32de4dfaa1,"Brent, Q.C., B.A., LL.B. RATHGEBER","RATHGEBER, Brent, Q.C., B.A., LL.B.",RATHGEBER,"Brent, Q.C., B.A., LL.B.",1964-07-24,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=d462a2ee-0b4d-4bc2-aab3-5de3c46abcb6,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=548690b8-3ef5-4bfa-b1ad-bb32de4dfaa1&Language=E
54d5e4b9-85f0-4bbd-84ff-47a6f74e6b8f,Patricia DAVIDSON,"DAVIDSON, Patricia",DAVIDSON,Patricia,1946-06-30,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=a7fd9a22-8526-4523-8407-eed46e9c7584,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=54d5e4b9-85f0-4bbd-84ff-47a6f74e6b8f&Language=E
55172f1a-bf5e-4faf-b82c-d1c065d201bf,"Mylène, B.A. FREEMAN","FREEMAN, Mylène, B.A.",FREEMAN,"Mylène, B.A.",1989-03-07,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=86c7261e-73be-4a98-9cd9-ac07ff24afb5,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=55172f1a-bf5e-4faf-b82c-d1c065d201bf&Language=E
552d6797-c806-48a1-82de-d6c410a8b518,"The Hon. Joe, P.C. OLIVER","OLIVER, The Hon. Joe, P.C.",OLIVER,"The Hon. Joe, P.C.",1940-05-20,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=769f1137-0f00-47b3-aea3-446477cde55b,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=552d6797-c806-48a1-82de-d6c410a8b518&Language=E
578e32b7-b45f-41d4-aa62-4823f5b3ee20,Marie-Claude MORIN,"MORIN, Marie-Claude",MORIN,Marie-Claude,1985-01-25,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=564362c6-7c74-4f7a-8e40-a46b7420bfc3,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=578e32b7-b45f-41d4-aa62-4823f5b3ee20&Language=E
5a970b67-b862-4ca8-aa9f-4a97632f3a33,"Bernard, B.Sc. (Eng), MBA TROTTIER","TROTTIER, Bernard, B.Sc. (Eng), MBA",TROTTIER,"Bernard, B.Sc. (Eng), MBA",1965-03-13,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=96575746-0e84-4560-a63c-d180e85a0e92,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=5a970b67-b862-4ca8-aa9f-4a97632f3a33&Language=E
5b6de710-1650-473e-bdbc-0a110e4e937c,"Joyce, C.A. BATEMAN","BATEMAN, Joyce, C.A.",BATEMAN,"Joyce, C.A.",,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=bb79598b-ed3a-460b-ab6f-c5dbbc0d2b4c,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=5b6de710-1650-473e-bdbc-0a110e4e937c&Language=E
5ba07a04-d9fa-4af0-bbeb-622c63e06693,"Brian, B.Sc., M.B.A., LL.B. JEAN","JEAN, Brian, B.Sc., M.B.A., LL.B.",JEAN,"Brian, B.Sc., M.B.A., LL.B.",1963-02-03,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=c78ea585-f688-489e-b468-f912c96fbbcc,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=5ba07a04-d9fa-4af0-bbeb-622c63e06693&Language=E
5d65749e-0cdb-4c03-88d4-f57a905acc33,"The Hon. Bernard, P.C., Q.C., B.A., LL.B., DHC VALCOURT","VALCOURT, The Hon. Bernard, P.C., Q.C., B.A., LL.B., DHC",VALCOURT,"The Hon. Bernard, P.C., Q.C., B.A., LL.B., DHC",1952-02-18,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=3acabd38-140a-40a9-bc9e-ca3ab0ebeb34,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=5d65749e-0cdb-4c03-88d4-f57a905acc33&Language=E
5dcb8c60-bb95-4d0f-9e2f-06dd3624a80f,"Dr. Djaouida, M.D. SELLAH","SELLAH, Dr. Djaouida, M.D.",SELLAH,"Dr. Djaouida, M.D.",,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=40d1d699-26bb-424b-af23-18552026b3ae,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=5dcb8c60-bb95-4d0f-9e2f-06dd3624a80f&Language=E
5ed59d21-f57e-4cbe-88f8-3f230eef1058,"Patrick W., LL.B. BROWN","BROWN, Patrick W., LL.B.",BROWN,"Patrick W., LL.B.",1978-05-26,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=2bf9daa0-7794-44fb-8dd3-7fb303c76a1c,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=5ed59d21-f57e-4cbe-88f8-3f230eef1058&Language=E
5eefea52-873b-41aa-963e-964119ce4ea4,"The Hon. Rob, P.C. MERRIFIELD","MERRIFIELD, The Hon. Rob, P.C.",MERRIFIELD,"The Hon. Rob, P.C.",1953-12-19,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=0fedf939-280f-49aa-be51-229955f210d2,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=5eefea52-873b-41aa-963e-964119ce4ea4&Language=E
5f468bde-91f4-4efc-a8c4-83b353a219b3,"The Hon. Peter, P.C. PENASHUE","PENASHUE, The Hon. Peter, P.C.",PENASHUE,"The Hon. Peter, P.C.",1964-04-09,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=3d706da3-4303-4809-be3f-0972b0532679,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=5f468bde-91f4-4efc-a8c4-83b353a219b3&Language=E
5f76e2e0-e77a-4928-aa31-a8d066f384a4,"Lise, B.A., M.A., M.Ed. ST-DENIS","ST-DENIS, Lise, B.A., M.A., M.Ed.",ST-DENIS,"Lise, B.A., M.A., M.Ed.",1940-04-18,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=724e8204-2a64-40c7-9d0f-62149dc09b46,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=5f76e2e0-e77a-4928-aa31-a8d066f384a4&Language=E
5f76e2e0-e77a-4928-aa31-a8d066f384a4,"Lise, B.A., M.A., M.Ed. ST-DENIS","ST-DENIS, Lise, B.A., M.A., M.Ed.",ST-DENIS,"Lise, B.A., M.A., M.Ed.",1940-04-18,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=724e8204-2a64-40c7-9d0f-62149dc09b46,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=5f76e2e0-e77a-4928-aa31-a8d066f384a4&Language=E
60209491-b8d3-4a12-8b97-98a09fecf349,Marc-André MORIN,"MORIN, Marc-André",MORIN,Marc-André,1951-03-13,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=cf3f5a39-b36d-46d1-af72-e5da4633ccba,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=60209491-b8d3-4a12-8b97-98a09fecf349&Language=E
6022970f-0d0e-476a-ae11-b1443d924936,"Annick, B.A. PAPILLON","PAPILLON, Annick, B.A.",PAPILLON,"Annick, B.A.",1980-05-27,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=49ee04a7-4c94-41ae-a0e0-47494543db81,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6022970f-0d0e-476a-ae11-b1443d924936&Language=E
60514108-42f1-4c93-8209-8b417587800c,"Ryan, B.A.  LEEF","LEEF, Ryan, B.A. ",LEEF,"Ryan, B.A. ",1973-12-28,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=d19ceafd-5627-4bf8-b280-c39c10bb13d0,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=60514108-42f1-4c93-8209-8b417587800c&Language=E
60f0a037-1e3d-4e48-902c-61a731ed99ab,"The Hon. Greg, P.C. RICKFORD","RICKFORD, The Hon. Greg, P.C.",RICKFORD,"The Hon. Greg, P.C.",1967-09-24,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=ed163d91-3931-4a1f-adec-625bfd7e6c7c,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=60f0a037-1e3d-4e48-902c-61a731ed99ab&Language=E
6222fa27-d631-48b9-9cec-bd5d6c2de441,"The Hon. Laurie, P.C. HAWN","HAWN, The Hon. Laurie, P.C.",HAWN,"The Hon. Laurie, P.C.",1947-05-11,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=a062febd-e09d-46c9-9087-38607bea3e20,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6222fa27-d631-48b9-9cec-bd5d6c2de441&Language=E
63427584-4218-4484-ad50-0c202daf6ac6,Richard M. HARRIS,"HARRIS, Richard M.",HARRIS,Richard M.,1944-09-06,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=665a1cf9-fc98-45b7-a3bb-4a1ca3f8c25a,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=63427584-4218-4484-ad50-0c202daf6ac6&Language=E
63525202-2bba-4063-8092-224f751f211d,"Françoise, B.A., LL.L. BOIVIN","BOIVIN, Françoise, B.A., LL.L.",BOIVIN,"Françoise, B.A., LL.L.",1960-06-11,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=c3be6243-8b4c-475d-97f5-a70136af8043,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=63525202-2bba-4063-8092-224f751f211d&Language=E
640aa965-9166-4aa6-b864-278dd1071a10,Yvon GODIN,"GODIN, Yvon",GODIN,Yvon,1955-05-12,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=2fc072e5-3eb3-4897-a4a7-4bed7cd5550a,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=640aa965-9166-4aa6-b864-278dd1071a10&Language=E
64baabef-e32d-4384-a8eb-ac38c91ed3a6,"The Hon. Shelly, P.C. GLOVER","GLOVER, The Hon. Shelly, P.C.",GLOVER,"The Hon. Shelly, P.C.",1967-01-02,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=8ca7e8f1-13f4-4385-9ae4-5f1f1b064df2,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=64baabef-e32d-4384-a8eb-ac38c91ed3a6&Language=E
6696452b-1ef5-449d-9002-fd1b57fb0c12,Joseph Bernard Royal Neil GALIPEAU,"GALIPEAU, Joseph Bernard Royal Neil",GALIPEAU,Joseph Bernard Royal Neil,1947-01-05,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=92dbec12-d2f1-4bde-a65d-2accd7e78caf,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6696452b-1ef5-449d-9002-fd1b57fb0c12&Language=E
675e2559-11e0-4951-8755-03ffbc1a6d0d,Charmaine BORG,"BORG, Charmaine",BORG,Charmaine,1990-11-03,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=c16a6015-05a0-4168-b81e-ff1a8894bf18,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=675e2559-11e0-4951-8755-03ffbc1a6d0d&Language=E
699ff70f-3ea7-44fb-91a0-cd238afd535c,Francine RAYNAULT,"RAYNAULT, Francine",RAYNAULT,Francine,1945-03-09,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=3b7e011c-ae80-4aff-a3a2-6289b2c3b2b8,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=699ff70f-3ea7-44fb-91a0-cd238afd535c&Language=E
6a90470f-20d8-44e4-b0f2-b23c33a0543d,"The Hon. Ted, P.C. MENZIES","MENZIES, The Hon. Ted, P.C.",MENZIES,"The Hon. Ted, P.C.",1952-02-18,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=a64a88a4-8706-459b-bb79-89d65507db14,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6a90470f-20d8-44e4-b0f2-b23c33a0543d&Language=E
6b6f421c-fd91-4380-b1a7-5692f1a68c35,"Joe, B.Sc., M.eng. DANIEL","DANIEL, Joe, B.Sc., M.eng.",DANIEL,"Joe, B.Sc., M.eng.",1954-12-05,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=360797ad-2e6d-434b-b4b5-06e0e44e482b,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6b6f421c-fd91-4380-b1a7-5692f1a68c35&Language=E
6bde42a3-d07c-4c1f-b9d4-9e14a124f465,"The Hon. Stéphane, P.C., B.A., M.A., Ph.D. DION","DION, The Hon. Stéphane, P.C., B.A., M.A., Ph.D.",DION,"The Hon. Stéphane, P.C., B.A., M.A., Ph.D.",1955-09-28,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=c22b6264-2f67-4427-a1e0-6d1a61e33261,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6bde42a3-d07c-4c1f-b9d4-9e14a124f465&Language=E
6bf8e46d-35db-462e-a769-ead3dc2d7f84,"Frank, B.A., LL.B. VALERIOTE","VALERIOTE, Frank, B.A., LL.B.",VALERIOTE,"Frank, B.A., LL.B.",1954-08-15,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=00e1cf82-4281-4096-826e-273cbafd7ff6,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6bf8e46d-35db-462e-a769-ead3dc2d7f84&Language=E
6f07c370-1b80-4b71-a801-e5e8e70cf1d4,Glenn THIBEAULT,"THIBEAULT, Glenn",THIBEAULT,Glenn,1969-10-23,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=d281d388-cb90-4d61-ba40-94b03315d8a1,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6f07c370-1b80-4b71-a801-e5e8e70cf1d4&Language=E
6f07c370-1b80-4b71-a801-e5e8e70cf1d4,Glenn THIBEAULT,"THIBEAULT, Glenn",THIBEAULT,Glenn,1969-10-23,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=d281d388-cb90-4d61-ba40-94b03315d8a1,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=6f07c370-1b80-4b71-a801-e5e8e70cf1d4&Language=E
70388a77-892d-4a62-b707-aef2a521b436,"The Hon. Gail, P.C. SHEA","SHEA, The Hon. Gail, P.C.",SHEA,"The Hon. Gail, P.C.",1959-04-06,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=58991a04-72be-4fb8-b8d3-9ee1ef480313,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=70388a77-892d-4a62-b707-aef2a521b436&Language=E
76139309-b711-421b-9378-f612f15fc80d,"Russ, B.A., M.B.A., LL.B. HIEBERT","HIEBERT, Russ, B.A., M.B.A., LL.B.",HIEBERT,"Russ, B.A., M.B.A., LL.B.",,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=1a3e1e8a-ea81-4541-a2e8-11e8754159f0,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=76139309-b711-421b-9378-f612f15fc80d&Language=E
7661e4f8-43bc-45c4-a5ae-4b2ae944cbb8,"Hoang, LL.B, LL.M. MAI","MAI, Hoang, LL.B, LL.M.",MAI,"Hoang, LL.B, LL.M.",1973-06-14,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=dda6e2d9-0268-4de2-8889-a208addf45e2,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=7661e4f8-43bc-45c4-a5ae-4b2ae944cbb8&Language=E
7835967c-e9d9-4669-9725-395f6624bc26,"Mark, B.A. ADLER","ADLER, Mark, B.A.",ADLER,"Mark, B.A.",1962-03-17,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=a51bca2e-7248-45d1-9a84-3944c2399159,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=7835967c-e9d9-4669-9725-395f6624bc26&Language=E
7a4f8db3-76e7-4e83-ab76-883371f0f4d2,Lawrence TOET,"TOET, Lawrence",TOET,Lawrence,1962-01-02,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=3122cbc5-900e-4536-a06e-9f5561919c4e,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=7a4f8db3-76e7-4e83-ab76-883371f0f4d2&Language=E
7d30ceff-1d85-4736-bbc8-293337c0423e,"The Hon. Lynne, P.C. YELICH","YELICH, The Hon. Lynne, P.C.",YELICH,"The Hon. Lynne, P.C.",1953-03-24,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=4cbdd549-4077-4803-ad08-d61eb90d8dad,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=7d30ceff-1d85-4736-bbc8-293337c0423e&Language=E
7d85bbdb-4d0c-47c4-a61c-a88b99aaf628,"Rod, B.A. BRUINOOGE","BRUINOOGE, Rod, B.A.",BRUINOOGE,"Rod, B.A.",1973-05-06,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=783921de-e424-4d6b-9605-56feb9760e9f,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=7d85bbdb-4d0c-47c4-a61c-a88b99aaf628&Language=E
7e234ca7-7f9c-4597-bad1-d0282538e845,"Nina, B.A. GREWAL","GREWAL, Nina, B.A.",GREWAL,"Nina, B.A.",1958-10-20,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=08792376-f1be-4b29-9e8d-a82ec5ad42d3,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=7e234ca7-7f9c-4597-bad1-d0282538e845&Language=E
7e517cde-1b3a-46c1-afdb-4ddddeec7b81,Roxanne JAMES,"JAMES, Roxanne",JAMES,Roxanne,,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=c50b5a6b-f283-455a-957c-2f85bf799fb9,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=7e517cde-1b3a-46c1-afdb-4ddddeec7b81&Language=E
80848abe-ba61-4f7d-9039-c936536f540a,"Ed, B.A., LL.B. KOMARNICKI","KOMARNICKI, Ed, B.A., LL.B.",KOMARNICKI,"Ed, B.A., LL.B.",1949-11-18,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=59137c79-6ec8-4222-9944-d020462120ad,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=80848abe-ba61-4f7d-9039-c936536f540a&Language=E
80fdddaa-42db-4d48-a964-b1fa32fc517a,Wayne MARSTON,"MARSTON, Wayne",MARSTON,Wayne,1947-02-27,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=3b524f1f-9163-4149-86a0-13a6b8183f5b,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=80fdddaa-42db-4d48-a964-b1fa32fc517a&Language=E
8131817f-bf86-4739-9a70-6ef9de6f11b6,"André, B.A. BELLAVANCE","BELLAVANCE, André, B.A.",BELLAVANCE,"André, B.A.",1964-06-03,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=2da4adc7-4ffb-4aa2-84a1-a2d735dd5162,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=8131817f-bf86-4739-9a70-6ef9de6f11b6&Language=E
8131817f-bf86-4739-9a70-6ef9de6f11b6,"André, B.A. BELLAVANCE","BELLAVANCE, André, B.A.",BELLAVANCE,"André, B.A.",1964-06-03,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=2da4adc7-4ffb-4aa2-84a1-a2d735dd5162,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=8131817f-bf86-4739-9a70-6ef9de6f11b6&Language=E
826dc268-dbda-48fa-ae4a-eefebd5716e1,"The Hon. John, P.C., B.A., Ph.D. MCCALLUM","MCCALLUM, The Hon. John, P.C., B.A., Ph.D.",MCCALLUM,"The Hon. John, P.C., B.A., Ph.D.",1950-04-09,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=8b4dda04-11c6-4340-8ef1-321a9560d6ca,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=826dc268-dbda-48fa-ae4a-eefebd5716e1&Language=E
84b1612a-384e-4a19-8425-3ddbe9d7d1e4,"The Hon. Gordon, P.C., B.A. , B.Sc. O'CONNOR","O'CONNOR, The Hon. Gordon, P.C., B.A. , B.Sc.",O'CONNOR,"The Hon. Gordon, P.C., B.A. , B.Sc.",1939-05-18,,http://www.lop.parl.gc.ca/parlinfo/images/Picture.aspx?Item=8f3f7cde-6b17-451e-aceb-1cbf3e4ef34e,http://www.lop.parl.gc.ca/parlinfo/Files/Parliamentarian.aspx?Item=84b1612a-384e-4a19-8425-3ddbe9d7d1e4&Language=E
