name,wikiname,party,state,district,area,term,source,party_id,start_date,end_date,id
Nathan Cullen,Nathan Cullen,NDP,British Columbia,Skeena—Bulkley Valley,British Columbia (Skeena—Bulkley Valley),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,ndp,,,nathan-cullen
Nathaniel Erskine-Smith,Nathaniel Erskine-Smith,Liberal,Ontario,Beaches—East York,Ontario (Beaches—East York),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,nathaniel-erskine-smith
Navdeep Bains,Navdeep Bains,Liberal,Ontario,Mississauga—Malton,Ontario (Mississauga—Malton),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,navdeep-bains
Neil Ellis,Neil Ellis (politician),Liberal,Ontario,Bay of Quinte,Ontario (Bay of Quinte),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,neil-ellis
Nick Whalen,Nick Whalen,Liberal,Newfoundland and Labrador,St. John's East,Newfoundland and Labrador (St. John's East),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,nick-whalen
Nicola Di Iorio,Nicola Di Iorio,Liberal,Quebec,Saint-Léonard—Saint-Michel,Quebec (Saint-Léonard—Saint-Michel),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,nicola-di-iorio
Niki Ashton,Niki Ashton,NDP,Manitoba,Churchill—Keewatinook Aski,Manitoba (Churchill—Keewatinook Aski),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,ndp,,,niki-ashton
Omar Alghabra,Omar Alghabra,Liberal,Ontario,Mississauga Centre,Ontario (Mississauga Centre),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,omar-alghabra
Pablo Rodríguez,Pablo Rodríguez (Canadian politician),Liberal,Quebec,Honoré-Mercier,Quebec (Honoré-Mercier),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,pablo-rodríguez
Pam Damoff,Pam Damoff,Liberal,Ontario,Oakville North—Burlington,Ontario (Oakville North—Burlington),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,pam-damoff
Pamela Goldsmith-Jones,Pamela Goldsmith-Jones,Liberal,British Columbia,West Vancouver—Sunshine Coast—Sea to Sky Country,British Columbia (West Vancouver—Sunshine Coast—Sea to Sky Country),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,pamela-goldsmith-jones
Pat Finnigan,Pat Finnigan,Liberal,New Brunswick,Miramichi—Grand Lake,New Brunswick (Miramichi—Grand Lake),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,pat-finnigan
Pat Kelly,Pat Kelly (politician),Conservative,Alberta,Calgary Rocky Ridge,Alberta (Calgary Rocky Ridge),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,conservative,,,pat-kelly
Patty Hajdu,Patty Hajdu,Liberal,Ontario,Thunder Bay—Superior North,Ontario (Thunder Bay—Superior North),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,patty-hajdu
Paul Lefebvre,Paul Lefebvre,Liberal,Ontario,Sudbury,Ontario (Sudbury),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,paul-lefebvre
Peter Fonseca,Peter Fonseca,Liberal,Ontario,Mississauga East—Cooksville,Ontario (Mississauga East—Cooksville),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,peter-fonseca
Peter Fragiskatos,Peter Fragiskatos,Liberal,Ontario,London North Centre,Ontario (London North Centre),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,peter-fragiskatos
Peter Julian,Peter Julian,NDP,British Columbia,New Westminster—Burnaby,British Columbia (New Westminster—Burnaby),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,ndp,,,peter-julian
Peter Kent,Peter Kent,Conservative,Ontario,Thornhill,Ontario (Thornhill),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,conservative,,,peter-kent
Peter Schiefke,Peter Schiefke,Liberal,Quebec,Vaudreuil—Soulanges,Quebec (Vaudreuil—Soulanges),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,peter-schiefke
Peter Van Loan,Peter Van Loan,Conservative,Ontario,York—Simcoe,Ontario (York—Simcoe),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,conservative,,,peter-van-loan
Phil McColeman,Phil McColeman,Conservative,Ontario,Brantford—Brant,Ontario (Brantford—Brant),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,conservative,,,phil-mccoleman
Pierre Breton,Pierre Breton,Liberal,Quebec,Shefford,Quebec (Shefford),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,pierre-breton
Pierre Nantel,Pierre Nantel,NDP,Quebec,Longueuil—Saint-Hubert,Quebec (Longueuil—Saint-Hubert),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,ndp,,,pierre-nantel
Pierre Paul-Hus,Pierre Paul-Hus,Conservative,Quebec,Charlesbourg—Haute-Saint-Charles,Quebec (Charlesbourg—Haute-Saint-Charles),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,conservative,,,pierre-paul-hus
Pierre Poilievre,Pierre Poilievre,Conservative,Ontario,Carleton,Ontario (Carleton),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,conservative,,,pierre-poilievre
Pierre-Luc Dusseault,Pierre-Luc Dusseault,NDP,Quebec,Sherbrooke,Quebec (Sherbrooke),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,ndp,,,pierre-luc-dusseault
Rachael Harder,Rachael Harder,Conservative,Alberta,Lethbridge,Alberta (Lethbridge),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,conservative,,,rachael-harder
Rachel Blaney,Rachel Blaney,NDP,British Columbia,North Island—Powell River,British Columbia (North Island—Powell River),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,ndp,,,rachel-blaney
Raj Grewal,Raj Grewal,Liberal,Ontario,Brampton East,Ontario (Brampton East),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,raj-grewal
Raj Saini,Raj Saini,Liberal,Ontario,Kitchener Centre,Ontario (Kitchener Centre),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,raj-saini
Ralph Goodale,Ralph Goodale,Liberal,Saskatchewan,Regina—Wascana,Saskatchewan (Regina—Wascana),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,ralph-goodale
Ramesh Sangha,Ramesh Sangha,Liberal,Ontario,Brampton Centre,Ontario (Brampton Centre),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,ramesh-sangha
Ramez Ayoub,Ramez Ayoub,Liberal,Quebec,Thérèse-De Blainville,Quebec (Thérèse-De Blainville),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,ramez-ayoub
Randall Garrison,Randall Garrison,NDP,British Columbia,Esquimalt—Saanich—Sooke,British Columbia (Esquimalt—Saanich—Sooke),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,ndp,,,randall-garrison
Randeep Sarai,Randeep Sarai,Liberal,British Columbia,Surrey Centre,British Columbia (Surrey Centre),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,randeep-sarai
Randy Boissonnault,Randy Boissonnault,Liberal,Alberta,Edmonton Centre,Alberta (Edmonton Centre),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,randy-boissonnault
Randy Hoback,Randy Hoback,Conservative,Saskatchewan,Prince Albert,Saskatchewan (Prince Albert),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,conservative,,,randy-hoback
René Arseneault,René Arseneault,Liberal,New Brunswick,Madawaska—Restigouche,New Brunswick (Madawaska—Restigouche),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,rené-arseneault
Rhéal Fortin,Rhéal Fortin,Bloc Québécois,Quebec,Rivière-du-Nord,Quebec (Rivière-du-Nord),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,bloc_québécois,,,rhéal-fortin
Richard Cannings,Richard Cannings (British Columbia politician),NDP,British Columbia,South Okanagan—West Kootenay,British Columbia (South Okanagan—West Kootenay),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,ndp,,,richard-cannings
Rob Nicholson,Rob Nicholson,Conservative,Ontario,Niagara Falls,Ontario (Niagara Falls),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,conservative,,,rob-nicholson
Rob Oliphant,Rob Oliphant,Liberal,Ontario,Don Valley West,Ontario (Don Valley West),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,rob-oliphant
Robert Aubin,Robert Aubin,NDP,Quebec,Trois-Rivières,Quebec (Trois-Rivières),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,ndp,,,robert-aubin
Robert Kitchen,Robert Kitchen,Conservative,Saskatchewan,Souris—Moose Mountain,Saskatchewan (Souris—Moose Mountain),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,conservative,,,robert-kitchen
Robert Sopuck,Robert Sopuck,Conservative,Manitoba,Dauphin—Swan River—Neepawa,Manitoba (Dauphin—Swan River—Neepawa),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,conservative,,,robert-sopuck
Robert-Falcon Ouellette,Robert-Falcon Ouellette,Liberal,Manitoba,Winnipeg Centre,Manitoba (Winnipeg Centre),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,robert-falcon-ouellette
Rodger Cuzner,Rodger Cuzner,Liberal,Nova Scotia,Cape Breton—Canso,Nova Scotia (Cape Breton—Canso),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,rodger-cuzner
Romeo Saganash,Romeo Saganash,NDP,Quebec,Abitibi—Baie-James—Nunavik—Eeyou,Quebec (Abitibi—Baie-James—Nunavik—Eeyou),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,ndp,,,romeo-saganash
Ron Liepert,Ron Liepert,Conservative,Alberta,Calgary Signal Hill,Alberta (Calgary Signal Hill),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,conservative,,,ron-liepert
Ron McKinnon,Ron McKinnon (politician),Liberal,British Columbia,Coquitlam—Port Coquitlam,British Columbia (Coquitlam—Port Coquitlam),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,ron-mckinnon
Rona Ambrose,Rona Ambrose,Conservative,Alberta,Sturgeon River—Parkland,Alberta (Sturgeon River—Parkland),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,conservative,,,rona-ambrose
Ruby Sahota,Ruby Sahota,Liberal,Ontario,Brampton North,Ontario (Brampton North),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,ruby-sahota
Ruth Ellen Brosseau,Ruth Ellen Brosseau,NDP,Quebec,Berthier—Maskinongé,Quebec (Berthier—Maskinongé),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,ndp,,,ruth-ellen-brosseau
Rémi Massé,Rémi Massé,Liberal,Quebec,Avignon—La Mitis—Matane—Matapédia,Quebec (Avignon—La Mitis—Matane—Matapédia),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,rémi-massé
Salma Zahid,Salma Zahid,Liberal,Ontario,Scarborough Centre,Ontario (Scarborough Centre),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,salma-zahid
Scott Brison,Scott Brison,Liberal,Nova Scotia,Kings—Hants,Nova Scotia (Kings—Hants),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,scott-brison
Scott Duvall,Scott Duvall,NDP,Ontario,Hamilton Mountain,Ontario (Hamilton Mountain),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,ndp,,,scott-duvall
Scott Reid,Scott Reid (politician),Conservative,Ontario,Lanark—Frontenac—Kingston,Ontario (Lanark—Frontenac—Kingston),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,conservative,,,scott-reid
Scott Simms,Scott Simms,Liberal,Newfoundland and Labrador,Coast of Bays—Central—Notre Dame,Newfoundland and Labrador (Coast of Bays—Central—Notre Dame),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,scott-simms
Seamus O'Regan,Seamus O'Regan,Liberal,Newfoundland and Labrador,St. John's South—Mount Pearl,Newfoundland and Labrador (St. John's South—Mount Pearl),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,seamus-o'regan
Sean Casey,Sean Casey (Canadian politician),Liberal,Prince Edward Island,Charlottetown,Prince Edward Island (Charlottetown),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,sean-casey
Sean Fraser,Sean Fraser (politician),Liberal,Nova Scotia,Central Nova,Nova Scotia (Central Nova),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,sean-fraser
Serge Cormier,Serge Cormier,Liberal,New Brunswick,Acadie—Bathurst,New Brunswick (Acadie—Bathurst),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,serge-cormier
Shannon Stubbs,Shannon Stubbs,Conservative,Alberta,Lakeland,Alberta (Lakeland),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,conservative,,,shannon-stubbs
Shaun Chen,Shaun Chen (politician),Liberal,Ontario,Scarborough North,Ontario (Scarborough North),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,shaun-chen
Sheila Malcolmson,Sheila Malcolmson,NDP,British Columbia,Nanaimo—Ladysmith,British Columbia (Nanaimo—Ladysmith),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,ndp,,,sheila-malcolmson
Sheri Benson,Sheri Benson,NDP,Saskatchewan,Saskatoon West,Saskatchewan (Saskatoon West),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,ndp,,,sheri-benson
Sherry Romanado,Sherry Romanado,Liberal,Quebec,Longueuil—Charles-LeMoyne,Quebec (Longueuil—Charles-LeMoyne),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,sherry-romanado
Simon Marcil,Simon Marcil,Bloc Québécois,Quebec,Mirabel,Quebec (Mirabel),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,bloc_québécois,,,simon-marcil
Sonia Sidhu,Sonia Sidhu,Liberal,Ontario,Brampton South,Ontario (Brampton South),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,sonia-sidhu
Stephanie Kusie,Stephanie Kusie,Conservative,Alberta,Calgary Midnapore,Alberta (Calgary Midnapore),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,conservative,,,stephanie-kusie
Stephen Fuhr,Stephen Fuhr,Liberal,British Columbia,Kelowna—Lake Country,British Columbia (Kelowna—Lake Country),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,stephen-fuhr
Stephen Harper,Stephen Harper,Conservative,Alberta,Calgary Heritage,Alberta (Calgary Heritage),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,conservative,2016-08-26,,stephen-harper
Steve MacKinnon,Steve MacKinnon,Liberal,Quebec,Gatineau,Quebec (Gatineau),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,steve-mackinnon
Steven Blaney,Steven Blaney,Conservative,Quebec,Bellechasse—Les Etchemins—Lévis,Quebec (Bellechasse—Les Etchemins—Lévis),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,conservative,,,steven-blaney
Stéphane Dion,Stéphane Dion,Liberal,Quebec,Saint-Laurent,Quebec (Saint-Laurent),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,2017-01-31,,stéphane-dion
Stéphane Lauzon,Stéphane Lauzon,Liberal,Quebec,Argenteuil—La Petite-Nation,Quebec (Argenteuil—La Petite-Nation),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,stéphane-lauzon
Sukh Dhaliwal,Sukh Dhaliwal,Liberal,British Columbia,Surrey—Newton,British Columbia (Surrey—Newton),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,sukh-dhaliwal
Sven Spengemann,Sven Spengemann,Liberal,Ontario,Mississauga—Lakeshore,Ontario (Mississauga—Lakeshore),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,sven-spengemann
Sylvie Boucher,Sylvie Boucher,Conservative,Quebec,Beauport—Côte-de-Beaupré—Île d'Orléans—Charlevoix,Quebec (Beauport—Côte-de-Beaupré—Île d'Orléans—Charlevoix),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,conservative,,,sylvie-boucher
T. J. Harvey,T. J. Harvey,Liberal,New Brunswick,Tobique—Mactaquac,New Brunswick (Tobique—Mactaquac),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,t.-j.-harvey
Ted Falk,Ted Falk,Conservative,Manitoba,Provencher,Manitoba (Provencher),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,conservative,,,ted-falk
Terry Beech,Terry Beech,Liberal,British Columbia,Burnaby North—Seymour,British Columbia (Burnaby North—Seymour),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,terry-beech
Terry Duguid,Terry Duguid,Liberal,Manitoba,Winnipeg South,Manitoba (Winnipeg South),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,terry-duguid
Terry Sheehan,Terry Sheehan,Liberal,Ontario,Sault Ste. Marie,Ontario (Sault Ste. Marie),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,terry-sheehan
Thomas Mulcair,Thomas Mulcair,NDP,Quebec,Outremont,Quebec (Outremont),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,ndp,,,thomas-mulcair
Todd Doherty,Todd Doherty,Conservative,British Columbia,Cariboo—Prince George,British Columbia (Cariboo—Prince George),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,conservative,,,todd-doherty
Tom Kmiec,Tom Kmiec,Conservative,Alberta,Calgary Shepard,Alberta (Calgary Shepard),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,conservative,,,tom-kmiec
Tom Lukiwski,Tom Lukiwski,Conservative,Saskatchewan,Moose Jaw—Lake Centre—Lanigan,Saskatchewan (Moose Jaw—Lake Centre—Lanigan),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,conservative,,,tom-lukiwski
Tony Clement,Tony Clement,Conservative,Ontario,Parry Sound—Muskoka,Ontario (Parry Sound—Muskoka),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,conservative,,,tony-clement
Tracey Ramsey,Tracey Ramsey,NDP,Ontario,Essex,Ontario (Essex),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,ndp,,,tracey-ramsey
Vance Badawey,Vance Badawey,Liberal,Ontario,Niagara Centre,Ontario (Niagara Centre),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,vance-badawey
Wayne Easter,Wayne Easter,Liberal,Prince Edward Island,Malpeque,Prince Edward Island (Malpeque),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,wayne-easter
Wayne Long,Wayne Long,Liberal,New Brunswick,Saint John—Rothesay,New Brunswick (Saint John—Rothesay),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,wayne-long
Wayne Stetski,Wayne Stetski,NDP,British Columbia,Kootenay—Columbia,British Columbia (Kootenay—Columbia),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,ndp,,,wayne-stetski
Will Amos,Will Amos,Liberal,Quebec,Pontiac,Quebec (Pontiac),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,will-amos
Xavier Barsalou-Duval,Xavier Barsalou-Duval,Bloc Québécois,Quebec,Pierre-Boucher—Les Patriotes—Verchères,Quebec (Pierre-Boucher—Les Patriotes—Verchères),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,bloc_québécois,,,xavier-barsalou-duval
Yasmin Ratansi,Yasmin Ratansi,Liberal,Ontario,Don Valley East,Ontario (Don Valley East),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,yasmin-ratansi
Yves Robillard,Yves Robillard,Liberal,Quebec,Marc-Aurèle-Fortin,Quebec (Marc-Aurèle-Fortin),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,yves-robillard
Yvonne Jones,Yvonne Jones,Liberal,Newfoundland and Labrador,Labrador,Newfoundland and Labrador (Labrador),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,liberal,,,yvonne-jones
Ziad Aboultaif,Ziad Aboultaif,Conservative,Alberta,Edmonton Manning,Alberta (Edmonton Manning),42,https://en.wikipedia.org/wiki/List_of_House_members_of_the_42nd_Parliament_of_Canada,conservative,,,ziad-aboultaif
