id,name__lb,name__en,name__de,name__fr,name__nds,name__nl,name,wikipedia__lb,gender,birth_date,given_name,original_wikiname,name__it,wikipedia__nl,name__nb,name__da,name__nn,name__sv,wikipedia__de,image,identifier__VIAF,identifier__BNF,name__es,name__hu,identifier__GND,family_name,wikipedia__en,wikipedia__fr,identifier__SUDOC,name__pl,name__ca,name__zh,wikipedia__ca,wikipedia__es,wikipedia__pl,wikipedia__zh,identifier__freebase,name__az,wikipedia__az,wikipedia__commons,wikipedia__it,name__cs,wikipedia__cs,name__ru,name__uk,wikipedia__ru,wikipedia__uk,name__af,name__an,name__ast,name__bar,name__br,name__co,name__cy,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__eo,name__et,name__eu,name__fi,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__ia,name__id,name__ie,name__io,name__is,name__kg,name__li,name__lij,name__mg,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__oc,name__pcd,name__pms,name__pt,name__pt_br,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sl,name__sr_el,name__sw,name__vec,name__vi,name__vls,name__vo,name__wa,name__wo,name__zu,identifier__PACE,wikipedia__no,website,name__zh_cn,name__he,name__el,name__la,name__tr,name__ko,name__ja,name__fa,name__ar,wikipedia__ar,wikipedia__ast,wikipedia__el,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__he,wikipedia__hu,wikipedia__id,wikipedia__io,wikipedia__ja,wikipedia__ko,wikipedia__la,wikipedia__plwikiquote,wikipedia__pt,wikipedia__ro,wikipedia__sv,wikipedia__tr,wikipedia__vi,identifier__parlement,twitter,identifier__LCAuth,identifier__EuroparlMEP,name__be,name__yo,name__sr,name__be_tarask,name__sah,name__mr,name__bg,name__ka,name__lt,name__lmo,name__pam,name__lv,name__ta,name__mk,wikipedia__af,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bgwikiquote,wikipedia__br,wikipedia__cswikiquote,wikipedia__da,wikipedia__dewikinews,wikipedia__dewikiquote,wikipedia__enwikiquote,wikipedia__eo,wikipedia__eu,wikipedia__frwikinews,wikipedia__frwikiquote,wikipedia__gl,wikipedia__ie,wikipedia__itwikiquote,wikipedia__ka,wikipedia__lmo,wikipedia__lt,wikipedia__lv,wikipedia__mr,wikipedia__ms,wikipedia__nds,wikipedia__nn,wikipedia__oc,wikipedia__pam,wikipedia__sah,wikipedia__sco,wikipedia__simple,wikipedia__sk,wikipedia__sl,wikipedia__sr,wikipedia__ta,wikipedia__ukwikiquote,wikipedia__vec,wikipedia__yo,identifier__ISNI,identifier__NTA,identifier__Munzinger,identifier__GNC,identifier__FAST,identifier__Britannica,identifier__GTAA,wikipedia__hsb,name__hsb,wikipedia__eswikiquote,wikipedia__fawikiquote,wikipedia__hr,occupation,wikipedia__rowikinews,identifier__IMDB,wikipedia__ga,wikipedia__fiwikiquote,identifier__quora,wikipedia__ruwikinews,identifier__ne_se,name__hy,wikipedia__hy,identifier__ioc_athlete,name__hi,identifier__whoswho_france,facebook,weblog,linkedin,pseudonym,wikipedia__tl,name__tl,wikipedia__nlwikinews,name__bm,name__frc,name__jam,name__kab,name__pap,name__prg,name__rgn,name__vmf,instagram,wikipedia__is,identifier__NLI,identifier__youtube,wikipedia__uz,death_date,name__uz,wikipedia__enwikisource
Q1495571,Gaston Gibéryen,Gaston Gibéryen,Gaston Gibéryen,Gaston Gibéryen,,Gaston Gibéryen,Gaston Gibéryen,Gaston Gibéryen,male,1950-06-29,Gaston,Gast Gibéryen,,,Gaston Gibéryen,Gaston Gibéryen,Gaston Gibéryen,Gaston Gibéryen,Gaston Gibéryen,,,,Gaston Gibéryen,Gaston Gibéryen,,,Gaston Gibéryen,Gaston Gibéryen,,Gaston Gibéryen,,,,,Gaston Gibéryen,,/m/03h4wgv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,gaston.giberyen,,,,,,,,,,,,,,,,,,,,,,
Q15275462,Félix Braz,Félix Braz,Félix Braz,Félix Braz,,Félix Braz,Félix Braz,Félix Braz,male,1966-03-16,Félix,Félix Braz,Félix Braz,,,,,Félix Braz,Félix Braz,https://upload.wikimedia.org/wikipedia/commons/5/5c/Félix-Braz--w.jpg,,,Félix Braz,Félix Braz,,Braz,Félix Braz,Félix Braz,,Félix Braz,,,,,Félix Braz,,,,,Category:Félix Braz,,,,,,,,,,,,,,,,Félix Braz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,felix_braz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15621632,Maggy Nagel,Maggy Nagel,Maggy Nagel,Maggy Nagel,,Maggy Nagel,Maggy Nagel,Maggy Nagel,female,1957-08-25,Maggy,Maggy Nagel,,,,,,,Maggy Nagel,"https://upload.wikimedia.org/wikipedia/commons/8/86/Maggy_Nagel,_Oktober_2015-102.jpg",23146030484135860621,,,,,Nagel,Maggy Nagel,Maggy Nagel,192131427,Maggy Nagel,,,,,Maggy Nagel,,,,,Category:Maggy Nagel,,,,,,,,,,,,,,,,Maggy Nagel,Maggy Nagel,Maggy Nagel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15629005,Corinne Cahen,Corinne Cahen,Corinne Cahen,Corinne Cahen,,Corinne Cahen,Corinne Cahen,Corinne Cahen,female,1973-05-16,Corinne,Corinne Cahen,Corinne Cahen,,,,,Corinne Cahen,Corinne Cahen,"https://upload.wikimedia.org/wikipedia/commons/2/25/Corinne_Cahen,_Vernissage_Judenrein_Differdange.jpg",,,Corinne Cahen,,,Cahen,Corinne Cahen,Corinne Cahen,,Corinne Cahen,,,,,Corinne Cahen,,,,,Category:Corinne Cahen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CorinneCahen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,ccahen,,,,,,,,,,,,,,,corinnecahen,,,,,,,
Q15951419,Marc Angel,Marc Angel,,Marc Angel,,Marc Angel,Marc Angel,Marc Angel (Politiker),male,1963-03-12,Marc,Marc Angel (Politiker),,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/8/8a/Journée_de_la_commémoration_nationale_2016,_Marc_Angel-102.jpg",,,,,,Angel,,Marc Angel,,Marc Angel,,,,,Marc Angel,,,,,Category:Marc Angel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MarcAngel_lu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,marcinlux,,,,,,,,,,,,,,,marcangelluxembourg,,,,,,,
Q16438796,Claude Adam,Claude Adam,Claude Adam,Claude Adam,,Claude Adam,Claude Adam,Claude Adam,male,1958-08-21,Claude,Claude Adam,Claude Adam,,,,,,Claude Adam,"https://upload.wikimedia.org/wikipedia/commons/3/34/Claude_Adam,_Inauguration_plaque_commémorative,_«Villa_Pauly»-101.jpg",,,,,,,,Claude Adam (homme politique),,,,,,,,,,,,Category:Claude Adam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,claudeadam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,claude.adam,https://adamclaude.wordpress.com,,,,,,,,,,,,,,,,,,,,,
Q16438812,Sylvie Andrich-Duval,Sylvie Andrich-Duval,Sylvie Andrich-Duval,Sylvie Andrich-Duval,,Sylvie Andrich-Duval,Sylvie Andrich-Duval,Sylvie Andrich-Duval,female,1958-08-22,Sylvie,Sylvie Andrich-Duval,,,,,,,,,,,,,,,,Sylvie Andrich-Duval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AndrichDuval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,sylvie.andrichduval,,,,,,,,,,,,,,,,,,,,,,
Q16438835,Fränk Arndt,Fränk Arndt,,Fränk Arndt,,Fränk Arndt,Fränk Arndt,Fränk Arndt,male,1959-06-10,Fränk,Fränk Arndt,,,,,,,,,,,,,,Arndt,,Frank Arndt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,frank.arndt.79,,,,,,,,,,,,,,,,,,,,,,
Q16438871,Gilles Baum,Gilles Baum,,Gilles Baum,,Gilles Baum,Gilles Baum,Gilles Baum,male,1973-01-16,Gilles,Gilles Baum,Gilles Baum,,,,,,,,,,,,,Baum,,Gilles Baum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16438964,Taina Bofferding,Taina Bofferding,,Taina Bofferding,,Taina Bofferding,Taina Bofferding,Taina Bofferding,female,1982-11-22,Taina,Taina Bofferding,Taina Bofferding,,,,,,,,,,,,,,,Taina Bofferding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TainaBofferding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,taina.bofferding,,,,,,,,,,,,,,,,,,,,,,
Q16438991,Tess Burton,Tess Burton,,Tess Burton,,Tess Burton,Tess Burton,Tess Burton,female,1985-06-10,Tess,Tess Burton,Tess Burton,,,,,,,,,,,,,Burton,,Tess Burton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16439045,Claudia Dall'Agnol,Claudia Dall'Agnol,,Claudia Dall'Agnol,,Claudia Dall'Agnol,Claudia Dall'Agnol,Claudia Dall'Agnol,female,1973-04-06,Claudia,Claudia Dall'Agnol,,,,,,,,,,,,,,,,Claudia Dall'Agnol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16439061,Lex Delles,Lex Delles,,Lex Delles,,Lex Delles,Lex Delles,Lex Delles,male,1984-11-28,Lex,Lex Delles,,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/c/ce/Lex_Delles,_AG_MemoShoah_2015,_Synagog_Munneref-102.jpg",,,,,,,,Lex Delles,,,,,,,,,,,,Category:Lex Delles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16439120,Emile Eicher,Emile Eicher,Emile Eicher,Emile Eicher,,Emile Eicher,Emile Eicher,Emile Eicher,male,1955-06-30,Emile,Emile Eicher,Emile Eicher,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/a/a5/Emile_Eicher,_Concert_de_bienfaisance_MemoShoah_2014.jpg",,,Emile Eicher,,,,,Emile Eicher,,,,,,,,,,,,Category:Emile Eicher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16439121,Félix Eischen,Félix Eischen,Félix Eischen,Félix Eischen,,Félix Eischen,Félix Eischen,Félix Eischen,male,1966-02-05,Félix,Félix Eischen,,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/e/ef/Félix_Eischen,_faute_de_mieux.jpg",,,,,,Eischen,,Félix Eischen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,felix.eischen,,,,,,,,,,,,,,,,,,,,,,
Q16439127,Joëlle Elvinger,Joëlle Elvinger,Joëlle Elvinger,Joëlle Elvinger,,Joëlle Elvinger,Joëlle Elvinger,Joëlle Elvinger,female,1980-01-06,Joëlle,Joëlle Elvinger,Joëlle Elvinger,,,,,Joëlle Elvinger,,,,,Joëlle Elvinger,,,Elvinger,,Joëlle Elvinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JoelleElvinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,J.Elvinger,,,,,,,,,,,,,,,,,,,,,,
Q16439160,Franz Fayot,Franz Fayot,,Franz Fayot,,Franz Fayot,Franz Fayot,Franz Fayot,male,1972-02-28,Franz,Franz Fayot,,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/0/01/Franz_Fayot,_Inauguration_plaque_commémorative,_«Villa_Pauly»-101.jpg",,,,,,,,Franz Fayot,,,,,,,,,,,,Category:Franz Fayot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.franzfayot.lu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,franzfayot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,ffayot,,,,,,,,,,,,,,,,,,,,,,
Q16439318,Gusty Graas,Gusty Graas,,Gusty Graas,,Gusty Graas,Gusty Graas,Gusty Graas,male,1957-09-14,Gusty,Gusty Graas,,,,,,,,,20783436,,,,130183687,,,Gusty Graas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no2007079529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 4573 472X,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16439392,Cécile Hemmen,Cécile Hemmen,,Cécile Hemmen,,Cécile Hemmen,Cécile Hemmen,Cécile Hemmen,female,1955-11-06,Cécile,Cécile Hemmen,,,,,,,,,,,,,,Hemmen,,Cécile Hemmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cecilehemmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,cecile.hemmen,,,,,,,,,,,,,,,,,,,,,,
Q16439415,Françoise Hetto,Françoise Hetto,Françoise Hetto,Françoise Hetto,,Françoise Hetto,Françoise Hetto,Françoise Hetto,female,1960-05-21,Françoise,Françoise Hetto-Gaasch,,,,,,,Françoise Hetto-Gaasch,https://upload.wikimedia.org/wikipedia/commons/5/5e/Mme_Hetto_Mäi_Reesbüro_2013-001.jpg,,,,,,,,Françoise Hetto,,Françoise Hetto-Gaasch,,,,,Françoise Hetto-Gaasch,,,,,Category:Françoise Hetto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,francoisehetto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,francoise.hetto,,,,,,,,,,,,,,,,,,,,,,
Q16439645,Claude Lamberty,Claude Lamberty,Claude Lamberty,Claude Lamberty,,Claude Lamberty,Claude Lamberty,Claude Lamberty,male,1976-09-24,Claude,Claude Lamberty,Claude Lamberty,,,,,Claude Lamberty,,,,,Claude Lamberty,,,Lamberty,,Claude Lamberty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Claude Lamberty,Claude Lamberty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,claude_lamberty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,claude.lamberty,,https://www.linkedin.com/in/claude-lamberty-951a54a6/,,,,,,,,,,,,,,,,,,,,
Q16439698,Marc Lies,Marc Lies,Marc Lies,Marc Lies,,Marc Lies,Marc Lies,Marc Lies,male,1968-12-30,Marc,Marc Lies,Marc Lies,,,,,,,,,,,,,,,Marc Lies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,marc.lies.7,,,,,,,,,,,,,,,,,,,,,,
Q16439723,Josée Lorsché,Josée Lorsché,Josée Lorsché‎,Josée Lorsché‎,Josée Lorsché‎,Josée Lorsché,Josée Lorsché,Josée Lorsché,female,1961-09-09,Josée,Josée Lorsché,,,,,,,Josée Lorsché,,,,,,,,,Josée Lorsché,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16439821,Edy Mertens,Edy Mertens,,Edy Mertens,,Edy Mertens,Edy Mertens,Edy Mertens,male,1954-08-22,Edy,Edy Mertens,,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/4/4e/Edy_Mertens,_Concert_de_bienfaisance_MemoShoah_2014.jpg",,,,,,Mertens,,Edy Mertens,,,,,,,,,,,,Category:Edy Mertens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16440237,Roberto Traversini,Roberto Traversini,Roberto Traversini,Roberto Traversini,,Roberto Traversini,Roberto Traversini,Roberto Traversini,male,1963-01-03,Roberto,Roberto Traversini,Roberto Traversini,,,,,,Roberto Traversini,"https://upload.wikimedia.org/wikipedia/commons/5/5d/Roberto_Traversini,_Jukowo_Jugendkonschtwoch_2014-002.jpg",,,,,,,,Roberto Traversini,,,,,,,,,,,,Category:Roberto Traversini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,roberto.traversini,,,,,,,,,,,,,,,,,,,,,,
Q16440241,Justin Turpel,Justin Turpel,Justin Turpel,Justin Turpel,,Justin Turpel,Justin Turpel,Justin Turpel,male,1954-01-08,Justin,Justin Turpel,,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/d/dd/Bridges_not_Walls,_Luxembourg,_2015-104.jpg",,,Justin Turpel,,,Turpel,,Justin Turpel,,,,,,,,,,,,Category:Justin Turpel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.justin-turpel.lu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,turpel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,justin.turpel,,https://www.linkedin.com/in/justin-turpel-ab108270/,,,,,,,,,,,,,,,,,,,,
Q16440320,Christiane Wickler,Christiane Wickler,,Christiane Wickler,,Christiane Wickler,Christiane Wickler,Christiane Wickler,female,1960-02-21,Christiane,Christiane Wickler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16440329,Serge Wilmes,Serge Wilmes,Serge Wilmes,Serge Wilmes,,Serge Wilmes,Serge Wilmes,Serge Wilmes,male,1982-05-06,Serge,Serge Wilmes,,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/a/a0/Serge_Wilmes,_Stolpersteng_Déifferdeng_cropped.jpg",,,,,,,,Serge Wilmes,,,,,,,,,,,,Category:Serge Wilmes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://serge-wilmes.lu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SergeWilmes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,serge.wilmes,,https://www.linkedin.com/in/serge-wilmes-7220265a/,,,,,,,,,,,,,,,,,,,,
Q17425476,Gérard Anzia,Gérard Anzia,Gérard Anzia,Gérard Anzia,,Gérard Anzia,Gérard Anzia,Gérard Anzia,male,1966-11-06,Gérard,Gérard Anzia,,,,,,,Gérard Anzia,,,,,,,,,Gérard Anzia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GerardAnzia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,gerard.anzia,,,,,,,,,,,,,,,,,,,,,,
Q1920283,Nancy Arendt,Nancy Kemp-Arendt,Nancy Kemp-Arendt,Nancy Arendt,,Nancy Kemp-Arendt,Nancy Arendt,Nancy Arendt,female,1969-05-22,Nancy,Nancy Arendt,,Nancy Kemp-Arendt,Nancy Arendt,Nancy Arendt,Nancy Arendt,Nancy Arendt,,,,,Nancy Kemp-Arendt,Nancy Kemp-Arendt,,,Nancy Kemp-Arendt,Nancy Kemp-Arendt,,,Nancy Kemp-Arendt,,Nancy Kemp-Arendt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nancy Kemp-Arendt,,,,,,,,,,,,,,,,,,,Nancy Kemp-Arendt,,,,,,,,,,,,,,,,,,,,,,,,,Nancy Kemp-Arendt,,,,,,KempArendt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,nancy.arendt,,,,,,,,,,,,,,,,,,,,,,
