id,name__es,name__en,name__de,name__fr,name__cy,name__nl,name,wikipedia__en,wikipedia__es,gender,birth_date,death_date,given_name,original_wikiname,name__hu,image,identifier__VIAF,name__pt,name__ja,wikipedia__nl,wikipedia__pt,identifier__freebase,name__nb,name__da,name__nn,name__sv,name__ar,wikipedia__ar,wikipedia__de,identifier__britishmuseum,identifier__FAST,name__eu,name__hr,name__it,name__pl,name__ru,name__sl,name__war,name__bn,name__qu,name__ga,name__zh,name__ca,name__uk,wikipedia__bn,wikipedia__ca,wikipedia__commons,wikipedia__eswikiquote,wikipedia__eu,wikipedia__fr,wikipedia__ga,wikipedia__hr,wikipedia__it,wikipedia__pl,wikipedia__qu,wikipedia__ru,wikipedia__sl,wikipedia__uk,wikipedia__war,wikipedia__zh,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__OLID,family_name,identifier__BNE,identifier__GNC,second_surname,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__ko,name__gl,name__id,name__io,name__mr,name__an,name__hy,wikipedia__an,wikipedia__cy,wikipedia__da,wikipedia__gl,wikipedia__hy,wikipedia__id,wikipedia__io,wikipedia__ja,wikipedia__ko,wikipedia__mr,wikipedia__no,wikipedia__plwikiquote,wikipedia__simple,wikipedia__sv,identifier__NTA,identifier__CANTIC,identifier__Britannica,name__fi,wikipedia__fi,facebook,name__et,name__ast,name__mg,name__eo,name__oc,name__tr,wikipedia__ast,wikipedia__eo,wikipedia__et,wikipedia__mg,wikipedia__oc,wikipedia__tr,twitter,website,identifier__catholic_hierarchy,identifier__MusicBrainz,name__nds,name__en_ca,name__en_gb,name__la,wikipedia__la,name__yo,wikipedia__yo,name__lb,name__he,name__el,name__pap,name__sr_el,name__sr_ec,name__bg,name__ka,name__ksh,name__pt_br,name__sr,name__be,name__fa,wikipedia__be,wikipedia__bg,wikipedia__el,wikipedia__fa,wikipedia__he,wikipedia__ka,wikipedia__ksh,wikipedia__lb,wikipedia__pap,wikipedia__sr,identifier__NNDB,identifier__CSPAN,identifier__NLI,name__ms,name__cs,wikipedia__cs,wikipedia__ms,name__mk,wikipedia__mk,identifier__Munzinger,identifier__N6I,identifier__BVMC,identifier__bigenc_ru,name__az,wikipedia__az,name__bs,name__br,name__vi,name__sk,name__ro,name__fy,name__lt,name__de_ch,name__ml,name__sh,wikipedia__br,wikipedia__bs,wikipedia__cswikiquote,wikipedia__fy,wikipedia__hu,wikipedia__lt,wikipedia__ml,wikipedia__ro,wikipedia__sh,wikipedia__sk,wikipedia__vi,identifier__NDL,identifier__IMDB,name__af,name__bar,name__bm,name__co,name__de_at,name__frc,name__frp,name__fur,name__gd,name__gsw,name__ia,name__ie,name__jam,name__kab,name__kg,name__li,name__lij,name__lv,name__min,name__nap,name__nds_nl,name__nrm,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__scn,name__sco,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,wikipedia__eswikisource,occupation,identifier__google_knowledge,identifier__snac,wikipedia__eswikinews,identifier__quora,identifier__GTAA,wikipedia__sco,identifier__wikitree,wikipedia__mwl,name__mwl,identifier__ne_se,identifier__songkick,identifier__bna,linkedin,identifier__google_plus,identifier__ORCID,identifier__google_scholar,identifier__youtube,name__ceb,name__ty,identifier__BIBSYS,identifier__BAV,identifier__discogs,identifier__SELIBR,identifier__PTBNP,instagram,wikipedia__uz,name__uz
Q21106469,Leoncio Amé Demes,Leoncio Amé Demes,,,,Leoncio Amé Demes,Leoncio Amé Demes,,Leoncio Amé Demes,male,1960-12-15,,,Leoncio Amé Demes,,https://upload.wikimedia.org/wikipedia/commons/0/0c/Leoncio_Amé_Demes.jpg,,,,,,,,,,,,,,,,,,,,,Leoncio Amé Demes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2130464,Ramón Báez,Ramón Báez,Ramón Báez,Ramón Báez,,Ramón Báez,Ramón Báez,Ramón Báez,Ramón Báez,male,1858,1929,Ramón,Ramón Báez,Ramón Báez,,,,ラモン・バエズ,,,,Ramón Báez,Ramón Báez,Ramón Báez,Ramón Báez,,,Ramón Báez,,,,,,,,Ramón Báez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21480680,Víctor Manuel Grimaldi Céspedes,Víctor Manuel Grimaldi Céspedes,,,,Víctor Manuel Grimaldi Céspedes,Víctor Manuel Grimaldi Céspedes,,Víctor Manuel Grimaldi Céspedes,male,1949-12-22,,Víctor,Víctor Manuel Grimaldi Céspedes,,"https://upload.wikimedia.org/wikipedia/commons/f/ff/Embajador_Victor_Manuel_Grimaldi_Céspedes_en_las_alturas_de_la_Plaza_de_San_Pedro,_Ciudad_del_Vaticano,_Roma.JPG",25997309,,,,,,,,,,,,,,,,,,,,Víctor Manuel Grimaldi Céspedes,,,,,,,,,,Category:Victor Manuel Grimaldi Céspedes,,,,,,,,,,,,,,0000 0000 2651 756X,1057409154,n84028788,,145857611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130808962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,387364,,,,
Q22679292,Hipolito Polanco,Hipolito Polanco,,,,Hipolito Polanco,Hipolito Polanco,,Hipólito Polanco,male,1976-08-13,,,Hipólito Polanco,,https://upload.wikimedia.org/wikipedia/commons/5/5c/Polanco_Perez.jpg,,,,,,,,,,,,,,,,,,,,,Hipolito Polanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2273190,Sergio Vargas,Sergio Vargas,Sergio Vargas,Sergio Vargas,,Sergio Vargas,Sergio Vargas,Sergio Vargas,Sergio Vargas (cantante),male,1960-03-15,,Sergio,Sergio Vargas (cantante),,https://upload.wikimedia.org/wikipedia/commons/c/c5/Sergio_Vargas2.jpg,61740616,,セルヒオ・バルガス,,,,,,,,,,Sergio Vargas (Sänger),,,,,,,,Sergio Vargas,,,,,,,,,,Category:Sergio Vargas,,,,,,,,,,,,,,0000 0000 0120 281X,142107220,n93017655,13984390c,,,,,,,,,,,,,,,,,,,,,,,,,,,セルヒオ・バルガス,,,,,,,,,,,,422849571084732,,,,,,,,,,,,,SergioVargas15,http://www.sergiovargas.net/,,04fc84a1-5efa-4ae3-b763-a0aeaab9f65c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,musician,,,,,,,,,,,267950,,,,,,,,,,,,,,,,
Q2342344,Pedro Bartolomé Benoit,Pedro Bartolomé Benoit,Pedro Bartolomé Benoit,Pedro Bartolomé Benoit,,Pedro Bartolomé Benoit,Pedro Bartolomé Benoit,Pedro Bartolomé Benoit,Pedro Bartolomé Benoit,male,1921-02-13,2012-04-05,Pedro,Pedro Bartolomé Benoit,,,,Pedro Bartolomé Benoit,ペドロ・バルトロメ・ブノワ,,Pedro Bartolomé Benoit,/m/0gky221,,,,Pedro Bartolomé Benoit,,,Pedro Bartolomé Benoit,,,,,Pedro Bartolomé Benoit,,"Бенуа Вандерхорст, Педро",Pedro Bartolomé Benoit,,,,,,,,,,,,,,,,,,,"Бенуа Вандерхорст, Педро",,,,,,,,,,,Benoit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pedro Bartolomé Benoit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q23612510,José Gabriel García,José Gabriel García,José Gabriel García,José Gabriel García,,José Gabriel García,José Gabriel García,Jose Gabriel García,José Gabriel García,male,1834-01-13,1910-01-19,José Gabriel,José Gabriel García,,https://upload.wikimedia.org/wikipedia/commons/3/30/JoseGabrielGarcia6.jpg,174738523,José Gabriel García,,,,,José Gabriel García,José Gabriel García,José Gabriel García,José Gabriel García,,,,,,José Gabriel García,,José Gabriel García,,,,,,,,,José Gabriel García,,,,,,,,,,,,,,,,,,,,,,,OL5475084A,García,XX820131,,,,,,,,,,José Gabriel García,,,,José Gabriel García,,,,,,,,,,,,,,,,,,,,,,,José Gabriel García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24002221,Sergia Galván,Sergia Galván,,,,Sergia Galván,Sergia Galván,,Sergia Galván,female,1955,,,Sergia Galván,,https://upload.wikimedia.org/wikipedia/commons/1/14/Sergia_Galvan.jpg,,,,,,,,,,,,,,,,,,,,,Sergia Galván,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24079443,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,,Dío Astacio,,Dío Astacio,male,1970-06-21,,Dioris,Dío Astacio,Dío Astacio,,,Dío Astacio,,,,,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,,,,,,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,,Dío Astacio,,,,Dío Astacio,,Dío Astacio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dío Astacio,Dío Astacio,Dío Astacio,,Dío Astacio,,,,,,,,,,,,,,,,,,,Dío Astacio,,PastorDioAstacio,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,,,,,,,dioastacio,http://www.dioastacio.com/,,,Dío Astacio,Dío Astacio,Dío Astacio,,,,,Dío Astacio,,,Dío Astacio,Dío Astacio,,,,,Dío Astacio,,,,,,,,,,,,,,,,,Dío Astacio,Dío Astacio,,,,,,,,,,,,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,,Dío Astacio,Dío Astacio,,,,,,,,,,,,,,,,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,Dío Astacio,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24879045,Manuel María Valencia,Manuel María Valencia,,,,Manuel María Valencia,Manuel María Valencia,,Manuel María Valencia,male,1810-04-22,,Manuel,Manuel María Valencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25303370,Víctor Gómez Casanova,Víctor Gómez Casanova,,,,Víctor Gómez Casanova,Víctor Gómez Casanova,,Víctor Gómez Casanova,male,1976-07-03,,Víctor,Víctor Gómez Casanova,,,,,,,,,,,,,,,,,,,,,,,Víctor Gómez Casanova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q255531,Pedro Francisco Bonó,Pedro Francisco Bonó,Pedro Francisco Bonó,,,Pedro Francisco Bonó,Pedro Francisco Bonó,Pedro Francisco Bonó,Pedro Francisco Bonó,male,1828-10-18,1906-09-13,Pedro,Pedro Francisco Bonó,Pedro Francisco Bonó,,72748960,,ペドロ・フランシスコ・ボノ,,,,,,,,,,,,101718,,,,,,Pedro Francisco Bonó,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 2369 646X,,n82149808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240432827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28042871,Pedro Nolasco Deschamps,,,,,,Pedro Nolasco Deschamps,,Pedro Nolasco Deschamps,male,1807,"",Pedro Nolasco,Pedro Nolasco Deschamps,,,,,,,,,,,,,,,,,,,,,,,Pedro Nolasco Deschamps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,military personnel,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2879942,Euclides Morillo,Euclides Morillo,Euclides Morillo,,,Euclides Morillo,Euclides Morillo,,Euclides Morillo,male,1936-09-01,1965-05-22,,Euclides Morillo,,,,,,,,,,,,,,,,,,,,Euclides Morillo,,,Euclides Morillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,revolutionary,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2883382,Emiliano Tejera,Emiliano Tejera,,,,Emiliano Tejera,Emiliano Tejera,,Emiliano Tejera,male,1841-09-21,1923-01-09,Emiliano,Emiliano Tejera,Emiliano Tejera,https://upload.wikimedia.org/wikipedia/commons/2/25/Emiliano_tejera.jpg,3977889,,,,,,,,,,,,,,,,,,,,Emiliano Tejera,,,,,,,,,,,,,,,,,,,,,,,,0000 0001 0652 8760,,,,150493959,OL2277706A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000486016,,,,,,,,,10797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,952583,,,
Q3084751,Rafael Alburquerque,Rafael Alburquerque,Rafael Alburquerque,Rafael Alburquerque,,Rafael Alburquerque,Rafael Alburquerque,Rafael Alburquerque,Rafael Alburquerque,male,1940-06-14,,Rafael,Rafael Alburquerque,,https://upload.wikimedia.org/wikipedia/commons/7/7b/Rafael_Alburquerque.jpg,,,ラファエル・アルブルケルケ,,,/m/03gz3mg,,,,,,,,,,,,,,,Rafael Alburquerque,,,,,,,,,,Category:Rafael Alburquerque,,,Rafael Alburquerque,,,,,,,,,,,,,,,,,,,,,,拉斐爾·阿布林格爾格,,拉斐爾·阿布爾格爾格,,,,,Rafael Alburquerque,,,,,,,,,,Rafael Alburquerque,,,,,,,,,,,,,,,,,,,,Rafael Alburquerque,,,,,,Rafael Alburquerque,,,,,,,,,,Rafael Alburquerque,Rafael Alburquerque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30905721,Geovanny Vicente Romero,Geovanny Vicente Romero,Geovanny Vicente Romero,Geovanny Vicente Romero,,Geovanny Vicente Romero,Geovanny Vicente Romero,Geovanny Vicente,Geovanny Vicente Romero,male,1986-08-21,,Geovanny,Geovanny Vicente Romero,,https://upload.wikimedia.org/wikipedia/commons/a/af/Geovanny_Vicente_en_el_2017.jpg,,Geovanny Vicente Romero,,,,,,Geovanny Vicente Romero,,Geovanny Vicente Romero,,,,,,,,Geovanny Vicente Romero,Geovanny Vicente Romero,,Geovanny Vicente Romero,,,,,Geovanny Vicente Romero,Geovanny Vicente Romero,,,,,,,,,,,,,,,,,,,,,,,,Vicente,,,Romero,,Geovanny Vicente Romero,,,,,,,Geovanny Vicente Romero,,,,,,,,,,,,,,,,,,,,,,,,geovannyvicentr,,,,,,,,,,,,,GeovannyVicentR,,,,Geovanny Vicente Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geovanny Vicente Romero,,,Geovanny Vicente Romero,,,,,,,,,,,,,,,,,,,,Geovanny Vicente Romero,,Geovanny Vicente Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,political science,,,,,,,,,,,,,https://www.linkedin.com/in/geovanny-vicente-romero-a6a3a842/,+GeovannyVicenteRomero,0000-0002-8358-6347,94_4wFoAAAAJ,UCgKB0brbMUt1eC4_e3sC2Vw,Geovanny Vicente Romero,Geovanny Vicente Romero,,,,,,geovannyvicente,,
Q3111680,José Rijo,José Rijo,José Rijo,José Rijo,,José Rijo,José Rijo,José Rijo,José Rijo,male,1965-05-13,,José,José Rijo,,https://upload.wikimedia.org/wikipedia/commons/2/27/Jose_Rijo_pitching_for_the_Cincinnati_Reds_in_Riverfront_Stadium_in_1990.jpg,,José Rijo,ホセ・リーホ,,José Rijo,/m/07x_43,,,,,,,,,,,,,,,José Rijo,,,,,,,,,,,,,José Rijo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ホセ・リーホ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nm2670576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,baseball player,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3187801,Temístocles Montás,Juan Temístocles Montás,Juan Temístocles Montás,Juan Temístocles Montás,,Juan Temístocles Montás,Juan Temístocles Montás,Temístocles Montás,Temístocles Montás,male,1950-05-06,,Juan,Temístocles Montás,,https://upload.wikimedia.org/wikipedia/commons/d/d7/Temistoclesmontas_cropped.jpg,,,,,,/m/0c3y7m4,,,,,,,,,,,,,,,Temístocles Montás,,,,,,,,,,Category:Juan Temístocles Montás,,,Juan Temístocles Montás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Doctor of Philosophy,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q330837,Buenaventura Báez,Buenaventura Báez,Buenaventura Báez,Buenaventura Báez,,Buenaventura Báez,Buenaventura Báez,Buenaventura Báez,Buenaventura Báez,male,1812-07-14,1884-03-14,Buenaventura,Buenaventura Báez,Buenaventura Báez,https://upload.wikimedia.org/wikipedia/commons/7/7e/Buenaventura_Baéz.gif,73698477,Buenaventura Báez,ブエナ・バエズ,Buenaventura Báez,Buenaventura Báez,/m/03nns7,Buenaventura Báez,,,Buenaventura Báez,بوينافينتورا بايز,بوينافينتورا بايز,Buenaventura Báez,,244373,,,Buenaventura Báez,,"Баэс, Буэнавентура",Buenaventura Báez,,,,,布埃纳文图拉·巴埃斯,,Буенавентура Баес,,,Category:Buenaventura Báez,,,Buenaventura Báez,,,Buenaventura Báez,,,"Баэс, Буэнавентура",,Буенавентура Баес,,布埃纳文图拉·巴埃斯,0000 0000 4753 3315,,nr89001161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buenaventura Báez,,,Buenaventura Báez,,,biography/Buenaventura-Baez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1858111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,w6n32qf1,,,,,,,,,,,,,,,,,,,,,,,,,
Q33126432,David Collado,David Collado,,,,,David Collado,David Collado,David Collado,male,1975-09-29,,David,David Collado,,https://upload.wikimedia.org/wikipedia/commons/2/27/David_collado.jpg,,,,,,,,,,,,,,,,,,,,,David Collado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q33126468,Gedeón Santos,Gedeón Santos,,,,,Gedeón Santos,,Gedeón Santos,male,"",,,Gedeón Santos,,,,,,,,,,,,,,,,,,,,,,,Gedeón Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3332926,Mélido Pérez,Mélido Pérez,Mélido Pérez,Mélido Pérez,,Mélido Pérez,Mélido Pérez,Mélido Pérez,Mélido Pérez,male,1966-02-15,,,Mélido Pérez,,,,,メリド・ペレス,,,,,,,,,,,,,,,,,,Mélido Pérez,,,,,,,,,,,,,Mélido Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,baseball player,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3530964,Tomás Bobadilla,Tomás Bobadilla,,Tomas Bobadilla y Briones,,Tomás Bobadilla,Tomás Bobadilla,Tomás Bobadilla,Tomás Bobadilla,male,1785-03-30,1871-12-21,Tomas,Tomás Bobadilla,Tomás Bobadilla,https://upload.wikimedia.org/wikipedia/commons/3/3a/Bobadilla.jpg,236611954,,トマス・ボバディージャ・ビリオネス,Tomás Bobadilla,,,Tomás Bobadilla,Tomás Bobadilla,Tomás Bobadilla,Tomás Bobadilla,توماس بوبادييا,توماس بوبادييا,,,,,,,,,Tomás Bobadilla,,,,,,,,,,,,,Tomas Bobadilla y Briones,,,,,,,,,,,,,no2012048118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomás Bobadilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3609025,Ramón Tapia Espinal,Ramón Tapia Espinal,Ramón Tapia Espinal,,Ramón Tapia Espinal,Ramón Tapia Espinal,Ramón Tapia Espinal,Ramón Tapia Espinal,Ramón Tapia Espinal,male,1926-03-29,2002-03-24,Ramón,Ramón Tapia Espinal,,https://upload.wikimedia.org/wikipedia/commons/a/af/Ramón_Tapia_Espinal.jpg,,,ラモン・タピア・エスピナル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
