id,name__uk,name,wikipedia__uk,gender,birth_date,original_wikiname,wikipedia__ukwikiquote,name__sk,name__pl,name__ru,name__en,name__hu,name__es,name__nl,name__fr,name__de,name__be,wikipedia__be,wikipedia__commons,wikipedia__en,wikipedia__hu,wikipedia__pl,wikipedia__ru,wikipedia__sk,image,identifier__freebase,given_name,name__ja,name__ca,name__lv,name__it,name__cs,wikipedia__ca,wikipedia__cs,wikipedia__de,wikipedia__fr,wikipedia__it,wikipedia__ja,wikipedia__lv,name__eo,name__fi,name__be_tarask,name__et,name__lt,name__nb,name__ar,wikipedia__ar,wikipedia__be_x_old,wikipedia__eo,wikipedia__et,wikipedia__fi,wikipedia__lt,wikipedia__nl,wikipedia__no,wikipedia__ruwikiquote,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__SUDOC,identifier__FAST,website,name__hy,name__vi,name__oc,name__sv,wikipedia__oc,wikipedia__sv,wikipedia__vi,twitter,name__nov,name__pih,name__sco,name__hr,name__ro,name__az,name__sh,wikipedia__az,wikipedia__es,wikipedia__hr,wikipedia__ro,wikipedia__ruwikinews,wikipedia__sh,identifier__IMDB,name__zh,wikipedia__zh,identifier__MusicBrainz,name__da,name__id,wikipedia__da,wikipedia__id,death_date,wikipedia__sco,facebook,name__he,wikipedia__he,name__el,identifier__BNF,identifier__NTA,identifier__ISNI,name__tr,name__crh_latn,name__de_ch,name__en_ca,name__en_gb,name__tt,wikipedia__crh,wikipedia__tr,wikipedia__trwikiquote,wikipedia__tt,wikipedia__plwikiquote,wikipedia__el,name__nn,family_name,name__ie,wikipedia__ie,name__fa,wikipedia__fa,name__cy,wikipedia__hy,wikipedia__hywikiquote,wikipedia__itwikiquote,name__gl,wikipedia__gl,name__ky,name__sr,name__bg,name__kk,name__lb,name__ko,name__pt,name__pt_br,wikipedia__bg,wikipedia__cy,wikipedia__kk,wikipedia__ko,wikipedia__ky,wikipedia__lb,wikipedia__nn,wikipedia__pt,wikipedia__sr,name__sgs,name__bn,wikipedia__bat_smg,wikipedia__bn,wikipedia__cswikiquote,wikipedia__ukwikinews,identifier__Munzinger,name__jv,name__eu,name__bs,name__vo,name__ta,name__ms,name__ckb,name__mk,name__io,name__vec,name__yo,name__scn,name__mn,name__fy,name__th,name__la,name__mr,name__ka,name__hi,name__sah,name__fo,name__ml,name__ne,name__af,wikipedia__af,wikipedia__bgwikiquote,wikipedia__bs,wikipedia__ckb,wikipedia__enwikinews,wikipedia__eu,wikipedia__fo,wikipedia__frwikinews,wikipedia__fy,wikipedia__hi,wikipedia__io,wikipedia__jv,wikipedia__ka,wikipedia__la,wikipedia__mk,wikipedia__ml,wikipedia__mn,wikipedia__mr,wikipedia__ms,wikipedia__sah,wikipedia__scn,wikipedia__simple,wikipedia__svwikiquote,wikipedia__ta,wikipedia__th,wikipedia__vec,wikipedia__vo,wikipedia__yo,identifier__NKC,name__is,name__mg,wikipedia__is,wikipedia__mg,name__uz,name__zh_hans,name__zh_hant,name__zh_hk,wikipedia__uz,identifier__NUKAT,last_seen,name__lad,wikipedia__xmf,name__xmf,name__zh_cn,name__crh,identifier__PACE,identifier__Britannica,instagram,occupation,identifier__livejournal,identifier__vkontakte,wikipedia__ukwikisource,identifier__flickr,wikipedia__dewikinews,wikipedia__elwikinews,wikipedia__eswikinews,wikipedia__srwikinews,identifier__quora,wikipedia__trwikinews,identifier__verkhovna_rada,name__an,name__ast,name__ext,identifier__youtube,identifier__google_plus,identifier__google_knowledge,wikipedia__fawikiquote,identifier__NNDB,wikipedia__bewikiquote,wikipedia__azb,name__azb,identifier__BIBSYS,wikipedia__br,name__br,name__bar,identifier__NLP,name__sl,identifier__google_scholar,identifier__ORCID,noble_title,identifier__GTAA,wikipedia__ast,name__kl,name__ht,name__zu,wikipedia__os,name__os,wikipedia__sq,name__sq
Q16699147,Жданов Ігор Олександрович,Жданов Ігор Олександрович,Жданов Ігор Олександрович,male,1967-12-29,,,,Ihor Żdanow,"Жданов, Игорь Александрович",Ihor Zhdanov,,,Ihor Zhdanov,Ihor Zhdanov,,,,Category:Ihor Zhdanov,Ihor Zhdanov,,Ihor Żdanow,"Жданов, Игорь Александрович",,https://upload.wikimedia.org/wikipedia/commons/4/4f/Igory_Zhdanov_Ucraine.jpg,,Ihor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,伊霍爾·扎達諾夫,伊霍爾·扎達諾夫,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zhdanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,18057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16703319,Кремінь Тарас Дмитрович,Кремінь Тарас Дмитрович,Кремінь Тарас Дмитрович,male,1978-06-10,Кремінь Тарас Дмитрович,,,,"Кремень, Тарас Дмитриевич",Taras Kremin,,,,,,,,Category:Taras Kremin,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/df/TarasKreminComments04_(cropped).JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,17969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16703342,Кривенко Віктор Миколайович,Кривенко Віктор Миколайович,Кривенко Віктор Миколайович,male,1982-01-09,Кривенко Віктор Миколайович,,,,"Кривенко, Виктор Николаевич",Viktor Kryvenko,,,Viktor Kryvenko,,,,,Category:Viktor Kryvenko,Viktor Kryvenko,,,,,https://upload.wikimedia.org/wikipedia/commons/d/de/Кривенко_2.jpg,,Viktor,,,,,,,,,,,,,,,,,,,فيكتور كريفينكو,فيكتور كريفينكو,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,18005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16703699,Ксенжук Олександр Степанович,Ксенжук Олександр Степанович,Ксенжук Олександр Степанович,male,1968-06-11,Ксенжук Олександр Степанович,,,,"Ксенжук, Александр Степанович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,17957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16704457,Лабазюк Сергій Петрович,Лабазюк Сергій Петрович,Лабазюк Сергій Петрович,male,1980-06-04,Лабазюк Сергій Петрович,,,,"Лабазюк, Сергей Петрович",Serhiy Labazyuk,,,,,,,,Category:Serhiy Labazyuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,15824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16704480,Лаврик Микола Іванович,Лаврик Микола Іванович,Лаврик Микола Іванович,male,1952-06-30,Лаврик Микола Іванович,,,,"Лаврик, Николай Иванович",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,18113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16711818,Побер Ігор Миколайович,Побер Ігор Миколайович,Побер Ігор Миколайович,male,1968-12-17,Побер Ігор Миколайович,,,,"Побер, Игорь Николаевич",Ihor Pober,,,,,,,,Category:Ihor Pober,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/7e/Побер_Ігор_Миколайович_-_16037715.jpg,,Ihor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,15680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16714864,Рудик Сергій Ярославович,Рудик Сергій Ярославович,Рудик Сергій Ярославович,male,1970-10-11,Рудик Сергій Ярославович,,,,"Рудык, Сергей Ярославович",Serhii Rudyk,,,Serhii Rudyk,,,,,Category:Serhiy Rudyk,Serhii Rudyk,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d4/Cергій_Рудик.jpg,,Serhii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://rudyk.org/ua/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,serhiy.rudyk.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,16430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16715168,Савчук Юрій Петрович,Савчук Юрій Петрович,Савчук Юрій Петрович,male,1967-09-22,Савчук Юрій Петрович,,,,"Савчук, Юрий Петрович",,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/1c/Yuriy_P_Savchuk.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,15681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16718181,Сторожук Дмитро Анатолійович,Сторожук Дмитро Анатолійович,Сторожук Дмитро Анатолійович,male,1985-11-12,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/e9/Дмитро_Сторожук.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,17379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16720089,Ткачук Геннадій Віталійович,Ткачук Геннадій Віталійович,Ткачук Геннадій Віталійович,male,1968-08-27,Ткачук Геннадій Віталійович,,,,"Ткачук, Геннадий Витальевич",,,,,,,,,,,,,"Ткачук, Геннадий Витальевич",,https://upload.wikimedia.org/wikipedia/commons/3/3d/Hennadiy_Tkachuk.jpg,,Gennadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.tkachukrada.com//,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tkachuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,15676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16721760,Фурсін Іван Геннадійович,Фурсін Іван Геннадійович,Фурсін Іван Геннадійович,male,1971-09-16,Фурсін Іван Геннадійович,,,,"Фурсин, Иван Геннадьевич",,,,,,,,,,,,,"Фурсин, Иван Геннадьевич",,,,Ivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,15799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1708369,Одарченко Юрій Віталійович,Одарченко Юрій Віталійович,Одарченко Юрій Віталійович,male,1960-04-05,Одарченко Юрій Віталійович,,,,"Одарченко, Юрий Витальевич",Yuriy Odarchenko,,,Yuriy Odarchenko,Juri Odartschenko,Juri Odartschenko,,,Category:Yuriy Odarchenko,Yuriy Odarchenko,,,"Одарченко, Юрий Витальевич",,https://upload.wikimedia.org/wikipedia/commons/1/13/Yuriy_Odarchenko.jpg,/m/010lq4c9,Yuri,,,,,,,,Juri Odartschenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kmpointernet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,8832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17292954,Фірсов Єгор Павлович,Фірсов Єгор Павлович,Фірсов Єгор Павлович,male,1988-12-01,,,,,Егор Павлович Фирсов,Yegor Firsov,,,,,,,,Category:Yegor Firsov,,,,"Фирсов, Егор Павлович",,https://upload.wikimedia.org/wikipedia/commons/f/f1/Егорфото.jpg,,Yegor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://egorfirsov.com.ua/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,egor.firsov,,,,,,,,,,,,,,,,,,,,Firsov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,17047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17318904,Савченко Надія Вікторівна,Савченко Надія Вікторівна,Савченко Надія Вікторівна,female,1981-05-11,Савченко Надія Вікторівна,Савченко Надія Вікторівна,Nadija Viktorivna Savčenková,Nadija Sawczenko,"Савченко, Надежда Викторовна",Nadiya Savchenko,Nadiya Savchenko,Nadiya Savchenko,Nadiya Savchenko,Nadia Savtchenko,Nadja Sawtschenko,Надзея Віктараўна Саўчанка,Надзея Віктараўна Саўчанка,Category:Nadiya Savchenko,Nadiya Savchenko,,Nadija Sawczenko,"Савченко, Надежда Викторовна",Nadija Viktorivna Savčenková,"https://upload.wikimedia.org/wikipedia/commons/c/c5/Nadiya_Savchenko,_Prague_2017.jpg",,Nadiyane,ナジーヤ・サウチェンコ,Nadia Sàvtxenko,Nadija Savčenko,Nadija Savčenko,Nadija Savčenková,Nadia Sàvtxenko,Nadija Savčenková,Nadija Sawtschenko,Nadia Savtchenko,Nadija Savčenko,,Nadija Savčenko,Nadija Savĉenko,Nadija Savtšenko,Надзея Саўчанка,Nadija Savtšenko,,,ناديجدا سافتشينكو,ناديجدا سافتشينكو,Надзея Саўчанка,Nadija Savĉenko,Nadija Savtšenko,Nadija Savtšenko,,Nadija Savstjenko,,,160144647696703028125,1080910654,nb2015018011,,,,Նադեժդա Սավչենկո,,Nadia Sàvchenko,Nadezjda Savtjenko,Nadia Sàvchenko,Nadija Savtjenko,,,,,,Nadija Savčenko,,Nadejda Savçenko,Nadija Savčenko,Nadejda Savçenko,Nadiya Savchenko,Nadija Savčenko,,Категория:Надежда Савченко,Nadija Savčenko,,,,,,,,,,,Nadia-Savchenko-423442834478228,,,,,,0000 0004 5454 912X,Nadejda Savçenko,,,,,Nadiä Savçenko,,Nadejda Savçenko,,Nadiä Savçenko,Nadija Sawczenko,,,Savchenko,,,,,,Նադեժդա Սավչենկո,,,,,,,Надежда Викторoвна Савченко,,,,,,Надежда Савченко,,,,,,,,,Nadia Savčenko,নাদিয়া শেভচেঙ্কো,Nadia Savčenko,নাদিয়া শেভচেঙ্কো,Nadija Savčenková,Категорія:Надія Савченко,,,,,,,,,,,,,,,,,,,ნადეჟდა სავჩენკო,,,,,,,,,,,,,,,,,,,ნადეჟდა სავჩენკო,,,,,,,,,,,,,,,,js2016902421,,,,,,,,,,,,,,,,,,,,military personnel,,,,,,,,,Nadiya-Savchenko,,18166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17320569,Семенченко Семен Ігорович,Семенченко Семен Ігорович,Семенченко Семен Ігорович,male,1974-06-06,Семенченко Семен Ігорович,Семенченко Семен Ігорович,,Semen Semenczenko,"Семенченко, Семён Игоревич",Semen Semenchenko,,,Semen Semenchenko,Semen Sementschenko,Semen Sementschenko,,,Category:Semen Semenchenko,Semen Semenchenko,,Semen Semenczenko,"Семенченко, Семён Игоревич",,https://upload.wikimedia.org/wikipedia/commons/7/77/Semen_Semenchenko_with_his_balaclava_removed.jpg,,Semen,,,,,,,,Semen Sementschenko,,,,,,,,Semen Sementšenko,,,,,,,Semen Sementšenko,,,,,,,,,,,,,,Semèn Semènchenko,Semen Sementjenko,Semèn Semènchenko,Semen Sementjenko,,,,,,,,,Semen Semenčenko,,,,,Категория:Семён Семенченко,Semen Semenčenko,,席曼·謝曼申科,,,,,,,,,dostali.hvatit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,謝苗·舍曼琴科,,,,,,,,谢苗·舍曼琴科,,,,,military personnel,,,,,,,,,,,18003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17361956,Шверк Григорій Аронович,Шверк Григорій Аронович,Шверк Григорій Аронович,male,1957-07-20,Шверк Григорій Аронович,,,,"Шверк, Григорий Аронович",Grigorij Shverk,,,Grigorij Shverk,,,,,Category:Grigorij Shverk,,,,"Шверк, Григорий Аронович",,https://upload.wikimedia.org/wikipedia/commons/5/5d/ШВЕРК_ГРИГОРІЙ_АРОНОВИЧ_VADIM_CHUPRINA_©.JPG,,Grigorij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,19404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17371647,Березенко Сергій Іванович,Березенко Сергій Іванович,Березенко Сергій Іванович,male,1984-04-11,Березенко Сергій Іванович,Березенко Сергій Іванович,,,"Березенко, Сергей Иванович",Serhiy Berezenko,,,,,,,,Category:Serhiy Berezenko,,,,"Березенко, Сергей Иванович",,https://upload.wikimedia.org/wikipedia/commons/4/46/BSI2.jpg,,Sergey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://berezenko.info/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sergiy.berezenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,17568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17371774,Єленський Віктор Євгенович,Єленський Віктор Євгенович,Єленський Віктор Євгенович,male,1957-03-26,Єленський Віктор Євгенович,,,,"Еленский, Виктор Евеньевич",,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/de/Віктор_Єленський.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,17959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17371893,Кривошея Геннадій Григорович,Кривошея Геннадій Григорович,Кривошея Геннадій Григорович,male,1977-07-02,Кривошея Геннадій Григорович,,,,"Кривошея, Геннадий Григорьевич",Hennadii Kryvosheia,,,,,,,,,Hennadii Kryvosheia,,,,,"https://upload.wikimedia.org/wikipedia/commons/3/3b/Геннадій_Григорович_Кривошея,_2018Hennadii_Kryvosheia.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100008291649615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Автор:Геннадій Кривошея,,,,,,,,15901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17371928,Лозовой Андрій Сергійович,Лозовой Андрій Сергійович,Лозовой Андрій Сергійович,male,1989-06-03,Лозовой Андрій Сергійович,,,,"Лозовой, Андрей Сергеевич",Andriy Sergeevich Lozovoy,,,,,,,,,,,,"Лозовой, Андрей Сергеевич",,,,Andriy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andriy.Lozovyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,15916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17372415,Шахов Сергій Володимирович,Шахов Сергій Володимирович,Шахов Сергій Володимирович,male,1975-05-07,Шахов Сергій Володимирович,Шахов Сергій Володимирович,,,"Шахов, Сергей Владимирович",Serhii Shakhov,,,,,,,,,Serhii Shakhov,,,"Шахов, Сергей Владимирович",,https://upload.wikimedia.org/wikipedia/commons/9/96/Shahov_SV.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,20106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17372440,Яніцький Василь Петрович,Яніцький Василь Петрович,Яніцький Василь Петрович,male,1973-01-14,Яніцький Василь Петрович,,,,"Яницкий, Василий Петрович",,,,,,,,,Category:Vasil Yanitsky,,,,"Яницкий, Василий Петрович",,https://upload.wikimedia.org/wikipedia/commons/9/97/ЯНІЦЬКИЙ_ВАСИЛЬ_ПЕТРОВИЧ_VADIM_CHUPRINA.jpg,,Vasily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://yanitsky.info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yanytskyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,18151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18091304,Галасюк Віктор Валерійович,Галасюк Віктор Валерійович,Галасюк Віктор Валерійович,male,1981-08-28,Галасюк Віктор Валерійович,,,,"Галасюк, Виктор Валерьевич",Victor Galasyuk,,,Victor Galasyuk,Victor Galasyuk,Victor Galasyuk,,,Category:Victor Galasyuk,Victor Galasyuk,,,,,https://upload.wikimedia.org/wikipedia/commons/c/ce/Vg_2.png,,Victor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Galasyuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,18046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18238419,Гуляєв Василь Олександрович,Гуляєв Василь Олександрович,Гуляєв Василь Олександрович,male,1963-09-03,Гуляєв Василь Олександрович,,,,"Гуляев, Василий Александрович",,,,,,,,,Category:Vasiliy Gulyayev,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/13/Гуляев_Василий_нов.jpg,,Vasily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guljajew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,18078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
